变量名,fpLimit,ServerOpenDays,fpFix,recordNumLimit,__version
1268,2002000,1268,,,
1269,2002000,1269,,,
1270,2002000,1270,,,
1271,2002000,1271,,,
1272,2002000,1272,,,
1273,2002000,1273,,,
1274,2002000,1274,,,
1275,2002000,1275,,,
1276,2002000,1276,,,
1277,2002000,1277,,,
1278,2002000,1278,,,
1279,2002000,1279,,,
1280,2002000,1280,,,
1281,2002000,1281,,,
1282,2002000,1282,,,
1283,2002000,1283,,,
1284,2002000,1284,,,
1285,2002000,1285,,,
1286,2002000,1286,,,
1287,2002000,1287,,,
1288,2002000,1288,,,
1289,2002000,1289,,,
1290,2002000,1290,,,
1291,2002000,1291,,,
1292,2002000,1292,,,
1293,2002000,1293,,,
1294,2002000,1294,,,
1295,2002000,1295,,,
1296,2002000,1296,,,
1297,2002000,1297,,,
1298,2002000,1298,,,
1299,2002000,1299,,,
1300,2002000,1300,,,
1301,2002000,1301,,,
1302,2002000,1302,,,
1303,2002000,1303,,,
1304,2002000,1304,,,
1305,2002000,1305,,,
1306,2002000,1306,,,
1307,2002000,1307,,,
1308,2002000,1308,,,
1309,2002000,1309,,,
1310,2002000,1310,,,
1311,2002000,1311,,,
1312,2002000,1312,,,
1313,2002000,1313,,,
1314,2002000,1314,,,
1315,2002000,1315,,,
1316,2002000,1316,,,
1317,2002000,1317,,,
1318,2002000,1318,,,
1319,2002000,1319,,,
1320,2002000,1320,,,
1321,2002000,1321,,,
1322,2002000,1322,,,
1323,2002000,1323,,,
1324,2002000,1324,,,
1325,2002000,1325,,,
1326,2002000,1326,,,
1327,2002000,1327,,,
1328,2002000,1328,,,
1329,2002000,1329,,,
1330,2002000,1330,,,
1331,2002000,1331,,,
1332,2002000,1332,,,
1333,2002000,1333,,,
1334,2002000,1334,,,
1335,2002000,1335,,,
1336,2002000,1336,,,
1337,2002000,1337,,,
1338,2002000,1338,,,
1339,2002000,1339,,,
1340,2002000,1340,,,
1341,2002000,1341,,,
1342,2002000,1342,,,
1343,2002000,1343,,,
1344,2002000,1344,,,
1345,2002000,1345,,,
1346,2002000,1346,,,
1347,2002000,1347,,,
1348,2002000,1348,,,
1349,2002000,1349,,,
1350,2002000,1350,,,
1351,2002000,1351,,,
1352,2002000,1352,,,
1353,2002000,1353,,,
1354,2002000,1354,,,
1355,2002000,1355,,,
1356,2002000,1356,,,
1357,2002000,1357,,,
1358,2002000,1358,,,
1359,2002000,1359,,,
1360,2002000,1360,,,
1361,2002000,1361,,,
1362,2002000,1362,,,
1363,2002000,1363,,,
1364,2002000,1364,,,
1365,2002000,1365,,,
1366,2002000,1366,,,
1367,2002000,1367,,,
1368,2002000,1368,,,
1369,2002000,1369,,,
1370,2002000,1370,,,
1371,2002000,1371,,,
1372,2002000,1372,,,
1373,2002000,1373,,,
1374,2002000,1374,,,
1375,2002000,1375,,,
1376,2002000,1376,,,
1377,2002000,1377,,,
1378,2002000,1378,,,
1379,2002000,1379,,,
1380,2002000,1380,,,
1381,2002000,1381,,,
1382,2002000,1382,,,
1383,2002000,1383,,,
1384,2002000,1384,,,
1385,2002000,1385,,,
1386,2002000,1386,,,
1387,2002000,1387,,,
1388,2002000,1388,,,
1389,2002000,1389,,,
1390,2002000,1390,,,
1391,2002000,1391,,,
1392,2002000,1392,,,
1393,2002000,1393,,,
1394,2002000,1394,,,
1395,2002000,1395,,,
1396,2002000,1396,,,
1397,2002000,1397,,,
1398,2002000,1398,,,
1399,2002000,1399,,,
1400,2002000,1400,,,
1401,2002000,1401,,,
1402,2002000,1402,,,
1403,2002000,1403,,,
1404,2002000,1404,,,
1405,2002000,1405,,,
1406,2002000,1406,,,
1407,2002000,1407,,,
1408,2002000,1408,,,
1409,2002000,1409,,,
1410,2002000,1410,,,
1411,2002000,1411,,,
1412,2002000,1412,,,
1413,2002000,1413,,,
1414,2002000,1414,,,
1415,2002000,1415,,,
1416,2002000,1416,,,
1417,2002000,1417,,,
1418,2002000,1418,,,
1419,2002000,1419,,,
1420,2002000,1420,,,
1421,2002000,1421,,,
1422,2002000,1422,,,
1423,2002000,1423,,,
1424,2002000,1424,,,
1425,2002000,1425,,,
1426,2002000,1426,,,
1427,2002000,1427,,,
1428,2002000,1428,,,
1429,2002000,1429,,,
1430,2002000,1430,,,
1431,2002000,1431,,,
1432,2002000,1432,,,
1433,2002000,1433,,,
1434,2002000,1434,,,
1435,2002000,1435,,,
1436,2002000,1436,,,
1437,2002000,1437,,,
1438,2002000,1438,,,
1439,2002000,1439,,,
1440,2002000,1440,,,
1441,2002000,1441,,,
1442,2002000,1442,,,
1443,2002000,1443,,,
1444,2002000,1444,,,
1445,2002000,1445,,,
1446,2002000,1446,,,
1447,2002000,1447,,,
1448,2002000,1448,,,
1449,2002000,1449,,,
1450,2002000,1450,,,
1451,2002000,1451,,,
1452,2002000,1452,,,
1453,2002000,1453,,,
1454,2002000,1454,,,
1455,2002000,1455,,,
1456,2002000,1456,,,
1457,2002000,1457,,,
1458,2002000,1458,,,
1459,2002000,1459,,,
1460,2002000,1460,,,
1461,2002000,1461,,,
1462,2002000,1462,,,
1463,2002000,1463,,,
1464,2002000,1464,,,
1465,2002000,1465,,,
1466,2002000,1466,,,
1467,2002000,1467,,,
1468,2002000,1468,,,
1469,2002000,1469,,,
1470,2002000,1470,,,
1471,2002000,1471,,,
1472,2002000,1472,,,
1473,2002000,1473,,,
1474,2002000,1474,,,
1475,2002000,1475,,,
1476,2002000,1476,,,
1477,2002000,1477,,,
1478,2002000,1478,,,
1479,2002000,1479,,,
1480,2002000,1480,,,
1481,2002000,1481,,,
1482,2002000,1482,,,
1483,2002000,1483,,,
1484,2002000,1484,,,
1485,2002000,1485,,,
1486,2002000,1486,,,
1487,2002000,1487,,,
1488,2002000,1488,,,
1489,2002000,1489,,,
1490,2002000,1490,,,
1491,2002000,1491,,,
1492,2002000,1492,,,
1493,2002000,1493,,,
1494,2002000,1494,,,
1495,2002000,1495,,,
1496,2002000,1496,,,
1497,2002000,1497,,,
1498,2002000,1498,,,
1499,2002000,1499,,,
1500,2002000,1500,,,
1501,2002000,9999,,,
