变量名,name,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,effect,__version
30437,月亮之笛,config/item/xddj/icon_lnyl.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,75,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,,5,5,155,<0;1;2;3;4;5;6;7>,156,<0;1;2;3;4;5;6;7>,,520,28137,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30438,混沌魔方球,config/item/xddj/icon_zzmq.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,76,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,157,<0;1;2;3;4;5;6;7>,158,<0;1;2;3;4;5;6;7>,,520,28138,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30439,岩石巨盾,config/item/xddj/icon_bjls.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,77,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,5,5,159,<0;1;2;3;4;5;6;7>,160,<0;1;2;3;4;5;6;7>,,520,28139,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30440,究极棱镜,config/item/xddj/icon_jjlj.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,78,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,,5,5,161,<0;1;2;3;4;5;6;7>,162,<0;1;2;3;4;5;6;7>,,520,28140,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30441,基因气团,config/item/xddj/icon_symh.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,79,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,,5,5,163,<0;1;2;3;4;5;6;7>,164,<0;1;2;3;4;5;6;7>,,520,28141,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30442,荆棘之冠,config/item/xddj/icon_sgsnd.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,80,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,165,<0;1;2;3;4;5;6;7>,166,<0;1;2;3;4;5;6;7>,,520,28142,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30443,百战金盾,config/item/xddj/icon_zmrt.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,81,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,,5,5,167,<0;1;2;3;4;5;6;7>,168,<0;1;2;3;4;5;6;7>,,520,28143,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30444,猩红棘刃,config/item/xddj/icon_sgcjalld.png,5,,,<cn;kr;tw;en;en_us;en_eu>,,80,5,,82,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,169,<0;1;2;3;4;5;6;7>,170,<0;1;2;3;4;5;6;7>,,520,28144,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30445,三色翎羽剑,config/item/xddj/icon_sslyj.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,83,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,171,<0;1;2;3;4;5;6;7>,172,<0;1;2;3;4;5;6;7>,,520,28145,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30446,不挠之剑,config/item/xddj/icon_cx.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,84,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,173,<0;1;2;3;4;5;6;7>,174,<0;1;2;3;4;5;6;7>,,520,28146,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30447,时之披风,config/item/xddj/icon_sld.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,85,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,,5,5,175,<0;1;2;3;4;5;6;7>,176,<0;1;2;3;4;5;6;7>,,520,28147,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30448,超重力钢爪,config/item/xddj/icon_sgcjjjg.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,86,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,,5,5,177,<0;1;2;3;4;5;6;7>,178,<0;1;2;3;4;5;6;7>,,520,28148,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30449,漆黑缰绳,config/item/xddj/icon_qhjs.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,87,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,179,<0;1;2;3;4;5;6;7>,180,<0;1;2;3;4;5;6;7>,,520,28149,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30450,暴烈血镰,config/item/xddj/icon_blxl.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,88,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,181,<0;1;2;3;4;5;6;7>,182,<0;1;2;3;4;5;6;7>,,520,28150,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30451,波导魂骨,config/item/xddj/icon_bdhg.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,89,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,183,<0;1;2;3;4;5;6;7>,184,<0;1;2;3;4;5;6;7>,,520,28151,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30452,苍白缰绳,config/item/xddj/icon_cbjs.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,90,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,,5,5,185,<0;1;2;3;4;5;6;7>,186,<0;1;2;3;4;5;6;7>,,520,28152,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30453,炎龙炽链,config/item/xddj/icon_ylcl.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,91,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,187,<0;1;2;3;4;5;6;7>,188,<0;1;2;3;4;5;6;7>,,520,28153,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30454,焰白涡轮,config/item/xddj/icon_ybwl.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,92,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,,5,5,189,<0;1;2;3;4;5;6;7>,190,<0;1;2;3;4;5;6;7>,,520,28154,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30455,冰霜旋刃,config/item/xddj/icon_bsxr.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,93,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,191,<0;1;2;3;4;5;6;7>,192,<0;1;2;3;4;5;6;7>,,520,28155,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30456,无极碎星,config/item/xddj/icon_wjsx.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,94,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,,5,5,193,<0;1;2;3;4;5;6;7>,194,<0;1;2;3;4;5;6;7>,,520,28156,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30457,星芒尾棘,config/item/xddj/icon_xmwj.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,95,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,195,<0;1;2;3;4;5;6;7>,196,<0;1;2;3;4;5;6;7>,,520,28157,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30458,幽冥毒蕊,config/item/xddj/icon_ymdr.png,5,,,<cn;kr;tw;en;en_us>,,80,5,,96,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,,5,5,197,<0;1;2;3;4;5;6;7>,198,<0;1;2;3;4;5;6;7>,,520,28158,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30459,强子引擎,config/item/xddj/icon_qzyq.png,5,,,<cn;kr;tw;en_us>,,80,5,,97,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,199,<0;1;2;3;4;5;6;7>,200,<0;1;2;3;4;5;6;7>,,520,28159,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30460,冠军奖杯,config/item/xddj/icon_gjpf.png,5,,,<cn;kr;tw;en_us>,,80,5,,98,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;1;1;1.1;1;1.1>,,5,5,201,<0;1;2;3;4;5;6;7>,202,<0;1;2;3;4;5;6;7>,,520,28160,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30461,暗黑涡轮,config/item/xddj/icon_ahwl.png,5,,,<cn;kr;tw;en_us>,,80,5,,99,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,,5,5,203,<0;1;2;3;4;5;6;7>,204,<0;1;2;3;4;5;6;7>,,520,28161,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30462,大地神石,config/item/xddj/icon_ddss.png,5,,,<cn;kr;tw;en_us>,,80,5,,100,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.9;1;1.2;0.9;1>,,5,5,205,<0;1;2;3;4;5;6;7>,206,<0;1;2;3;4;5;6;7>,,520,28162,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30463,绯红引擎,config/item/xddj/icon_fhyq.png,5,,,<cn;tw;en_us;kr>,,80,5,,101,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,207,<0;1;2;3;4;5;6;7>,208,<0;1;2;3;4;5;6;7>,,520,28163,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30464,血翼飞刃,config/item/xddj/icon_xyfr.png,5,,,<cn;tw;en_us;kr>,,80,5,,102,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,209,<0;1;2;3;4;5;6;7>,210,<0;1;2;3;4;5;6;7>,,520,28164,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30465,虫鸣巨钳,config/item/xddj/icon_hssd.png,5,,,<cn;tw;en_us;kr>,,80,5,,103,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,211,<0;1;2;3;4;5;6;7>,212,<0;1;2;3;4;5;6;7>,,520,28165,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30466,黄昏之冠,config/item/xddj/icon_hhzg.png,5,,,<cn;tw;en_us>,,80,5,,104,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,213,<0;1;2;3;4;5;6;7>,214,<0;1;2;3;4;5;6;7>,,520,28166,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30467,大金刚宝玉,config/item/xddj/icon_djgby.png,5,,,<cn;tw>,,80,5,,105,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,215,<0;1;2;3;4;5;6;7>,216,<0;1;2;3;4;5;6;7>,,520,28167,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30468,勇气巨角,config/item/xddj/icon_cwhlkls.png,5,,,<cn>,,80,5,,106,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;0.8;1;1.1;1;1.1>,,5,5,217,<0;1;2;3;4;5;6;7>,218,<0;1;2;3;4;5;6;7>,,520,28168,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30469,制裁巨剪,config/item/xddj/icon_djcjkls.png,5,,,<cn>,,80,5,,107,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,219,<0;1;2;3;4;5;6;7>,220,<0;1;2;3;4;5;6;7>,,520,28169,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30470,苍穹之翼,config/item/xddj/icon_cqzy.png,5,,,<cn>,,80,5,,108,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,221,<0;1;2;3;4;5;6;7>,222,<0;1;2;3;4;5;6;7>,,520,28170,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30471,空间信标,config/item/xddj/iocn_dbby.png,5,,,<cn>,,80,5,,109,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,223,<0;1;2;3;4;5;6;7>,224,<0;1;2;3;4;5;6;7>,,520,28171,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30472,傀儡锁链,config/item/xddj/icon_klsl.png,5,,,<cn>,,80,5,,110,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,225,<0;1;2;3;4;5;6;7>,226,<0;1;2;3;4;5;6;7>,,520,28172,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30473,拂晓之冕,config/item/xddj/icon_fxzm.png,5,,,<cn>,,80,5,,111,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;1;1;1;1;1>,,5,5,227,<0;1;2;3;4;5;6;7>,228,<0;1;2;3;4;5;6;7>,,520,28173,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30474,钛晶面具,config/item/xddj/icon_tjmj.png,5,,,<cn>,,80,5,,112,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1.1;1;1;1;1;1>,,5,5,229,<0;1;2;3;4;5;6;7>,230,<0;1;2;3;4;5;6;7>,,520,28174,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30475,钻山锥,config/item/xddj/icon_ztfsz.png,5,,,<cn>,,80,5,,113,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,231,<0;1;2;3;4;5;6;7>,232,<0;1;2;3;4;5;6;7>,,520,28175,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30476,冰晶之泪,config/item/xddj/icon_bjzl.png,5,,,<cn>,,80,5,,114,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,233,<0;1;2;3;4;5;6;7>,234,<0;1;2;3;4;5;6;7>,,520,28176,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30477,洞悉之瞳,config/item/xddj/icon_dxzt.png,5,,,<cn>,,80,5,,115,<3;6;9;12;15;18;21>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,,5,5,235,<0;1;2;3;4;5;6;7>,236,<0;1;2;3;4;5;6;7>,,520,28177,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
31101,创世之剑,config/item/xddj/icon_cszj.png,6,,,<cn;kr;tw;en;en_us>,,80,6,,1101,<3;6;9;12;15;18;21>,<>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,6,6,1101,<0;1;2;3;4;5;6;7>,1102,<0;1;2;3;4;5;6;7>,,1000,31001,,,,,{drawcard=hong_effect_loop;gain=hong_effect_loop},
31201,电气球,config/item/xddj/icon_dqq.png,,<91>,,,,60,3,,43,<3;6;9;12;15;18;21>,<2151>,<1;13;7;9;8;10>,<1;0.9;1;1;1.1;1>,,3,3,69,<0;1;2;3;4;5;6;7>,61,<0;1;2;3;4;5;6;7>,,150,,,,,可通过饰品抽卡获得,,
31202,粗骨头,config/item/xddj/icon_cgt.png,,<451>,,,,60,3,,44,<3;6;9;12;15;18;21>,<2151>,<1;13;7;9;8;10>,<1;0.9;1.1;1;1;1>,,3,3,70,<0;1;2;3;4;5;6;7>,63,<0;1;2;3;4;5;6;7>,,150,,,,,可通过饰品抽卡获得,,
31301,七彩羽毛,config/item/xddj/icon_hszy.png,4,,,,,70,4,,45,<3;6;9;12;15;18;21>,<2152>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,,4,4,65,<0;1;2;3;4;5;6;7>,66,<0;1;2;3;4;5;6;7>,,280,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
31401,!!!废弃2,config/item/icon_gmys.png,5,,FALSE,<cn>,,60,5,,,<3;6;9;12;15;18;21>,,<1;13;7;9;8;10>,<1;1;1;1;1;1>,,5,5,1,<0;1;2;3;4;5;6;7>,,,,520,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
