变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
1247,20304,3,,{6323=100},,19,,,
1248,20401,3,,{6323=100},,19,,,
1249,20402,3,,{6323=100},,19,,,
1250,20403,3,,{6323=100},,19,,,
1251,20404,3,,{6323=100},,19,,,
1252,20501,3,,{6323=100},,19,,,
1253,20502,3,,{6323=100},,19,,,
1254,20503,3,,{6323=100},,19,,,
1255,20504,3,,{6323=100},,19,,,
1256,20505,3,,{6323=100},,19,,,
1257,20601,3,,{6323=100},,19,,,
1258,20602,3,,{6323=100},,19,,,
1259,20603,3,,{6323=100},,19,,,
1260,20604,3,,{6323=100},,19,,,
1261,20605,3,,{6323=100},,19,,,
1262,20701,3,,{6323=100},,19,,,
1263,20702,3,,{6323=100},,19,,,
1264,20703,3,,{6323=100},,19,,,
1265,20704,3,,{6323=100},,19,,,
1266,20705,3,,{6323=100},,19,,,
1267,20801,3,,{6323=100},,19,,,
1268,20802,3,,{6323=100},,19,,,
1269,20803,3,,{6323=100},,19,,,
1270,20804,3,,{6323=100},,19,,,
1271,20805,3,,{6323=100},,19,,,
1272,20901,3,,{6323=100},,19,,,
1273,20902,3,,{6323=100},,19,,,
1274,20903,3,,{6323=100},,19,,,
1275,20904,3,,{6323=100},,19,,,
1276,20905,3,,{6323=100},,19,,,
1277,21001,3,,{6323=100},,19,,,
1278,21002,3,,{6323=100},,19,,,
1279,21003,3,,{6323=100},,19,,,
1280,21004,3,,{6323=100},,19,,,
1281,21005,3,,{6323=100},,19,,,
1282,21101,3,,{6323=100},,19,,,
1283,21102,3,,{6323=100},,19,,,
1284,21103,3,,{6323=100},,19,,,
1285,21104,3,,{6323=100},,19,,,
1286,21105,3,,{6323=100},,19,,,
1287,21201,3,,{6323=100},,19,,,
1288,21202,3,,{6323=100},,19,,,
1289,21203,3,,{6323=100},,19,,,
1290,21204,3,,{6323=100},,19,,,
1291,21205,3,,{6323=100},,19,,,
1292,21301,3,,{6323=100},,19,,,
1293,21302,3,,{6323=100},,19,,,
1294,21303,3,,{6323=100},,19,,,
1295,21304,3,,{6323=100},,19,,,
1296,21305,3,,{6323=100},,19,,,
1297,21401,3,,{6323=100},,19,,,
1298,21402,3,,{6323=100},,19,,,
1299,21403,3,,{6323=100},,19,,,
1300,21404,3,,{6323=100},,19,,,
1301,21405,3,,{6323=100},,19,,,
1302,21501,3,,{6323=100},,19,,,
1303,21502,3,,{6323=100},,19,,,
1304,21503,3,,{6323=100},,19,,,
1305,21504,3,,{6323=100},,19,,,
1306,21505,3,,{6323=100},,19,,,
1307,21601,3,,{6323=100},,19,,,
1308,21602,3,,{6323=100},,19,,,
1309,21603,3,,{6323=100},,19,,,
1310,21604,3,,{6323=100},,19,,,
1311,21605,3,,{6323=100},,19,,,
1312,21701,3,,{6323=100},,19,,,
1313,21702,3,,{6323=100},,19,,,
1314,21703,3,,{6323=100},,19,,,
1315,21704,3,,{6323=100},,19,,,
1316,21705,3,,{6323=100},,19,,,
1317,21801,3,,{6323=100},,19,,,
1318,21802,3,,{6323=100},,19,,,
1319,21803,3,,{6323=100},,19,,,
1320,21804,3,,{6323=100},,19,,,
1321,21805,3,,{6323=100},,19,,,
1322,21901,3,,{6323=100},,19,,,
1323,21902,3,,{6323=100},,19,,,
1324,21903,3,,{6323=100},,19,,,
1325,21904,3,,{6323=100},,19,,,
1326,21905,3,,{6323=100},,19,,,
1327,22001,3,,{6323=100},,19,,,
1328,22002,3,,{6323=100},,19,,,
1329,22003,3,,{6323=100},,19,,,
1330,22004,3,,{6323=100},,19,,,
1331,22005,3,,{6323=100},,19,,,
1332,22101,3,,{6323=100},,19,,,
1333,22102,3,,{6323=100},,19,,,
1334,22103,3,,{6323=100},,19,,,
1335,22104,3,,{6323=100},,19,,,
1336,22105,3,,{6323=100},,19,,,
1337,22201,3,,{6323=100},,19,,,
1338,22202,3,,{6323=100},,19,,,
1339,22203,3,,{6323=100},,19,,,
1340,22204,3,,{6323=100},,19,,,
1341,22205,3,,{6323=100},,19,,,
1342,22301,3,,{6323=100},,19,,,
1343,22302,3,,{6323=100},,19,,,
1344,22303,3,,{6323=100},,19,,,
1345,22304,3,,{6323=100},,19,,,
1346,22305,3,,{6323=100},,19,,,
1347,22401,3,,{6323=100},,19,,,
1348,22402,3,,{6323=100},,19,,,
1349,22403,3,,{6323=100},,19,,,
1350,22404,3,,{6323=100},,19,,,
1351,22405,3,,{6323=100},,19,,,
1352,22501,3,,{6323=100},,19,,,
1353,22502,3,,{6323=100},,19,,,
1354,22503,3,,{6323=100},,19,,,
1355,22504,3,,{6323=100},,19,,,
1356,22505,3,,{6323=100},,19,,,
1357,12601,3,,{6323=100},,10,,,
1358,12602,3,,{6323=100},,10,,,
1359,12603,3,,{6323=100},,10,,,
1360,12604,3,,{6323=100},,10,,,
1361,12605,3,,{6323=100},,10,,,
1362,12606,3,,{6323=100},,10,,,
1363,12607,3,,{6323=100},,10,,,
1364,12608,3,,{6323=100},,10,,,
1365,12609,3,,{6323=100},,10,,,
1366,12610,3,,{6323=100},,10,,,
1367,22601,3,,{6323=100},,19,,,
1368,22602,3,,{6323=100},,19,,,
1369,22603,3,,{6323=100},,19,,,
1370,22604,3,,{6323=100},,19,,,
1371,22605,3,,{6323=100},,19,,,
1372,12701,3,,{6323=100},,10,,,
1373,12702,3,,{6323=100},,10,,,
1374,12703,3,,{6323=100},,10,,,
1375,12704,3,,{6323=100},,10,,,
1376,12705,3,,{6323=100},,10,,,
1377,12706,3,,{6323=100},,10,,,
1378,12707,3,,{6323=100},,10,,,
1379,12708,3,,{6323=100},,10,,,
1380,12709,3,,{6323=100},,10,,,
1381,12710,3,,{6323=100},,10,,,
1382,22701,3,,{6323=100},,19,,,
1383,22702,3,,{6323=100},,19,,,
1384,22703,3,,{6323=100},,19,,,
1385,22704,3,,{6323=100},,19,,,
1386,22705,3,,{6323=100},,19,,,
1387,12801,3,,{6323=100},,10,,,
1388,12802,3,,{6323=100},,10,,,
1389,12803,3,,{6323=100},,10,,,
1390,12804,3,,{6323=100},,10,,,
1391,12805,3,,{6323=100},,10,,,
1392,12806,3,,{6323=100},,10,,,
1393,12807,3,,{6323=100},,10,,,
1394,12808,3,,{6323=100},,10,,,
1395,12809,3,,{6323=100},,10,,,
1396,12810,3,,{6323=100},,10,,,
1397,22801,3,,{6323=100},,19,,,
1398,22802,3,,{6323=100},,19,,,
1399,22803,3,,{6323=100},,19,,,
1400,22804,3,,{6323=100},,19,,,
1401,22805,3,,{6323=100},,19,,,
1402,12901,3,,{6323=100},,10,,,
1403,12902,3,,{6323=100},,10,,,
1404,12903,3,,{6323=100},,10,,,
1405,12904,3,,{6323=100},,10,,,
1406,12905,3,,{6323=100},,10,,,
1407,12906,3,,{6323=100},,10,,,
1408,12907,3,,{6323=100},,10,,,
1409,12908,3,,{6323=100},,10,,,
1410,12909,3,,{6323=100},,10,,,
1411,12910,3,,{6323=100},,10,,,
1412,22901,3,,{6323=100},,19,,,
1413,22902,3,,{6323=100},,19,,,
1414,22903,3,,{6323=100},,19,,,
1415,22904,3,,{6323=100},,19,,,
1416,22905,3,,{6323=100},,19,,,
1417,13001,3,,{6323=100},,10,,,
1418,13002,3,,{6323=100},,10,,,
1419,13003,3,,{6323=100},,10,,,
1420,13004,3,,{6323=100},,10,,,
1421,13005,3,,{6323=100},,10,,,
1422,13006,3,,{6323=100},,10,,,
1423,13007,3,,{6323=100},,10,,,
1424,13008,3,,{6323=100},,10,,,
1425,13009,3,,{6323=100},,10,,,
1426,13010,3,,{6323=100},,10,,,
1427,23001,3,,{6323=100},,19,,,
1428,23002,3,,{6323=100},,19,,,
1429,23003,3,,{6323=100},,19,,,
1430,23004,3,,{6323=100},,19,,,
1431,23005,3,,{6323=100},,19,,,
2001,10101,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2002,10102,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2003,10103,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2004,10104,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2005,10105,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2006,10201,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2007,10202,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2008,10203,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2009,10204,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2010,10205,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2011,10206,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2012,10301,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2013,10302,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2014,10303,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2015,10304,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2016,10305,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2017,10306,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2018,10307,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2019,10308,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2020,10401,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2021,10402,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2022,10403,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2023,10404,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2024,10405,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2025,10406,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2026,10407,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2027,10408,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2028,10501,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2029,10502,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2030,10503,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2031,10504,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2032,10505,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2033,10506,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2034,10507,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2035,10508,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2036,10509,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2037,10510,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2038,10601,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2039,10602,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2040,10603,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2041,10604,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2042,10605,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2043,10606,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2044,10607,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2045,10608,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2046,10609,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2047,10610,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2048,10701,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2049,10702,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2050,10703,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2051,10704,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2052,10705,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2053,10706,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2054,10707,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2055,10708,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2056,10709,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2057,10710,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2058,10801,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2059,10802,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2060,10803,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2061,10804,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2062,10805,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2063,10806,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2064,10807,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2065,10808,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2066,10809,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2067,10810,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2068,10901,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2069,10902,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2070,10903,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2071,10904,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2072,10905,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2073,10906,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2074,10907,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2075,10908,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2076,10909,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2077,10910,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2078,11001,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2079,11002,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2080,11003,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2081,11004,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2082,11005,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2083,11006,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2084,11007,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2085,11008,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2086,11009,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2087,11010,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2088,11101,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2089,11102,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2090,11103,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2091,11104,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2092,11105,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2093,11106,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2094,11107,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2095,11108,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2096,11109,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2097,11110,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2098,11201,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2099,11202,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2100,11203,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2101,11204,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2102,11205,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2103,11206,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2104,11207,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2105,11208,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2106,11209,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2107,11210,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2108,11301,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2109,11302,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2110,11303,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2111,11304,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2112,11305,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2113,11306,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2114,11307,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2115,11308,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2116,11309,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2117,11310,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2118,11401,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2119,11402,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2120,11403,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2121,11404,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2122,11405,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2123,11406,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2124,11407,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2125,11408,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2126,11409,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2127,11410,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2128,11501,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2129,11502,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2130,11503,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2131,11504,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2132,11505,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2133,11506,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2134,11507,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2135,11508,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2136,11509,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2137,11510,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2138,11601,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2139,11602,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2140,11603,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2141,11604,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2142,11605,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2143,11606,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2144,11607,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2145,11608,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2146,11609,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2147,11610,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2148,11701,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2149,11702,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2150,11703,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2151,11704,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2152,11705,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2153,11706,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2154,11707,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2155,11708,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2156,11709,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2157,11710,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2158,11801,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2159,11802,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2160,11803,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2161,11804,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2162,11805,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2163,11806,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2164,11807,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2165,11808,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2166,11809,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2167,11810,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2168,11901,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2169,11902,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2170,11903,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2171,11904,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2172,11905,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2173,11906,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2174,11907,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2175,11908,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2176,11909,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2177,11910,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2178,12001,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2179,12002,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2180,12003,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2181,12004,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2182,12005,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2183,12006,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2184,12007,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2185,12008,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2186,12009,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2187,12010,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2188,12101,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2189,12102,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2190,12103,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2191,12104,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2192,12105,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2193,12106,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2194,12107,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2195,12108,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2196,12109,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2197,12110,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2198,12201,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2199,12202,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2200,12203,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2201,12204,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2202,12205,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2203,12206,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2204,12207,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2205,12208,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2206,12209,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2207,12210,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2208,12301,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2209,12302,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2210,12303,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2211,12304,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2212,12305,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2213,12306,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2214,12307,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2215,12308,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2216,12309,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2217,12310,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2218,12401,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2219,12402,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2220,12403,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2221,12404,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2222,12405,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2223,12406,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2224,12407,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2225,12408,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2226,12409,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2227,12410,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2228,12501,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2229,12502,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2230,12503,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2231,12504,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2232,12505,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2233,12506,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2234,12507,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2235,12508,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2236,12509,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2237,12510,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2238,20101,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2239,20102,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2240,20103,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2241,20201,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2242,20202,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2243,20203,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2244,20301,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2245,20302,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2246,20303,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2247,20304,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2248,20401,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2249,20402,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2250,20403,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2251,20404,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2252,20501,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2253,20502,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2254,20503,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2255,20504,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2256,20505,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2257,20601,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2258,20602,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2259,20603,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2260,20604,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2261,20605,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2262,20701,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2263,20702,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2264,20703,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2265,20704,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2266,20705,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
