变量名,gateID,extraVersion,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight,weightMin_tw,weightMax_tw,firstWeight_tw
9083,11007,11,,6301,,0.175,0.275,0,,,
9084,11008,11,,6301,,0.175,0.275,0,,,
9085,11009,11,,6301,,0.175,0.275,0,,,
9086,11010,11,,6301,,0.175,0.275,0,,,
9087,11101,11,,6301,,0.175,0.275,0,,,
9088,11102,11,,6301,,0.175,0.275,0,,,
9089,11103,11,,6301,,0.175,0.275,0,,,
9090,11104,11,,6301,,0.175,0.275,0,,,
9091,11105,11,,6301,,0.175,0.275,0,,,
9092,11106,11,,6301,,0.175,0.275,0,,,
9093,11107,11,,6301,,0.175,0.275,0,,,
9094,11108,11,,6301,,0.175,0.275,0,,,
9095,11109,11,,6301,,0.175,0.275,0,,,
9096,11110,11,,6301,,0.175,0.275,0,,,
9097,11201,11,,6301,,0.175,0.275,0,,,
9098,11202,11,,6301,,0.175,0.275,0,,,
9099,11203,11,,6301,,0.175,0.275,0,,,
9100,11204,11,,6301,,0.175,0.275,0,,,
9101,11205,11,,6301,,0.175,0.275,0,,,
9102,11206,11,,6301,,0.175,0.275,0,,,
9103,11207,11,,6301,,0.175,0.275,0,,,
9104,11208,11,,6301,,0.175,0.275,0,,,
9105,11209,11,,6301,,0.175,0.275,0,,,
9106,11210,11,,6301,,0.175,0.275,0,,,
9107,11301,11,,6301,,0.175,0.275,0,,,
9108,11302,11,,6301,,0.175,0.275,0,,,
9109,11303,11,,6301,,0.175,0.275,0,,,
9110,11304,11,,6301,,0.175,0.275,0,,,
9111,11305,11,,6301,,0.175,0.275,0,,,
9112,11306,11,,6301,,0.175,0.275,0,,,
9113,11307,11,,6301,,0.175,0.275,0,,,
9114,11308,11,,6301,,0.175,0.275,0,,,
9115,11309,11,,6301,,0.175,0.275,0,,,
9116,11310,11,,6301,,0.175,0.275,0,,,
9117,11401,11,,6301,,0.175,0.275,0,,,
9118,11402,11,,6301,,0.175,0.275,0,,,
9119,11403,11,,6301,,0.175,0.275,0,,,
9120,11404,11,,6301,,0.175,0.275,0,,,
9121,11405,11,,6301,,0.175,0.275,0,,,
9122,11406,11,,6301,,0.175,0.275,0,,,
9123,11407,11,,6301,,0.175,0.275,0,,,
9124,11408,11,,6301,,0.175,0.275,0,,,
9125,11409,11,,6301,,0.175,0.275,0,,,
9126,11410,11,,6301,,0.175,0.275,0,,,
9127,11501,11,,6301,,0.175,0.275,0,,,
9128,11502,11,,6301,,0.175,0.275,0,,,
9129,11503,11,,6301,,0.175,0.275,0,,,
9130,11504,11,,6301,,0.175,0.275,0,,,
9131,11505,11,,6301,,0.175,0.275,0,,,
9132,11506,11,,6301,,0.175,0.275,0,,,
9133,11507,11,,6301,,0.175,0.275,0,,,
9134,11508,11,,6301,,0.175,0.275,0,,,
9135,11509,11,,6301,,0.175,0.275,0,,,
9136,11510,11,,6301,,0.175,0.275,0,,,
9137,11601,11,,6301,,0.175,0.275,0,,,
9138,11602,11,,6301,,0.175,0.275,0,,,
9139,11603,11,,6301,,0.175,0.275,0,,,
9140,11604,11,,6301,,0.175,0.275,0,,,
9141,11605,11,,6301,,0.175,0.275,0,,,
9142,11606,11,,6301,,0.175,0.275,0,,,
9143,11607,11,,6301,,0.175,0.275,0,,,
9144,11608,11,,6301,,0.175,0.275,0,,,
9145,11609,11,,6301,,0.175,0.275,0,,,
9146,11610,11,,6301,,0.175,0.275,0,,,
9147,11701,11,,6301,,0.175,0.275,0,,,
9148,11702,11,,6301,,0.175,0.275,0,,,
9149,11703,11,,6301,,0.175,0.275,0,,,
9150,11704,11,,6301,,0.175,0.275,0,,,
9151,11705,11,,6301,,0.175,0.275,0,,,
9152,11706,11,,6301,,0.175,0.275,0,,,
9153,11707,11,,6301,,0.175,0.275,0,,,
9154,11708,11,,6301,,0.175,0.275,0,,,
9155,11709,11,,6301,,0.175,0.275,0,,,
9156,11710,11,,6301,,0.175,0.275,0,,,
9157,11801,11,,6301,,0.175,0.275,0,,,
9158,11802,11,,6301,,0.175,0.275,0,,,
9159,11803,11,,6301,,0.175,0.275,0,,,
9160,11804,11,,6301,,0.175,0.275,0,,,
9161,11805,11,,6301,,0.175,0.275,0,,,
9162,11806,11,,6301,,0.175,0.275,0,,,
9163,11807,11,,6301,,0.175,0.275,0,,,
9164,11808,11,,6301,,0.175,0.275,0,,,
9165,11809,11,,6301,,0.175,0.275,0,,,
9166,11810,11,,6301,,0.175,0.275,0,,,
9167,11901,11,,6301,,0.175,0.275,0,,,
9168,11902,11,,6301,,0.175,0.275,0,,,
9169,11903,11,,6301,,0.175,0.275,0,,,
9170,11904,11,,6301,,0.175,0.275,0,,,
9171,11905,11,,6301,,0.175,0.275,0,,,
9172,11906,11,,6301,,0.175,0.275,0,,,
9173,11907,11,,6301,,0.175,0.275,0,,,
9174,11908,11,,6301,,0.175,0.275,0,,,
9175,11909,11,,6301,,0.175,0.275,0,,,
9176,11910,11,,6301,,0.175,0.275,0,,,
9177,12001,11,,6301,,0.175,0.275,0,,,
9178,12002,11,,6301,,0.175,0.275,0,,,
9179,12003,11,,6301,,0.175,0.275,0,,,
9180,12004,11,,6301,,0.175,0.275,0,,,
9181,12005,11,,6301,,0.175,0.275,0,,,
9182,12006,11,,6301,,0.175,0.275,0,,,
9183,12007,11,,6301,,0.175,0.275,0,,,
9184,12008,11,,6301,,0.175,0.275,0,,,
9185,12009,11,,6301,,0.175,0.275,0,,,
9186,12010,11,,6301,,0.175,0.275,0,,,
9187,12101,11,,6301,,0.175,0.275,0,,,
9188,12102,11,,6301,,0.175,0.275,0,,,
9189,12103,11,,6301,,0.175,0.275,0,,,
9190,12104,11,,6301,,0.175,0.275,0,,,
9191,12105,11,,6301,,0.175,0.275,0,,,
9192,12106,11,,6301,,0.175,0.275,0,,,
9193,12107,11,,6301,,0.175,0.275,0,,,
9194,12108,11,,6301,,0.175,0.275,0,,,
9195,12109,11,,6301,,0.175,0.275,0,,,
9196,12110,11,,6301,,0.175,0.275,0,,,
9197,12201,11,,6301,,0.175,0.275,0,,,
9198,12202,11,,6301,,0.175,0.275,0,,,
9199,12203,11,,6301,,0.175,0.275,0,,,
9200,12204,11,,6301,,0.175,0.275,0,,,
9201,12205,11,,6301,,0.175,0.275,0,,,
9202,12206,11,,6301,,0.175,0.275,0,,,
9203,12207,11,,6301,,0.175,0.275,0,,,
9204,12208,11,,6301,,0.175,0.275,0,,,
9205,12209,11,,6301,,0.175,0.275,0,,,
9206,12210,11,,6301,,0.175,0.275,0,,,
9207,12301,11,,6301,,0.175,0.275,0,,,
9208,12302,11,,6301,,0.175,0.275,0,,,
9209,12303,11,,6301,,0.175,0.275,0,,,
9210,12304,11,,6301,,0.175,0.275,0,,,
9211,12305,11,,6301,,0.175,0.275,0,,,
9212,12306,11,,6301,,0.175,0.275,0,,,
9213,12307,11,,6301,,0.175,0.275,0,,,
9214,12308,11,,6301,,0.175,0.275,0,,,
9215,12309,11,,6301,,0.175,0.275,0,,,
9216,12310,11,,6301,,0.175,0.275,0,,,
9217,12401,11,,6301,,0.175,0.275,0,,,
9218,12402,11,,6301,,0.175,0.275,0,,,
9219,12403,11,,6301,,0.175,0.275,0,,,
9220,12404,11,,6301,,0.175,0.275,0,,,
9221,12405,11,,6301,,0.175,0.275,0,,,
9222,12406,11,,6301,,0.175,0.275,0,,,
9223,12407,11,,6301,,0.175,0.275,0,,,
9224,12408,11,,6301,,0.175,0.275,0,,,
9225,12409,11,,6301,,0.175,0.275,0,,,
9226,12410,11,,6301,,0.175,0.275,0,,,
9227,12501,11,,6301,,0.175,0.275,0,,,
9228,12502,11,,6301,,0.175,0.275,0,,,
9229,12503,11,,6301,,0.175,0.275,0,,,
9230,12504,11,,6301,,0.175,0.275,0,,,
9231,12505,11,,6301,,0.175,0.275,0,,,
9232,12506,11,,6301,,0.175,0.275,0,,,
9233,12507,11,,6301,,0.175,0.275,0,,,
9234,12508,11,,6301,,0.175,0.275,0,,,
9235,12509,11,,6301,,0.175,0.275,0,,,
9236,12510,11,,6301,,0.175,0.275,0,,,
9237,12601,11,,6301,,0.175,0.275,0,,,
9238,12602,11,,6301,,0.175,0.275,0,,,
9239,12603,11,,6301,,0.175,0.275,0,,,
9240,12604,11,,6301,,0.175,0.275,0,,,
9241,12605,11,,6301,,0.175,0.275,0,,,
9242,12606,11,,6301,,0.175,0.275,0,,,
9243,12607,11,,6301,,0.175,0.275,0,,,
9244,12608,11,,6301,,0.175,0.275,0,,,
9245,12609,11,,6301,,0.175,0.275,0,,,
9246,12610,11,,6301,,0.175,0.275,0,,,
9247,12701,11,,6301,,0.175,0.275,0,,,
9248,12702,11,,6301,,0.175,0.275,0,,,
9249,12703,11,,6301,,0.175,0.275,0,,,
9250,12704,11,,6301,,0.175,0.275,0,,,
9251,12705,11,,6301,,0.175,0.275,0,,,
9252,12706,11,,6301,,0.175,0.275,0,,,
9253,12707,11,,6301,,0.175,0.275,0,,,
9254,12708,11,,6301,,0.175,0.275,0,,,
9255,12709,11,,6301,,0.175,0.275,0,,,
9256,12710,11,,6301,,0.175,0.275,0,,,
9257,12801,11,,6301,,0.175,0.275,0,,,
9258,12802,11,,6301,,0.175,0.275,0,,,
9259,12803,11,,6301,,0.175,0.275,0,,,
9260,12804,11,,6301,,0.175,0.275,0,,,
9261,12805,11,,6301,,0.175,0.275,0,,,
9262,12806,11,,6301,,0.175,0.275,0,,,
9263,12807,11,,6301,,0.175,0.275,0,,,
9264,12808,11,,6301,,0.175,0.275,0,,,
9265,12809,11,,6301,,0.175,0.275,0,,,
9266,12810,11,,6301,,0.175,0.275,0,,,
9267,12901,11,,6301,,0.175,0.275,0,,,
9268,12902,11,,6301,,0.175,0.275,0,,,
9269,12903,11,,6301,,0.175,0.275,0,,,
9270,12904,11,,6301,,0.175,0.275,0,,,
9271,12905,11,,6301,,0.175,0.275,0,,,
9272,12906,11,,6301,,0.175,0.275,0,,,
9273,12907,11,,6301,,0.175,0.275,0,,,
9274,12908,11,,6301,,0.175,0.275,0,,,
9275,12909,11,,6301,,0.175,0.275,0,,,
9276,12910,11,,6301,,0.175,0.275,0,,,
9277,13001,11,,6301,,0.175,0.275,0,,,
9278,13002,11,,6301,,0.175,0.275,0,,,
9279,13003,11,,6301,,0.175,0.275,0,,,
9280,13004,11,,6301,,0.175,0.275,0,,,
9281,13005,11,,6301,,0.175,0.275,0,,,
9282,13006,11,,6301,,0.175,0.275,0,,,
9283,13007,11,,6301,,0.175,0.275,0,,,
9284,13008,11,,6301,,0.175,0.275,0,,,
9285,13009,11,,6301,,0.175,0.275,0,,,
9286,13010,11,,6301,,0.175,0.275,0,,,
9287,13101,11,,6301,,0.175,0.275,0,,,
9288,13102,11,,6301,,0.175,0.275,0,,,
9289,13103,11,,6301,,0.175,0.275,0,,,
9290,13104,11,,6301,,0.175,0.275,0,,,
9291,13105,11,,6301,,0.175,0.275,0,,,
9292,13106,11,,6301,,0.175,0.275,0,,,
9293,13107,11,,6301,,0.175,0.275,0,,,
9294,13108,11,,6301,,0.175,0.275,0,,,
9295,13109,11,,6301,,0.175,0.275,0,,,
9296,13110,11,,6301,,0.175,0.275,0,,,
9500,20101,11,,6301,,0.35,0.45,0,,,
9501,20102,11,,6301,,0.35,0.45,0,,,
9502,20103,11,,6301,,0.35,0.45,0,,,
9503,20201,11,,6301,,0.35,0.45,0,,,
9504,20202,11,,6301,,0.35,0.45,0,,,
9505,20203,11,,6301,,0.35,0.45,0,,,
9506,20301,11,,6301,,0.35,0.45,0,,,
9507,20302,11,,6301,,0.35,0.45,0,,,
9508,20303,11,,6301,,0.35,0.45,0,,,
9509,20304,11,,6301,,0.35,0.45,0,,,
9510,20401,11,,6301,,0.35,0.45,0,,,
9511,20402,11,,6301,,0.35,0.45,0,,,
9512,20403,11,,6301,,0.35,0.45,0,,,
9513,20404,11,,6301,,0.35,0.45,0,,,
9514,20501,11,,6301,,0.35,0.45,0,,,
9515,20502,11,,6301,,0.35,0.45,0,,,
9516,20503,11,,6301,,0.35,0.45,0,,,
9517,20504,11,,6301,,0.35,0.45,0,,,
9518,20505,11,,6301,,0.35,0.45,0,,,
9519,20601,11,,6301,,0.35,0.45,0,,,
9520,20602,11,,6301,,0.35,0.45,0,,,
9521,20603,11,,6301,,0.35,0.45,0,,,
9522,20604,11,,6301,,0.35,0.45,0,,,
9523,20605,11,,6301,,0.35,0.45,0,,,
9524,20701,11,,6301,,0.35,0.45,0,,,
9525,20702,11,,6301,,0.35,0.45,0,,,
9526,20703,11,,6301,,0.35,0.45,0,,,
9527,20704,11,,6301,,0.35,0.45,0,,,
9528,20705,11,,6301,,0.35,0.45,0,,,
9529,20801,11,,6301,,0.35,0.45,0,,,
9530,20802,11,,6301,,0.35,0.45,0,,,
9531,20803,11,,6301,,0.35,0.45,0,,,
9532,20804,11,,6301,,0.35,0.45,0,,,
9533,20805,11,,6301,,0.35,0.45,0,,,
9534,20901,11,,6301,,0.35,0.45,0,,,
9535,20902,11,,6301,,0.35,0.45,0,,,
9536,20903,11,,6301,,0.35,0.45,0,,,
9537,20904,11,,6301,,0.35,0.45,0,,,
9538,20905,11,,6301,,0.35,0.45,0,,,
9539,21001,11,,6301,,0.35,0.45,0,,,
9540,21002,11,,6301,,0.35,0.45,0,,,
9541,21003,11,,6301,,0.35,0.45,0,,,
9542,21004,11,,6301,,0.35,0.45,0,,,
9543,21005,11,,6301,,0.35,0.45,0,,,
9544,21101,11,,6301,,0.35,0.45,0,,,
9545,21102,11,,6301,,0.35,0.45,0,,,
9546,21103,11,,6301,,0.35,0.45,0,,,
9547,21104,11,,6301,,0.35,0.45,0,,,
9548,21105,11,,6301,,0.35,0.45,0,,,
9549,21201,11,,6301,,0.35,0.45,0,,,
9550,21202,11,,6301,,0.35,0.45,0,,,
9551,21203,11,,6301,,0.35,0.45,0,,,
9552,21204,11,,6301,,0.35,0.45,0,,,
9553,21205,11,,6301,,0.35,0.45,0,,,
9554,21301,11,,6301,,0.35,0.45,0,,,
9555,21302,11,,6301,,0.35,0.45,0,,,
9556,21303,11,,6301,,0.35,0.45,0,,,
9557,21304,11,,6301,,0.35,0.45,0,,,
9558,21305,11,,6301,,0.35,0.45,0,,,
9559,21401,11,,6301,,0.35,0.45,0,,,
9560,21402,11,,6301,,0.35,0.45,0,,,
9561,21403,11,,6301,,0.35,0.45,0,,,
9562,21404,11,,6301,,0.35,0.45,0,,,
9563,21405,11,,6301,,0.35,0.45,0,,,
9564,21501,11,,6301,,0.35,0.45,0,,,
9565,21502,11,,6301,,0.35,0.45,0,,,
9566,21503,11,,6301,,0.35,0.45,0,,,
9567,21504,11,,6301,,0.35,0.45,0,,,
9568,21505,11,,6301,,0.35,0.45,0,,,
9569,21601,11,,6301,,0.35,0.45,0,,,
9570,21602,11,,6301,,0.35,0.45,0,,,
9571,21603,11,,6301,,0.35,0.45,0,,,
9572,21604,11,,6301,,0.35,0.45,0,,,
9573,21605,11,,6301,,0.35,0.45,0,,,
9574,21701,11,,6301,,0.35,0.45,0,,,
9575,21702,11,,6301,,0.35,0.45,0,,,
9576,21703,11,,6301,,0.35,0.45,0,,,
9577,21704,11,,6301,,0.35,0.45,0,,,
9578,21705,11,,6301,,0.35,0.45,0,,,
9579,21801,11,,6301,,0.35,0.45,0,,,
9580,21802,11,,6301,,0.35,0.45,0,,,
9581,21803,11,,6301,,0.35,0.45,0,,,
9582,21804,11,,6301,,0.35,0.45,0,,,
9583,21805,11,,6301,,0.35,0.45,0,,,
9584,21901,11,,6301,,0.35,0.45,0,,,
9585,21902,11,,6301,,0.35,0.45,0,,,
9586,21903,11,,6301,,0.35,0.45,0,,,
9587,21904,11,,6301,,0.35,0.45,0,,,
9588,21905,11,,6301,,0.35,0.45,0,,,
9589,22001,11,,6301,,0.35,0.45,0,,,
9590,22002,11,,6301,,0.35,0.45,0,,,
9591,22003,11,,6301,,0.35,0.45,0,,,
9592,22004,11,,6301,,0.35,0.45,0,,,
9593,22005,11,,6301,,0.35,0.45,0,,,
9594,22101,11,,6301,,0.35,0.45,0,,,
9595,22102,11,,6301,,0.35,0.45,0,,,
9596,22103,11,,6301,,0.35,0.45,0,,,
9597,22104,11,,6301,,0.35,0.45,0,,,
9598,22105,11,,6301,,0.35,0.45,0,,,
9599,22201,11,,6301,,0.35,0.45,0,,,
9600,22202,11,,6301,,0.35,0.45,0,,,
9601,22203,11,,6301,,0.35,0.45,0,,,
9602,22204,11,,6301,,0.35,0.45,0,,,
9603,22205,11,,6301,,0.35,0.45,0,,,
9604,22301,11,,6301,,0.35,0.45,0,,,
9605,22302,11,,6301,,0.35,0.45,0,,,
9606,22303,11,,6301,,0.35,0.45,0,,,
9607,22304,11,,6301,,0.35,0.45,0,,,
9608,22305,11,,6301,,0.35,0.45,0,,,
9609,22401,11,,6301,,0.35,0.45,0,,,
9610,22402,11,,6301,,0.35,0.45,0,,,
9611,22403,11,,6301,,0.35,0.45,0,,,
9612,22404,11,,6301,,0.35,0.45,0,,,
9613,22405,11,,6301,,0.35,0.45,0,,,
9614,22501,11,,6301,,0.35,0.45,0,,,
9615,22502,11,,6301,,0.35,0.45,0,,,
9616,22503,11,,6301,,0.35,0.45,0,,,
9617,22504,11,,6301,,0.35,0.45,0,,,
9618,22505,11,,6301,,0.35,0.45,0,,,
9619,22601,11,,6301,,0.35,0.45,0,,,
9620,22602,11,,6301,,0.35,0.45,0,,,
9621,22603,11,,6301,,0.35,0.45,0,,,
9622,22604,11,,6301,,0.35,0.45,0,,,
9623,22605,11,,6301,,0.35,0.45,0,,,
9624,22701,11,,6301,,0.35,0.45,0,,,
9625,22702,11,,6301,,0.35,0.45,0,,,
9626,22703,11,,6301,,0.35,0.45,0,,,
9627,22704,11,,6301,,0.35,0.45,0,,,
9628,22705,11,,6301,,0.35,0.45,0,,,
9629,22801,11,,6301,,0.35,0.45,0,,,
9630,22802,11,,6301,,0.35,0.45,0,,,
9631,22803,11,,6301,,0.35,0.45,0,,,
9632,22804,11,,6301,,0.35,0.45,0,,,
9633,22805,11,,6301,,0.35,0.45,0,,,
9634,22901,11,,6301,,0.35,0.45,0,,,
9635,22902,11,,6301,,0.35,0.45,0,,,
9636,22903,11,,6301,,0.35,0.45,0,,,
9637,22904,11,,6301,,0.35,0.45,0,,,
9638,22905,11,,6301,,0.35,0.45,0,,,
9639,23001,11,,6301,,0.35,0.45,0,,,
9640,23002,11,,6301,,0.35,0.45,0,,,
9641,23003,11,,6301,,0.35,0.45,0,,,
9642,23004,11,,6301,,0.35,0.45,0,,,
9643,23005,11,,6301,,0.35,0.45,0,,,
9644,23101,11,,6301,,0.35,0.45,0,,,
9645,23102,11,,6301,,0.35,0.45,0,,,
9646,23103,11,,6301,,0.35,0.45,0,,,
9647,23104,11,,6301,,0.35,0.45,0,,,
9648,23105,11,,6301,,0.35,0.45,0,,,
