变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
30213,Hexagon Freezing Block,六芒冰鎖陣,Hexagon Freezing Block,??? ?? ???,几何雪花,,,,"Cryogonal summons Hexagon Icy Array to attack all enemies to deal #C0x3D8A99#120%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B#, with 30% chance to【Freeze】 targets for 2 rounds (Freeze: Unable to move. Removed after losing over 35% of max HP in this period）, increasing own SP.DEF by 120% and SP.ATK damage reduction by 15% for 2 rounds",,幾何雪花召喚出六芒冰鎖陣攻擊敵方全體目標，造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊傷害#C0x5B545B#，30%概率【冰凍】目標2回合，並提升自身120%特防和15%特傷減免2回合,"Cryogonal summons Hexagon Icy Array to attack all enemies to deal #C0x3D8A99#120%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B#, with 30% chance to【Freeze】 targets for 2 rounds (Freeze: Unable to move. Removed after losing over 35% of max HP in this period）, increasing own SP.DEF by 120% and SP.ATK damage reduction by 15% for 2 rounds","????? ??? ?? ???? ??? ?? ? ??? ???? #C0x3D8A99#?? ???? 120%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 30%? ??? ??? 2? ? [??] ??? ???. 2? ? ??? ?????? 120%, ?? ?? ??? 15% ????.","Cryogonal summons Hexagon Freezing Block to attack all enemies, with a chance of freezing them. It also increases its SP.DEF and SP.DMG reduction",幾何雪花召喚出六芒冰鎖陣攻擊敵方全體目標，有幾率冰凍目標，並提升自身特防和特傷減免,"Cryogonal summons Hexagon Freezing Block to attack all enemies, with a chance of freezing them. It also increases its SP.DEF and SP.DMG reduction","????? ??? ?? ???? ??? ?? ? ??? ????, ?? ??? ??? ?? ??? ???, ??? ?????? ?? ?? ??? ????.",<11>,Effect boost: SP.DEF and SP.DMG Reduction increases to 150% and 25% respectively,,效果強化：特防和特傷減免提升效果增至150%和25%,Effect boost: SP.DEF and SP.DMG Reduction increases to 150% and 25% respectively,?? ??: ????? ? ?? ?? ?? ??? ?? 150%? 25%?? ????,,,,,,,,,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,6,,,,,,,,,0,,,,,11,,,All enemy,"""all""",All enemy,?? ?,敵方全體,特攻,self:specialDamage()*1.2+(self:flag(99) and skillLevel or skillLevel*4)*36,self:specialDamage()*2.6+skillLevel*48,,,,<302131;302132;302133>,,,,,1000,,,,,3,{x=-200;y=0},,,,skill2,,,,7000,{scale=0.83;startLast=50;delayLast=7000;endLast=50},7000,{'scale'=0.83;'startLast'=50;'delayLast'=7000;'endLast'=50},<img_615_jhxh@>,,,,,{res=hero_sound/jihexuehua_skill2.mp3;loop=0;delay=0},,,,,,
30214,404404,,404404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<302141>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216,Frost Seal,冰霜封印,Frost Seal,?? ??,几何雪花,,,,"Increases SP.DEF by $(40+skillLevel*0.4-0.4)$% 2 rounds before the battle/\nAfter being attacked, it reflects one random negative effects on itself to the attacker, with a $(20+skillLevel*0.1-0.1)$% chance of inflicting [Freeze] on the target for 1 round (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)",,戰鬥前2回合特防提升#C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#（不可驅散）；\n受擊後，將自身隨機一個負面效果反射給攻擊者，並有#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#概率使其【冰凍】1回合（冰凍：控制效果，無法行動，受到累計超過目標30%的生命後解除）,"Increases SP.DEF by $(40+skillLevel*0.4-0.4)$% 2 rounds before the battle/\nAfter being attacked, it reflects one random negative effects on itself to the attacker, with a $(20+skillLevel*0.1-0.1)$% chance of inflicting [Freeze] on the target for 1 round (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)  ","?? ?? ? 2? ? ?????? #C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B# ????(??? ??). \n??? ?? ?, ???? ??? ??? ??? ?? ??? ????? ???? #C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#? ??? ??? 1? ? [??] ??? ???(??: ?? ??, ?? ??, ?? HP? 30%? ???? ??? ???? ????.)",,,,,<8>,Effect boost: Chance of freezing increases by 10% when reflected,,效果強化：反射時的冰凍概率提升10%,Effect boost: Chance of freezing increases by 10% when reflected,?? ??: ?? ? ?? ??? 10% ????,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<302161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30221,Ice Thorn,冰刺,Ice Thorn,?? ??,几何雪花圣诞,,,,Cryogonal shoots out icicles out from the body to attack a single enemy to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and increase own 60% SP.DEF for 2 rounds,,幾何雪花身體中心發射出冰錐刺向敵方單體目標，造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身60%的特防2回合,Cryogonal shoots out icicles out from the body to attack a single enemy to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B# and increase own 60% SP.DEF for 2 rounds,,Cryogonal shoots out icicles from its body to attack a single enemy target,幾何雪花身體中心發射出多道冰刺攻擊敵方單體目標,Cryogonal shoots out icicles from its body to attack a single enemy target,????? ??? ???? ?? ?? ??? ???? ? ??? 1??? ????.,,,,,,,,,,,,,,,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,6,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*0.9+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<302211;302212>,,,,,,,240,,,1,{x=-230;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/jihexuehua_attack.mp3;loop=0;delay=0},,,,,,
30222,Freezing,冰封,Freezing,??,几何雪花,,,,"Cryogonal summons iceberg to attack a single enemy target, dealing #C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with 100% chance of inflicting the target with [Freeze] for 2 rounds (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)",,幾何雪花們利用自身的鏡面折射寒光攻擊敵方單體目標，造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，100%概率【冰凍】目標2回合,"Cryogonal summons iceberg to attack a single enemy target, dealing #C0x3D8A99#150% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, with 100% chance of inflicting the target with [Freeze] for 2 rounds (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)",,Cryogonal summons an iceberg to attack a single enemy target,幾何雪花召喚出冰山攻擊敵方單體目標,Cryogonal summons an iceberg to attack a single enemy target,????? ??? ??? ?? ???. ?? ????,,,,,,,,,,,,,,,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,6,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<302221;302222>,,,,,,,360,,,2,{x=-550;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/jihexuehua_skill1.mp3;loop=0;delay=0},,,,,,
30223,Hexagon Freezing Block,六芒冰鎖陣,Hexagon Freezing Block,??? ?? ???,几何雪花,,,,"Cryogonal summons Hexagon Icy Array to attack all enemies to deal #C0x3D8A99#120%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B#, with 30% chance to【Freeze】 targets for 2 rounds (Freeze: Unable to move. Removed after losing over 35% of max HP in this period）, increasing own SP.DEF by 120% and SP.ATK damage reduction by 15% for 2 rounds",,幾何雪花們來回折射寒光最後集體反射給敵方全體目標，造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊傷害#C0x5B545B#，30%概率【冰凍】目標2回合，並提升自身120%特防和15%特傷減免2回合,"Cryogonal summons Hexagon Icy Array to attack all enemies to deal #C0x3D8A99#120%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B#, with 30% chance to【Freeze】 targets for 2 rounds (Freeze: Unable to move. Removed after losing over 35% of max HP in this period）, increasing own SP.DEF by 120% and SP.ATK damage reduction by 15% for 2 rounds",,"Cryogonal summons Hexagon Freezing Block to attack all enemies, with a chance of freezing them. It also increases its SP.DEF and SP.DMG reduction",幾何雪花召喚出六芒冰鎖陣攻擊敵方全體目標，有幾率冰凍目標，並提升自身特防和特傷減免,"Cryogonal summons Hexagon Freezing Block to attack all enemies, with a chance of freezing them. It also increases its SP.DEF and SP.DMG reduction","????? ??? ?? ???? ??? ?? ? ??? ????, ?? ??? ??? ?? ??? ???, ??? ?????? ?? ?? ??? ????.",<11>,Effect boost: SP.DEF and SP.DMG Reduction increases to 150% and 25% respectively,,效果強化：特防和特傷減免提升效果增至150%和25%,Effect boost: SP.DEF and SP.DMG Reduction increases to 150% and 25% respectively,?? ??: ????? ? ?? ?? ?? ??? ?? 150%? 25%?? ????,,,,,,,,,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,6,,,,,,,,,0,,,,,11,,,All enemy,"""all""",All enemy,?? ?,敵方全體,特攻,self:specialDamage()*1.2+(self:flag(99) and skillLevel or skillLevel*4)*36,self:specialDamage()*2.6+skillLevel*48,,,,<302231;302232;302233;302234>,,,,,1000,,,,,3,{x=0;y=30},,,,skill2,,,,12033.3,{scale=1;startLast=50;delayLast=12033.3;endLast=50},12033.3,{'scale'=1;'startLast'=50;'delayLast'=12033.3;'endLast'=50},<img_615_jhxhsd@>,,,,,{res=hero_sound/jihexuehua_skill2.mp3;loop=0;delay=0},,,,,,
30224,404404,,404404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<302241>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30226,Frost Seal,冰霜封印,Frost Seal,?? ??,几何雪花,,,,"Increases SP.DEF by $(40+skillLevel*0.4-0.4)$% 2 rounds before the battle/\nAfter being attacked, it reflects one random negative effects on itself to the attacker, with a $(20+skillLevel*0.1-0.1)$% chance of inflicting [Freeze] on the target for 1 round (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)",,戰鬥前2回合特防提升#C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#（不可驅散）；\n受擊後，將自身隨機一個負面效果反射給攻擊者，並有#C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#概率使其【冰凍】1回合（冰凍：控制效果，無法行動，受到累計超過目標30%的生命後解除）,"Increases SP.DEF by $(40+skillLevel*0.4-0.4)$% 2 rounds before the battle/\nAfter being attacked, it reflects one random negative effects on itself to the attacker, with a $(20+skillLevel*0.1-0.1)$% chance of inflicting [Freeze] on the target for 1 round (Freeze: Targets cannot make any move, unfreezes when the total damage it receives is higher than 35% of its HP)  ","?? ?? ? 2? ? ?????? #C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B# ????(??? ??). \n??? ?? ?, ???? ??? ??? ??? ?? ??? ????? ???? #C0x5c9970#$(20+skillLevel*0.1-0.1)$%#C0x5B545B#? ??? ??? 1? ? [??] ??? ???(??: ?? ??, ?? ??, ?? HP? 30%? ???? ??? ???? ????.)",,,,,<8>,Effect boost: Chance of freezing increases by 10% when reflected,,效果強化：反射時的冰凍概率提升10%,Effect boost: Chance of freezing increases by 10% when reflected,?? ??: ?? ? ?? ??? 10% ????,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<302261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31411,Tackle,撞擊,Tackle,?????,单首龙,,,,"Deino smashes a single enemy with the head to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",,單首龍用頭部撞擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身15%的特攻，持續2回合,"Deino smashes a single enemy with the head to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",???? ??? ? ??? 1??? ??? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ????? 15% ????. ?? ??: 2?,Deino smashes a single enemy target with its head,單首龍用頭部撞擊敵方單體目標,Deino smashes a single enemy target with its head,???? ??? ? ??? 1??? ????.,,,,,,,<79001>,单首龙用头部撞击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身25%的特攻，持续2回合,,,,,2,提升自身15%的特攻，持续2回合\n#F20# \n#F40##C0x5c9970#→提升自身25%的特攻，持续2回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,16,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<314111;314112;314113>,,,,,,,240,,,1,{x=-200;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/dansel_attack.mp3;loop=0;delay=0},,,,,,
31412,Bulldoze,重踏,Bulldoze,????,单首龙,,,,"Deino smashes a single enemy target with its front limbs, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",,單首龍用前肢重踏敵方單體目標，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身20%特防忽視2回合,"Deino smashes a single enemy target with its front limbs, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*48)$ #C0xF13B54# SP.DMG#C0x5B545B#, and disregards the target's 20% SP.DEF for 2 rounds.",???? ??? ? ??? 1???? ????? ??? #C0x3D8A99#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ?? ??? 20% ????. ?? ??: 2?,Deino smashes a single enemy target with its front limbs,單首龍用前肢重踏敵方單體目標,Deino smashes a single enemy target with its front limbs,???? ??? ? ??? 1???? ????? ????,,,,,,,<79002>,单首龙用前肢重踏敌方单体目标，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身20%特防忽视和15%吸血率2回合,,,,,1,提升自身20%特防忽视2回合\n#F20# \n#F40##C0x5c9970#→提升自身20%特防忽视和15%吸血率2回合,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,15,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,self:specialDamage()*1.6+skillLevel*30,,,,<314121;314122;314123>,,,,,,,360,,,2,{x=0;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/dansel_skill1.mp3;loop=0;delay=0},,,,,,
31413,Hyper Beam,破壞死光,Hyper Beam,????,单首龙,,,,"Deino releases beams continuously and deals damage to random enemy for six times(target can be repeated), delas #C0x3D8A99#80% Sp.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#Sp.DMG#C0x5B545B# each time. For each enemy on battle, damage of this Ultimate Skill increase by 10%",,單首龍連續發射光波，對隨機敵方精靈一共造成6段傷害（可攻擊重複目標），每段造成#C0x3D8A99#80%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，每存在一個敵方目標，本次必殺技傷害提10%,"Deino releases beams continuously and deals damage to random enemy for six times(target can be repeated), delas #C0x3D8A99#80% Sp.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#Sp.DMG#C0x5B545B# each time. For each enemy on battle, damage of this Ultimate Skill increase by 10%","???? ???? ???? ??? ? ??? ????? 6? ??? ???(?? ?? ??), ???? #C0x3D8A99#80%?? ??? #C0x5B545B#+$(skillLevel*4*24)$?  #C0xF13B54#?? ??#C0x5B545B#? ???. ? ??? ? ?? ??? ??? ?? ??? ??? 10% ????.",Deino releases light beams continuously to deal a total of 6 tiers of damage to random enemy targets,單首龍連續發射光波，對隨機敵方精靈一共造成6段傷害,Deino releases light beams continuously to deal a total of 6 tiers of damage to random enemy targets,"???? ???? ???? ???, ? ??? ????? 6? ??? ???.",<11>,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 100%,,效果強化：必殺技係數提升為每段傷害為100%特攻,Effect boost: The DMG Ratio of each attack in Ultimate is increased to 100%,?? ??: ??? ??? ???? ?? ?? 100%? ????,<79003>,单首龙连续发射光波，对随机敌方精灵一共造成6段伤害（可攻击重复目标），每段造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，每存在一个敌方目标，本次必杀技伤害提10%,,,,,2,每段造成80%特攻+$(skillLevel*4*24)$的特殊伤害\n#F20# \n#F40##C0x5c9970#→每段造成90%特攻+$(skillLevel*4*24)$的特殊伤害,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,16,,,,,,,,,0,,,,,11,,,404,,404,??? ? ??,敵方隨機目標,特攻,"(self:specialDamage()*(0.8+(self:flagZ3() and 0.1 or 0)+0.2*to10(moreEqualThan(self:star(),11)))+(self:flag(99) and skillLevel or skillLevel*4)*24)*(1+0.1*getForceNum(target:force()))",self:specialDamage()*2.6+skillLevel*48,,31411,,<314131;314132;314133;314134;314135;314136;314137>,,,,,1000,,,,,3,{x=0;y=0},,,,skill2,,,,3666.6,,3666.6,,<img_633_dsl@>,,,,,{res=hero_sound/dansel_skill2.mp3;loop=0;delay=0},,,,,,
31416,Vertical and horizontal,合縱連橫,Vertical and horizontal,?? ? ??,单首龙,,,,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)",,每段攻擊前永久偷取目標4%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的#C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#，自身死亡後，將偷取的攻擊力全部返還）,"Before every attack, permanently steals 4% SP.ATK and P.ATK from the enemy (stacks up to $(40+skillLevel*0.4-0.4)$% of own base SP.ATK. When it faints, returns all stolen ATK)","???? ??? ??&?? ???? 4%? ????? ???(?? ?? ?? ??? ??? ?? ??? #C0x5c9970#$(40+skillLevel*0.4-0.4)$%#C0x5B545B#? ?? ? ???, ??? ???? ?? ? ???? ????)",,,,,<8>,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),,效果強化：每段攻擊前永久偷取目標5%的雙攻（最高偷取量累計不可超過自身基礎特攻上限的$(50+skillLevel*0.5-0.5)$%）,Effect boost: Each tier of damage permanently absorbs 5% P.ATK and SP.ATK of the target (the highest amount of absorption will not exceed $(50+skillLevel*0.5-0.5)$% of its max ATK base stat),?? ??: ???? ?? ??? ??&?? ???? 5%? ???(?? ?? ?? ??? ??? ?? ?? ?? ??? $(50+skillLevel*0.5-0.5)$%? ?? ? ??),<79004>,每段攻击前永久偷取目标5%的双攻（最高偷取量累计不可超过自身基础特攻上限的#C0x5c9970#$(70+skillLevel*0.5-0.5)$%#C0x5B545B#，自身死亡后，将偷取的攻击力全部返还）,,,,,2,最高偷取量累计的上限提升20%,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,<314161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31421,Double-Head Bite,雙頭撕咬,Double-Head Bite,?? ?? ???,双首暴龙,,,,"Zweilous bites a single enemy with two heads to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",,雙首暴龍雙頭依次撕咬敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，提升自身15%的特攻，持續2回合,"Zweilous bites a single enemy with two heads to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#, and increase own 15% SP.ATK for 2 rounds",???? ? ??? ? ??? 1??? ????? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? ????? 15% ????. ?? ??: 2?,The two heads of Zweilous take turns to bite the single enemy target,雙首暴龍雙頭依次撕咬敵方單體目標,The two heads of Zweilous take turns to bite the single enemy target,???? ? ??? ? ??? 1??? ?????.,,,,,,,<79001>,双首暴龙双头依次撕咬敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，提升自身25%的特攻，持续2回合,,,,,2,提升自身15%的特攻，持续2回合\n#F20# \n#F40##C0x5c9970#→提升自身25%的特攻，持续2回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,16,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<314211;314212;314213>,,,,,,,240,,,1,{x=0;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/shuangsel_attack.mp3;loop=0;delay=0},,,,,,
