变量名,huodongID,daySum,themeType,themeName,themeName_tw,tabIndex,tabName,countType,taskType,taskParam,taskSpecialParam,desc,award,costMap,priceShow,buyMax
213,11001,26,25,第26天,第26天,1,限时折扣,3,72,,,限时折扣,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
214,11001,27,26,第27天,第27天,0,每日福利,1,15,1,,每日登录豪礼,{20391=1;13=10;504=10;gold=30000},,,
215,11001,27,26,第27天,第27天,0,每日福利,2,22,300,,当日累积充值300钻石,{20391=1;13=10;504=10;gold=30000},,,
216,11001,27,26,第27天,第27天,1,限时折扣,3,72,,,限时折扣,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
217,11001,28,27,第28天,第28天,0,每日福利,1,15,1,,每日登录豪礼,{20391=1;13=10;504=10;gold=30000},,,
218,11001,28,27,第28天,第28天,0,每日福利,2,22,300,,当日累积充值300钻石,{20391=1;13=10;504=10;gold=30000},,,
219,11001,28,27,第28天,第28天,1,限时折扣,3,72,,,限时折扣,{rmb=30;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,
220,12001,1,0,第1天,第1天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=100;930=5;519=10;gold=100000;},,,
221,12001,1,0,第1天,第1天,0,每日福利,1,1,20,,等级达到20,{rmb=80;gold=8000;12=20},,,
222,12001,1,0,第1天,第1天,1,通关之路,1,2,10105,,通过第一章3关,{20771=1;5001=1;5002=1;5003=1},,,
223,12001,1,0,第1天,第1天,1,通关之路,1,2,10206,,通过第二章8关,{20771=1;5001=2;5002=2;5003=2},,,
224,12001,1,0,第1天,第1天,1,通关之路,1,2,10308,,通过第三章8关,{20771=1;5004=2;5005=2;5006=2},,,
225,12001,1,0,第1天,第1天,1,通关之路,1,2,10408,,通过第四章8关,{20771=1;5004=2;5005=2;5006=2},,,
226,12001,1,0,第1天,第1天,1,通关之路,1,2,10510,,通过第五章10关,{20771=1;5007=2;5008=2;5009=2},,,
227,12001,1,0,第1天,第1天,1,通关之路,1,2,10610,,通过第六章10关,{20771=1;5007=3;5008=3;5009=3},,,
228,12001,1,0,第1天,第1天,1,通关之路,1,2,10710,,通过第七章10关,{20771=1;5010=3;5011=3;5012=3},,,
229,12001,1,0,第1天,第1天,1,通关之路,1,2,10810,,通过第八章10关,{20771=1;5010=3;5011=3;5012=3},,,
230,12001,1,0,第1天,第1天,1,通关之路,1,2,10910,,通过第九章10关,{20771=1;5010=3;5011=3;5012=3},,,
231,12001,1,0,第1天,第1天,2,困难之路,1,2,20103,,通过困难第一章3关,{20771=1;100=1;gold=6000},,,
232,12001,1,0,第1天,第1天,2,困难之路,1,2,20203,,通过困难第二章3关,{20771=1;100=1;gold=6000},,,
233,12001,1,0,第1天,第1天,2,困难之路,1,2,20304,,通过困难第三章4关,{20771=1;100=1;gold=6000},,,
234,12001,1,0,第1天,第1天,2,困难之路,1,2,20404,,通过困难第四章4关,{20771=1;100=1;gold=6000},,,
235,12001,1,0,第1天,第1天,2,困难之路,1,2,20504,,通过困难第五章5关,{20771=1;100=1;gold=6000},,,
236,12001,1,0,第1天,第1天,2,困难之路,1,2,20605,,通过困难第六章5关,{20771=1;100=1;gold=10000},,,
237,12001,1,0,第1天,第1天,2,困难之路,1,2,20705,,通过困难第七章5关,{20771=1;100=1;gold=20000},,,
238,12001,1,0,第1天,第1天,2,困难之路,1,2,20805,,通过困难第八章5关,{20771=1;100=1;gold=30000},,,
239,12001,1,0,第1天,第1天,2,困难之路,1,2,20905,,通过困难第九章5关,{20771=1;100=1;gold=30000},,,
240,12001,1,0,第1天,第1天,3,限时折扣,3,72,,,限时折扣,{100=5;500=2;14=10},{rmb=250},{rmb=500},
,12001,1,0,第1天,第1天,0,每日福利,1,1,1,,首日登录送vip5,{gold=100000;vip=5;12=20},,,
,,,,,,,,,,,,,,,,
241,12001,2,1,第2天,第2天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=100;20271=30;12=15;gold=100000},,,
242,12001,2,1,第2天,第2天,0,等级礼包,1,1,25,,等级达到25,{rmb=100;gold=10000;12=20},,,
243,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{3=3},3个精灵升级至绿+1品质,{20771=1;5000=5;rmb=20},,,
244,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{5=2},5个精灵升级至绿色品质,{20771=1;5000=5;rmb=20},,,
245,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{5=4},5个精灵升级至绿+2品质,{20771=1;5000=5;rmb=30},,,
246,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{3=5},3个精灵升级至蓝色品质,{20771=1;5000=10;rmb=30},,,
247,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=5},6个精灵升级至蓝色品质,{20771=1;5000=15;rmb=30},,,
248,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=6},6个精灵升级至蓝+1品质,{20771=1;5000=20;rmb=40},,,
249,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=7},6个精灵升级至蓝+2品质,{20771=1;5000=20;rmb=40},,,
250,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=8},6个精灵升级至蓝+3品质,{20771=1;5000=30;rmb=50},,,
251,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=9},6个精灵升级至紫色品质,{20771=1;5000=40;rmb=50},,,
252,12001,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=10},6个精灵升级至紫+1品质,{20771=1;5000=50;rmb=50},,,
253,12001,2,1,第2天,第2天,2,拥有精灵,1,3,3,,拥有精灵数量3只,{20771=1;930=5;11=20},,,
254,12001,2,1,第2天,第2天,2,拥有精灵,1,3,6,,拥有精灵数量6只,{20771=1;930=5;11=20},,,
255,12001,2,1,第2天,第2天,2,拥有精灵,1,3,9,,拥有精灵数量9只,{20771=1;930=5;11=20},,,
256,12001,2,1,第2天,第2天,2,拥有精灵,1,3,15,,拥有精灵数量15只,{20771=1;930=8;12=20},,,
257,12001,2,1,第2天,第2天,2,拥有精灵,1,3,20,,拥有精灵数量20只,{20771=1;930=8;12=20},,,
258,12001,2,1,第2天,第2天,2,拥有精灵,1,3,25,,拥有精灵数量25只,{20771=1;930=8;12=20},,,
259,12001,2,1,第2天,第2天,2,拥有精灵,1,3,30,,拥有精灵数量30只,{20771=1;930=10;13=10},,,
260,12001,2,1,第2天,第2天,2,拥有精灵,1,3,50,,拥有精灵数量50只,{20771=1;930=15;13=20},,,
261,12001,2,1,第2天,第2天,3,限时折扣,3,72,,,限时折扣,{gold=300000;930=50;14=30},{rmb=380},{rmb=880},
,,,,,,,,,,,,,,,,
262,12001,3,2,第3天,第3天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=150;20391=50;13=10;gold=100000},,,
263,12001,3,2,第3天,第3天,0,等级礼包,1,1,30,,等级达到30,{rmb=100;gold=12000;12=20},,,
264,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=2},10件饰品升级至绿色品质,{20771=1;100=2;gold=10000},,,
265,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=2},20件饰品升级至绿色品质,{20771=1;100=2;gold=20000},,,
266,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=3},10件饰品升级至绿色+1品质,{20771=1;100=2;gold=30000},,,
267,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=3},20件饰品升级至绿色+1品质,{20771=1;100=2;gold=40000},,,
268,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=4},10件饰品升级至绿色+2品质,{20771=1;100=2;gold=50000},,,
269,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=4},20件饰品升级至绿色+2品质,{20771=1;100=2;gold=60000},,,
270,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=5},10件饰品升级至蓝色品质,{20771=1;100=2;gold=70000},,,
271,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=5},20件饰品升级至蓝色品质,{20771=1;100=2;gold=80000},,,
272,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=6},20件饰品升级至蓝色+1品质,{20771=1;100=2;gold=90000},,,
273,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=7},20件饰品升级至蓝色+2品质,{20771=1;100=2;gold=100000},,,
274,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=8},20件饰品升级至蓝色+3品质,{20771=1;100=2;gold=100000},,,
275,12001,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=9},20件饰品升级至紫色品质,{20771=1;100=2;gold=100000},,,
276,12001,3,2,第3天,第3天,2,玩家战力,1,6,3000,,战斗力达到3000,{20771=1;501=1;rmb=30},,,
277,12001,3,2,第3天,第3天,2,玩家战力,1,6,6000,,战斗力达到6000,{20771=1;501=1;rmb=30},,,
278,12001,3,2,第3天,第3天,2,玩家战力,1,6,10000,,战斗力达到10000,{20771=1;501=1;rmb=30},,,
279,12001,3,2,第3天,第3天,2,玩家战力,1,6,15000,,战斗力达到15000,{20771=1;501=1;rmb=30},,,
280,12001,3,2,第3天,第3天,2,玩家战力,1,6,20000,,战斗力达到20000,{20771=1;501=1;rmb=30},,,
281,12001,3,2,第3天,第3天,2,玩家战力,1,6,30000,,战斗力达到30000,{20771=1;501=2;rmb=50},,,
282,12001,3,2,第3天,第3天,2,玩家战力,1,6,40000,,战斗力达到40000,{20771=1;501=2;rmb=50},,,
283,12001,3,2,第3天,第3天,2,玩家战力,1,6,50000,,战斗力达到50000,{20771=1;501=2;rmb=50},,,
284,12001,3,2,第3天,第3天,3,限时折扣,3,72,,,限时折扣,{19=30},{rmb=480},{rmb=1200},
,,,,,,,,,,,,,,,,
285,12001,4,3,第4天,第4天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=150;coin1=1000;13=15;gold=100000},,,
286,12001,4,3,第4天,第4天,0,等级礼包,1,1,35,,等级达到35,{rmb=100;gold=14000;12=20},,,
287,12001,4,3,第4天,第4天,1,竞技积分,1,43,6,,获得积分6,{20771=1;coin1=100},,,
288,12001,4,3,第4天,第4天,1,竞技积分,1,43,12,,获得积分12,{20771=1;coin1=200},,,
289,12001,4,3,第4天,第4天,1,竞技积分,1,43,24,,获得积分24,{20771=1;coin1=200},,,
290,12001,4,3,第4天,第4天,1,竞技积分,1,43,36,,获得积分36,{20771=1;coin1=300;talent_point=1},,,
291,12001,4,3,第4天,第4天,1,竞技积分,1,43,48,,获得积分48,{20771=1;coin1=300;talent_point=1},,,
292,12001,4,3,第4天,第4天,1,竞技积分,1,43,60,,获得积分60,{20771=1;coin1=400;talent_point=1},,,
293,12001,4,3,第4天,第4天,1,竞技积分,1,43,80,,获得积分80,{20771=1;coin1=800;talent_point=1},,,
294,12001,4,3,第4天,第4天,1,竞技积分,1,43,100,,获得积分100,{20771=1;coin1=1000;talent_point=1},,,
295,12001,4,3,第4天,第4天,2,竞技排名,1,44,3000,,获得排名3000,{20771=1;talent_point=1;gold=5000},,,
296,12001,4,3,第4天,第4天,2,竞技排名,1,44,1000,,获得排名1000,{20771=1;talent_point=1;gold=8000},,,
297,12001,4,3,第4天,第4天,2,竞技排名,1,44,300,,获得排名300,{20771=1;talent_point=1;gold=20000},,,
298,12001,4,3,第4天,第4天,2,竞技排名,1,44,100,,获得排名100,{20771=1;talent_point=1;gold=30000},,,
299,12001,4,3,第4天,第4天,2,竞技排名,1,44,30,,获得排名30,{20771=1;talent_point=1;gold=50000},,,
300,12001,4,3,第4天,第4天,2,竞技排名,1,44,10,,获得排名10,{20771=1;talent_point=1;gold=60000},,,
301,12001,4,3,第4天,第4天,2,竞技排名,1,44,3,,获得排名3,{20771=1;talent_point=1;gold=80000},,,
302,12001,4,3,第4天,第4天,2,竞技排名,1,44,1,,获得排名1,{20771=1;talent_point=1;gold=100000},,,
303,12001,4,3,第4天,第4天,3,限时折扣,3,72,,,限时折扣,{451=100;452=40},{rmb=800},{rmb=2000},
,,,,,,,,,,,,,,,,
304,12001,5,4,第5天,第5天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=200;501=3;14=10;gold=100000},,,
305,12001,5,4,第5天,第5天,0,等级礼包,1,1,40,,等级达到40,{rmb=100;gold=16000;12=20},,,
306,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{2=3},获得2个3星精灵,{20771=1;502=1;gold=10000},,,
307,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{4=3},获得4个3星精灵,{20771=1;451=10;gold=20000},,,
308,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{6=3},获得6个3星精灵,{20771=1;501=2;gold=20000},,,
309,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{2=4},获得2个4星精灵,{20771=1;451=10;gold=70000},,,
310,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{4=4},获得4个4星精灵,{20771=1;452=10;gold=100000},,,
311,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{6=4},获得6个4星精灵,{20771=1;501=5;gold=100000},,,
312,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{1=5},获得1个5星精灵,{20771=1;502=1;gold=100000},,,
313,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{3=5},获得3个5星精灵,{20771=1;talent_point=15;gold=100000},,,
314,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{2=6},获得2个6星精灵,{20771=1;901=50;gold=200000},,,
315,12001,5,4,第5天,第5天,1,精灵升星,1,10,,{3=6},获得3个6星精灵,{20771=1;902=50;gold=300000},,,
316,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{3=1},3件饰品升级到1星,{20771=1;501=1;gold=10000},,,
317,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{8=1},8件饰品升级到1星,{20771=1;501=1;gold=30000},,,
318,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{15=1},15件饰品升级到1星,{20771=1;501=1;gold=50000},,,
319,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{3=2},3件饰品升级到2星,{20771=1;501=1;gold=70000},,,
320,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{8=2},8件饰品升级到2星,{20771=1;501=1;gold=90000},,,
321,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{15=2},15件饰品升级到2星,{20771=1;501=1;gold=100000},,,
322,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{3=3},3件饰品升级到3星,{20771=1;501=1;gold=100000},,,
323,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{8=3},8件饰品升级到3星,{20771=1;501=1;gold=100000},,,
324,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{15=3},15件饰品升级到3星,{20771=1;501=2;gold=100000},,,
325,12001,5,4,第5天,第5天,2,饰品升星,1,12,,{8=4},8件饰品升级到4星,{20771=1;501=2;gold=100000},,,
326,12001,5,4,第5天,第5天,3,限时折扣,3,72,,,限时折扣,{902=60;901=30},{rmb=800},{rmb=2000},
,,,,,,,,,,,,,,,,
327,12001,6,5,第6天,第6天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=200;talent_point=10;14=15;gold=100000},,,
328,12001,6,5,第6天,第6天,0,等级礼包,1,1,45,,等级达到45,{rmb=100;gold=18000;12=20},,,
329,12001,6,5,第6天,第6天,1,购买体力,1,30,2,,购买体力2次,{20771=1;515=1;gold=10000},,,
330,12001,6,5,第6天,第6天,1,购买体力,1,30,4,,购买体力4次,{20771=1;515=1;gold=10000},,,
331,12001,6,5,第6天,第6天,1,购买体力,1,30,6,,购买体力6次,{20771=1;515=1;gold=10000},,,
332,12001,6,5,第6天,第6天,1,购买体力,1,30,10,,购买体力10次,{20771=1;515=2;gold=20000},,,
333,12001,6,5,第6天,第6天,1,购买体力,1,30,15,,购买体力15次,{20771=1;515=2;gold=20000},,,
334,12001,6,5,第6天,第6天,1,购买体力,1,30,20,,购买体力20次,{20771=1;515=2;gold=20000},,,
335,12001,6,5,第6天,第6天,1,购买体力,1,30,30,,购买体力30次,{20771=1;515=3;gold=30000},,,
336,12001,6,5,第6天,第6天,2,聚宝次数,1,18,2,,聚宝金币2次,{20771=1;900=10;rmb=20},,,
337,12001,6,5,第6天,第6天,2,聚宝次数,1,18,4,,聚宝金币4次,{20771=1;900=10;rmb=20},,,
338,12001,6,5,第6天,第6天,2,聚宝次数,1,18,8,,聚宝金币8次,{20771=1;900=15;rmb=40},,,
339,12001,6,5,第6天,第6天,2,聚宝次数,1,18,12,,聚宝金币12次,{20771=1;900=15;rmb=40},,,
340,12001,6,5,第6天,第6天,2,聚宝次数,1,18,20,,聚宝金币20次,{20771=1;900=20;rmb=80},,,
341,12001,6,5,第6天,第6天,2,聚宝次数,1,18,30,,聚宝金币30次,{20771=1;900=20;rmb=80},,,
342,12001,6,5,第6天,第6天,3,限时折扣,3,72,,,限时折扣,{talent_point=20},{rmb=1200},{rmb=5000},
,,,,,,,,,,,,,,,,
343,12001,7,6,第7天,第7天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=200;20771=50;14=20;gold=100000},,,
344,12001,7,6,第7天,第7天,0,等级礼包,1,1,50,,等级达到50,{rmb=100;gold=20000;12=20},,,
345,12001,7,6,第7天,第7天,1,副本挑战,1,29,30,,普通副本挑战30次,{20771=1;rmb=10;930=5;5000=10},,,
346,12001,7,6,第7天,第7天,1,副本挑战,1,29,60,,普通副本挑战60次,{20771=1;rmb=20;930=5;5000=12},,,
347,12001,7,6,第7天,第7天,1,副本挑战,1,29,90,,普通副本挑战90次,{20771=1;rmb=30;930=5;5000=14},,,
348,12001,7,6,第7天,第7天,1,副本挑战,1,29,150,,普通副本挑战150次,{20771=1;rmb=40;930=10;5000=16},,,
349,12001,7,6,第7天,第7天,1,副本挑战,1,29,200,,普通副本挑战200次,{20771=1;rmb=50;930=10;5000=18},,,
350,12001,7,6,第7天,第7天,1,副本挑战,1,29,250,,普通副本挑战250次,{20771=1;rmb=60;930=20;5000=20},,,
351,12001,7,6,第7天,第7天,1,副本挑战,1,29,300,,普通副本挑战300次,{20771=1;rmb=90;930=20;5000=30},,,
352,12001,7,6,第7天,第7天,1,副本挑战,1,29,400,,普通副本挑战400次,{20771=1;rmb=120;930=30;5000=50},,,
353,12001,7,6,第7天,第7天,2,困难挑战,1,30,15,,困难副本挑战15次,{20771=1;100=1;902=6;gold=60000},,,
354,12001,7,6,第7天,第7天,2,困难挑战,1,30,30,,困难副本挑战30次,{20771=1;100=2;902=8;gold=80000},,,
355,12001,7,6,第7天,第7天,2,困难挑战,1,30,45,,困难副本挑战45次,{20771=1;100=3;902=10;gold=100000},,,
356,12001,7,6,第7天,第7天,2,困难挑战,1,30,60,,困难副本挑战60次,{20771=1;100=4;902=12;gold=120000},,,
357,12001,7,6,第7天,第7天,2,困难挑战,1,30,90,,困难副本挑战90次,{20771=1;100=5;902=14;gold=140000},,,
358,12001,7,6,第7天,第7天,2,困难挑战,1,30,120,,困难副本挑战120次,{20771=1;100=6;902=16;gold=160000},,,
359,12001,7,6,第7天,第7天,2,困难挑战,1,30,150,,困难副本挑战150次,{20771=1;100=7;902=20;gold=200000},,,
360,12001,7,6,第7天,第7天,3,限时折扣,3,72,,,限时折扣,{501=8},{rmb=1200},{rmb=5000},
,,,,,,,,,,,,,,,,
10001,12002,1,0,第1天,第1天,0,每日福利,1,15,1,,每日登录豪礼,{rmb=50;5000=5;13=10;gold=10000},,,
10002,12002,1,0,第1天,第1天,0,每日福利,1,1,20,,等级达到20,{rmb=50;12=20;gold=10000},,,
10003,12002,1,0,第1天,第1天,0,每日福利,1,22,1000,,累积充值1000钻石,{941=1;2103=10},,,
10004,12002,1,0,第1天,第1天,0,每日福利,1,6,10000,,战力到达10000,{rmb=50;503=2},,,
10005,12002,1,0,第1天,第1天,1,通关之路,1,2,10105,,通过第一章3关,{20771=1;5001=1;5002=1;5003=1},,,
10006,12002,1,0,第1天,第1天,1,通关之路,1,2,10206,,通过第二章8关,{20771=1;5001=2;5002=2;5003=2},,,
10007,12002,1,0,第1天,第1天,1,通关之路,1,2,10308,,通过第三章8关,{20771=1;5004=2;5005=2;5006=2},,,
10008,12002,1,0,第1天,第1天,1,通关之路,1,2,10408,,通过第四章8关,{20771=1;5004=2;5005=2;5006=2},,,
10009,12002,1,0,第1天,第1天,1,通关之路,1,2,10510,,通过第五章10关,{20771=1;5007=2;5008=2;5009=2},,,
10010,12002,1,0,第1天,第1天,1,通关之路,1,2,10610,,通过第六章10关,{20771=1;5007=2;5008=2;5009=2},,,
10011,12002,1,0,第1天,第1天,1,通关之路,1,2,10710,,通过第七章10关,{20771=1;5010=3;5011=3;5012=3},,,
10012,12002,1,0,第1天,第1天,1,通关之路,1,2,10810,,通过第八章10关,{20771=1;5010=3;5011=3;5012=3},,,
10013,12002,1,0,第1天,第1天,1,通关之路,1,2,10910,,通过第九章10关,{20771=1;5010=3;5011=3;5012=3},,,
10014,12002,1,0,第1天,第1天,2,困难挑战,1,2,20103,,通过困难第一章3关,{20771=1;100=1;gold=6000},,,
10015,12002,1,0,第1天,第1天,2,困难挑战,1,2,20203,,通过困难第二章3关,{20771=1;100=1;gold=6000},,,
10016,12002,1,0,第1天,第1天,2,困难挑战,1,2,20304,,通过困难第三章4关,{20771=1;100=1;gold=6000},,,
10017,12002,1,0,第1天,第1天,2,困难挑战,1,2,20404,,通过困难第四章4关,{20771=1;100=1;gold=6000},,,
10018,12002,1,0,第1天,第1天,2,困难挑战,1,2,20504,,通过困难第五章5关,{20771=1;100=1;gold=6000},,,
10019,12002,1,0,第1天,第1天,2,困难挑战,1,2,20605,,通过困难第六章5关,{20771=1;100=1;gold=10000},,,
10020,12002,1,0,第1天,第1天,2,困难挑战,1,2,20705,,通过困难第七章5关,{20771=1;100=1;gold=20000},,,
10021,12002,1,0,第1天,第1天,2,困难挑战,1,2,20805,,通过困难第八章5关,{20771=1;100=1;gold=30000},,,
10022,12002,1,0,第1天,第1天,2,困难挑战,1,2,20905,,通过困难第九章5关,{20771=1;100=1;gold=30000},,,
10023,12002,1,0,第1天,第1天,3,限时折扣,3,72,,,限时折扣,{100=5;500=1;14=10},{rmb=150},{rmb=380},
,,,,,,,,第2天,,,,,{},,,
10101,12002,2,1,第2天,第2天,0,每日福利,1,15,2,,每日登录豪礼,{rmb=50;930=5;13=10;gold=10000},,,
10102,12002,2,1,第2天,第2天,0,每日福利,1,1,25,,等级达到25,{rmb=50;12=20;gold=10000},,,
10103,12002,2,1,第2天,第2天,0,每日福利,1,22,2000,,累积充值2000钻石,{930=60;5000=100;gold=1000000},,,
10104,12002,2,1,第2天,第2天,0,每日福利,1,6,20000,,战力到达20000,{rmb=50;520=2},,,
10105,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{3=3},3个精灵升级至绿+1品质,{20771=1;5000=5;rmb=20},,,
10106,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{5=2},5个精灵升级至绿色品质,{20771=1;5000=5;rmb=20},,,
10107,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{5=4},5个精灵升级至绿+2品质,{20771=1;5000=5;rmb=30},,,
10108,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{3=5},3个精灵升级至蓝色品质,{20771=1;5000=10;rmb=30},,,
10109,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=5},6个精灵升级至蓝色品质,{20771=1;5000=15;rmb=30},,,
10110,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=6},6个精灵升级至蓝+1品质,{20771=1;5000=20;rmb=40},,,
10111,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=7},6个精灵升级至蓝+2品质,{20771=1;5000=20;rmb=40},,,
10112,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=8},6个精灵升级至蓝+3品质,{20771=1;5000=30;rmb=50},,,
10113,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=9},6个精灵升级至紫色品质,{20771=1;5000=40;rmb=50},,,
10114,12002,2,1,第2天,第2天,1,精灵进阶,1,9,,{6=10},6个精灵升级至紫+1品质,{20771=1;5000=50;rmb=50},,,
10115,12002,2,1,第2天,第2天,2,收集精灵,1,3,5,,拥有精灵数量5只,{20771=1;930=5;11=20},,,
10116,12002,2,1,第2天,第2天,2,收集精灵,1,3,10,,拥有精灵数量10只,{20771=1;930=5;11=20},,,
10117,12002,2,1,第2天,第2天,2,收集精灵,1,3,15,,拥有精灵数量15只,{20771=1;930=5;11=20},,,
10118,12002,2,1,第2天,第2天,2,收集精灵,1,3,20,,拥有精灵数量20只,{20771=1;930=8;12=20},,,
10119,12002,2,1,第2天,第2天,2,收集精灵,1,3,30,,拥有精灵数量30只,{20771=1;930=8;12=20},,,
10120,12002,2,1,第2天,第2天,2,收集精灵,1,3,40,,拥有精灵数量40只,{20771=1;930=8;12=20},,,
10121,12002,2,1,第2天,第2天,2,收集精灵,1,3,50,,拥有精灵数量50只,{20771=1;930=10;13=10},,,
10122,12002,2,1,第2天,第2天,2,收集精灵,1,3,60,,拥有精灵数量60只,{20771=1;930=10;13=20},,,
10123,12002,2,1,第2天,第2天,3,限时折扣,3,72,,,限时折扣,{930=30;14=30;gold=300000},{rmb=280},{rmb=680},
,,,,,,,,,,,,,{},,,
,,,,,,,,第3天,,,,,{},,,
10201,12002,3,2,第3天,第3天,0,每日福利,1,15,3,,每日登录豪礼,{rmb=50;100=3;13=10;gold=12000},,,
10202,12002,3,2,第3天,第3天,0,每日福利,1,1,30,,等级达到30,{rmb=50;12=20;gold=10000},,,
10203,12002,3,2,第3天,第3天,0,每日福利,1,22,3000,,累积充值3000钻石,{503=10},,,
10204,12002,3,2,第3天,第3天,0,每日福利,1,6,30000,,战力到达30000,{rmb=50;502=2},,,
10205,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=2},10件饰品升级至绿色品质,{20771=1;100=2;gold=10000},,,
10206,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=2},20件饰品升级至绿色品质,{20771=1;100=2;gold=20000},,,
10207,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=3},10件饰品升级至绿色+1品质,{20771=1;100=2;gold=30000},,,
10208,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=3},20件饰品升级至绿色+1品质,{20771=1;100=2;gold=40000},,,
10209,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=4},10件饰品升级至绿色+2品质,{20771=1;100=2;gold=50000},,,
10210,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=4},20件饰品升级至绿色+2品质,{20771=1;100=2;gold=60000},,,
10211,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{10=5},10件饰品升级至蓝色品质,{20771=1;100=2;gold=70000},,,
10212,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=5},20件饰品升级至蓝色品质,{20771=1;100=2;gold=80000},,,
10213,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=6},20件饰品升级至蓝色+1品质,{20771=1;100=2;gold=90000},,,
10214,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=7},20件饰品升级至蓝色+2品质,{20771=1;100=2;gold=100000},,,
10215,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=8},20件饰品升级至蓝色+3品质,{20771=1;100=3;gold=100000},,,
10216,12002,3,2,第3天,第3天,1,饰品进阶,1,11,,{20=9},20件饰品升级至紫色品质,{20771=1;100=3;gold=100000},,,
10217,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{3=1},3件饰品升级到1星,{20771=1;501=1;gold=10000},,,
10218,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{8=1},8件饰品升级到1星,{20771=1;501=1;gold=30000},,,
