变量名,_beizhu,name,icon,icon1,rDesc,type,independent,desc,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,endDate,endTime,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint,independentTab
36,战力排行,,city/main/icon_zlph.png,,活动时间内，完成对应目标就可以获得奖励！,16,1,战力排行,{card=7161},,1001,,3,,,20251210,500,20990101,500,<0;7>,5000000,20,,,,,<cn;tw;en;kr>,1,15,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,正式-直购礼包-创角3天,,,1,,33,,直购礼包,,,23101,1,4,,,20251210,500,20990101,500,<0;2>,5000000,1,,,,{dev=<1;2>;cn=<1;2>;xy=<1;999999>},<cn;tw;en;kr>,1,10,1,
41,正式-直购礼包-创角6天,,,1,,33,,直购礼包,,,23102,1,4,,,20251210,500,20990101,500,<3;6>,5000000,1,,,,{dev=<1;2>;cn=<1;2>;xy=<1;999999>},<cn;tw;en;kr>,1,10,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,正式-直购礼包-创角3天,,,1,,33,,限时礼包,,,23103,1,4,,,20251210,500,20990101,500,<0;2>,5000000,1,,,,{dev=<3;9999>;cn=<3;999999>;cn_qd=<1;999999>;xy=<1;999999>},<cn;tw;en;kr>,1,10,1,
46,正式-直购礼包-创角6天,,,1,,33,,限时礼包,,,23104,1,4,,,20251210,500,20990101,500,<3;6>,5000000,1,,,,{dev=<3;9999>;cn=<3;999999>;cn_qd=<1;999999>;xy=<1;999999>},<cn;tw;en;kr>,1,10,1,
47,正式-直购礼包-日礼包,,,1,,33,,每日礼包,,,23111,1,4,,,20251210,500,20990101,500,<0;6>,5000000,1,,,,{dev=<3;9999>;cn=<3;999999>;cn_qd=<1;999999>;xy=<1;999999>},<cn;tw;en;kr>,1,19,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,正式-登录有礼-换界面-创角后7天,,city/main/icon_xsfl.png,,,2,1,新手福利,,{cardId1=393;getCardDay1=7;cardId2=771;getCardDay2=7;isShowCountDown=false;generalTaskDisappear=true},10001,,4,,<20200116;20990101>,20251210,500,20990101,,<0;999>,5000000,1,,,,,<cn;tw;en;kr>,1,13,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,正式-抽卡回馈-创角7-9天,,,2,活动时间内，完成对应目标就可以获得奖励！,14,0,抽卡有奖,,,1015,,4,,,20190705,500,20990101,500,<7;9>,5000000,1,,,,,<cn;tw;en;kr>,1,16,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,携带兑换,,,2,活动时间内，可以兑换指定道具！,12,0,携带兑换,,,10209,1,0,,,20251205,500,20261205,500,<0;9999>,8760,,,,,,,1,15,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,月初7天活动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002,助战兑换,,,2,活动时间内，可以兑换指定道具！,12,0,助战兑换,,,10212,1,0,,,20251210,500,20990101,500,<0;9999>,5000000,,,,,,,1,15,1,4
102003,助战兑换,,,2,活动时间内，可以兑换指定道具！,12,0,助战兑换,,,10214,1,0,,,20251210,500,20990101,500,<0;9999>,5000000,,,,,,,1,15,1,4
,助战兑换,,,2,活动时间内，可以兑换指定道具！,12,0,助战兑换,,,10212,1,0,,,20260201,500,20260207,500,<0;9999>,168,,,,,,,1,15,1,4
,助战兑换,,,2,活动时间内，可以兑换指定道具！,12,0,助战兑换,,,10212,1,0,,,20260301,500,20260307,500,<0;9999>,168,,,,,,,1,15,1,4
,助战兑换,,,2,活动时间内，可以兑换指定道具！,12,0,助战兑换,,,10212,1,0,,,20260401,500,20260407,500,<0;9999>,168,,,,,,,1,15,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101007,护符精华兑换,,,2,活动时间内，可以兑换指定道具！,12,0,护符精华兑换,,,101007,1,0,,,20251210,500,20990101,500,<0;9999>,5000000,,,,,,,1,15,1,4
101008,护符兑换,,,2,活动时间内，可以兑换指定道具！,12,0,护符兑换,,,101008,1,0,,,20251210,500,20990101,500,<0;9999>,5000000,,,,,,,1,15,1,4
101009,特殊兑换,,,2,活动时间内，可以兑换指定道具！,12,0,特殊兑换,,,101009,1,0,,,20251210,500,20990101,500,<0;9999>,5000000,,,,,,,1,15,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,常驻活动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,正式-金币副本次数增加,日常活动,,,,-2,0,金币副本次数增加,{type=2;count=1},,,,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
107,无尽塔扫荡双倍,日常活动,,,,-2,0,冒险之路扫荡双倍,{type=9},,,,0,,,20251210,500,20990101,500,,5000000,24,,,,,,1,18,,4
108,正式-礼物副本次数增加,日常活动,,,,-2,0,礼物副本次数增加,{type=4;count=1},,,,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
109,正式-碎片副本次数增加,日常活动,,,,-2,0,碎片副本次数增加,{type=5;count=1},,,,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
110,金币副本双倍掉落,日常活动,,,,-2,0,金币副本双倍掉落,{type=1;start=60001;end=60099},,,,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
111,礼物副本双倍掉落,双倍大活动,,,,-2,0,礼物副本双倍掉落,{type=1;start=60201;end=60257},,,,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
112,普通关卡双倍掉落,双倍大活动,,,,-2,0,普通关卡双倍掉落,{type=1;start=10101;end=13110},,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
113,困难关卡双倍掉落,双倍大活动,,,,-2,0,困难关卡双倍掉落,{type=1;start=20101;end=23105},,,,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
114,聚宝双倍,双倍大活动,,,,-2,0,聚宝双倍,{type=6;count=10},,,,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
115,体力购买双倍,双倍大活动,,,,-2,0,体力购买双倍,{type=7;count=5},,,,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
116,以太乐园金币双倍,双倍大活动,,,,-2,0,以太乐园金币双倍,{type=10},,,,0,,,20251210,500,20990101,500,,5000000,32,,,,,,1,18,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,常驻活动预告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,正式-预告-金币副本次数增加,,,3,活动时间内，金币副本挑战次数+1！快去战斗吧！,8,0,金币副本次数增加,,,,1,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
118,正式-预告-无尽塔扫荡双倍,,,3,活动时间内，冒险之路扫荡奖励掉落概率双倍！快去战斗吧！,8,0,冒险之路扫荡双倍,,,,1,0,,,20251210,500,20990101,500,,5000000,24,,,,,,1,18,,4
119,正式-预告-礼物副本次数增加,,,3,活动时间内，礼物副本挑战次数+1！快去战斗吧！,8,0,礼物副本次数增加,,,,1,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
120,正式-预告-聚宝双倍,,,3,活动时间内，金币聚宝前10次可以获得双倍奖励！快去吧！,8,0,聚宝双倍,,,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
121,正式-预告-碎片副本次数增加,,,3,活动时间内，碎片副本挑战次数+1！快去战斗吧！,8,0,碎片副本次数增加,,,,1,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
122,正式-预告-金币副本双倍掉落,,,3,活动时间内，金币副本双倍掉落！快去战斗吧！,8,0,金币副本双倍掉落,,,,1,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
123,正式-预告-礼物副本双倍掉落,双倍大活动,,3,活动时间内，礼物副本双倍掉落！快去战斗吧！,8,0,礼物副本双倍掉落,,,,1,0,,,20251210,500,20990101,500,,5000000,18,,,,,,1,18,,4
124,正式-预告-普通关卡双倍掉落,双倍大活动,,3,活动时间内，普通副本双倍掉落概率！快去战斗吧！,8,0,普通关卡双倍掉落,,,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
125,正式-预告-困难关卡双倍掉落,双倍大活动,,3,活动时间内，困难副本双倍掉落概率！快去战斗吧！,8,0,困难关卡双倍掉落,,,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
126,正式-预告-体力购买双倍,双倍大活动,,3,活动时间内，体力购买前5次可以获得双倍奖励！快去吧！,8,0,体力购买双倍,,,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,18,,4
127,正式-预告-以太乐园金币双倍,双倍大活动,,3,活动时间内，以太乐园中开启宝箱获得的金币奖励双倍！快去战斗吧！,8,0,以太乐园金币双倍,,,,1,0,,,20251210,500,20990101,500,,5000000,32,,,,,,1,18,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,纸飞机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,正式-掉落预告-六一,,,2,活动时间内，普通关卡和困难关卡战斗胜利会有一定几率额外掉落纸飞机（可以兑换各类资源）！,8,0,纸飞机掉落,,,,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,1,,4
132,道具兑换-六一活动,,,2,活动时间内，可以兑换指定道具！,12,0,纸飞机兑换,,,100301,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,1,1,4
133,正式-掉落-六一活动,限时掉落六一,,,,-3,-1,限时掉落六一,{extraVersion=2},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,,,20251210,500,20990101,500,,5000000,1,,,,,,1,2,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,魂匣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,捷克罗姆/莱希拉姆,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=45;priviewId=81},,,0,,,20260307,500,20260311,500,,96,6,,,,,,1,,,
1335,伊裴尔塔尔/酋雷姆,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=33;priviewId=69},,,0,,,20260307,500,20260311,500,,96,6,,,,,,1,,,
1385,玛纳霏/比克提尼,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=83;priviewId=120},,,0,,,20260311,500,20260315,500,,96,6,,,,,,1,,,
1431,裂空座/固拉多,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=31;priviewId=67},,,0,,,20260311,500,20260315,500,,96,6,,,,,,1,,,
1516,时拉比/基拉祈,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=65;priviewId=102},,,0,,,20260315,500,20260319,500,,96,6,,,,,,1,,,
1571,索尔迦雷欧/露奈雅拉,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=96;priviewId=133},,,0,,,20260315,500,20260319,500,,96,6,,,,,,1,,,
1581,苍响/藏玛然特,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=141;priviewId=178},,,0,,,20260319,500,20260323,500,,96,6,,,,,,1,,,
1701,玛机雅娜/基格尔德·100%,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=70;priviewId=107},,,0,,,20260319,500,20260323,500,,96,6,,,,,,1,,,
1810,美录坦/骑拉帝纳,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=87;priviewId=124},,,0,,,20260323,500,20260327,500,,96,6,,,,,,1,,,
1890,奈克洛兹玛/哲尔尼亚斯,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=98;priviewId=135},,,0,,,20260323,500,20260327,500,,96,6,,,,,,1,,,
1980,雷吉奇卡斯/洛奇亚,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=10;priviewId=43},,,0,,,20260327,500,20260331,500,,96,6,,,,,,1,,,
2080,惩戒胡帕/达克莱伊,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=56;priviewId=92},,,0,,,20260327,500,20260331,500,,96,6,,,,,,1,,,
2140,盖诺赛克特/闪光超级艾路雷朵,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=118;priviewId=155},,,0,,,20260331,500,20260404,500,,96,6,,,,,,1,,,
2260,伊裴尔塔尔/捷拉奥拉,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=46;priviewId=82},,,0,,,20260331,500,20260404,500,,96,6,,,,,,1,,,
2340,伊裴尔塔尔/莱希拉姆,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=162;priviewId=200},,,0,,,20260404,500,20260408,500,,96,6,,,,,,1,,,
2350,盖欧卡/固拉多,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=2;priviewId=41},,,0,,,20260404,500,20260408,500,,96,6,,,,,,1,,,
2430,惩戒胡帕/帝牙卢卡,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=17;priviewId=50},,,0,,,20260408,500,20260412,500,,96,6,,,,,,1,,,
2510,捷克罗姆/骑拉帝纳,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=20;priviewId=53},,,0,,,20260408,500,20260412,500,,96,6,,,,,,1,,,
2540,时拉比/美洛耶塔·歌声,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=36;priviewId=72},,,0,,,20260412,500,20260416,500,,96,6,,,,,,1,,,
2640,盖诺赛克特/基拉祈,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=39;priviewId=75},,,0,,,20260412,500,20260416,500,,96,6,,,,,,1,,,
2650,美录坦/哲尔尼亚斯,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=42;priviewId=78},,,0,,,20260416,500,20260420,500,,96,6,,,,,,1,,,
2710,美录坦/酋雷姆,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=59;priviewId=96},,,0,,,20260416,500,20260420,500,,96,6,,,,,,1,,,
2720,索尔迦雷欧/比克提尼,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=68;priviewId=105},,,0,,,20260420,500,20260424,500,,96,6,,,,,,1,,,
2780,玛夏多/波尔凯尼恩,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=72;priviewId=109},,,0,,,20260420,500,20260424,500,,96,6,,,,,,1,,,
2810,帕路奇亚/时拉比,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=95;priviewId=132},,,0,,,20260424,500,20260428,500,,96,6,,,,,,1,,,
2820,雷吉奇卡斯/蒂安希,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=24;priviewId=57},,,0,,,20260424,500,20260428,500,,96,6,,,,,,1,,,
2890,裂空座/洛奇亚,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=16;priviewId=49},,,0,,,20260428,500,20260502,500,,96,6,,,,,,1,,,
2910,苍响/藏玛然特,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=141;priviewId=178},,,0,,,20260428,500,20260502,500,,96,6,,,,,,1,,,
2970,波尔凯尼恩/玛纳霏,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=92;priviewId=129},,,0,,,20260502,500,20260506,500,,96,6,,,,,,1,,,
3000,帕路奇亚/时拉比,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=95;priviewId=132},,,0,,,20260502,500,20260506,500,,96,6,,,,,,1,,,
3070,酋雷姆/莱希拉姆,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=122;priviewId=159},,,0,,,20260506,500,20260510,500,,96,6,,,,,,1,,,
3080,裂空座/达克莱伊,老区,,,,5,-1,魂匣,{RMB1=260;RMB10=2480;Qualify=1},{limitId=19;priviewId=52},,,0,,,20260506,500,20260510,500,,96,6,,,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,限时神兽,,,,,,,FightLimit是战力,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=500000;QualifyServerOpenDays=90;QualifyTime=2430},,,,,,,,,,,,,,,,,,,,,,
1001,闪光超级蜥蜴王,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7141;key=limitTenText1;priviewId=13},1001,,0,,,20260307,500,20260310,500,,72,80,,,,,<cn>,1,17,1,
1002,艾岚超级喷火龙X,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7121;key=limitTenText1;priviewId=13},1002,,0,,,20260307,500,20260310,500,,72,80,,,,,<cn>,1,17,1,
1003,故勒顿,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=5381;key=limitTenText1;priviewId=13},1003,,0,,,20260312,500,20260315,500,,72,80,,,,,<cn>,1,17,1,
1004,希嘉娜超级暴飞龙,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7181;key=limitTenText1;priviewId=13},1004,,0,,,20260312,500,20260315,500,,72,80,,,,,<cn>,1,17,1,
1005,蕾冠王黑马,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=4683;key=limitTenText1;priviewId=13},1005,,0,,,20260317,500,20260320,500,,72,80,,,,,<cn>,1,17,1,
1006,蕾冠王白马,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=4682;key=limitTenText1;priviewId=13},1006,,0,,,20260317,500,20260320,500,,72,80,,,,,<cn>,1,17,1,
1007,凯路迪欧:觉悟,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7071;key=limitTenText1;priviewId=13},1007,,0,,,20260322,500,20260325,500,,72,80,,,,,<cn>,1,17,1,
1008,帕路奇亚·起源,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=2362;key=limitTenText1;priviewId=13},1008,,0,,,20260322,500,20260325,500,,72,80,,,,,<cn>,1,17,1,
1009,闪光超级化石翼龙,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7221;key=limitTenText1;priviewId=13},1009,,0,,,20260327,500,20260330,500,,72,80,,,,,<cn>,1,17,1,
1010,帝牙卢卡·起源,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=2352;key=limitTenText1;priviewId=13},1010,,0,,,20260327,500,20260330,500,,72,80,,,,,<cn>,1,17,1,
1011,虫王赫拉克罗斯,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7201;key=limitTenText1;priviewId=13},1011,,0,,,20260401,500,20260404,500,,72,80,,,,,<cn>,1,17,1,
1012,大甲超级凯罗斯,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7211;key=limitTenText1;priviewId=13},1012,,0,,,20260401,500,20260404,500,,72,80,,,,,<cn>,1,17,1,
1013,红色闪电超级巨钳螳螂,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7191;key=limitTenText1;priviewId=13},1013,,0,,,20260406,500,20260409,500,,72,80,,,,,<cn>,1,17,1,
1014,闪光超级化石翼龙,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7221;key=limitTenText1;priviewId=13},1014,,0,,,20260406,500,20260409,500,,72,80,,,,,<cn>,1,17,1,
1015,希嘉娜超级暴飞龙,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7181;key=limitTenText1;priviewId=13},1015,,0,,,20260411,500,20260414,500,,72,80,,,,,<cn>,1,17,1,
1016,无极汰那,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=4611;key=limitTenText1;priviewId=13},1016,,0,,,20260411,500,20260414,500,,72,80,,,,,<cn>,1,17,1,
1017,竹兰超级烈咬陆鲨,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7091;key=limitTenText1;priviewId=13},1017,,0,,,20260416,500,20260419,500,,72,80,,,,,<cn>,1,17,1,
1018,闪光超级妙蛙花,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7151;key=limitTenText1;priviewId=13},1018,,0,,,20260416,500,20260419,500,,72,80,,,,,<cn>,1,17,1,
1019,小刚超级大钢蛇,,city/main/icon_xsss.png,,,20,2,限时神兽,{RMB1=240;RMB10=2180;Qualify=1;FightLimit=700000;QualifyServerOpenDays=1;QualifyTime=2430},{cardId=7171;key=limitTenText1;priviewId=13},1019,,0,,,20260421,500,20260424,500,,72,80,,,,,<cn>,1,17,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,世界boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502,世界Boss,1-5区开启,city/main/icon_sj.png,1,,26,1,世界Boss,{freeCount=3},,1001,1,3,,,20260107,500,20260114,500,<0;9999>,144,,,,,,,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,冰雪节活动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102101,堆雪人,测试专用,,,,52,-1,,{items=<6325>},,101030,,0,,,,,,500,,720,1,,,,,,1,1,,
102102,躲雪球,测试专用,city/main/icon_xqdbs.png,,,53,1,,{buyCost=<10;20;30>;buyTimes=4;times=2;playTimeMax=120;pointMax=9999;timeDelta=5},,101031,,0,,,,,,500,,720,1,,,,,,1,1,,
102103,狂欢嘉年华,测试专用,city/main/icon_ssdjnh.png,,活动时间内，完成对应目标就可以获得奖励！,15,1,狂欢嘉年华,{itemId=6334},{type=doubleYearsDay},12006,1,0,,,,,,500,,720,6,,,,,,1,22,1,
102104,圣诞活动海报,测试专用,,,,8,-1,双旦活动海报,,{res=config/poster/img_hb_sddjs.png},,,0,,,,,,500,,720,1,,,,,,1,1,,
102105,主城精灵解冻活动,测试专用,,,,54,-1,,{sprites=<20;19;16;21;18>},,,,0,,,,,,500,,720,1,,,,,,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,元旦登录,,city/main/icon_qrdl.png,,,37,1,连续登录,{isSum=1},{},10014,1,0,,,20260101,500,20260204,500,,792,1,,,,{cn=<1;16>},,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,惊喜捞一捞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102801,惊喜捞一捞,惊喜捞一捞,city/main/icon_jxlyl.png,2,,87,1,惊喜捞一捞,{costItem=8122;draw1CostNum=1;draw10CostNum=10;drawPoolId=23401},{awards=<8125;8126;8127;501;502;521;5000;gold>;priviewId=1001;bg=activity/new_compilation_page/bg_laoyilao.png;cityTheme=newCompilationPage3},23401,1,0,,,,500,,500,,5000000,1,,,,,,1,1,1,
102802,登录惊喜,登录惊喜,city/main/icon_jxlyl.png,2,,85,1,登录惊喜,,{bg=activity/new_compilation_page/bg_laoyilao.png;cityTheme=newCompilationPage3},23401,1,0,,,,500,,500,,5000000,1,,,,,,1,2,1,
102803,珍奇集市,珍奇集市,city/main/icon_jxlyl.png,2,,63,1,珍奇集市,,{bg=activity/new_compilation_page/bg_laoyilao.png;cityTheme=newCompilationPage3},23401,1,0,,,,500,,500,,5000000,1,,,,,,1,3,1,
102804,每日完成,每日完成,city/main/icon_jxlyl.png,2,,14,1,每日完成,,{bg=activity/new_compilation_page/bg_laoyilao.png;cityTheme=newCompilationPage3},23401,1,0,,,,500,,500,,5000000,1,,,,,,1,4,1,
102805,优惠购物,优惠购物,city/main/icon_jxlyl.png,2,,33,1,优惠购物,,{bg=activity/new_compilation_page/bg_laoyilao.png;cityTheme=newCompilationPage3},23401,1,0,,,,500,,500,,5000000,1,,,,,,1,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,启示之塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102808,启示之塔,启示之塔,city/main/icon_qszt.png,2,,86,1,启示之塔,{costItem=8121;maxRound=5},{bg=activity/new_compilation_page/img_jtcj1;cityTheme=newCompilationPage2},23500,1,0,,,,500,,500,,5000000,1,,,,,,1,1,1,
102809,登录惊喜,登录惊喜,city/main/icon_qszt.png,2,,85,1,登录惊喜,,{bg=activity/new_compilation_page/img_jtcj2.png;cityTheme=newCompilationPage2},23500,1,0,,,,500,,500,,5000000,1,,,,,,1,2,1,
