变量名,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,desc,exp,goToPanel
3912,通行证第一周任务,1003,2,9,,67,7,,以太乐园通过7层,,200,
3913,通行证第一周任务,1003,2,9,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
4001,通行证第一周任务,1003,2,10,,17,3,,累计登录3天,,100,
4002,通行证第一周任务,1003,2,10,,36,50,,精灵升级50次,,100,strengthen-1
4003,通行证第一周任务,1003,2,10,,21,1000,,消耗1000钻石,,200,
4004,通行证第一周任务,1003,2,10,,43,50,,竞技场积分50分,,100,
4005,通行证第一周任务,1003,2,10,,63,50000,,以太积分累计50000分,,100,
4006,通行证第一周任务,1003,2,10,,55,20,,公会捐献20次,,100,
4007,通行证第一周任务,1003,2,10,,50,20,,在钻石抽卡中抽卡20次,,200,
4008,通行证第一周任务,1003,2,10,,29,300,,挑战普通关卡300次,,200,10000
4009,通行证第一周任务,1003,2,10,,30,60,,挑战困难关卡60次,,200,20000
4010,通行证第一周任务,1003,2,10,,85,30,,派遣任务完成30次,,100,
4011,通行证第一周任务,1003,2,10,,21,3000,,消耗3000钻石,,200,
4012,通行证第一周任务,1003,2,10,,67,7,,以太乐园通过7层,,200,
4013,通行证第一周任务,1003,2,10,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
4101,通行证第一周任务,1003,2,11,,17,3,,累计登录3天,,100,
4102,通行证第一周任务,1003,2,11,,36,50,,精灵升级50次,,100,strengthen-1
4103,通行证第一周任务,1003,2,11,,21,1000,,消耗1000钻石,,200,
4104,通行证第一周任务,1003,2,11,,43,50,,竞技场积分50分,,100,
4105,通行证第一周任务,1003,2,11,,63,50000,,以太积分累计50000分,,100,
4106,通行证第一周任务,1003,2,11,,55,20,,公会捐献20次,,100,
4107,通行证第一周任务,1003,2,11,,50,20,,在钻石抽卡中抽卡20次,,200,
4108,通行证第一周任务,1003,2,11,,29,300,,挑战普通关卡300次,,200,10000
4109,通行证第一周任务,1003,2,11,,30,60,,挑战困难关卡60次,,200,20000
4110,通行证第一周任务,1003,2,11,,85,30,,派遣任务完成30次,,100,
4111,通行证第一周任务,1003,2,11,,21,3000,,消耗3000钻石,,200,
4112,通行证第一周任务,1003,2,11,,67,7,,以太乐园通过7层,,200,
4113,通行证第一周任务,1003,2,11,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5001,通行证日任务,1004,1,,,15,1,,每日登陆,,30,
5002,通行证日任务,1004,1,,,29,30,,挑战普通关卡30次,,30,10000
5003,通行证日任务,1004,1,,,39,1,,饰品突破1次,,30,
5004,通行证日任务,1004,1,,,41,5,,竞技场战斗5次,,30,
5005,通行证日任务,1004,1,,,66,2,,元素挑战战斗2次,,30,
5006,通行证日任务,1004,1,,,20,1000000,,消耗1000000金币,,30,
5007,通行证日任务,1004,1,,,21,300,,消耗300钻石,,30,
5008,通行证日任务,1004,1,,4,15,1,,大师每日登陆,,30,
,,,,,,,,,,,,
5101,通行证第一周任务,1004,2,1,,17,2,,累计登录2天,,100,
5102,通行证第一周任务,1004,2,1,,36,30,,精灵升级30次,,100,strengthen-1
5103,通行证第一周任务,1004,2,1,,21,1000,,消耗1000钻石,,100,
5104,通行证第一周任务,1004,2,1,,43,25,,竞技场积分25分,,100,
5105,通行证第一周任务,1004,2,1,,63,25000,,以太积分累计25000分,,100,
5106,通行证第一周任务,1004,2,1,,55,10,,公会捐献10次,,100,
5107,通行证第一周任务,1004,2,1,,50,10,,在钻石抽卡中抽卡10次,,100,
5108,通行证第一周任务,1004,2,1,,29,150,,挑战普通关卡150次,,100,10000
5109,通行证第一周任务,1004,2,1,,30,30,,挑战困难关卡30次,,100,20000
5110,通行证第一周任务,1004,2,1,,85,15,,派遣任务完成15次,,100,
5111,通行证第一周任务,1004,2,1,,21,3000,,消耗3000钻石,,100,
5112,通行证第一周任务,1004,2,1,,67,7,,以太乐园通过7层,,100,
5113,通行证第一周任务,1004,2,1,,86,3,{3=4},完成S以上派遣3次,,100,
,,,,,,,,,,,,
5201,通行证第一周任务,1004,2,2,,17,3,,累计登录3天,,100,
5202,通行证第一周任务,1004,2,2,,36,50,,精灵升级50次,,100,strengthen-1
5203,通行证第一周任务,1004,2,2,,21,1000,,消耗1000钻石,,200,
5204,通行证第一周任务,1004,2,2,,43,50,,竞技场积分50分,,100,
5205,通行证第一周任务,1004,2,2,,63,50000,,以太积分累计50000分,,100,
5206,通行证第一周任务,1004,2,2,,55,20,,公会捐献20次,,100,
5207,通行证第一周任务,1004,2,2,,50,20,,在钻石抽卡中抽卡20次,,200,
5208,通行证第一周任务,1004,2,2,,29,300,,挑战普通关卡300次,,200,10000
5209,通行证第一周任务,1004,2,2,,30,60,,挑战困难关卡60次,,200,20000
5210,通行证第一周任务,1004,2,2,,85,30,,派遣任务完成30次,,100,
5211,通行证第一周任务,1004,2,2,,21,3000,,消耗3000钻石,,200,
5212,通行证第一周任务,1004,2,2,,67,7,,以太乐园通过7层,,200,
5213,通行证第一周任务,1004,2,2,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5301,通行证第一周任务,1004,2,3,,17,3,,累计登录3天,,100,
5302,通行证第一周任务,1004,2,3,,36,50,,精灵升级50次,,100,strengthen-1
5303,通行证第一周任务,1004,2,3,,21,1000,,消耗1000钻石,,200,
5304,通行证第一周任务,1004,2,3,,43,50,,竞技场积分50分,,100,
5305,通行证第一周任务,1004,2,3,,63,50000,,以太积分累计50000分,,100,
5306,通行证第一周任务,1004,2,3,,55,20,,公会捐献20次,,100,
5307,通行证第一周任务,1004,2,3,,50,20,,在钻石抽卡中抽卡20次,,200,
5308,通行证第一周任务,1004,2,3,,29,300,,挑战普通关卡300次,,200,10000
5309,通行证第一周任务,1004,2,3,,30,60,,挑战困难关卡60次,,200,20000
5310,通行证第一周任务,1004,2,3,,85,30,,派遣任务完成30次,,100,
5311,通行证第一周任务,1004,2,3,,21,3000,,消耗3000钻石,,200,
5312,通行证第一周任务,1004,2,3,,67,7,,以太乐园通过7层,,200,
5313,通行证第一周任务,1004,2,3,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5401,通行证第一周任务,1004,2,4,,17,3,,累计登录3天,,100,
5402,通行证第一周任务,1004,2,4,,36,50,,精灵升级50次,,100,strengthen-1
5403,通行证第一周任务,1004,2,4,,21,1000,,消耗1000钻石,,200,
5404,通行证第一周任务,1004,2,4,,43,50,,竞技场积分50分,,100,
5405,通行证第一周任务,1004,2,4,,63,50000,,以太积分累计50000分,,100,
5406,通行证第一周任务,1004,2,4,,55,20,,公会捐献20次,,100,
5407,通行证第一周任务,1004,2,4,,50,20,,在钻石抽卡中抽卡20次,,200,
5408,通行证第一周任务,1004,2,4,,29,300,,挑战普通关卡300次,,200,10000
5409,通行证第一周任务,1004,2,4,,30,60,,挑战困难关卡60次,,200,20000
5410,通行证第一周任务,1004,2,4,,85,30,,派遣任务完成30次,,100,
5411,通行证第一周任务,1004,2,4,,21,3000,,消耗3000钻石,,200,
5412,通行证第一周任务,1004,2,4,,67,7,,以太乐园通过7层,,200,
5413,通行证第一周任务,1004,2,4,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5501,通行证第一周任务,1004,2,5,,17,3,,累计登录3天,,100,
5502,通行证第一周任务,1004,2,5,,36,50,,精灵升级50次,,100,strengthen-1
5503,通行证第一周任务,1004,2,5,,21,1000,,消耗1000钻石,,200,
5504,通行证第一周任务,1004,2,5,,43,50,,竞技场积分50分,,100,
5505,通行证第一周任务,1004,2,5,,63,50000,,以太积分累计50000分,,100,
5506,通行证第一周任务,1004,2,5,,55,20,,公会捐献20次,,100,
5507,通行证第一周任务,1004,2,5,,50,20,,在钻石抽卡中抽卡20次,,200,
5508,通行证第一周任务,1004,2,5,,29,300,,挑战普通关卡300次,,200,10000
5509,通行证第一周任务,1004,2,5,,30,60,,挑战困难关卡60次,,200,20000
5510,通行证第一周任务,1004,2,5,,85,30,,派遣任务完成30次,,100,
5511,通行证第一周任务,1004,2,5,,21,3000,,消耗3000钻石,,200,
5512,通行证第一周任务,1004,2,5,,67,7,,以太乐园通过7层,,200,
5513,通行证第一周任务,1004,2,5,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5601,通行证第一周任务,1004,2,6,,17,3,,累计登录3天,,100,
5602,通行证第一周任务,1004,2,6,,36,50,,精灵升级50次,,100,strengthen-1
5603,通行证第一周任务,1004,2,6,,21,1000,,消耗1000钻石,,200,
5604,通行证第一周任务,1004,2,6,,43,50,,竞技场积分50分,,100,
5605,通行证第一周任务,1004,2,6,,63,50000,,以太积分累计50000分,,100,
5606,通行证第一周任务,1004,2,6,,55,20,,公会捐献20次,,100,
5607,通行证第一周任务,1004,2,6,,50,20,,在钻石抽卡中抽卡20次,,200,
5608,通行证第一周任务,1004,2,6,,29,300,,挑战普通关卡300次,,200,10000
5609,通行证第一周任务,1004,2,6,,30,60,,挑战困难关卡60次,,200,20000
5610,通行证第一周任务,1004,2,6,,85,30,,派遣任务完成30次,,100,
5611,通行证第一周任务,1004,2,6,,21,3000,,消耗3000钻石,,200,
5612,通行证第一周任务,1004,2,6,,67,7,,以太乐园通过7层,,200,
5613,通行证第一周任务,1004,2,6,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5701,通行证第一周任务,1004,2,7,,17,3,,累计登录3天,,100,
5702,通行证第一周任务,1004,2,7,,36,50,,精灵升级50次,,100,strengthen-1
5703,通行证第一周任务,1004,2,7,,21,1000,,消耗1000钻石,,200,
5704,通行证第一周任务,1004,2,7,,43,50,,竞技场积分50分,,100,
5705,通行证第一周任务,1004,2,7,,63,50000,,以太积分累计50000分,,100,
5706,通行证第一周任务,1004,2,7,,55,20,,公会捐献20次,,100,
5707,通行证第一周任务,1004,2,7,,50,20,,在钻石抽卡中抽卡20次,,200,
5708,通行证第一周任务,1004,2,7,,29,300,,挑战普通关卡300次,,200,10000
5709,通行证第一周任务,1004,2,7,,30,60,,挑战困难关卡60次,,200,20000
5710,通行证第一周任务,1004,2,7,,85,30,,派遣任务完成30次,,100,
5711,通行证第一周任务,1004,2,7,,21,3000,,消耗3000钻石,,200,
5712,通行证第一周任务,1004,2,7,,67,7,,以太乐园通过7层,,200,
5713,通行证第一周任务,1004,2,7,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5801,通行证第一周任务,1004,2,8,,17,3,,累计登录3天,,100,
5802,通行证第一周任务,1004,2,8,,36,50,,精灵升级50次,,100,strengthen-1
5803,通行证第一周任务,1004,2,8,,21,1000,,消耗1000钻石,,200,
5804,通行证第一周任务,1004,2,8,,43,50,,竞技场积分50分,,100,
5805,通行证第一周任务,1004,2,8,,63,50000,,以太积分累计50000分,,100,
5806,通行证第一周任务,1004,2,8,,55,20,,公会捐献20次,,100,
5807,通行证第一周任务,1004,2,8,,50,20,,在钻石抽卡中抽卡20次,,200,
5808,通行证第一周任务,1004,2,8,,29,300,,挑战普通关卡300次,,200,10000
5809,通行证第一周任务,1004,2,8,,30,60,,挑战困难关卡60次,,200,20000
5810,通行证第一周任务,1004,2,8,,85,30,,派遣任务完成30次,,100,
5811,通行证第一周任务,1004,2,8,,21,3000,,消耗3000钻石,,200,
5812,通行证第一周任务,1004,2,8,,67,7,,以太乐园通过7层,,200,
5813,通行证第一周任务,1004,2,8,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
5901,通行证第一周任务,1004,2,9,,17,3,,累计登录3天,,100,
5902,通行证第一周任务,1004,2,9,,36,50,,精灵升级50次,,100,strengthen-1
5903,通行证第一周任务,1004,2,9,,21,1000,,消耗1000钻石,,200,
5904,通行证第一周任务,1004,2,9,,43,50,,竞技场积分50分,,100,
5905,通行证第一周任务,1004,2,9,,63,50000,,以太积分累计50000分,,100,
5906,通行证第一周任务,1004,2,9,,55,20,,公会捐献20次,,100,
5907,通行证第一周任务,1004,2,9,,50,20,,在钻石抽卡中抽卡20次,,200,
5908,通行证第一周任务,1004,2,9,,29,300,,挑战普通关卡300次,,200,10000
5909,通行证第一周任务,1004,2,9,,30,60,,挑战困难关卡60次,,200,20000
5910,通行证第一周任务,1004,2,9,,85,30,,派遣任务完成30次,,100,
5911,通行证第一周任务,1004,2,9,,21,3000,,消耗3000钻石,,200,
5912,通行证第一周任务,1004,2,9,,67,7,,以太乐园通过7层,,200,
5913,通行证第一周任务,1004,2,9,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6001,通行证第一周任务,1004,2,10,,17,3,,累计登录3天,,100,
6002,通行证第一周任务,1004,2,10,,36,50,,精灵升级50次,,100,strengthen-1
6003,通行证第一周任务,1004,2,10,,21,1000,,消耗1000钻石,,200,
6004,通行证第一周任务,1004,2,10,,43,50,,竞技场积分50分,,100,
6005,通行证第一周任务,1004,2,10,,63,50000,,以太积分累计50000分,,100,
6006,通行证第一周任务,1004,2,10,,55,20,,公会捐献20次,,100,
6007,通行证第一周任务,1004,2,10,,50,20,,在钻石抽卡中抽卡20次,,200,
6008,通行证第一周任务,1004,2,10,,29,300,,挑战普通关卡300次,,200,10000
6009,通行证第一周任务,1004,2,10,,30,60,,挑战困难关卡60次,,200,20000
6010,通行证第一周任务,1004,2,10,,85,30,,派遣任务完成30次,,100,
6011,通行证第一周任务,1004,2,10,,21,3000,,消耗3000钻石,,200,
6012,通行证第一周任务,1004,2,10,,67,7,,以太乐园通过7层,,200,
6013,通行证第一周任务,1004,2,10,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6101,通行证第一周任务,1004,2,11,,17,3,,累计登录3天,,100,
6102,通行证第一周任务,1004,2,11,,36,50,,精灵升级50次,,100,strengthen-1
6103,通行证第一周任务,1004,2,11,,21,1000,,消耗1000钻石,,200,
6104,通行证第一周任务,1004,2,11,,43,50,,竞技场积分50分,,100,
6105,通行证第一周任务,1004,2,11,,63,50000,,以太积分累计50000分,,100,
6106,通行证第一周任务,1004,2,11,,55,20,,公会捐献20次,,100,
6107,通行证第一周任务,1004,2,11,,50,20,,在钻石抽卡中抽卡20次,,200,
6108,通行证第一周任务,1004,2,11,,29,300,,挑战普通关卡300次,,200,10000
6109,通行证第一周任务,1004,2,11,,30,60,,挑战困难关卡60次,,200,20000
6110,通行证第一周任务,1004,2,11,,85,30,,派遣任务完成30次,,100,
6111,通行证第一周任务,1004,2,11,,21,3000,,消耗3000钻石,,200,
6112,通行证第一周任务,1004,2,11,,67,7,,以太乐园通过7层,,200,
6113,通行证第一周任务,1004,2,11,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6501,通行证日任务,1005,1,,,15,1,,每日登陆,,30,
6502,通行证日任务,1005,1,,,29,30,,挑战普通关卡30次,,30,10000
6503,通行证日任务,1005,1,,,39,1,,饰品突破1次,,30,
6504,通行证日任务,1005,1,,,41,5,,竞技场战斗5次,,30,
6505,通行证日任务,1005,1,,,66,2,,元素挑战战斗2次,,30,
6506,通行证日任务,1005,1,,,20,1000000,,消耗1000000金币,,30,
6507,通行证日任务,1005,1,,,21,300,,消耗300钻石,,30,
6508,通行证日任务,1005,1,,4,15,1,,大师每日登陆,,30,
,,,,,,,,,,,,
6521,通行证第一周任务,1005,2,1,,17,2,,累计登录2天,,100,
6522,通行证第一周任务,1005,2,1,,36,30,,精灵升级30次,,100,strengthen-1
6523,通行证第一周任务,1005,2,1,,21,1000,,消耗1000钻石,,100,
6524,通行证第一周任务,1005,2,1,,43,25,,竞技场积分25分,,100,
6525,通行证第一周任务,1005,2,1,,63,25000,,以太积分累计25000分,,100,
6526,通行证第一周任务,1005,2,1,,55,10,,公会捐献10次,,100,
6527,通行证第一周任务,1005,2,1,,50,10,,在钻石抽卡中抽卡10次,,100,
6528,通行证第一周任务,1005,2,1,,29,150,,挑战普通关卡150次,,100,10000
6529,通行证第一周任务,1005,2,1,,30,30,,挑战困难关卡30次,,100,20000
6530,通行证第一周任务,1005,2,1,,85,15,,派遣任务完成15次,,100,
6531,通行证第一周任务,1005,2,1,,21,3000,,消耗3000钻石,,100,
6532,通行证第一周任务,1005,2,1,,67,7,,以太乐园通过7层,,100,
6533,通行证第一周任务,1005,2,1,,86,3,{3=4},完成S以上派遣3次,,100,
,,,,,,,,,,,,
6541,通行证第一周任务,1005,2,2,,17,3,,累计登录3天,,100,
6542,通行证第一周任务,1005,2,2,,36,50,,精灵升级50次,,100,strengthen-1
6543,通行证第一周任务,1005,2,2,,21,1000,,消耗1000钻石,,200,
6544,通行证第一周任务,1005,2,2,,43,50,,竞技场积分50分,,100,
6545,通行证第一周任务,1005,2,2,,63,50000,,以太积分累计50000分,,100,
6546,通行证第一周任务,1005,2,2,,55,20,,公会捐献20次,,100,
6547,通行证第一周任务,1005,2,2,,50,20,,在钻石抽卡中抽卡20次,,200,
6548,通行证第一周任务,1005,2,2,,29,300,,挑战普通关卡300次,,200,10000
6549,通行证第一周任务,1005,2,2,,30,60,,挑战困难关卡60次,,200,20000
6550,通行证第一周任务,1005,2,2,,85,30,,派遣任务完成30次,,100,
6551,通行证第一周任务,1005,2,2,,21,3000,,消耗3000钻石,,200,
6552,通行证第一周任务,1005,2,2,,67,7,,以太乐园通过7层,,200,
6553,通行证第一周任务,1005,2,2,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6561,通行证第一周任务,1005,2,3,,17,3,,累计登录3天,,100,
6562,通行证第一周任务,1005,2,3,,36,50,,精灵升级50次,,100,strengthen-1
6563,通行证第一周任务,1005,2,3,,21,1000,,消耗1000钻石,,200,
6564,通行证第一周任务,1005,2,3,,43,50,,竞技场积分50分,,100,
6565,通行证第一周任务,1005,2,3,,63,50000,,以太积分累计50000分,,100,
6566,通行证第一周任务,1005,2,3,,55,20,,公会捐献20次,,100,
6567,通行证第一周任务,1005,2,3,,50,20,,在钻石抽卡中抽卡20次,,200,
6568,通行证第一周任务,1005,2,3,,29,300,,挑战普通关卡300次,,200,10000
6569,通行证第一周任务,1005,2,3,,30,60,,挑战困难关卡60次,,200,20000
6570,通行证第一周任务,1005,2,3,,85,30,,派遣任务完成30次,,100,
6571,通行证第一周任务,1005,2,3,,21,3000,,消耗3000钻石,,200,
6572,通行证第一周任务,1005,2,3,,67,7,,以太乐园通过7层,,200,
6573,通行证第一周任务,1005,2,3,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6581,通行证第一周任务,1005,2,4,,17,3,,累计登录3天,,100,
6582,通行证第一周任务,1005,2,4,,36,50,,精灵升级50次,,100,strengthen-1
6583,通行证第一周任务,1005,2,4,,21,1000,,消耗1000钻石,,200,
6584,通行证第一周任务,1005,2,4,,43,50,,竞技场积分50分,,100,
6585,通行证第一周任务,1005,2,4,,63,50000,,以太积分累计50000分,,100,
6586,通行证第一周任务,1005,2,4,,55,20,,公会捐献20次,,100,
6587,通行证第一周任务,1005,2,4,,50,20,,在钻石抽卡中抽卡20次,,200,
6588,通行证第一周任务,1005,2,4,,29,300,,挑战普通关卡300次,,200,10000
6589,通行证第一周任务,1005,2,4,,30,60,,挑战困难关卡60次,,200,20000
6590,通行证第一周任务,1005,2,4,,85,30,,派遣任务完成30次,,100,
6591,通行证第一周任务,1005,2,4,,21,3000,,消耗3000钻石,,200,
6592,通行证第一周任务,1005,2,4,,67,7,,以太乐园通过7层,,200,
6593,通行证第一周任务,1005,2,4,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6601,通行证第一周任务,1005,2,5,,17,3,,累计登录3天,,100,
6602,通行证第一周任务,1005,2,5,,36,50,,精灵升级50次,,100,strengthen-1
6603,通行证第一周任务,1005,2,5,,21,1000,,消耗1000钻石,,200,
6604,通行证第一周任务,1005,2,5,,43,50,,竞技场积分50分,,100,
6605,通行证第一周任务,1005,2,5,,63,50000,,以太积分累计50000分,,100,
6606,通行证第一周任务,1005,2,5,,55,20,,公会捐献20次,,100,
6607,通行证第一周任务,1005,2,5,,50,20,,在钻石抽卡中抽卡20次,,200,
6608,通行证第一周任务,1005,2,5,,29,300,,挑战普通关卡300次,,200,10000
6609,通行证第一周任务,1005,2,5,,30,60,,挑战困难关卡60次,,200,20000
6610,通行证第一周任务,1005,2,5,,85,30,,派遣任务完成30次,,100,
6611,通行证第一周任务,1005,2,5,,21,3000,,消耗3000钻石,,200,
6612,通行证第一周任务,1005,2,5,,67,7,,以太乐园通过7层,,200,
6613,通行证第一周任务,1005,2,5,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6621,通行证第一周任务,1005,2,6,,17,3,,累计登录3天,,100,
6622,通行证第一周任务,1005,2,6,,36,50,,精灵升级50次,,100,strengthen-1
6623,通行证第一周任务,1005,2,6,,21,1000,,消耗1000钻石,,200,
6624,通行证第一周任务,1005,2,6,,43,50,,竞技场积分50分,,100,
6625,通行证第一周任务,1005,2,6,,63,50000,,以太积分累计50000分,,100,
6626,通行证第一周任务,1005,2,6,,55,20,,公会捐献20次,,100,
6627,通行证第一周任务,1005,2,6,,50,20,,在钻石抽卡中抽卡20次,,200,
6628,通行证第一周任务,1005,2,6,,29,300,,挑战普通关卡300次,,200,10000
6629,通行证第一周任务,1005,2,6,,30,60,,挑战困难关卡60次,,200,20000
6630,通行证第一周任务,1005,2,6,,85,30,,派遣任务完成30次,,100,
6631,通行证第一周任务,1005,2,6,,21,3000,,消耗3000钻石,,200,
6632,通行证第一周任务,1005,2,6,,67,7,,以太乐园通过7层,,200,
6633,通行证第一周任务,1005,2,6,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6641,通行证第一周任务,1005,2,7,,17,3,,累计登录3天,,100,
6642,通行证第一周任务,1005,2,7,,36,50,,精灵升级50次,,100,strengthen-1
6643,通行证第一周任务,1005,2,7,,21,1000,,消耗1000钻石,,200,
6644,通行证第一周任务,1005,2,7,,43,50,,竞技场积分50分,,100,
6645,通行证第一周任务,1005,2,7,,63,50000,,以太积分累计50000分,,100,
6646,通行证第一周任务,1005,2,7,,55,20,,公会捐献20次,,100,
6647,通行证第一周任务,1005,2,7,,50,20,,在钻石抽卡中抽卡20次,,200,
6648,通行证第一周任务,1005,2,7,,29,300,,挑战普通关卡300次,,200,10000
6649,通行证第一周任务,1005,2,7,,30,60,,挑战困难关卡60次,,200,20000
6650,通行证第一周任务,1005,2,7,,85,30,,派遣任务完成30次,,100,
6651,通行证第一周任务,1005,2,7,,21,3000,,消耗3000钻石,,200,
6652,通行证第一周任务,1005,2,7,,67,7,,以太乐园通过7层,,200,
6653,通行证第一周任务,1005,2,7,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6661,通行证第一周任务,1005,2,8,,17,3,,累计登录3天,,100,
6662,通行证第一周任务,1005,2,8,,36,50,,精灵升级50次,,100,strengthen-1
6663,通行证第一周任务,1005,2,8,,21,1000,,消耗1000钻石,,200,
6664,通行证第一周任务,1005,2,8,,43,50,,竞技场积分50分,,100,
6665,通行证第一周任务,1005,2,8,,63,50000,,以太积分累计50000分,,100,
6666,通行证第一周任务,1005,2,8,,55,20,,公会捐献20次,,100,
6667,通行证第一周任务,1005,2,8,,50,20,,在钻石抽卡中抽卡20次,,200,
6668,通行证第一周任务,1005,2,8,,29,300,,挑战普通关卡300次,,200,10000
6669,通行证第一周任务,1005,2,8,,30,60,,挑战困难关卡60次,,200,20000
6670,通行证第一周任务,1005,2,8,,85,30,,派遣任务完成30次,,100,
6671,通行证第一周任务,1005,2,8,,21,3000,,消耗3000钻石,,200,
6672,通行证第一周任务,1005,2,8,,67,7,,以太乐园通过7层,,200,
6673,通行证第一周任务,1005,2,8,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6681,通行证第一周任务,1005,2,9,,17,3,,累计登录3天,,100,
6682,通行证第一周任务,1005,2,9,,36,50,,精灵升级50次,,100,strengthen-1
6683,通行证第一周任务,1005,2,9,,21,1000,,消耗1000钻石,,200,
6684,通行证第一周任务,1005,2,9,,43,50,,竞技场积分50分,,100,
6685,通行证第一周任务,1005,2,9,,63,50000,,以太积分累计50000分,,100,
6686,通行证第一周任务,1005,2,9,,55,20,,公会捐献20次,,100,
6687,通行证第一周任务,1005,2,9,,50,20,,在钻石抽卡中抽卡20次,,200,
6688,通行证第一周任务,1005,2,9,,29,300,,挑战普通关卡300次,,200,10000
6689,通行证第一周任务,1005,2,9,,30,60,,挑战困难关卡60次,,200,20000
6690,通行证第一周任务,1005,2,9,,85,30,,派遣任务完成30次,,100,
6691,通行证第一周任务,1005,2,9,,21,3000,,消耗3000钻石,,200,
6692,通行证第一周任务,1005,2,9,,67,7,,以太乐园通过7层,,200,
6693,通行证第一周任务,1005,2,9,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6701,通行证第一周任务,1005,2,10,,17,3,,累计登录3天,,100,
6702,通行证第一周任务,1005,2,10,,36,50,,精灵升级50次,,100,strengthen-1
6703,通行证第一周任务,1005,2,10,,21,1000,,消耗1000钻石,,200,
6704,通行证第一周任务,1005,2,10,,43,50,,竞技场积分50分,,100,
6705,通行证第一周任务,1005,2,10,,63,50000,,以太积分累计50000分,,100,
6706,通行证第一周任务,1005,2,10,,55,20,,公会捐献20次,,100,
6707,通行证第一周任务,1005,2,10,,50,20,,在钻石抽卡中抽卡20次,,200,
6708,通行证第一周任务,1005,2,10,,29,300,,挑战普通关卡300次,,200,10000
6709,通行证第一周任务,1005,2,10,,30,60,,挑战困难关卡60次,,200,20000
6710,通行证第一周任务,1005,2,10,,85,30,,派遣任务完成30次,,100,
6711,通行证第一周任务,1005,2,10,,21,3000,,消耗3000钻石,,200,
6712,通行证第一周任务,1005,2,10,,67,7,,以太乐园通过7层,,200,
6713,通行证第一周任务,1005,2,10,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
6721,通行证第一周任务,1005,2,11,,17,3,,累计登录3天,,100,
6722,通行证第一周任务,1005,2,11,,36,50,,精灵升级50次,,100,strengthen-1
6723,通行证第一周任务,1005,2,11,,21,1000,,消耗1000钻石,,200,
6724,通行证第一周任务,1005,2,11,,43,50,,竞技场积分50分,,100,
6725,通行证第一周任务,1005,2,11,,63,50000,,以太积分累计50000分,,100,
6726,通行证第一周任务,1005,2,11,,55,20,,公会捐献20次,,100,
6727,通行证第一周任务,1005,2,11,,50,20,,在钻石抽卡中抽卡20次,,200,
6728,通行证第一周任务,1005,2,11,,29,300,,挑战普通关卡300次,,200,10000
6729,通行证第一周任务,1005,2,11,,30,60,,挑战困难关卡60次,,200,20000
6730,通行证第一周任务,1005,2,11,,85,30,,派遣任务完成30次,,100,
6731,通行证第一周任务,1005,2,11,,21,3000,,消耗3000钻石,,200,
6732,通行证第一周任务,1005,2,11,,67,7,,以太乐园通过7层,,200,
6733,通行证第一周任务,1005,2,11,,86,6,{6=4},完成S以上派遣6次,,200,
,,,,,,,,,,,,
7001,通行证日任务,1006,1,,,15,1,,每日登陆,,30,
7002,通行证日任务,1006,1,,,29,30,,挑战普通关卡30次,,30,10000
7003,通行证日任务,1006,1,,,39,1,,饰品突破1次,,30,
7004,通行证日任务,1006,1,,,41,5,,竞技场战斗5次,,30,
7005,通行证日任务,1006,1,,,66,2,,元素挑战战斗2次,,30,
7006,通行证日任务,1006,1,,,20,1000000,,消耗1000000金币,,30,
7007,通行证日任务,1006,1,,,21,300,,消耗300钻石,,30,
7008,通行证日任务,1006,1,,4,15,1,,大师每日登陆,,30,
,,,,,,,,,,,,
7021,通行证第一周任务,1006,2,1,,17,2,,累计登录2天,,100,
7022,通行证第一周任务,1006,2,1,,36,30,,精灵升级30次,,100,strengthen-1
