变量名,serverOpenDays,fightPointLimit,vipLimit
1327,1327,3000000,5
1328,1328,3000000,5
1329,1329,3000000,5
1330,1330,3000000,5
1331,1331,3000000,5
1332,1332,3000000,5
1333,1333,3000000,5
1334,1334,3000000,5
1335,1335,3000000,5
1336,1336,3000000,5
1337,1337,3000000,5
1338,1338,3000000,5
1339,1339,3000000,5
1340,1340,3000000,5
1341,1341,3000000,5
1342,1342,3000000,5
1343,1343,3000000,5
1344,1344,3000000,5
1345,1345,3000000,5
1346,1346,3000000,5
1347,1347,3000000,5
1348,1348,3000000,5
1349,1349,3000000,5
1350,1350,3000000,5
1351,1351,3000000,5
1352,1352,3000000,5
1353,1353,3000000,5
1354,1354,3000000,5
1355,1355,3000000,5
1356,1356,3000000,5
1357,1357,3000000,5
1358,1358,3000000,5
1359,1359,3000000,5
1360,1360,3000000,5
1361,1361,3000000,5
1362,1362,3000000,5
1363,1363,3000000,5
1364,1364,3000000,5
1365,1365,3000000,5
1366,1366,3000000,5
1367,1367,3000000,5
1368,1368,3000000,5
1369,1369,3000000,5
1370,1370,3000000,5
1371,1371,3000000,5
1372,1372,3000000,5
1373,1373,3000000,5
1374,1374,3000000,5
1375,1375,3000000,5
1376,1376,3000000,5
1377,1377,3000000,5
1378,1378,3000000,5
1379,1379,3000000,5
1380,1380,3000000,5
1381,1381,3000000,5
1382,1382,3000000,5
1383,1383,3000000,5
1384,1384,3000000,5
1385,1385,3000000,5
1386,1386,3000000,5
1387,1387,3000000,5
1388,1388,3000000,5
1389,1389,3000000,5
1390,1390,3000000,5
1391,1391,3000000,5
1392,1392,3000000,5
1393,1393,3000000,5
1394,1394,3000000,5
1395,1395,3000000,5
1396,1396,3000000,5
1397,1397,3000000,5
1398,1398,3000000,5
1399,1399,3000000,5
1400,1400,3000000,5
1401,1401,3000000,5
1402,1402,3000000,5
1403,1403,3000000,5
1404,1404,3000000,5
1405,1405,3000000,5
1406,1406,3000000,5
1407,1407,3000000,5
1408,1408,3000000,5
1409,1409,3000000,5
1410,1410,3000000,5
1411,1411,3000000,5
1412,1412,3000000,5
1413,1413,3000000,5
1414,1414,3000000,5
1415,1415,3000000,5
1416,1416,3000000,5
1417,1417,3000000,5
1418,1418,3000000,5
1419,1419,3000000,5
1420,1420,3000000,5
1421,1421,3000000,5
1422,1422,3000000,5
1423,1423,3000000,5
1424,1424,3000000,5
1425,1425,3000000,5
1426,1426,3000000,5
1427,1427,3000000,5
1428,1428,3000000,5
1429,1429,3000000,5
1430,1430,3000000,5
1431,1431,3000000,5
1432,1432,3000000,5
1433,1433,3000000,5
1434,1434,3000000,5
1435,1435,3000000,5
1436,1436,3000000,5
1437,1437,3000000,5
1438,1438,3000000,5
1439,1439,3000000,5
1440,1440,3000000,5
1441,1441,3000000,5
1442,1442,3000000,5
1443,1443,3000000,5
1444,1444,3000000,5
1445,1445,3000000,5
1446,1446,3000000,5
1447,1447,3000000,5
1448,1448,3000000,5
1449,1449,3000000,5
1450,1450,3000000,5
1451,1451,3000000,5
1452,1452,3000000,5
1453,1453,3000000,5
1454,1454,3000000,5
1455,1455,3000000,5
1456,1456,3000000,5
1457,1457,3000000,5
1458,1458,3000000,5
1459,1459,3000000,5
1460,1460,3000000,5
1461,1461,3000000,5
1462,1462,3000000,5
1463,1463,3000000,5
1464,1464,3000000,5
1465,1465,3000000,5
1466,1466,3000000,5
1467,1467,3000000,5
1468,1468,3000000,5
1469,1469,3000000,5
1470,1470,3000000,5
1471,1471,3000000,5
1472,1472,3000000,5
1473,1473,3000000,5
1474,1474,3000000,5
1475,1475,3000000,5
1476,1476,3000000,5
1477,1477,3000000,5
1478,1478,3000000,5
1479,1479,3000000,5
1480,1480,3000000,5
1481,1481,3000000,5
1482,1482,3000000,5
1483,1483,3000000,5
1484,1484,3000000,5
1485,1485,3000000,5
1486,1486,3000000,5
1487,1487,3000000,5
1488,1488,3000000,5
1489,1489,3000000,5
1490,1490,3000000,5
1491,1491,3000000,5
1492,1492,3000000,5
1493,1493,3000000,5
1494,1494,3000000,5
1495,1495,3000000,5
1496,1496,3000000,5
1497,1497,3000000,5
1498,1498,3000000,5
1499,1499,3000000,5
1500,1500,3000000,5
1501,9999,3000000,5
