变量名,huodongID,_beizhu,name,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,clientParam,idLimit
2053,23215,携带材料礼包-198元-活动限购2次,携带兑换礼包,3,,{6071=40;2103=20;rmb=1980},111,,,,,activity/direct_gift/icon_gjbx15.png,,,,,
2054,23215,携带材料礼包-328元-活动限购2次,携带兑换礼包,4,,{6071=60;2103=30;rmb=3280},112,,,,,activity/direct_gift/icon_gjbx16.png,,,,,
2055,23215,携带材料礼包-648元-活动限购3次,携带兑换礼包,4,,{6071=120;2103=60;rmb=6480},113,,,,,activity/direct_gift/icon_cjbx12.png,,,,,
2056,23215,探险器养成礼包-98元-活动限购3次,探险器养成礼包,3,,{966=2;4000=100;rmb=980},108,,,,,activity/direct_gift/icon_cjbx12.png,,,,,
2057,23215,探险器养成礼包-198元-活动限购2次,探险器养成礼包,2,,{967=1;4000=200;rmb=1980},111,,,,,activity/direct_gift/icon_gjbx12.png,,,,,
,,,,,,,,,,,,,,,,,
2061,23216,免费礼包-0元-限购一次,免费礼包,1,,{502=1;19=2;rmb=60},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2062,23216,万能礼包-30元-限购2次,万能礼包,2,,{rmb=300;502=10;gold=100000},106,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2063,23216,万能礼包-98元-限购2次,万能礼包,2,,{rmb=980;502=20;gold=300000},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2064,23216,升星礼包-198元-限购2次,升星礼包,3,,{card={id=9002};rmb=1980;gold=200000},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2065,23216,神兽万能礼包-328元-限购2次,神兽万能礼包,3,,{rmb=3280;521=30;gold=300000},112,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2066,23216,神兽升星礼包-648元-限购2次,神兽升星礼包,3,,{card={id=9003};rmb=6480;gold=600000},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2067,23216,性格薄荷礼包-648元-限购1次,性格薄荷礼包,1,,{rmb=6480;937=1;19=60},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2071,23217,符石礼包-0元-活动限购1次,免费礼包,1,,{531=1;529=50;gold=50000},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2072,23217,符石礼包-6元-活动限购1次,符石礼包,1,,{531=2;529=100;rmb=120},102,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2073,23217,符石礼包-30元-活动限购1次,符石礼包,2,,{531=10;992=1;rmb=200},106,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2074,23217,符石礼包-198元-活动限购1次,符石礼包,2,,{531=30;993=2;rmb=500},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2075,23217,符石礼包-648元-活动限购1次,符石礼包,2,,{531=80;994=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2081,23218,免费养成礼包-0元-限购一次,免费礼包,1,,{452=20;451=50;2103=5},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2082,23218,免费养成礼包-0元-限购一次,免费礼包,1,,{902=5;850=100;gold=100000},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2083,23218,努力养成礼包-98元-限购一次,努力养成礼包,1,,{rmb=980;452=200;451=400},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2084,23218,努力养成礼包-198元-限购一次,努力养成礼包,1,,{rmb=1980;452=400;451=800},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2085,23218,努力养成礼包-328元-限购一次,努力养成礼包,1,,{rmb=3280;452=600;451=1200},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2086,23218,携带养成礼包-98元-限购一次,携带养成礼包,1,,{rmb=980;2103=80;gold=800000},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2087,23218,携带养成礼包-198元-限购一次,携带养成礼包,1,,{rmb=1980;2103=160;gold=1600000},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2088,23218,携带养成礼包-328元-限购一次,携带养成礼包,1,,{rmb=3280;2103=240;gold=2400000},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2089,23218,好感度礼包-98元-限购一次,好感度礼包,1,,{rmb=980;604=30;902=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2090,23218,好感度礼包-198元-限购一次,好感度礼包,1,,{rmb=1980;604=60;902=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2091,23218,好感度礼包-328元-限购一次,好感度礼包,1,,{rmb=3280;604=90;902=240},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2092,23218,潜能礼包-98元-限购一次,潜能礼包,1,,{rmb=980;850=800;851=400},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2093,23218,潜能礼包-198元-限购一次,潜能礼包,1,,{rmb=1980;850=1600;851=800},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2094,23218,潜能礼包-328元-限购一次,潜能礼包,1,,{rmb=3280;850=2400;851=1200},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
12095,23218,道馆礼包-98元-限购一次,道馆礼包,1,68,{rmb=980;151=800;152=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,<cn;kr>,,
12096,23218,道馆礼包-198元-限购一次,道馆礼包,1,68,{rmb=1980;151=1600;152=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,<cn;kr>,,
12097,23218,道馆礼包-328元-限购一次,道馆礼包,1,68,{rmb=3280;151=2400;152=240},112,,,,,activity/direct_gift/icon_gjbx.png,,,<cn;kr>,,
12098,23218,刻印礼包-98元-限购一次,刻印礼包,1,78,{rmb=980;111=400;112=80},108,,,,,activity/direct_gift/icon_cjbx.png,,,<cn>,,
12099,23218,刻印礼包-198元-限购一次,刻印礼包,1,78,{rmb=1980;111=800;112=160},111,,,,,activity/direct_gift/icon_zjbx.png,,,<cn>,,
12100,23218,刻印礼包-328元-限购一次,刻印礼包,1,78,{rmb=3280;111=1600;112=320},112,,,,,activity/direct_gift/icon_gjbx.png,,,<cn>,,
,,,,,,,,,,,,,,,,,
2100,23219,国庆特惠礼包-免费-限购一次,盛典特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,,,
2101,23213,春节特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2102,23219,国庆特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2103,23219,国庆特惠礼包-30元-限购一次,盛典特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,,,
2104,23219,国庆特惠礼包-60元-限购一次,盛典特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,,,
2105,23219,稀有S礼包-98元-每周限购1次,盛典特惠礼包,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2106,23219,探险器礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2107,23219,饰品抽卡礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2108,23219,紫色礼包-198元-限购2次,盛典特惠礼包,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2109,23219,紫色礼包-198元-限购2次,盛典特惠礼包,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2110,23219,升星礼包-198元-限购2次,盛典特惠礼包,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2111,23219,符石礼包-198元-活动限购2次,盛典特惠礼包,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2112,23219,觉醒礼包-328元-限购2次,盛典特惠礼包,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2113,23219,符石礼包-328元-限购2次,盛典特惠礼包,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2114,23219,升星礼包-648元-限购4次,盛典特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,,,
,,,,,,,,,,,,,,,,,
2201,101029,成长礼包-6元-限购一次,成长礼包,1,,{rmb=60;stamina=100;gold=50000;12=10},102,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,,,
2202,101029,培养值礼包-30元-限购一次,努力值礼包,1,,{452=30;451=100},106,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,,,
2203,101029,探险器礼包-98元-限购一次,探险器礼包,1,,{520=10;4000=100},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,
2204,101029,饰品抽卡礼包-98元-限购一次,饰品抽卡礼包,1,,{503=20;941=1},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,
2205,101029,惊喜礼包,惊喜礼包,1,,{452=30;451=100;rmb=60},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,
2230,101028,单品道具,单品道具,1,,{452=30},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,,,
2231,101028,单品道具,单品道具,1,,{451=100},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,,,
2232,101028,单品道具,单品道具,5,,{520=10},,200,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,280,,,
2233,101028,单品道具,单品道具,5,,{4000=100},,200,,,1,,,250,,,
2234,101028,单品道具,单品道具,1,,{503=20},,300,,,1,,,400,,,
2235,101028,单品道具,单品道具,1,,{941=1},,300,,,1,,,420,,,
,,,,,,,,,,,,,,,,,
2250,23220,双12特惠礼包-6元-限购一次,双12特惠礼包,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,,,,,
2251,23220,双12特惠礼包-30元-限购一次,双12特惠礼包,1,,{rmb=300;519=10},106,,,,0,common/icon/icon_box5.png,,,,,
2252,23220,双12特惠礼包-98元-限购1次,双12特惠礼包,1,,{card={id=9002};rmb=980;gold=200000},108,,,,0,common/icon/icon_box5.png,,,,,
2253,23220,双12特惠礼包-98元-限购1次,双12特惠礼包,1,,{rmb=980;942=1;gold=500000},108,,,,0,common/icon/icon_box4.png,,,,,
2254,23220,双12特惠礼包-198元-限购1次,双12特惠礼包,1,,{rmb=1980;6059=2;501=3},111,,,,0,common/icon/icon_box4.png,,,,,
2255,23220,双12特惠礼包-648元-限购1次,双12特惠礼包,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,0,common/icon/icon_box4.png,,,,,
,,,,,,,,,,,,,,,,,
2260,23221,国庆特惠礼包-免费-限购一次,双旦特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_sdsc1.png,,,,,
2261,23221,春节特惠礼包-6元-限购一次,双旦特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,,,
2262,23221,国庆特惠礼包-6元-限购一次,双旦特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,,,
2263,23221,国庆特惠礼包-30元-限购一次,双旦特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_sdsc1.png,,,,,
2264,23221,国庆特惠礼包-60元-限购一次,双旦特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_sdsc1.png,,,,,
2265,23221,稀有S礼包-98元-每周限购1次,双旦特惠礼包,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2266,23221,探险器礼包-98元-每周限购2次,双旦特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2267,23221,饰品抽卡礼包-98元-每周限购2次,双旦特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2268,23221,紫色礼包-198元-限购2次,双旦特惠礼包,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2269,23221,紫色礼包-198元-限购2次,双旦特惠礼包,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2270,23221,升星礼包-198元-限购2次,双旦特惠礼包,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2271,23221,符石礼包-198元-活动限购2次,双旦特惠礼包,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,
2272,23221,觉醒礼包-328元-限购2次,双旦特惠礼包,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_sdsc3.png,,,,,
2273,23221,符石礼包-328元-限购2次,双旦特惠礼包,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_sdsc3.png,,,,,
2274,23221,升星礼包-648元-限购4次,双旦特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_sdsc3.png,,,,,
2275,23221,蒂安希礼包-648元-限购1次,双旦特惠礼包,1,,{rmb=6480;8002=1;521=50},113,,,,,activity/direct_gift/icon_sdsc3.png,,,,,
,,,,,,,,,,,,,,,,,
2280,23222,国庆特惠礼包-免费-限购一次,春节特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_year1.png,,,,,
2281,23222,春节特惠礼包-6元-限购一次,春节特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_year1.png,,,,,
2282,23222,国庆特惠礼包-6元-限购一次,春节特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_year1.png,,,,,
2283,23222,国庆特惠礼包-30元-限购一次,春节特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_year1.png,,,,,
2284,23222,国庆特惠礼包-60元-限购一次,春节特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_year1.png,,,,,
2285,23222,稀有S礼包-98元-每周限购1次,春节特惠礼包,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2286,23222,探险器礼包-98元-每周限购2次,春节特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2287,23222,饰品抽卡礼包-98元-每周限购2次,春节特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2288,23222,紫色礼包-198元-限购2次,春节特惠礼包,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2289,23222,紫色礼包-198元-限购2次,春节特惠礼包,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2290,23222,升星礼包-198元-限购2次,春节特惠礼包,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2291,23222,符石礼包-198元-活动限购2次,春节特惠礼包,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2292,23222,觉醒礼包-328元-限购2次,春节特惠礼包,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_year3.png,,,,,
2293,23222,符石礼包-328元-限购2次,春节特惠礼包,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_year3.png,,,,,
2294,23222,升星礼包-648元-限购4次,春节特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_year3.png,,,,,
,,,,,,,,,,,,,,,,,
2300,23223,国庆特惠礼包-免费-限购一次,春节特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_year1.png,,,,,
2301,23223,春节特惠礼包-6元-限购一次,春节特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_year1.png,,,,,
2302,23223,国庆特惠礼包-6元-限购一次,春节特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_year1.png,,,,,
2303,23223,国庆特惠礼包-30元-限购一次,春节特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_year1.png,,,,,
2304,23223,国庆特惠礼包-60元-限购一次,春节特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_year1.png,,,,,
2305,23223,稀有S礼包-98元-每周限购1次,春节特惠礼包,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2306,23223,探险器礼包-98元-每周限购2次,春节特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2307,23223,饰品抽卡礼包-98元-每周限购2次,春节特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_year2.png,,,,,
2308,23223,紫色礼包-198元-限购2次,春节特惠礼包,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2309,23223,紫色礼包-198元-限购2次,春节特惠礼包,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2310,23223,升星礼包-198元-限购2次,春节特惠礼包,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2311,23223,符石礼包-198元-活动限购2次,春节特惠礼包,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_year2.png,,,,,
2312,23223,觉醒礼包-328元-限购2次,春节特惠礼包,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_year3.png,,,,,
2313,23223,符石礼包-328元-限购2次,春节特惠礼包,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_year3.png,,,,,
2314,23223,升星礼包-648元-限购4次,春节特惠礼包,6,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_year3.png,,,,,
2315,23223,达克莱伊礼包-648元-限购1次,春节特惠礼包,1,,{rmb=6480;8006=1;521=50},113,,,,,activity/direct_gift/icon_year3.png,,,,,
,,,,,,,,,,,,,,,,,
2320,23224,国庆特惠礼包-免费-限购一次,周年庆特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_znq1.png,,,,,
2321,23224,春节特惠礼包-6元-限购一次,周年庆特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_znq1.png,,,,,
2322,23224,国庆特惠礼包-6元-限购一次,周年庆特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_znq1.png,,,,,
2323,23224,国庆特惠礼包-30元-限购一次,周年庆特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_znq1.png,,,,,
2324,23224,国庆特惠礼包-60元-限购一次,周年庆特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_znq1.png,,,,,
2325,23224,稀有S礼包-98元-每周限购1次,周年庆特惠礼包,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/icon_znq2.png,,,,,
2326,23224,探险器礼包-98元-每周限购2次,周年庆特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_znq2.png,,,,,
2327,23224,饰品抽卡礼包-98元-每周限购2次,周年庆特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_znq2.png,,,,,
2328,23224,紫色礼包-198元-限购2次,周年庆特惠礼包,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_znq2.png,,,,,
2329,23224,紫色礼包-198元-限购2次,周年庆特惠礼包,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_znq2.png,,,,,
2330,23224,升星礼包-198元-限购2次,周年庆特惠礼包,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_znq2.png,,,,,
2331,23224,符石礼包-198元-活动限购2次,周年庆特惠礼包,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_znq2.png,,,,,
2332,23224,觉醒礼包-328元-限购2次,周年庆特惠礼包,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_znq3.png,,,,,
2333,23224,符石礼包-328元-限购2次,周年庆特惠礼包,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_znq3.png,,,,,
2334,23224,红百半价特惠礼包-328元-限购1次,周年庆特惠礼包,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,,activity/direct_gift/icon_znq3.png,,,,,
2335,23224,升星礼包-648元-限购4次,周年庆特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_znq3.png,,,,,
,,,,,,,,,,,,,,,,,
2340,23225,免费养成礼包-0元-限购一次,免费礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_znq1.png,,,,,
2341,23225,努力礼包-30元-限购一次,努力值礼包,1,,{rmb=450;452=100;451=200},106,,0,,2,activity/direct_gift/icon_zjbx.png,,,,,
2342,23225,抽卡礼包-60元-限购一次,抽卡礼包,1,,{rmb=900;519=10},107,,0,,2,activity/direct_gift/icon_zjbx3.png,,,,,
2343,23225,探险器礼包-98元-限购2次,探险器礼包,1,,{rmb=1280;520=10;4000=100},108,,0,,2,activity/direct_gift/icon_zjbx7.png,,,,,
2344,23225,饰品抽卡礼包-98元-限购2次,饰品抽卡礼包,1,,{rmb=1280;503=20;501=1},108,,0,,2,activity/direct_gift/icon_zjbx8.png,,,,,
2345,23225,紫色携带礼包-198元-限购2次,携带道具礼包,1,,{rmb=2280;2103=100;gold=500000},111,,0,,2,activity/direct_gift/icon_gjbx9.png,,,,,
2346,23225,紫色携带礼包-198元-限购2次,携带道具礼包,1,,{rmb=2280;942=1;gold=100000},111,,0,,2,activity/direct_gift/icon_gjbx10.png,,,,,
2347,23225,升星礼包-198元-限购2次,升星礼包,1,,{card={id=9002};rmb=2280;gold=150000},111,,0,,2,activity/direct_gift/icon_gjbx4.png,,,,,
2348,23225,觉醒礼包-328元-限购2次,升星礼包,1,,{rmb=3580;6059=2;501=5},112,,0,,2,activity/direct_gift/icon_gjbx11.png,,,,,
2349,23225,符石礼包-328元-限购2次,符石礼包,2,,{rmb=3580;994=1;529=20000},112,,0,,2,activity/direct_gift/icon_gjbx11.png,,,,,
2350,23225,升星礼包-648元-限购4次,升星礼包,2,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,0,,2,activity/direct_gift/icon_gjbx13.png,,,,,
,,,,,,,,,,,,,,,,,
2360,23226,国庆特惠礼包-免费-限购一次,五一特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,,,
2361,23226,春节特惠礼包-6元-限购一次,五一特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2362,23226,五一特惠礼包-6元-限购一次,五一特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2363,23226,国庆特惠礼包-30元-限购一次,五一特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,,,
2364,23226,国庆特惠礼包-60元-限购一次,五一特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,,,
2365,23226,稀有S礼包-98元-每周限购1次,五一特惠礼包,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2366,23226,探险器礼包-98元-每周限购2次,五一特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2367,23226,饰品抽卡礼包-98元-每周限购2次,五一特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2368,23226,紫色礼包-198元-限购2次,五一特惠礼包,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2369,23226,紫色礼包-198元-限购2次,五一特惠礼包,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2370,23226,升星礼包-198元-限购2次,五一特惠礼包,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2371,23226,符石礼包-198元-活动限购2次,五一特惠礼包,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2372,23226,觉醒礼包-328元-限购2次,五一特惠礼包,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2373,23226,符石礼包-328元-限购2次,五一特惠礼包,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2374,23226,升星礼包-648元-限购4次,五一特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,,,
,,,,,,,,,,,,,,,,,
2380,23227,up抽卡礼包-6元-活动限购1次,限定抽卡礼包,1,,{527=1;14=5;rmb=120},102,,,,1,activity/direct_gift/icon_cjbx.png,,,,,
2381,23227,抽卡礼包-98元-每周限购2次,抽卡礼包,2,,{519=10;14=10;rmb=980},108,,,,1,activity/direct_gift/icon_zjbx.png,,,,,
2382,23227,up抽卡礼包-98元-每周限购2次,限定抽卡礼包,2,,{527=10;14=10;rmb=980},108,,,,1,activity/direct_gift/icon_zjbx3.png,,,,,
2384,23227,抽卡礼包-328元-活动限购2次,抽卡礼包,2,,{519=20;14=20;rmb=3280},112,,,,1,activity/direct_gift/icon_gjbx.png,,,,,
2385,23227,up抽卡礼包-328元-每周限购2次,限定抽卡礼包,2,,{527=15;14=30;rmb=3280},112,,,,1,activity/direct_gift/icon_gjbx1.png,,,,,
2386,23227,up抽卡礼包-648元-活动限购2次,限定抽卡礼包,2,,{527=30;14=40;rmb=6480},113,,,,1,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2390,23228,周礼包-免费领取,免费礼包,1,,{rmb=30;502=1;gold=30000},,0,0,,1,activity/direct_gift/icon_cjbx.png,,,,,
2391,23228,探险器礼包-98元-每周限购2次,探险器礼包,2,,{rmb=980;520=10;4000=100},108,,0,,1,activity/direct_gift/icon_zjbx7.png,,,,,
2392,23228,饰品抽卡礼包-98元-每周限购2次,饰品抽卡礼包,2,,{rmb=980;503=20;501=1},108,,0,,1,activity/direct_gift/icon_zjbx8.png,,,,,
2393,23228,万能碎片礼包-198元-每周限购2次,升星礼包,2,,{rmb=1980;502=30},111,,0,,1,activity/direct_gift/icon_gjbx17.png,,,,,
2394,23228,升星礼包-328元-每周限购2次,升星礼包,2,,{card={id=9002};rmb=3280;gold=300000},112,,2,,1,activity/direct_gift/icon_gjbx4.png,,,,,
2395,23228,紫色礼包-328元-每周限购2次,携带道具礼包,2,,{rmb=3280;942=1;2103=60},112,,2,,1,activity/direct_gift/icon_gjbx18.png,,,,,
