变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
50040050,5004,50,25000,{gold=18880000;rmb=58888},{rmb=88888;2153=3},1,<1;2;3>
50040051,5004,51,25500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040052,5004,52,26000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040053,5004,53,26500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040054,5004,54,27000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040055,5004,55,27500,{gold=18880000;rmb=58888},{rmb=88888;702=10},1,<1;2;3>
50040056,5004,56,28000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040057,5004,57,28500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040058,5004,58,29000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040059,5004,59,29500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50040060,5004,60,30000,{gold=18880000;rmb=58888},{rmb=88888;703=5},1,<1;2;3>
,新手通行证,,,,,,
50050001,5005,1,500,{gold=8880000;rmb=28888},{rmb=880000;161=888},,
50050002,5005,2,1000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050003,5005,3,1500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050004,5005,4,2000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050005,5005,5,2500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50050006,5005,6,3000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050007,5005,7,3500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050008,5005,8,4000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050009,5005,9,4500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050010,5005,10,5000,{gold=18880000;rmb=58888},{rmb=88888;173=1},1,<1;2;3>
50050011,5005,11,5500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050012,5005,12,6000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050013,5005,13,6500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050014,5005,14,7000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050015,5005,15,7500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50050016,5005,16,8000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050017,5005,17,8500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050018,5005,18,9000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050019,5005,19,9500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050020,5005,20,10000,{gold=18880000;rmb=58888},{rmb=88888;2181=1},1,<1;2;3>
50050021,5005,21,10500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050022,5005,22,11000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050023,5005,23,11500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050024,5005,24,12000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050025,5005,25,12500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50050026,5005,26,13000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050027,5005,27,13500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050028,5005,28,14000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050029,5005,29,14500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050030,5005,30,15000,{gold=18880000;rmb=58888},{rmb=88888;2152=10},1,<1;2;3>
50050031,5005,31,15500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050032,5005,32,16000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050033,5005,33,16500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050034,5005,34,17000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050035,5005,35,17500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50050036,5005,36,18000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050037,5005,37,18500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050038,5005,38,19000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050039,5005,39,19500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050040,5005,40,20000,{gold=18880000;rmb=58888},{rmb=88888;6071=1000},1,<1;2;3>
50050041,5005,41,20500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050042,5005,42,21000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050043,5005,43,21500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050044,5005,44,22000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050045,5005,45,22500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50050046,5005,46,23000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050047,5005,47,23500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050048,5005,48,24000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050049,5005,49,24500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050050,5005,50,25000,{gold=18880000;rmb=58888},{rmb=88888;2153=3},1,<1;2;3>
50050051,5005,51,25500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050052,5005,52,26000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050053,5005,53,26500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050054,5005,54,27000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050055,5005,55,27500,{gold=18880000;rmb=58888},{rmb=88888;702=10},1,<1;2;3>
50050056,5005,56,28000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050057,5005,57,28500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050058,5005,58,29000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050059,5005,59,29500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50050060,5005,60,30000,{gold=18880000;rmb=58888},{rmb=88888;703=5},1,<1;2;3>
,跨服战令,,,,,,
50060001,5006,1,500,{gold=8880000;rmb=28888},{rmb=880000;161=888},,
50060002,5006,2,1000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060003,5006,3,1500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060004,5006,4,2000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060005,5006,5,2500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50060006,5006,6,3000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060007,5006,7,3500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060008,5006,8,4000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060009,5006,9,4500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060010,5006,10,5000,{gold=18880000;rmb=58888},{rmb=88888;173=1},1,<1;2;3>
50060011,5006,11,5500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060012,5006,12,6000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060013,5006,13,6500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060014,5006,14,7000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060015,5006,15,7500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50060016,5006,16,8000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060017,5006,17,8500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060018,5006,18,9000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060019,5006,19,9500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060020,5006,20,10000,{gold=18880000;rmb=58888},{rmb=88888;2181=1},1,<1;2;3>
50060021,5006,21,10500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060022,5006,22,11000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060023,5006,23,11500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060024,5006,24,12000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060025,5006,25,12500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50060026,5006,26,13000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060027,5006,27,13500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060028,5006,28,14000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060029,5006,29,14500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060030,5006,30,15000,{gold=18880000;rmb=58888},{rmb=88888;2152=10},1,<1;2;3>
50060031,5006,31,15500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060032,5006,32,16000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060033,5006,33,16500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060034,5006,34,17000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060035,5006,35,17500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50060036,5006,36,18000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060037,5006,37,18500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060038,5006,38,19000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060039,5006,39,19500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060040,5006,40,20000,{gold=18880000;rmb=58888},{rmb=88888;6071=1000},1,<1;2;3>
50060041,5006,41,20500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060042,5006,42,21000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060043,5006,43,21500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060044,5006,44,22000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060045,5006,45,22500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50060046,5006,46,23000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060047,5006,47,23500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060048,5006,48,24000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060049,5006,49,24500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060050,5006,50,25000,{gold=18880000;rmb=58888},{rmb=88888;2153=3},1,<1;2;3>
50060051,5006,51,25500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060052,5006,52,26000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060053,5006,53,26500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060054,5006,54,27000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060055,5006,55,27500,{gold=18880000;rmb=58888},{rmb=88888;702=10},1,<1;2;3>
50060056,5006,56,28000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060057,5006,57,28500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060058,5006,58,29000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060059,5006,59,29500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50060060,5006,60,30000,{gold=18880000;rmb=58888},{rmb=88888;703=5},1,<1;2;3>
,助战战令,,,,,,
50070001,5007,1,500,{gold=8880000;rmb=28888},{rmb=880000;161=888},,
50070002,5007,2,1000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070003,5007,3,1500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070004,5007,4,2000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070005,5007,5,2500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50070006,5007,6,3000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070007,5007,7,3500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070008,5007,8,4000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070009,5007,9,4500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070010,5007,10,5000,{gold=18880000;rmb=58888},{rmb=88888;173=1},1,<1;2;3>
50070011,5007,11,5500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070012,5007,12,6000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070013,5007,13,6500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070014,5007,14,7000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070015,5007,15,7500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50070016,5007,16,8000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070017,5007,17,8500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070018,5007,18,9000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070019,5007,19,9500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070020,5007,20,10000,{gold=18880000;rmb=58888},{rmb=88888;2181=1},1,<1;2;3>
50070021,5007,21,10500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070022,5007,22,11000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070023,5007,23,11500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070024,5007,24,12000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070025,5007,25,12500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50070026,5007,26,13000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070027,5007,27,13500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070028,5007,28,14000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070029,5007,29,14500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070030,5007,30,15000,{gold=18880000;rmb=58888},{rmb=88888;2152=10},1,<1;2;3>
50070031,5007,31,15500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070032,5007,32,16000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070033,5007,33,16500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070034,5007,34,17000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070035,5007,35,17500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50070036,5007,36,18000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070037,5007,37,18500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070038,5007,38,19000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070039,5007,39,19500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070040,5007,40,20000,{gold=18880000;rmb=58888},{rmb=88888;6071=1000},1,<1;2;3>
50070041,5007,41,20500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070042,5007,42,21000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070043,5007,43,21500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070044,5007,44,22000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070045,5007,45,22500,{gold=18880000;rmb=58888},{rmb=88888;161=288},1,<1;2;3>
50070046,5007,46,23000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070047,5007,47,23500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070048,5007,48,24000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070049,5007,49,24500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070050,5007,50,25000,{gold=18880000;rmb=58888},{rmb=88888;2153=3},1,<1;2;3>
50070051,5007,51,25500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070052,5007,52,26000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070053,5007,53,26500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070054,5007,54,27000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070055,5007,55,27500,{gold=18880000;rmb=58888},{rmb=88888;702=10},1,<1;2;3>
50070056,5007,56,28000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070057,5007,57,28500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070058,5007,58,29000,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070059,5007,59,29500,{gold=8880000;rmb=28888},{rmb=58888;161=188},,
50070060,5007,60,30000,{gold=18880000;rmb=58888},{rmb=88888;703=5},1,<1;2;3>
