变量名,floor,openDay,gateSeq,autoCards,autoCards_tw,autoCards_en,autoCards_vn,autoCards_kr,cards,cards_tw,cards_en,cards_vn,cards_kr,deployLock,winCondition,roundLimit,name,name_tw,name_en,name_vn,name_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,deployDesc,monsterIDs,scene,beforePlot,beforePlotRepeat,beforeRes,reviewPlot,reviewPlot_tw,reviewPlot_en,reviewPlot_vn,reviewPlot_kr,award,award_tw,award_en,award_vn,award_kr,__version,gateIcon,iconPos,isFullManual,points
5051,6,3,5,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;0;0;0>,,6,沙漠冒险,,,,,关卡效果：【流沙】会在大回合结束时击杀目标。攻击对位石柱3次可以解除此位置的【流沙】。\n胜利条件：存活5回合,,,,,,<5051>,csv.stage.summer,,,,你穿过了流沙四伏的沙漠,,,,,{501=2;6394=15;24561=11;gold=100000},,,,,,activity/summer_challenge/btn_xrtz_6.png,{x=1644;y=309},,
5061,7,3,5,,,,,,<100001;100002;100003;100004;100005;100006;100007;100008;100009;100010>,,,,,<0;1;0;0;1;0>,,,绿野迷踪,,,,,关卡效果：潜行取消冷却时间；谢米永久禁疗；其他精灵治疗率大幅提升。\n胜利条件：击败谢米,,,,,,<5061>,csv.stage.summer,,,,你穿过了藤蔓缠绕的森林,,,,,{111=200;112=40;6394=15;24561=12;gold=110000},,,,,,activity/summer_challenge/btn_xrtz_7.png,{x=429;y=339},,
5071,8,4,5,{810701=2},,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<1;0;1;0;1;0>,,,游泳的渴望,,,,,关卡效果：让鳃鱼龙和伙伴们在水里快乐嬉戏吧，鳃鱼龙阵亡就会失败。\n胜利条件：获得战斗胜利,,,,,,<5071>,csv.stage.summer,,,,你和伙伴们在水中度过了愉快的下午,,,,,{502=6;6394=15;24561=13;gold=120000},,,,,,activity/summer_challenge/btn_xrtz_8.png,{x=652;y=752},,
5081,9,4,5,{810801=2},,,,,,,,,,<1;0;1;1;1;1>,,4,挚友,,,,,关卡效果：鳃鱼龙技能替换为关卡专属技能，接住对应攻击可以免疫伤害。\n胜利条件：存活4回合,,,,,,<5081>,csv.stage.summer,,,,鳃鱼龙和葱游兵成为了好朋友,,,,,{973=1;6394=15;24561=14;gold=130000},,,,,,activity/summer_challenge/btn_xrtz_9.png,{x=1149;y=562},,
5091,10,4,5,{810901=0},,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;0;0;0>,,,决战王牌,,,,,关卡效果：对决王牌喷火龙！喷火龙技能替换为关卡专属技能。\n胜利条件：击败全部敌人,,,,,,<5091>,csv.stage.summer,,,,鳃鱼龙击败了王牌喷火龙,,,,,{2451=1;6394=30;7304=1;24561=15;gold=140000},,,,,,activity/summer_challenge/btn_xrtz_10.png,{x=1422;y=843},,
6001,1,1,6,,,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<0;0;0;1;1;1>,,,古老传说,,,,,关卡效果：无特殊效果。\n胜利条件：击败雷吉铎拉戈,,,,,,<6001>,csv.stage.summer,,,,古代的人们惧怕雷吉铎拉戈整个身体被制作出来，于是将它封印在神殿深处,,,,,{500=1;6393=15;24651=5;gold=100000},,,,,,activity/summer_challenge/btn_24znq_1.png,{x=96;y=868},,
6011,2,1,6,{200401=1;200402=2},,,,,,,,,,<0;0;1;1;1;1>,,1,神殿大门,,,,,关卡效果：每个按钮具有点亮和熄灭两种状态。\n胜利条件：点亮所有按钮,,,,,,<6011>,csv.stage.summer,,,,你成功打开了神殿的大门,,,,,{901=20;6393=15;24651=5;gold=120000},,,,,,activity/summer_challenge/btn_24znq_2.png,{x=576;y=1208},,
6021,3,2,6,,,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<1;0;1;0;1;0>,,,遗迹守护者,,,,,关卡效果：无特殊效果。\n胜利条件：击败遗迹守护者,,,,,,<6021>,csv.stage.summer,,,,你成功打败了神殿的守护者,,,,,{519=2;6393=15;24651=5;gold=140000},,,,,,activity/summer_challenge/btn_24znq_3.png,{x=1322;y=1262},,
6031,4,2,6,{200401=2},,,,,,,,,,<1;0;1;1;1;1>,,2,唤醒之钥,,,,,关卡效果：每回合仅一龙在说谎，其余龙均说真话，请准确找出每回合钥匙的持有者。\n胜利条件：找到唤醒之钥,,,,,,<6031>,csv.stage.summer,,,,你成功找到了唤醒之钥,,,,,{527=2;6393=15;24651=5;gold=160000},,,,,,activity/summer_challenge/btn_24znq_4.png,{x=2392;y=1092},,
6041,5,3,6,,,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<0;0;0;0;1;0>,,,藤蔓迷窟,,,,,关卡效果：所有精灵同时被缠绕时立即失败。\n胜利条件：击败全部敌人,,,,,,<6041>,csv.stage.summer,,,,你成功逃离了巨蔓丛林,,,,,{6393=20;24651=7;gold=180000;rmb=128},,,,,,activity/summer_challenge/btn_24znq_5.png,{x=1920;y=822},,
6051,6,3,6,{820507=2},,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<1;0;1;0;0;0>,,,唤醒仪式,,,,,关卡效果：每个大回合结束时雷吉铎拉戈的封印层数-1，雷吉铎拉戈阵亡时立即失败。\n胜利条件：雷吉铎拉戈成功解除封印,,,,,,<6051>,csv.stage.summer,,,,你成功唤醒了雷吉铎拉戈,,,,,{503=3;6393=20;24651=7;gold=200000},,,,,,activity/summer_challenge/btn_24znq_6.png,{x=1300;y=778},,
6061,7,3,6,,,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<0;1;0;0;1;0>,,,反派的干扰,,,,,关卡效果：无特殊效果。\n胜利条件：存活5回合,,,,,,<6061>,csv.stage.summer,,,,你成功打败了火箭队,,,,,{520=3;6393=20;24651=7;gold=220000},,,,,,activity/summer_challenge/btn_24znq_7.png,{x=616;y=704},,
6071,8,4,6,{820701=2;820703=1;820704=3},,,,,,,,,,<0;0;0;1;1;1>,,,遗迹塌陷,,,,,关卡效果：每次行动后高度+1，受到攻击就会失败，敌方攻击对位，大回合开始时随机晕眩一个敌方。\n胜利条件：行动高度达到5,,,,,,<6071>,csv.stage.summer,,,,你成功逃离了深坑,,,,,{521=3;6393=30;24651=10;gold=240000},,,,,,activity/summer_challenge/btn_24znq_8.png,{x=808;y=286},,
6081,9,4,6,{820804=0},,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;820803;720035;720036;720037;720038;720039>,,,,,<1;0;1;0;1;0>,,,特殊训练,,,,,关卡效果：以彼之道还施彼身，敌方仅会受到自身招式的伤害和效果\n胜利条件：获得战斗胜利,,,,,,<6081>,csv.stage.summer,,,,雷吉铎拉戈成功完成了特训,,,,,{501=2;6393=30;24651=10;gold=260000},,,,,,activity/summer_challenge/btn_24znq_9.png,{x=1528;y=300},,
6091,10,4,6,{820901=0},,,,,<720001;720002;720003;720004;720005;720006;720007;720008;720009;720010;720011;720012;720013;720014;720015;720016;720017;720018;720019;720020;720021;720022;720023;720024;720025;720026;720027;720028;720029;720030;720031;720032;720033;720034;720035;720036;720037;720038;720039>,,,,,<0;0;0;0;0;0>,,,最终决战,,,,,关卡效果：指挥雷吉铎拉戈取得胜利吧。\n胜利条件：击败全部敌人,,,,,,<6091>,csv.stage.summer,,,,你指挥雷吉铎拉戈成功取胜,,,,,{974=1;2462=1;6393=30;24651=10;gold=280000},,,,,,activity/summer_challenge/btn_24znq_10.png,{x=2306;y=380},,
7001,1,1,7,,,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<0;0;0;1;1;1>,,,见义勇为,,,,,关卡效果：无特殊效果。\n胜利条件：击败所有敌人,,,,,,<7001>,csv.stage.summer,,,,训练家成功解救了泪眼蜥,,,,,{500=1;6394=15;24201=6;gold=50000},,,,,,activity/summer_challenge/btn_24xrtz_1.png,{x=554;y=1152},,<{x=818;y=936};{x=652;y=890};{x=608;y=814}>
7011,2,1,7,{830101=2},,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<1;0;1;0;1;0>,,,救死扶伤,,,,,关卡效果：每大回合结束己方全体速度提升，泪眼蜥阵亡立即失败。\n胜利条件：大回合结束时，泪眼蜥为满血,,,,,,<7011>,csv.stage.summer,,,,训练家成功治好了泪眼蜥的伤势,,,,,{527=2;6394=15;24201=7;gold=60000},,,,,,activity/summer_challenge/btn_24xrtz_2.png,{x=250;y=690},,<{x=482;y=459};{x=490;y=366};{x=552;y=322}>
7021,3,2,7,{830204=2},,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<1;0;1;0;1;0>,,,报复,,,,,关卡效果：敌方暴击伤害大幅提升，泪眼蜥阵亡立即失败。\n胜利条件：使泪眼蜥存活3回合,,,,,,<7021>,csv.stage.summer,,,,泪眼蜥带着训练家成功逃离了拉达的追击,,,,,{6394=15;24201=8;gold=70000;rmb=100},,,,,,activity/summer_challenge/btn_24xrtz_3.png,{x=456;y=224},,<{x=912;y=162};{x=1126;y=114};{x=1180;y=272}>
7031,4,2,7,,,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035;730036>,,,,,<1;0;1;1;0;1>,,6,沙漠之音,,,,,关卡效果：敌方免疫所有伤害，若附带音符则会在受到攻击后阵亡\n胜利条件：击败所有敌人,,,,,,<7031>,csv.stage.summer,,,,训练家成功找到了沙漠之音的来源,,,,,{151=150;152=15;6394=15;24201=9;gold=80000},,,,,,activity/summer_challenge/btn_24xrtz_4.png,{x=938;y=500},,<{x=1284;y=628};{x=1366;y=742};{x=1374;y=840}>
7041,5,3,7,,,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<1;0;1;0;1;0>,,3,罪魁祸首,,,,,关卡效果：沙漠蜻蜓每次受击失去1层闪避和怒气，闪避成功时会恢复生命和怒气\n胜利条件：击败沙漠蜻蜓,,,,,,<7041>,csv.stage.summer,,,,训练家成功击败了罪魁祸首,,,,,{529=1000;6394=15;24201=10;gold=90000},,,,,,activity/summer_challenge/btn_24xrtz_5.png,{x=1106;y=1064},,<{x=1498;y=842};{x=1618;y=762};{x=1692;y=662}>
7051,6,3,7,{830501=2},,,,,,,,,,<1;0;1;1;1;1>,,3,误会,,,,,关卡效果：无特殊效果。\n胜利条件：击败泪眼蜥,,,,,,<7051>,csv.stage.summer,,,,训练家误入了摄影剧组的拍摄场地,,,,,{501=2;6394=15;24201=11;gold=100000},,,,,,activity/summer_challenge/btn_24xrtz_6.png,{x=1458;y=486},,<{x=1868;y=642};{x=2006;y=692};{x=2124;y=660}>
7061,7,3,7,,,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<0;0;0;0;0;0>,,1,电影明星,,,,,关卡效果：开局满怒，敌方受击变化形态。\n胜利条件：使敌方全部变为千面避役,,,,,,<7061>,csv.stage.summer,,,,训练家和摄影剧组解除了误会,,,,,{111=200;112=40;6394=15;24201=12;gold=110000},,,,,,activity/summer_challenge/btn_24xrtz_7.png,{x=1964;y=644},,<{x=2238;y=432};{x=2242;y=324};{x=2326;y=246}>
7071,8,4,7,{830701=2},,,,,,,,,,<1;0;1;1;1;1>,,1,水枪特训,,,,,关卡效果：击杀敌人后重置小技能冷却并可再次行动\n胜利条件：击杀所有敌人,,,,,,<7071>,csv.stage.summer,,,,泪眼蜥成功完成了水枪特训,,,,,{502=6;6394=15;24201=13;gold=120000},,,,,,activity/summer_challenge/btn_24xrtz_8.png,{x=2226;y=250},,<{x=2592;y=395};{x=2750;y=536};{x=2812;y=754};{x=2654;y=896}>
7081,9,4,7,{830807=0},,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<1;0;1;0;1;0>,,,反派角色,,,,,关卡效果：无特殊效果。\n胜利条件：击败火箭队,,,,,,<7081>,csv.stage.summer,,,,训练家成功打败了火箭队,,,,,{973=1;6394=15;24201=14;gold=130000},,,,,,activity/summer_challenge/btn_24xrtz_9.png,{x=2278;y=1140},,<{x=2376;y=1096};{x=2172;y=1114};{x=1958;y=1098}>
7091,10,4,7,{830901=0},,,,,<730001;730002;730003;730004;730005;730006;730007;730008;730009;730010;730011;730012;730013;730014;730015;730016;730017;730018;730019;730020;730021;730022;730024;730025;730026;730027;730028;730029;730030;730031;730032;730033;730034;730035>,,,,,<0;0;0;0;0;0>,,,圆梦,,,,,关卡效果：指挥泪眼蜥取得胜利吧。\n胜利条件：击败全部敌人,,,,,,<7091>,csv.stage.summer,,,,训练家指挥泪眼蜥成功取胜,,,,,{2467=1;6394=30;7304=1;24201=15;gold=140000},,,,,,activity/summer_challenge/btn_24xrtz_10.png,{x=1574;y=1182},,
8001,1,1,8,,,,,,<100001;100002;100003;100004;100005;100006;100007;100008;100009;100010>,,,,,<0;1;0;0;1;0>,,,植物园,,,,,关卡效果：潜行取消冷却时间；谢米永久禁疗；其他精灵治疗率大幅提升。\n胜利条件：击败谢米,,,,,,<8001>,csv.stage.summer,1001,,,通过考验后，你们获得了一块画有#L10##C0x57D700#毽子棉图案#C0x5B545B##L0#的绿色石板。,,,,,{500=1;6394=15;22491=5;24561=5;gold=50000},,,,,,,,,
8011,2,1,8,,,,,,<100101;100102;100103;100104;100105;100106;100107;100108;100109;100110>,,,,,<0;0;0;0;1;0>,,,冰雪屋,,,,,关卡效果：冰冻目标变为不可选中，己方全体被冰冻则失败；敌方每回合提升控制率。\n胜利条件：获得战斗胜利,,,,,,<8011>,csv.stage.summer,,,,通过考验后，你们获得了一块画着#L10##C0x00CED7#海星星图案#C0x5B545B##L0#的蓝色石板。,,,,,{527=2;6394=15;22491=5;24561=5;gold=60000},,,,,,,,,
8021,3,1,8,,,,,,<100201;100202;100203;100204;100205;100206;100207;100208;100209;100210>,,,,,<0;0;0;1;1;1>,,,镜之城,,,,,关卡效果：对位的敌人会成为镜像，敌方受到镜像目标攻击会获得治疗。\n胜利条件：获得战斗胜利,,,,,,<8021>,csv.stage.summer,,,,通过考验后，你们获得了一块画着#L10##C0xAEAEA8#绿毛虫图案#C0x5B545B##L0#的白色石板。,,,,,{6394=15;22491=6;24561=6;gold=70000;rmb=100},,,,,,,,,
8031,4,2,8,,,,,,<100301;100302;100303;100304;100305;100306;100307;100308;100309;100310>,,,,,<0;0;0;1;1;1>,,,火炎岛,,,,,关卡效果：喷火龙各自拥有不同的能力，努力活下去！\n胜利条件：第7回合开始时仍然存活,,,,,,<8031>,csv.stage.summer,,,,通过考验后，你们获得了一块画着#L10##C0xEE2417#走路草图案#C0x5B545B##L0#的红色石板。,,,,,{151=150;152=15;6394=15;22491=7;24561=7;gold=80000},,,,,,,,,
8041,5,2,8,,,,,,<100401;100402;100403;100404;100405;100406;100407;100408;100409;100410>,,,,,<0;0;0;1;1;1>,,,幻境,,,,,关卡效果：胡地的真实意念隐藏在多个分身之中，找到他！胡地在遇到危险时会转移自己的真实意念哦\n胜利条件：击败胡地的真实意念,,,,,,<8041>,csv.stage.summer,,,,通过考验后，你们获得了一块画着#L10##C0xC817EE#怪力图案#C0x5B545B##L0#的紫色石板。,,,,,{529=1000;6394=15;22491=8;24561=8;gold=90000},,,,,,,,,
8051,6,2,8,{100501=2},,,,,,,,,,<1;0;1;1;1;1>,,,摩天轮,,,,,关卡效果：调皮的胡帕爱说谎，找到说真话的胡帕才能得到线索。\n胜利条件：击败所有说真话的胡帕,,,,,,<8051>,csv.stage.summer,,,,通过考验后，你们获得了一块画着#L10##C0xEEE017#角金鱼图案#C0x5B545B##L0#的黄色石板。,,,,,{501=2;6394=15;22491=8;24561=8;gold=100000},,,,,,,,,
8061,7,3,8,{100611=2},,,,,<100601;100602;100603;100604;100605;100606;100607;100608;100609;100610>,,,,,<1;0;1;0;0;0>,,,救援,,,,,关卡效果：保护好受伤的丑丑鱼。\n胜利条件：获得游戏胜利且丑丑鱼存活,,,,,,<8061>,csv.stage.summer,,,,赶跑不良少年后，你们救下了受伤的丑丑鱼，并将它暂时收服在精灵球中。,,,,,{111=200;112=40;6394=15;22491=9;24561=9;gold=110000},,,,,,,,,
8071,8,3,8,{100701=1;100702=2;100703=3;100704=4;100705=5;100706=6},,,,,,,,,,<0;0;0;0;0;0>,,,藏宝地,,,,,关卡效果：五颜六色的柱子，似乎和之前获得的石板有某种关联，石板上的图案又是代表什么呢？\n胜利条件：获得游戏胜利,,,,,,<8071>,csv.stage.summer,,,,破解了荒漠中的谜题后，你们找到了一尊精美的美纳斯雕像。,,,,,{502=6;6394=15;22491=10;24561=10;gold=120000},,,,,,,,,
8081,9,3,8,,,,,,<100801;100802;100803;100804;100805;100806;100807;100808;100809;100810>,,,,,<1;0;1;0;1;0>,,1,抢夺,,,,,关卡效果：小心点，可别把美纳斯雕像打碎了。\n胜利条件：在一回合内获得游戏胜利且美纳斯雕像未破碎,,,,,,<8081>,csv.stage.summer,,,,美纳斯雕像被火箭队一行抢走，在夺回美纳斯雕像的过程中，你不慎跌下飞艇……,,,,,{973=1;6394=15;22491=11;24561=11;gold=130000},,,,,,,,,
8091,10,3,8,{100911=0},,,,,<100901;100902;100903;100904;100905;100906;100907;100908;100909;100910>,,,,,<1;0;0;0;1;0>,,,神殿,,,,,关卡效果：和美纳斯一起打跑火箭队吧！\n胜利条件：获得游戏胜利,,,,,,<8091>,csv.stage.summer,,,,在美纳斯的帮助下，你们击败了火箭队，并获得了夏日探险活动的最终胜利！,,,,,{2469=1;6394=30;7304=1;22491=11;24561=11;gold=140000},,,,,,,,,
9001,1,1,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,密林之围,,,,,关卡效果：每回合随机两个精灵被冻结。\n胜利条件：获得战斗胜利,,,,,,<9001>,csv.stage.summer,,,,训练家成功打败了袭击的敌人,,,,,{500=1;6393=15;24991=5;gold=100000},,,,,,activity/summer_challenge/btn_25znq_1.png,{x=1072;y=1262},,<{x=1472;y=1262};{x=1572;y=1462};{x=1682;y=1192}>
9011,2,1,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,初见巨锻匠,,,,,关卡效果：无特殊效果。\n胜利条件：获得战斗胜利,,,,,,<9011>,csv.stage.summer,,,,训练家成功完成了锻造试炼初试,,,,,{901=20;6393=15;24991=5;gold=120000},,,,,,activity/summer_challenge/btn_25znq_2.png,{x=1482;y=1192},,<{x=1852;y=1092};{x=1782;y=1342};{x=2503;y=1122}>
9021,3,2,9,{740030=6},,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,成群结队,,,,,关卡效果：有一个首领(随机)和五个普通敌人，普通敌人受到主动攻击会给全体加满血量。\n胜利条件：找到正确的首领并击败它,,,,,,<9021>,csv.stage.summer,,,,训练家成功地打败了成群结队的黑眼鳄与流氓鳄,,,,,{519=2;6393=15;24991=5;gold=140000},,,,,,activity/summer_challenge/btn_25znq_3.png,{x=2392;y=1192},,<{x=2583;y=972};{x=2450;y=850};{x=2322;y=793}>
9031,4,2,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,怜悯之心,,,,,关卡效果：敌方精灵血量较少。\n胜利条件：五回合后场上仍保有至少两位敌方精灵,,,,,,<9031>,csv.stage.summer,,,,训练家获得了波加曼与水跃鱼守护的材料,,,,,{527=2;6393=15;24991=5;gold=160000},,,,,,activity/summer_challenge/btn_25znq_4.png,{x=1920;y=902},,<{x=2282;y=753};{x=2392;y=633}>
9041,5,3,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;1;1>,,,风波,,,,,关卡效果：喵喵每回合只会受到物攻/特攻其中一种的伤害，每个回合会随机更换能够造成伤害的属性。\n胜利条件：获得战斗胜利,,,,,,<9041>,csv.stage.summer,,,,训练家成功打败了火箭队,,,,,{6393=20;24991=7;gold=180000;rmb=128},,,,,,activity/summer_challenge/btn_25znq_5.png,{x=2100;y=472},,<{x=2320;y=240};{x=2200;y=100};{x=1952;y=225}>
9051,6,3,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,矿山寻宝,,,,,关卡效果：无特殊效果。\n胜利条件：获得战斗胜利,,,,,,<9051>,csv.stage.summer,,,,训练家成功击败了守护矿山的敌人,,,,,{503=3;6393=20;24991=7;gold=200000},,,,,,activity/summer_challenge/btn_25znq_6.png,{x=1668;y=450},,<{x=1812;y=425};{x=1570;y=490};{x=1380;y=510}>
9061,7,3,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,洞窟冒险,,,,,关卡效果：每回合随机有一个敌人身上会出现光环，不能先击杀带着光环的敌人，四回合后光环会消失。\n胜利条件：获得战斗胜利,,,,,,<9061>,csv.stage.summer,,,,训练家成功击败了隐藏在黑暗的敌人,,,,,{520=3;6393=20;24991=7;gold=220000},,,,,,activity/summer_challenge/btn_25znq_7.png,{x=983;y=624},,<{x=1190;y=510};{x=1024;y=540};{x=990;y=450}>
9071,8,4,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,1,争分夺秒,,,,,关卡效果：回合开始会随机控制己方1-2个精灵被魅惑。\n胜利条件：一回合内获得战斗胜利,,,,,,<9071>,csv.stage.summer,,,,训练家逃出了洞窟,,,,,{521=3;6393=30;24991=10;gold=240000},,,,,,activity/summer_challenge/btn_25znq_8.png,{x=686;y=331},,<{x=874;y=237};{x=774;y=107};{x=575;y=377}>
9081,9,4,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;820803;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,阴魂不散,,,,,关卡效果：无特殊效果。\n胜利条件：获得战斗胜利,,,,,,<9081>,csv.stage.summer,,,,训练家再次打败了火箭队,,,,,{501=2;6393=30;24991=10;gold=260000},,,,,,activity/summer_challenge/btn_25znq_9.png,{x=264;y=599},,<{x=364;y=693};{x=300;y=1024};{x=744;y=903}>
9091,10,4,9,,,,,,<740001;740002;740003;740004;740005;740006;740007;740008;740009;740010;740011;740012;740013;740014;740015;740016;740017;740018;740019;740020;740021;740022;740023;740024;740025;740026;740027;740028;740029;740030;740031;740032;740033;740034;740035;740036;740037;740038;740039>,,,,,<0;0;0;0;0;0>,,,试炼终曲,,,,,关卡效果：巨锻匠免疫任何控制效果且一回合可以连续行动两次，小怪击杀后会自爆对友方全体造成伤害。\n胜利条件：击败全部敌人,,,,,,<9091>,csv.stage.summer,,,,训练家完成了巨锻匠的最终试炼,,,,,{974=1;2532=1;6393=30;24991=10;gold=280000},,,,,,activity/summer_challenge/btn_25znq_10.png,{x=604;y=933},,
10001,1,1,10,,,,,,<940001;940002;940003;940004;940005;940006;940007>,,,,,,,,昔日岛屿,,,,,关卡效果：曾孕育着无尽生机的海之岛，如今在神秘力量侵蚀下变得荒芜死寂。传闻守护四方的卡璞家族能逆转此局，主角团为探寻真相、拯救岛屿，毅然踏上前往四座传说岛屿的冒险征程\n胜利条件：和岛上的宠物小精灵战斗并胜利,,,,,,<10001>,csv.stage.summer,,,,神奇宝贝经过训练后，获得了丰富的战斗经验,,,,,{500=1;6394=15;24014=6;gold=50000},,,,,,activity/summer_challenge/btn_25xrtz_1.png,{x=992;y=1122},,<{x=852;y=1022};{x=654;y=953}>
