变量名,produceGate4,produceGate3,produceGate2,stackMax,name,quality,produceGate6,produceGate7,produceDesc,produceGate1,desc1,desc,icon,sortValue,sortType,type,switchNeedItemID,produceGate5,languages,switchCost,effBtn,pageTag,effect
92481,,,,,Tepig Aid Essence,,,,,,Exclusive material used to advance Tepig's Aid breakthrough,Exclusive material used to advance Tepig's Aid breakthrough,config/portrait/simple/img_498_nnz@.png,,,,,,,,,,
92491,,,,,Oshawott Aid Essence,5,,,,,Exclusive material used to advance Oshawott's Aid breakthrough,Exclusive material used to advance Oshawott's Aid breakthrough,config/portrait/simple/img_501_sst@.png,,,,171,,,,,,
92591,,,,,Roggenrola Aid Essence,,,,,,Exclusive material used to advance Roggenrola's Aid breakthrough,Exclusive material used to advance Roggenrola's Aid breakthrough,config/portrait/simple/img_524_swz@.png,,,,,,,,,,
92611,,,,,Drilbur Aid Essence,,,,,,Exclusive material used to advance Drilbur's Aid breakthrough,Exclusive material used to advance Drilbur's Aid breakthrough,config/portrait/simple/img_529_ldds@.png,,,,,,,,,,
92631,,,,,Timburr Aid Essence,,,,,,Exclusive material used to advance Timburr's Aid breakthrough,Exclusive material used to advance Timburr's Aid breakthrough,config/portrait/simple/img_532_byxj@.png,,,,,,,,,,
92681,,,,,Venipede Aid Essence,,,,,,Exclusive material used to advance Venipede's Aid breakthrough,Exclusive material used to advance Venipede's Aid breakthrough,config/portrait/simple/img_543_bzwg@.png,,,,,,,,,,
92721,,,,,Sandile Aid Essence,5,,,,shop-15,Exclusive material used to advance Sandile's Aid breakthrough,Exclusive material used to advance Sandile's Aid breakthrough,config/portrait/simple/img_551_hye@.png,,,,171,,,,,,
92821,,,,,Zorua Aid Essence,5,,,,,Exclusive material used to advance Zorua's Aid breakthrough,Exclusive material used to advance Zorua's Aid breakthrough,config/portrait/simple/img_570_sly@.png,,,,171,,,,,,
92831,,,,,Minccino Aid Essence,,,,,,Exclusive material used to advance Minccino's Aid breakthrough,Exclusive material used to advance Minccino's Aid breakthrough,config/portrait/simple/img_572_pmls@.png,,,,,,,,,,
92841,,,,,Gothita Aid Essence,,,,,,Exclusive material used to advance Gothita's Aid breakthrough,Exclusive material used to advance Gothita's Aid breakthrough,config/portrait/simple/img_574_gdbb@.png,,,,,,,,,,
92871,,,,,Vanillite Aid Essence,,,,,,Exclusive material used to advance Vanillite's Aid breakthrough,Exclusive material used to advance Vanillite's Aid breakthrough,config/portrait/simple/img_582_mnb@.png,,,,,,,,,,
92891,,,,,Emolga Aid Essence,,,,,,Exclusive material used to advance Emolga's Aid breakthrough,Exclusive material used to advance Emolga's Aid breakthrough,config/portrait/simple/img_587_dfs@.png,,,,,,,,,,
92921,,,,,Frillish (F) Aid Essence,,,,,,Exclusive material used to advance Frillish (F)'s Aid breakthrough,Exclusive material used to advance Frillish (F)'s Aid breakthrough,config/portrait/simple/img_592_hqpp@.png,,,,,,,,,,
92922,,,,,Frillish (M) Aid Essence,,,,,,Exclusive material used to advance Frillish (M)'s Aid breakthrough,Exclusive material used to advance Frillish (M)'s Aid breakthrough,config/portrait/simple/img_592_lqpp@.png,,,,,,,,,,
92961,,,,,Klink Aid Essence,,,,,,Exclusive material used to advance Klink's Aid breakthrough,Exclusive material used to advance Klink's Aid breakthrough,config/portrait/simple/img_599_cle@.png,,,,,,,,,,
92991,,,,,Litwick Aid Essence,5,,,,,Exclusive material used to advance Litwick's Aid breakthrough,Exclusive material used to advance Litwick's Aid breakthrough,config/portrait/simple/img_607_zgl@.png,,,,171,,,,,,
93001,,,,,Axew Aid Essence,5,,,,,Exclusive material used to advance Axew's Aid breakthrough,Exclusive material used to advance Axew's Aid breakthrough,config/portrait/simple/img_610_yy@.png,,,,171,,,,,,
93011,,,,,Cubchoo Aid Essence,,,,,,Exclusive material used to advance Cubchoo's Aid breakthrough,Exclusive material used to advance Cubchoo's Aid breakthrough,config/portrait/simple/img_613_ptx@.png,,,,,,,,,,
93021,,,,,Cryogonal Aid Essence,5,,,,,Exclusive material used to advance Cryogonal's Aid breakthrough,Exclusive material used to advance Cryogonal's Aid breakthrough,config/portrait/simple/img_615_jhxh@.png,,,,171,,,,,,
93051,,,,,Mienfoo Aid Essence,5,,,,,Exclusive material used to advance Mienfoo's Aid breakthrough,Exclusive material used to advance Mienfoo's Aid breakthrough,config/portrait/simple/img_619_gfy@.png,,,,171,,,,,,
93141,,,,,Deino Aid Essence,5,,,,,Exclusive material used to advance Deino's Aid breakthrough,Exclusive material used to advance Deino's Aid breakthrough,config/portrait/simple/img_633_dsl@.png,,,,171,,,,,,
93151,,,,,Larvesta Aid Essence,5,,,,,Exclusive material used to advance Larvesta's Aid breakthrough,Exclusive material used to advance Larvesta's Aid breakthrough,config/portrait/simple/img_636_rsc@.png,,,,171,,,,,,
93161,,,,,Cobalion Aid Essence,5,,,,,Exclusive material used to advance Cobalion's Aid breakthrough,Exclusive material used to advance Cobalion's Aid breakthrough,config/portrait/simple/img_638_gplw@.png,,,,171,,,,,,
93171,,,,,Terrakion Aid Essence,5,,,,,Exclusive material used to advance Terrakion's Aid breakthrough,Exclusive material used to advance Terrakion's Aid breakthrough,config/portrait/simple/img_639_dljw@.png,,,,171,,,,,,
93181,,,,,Virizion Aid Essence,5,,,,,Exclusive material used to advance Virizion's Aid breakthrough,Exclusive material used to advance Virizion's Aid breakthrough,config/portrait/simple/img_640_bljw@.png,,,,171,,,,,,
93191,,,,,Tornadus Aid Essence,5,,,,,Exclusive material used to advance Tornadus (Incarnate Forme)'s Aid breakthrough,Exclusive material used to advance Tornadus (Incarnate Forme)'s Aid breakthrough,config/portrait/simple/img_641_ljy@.png,,,,171,,,,,,
93201,,,,,Thundurus (Incarnate Forme) Aid Essence,5,,,,,Exclusive material used to advance Thundurus (Incarnate Forme)'s Aid breakthrough,Exclusive material used to advance Thundurus (Incarnate Forme)'s Aid breakthrough,config/portrait/simple/img_642_ldy@.png,,,,171,,,,,,
93211,,,,,Reshiram Aid Essence,6,,,,,Exclusive material used to advance Reshiram's Aid breakthrough,Exclusive material used to advance Reshiram's Aid breakthrough,config/portrait/simple/img_643_lxlm@.png,,,,172,,,,,,
93221,,,,,Zekrom Aid Essence,6,,,,,Exclusive material used to advance Zekrom's Aid breakthrough,Exclusive material used to advance Zekrom's Aid breakthrough,config/portrait/simple/img_644_jklm@.png,,,,172,,,,,,
93231,,,,,Landorus Aid Essence,5,,,,,Exclusive material used to advance Landorus (Incarnate Forme)'s Aid breakthrough,Exclusive material used to advance Landorus (Incarnate Forme)'s Aid breakthrough,config/portrait/simple/img_645_tdy@.png,,,,171,,,,,,
93241,,,,,Kyurem Aid Essence,6,,,,,Exclusive material used to advance Kyurem's Aid breakthrough,Exclusive material used to advance Kyurem's Aid breakthrough,config/portrait/simple/img_646_qlm@.png,,,,172,,,,,,
93251,,,,,Keldeo Aid Essence,5,,,,,Exclusive material used to advance Keldeo's Aid breakthrough,Exclusive material used to advance Keldeo's Aid breakthrough,config/portrait/simple/img_647_kldo@.png,,,,171,,,,,,
93261,,,,,Meloetta (Aria Forme) Aid Essence,6,,,,,Exclusive material used to advance Meloetta (Aria Forme)'s Aid breakthrough,Exclusive material used to advance Meloetta (Aria Forme)'s Aid breakthrough,config/portrait/simple/img_648_mlytgsxt@.png,,,,172,,,,,,
93271,,,,,Genesect Aid Essence,6,,,,,Exclusive material used to advance Genesect's Aid breakthrough,Exclusive material used to advance Genesect's Aid breakthrough,config/portrait/simple/img_649_gnskt@.png,,,,172,,,,,,
93281,,,,,Chespin Aid Essence,,,,,,Exclusive material used to advance Chespin's Aid breakthrough,Exclusive material used to advance Chespin's Aid breakthrough,config/portrait/simple/img_650_hll@.png,,,,,,,,,,
93291,,,,,Fennekin Aid Essence,,,,,,Exclusive material used to advance Fennekin's Aid breakthrough,Exclusive material used to advance Fennekin's Aid breakthrough,config/portrait/simple/img_653_hhl@.png,,,,,,,,,,
93301,,,,,Froakie Aid Essence,5,,,,,Exclusive material used to advance Froakie's Aid breakthrough,Exclusive material used to advance Froakie's Aid breakthrough,config/portrait/simple/img_656_ggpw@.png,,,,171,,,,,,
93341,,,,,Litleo Aid Essence,,,,,,Exclusive material used to advance Litleo's Aid breakthrough,Exclusive material used to advance Litleo's Aid breakthrough,config/portrait/simple/img_667_xss@.png,,,,,,,,,,
93351,,,,,Flabébé Aid Essence,5,,,,shop-10,Exclusive material used to advance Flabébé's Aid breakthrough,Exclusive material used to advance Flabébé's Aid breakthrough,config/portrait/simple/img_669_hbb@.png,,,,171,,,,,,
93411,,,,,Honedge Aid Essence,5,,,,,Exclusive material used to advance Honedge's Aid breakthrough,Exclusive material used to advance Honedge's Aid breakthrough,config/portrait/simple/img_679_djq@.png,,,,171,,,,,,
93431,,,,,Swirlix Aid Essence,,,,,,Exclusive material used to advance Swirlix's Aid breakthrough,Exclusive material used to advance Swirlix's Aid breakthrough,config/portrait/simple/img_684_mmpf@.png,,,,,,,,,,
93471,,,,,Clauncher Aid Essence,,,,,,Exclusive material used to advance Clauncher's Aid breakthrough,Exclusive material used to advance Clauncher's Aid breakthrough,config/portrait/simple/img_692_tbqx@.png,,,,,,,,,,
93501,,,,,Amaura Aid Essence,,,,,,Exclusive material used to advance Amaura's Aid breakthrough,Exclusive material used to advance Amaura's Aid breakthrough,config/portrait/simple/img_698_bxl@.png,,,,,,,,,,
93511,,,,,Hawlucha Aid Essence,,,,,,Exclusive material used to advance Hawlucha's Aid breakthrough,Exclusive material used to advance Hawlucha's Aid breakthrough,config/portrait/simple/img_701_sjyr@.png,,,,,,,,,,
93541,,,,,Goomy Aid Essence,5,,,,,Exclusive material used to advance Goomy's Aid breakthrough,Exclusive material used to advance Goomy's Aid breakthrough,config/portrait/simple/img_704_nnb@.png,,,,171,,,,,,
93561,,,,,Phantump Aid Essence,3,,,,,Exclusive material used to advance Phantump's Aid breakthrough,Exclusive material used to advance Phantump's Aid breakthrough,config/portrait/simple/img_708_xml@.png,,,,,,,,,,
93591,,,,,Noibat Aid Essence,5,,,,,Exclusive material used to advance Noibat's Aid breakthrough,Exclusive material used to advance Noibat's Aid breakthrough,config/portrait/simple/img_714_wf@.png,,,,171,,,,,,
93601,,,,,Xerneas Aid Essence,6,,,,,Exclusive material used to advance Xerneas's Aid breakthrough,Exclusive material used to advance Xerneas's Aid breakthrough,config/portrait/simple/img_716_zenys@.png,,,,172,,,,,,
93611,,,,,Yveltal Aid Essence,6,,,,,Exclusive material used to advance Yveltal's Aid breakthrough,Exclusive material used to advance Yveltal's Aid breakthrough,config/portrait/simple/img_717_ypete@.png,,,,172,,,,,,
93621,,,,,Zygarde 100%,6,,,,,Exclusive material used to advance Zygarde 100%'s Aid breakthrough,Exclusive material used to advance Zygarde 100%'s Aid breakthrough,config/portrait/simple/img_718_jged100@.png,,,,172,,,,,,
93631,,,,,Diancie Aid Essence,6,,,,,Exclusive material used to advance Diancie's Aid breakthrough,Exclusive material used to advance Diancie's Aid breakthrough,config/portrait/simple/img_719_dax@.png,,,,172,,,,,,
93641,,,,,Hoppa Confined Aid Essence,6,,,,,Exclusive material used to advance Hoppa Confined's Aid breakthrough,Exclusive material used to advance Hoppa Confined's Aid breakthrough,config/portrait/simple/img_720_cjhp@.png,,,,172,,,,,,
93651,,,,,Volcanion Aid Essence,6,,,,,Exclusive material used to advance Volcanion's Aid breakthrough,Exclusive material used to advance Volcanion's Aid breakthrough,config/portrait/simple/img_721_bekne@.png,,,,172,,,,,,
93661,,,,,Rowlet Aid Essence,5,,,,shop-13,Exclusive material used to advance Rowlet's Aid breakthrough,Exclusive material used to advance Rowlet's Aid breakthrough,config/portrait/simple/img_722_mmx@.png,,,,171,,,,,,
93671,,,,,Litten Aid Essence,5,,,,,Exclusive material used to advance Litten's Aid breakthrough,Exclusive material used to advance Litten's Aid breakthrough,config/portrait/simple/img_725_hbm@.png,,,,171,,,,,,
93681,,,,,Popplio Aid Essence,5,,,,,Exclusive material used to advance Popplio's Aid breakthrough,Exclusive material used to advance Popplio's Aid breakthrough,config/portrait/simple/img_728_qqhs@.png,,,,171,,,,,,
93771,,,,,Mareanie Aid Essence,5,,,,,Exclusive material used to advance Mareanie's Aid breakthrough,Exclusive material used to advance Mareanie's Aid breakthrough,config/portrait/simple/img_747_hhx@.png,,,,171,,,,,,
93841,,,,,Bounsweet Aid Essence,5,,,,,Exclusive material used to advance Bounsweet's Aid breakthrough,Exclusive material used to advance Bounsweet's Aid breakthrough,config/portrait/simple/img_761_tzz@.png,,,,171,,,,,,
93941,,,,,Turtonator Aid Essence,,,,,,Exclusive material used to advance Turtonator's Aid breakthrough,Exclusive material used to advance Turtonator's Aid breakthrough,config/portrait/simple/img_776_bygs@.png,,,,,,,,,,
93961,,,,,Mimikyu Aid Essence,5,,,,,Exclusive material used to advance Mimikyu's Aid breakthrough,Exclusive material used to advance Mimikyu's Aid breakthrough,config/portrait/simple/img_778_mnq@.png,,,,171,,,,,,
93981,,,,,Drampa Aid Essence,5,,,,,Exclusive material used to advance Drampa's Aid breakthrough,Exclusive material used to advance Drampa's Aid breakthrough,config/portrait/simple/img_780_lwl@.png,,,,171,,,,,,
94012,,,,,Tapu Lele Aid Essence,5,,,,,Exclusive material used to advance Tapu Lele's Aid breakthrough,Exclusive material used to advance Tapu Lele's Aid breakthrough,config/portrait/simple/img_786_kpdd@.png,,,,171,,,,,,
94013,,,,,Tapu Bulu Aid Essence,5,,,,,Exclusive material used to advance Tapu Bulu's Aid breakthrough,Exclusive material used to advance Tapu Bulu's Aid breakthrough,config/portrait/simple/img_786_kpmm@.png,,,,171,,,,,,
94023,,,,,Solgaleo Aid Essence,6,,,,,Exclusive material used to advance Solgaleo's Aid breakthrough,Exclusive material used to advance Solgaleo's Aid breakthrough,config/portrait/simple/img_791_sejlo@.png,,,,172,,,,,,
94024,,,,,Lunala Aid Essence,6,,,,,Exclusive material used to advance Lunala's Aid breakthrough,Exclusive material used to advance Lunala's Aid breakthrough,config/portrait/simple/img_792_lnyl@.png,,,,172,,,,,,
94031,,,,,Nihilego Aid Essence,5,,,,,Exclusive material used to advance Nihilego's Aid breakthrough,Exclusive material used to advance Nihilego's Aid breakthrough,config/portrait/simple/img_793_xwyd@.png,,,,171,,,,,,
94041,,,,,Buzzwole Aid Essence,5,,,,,Exclusive material used to advance Buzzwole's Aid breakthrough,Exclusive material used to advance Buzzwole's Aid breakthrough,config/portrait/simple/img_794_bjw@.png,,,,171,,,,,,
94051,,,,,Pheromosa Aid Essence,5,,,,,Exclusive material used to advance Pheromosa's Aid breakthrough,Exclusive material used to advance Pheromosa's Aid breakthrough,config/portrait/simple/img_795_flml@.png,,,,171,,,,,,
94061,,,,,Xurkitree Aid Essence,5,,,,,Exclusive material used to advance Xurkitree's Aid breakthrough,Exclusive material used to advance Xurkitree's Aid breakthrough,config/portrait/simple/img_796_dsm@.png,,,,171,,,,,,
94071,,,,,Celesteela Aid Essence,5,,,,,Exclusive material used to advance Celesteela's Aid breakthrough,Exclusive material used to advance Celesteela's Aid breakthrough,config/portrait/simple/img_797_thhy@.png,,,,171,,,,,,
94081,,,,,Kartana Aid Essence,5,,,,,Exclusive material used to advance Kartana's Aid breakthrough,Exclusive material used to advance Kartana's Aid breakthrough,config/portrait/simple/img_798_zyj@.png,,,,171,,,,,,
94101,,,,,Necrozma Aid Essence,6,,,,,Exclusive material used to advance Necrozma's Aid breakthrough,Exclusive material used to advance Necrozma's Aid breakthrough,config/portrait/simple/img_800_nklzm@.png,,,,172,,,,,,
94111,,,,,Magearna Aid Essence,6,,,,,Exclusive material used to advance Magearna's Aid breakthrough,Exclusive material used to advance Magearna's Aid breakthrough,config/portrait/simple/img_801_mjyn@.png,,,,172,,,,,,
94121,,,,,Marshadow Aid Essence,6,,,,,Exclusive material used to advance Marshadow's Aid breakthrough,Exclusive material used to advance Marshadow's Aid breakthrough,config/portrait/simple/img_802_mxd@.png,,,,172,,,,,,
94131,,,,,Poipole Aid Essence,5,,,,,Exclusive material used to advance Poipole's Aid breakthrough,Exclusive material used to advance Poipole's Aid breakthrough,config/portrait/simple/img_803_dbb@.png,,,,171,,,,,,
94141,,,,,Stakataka Aid Essence,5,,,,,Exclusive material used to advance Stakataka's Aid breakthrough,Exclusive material used to advance Stakataka's Aid breakthrough,config/portrait/simple/img_805_lls@.png,,,,171,,,,,,
94151,,,,,Blacephalon Aid Essence,5,,,,,Exclusive material used to advance Blacephalon's Aid breakthrough,Exclusive material used to advance Blacephalon's Aid breakthrough,config/portrait/simple/img_806_ptxc@.png,,,,171,,,,,,
94161,,,,,Zeraora Aid Essence,6,,,,,Exclusive material used to advance Zeraora's Aid breakthrough,Exclusive material used to advance Zeraora's Aid breakthrough,config/portrait/simple/img_807_jlal@.png,,,,172,,,,,,
94171,,,,,Meltan Aid Essence,6,,,,,Exclusive material used to advance Meltan's Aid breakthrough,Exclusive material used to advance Meltan's Aid breakthrough,config/portrait/simple/img_808_mlt@.png,,,,172,,,,,,
94561,,,,,Dracovish Aid Essence,5,,,,,Exclusive material used to advance Dracovish's Aid breakthrough,Exclusive material used to advance Dracovish's Aid breakthrough,config/portrait/simple/img_882_syl@.png,,,,171,,,,,,
94581,,,,,Dreepy Aid Essence,5,,,,,Exclusive material used to advance Dreepy's Aid breakthrough,Exclusive material used to advance Dreepy's Aid breakthrough,config/portrait/simple/img_885_dlmxy@.png,,,,171,,,,,,
94591,,,,,Zacian Aid Essence,6,,,,,Exclusive material used to advance Zacian's Aid breakthrough,Exclusive material used to advance Zacian's Aid breakthrough,config/portrait/simple/img_888_cx@.png,,,,172,,,,,,
94601,,,,,Zamazenta Aid Essence,6,,,,,Exclusive material used to advance Zamazenta's Aid breakthrough,Exclusive material used to advance Zamazenta's Aid breakthrough,config/portrait/simple/img_889_zmrt@.png,,,,172,,,,,,
94611,,,,,Eternatus Aid Essence,6,,,,,Exclusive material used to advance Eternatus's Aid breakthrough,Exclusive material used to advance Eternatus's Aid breakthrough,config/portrait/simple/img_890_wjtn@.png,,,,172,,,,,,
94621,,,,,Kubfu Aid Essence,5,,,,,Exclusive material used to advance Kubfu's Aid breakthrough,Exclusive material used to advance Kubfu's Aid breakthrough,config/portrait/simple/img_891_xtd@.png,,,,171,,,,,,
94623,,,,,Urshifu Rapid Strike Aid Essence,5,,,,,Exclusive material used to advance Urshifu Rapid Strike's Aid breakthrough,Exclusive material used to advance Urshifu Rapid Strike's Aid breakthrough,config/portrait/simple/img_892_wdxsljl@.png,,,,171,,,,,,
94631,,,,,Zarude Aid Essence,6,,,,,Exclusive material used to advance Zarude's Aid breakthrough,Exclusive material used to advance Zarude's Aid breakthrough,config/portrait/simple/img_893_sld@.png,,,,172,,,,,,
94651,,,,,Regidrago Aid Essence,5,,,,,Exclusive material used to advance Regidrago's Aid breakthrough,Exclusive material used to advance Regidrago's Aid breakthrough,config/portrait/simple/img_895_ljdlg@.png,,,,171,,,,,,
94661,,,,,Glastrier Aid Essence,5,,,,,Exclusive material used to advance Glastrier's Aid breakthrough,Exclusive material used to advance Glastrier's Aid breakthrough,config/portrait/simple/img_896_xbm@.png,,,,171,,,,,,
94671,,,,,Spectrier Aid Essence,5,,,,,Exclusive material used to advance Spectrier's Aid breakthrough,Exclusive material used to advance Spectrier's Aid breakthrough,config/portrait/simple/img_897_lym@.png,,,,171,,,,,,
94682,,,,,Calyrex Ice Rider Aid Essence,6,,,,,Exclusive material used to advance Calyrex Ice Rider's Aid breakthrough,Exclusive material used to advance Calyrex Ice Rider's Aid breakthrough,config/portrait/simple/img_898_lgwbm@.png,,,,172,,,,,,
94683,,,,,Calyrex Shadow Rider Aid Essence,6,,,,,Exclusive material used to advance Calyrex Shadow Rider's Aid breakthrough,Exclusive material used to advance Calyrex Shadow Rider's Aid breakthrough,config/portrait/simple/img_898_lgwhm@.png,,,,172,,,,,,
97001,,,,,Ash's Pikachu Aid Essence,5,,,,,Exclusive material used to advance Ash's Pikachu's Aid breakthrough,Exclusive material used to advance Ash's Pikachu's Aid breakthrough,config/portrait/simple/img_25_xzpkq@.png,,,,171,,,,,,
97011,,,,,Ash-Greninja Aid Essence,6,,,,,Exclusive material used to advance Ash-Greninja's Aid breakthrough,Exclusive material used to advance Ash-Greninja's Aid breakthrough,config/portrait/simple/img_658_xzbjhrw@.png,,,,172,,,,,,
97021,,,,,Shiny Mega Gengar Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Gengar's Aid breakthrough,Exclusive material used to advance Shiny Mega Gengar's Aid breakthrough,config/portrait/simple/img_94_yscjgg@.png,,,,172,,,,,,
97031,,,,,Shiny Mega Tyranitar Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Tyranitar's Aid breakthrough,Exclusive material used to advance Shiny Mega Tyranitar's Aid breakthrough,config/portrait/simple/img_248_sgcjbjls@.png,,,,172,,,,,,
97041,,,,,Origin Mew Aid Essence,6,,,,,Exclusive material used to advance Origin Mew's Aid breakthrough,Exclusive material used to advance Origin Mew's Aid breakthrough,config/portrait/simple/img_151_qymh@.png,,,,172,,,,,,
97051,,,,,Shiny Mega Gardevoir Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Gardevoir's Aid breakthrough,Exclusive material used to advance Shiny Mega Gardevoir's Aid breakthrough,config/portrait/simple/img_282_sgcjsnd@.png,,,,172,,,,,,
97061,,,,,Shiny Mega Gallade Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Gallade's Aid breakthrough,Exclusive material used to advance Shiny Mega Gallade's Aid breakthrough,config/portrait/simple/img_475_sgcjalld@.png,,,,172,,,,,,
97071,,,,,Keldeo Resolute Form Aid Essence,6,,,,,Exclusive material used to advance Keldeo Resolute Form's Aid breakthrough,Exclusive material used to advance Keldeo Resolute Form's Aid breakthrough,config/portrait/simple/img_647_kldojwxt@.png,,,,172,,,,,,
97081,,,,,Steven's Mega Metagross Aid Essence,6,,,,,Exclusive material used to advance Steven's Mega Metagross's Aid breakthrough,Exclusive material used to advance Steven's Mega Metagross's Aid breakthrough,config/portrait/simple/img_376_sgcjjjg@.png,,,,172,,,,,,
97091,,,,,Cynthia's Mega Garchomp Aid Essence,6,,,,,Exclusive material used to advance Cynthia's Mega Garchomp's Aid breakthrough,Exclusive material used to advance Cynthia's Mega Garchomp's Aid breakthrough,config/portrait/simple/img_445_bzcjlyls@.png,,,,172,,,,,,
97101,,,,,Masked Mega Blaziken Aid Essence,6,,,,,Exclusive material used to advance Masked Mega Blaziken's Aid breakthrough,Exclusive material used to advance Masked Mega Blaziken's Aid breakthrough,config/portrait/simple/img_257_jmcjhyj@.png,,,,172,,,,,,
97111,,,,,Shiny Mega Lucario Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Lucario's Aid breakthrough,Exclusive material used to advance Shiny Mega Lucario's Aid breakthrough,config/portrait/simple/img_448_sgcjlklo@.png,,,,172,,,,,,
97121,,,,,Alain's Mega Charizard X Aid Essence,6,,,,,Exclusive material used to advance Alain's Mega Charizard X's Aid breakthrough,Exclusive material used to advance Alain's Mega Charizard X's Aid breakthrough,config/portrait/simple/img_6_alcjphlx@.png,,,,172,,,,,,
97131,,,,,Shiny Mega Abomasnow Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Abomasnow's Aid breakthrough,Exclusive material used to advance Shiny Mega Abomasnow's Aid breakthrough,config/portrait/simple/img_460_sgcjbxw@.png,,,,172,,,,,,
97141,,,,,Shiny Mega Sceptile Aid Essence,6,,,,,Exclusive material used to advance Shiny Mega Sceptile's Aid breakthrough,Exclusive material used to advance Shiny Mega Sceptile's Aid breakthrough,config/portrait/simple/img_254_sgcjxyw@.png,,,,172,,,,,,
98001,,,,,Mewtwo Aid Source Crystal,6,,,,,Exclusive material used to awaken Mewtwo's Aid,Exclusive material used to awaken Mewtwo's Aid,config/portrait/simple/img_150_cm@.png,,,,173,,,,,,
98002,,,,,Lugia Aid Source Crystal,6,,,,,Exclusive material used to awaken Lugia's Aid,Exclusive material used to awaken Lugia's Aid,config/portrait/simple/img_249_lqy@.png,,,,173,,,,,,
98003,,,,,Ho-Oh Aid Source Crystal,6,,,,,Exclusive material used to awaken Ho-Oh's Aid,Exclusive material used to awaken Ho-Oh's Aid,config/portrait/simple/img_250_fw@.png,,,,173,,,,,,
98004,,,,,Celebi Aid Source Crystal,6,,,,,Exclusive material used to awaken Celebi's Aid,Exclusive material used to awaken Celebi's Aid,config/portrait/simple/img_251_slb@.png,,,,173,,,,,,
98005,,,,,Kyogre Aid Source Crystal,6,,,,,Exclusive material used to awaken Kyogre's Aid,Exclusive material used to awaken Kyogre's Aid,config/portrait/simple/img_382_gok@.png,,,,173,,,,,,
98006,,,,,Groudon Aid Source Crystal,6,,,,,Exclusive material used to awaken Groudon's Aid,Exclusive material used to awaken Groudon's Aid,config/portrait/simple/img_383_gld@.png,,,,173,,,,,,
98007,,,,,Rayquaza Aid Source Crystal,6,,,,,Exclusive material used to awaken Rayquaza's Aid,Exclusive material used to awaken Rayquaza's Aid,config/portrait/simple/img_384_lkz@.png,,,,173,,,,,,
98008,,,,,Jirachi Aid Source Crystal,6,,,,,Exclusive material used to awaken Jirachi's Aid,Exclusive material used to awaken Jirachi's Aid,config/portrait/simple/img_385_jlq@.png,,,,173,,,,,,
98009,,,,,Dialga Aid Source Crystal,6,,,,,Exclusive material used to awaken Dialga's Aid,Exclusive material used to awaken Dialga's Aid,config/portrait/simple/img_483_dylk@.png,,,,173,,,,,,
98010,,,,,Palkia Aid Source Crystal,6,,,,,Exclusive material used to awaken Palkia's Aid,Exclusive material used to awaken Palkia's Aid,config/portrait/simple/img_484_plqy@.png,,,,173,,,,,,
98011,,,,,Regigigas Aid Source Crystal,6,,,,,Exclusive material used to awaken Regigigas's Aid,Exclusive material used to awaken Regigigas's Aid,config/portrait/simple/img_486_ljqks@.png,,,,173,,,,,,
98012,,,,,Giratina Aid Source Crystal,6,,,,,Exclusive material used to awaken Giratina's Aid,Exclusive material used to awaken Giratina's Aid,config/portrait/simple/img_487_qldn@.png,,,,173,,,,,,
98013,,,,,Manaphy Aid Source Crystal,6,,,,,Exclusive material used to awaken Manaphy's Aid,Exclusive material used to awaken Manaphy's Aid,config/portrait/simple/img_490_mnf@.png,,,,173,,,,,,
98014,,,,,Darkrai Aid Source Crystal,6,,,,,Exclusive material used to awaken Darkrai's Aid,Exclusive material used to awaken Darkrai's Aid,config/portrait/simple/img_491_dkly@.png,,,,173,,,,,,
98015,,,,,Shaymin Aid Source Crystal,6,,,,,Exclusive material used to awaken Shaymin's Aid,Exclusive material used to awaken Shaymin's Aid,config/portrait/simple/img_492_xm@.png,,,,173,,,,,,
98016,,,,,Victini Aid Source Crystal,6,,,,,Exclusive material used to awaken Victini's Aid,Exclusive material used to awaken Victini's Aid,config/portrait/simple/img_494_bktn@.png,,,,173,,,,,,
98017,,,,,Reshiram Aid Source Crystal,6,,,,,Exclusive material used to awaken Reshiram's Aid,Exclusive material used to awaken Reshiram's Aid,config/portrait/simple/img_643_lxlm@.png,,,,173,,,,,,
98018,,,,,Zekrom Aid Source Crystal,6,,,,,Exclusive material used to awaken Zekrom's Aid,Exclusive material used to awaken Zekrom's Aid,config/portrait/simple/img_644_jklm@.png,,,,173,,,,,,
98019,,,,,Kyurem Aid Source Crystal,6,,,,,Exclusive material used to awaken Kyurem's Aid,Exclusive material used to awaken Kyurem's Aid,config/portrait/simple/img_646_qlm@.png,,,,173,,,,,,
98020,,,,,Meloetta (Aria Forme) Aid Source Crystal,6,,,,,Exclusive material used to awaken Meloetta (Aria Forme)'s Aid,Exclusive material used to awaken Meloetta (Aria Forme)'s Aid,config/portrait/simple/img_648_mlytgsxt@.png,,,,173,,,,,,
