变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
806,9,6,9,689,10,689,,
807,9,7,9,700,10,700,,
808,9,8,9,711,10,711,,
809,9,9,9,721,10,721,,
810,9,10,9,732,10,732,,
811,9,11,9,749,10,749,,
812,9,12,9,761,10,761,,
813,9,13,9,772,10,772,,
814,9,14,9,784,10,784,,
815,9,15,9,795,10,795,,
816,9,16,9,816,10,816,,
817,9,17,9,828,10,828,,
818,9,18,9,840,10,840,,
819,9,19,9,852,10,852,,
820,9,20,9,864,10,864,,
821,9,21,9,889,10,889,,
822,9,22,9,902,10,902,,
823,9,23,9,914,10,914,,
824,9,24,9,927,10,927,,
825,9,25,9,940,10,940,,
826,9,26,9,968,10,968,,
827,9,27,9,982,10,982,,
828,9,28,9,995,10,995,,
829,9,29,9,1008,10,1008,,
830,9,30,9,1022,10,1022,,
831,9,31,9,1054,10,1054,,
832,9,32,9,1068,10,1068,,
833,9,33,9,1082,10,1082,,
834,9,34,9,1096,10,1096,,
835,9,35,9,1110,10,1110,,
836,9,36,9,1146,10,1146,,
837,9,37,9,1161,10,1161,,
838,9,38,9,1175,10,1175,,
839,9,39,9,1190,10,1190,,
840,9,40,9,1205,10,1205,,
841,9,41,9,1245,10,1245,,
842,9,42,9,1260,10,1260,,
843,9,43,9,1275,10,1275,,
844,9,44,9,1290,10,1290,,
845,9,45,9,1306,10,1306,,
846,9,46,9,1349,10,1349,,
847,9,47,9,1365,10,1365,,
848,9,48,9,1381,10,1381,,
849,9,49,9,1397,10,1397,,
850,9,50,9,1413,10,1413,,
851,9,51,9,1461,10,1461,,
852,9,52,9,1477,10,1477,,
853,9,53,9,1494,10,1494,,
854,9,54,9,1510,10,1510,,
855,9,55,9,1527,10,1527,,
856,9,56,9,1578,10,1578,,
857,9,57,9,1595,10,1595,,
858,9,58,9,1612,10,1612,,
859,9,59,9,1629,10,1629,,
860,9,60,9,1647,10,1647,,
861,9,61,9,1702,10,1702,,
862,9,62,9,1720,10,1720,,
863,9,63,9,1737,10,1737,,
864,9,64,9,1755,10,1755,,
865,9,65,9,1773,10,1773,,
866,9,66,9,1832,10,1832,,
867,9,67,9,1850,10,1850,,
868,9,68,9,1869,10,1869,,
869,9,69,9,1887,10,1887,,
870,9,70,9,1906,10,1906,,
871,9,71,9,1969,10,1969,,
872,9,72,9,1988,10,1988,,
873,9,73,9,2007,10,2007,,
874,9,74,9,2026,10,2026,,
875,9,75,9,2045,10,2045,,
876,9,76,9,2111,10,2111,,
877,9,77,9,2131,10,2131,,
878,9,78,9,2151,10,2151,,
879,9,79,9,2170,10,2170,,
880,9,80,9,2190,10,2190,,
881,9,81,9,2261,10,2261,,
882,9,82,9,2281,10,2281,,
883,9,83,9,2301,10,2301,,
884,9,84,9,2322,10,2322,,
885,9,85,9,2342,10,2342,,
886,9,86,9,2416,10,2416,,
887,9,87,9,2437,10,2437,,
888,9,88,9,2458,10,2458,,
889,9,89,9,2479,10,2479,,
890,9,90,9,2500,10,2500,,
891,9,91,9,2578,10,2578,,
892,9,92,9,2600,10,2600,,
893,9,93,9,2621,10,2621,,
894,9,94,9,2643,10,2643,,
895,9,95,9,2664,10,2664,,
896,9,96,9,2746,10,2746,,
897,9,97,9,2769,10,2769,,
898,9,98,9,2791,10,2791,,
899,9,99,9,2813,10,2813,,
900,9,100,9,2835,10,2835,,
901,10,1,1,2288,7,454,8,454
902,10,2,1,2324,7,461,8,461
903,10,3,1,2361,7,469,8,469
904,10,4,1,2398,7,476,8,476
905,10,5,1,2434,7,483,8,483
906,10,6,1,2482,7,493,8,493
907,10,7,1,2521,7,500,8,500
908,10,8,1,2560,7,508,8,508
909,10,9,1,2599,7,516,8,516
910,10,10,1,2638,7,523,8,523
911,10,11,1,2700,7,536,8,536
912,10,12,1,2741,7,544,8,544
913,10,13,1,2782,7,552,8,552
914,10,14,1,2823,7,560,8,560
915,10,15,1,2864,7,568,8,568
916,10,16,1,2940,7,583,8,583
917,10,17,1,2983,7,592,8,592
918,10,18,1,3027,7,601,8,601
919,10,19,1,3070,7,609,8,609
920,10,20,1,3114,7,618,8,618
921,10,21,1,3203,7,636,8,636
922,10,22,1,3249,7,645,8,645
923,10,23,1,3294,7,654,8,654
924,10,24,1,3340,7,663,8,663
925,10,25,1,3386,7,672,8,672
926,10,26,1,3489,7,692,8,692
927,10,27,1,3537,7,702,8,702
928,10,28,1,3585,7,711,8,711
929,10,29,1,3633,7,721,8,721
930,10,30,1,3681,7,730,8,730
931,10,31,1,3798,7,753,8,753
932,10,32,1,3848,7,763,8,763
933,10,33,1,3898,7,773,8,773
934,10,34,1,3948,7,783,8,783
935,10,35,1,3999,7,793,8,793
936,10,36,1,4129,7,819,8,819
937,10,37,1,4182,7,830,8,830
938,10,38,1,4234,7,840,8,840
939,10,39,1,4287,7,851,8,851
940,10,40,1,4340,7,861,8,861
941,10,41,1,4484,7,890,8,890
942,10,42,1,4539,7,900,8,900
943,10,43,1,4594,7,911,8,911
944,10,44,1,4648,7,922,8,922
945,10,45,1,4703,7,933,8,933
946,10,46,1,4861,7,964,8,964
947,10,47,1,4918,7,976,8,976
948,10,48,1,4976,7,987,8,987
949,10,49,1,5033,7,999,8,999
950,10,50,1,5090,7,1010,8,1010
951,10,51,1,5262,7,1044,8,1044
952,10,52,1,5321,7,1056,8,1056
953,10,53,1,5380,7,1067,8,1067
954,10,54,1,5440,7,1079,8,1079
955,10,55,1,5499,7,1091,8,1091
956,10,56,1,5685,7,1128,8,1128
957,10,57,1,5746,7,1140,8,1140
958,10,58,1,5808,7,1152,8,1152
959,10,59,1,5870,7,1165,8,1165
960,10,60,1,5932,7,1177,8,1177
961,10,61,1,6131,7,1216,8,1216
962,10,62,1,6195,7,1229,8,1229
963,10,63,1,6259,7,1242,8,1242
964,10,64,1,6323,7,1254,8,1254
965,10,65,1,6387,7,1267,8,1267
966,10,66,1,6600,7,1309,8,1309
967,10,67,1,6666,7,1322,8,1322
968,10,68,1,6732,7,1336,8,1336
969,10,69,1,6799,7,1349,8,1349
970,10,70,1,6865,7,1362,8,1362
971,10,71,1,7092,7,1407,8,1407
972,10,72,1,7160,7,1420,8,1420
973,10,73,1,7229,7,1434,8,1434
974,10,74,1,7297,7,1448,8,1448
975,10,75,1,7366,7,1461,8,1461
976,10,76,1,7606,7,1509,8,1509
977,10,77,1,7677,7,1523,8,1523
978,10,78,1,7748,7,1537,8,1537
979,10,79,1,7819,7,1551,8,1551
980,10,80,1,7890,7,1565,8,1565
981,10,81,1,8144,7,1616,8,1616
982,10,82,1,8217,7,1630,8,1630
983,10,83,1,8290,7,1645,8,1645
984,10,84,1,8363,7,1659,8,1659
985,10,85,1,8437,7,1674,8,1674
986,10,86,1,8704,7,1727,8,1727
987,10,87,1,8780,7,1742,8,1742
988,10,88,1,8855,7,1757,8,1757
989,10,89,1,8931,7,1772,8,1772
990,10,90,1,9006,7,1787,8,1787
991,10,91,1,9288,7,1842,8,1842
992,10,92,1,9365,7,1858,8,1858
993,10,93,1,9443,7,1873,8,1873
994,10,94,1,9521,7,1889,8,1889
995,10,95,1,9599,7,1904,8,1904
996,10,96,1,9894,7,1963,8,1963
997,10,97,1,9974,7,1979,8,1979
998,10,98,1,10054,7,1994,8,1994
999,10,99,1,10134,7,2010,8,2010
1000,10,100,1,10214,7,2026,8,2026
1001,11,1,9,635,10,635,,
1002,11,2,9,645,10,645,,
1003,11,3,9,655,10,655,,
1004,11,4,9,665,10,665,,
1005,11,5,9,676,10,676,,
1006,11,6,9,689,10,689,,
1007,11,7,9,700,10,700,,
1008,11,8,9,711,10,711,,
1009,11,9,9,721,10,721,,
1010,11,10,9,732,10,732,,
1011,11,11,9,749,10,749,,
1012,11,12,9,761,10,761,,
1013,11,13,9,772,10,772,,
1014,11,14,9,784,10,784,,
1015,11,15,9,795,10,795,,
1016,11,16,9,816,10,816,,
1017,11,17,9,828,10,828,,
1018,11,18,9,840,10,840,,
1019,11,19,9,852,10,852,,
1020,11,20,9,864,10,864,,
1021,11,21,9,889,10,889,,
1022,11,22,9,902,10,902,,
1023,11,23,9,914,10,914,,
1024,11,24,9,927,10,927,,
1025,11,25,9,940,10,940,,
1026,11,26,9,968,10,968,,
1027,11,27,9,982,10,982,,
1028,11,28,9,995,10,995,,
1029,11,29,9,1008,10,1008,,
1030,11,30,9,1022,10,1022,,
1031,11,31,9,1054,10,1054,,
1032,11,32,9,1068,10,1068,,
1033,11,33,9,1082,10,1082,,
1034,11,34,9,1096,10,1096,,
1035,11,35,9,1110,10,1110,,
1036,11,36,9,1146,10,1146,,
1037,11,37,9,1161,10,1161,,
1038,11,38,9,1175,10,1175,,
1039,11,39,9,1190,10,1190,,
1040,11,40,9,1205,10,1205,,
1041,11,41,9,1245,10,1245,,
1042,11,42,9,1260,10,1260,,
1043,11,43,9,1275,10,1275,,
1044,11,44,9,1290,10,1290,,
1045,11,45,9,1306,10,1306,,
1046,11,46,9,1349,10,1349,,
1047,11,47,9,1365,10,1365,,
1048,11,48,9,1381,10,1381,,
1049,11,49,9,1397,10,1397,,
1050,11,50,9,1413,10,1413,,
1051,11,51,9,1461,10,1461,,
1052,11,52,9,1477,10,1477,,
1053,11,53,9,1494,10,1494,,
1054,11,54,9,1510,10,1510,,
1055,11,55,9,1527,10,1527,,
1056,11,56,9,1578,10,1578,,
1057,11,57,9,1595,10,1595,,
1058,11,58,9,1612,10,1612,,
1059,11,59,9,1629,10,1629,,
1060,11,60,9,1647,10,1647,,
1061,11,61,9,1702,10,1702,,
1062,11,62,9,1720,10,1720,,
1063,11,63,9,1737,10,1737,,
1064,11,64,9,1755,10,1755,,
1065,11,65,9,1773,10,1773,,
1066,11,66,9,1832,10,1832,,
1067,11,67,9,1850,10,1850,,
1068,11,68,9,1869,10,1869,,
1069,11,69,9,1887,10,1887,,
1070,11,70,9,1906,10,1906,,
1071,11,71,9,1969,10,1969,,
1072,11,72,9,1988,10,1988,,
1073,11,73,9,2007,10,2007,,
1074,11,74,9,2026,10,2026,,
1075,11,75,9,2045,10,2045,,
1076,11,76,9,2111,10,2111,,
1077,11,77,9,2131,10,2131,,
1078,11,78,9,2151,10,2151,,
1079,11,79,9,2170,10,2170,,
1080,11,80,9,2190,10,2190,,
1081,11,81,9,2261,10,2261,,
1082,11,82,9,2281,10,2281,,
1083,11,83,9,2301,10,2301,,
1084,11,84,9,2322,10,2322,,
1085,11,85,9,2342,10,2342,,
1086,11,86,9,2416,10,2416,,
1087,11,87,9,2437,10,2437,,
1088,11,88,9,2458,10,2458,,
1089,11,89,9,2479,10,2479,,
1090,11,90,9,2500,10,2500,,
1091,11,91,9,2578,10,2578,,
1092,11,92,9,2600,10,2600,,
1093,11,93,9,2621,10,2621,,
1094,11,94,9,2643,10,2643,,
1095,11,95,9,2664,10,2664,,
1096,11,96,9,2746,10,2746,,
1097,11,97,9,2769,10,2769,,
1098,11,98,9,2791,10,2791,,
1099,11,99,9,2813,10,2813,,
1100,11,100,9,2835,10,2835,,
1101,12,1,1,2288,7,454,8,454
1102,12,2,1,2324,7,461,8,461
1103,12,3,1,2361,7,469,8,469
1104,12,4,1,2398,7,476,8,476
1105,12,5,1,2434,7,483,8,483
1106,12,6,1,2482,7,493,8,493
1107,12,7,1,2521,7,500,8,500
1108,12,8,1,2560,7,508,8,508
1109,12,9,1,2599,7,516,8,516
1110,12,10,1,2638,7,523,8,523
1111,12,11,1,2700,7,536,8,536
1112,12,12,1,2741,7,544,8,544
1113,12,13,1,2782,7,552,8,552
1114,12,14,1,2823,7,560,8,560
1115,12,15,1,2864,7,568,8,568
1116,12,16,1,2940,7,583,8,583
1117,12,17,1,2983,7,592,8,592
1118,12,18,1,3027,7,601,8,601
1119,12,19,1,3070,7,609,8,609
1120,12,20,1,3114,7,618,8,618
1121,12,21,1,3203,7,636,8,636
1122,12,22,1,3249,7,645,8,645
1123,12,23,1,3294,7,654,8,654
1124,12,24,1,3340,7,663,8,663
1125,12,25,1,3386,7,672,8,672
1126,12,26,1,3489,7,692,8,692
1127,12,27,1,3537,7,702,8,702
1128,12,28,1,3585,7,711,8,711
1129,12,29,1,3633,7,721,8,721
1130,12,30,1,3681,7,730,8,730
1131,12,31,1,3798,7,753,8,753
1132,12,32,1,3848,7,763,8,763
1133,12,33,1,3898,7,773,8,773
1134,12,34,1,3948,7,783,8,783
1135,12,35,1,3999,7,793,8,793
1136,12,36,1,4129,7,819,8,819
1137,12,37,1,4182,7,830,8,830
1138,12,38,1,4234,7,840,8,840
1139,12,39,1,4287,7,851,8,851
1140,12,40,1,4340,7,861,8,861
1141,12,41,1,4484,7,890,8,890
1142,12,42,1,4539,7,900,8,900
1143,12,43,1,4594,7,911,8,911
1144,12,44,1,4648,7,922,8,922
1145,12,45,1,4703,7,933,8,933
1146,12,46,1,4861,7,964,8,964
1147,12,47,1,4918,7,976,8,976
1148,12,48,1,4976,7,987,8,987
1149,12,49,1,5033,7,999,8,999
1150,12,50,1,5090,7,1010,8,1010
1151,12,51,1,5262,7,1044,8,1044
1152,12,52,1,5321,7,1056,8,1056
1153,12,53,1,5380,7,1067,8,1067
1154,12,54,1,5440,7,1079,8,1079
1155,12,55,1,5499,7,1091,8,1091
1156,12,56,1,5685,7,1128,8,1128
1157,12,57,1,5746,7,1140,8,1140
1158,12,58,1,5808,7,1152,8,1152
1159,12,59,1,5870,7,1165,8,1165
1160,12,60,1,5932,7,1177,8,1177
1161,12,61,1,6131,7,1216,8,1216
1162,12,62,1,6195,7,1229,8,1229
1163,12,63,1,6259,7,1242,8,1242
1164,12,64,1,6323,7,1254,8,1254
1165,12,65,1,6387,7,1267,8,1267
1166,12,66,1,6600,7,1309,8,1309
1167,12,67,1,6666,7,1322,8,1322
1168,12,68,1,6732,7,1336,8,1336
1169,12,69,1,6799,7,1349,8,1349
1170,12,70,1,6865,7,1362,8,1362
1171,12,71,1,7092,7,1407,8,1407
1172,12,72,1,7160,7,1420,8,1420
1173,12,73,1,7229,7,1434,8,1434
1174,12,74,1,7297,7,1448,8,1448
1175,12,75,1,7366,7,1461,8,1461
1176,12,76,1,7606,7,1509,8,1509
1177,12,77,1,7677,7,1523,8,1523
1178,12,78,1,7748,7,1537,8,1537
1179,12,79,1,7819,7,1551,8,1551
1180,12,80,1,7890,7,1565,8,1565
1181,12,81,1,8144,7,1616,8,1616
1182,12,82,1,8217,7,1630,8,1630
1183,12,83,1,8290,7,1645,8,1645
1184,12,84,1,8363,7,1659,8,1659
1185,12,85,1,8437,7,1674,8,1674
1186,12,86,1,8704,7,1727,8,1727
1187,12,87,1,8780,7,1742,8,1742
1188,12,88,1,8855,7,1757,8,1757
1189,12,89,1,8931,7,1772,8,1772
1190,12,90,1,9006,7,1787,8,1787
1191,12,91,1,9288,7,1842,8,1842
1192,12,92,1,9365,7,1858,8,1858
1193,12,93,1,9443,7,1873,8,1873
1194,12,94,1,9521,7,1889,8,1889
1195,12,95,1,9599,7,1904,8,1904
1196,12,96,1,9894,7,1963,8,1963
1197,12,97,1,9974,7,1979,8,1979
1198,12,98,1,10054,7,1994,8,1994
1199,12,99,1,10134,7,2010,8,2010
1200,12,100,1,10214,7,2026,8,2026
1201,13,1,1,6708,,,,
1202,13,2,1,6815,,,,
1203,13,3,1,6922,,,,
1204,13,4,1,7029,,,,
1205,13,5,1,7137,,,,
1206,13,6,1,7278,,,,
1207,13,7,1,7392,,,,
1208,13,8,1,7506,,,,
1209,13,9,1,7620,,,,
1210,13,10,1,7734,,,,
1211,13,11,1,7915,,,,
1212,13,12,1,8036,,,,
1213,13,13,1,8156,,,,
1214,13,14,1,8277,,,,
1215,13,15,1,8398,,,,
1216,13,16,1,8619,,,,
1217,13,17,1,8747,,,,
1218,13,18,1,8874,,,,
1219,13,19,1,9001,,,,
1220,13,20,1,9129,,,,
1221,13,21,1,9391,,,,
1222,13,22,1,9525,,,,
1223,13,23,1,9659,,,,
1224,13,24,1,9793,,,,
1225,13,25,1,9927,,,,
1226,13,26,1,10229,,,,
1227,13,27,1,10370,,,,
1228,13,28,1,10511,,,,
1229,13,29,1,10652,,,,
1230,13,30,1,10792,,,,
1231,13,31,1,11134,,,,
1232,13,32,1,11282,,,,
1233,13,33,1,11430,,,,
1234,13,34,1,11577,,,,
1235,13,35,1,11725,,,,
1236,13,36,1,12107,,,,
1237,13,37,1,12261,,,,
1238,13,38,1,12416,,,,
1239,13,39,1,12570,,,,
1240,13,40,1,12724,,,,
1241,13,41,1,13147,,,,
1242,13,42,1,13308,,,,
1243,13,43,1,13469,,,,
1244,13,44,1,13630,,,,
1245,13,45,1,13791,,,,
1246,13,46,1,14253,,,,
1247,13,47,1,14421,,,,
1248,13,48,1,14589,,,,
1249,13,49,1,14757,,,,
1250,13,50,1,14924,,,,
1251,13,51,1,15427,,,,
1252,13,52,1,15602,,,,
1253,13,53,1,15776,,,,
1254,13,54,1,15950,,,,
1255,13,55,1,16125,,,,
1256,13,56,1,16668,,,,
1257,13,57,1,16849,,,,
1258,13,58,1,17030,,,,
1259,13,59,1,17211,,,,
1260,13,60,1,17393,,,,
1261,13,61,1,17976,,,,
1262,13,62,1,18164,,,,
1263,13,63,1,18352,,,,
1264,13,64,1,18540,,,,
1265,13,65,1,18727,,,,
1266,13,66,1,19351,,,,
1267,13,67,1,19546,,,,
1268,13,68,1,19740,,,,
1269,13,69,1,19935,,,,
1270,13,70,1,20129,,,,
1271,13,71,1,20793,,,,
1272,13,72,1,20994,,,,
1273,13,73,1,21196,,,,
1274,13,74,1,21397,,,,
1275,13,75,1,21598,,,,
1276,13,76,1,22302,,,,
1277,13,77,1,22510,,,,
1278,13,78,1,22718,,,,
1279,13,79,1,22926,,,,
1280,13,80,1,23134,,,,
1281,13,81,1,23879,,,,
1282,13,82,1,24093,,,,
1283,13,83,1,24308,,,,
1284,13,84,1,24523,,,,
1285,13,85,1,24737,,,,
1286,13,86,1,25522,,,,
1287,13,87,1,25743,,,,
1288,13,88,1,25965,,,,
1289,13,89,1,26186,,,,
1290,13,90,1,26407,,,,
1291,13,91,1,27232,,,,
1292,13,92,1,27461,,,,
1293,13,93,1,27689,,,,
1294,13,94,1,27917,,,,
1295,13,95,1,28145,,,,
1296,13,96,1,29010,,,,
1297,13,97,1,29245,,,,
1298,13,98,1,29479,,,,
1299,13,99,1,29714,,,,
1300,13,100,1,29949,,,,
1301,14,1,7,1330,8,1330,,
1302,14,2,7,1351,8,1351,,
1303,14,3,7,1373,8,1373,,
1304,14,4,7,1394,8,1394,,
1305,14,5,7,1415,8,1415,,
1306,14,6,7,1443,8,1443,,
1307,14,7,7,1466,8,1466,,
1308,14,8,7,1488,8,1488,,
1309,14,9,7,1511,8,1511,,
1310,14,10,7,1533,8,1533,,
1311,14,11,7,1569,8,1569,,
1312,14,12,7,1593,8,1593,,
1313,14,13,7,1617,8,1617,,
1314,14,14,7,1641,8,1641,,
1315,14,15,7,1665,8,1665,,
1316,14,16,7,1709,8,1709,,
1317,14,17,7,1734,8,1734,,
1318,14,18,7,1760,8,1760,,
1319,14,19,7,1785,8,1785,,
1320,14,20,7,1810,8,1810,,
1321,14,21,7,1862,8,1862,,
1322,14,22,7,1889,8,1889,,
1323,14,23,7,1915,8,1915,,
1324,14,24,7,1942,8,1942,,
1325,14,25,7,1968,8,1968,,
1326,14,26,7,2028,8,2028,,
1327,14,27,7,2056,8,2056,,
1328,14,28,7,2084,8,2084,,
1329,14,29,7,2112,8,2112,,
1330,14,30,7,2140,8,2140,,
1331,14,31,7,2208,8,2208,,
1332,14,32,7,2237,8,2237,,
1333,14,33,7,2266,8,2266,,
1334,14,34,7,2296,8,2296,,
1335,14,35,7,2325,8,2325,,
1336,14,36,7,2401,8,2401,,
1337,14,37,7,2431,8,2431,,
1338,14,38,7,2462,8,2462,,
1339,14,39,7,2492,8,2492,,
1340,14,40,7,2523,8,2523,,
1341,14,41,7,2607,8,2607,,
1342,14,42,7,2639,8,2639,,
1343,14,43,7,2671,8,2671,,
1344,14,44,7,2703,8,2703,,
1345,14,45,7,2734,8,2734,,
1346,14,46,7,2826,8,2826,,
1347,14,47,7,2860,8,2860,,
1348,14,48,7,2893,8,2893,,
1349,14,49,7,2926,8,2926,,
1350,14,50,7,2959,8,2959,,
1351,14,51,7,3059,8,3059,,
1352,14,52,7,3094,8,3094,,
1353,14,53,7,3128,8,3128,,
1354,14,54,7,3163,8,3163,,
1355,14,55,7,3197,8,3197,,
1356,14,56,7,3305,8,3305,,
1357,14,57,7,3341,8,3341,,
1358,14,58,7,3377,8,3377,,
1359,14,59,7,3413,8,3413,,
1360,14,60,7,3449,8,3449,,
1361,14,61,7,3564,8,3564,,
1362,14,62,7,3602,8,3602,,
1363,14,63,7,3639,8,3639,,
1364,14,64,7,3676,8,3676,,
1365,14,65,7,3713,8,3713,,
1366,14,66,7,3837,8,3837,,
1367,14,67,7,3876,8,3876,,
1368,14,68,7,3914,8,3914,,
1369,14,69,7,3953,8,3953,,
1370,14,70,7,3991,8,3991,,
1371,14,71,7,4123,8,4123,,
1372,14,72,7,4163,8,4163,,
1373,14,73,7,4203,8,4203,,
1374,14,74,7,4243,8,4243,,
1375,14,75,7,4283,8,4283,,
1376,14,76,7,4422,8,4422,,
1377,14,77,7,4463,8,4463,,
1378,14,78,7,4505,8,4505,,
1379,14,79,7,4546,8,4546,,
1380,14,80,7,4587,8,4587,,
1381,14,81,7,4735,8,4735,,
1382,14,82,7,4777,8,4777,,
1383,14,83,7,4820,8,4820,,
1384,14,84,7,4862,8,4862,,
1385,14,85,7,4905,8,4905,,
1386,14,86,7,5061,8,5061,,
1387,14,87,7,5105,8,5105,,
1388,14,88,7,5148,8,5148,,
1389,14,89,7,5192,8,5192,,
1390,14,90,7,5236,8,5236,,
1391,14,91,7,5400,8,5400,,
1392,14,92,7,5445,8,5445,,
1393,14,93,7,5490,8,5490,,
1394,14,94,7,5535,8,5535,,
1395,14,95,7,5581,8,5581,,
1396,14,96,7,5752,8,5752,,
1397,14,97,7,5799,8,5799,,
1398,14,98,7,5845,8,5845,,
1399,14,99,7,5892,8,5892,,
1400,14,100,7,5938,8,5938,,
1401,15,1,9,933,10,933,,
1402,15,2,9,947,10,947,,
1403,15,3,9,962,10,962,,
1404,15,4,9,977,10,977,,
1405,15,5,9,992,10,992,,
1406,15,6,9,1012,10,1012,,
1407,15,7,9,1028,10,1028,,
1408,15,8,9,1043,10,1043,,
1409,15,9,9,1059,10,1059,,
1410,15,10,9,1075,10,1075,,
1411,15,11,9,1100,10,1100,,
1412,15,12,9,1117,10,1117,,
1413,15,13,9,1134,10,1134,,
1414,15,14,9,1151,10,1151,,
1415,15,15,9,1167,10,1167,,
1416,15,16,9,1198,10,1198,,
1417,15,17,9,1216,10,1216,,
1418,15,18,9,1234,10,1234,,
1419,15,19,9,1251,10,1251,,
1420,15,20,9,1269,10,1269,,
1421,15,21,9,1306,10,1306,,
1422,15,22,9,1324,10,1324,,
1423,15,23,9,1343,10,1343,,
1424,15,24,9,1361,10,1361,,
1425,15,25,9,1380,10,1380,,
1426,15,26,9,1422,10,1422,,
1427,15,27,9,1442,10,1442,,
1428,15,28,9,1461,10,1461,,
1429,15,29,9,1481,10,1481,,
1430,15,30,9,1500,10,1500,,
1431,15,31,9,1548,10,1548,,
1432,15,32,9,1568,10,1568,,
1433,15,33,9,1589,10,1589,,
1434,15,34,9,1609,10,1609,,
1435,15,35,9,1630,10,1630,,
1436,15,36,9,1683,10,1683,,
1437,15,37,9,1705,10,1705,,
1438,15,38,9,1726,10,1726,,
1439,15,39,9,1748,10,1748,,
1440,15,40,9,1769,10,1769,,
1441,15,41,9,1828,10,1828,,
1442,15,42,9,1850,10,1850,,
1443,15,43,9,1872,10,1872,,
1444,15,44,9,1895,10,1895,,
1445,15,45,9,1917,10,1917,,
1446,15,46,9,1982,10,1982,,
1447,15,47,9,2005,10,2005,,
1448,15,48,9,2028,10,2028,,
1449,15,49,9,2052,10,2052,,
1450,15,50,9,2075,10,2075,,
1451,15,51,9,2145,10,2145,,
1452,15,52,9,2169,10,2169,,
1453,15,53,9,2193,10,2193,,
1454,15,54,9,2217,10,2217,,
1455,15,55,9,2242,10,2242,,
1456,15,56,9,2317,10,2317,,
1457,15,57,9,2342,10,2342,,
1458,15,58,9,2368,10,2368,,
1459,15,59,9,2393,10,2393,,
1460,15,60,9,2418,10,2418,,
1461,15,61,9,2499,10,2499,,
1462,15,62,9,2525,10,2525,,
1463,15,63,9,2551,10,2551,,
1464,15,64,9,2577,10,2577,,
1465,15,65,9,2604,10,2604,,
1466,15,66,9,2690,10,2690,,
1467,15,67,9,2717,10,2717,,
1468,15,68,9,2744,10,2744,,
1469,15,69,9,2771,10,2771,,
1470,15,70,9,2798,10,2798,,
1471,15,71,9,2891,10,2891,,
1472,15,72,9,2919,10,2919,,
1473,15,73,9,2947,10,2947,,
1474,15,74,9,2975,10,2975,,
1475,15,75,9,3003,10,3003,,
1476,15,76,9,3101,10,3101,,
1477,15,77,9,3129,10,3129,,
1478,15,78,9,3158,10,3158,,
1479,15,79,9,3187,10,3187,,
1480,15,80,9,3216,10,3216,,
1481,15,81,9,3320,10,3320,,
1482,15,82,9,3350,10,3350,,
1483,15,83,9,3379,10,3379,,
1484,15,84,9,3409,10,3409,,
1485,15,85,9,3439,10,3439,,
1486,15,86,9,3548,10,3548,,
1487,15,87,9,3579,10,3579,,
1488,15,88,9,3610,10,3610,,
1489,15,89,9,3640,10,3640,,
1490,15,90,9,3671,10,3671,,
1491,15,91,9,3786,10,3786,,
1492,15,92,9,3818,10,3818,,
1493,15,93,9,3849,10,3849,,
1494,15,94,9,3881,10,3881,,
1495,15,95,9,3913,10,3913,,
1496,15,96,9,4033,10,4033,,
1497,15,97,9,4066,10,4066,,
1498,15,98,9,4098,10,4098,,
1499,15,99,9,4131,10,4131,,
1500,15,100,9,4164,10,4164,,
1501,16,1,1,3354,7,665,8,665
1502,16,2,1,3408,7,676,8,676
1503,16,3,1,3461,7,687,8,687
1504,16,4,1,3515,7,697,8,697
1505,16,5,1,3569,7,708,8,708
1506,16,6,1,3639,7,722,8,722
1507,16,7,1,3696,7,733,8,733
1508,16,8,1,3753,7,744,8,744
1509,16,9,1,3810,7,756,8,756
1510,16,10,1,3867,7,767,8,767
1511,16,11,1,3958,7,785,8,785
1512,16,12,1,4018,7,797,8,797
1513,16,13,1,4078,7,809,8,809
1514,16,14,1,4139,7,821,8,821
1515,16,15,1,4199,7,833,8,833
1516,16,16,1,4310,7,855,8,855
1517,16,17,1,4374,7,867,8,867
1518,16,18,1,4437,7,880,8,880
1519,16,19,1,4501,7,893,8,893
1520,16,20,1,4565,7,905,8,905
1521,16,21,1,4696,7,931,8,931
1522,16,22,1,4763,7,945,8,945
1523,16,23,1,4830,7,958,8,958
1524,16,24,1,4897,7,971,8,971
1525,16,25,1,4964,7,984,8,984
1526,16,26,1,5115,7,1014,8,1014
1527,16,27,1,5185,7,1028,8,1028
1528,16,28,1,5256,7,1042,8,1042
1529,16,29,1,5326,7,1056,8,1056
1530,16,30,1,5396,7,1070,8,1070
1531,16,31,1,5567,7,1104,8,1104
1532,16,32,1,5641,7,1119,8,1119
1533,16,33,1,5715,7,1133,8,1133
1534,16,34,1,5789,7,1148,8,1148
1535,16,35,1,5863,7,1163,8,1163
1536,16,36,1,6054,7,1201,8,1201
1537,16,37,1,6131,7,1216,8,1216
1538,16,38,1,6208,7,1231,8,1231
1539,16,39,1,6285,7,1246,8,1246
1540,16,40,1,6362,7,1262,8,1262
1541,16,41,1,6574,7,1304,8,1304
1542,16,42,1,6654,7,1320,8,1320
1543,16,43,1,6735,7,1336,8,1336
1544,16,44,1,6815,7,1352,8,1352
1545,16,45,1,6896,7,1367,8,1367
