变量名,title,order,activeNumber,regainNumber,activeWeight,weight,chapter,desc,award
默认值,"""""",1,100,20,100,100,1,"""""",{}
73,时间之花,,0,0,0,0,9,皮卡丘和喵喵在梦幻的秘密基地休憩后，不小心进入了创世之树的内部，发现内部是一个类异次元入口。\n探索完内部，皮卡丘开始想念小智，于此同时小智仿佛也感应到了那份思念，于是第二天继续踏上前往创世之树的路途。\n路上路卡利欧又到了自己被封印的伤心地，偶然看到一朵时间之花，还原了当时的场景，正如路卡利欧所说亚朗临阵脱逃了，小智看到了还原场景并于路卡利欧和解，说要一起探寻真相。\n于此同时，路卡利欧感应到危险，一只雷吉洛克挡住了去路，路卡利欧使用了波导弹攻击，大家趁机跑远，并抵达了创世之树。,{135=100;gold=100000}
74,树内危机,,0,0,0,0,9,抵达创世之树后，小智急忙寻找皮卡丘，而琪朵则开始扫描整个创世之树，雷吉斯齐鲁见有入侵者，起身破坏了扫描装置。\n一路直冲的小智被雷吉艾斯拦住了去路，路卡利欧挡住了雷吉艾斯的攻击，小智和路卡利欧引开了三神柱并继续寻找皮卡丘。\n但小遥等人和火箭队在洞穴中被创世之树内的神秘力量攻击吞噬，大家在被吞噬之前都放出了宝可梦，让它们逃走。小智成功找到皮卡丘但不慎跌下悬崖，千钧一发之际琪朵救下了他们，在他们刚松一口时，创始之树的神秘力量将小智琪朵二人一并吞噬。\n梦幻见哭泣的皮卡丘，施展了神秘力量，被吞噬的众人被传送回来，追来的三神柱也转头离开。能量使用过度的梦幻发烧晕倒，与梦幻关联的创世之树内部也开始崩塌，在大家逃跑时，路卡利欧偶然发现了亚朗的手套。,{135=100;gold=100000}
75,波导之力,,0,0,0,0,9,亚朗被封在创世之树的水晶中，查看了一旁的时间之花，还原了当时的场景。\n亚朗发动波导之力，牺牲了自己来平息战争。而现在路卡利欧也选择牺牲自己拯救创世之树，但自己的力量无法办到，小智带上亚朗的手套站了出来，两人共同发力，在最后关头，路卡利欧撞开了小智，独自面对波导之力耗尽的结果。\n创世之树恢复原状，路卡利欧缓缓倒下，一旁的时间之花再次浮现了当年的场景。亚朗之所以封印了路卡利欧，是不想它与自己一起送命，看到这里路卡利欧彻底释然了，自己误会了亚朗，解开了心结化为水晶回到了亚朗身边。\n--波荡之力，存于我心。,{135=100;gold=100000}
80,森林猎手,,0,0,0,0,10,很久之前，年轻时的大木博士刚想进入森林探索，就被一位少女永久叫住，提醒到如果在森林听到声音，就不要乱动。\n永久继续解释，森淋守护神有穿越时空的能力，那种声音就是它穿越时空发出的，如果不想被它带到其他年代，切记不可以乱动。大木听后带着忠告和少女送的面包开始了森林探险。\n森林里，时拉比还在被躲避着猎人的宝可梦的攻击，时拉比被追到末路，无助呼喊，大木听到了时拉比的声音，上前阻止猎人的宝可梦，时拉比看到获救的希望，飞到大木的怀里，大木抱着时拉比开始逃跑，时拉比怕大木会有危险，使用了穿越时空的能力，转眼就穿越到了40年后的世界。猎人被火箭队的上级逼问时拉比藏身的森林所在，在威逼利诱下，猎人还是交代了所在位置。,{135=100;gold=100000}
81,宁静之森,,0,0,0,0,10,小智在城市广场与训练家对战，小刚的叉字蝠飞来提醒登船，也是多亏怀特先生，小智才险险登船，一行人在船上闲聊时，皮卡丘看到森林里的水君，小智赶紧和大木博士视频通话炫耀。\n大木博士说到下次再看到水君时，让它提防宝可梦猎人。聊完一行人换成怀特先生的小船，前往森林深处，到了瀑布前，怀特先生的小船变为飞艇载着众人来到了怀特的树屋。\n一行人稍作休息后准备进入森林，一个老奶奶提醒他们，如果听到森林的声音，就不可以乱动。小智敷衍一声就径直跑进森林，小霞小刚紧跟其后，更进入森林就看到穿越而来的大木和时拉比。,{135=100;gold=100000}
82,误会解除,,0,0,0,0,10,时拉比因为穿越时空消耗过度躲了起来，大木误以为小智一行人也是猎人，与小智争执起来。\n老年永久赶了过来，一眼认出了大木，她抱住了大木，因找到了大木而感到高兴，于是永久解释到，40年前，他消失在森林里，大木也记起了眼前人，正是给他面包的少女，他很快确认了自己穿越的事，也开始挂念时拉比。\n于是众人决定一起出发，找回森林的守护神，在森林深处，皮卡丘发现宝可梦们都聚集在一处，小智和大木顺藤而上，两人找到了躲在树洞中的时拉比。\n时拉比忘记了大木，将两人震飞，但两人又重新爬了上来。皮卡丘正准备用十万伏特对抗，但被大木拦下，因宝可梦猎人的追捕，让时拉比对人类有戒心，在两人耐心解释下，感化了时拉比。,{135=100;gold=100000}
83,能量补给,,0,0,0,0,10,没走多远，就被火箭队上级拦住去路，他放出班基拉斯攻击众人，小智一行人也放出宝可梦对战，争取了喘息逃跑的机会。\n森林里雾气渐浓，小智一行跟着圈圈熊走向深处，中途各种宝可梦交替引导，最终停在了一个湖前，大木抱着时拉比走进湖中。没多一会，时拉比摄取力量，恢复了活力。时拉比发动能力带着小智和大木在森林中穿梭嬉戏。\n大木在一晚的畅谈中，坚定了回到原来世界的决心。,{135=100;gold=100000}
84,毁灭黑化,,0,0,0,0,10,第二天，火箭队上级继续对时拉比开展捕捉，使用了黑暗精灵球收服了时拉比，小智想要抢回但也无济于事。\n上级放出黑化的时拉比，对周围的一切开始无差别破坏，黑化的时拉比造出了一个巨大的怪物，怪物更加肆虐的破坏森林以及那片生命之湖。\n就在小智与大木命悬一线时，水君就下了两人，小智想要水君带他到时拉比身边，水君飞速到了怪物身边，但被黑化时拉比的藤蔓控制，小智和大木趁机靠近时拉比，企图劝说时拉比。\n在两人和森林中宝可梦的集体呼唤下，时拉比逐渐恢复意识，怪物也自动解体。,{135=100;gold=100000}
85,绝望复生,,0,0,0,0,10,一行人围了上来，看着小智怀中的时拉比正以肉眼可见的速度开始衰弱，就算浸泡在生命之湖里也是无济于事，水君精华了正片水域，但因为时拉比消耗过度，即使是生命之湖也无法治愈此时的时拉比。\n小智抱着时拉比哭泣，森林里的宝可梦也开始哭泣起来，这个时候，森林的声音再次出现，许多时拉比出现在生命之湖上空，他们发动了力量恢复了这只时拉比的生命。\n时拉比群走后，上级再次出现抓住了时拉比就要逃走。小智抓住了上级的腿一并被带飞至空中，皮卡丘使用了十万伏特将空中的上级击落，上级就此绳之以法。\n小智则和时拉比缓缓飞下。就此时拉比的危机落下帷幕，时拉比再次发动时空穿梭的能力，将大木带回了40年前。,{135=100;gold=100000}
90,莽撞蛋,,0,0,0,0,11,小智一行人在旅行途中，来到了快乐镇中的一家宝可梦中心，怎料开门的不是乔伊小姐，而是一只吉利蛋的进化型幸福蛋。\n幸福蛋是心地善良的宝可梦，很喜欢照顾他人，一听见小智的肚子饿了，就连忙给他做吃的，不料幸福蛋好心办坏事，送餐途中被绊倒，食物全部砸到了小智身上，被弄脏了全身。\n正当小智在洗澡的时候，幸福蛋又跑来帮小智擦背，结果幸福蛋还是把事情弄得更糟，小智的后背被抓伤了。\n就在这时，乔伊小姐出现，她没想到幸福蛋会把事情弄成这样。\n她向小智解释到原来幸福蛋常常会不小心把好事做过火，可是它平常还是有做好护士的工作。,{135=100;gold=100000}
91,蛋与武藏,,0,0,0,0,11,另一边，火箭队趁着夜色偷溜进宝可梦中心，他们也想寻找食物，途中武藏遇见了那只很喜欢照顾人的幸福蛋。\n通过胸口的配饰，武藏发现眼前的幸福蛋是自己曾经的好朋友。\n很久以前，武藏的梦想是成为宝可梦的护士，于是她毅然的选择了吉利蛋护士学校，没想到她的同学全是吉利蛋，里面就只有她一个人类。\n武藏完成了自己的训练包扎任务后，看到了一旁的吉利蛋手忙脚乱，耐心的协作它完成了包扎，经此一事，武藏和这只吉利蛋成为了好朋友。\n有一天武藏由于自身无法唱出宝可梦的治愈之声，而感到沮丧，吉利蛋跑来安慰，但武藏已经决定放弃这条护士之路。\n正当武藏离开时，吉利蛋高兴的将护士帽送给武藏，可武藏没有收下，吉利蛋不罢休，将胸口的吊坠一分为二送给武藏，作为友谊的见证。,{135=100;gold=100000}
92,藏谊为友,,0,0,0,0,11,听到火箭队肚子饿了，幸福蛋赶忙将仓库中的食物都送给他们，不料事情还是被乔伊小姐发现。武藏为了保护幸福蛋，回过头告诉小智等人，是他们偷走了那些食物，幸福蛋再次看到武藏非常开心，可是武藏现在已经是火箭队的一员，没办法再继续和它做朋友。\n武藏十分无奈，派出了宝可梦将幸福蛋打成重伤，武藏责怪自己的宝可梦下手太重，并怒斥着。\n幸福蛋缓缓站起，虽被武藏打成重伤，但是依旧想要和武藏一起，望着不屈不挠的幸福蛋，武藏忍无可忍向其投射炮弹。小智一行人也派出宝可梦支援保护幸福蛋，并成功的击退了火箭队。\n为了保护幸福蛋，让全部人都视她为恶人，事后幸福蛋还是忘不了离去的武藏，她们是永远的好朋友。,{135=100;gold=100000}
100,恋爱的心,,50,10,210,300,12,小智一行人前往即将举办下一场华丽大赛的地点，在中途路过柑橘岛时，森林蜥蜴与一只热带龙发生了争执，森林蜥蜴不敌，对战落败负伤。乔伊小姐赶到，将森林蜥蜴带回宝可梦中心，一只大竺葵前来搭救治疗，接受治疗后的森林蜥蜴对这只大竺葵产生了爱慕之心。为了挽回尊严和证明自己，森林蜥蜴返回找到热带龙，准备与它再战一场。,{135=150;gold=100000}
101,破碎的心,,50,10,210,300,12,再战过程中，森林蜥蜴依旧不敌热带龙，但想到为了大竺葵，一定要证明自己，森林蜥蜴靠着自己高敏捷的身法躲避攻击，并用极快的速度使用刀叶击败了热带龙。与此同时，火箭队为了与热带龙合作，将那只大竺葵捕捉过来，森林蜥蜴看着喜欢的人奔向自己，非常开心，并展开双手迎接，但大竺葵并不是为了与森林蜥蜴拥抱，而是跑过去关心受伤在地的热带龙并治疗了它。森林蜥蜴见状无比失落，赢了比赛却输给了爱情，小智赶到现场看到受挫的森林蜥蜴以为是火箭队作祟，尽管他们多次解释事情的真相也无济于事。,{135=150;gold=100000}
102,拯救的心,,50,10,210,300,12,火箭队趁机利用机器捕捉了大竺葵和热带龙，森林蜥蜴为了拯救心爱的大竺葵，愤怒进化成蜥蜴王。火箭队不甘示弱，派出自己的精灵应战，刚进化的蜥蜴王因为失恋受挫导致无法使出自己的力量，被火箭队嘲讽并被他们的精灵不断攻击，正当火箭队要使用机器人给出最后一击时，皮卡丘使用十万伏特破坏了机器人成功保护蜥蜴王，并救下了被捕捉的热带龙和大竺葵。,{135=150;gold=100000}
103,成全的心,,50,10,210,300,12,火箭队见状不敌对方准备撤退，热带龙飞起联合大竺葵的飞叶快刀，成功击飞了火箭队。望着这一对情侣亲密无间的配合技能，蜥蜴王也释怀了，坚定地眼神仿佛在祝福。等回到了宝可梦中心才得知热带龙要在这里生活，看着这两只亲密的精灵，也是纷纷献上祝福。夕阳下，小智一行人在见证了一对相爱的精灵后也开始启程去往下一个举办华丽大赛的举办地。,{135=150;gold=100000}
110,小镇偶遇,,50,10,210,300,13,小智在小镇上买东西，掉落的甜甜圈被一只火斑喵叼走，小智追赶火斑喵一路，发现火斑喵正跟一只年长的长毛狗一起居住在城镇的天桥下，而火斑喵之所以抢走甜甜圈，也是为了拿来给行动不便的长毛狗吃。给过长毛狗后，火斑喵开始练习起火焰牙，但练习多次也无法正常使用，随后长毛狗起身，亲自示范了火焰牙的使用方式，希望一旁的火斑喵能够学会。这样，弱小的火斑喵才有保护自己的能力。,{135=150;gold=100000}
111,孱弱意坚,,50,10,210,300,13,示范完火焰牙的长毛狗剧烈咳嗽，此时长毛狗的身体已经非常虚弱了，而一旁学习招式的火斑喵最终还是失败了，依旧没有很好的办法释放火焰牙。隔天，小智打算再去看看火斑喵时，半路遇到火箭队偷袭，但这次没等小智出手，火箭队直接被火斑喵一发火花点燃，随后火斑喵哀求小智跟他走，小智让皮卡丘击败了火箭队后，赶紧跟上了火斑喵。而听懂精灵语言的喵喵也意识到了事情的严重性，直接离队跟着火斑喵等人前进。小智跟着火斑喵来到了天桥下，发现长毛狗倒在地上，显着十分虚弱，于是小智背起长毛狗，打算带它去宝可梦中心看诊。,{135=150;gold=100000}
112,自然过程,,50,10,210,300,13,到了宝可梦中心，乔伊小姐检查后告诉了小智，长毛狗并不是受伤，也不是患有任何疾病，而是因为年纪太大，各个器官开始衰竭。此时不懂自然离别的火斑喵依旧舔着长毛狗的毛发，希望它能早日康复。到了晚上，小智买了些树果，去宝可梦中心探望长毛狗和火斑喵时，发现它们擅自离开了，小智去寻找火斑喵的路上遇到了喵喵，已经明白发生什么事的喵喵告诫小智跟皮卡丘，希望他们能成为对火斑喵负责下去的人，接着头也不回的跑掉了。回到天桥下的长毛狗依旧在教火斑喵练习火焰牙，但是仍未成功，随后火斑喵依偎在长毛狗身旁，安心的睡着了。,{135=150;gold=100000}
113,最后祝福,,50,10,210,300,13,在火斑喵的梦里看到了长毛狗离自己远去，它惊醒后已经看不到长毛狗的身影了，失去了长毛狗的它一只在寻找，曾经的住所，一起走过的街道，就这样漫无目的得走着，回到了天桥下的火斑喵淋着雨呼唤着长毛狗。在一旁看着的小智叫出全部精灵，一起陪伴着火斑喵，直至日出来临，一片落叶唤醒了火斑喵，火斑喵追着落叶，望向天空，雨后的天空伴随着一道彩虹。树叶飞去的云朵，有着像长毛狗的外观，仿佛是长毛狗最后对火斑喵最后的告别，至此火斑喵终于接受了长毛狗的离去，能够直面自己的未来。,{135=150;gold=100000}
120,孤独等待,,50,10,210,300,14,小智，小霞，小刚在还没走出森林时遇到了新的状况，不知为何此地竟有一只落单的小火龙，独自守在一块岩石上。\n通过小刚的观察才知道，小火龙的身体已经非常虚弱了，如果尾巴上的火焰熄灭，它的生命也将走到尽头。\n于是小智拿出精灵球打算将其收服再带去治疗，可精灵球完全不管用，小火龙抗拒被收服。,{135=150;gold=100000}
121,暴雨将至,,50,10,210,300,14,通过皮卡丘和它对话才得知，小火龙是有主人的，因为主人下了命令让它等自己回来，所以小火龙才死守在此。\n三人听了这个消息只好继续前行，不多时便来到野外的宝可梦中心，与此同时一场暴风雨也如期而至，这场暴雨对于独自守候的小火龙来说更是雪上加霜。\n现在小火龙尾巴上的火焰已经快熄灭了。,{135=150;gold=100000}
122,遗弃,,50,10,210,300,14,小智等人在宝可梦中心，正准备用餐，邻桌的年轻训练家们的对话引起了他们的注意。\n小火龙正是这一伙人中领头者的宝可梦，因嫌弃小火龙实力太弱，所以欺骗它让它在原地等候。\n小智等人听到后立刻与领头者爆发矛盾，关键时刻乔伊小姐的出现平息了这次对峙，于是三人披上雨衣前去搭救小火龙。,{135=150;gold=100000}
123,危难救援,,50,10,210,300,14,小火龙已是危在旦夕，虚弱的身体硬抗着烈雀群的袭击，见此小智让皮卡丘前去解围，自己则和小刚抱着小火龙的身体，保护尾巴上的火焰，送到了宝可梦中心。\n在乔伊小姐的救助下，小火龙转危为安。\n即便如此，刚有好转的小火龙还是打算回到岩石上等待主人。\n小智一行人对此也只能表示无奈并准备继续出发。,{135=150;gold=100000}
124,潜能回馈,,50,10,210,300,14,三人刚准备动身时，就踩中了火箭队本要抓皮卡丘的陷阱，火箭队穿着一身绝缘装备成功捕捉在陷阱外的皮卡丘。\n小火龙见恩人陷入危机，立刻上前要求他们放开皮卡丘，火箭队完全无视它的警告准备逃走，小火龙使用威力巨大的喷射火焰瞬间击退火箭队。\n同一时间抛弃小火龙的领头者折返回来，看到小火龙变强试图将其收回。,{135=150;gold=100000}
125,真诚跟随,,50,10,210,300,14,领头者承认了自己当初抛弃小火龙这件事，并抛出精灵球，小火龙看破了原主人的虚伪，使用甩尾将飞来的精灵球打回原主人的脸上。\n气急败坏的领导者准备投掷更多的精灵球，但被小火龙的喷射火焰击退，皮卡丘见状又补上十万伏特攻击原主人。\n最终原主人被击退逃走，小火龙恢复了自由，并被小智的真心打动，愿意一同冒险继续修行。,{135=150;gold=100000}
130,初识,,50,10,210,300,15,小智与小霞在森林里前进，突然小霞被一只绿色的毛毛虫吓到，要求小智收服它，小智急忙的拿出精灵球扔了过去，绿毛虫没有挣扎，轻松的被小智收服。\n成功收服绿毛虫后，小智拿着精灵球疯狂向小霞炫耀，这是小智第一次成功收服宝可梦，但相比于小智，绿毛虫更喜欢小霞，从精灵球出来后，贴在小霞的腿上。\n但小霞不喜欢虫系宝可梦，十分抗拒。当晚皮卡丘和绿毛虫畅谈，绿毛虫下定决心要快速变强，进化成巴大蝶，不让小霞再讨厌它。,{135=150;gold=100000}
131,重创,,50,10,210,300,15,第二天小霞醒来，看到绿毛虫就在自己身边。\n立刻害怕的大叫起来，无意识的说了很多绿毛虫的坏话，伤害到了绿毛虫的感情，小智只能追随着绿毛虫并安慰。\n此时一只比比鸟路过，小智居然派出绿毛虫出站，物种上的天生压制导致绿毛虫被比比鸟重创，幸好皮卡丘及时救场，才免着被比比鸟吃掉。,{135=150;gold=100000}
132,结蛹,,50,10,210,300,15,事后小霞狠狠地教训了小智，她只是讨厌虫系，但是没有想要伤害他们的想法。\n就在小霞数落小智的时候，火箭队出现，准备抢夺皮卡丘，身负重伤的绿毛虫迎战，使用吐丝和撞击击退了火箭队。\n当小霞因为绿毛虫的英勇表现想要尝试抚摸它时，绿毛虫吐出丝线，将自己缠绕，进化成了铁甲蛹。\n小霞还是无法接受虫系宝可梦，这次英勇的抚摸还是没有下得了手。,{135=150;gold=100000}
133,蜂群突袭,,50,10,210,300,15,在前往深灰市的途中，一位武士少年想要和小智来一场宝可梦对战，小智派出铁甲蛹应对少年的凯罗斯，尽管铁甲蛹没用攻击技能，但靠着变硬的反伤成功击败凯罗斯。\n武士少年也派出铁甲蛹出场作战，两只铁甲蛹一直在使用变硬耗了几个小时，直到一群大针蜂袭击他们才打断了这场变硬比赛。\n混乱中大针蜂抓走了小智的铁甲蛹，小智想要救被抓走的铁甲蛹，但大针蜂群蜂多势众，小智只好先丢下铁甲蛹逃跑。,{135=150;gold=100000}
134,破蛹成蝶,,50,10,210,300,15,事后自责的小智前往大针蜂的领地尝试救出铁甲蛹，但火箭队突然出现把熟睡的大针蜂吵醒，面对大针蜂群，小智鼓起勇气冲进大针蜂领地就出了铁甲蛹。\n但铁甲蛹似乎因被小智丢下而不高兴，小智连忙道歉并向铁甲蛹解释，还表示再也不会丢下同伴自己逃跑了。\n突然一只大针蜂偷袭小智，铁甲蛹奋身跃起，用身体挡住了大针蜂的攻击，蛹身被划出一道缺口，就在小智担心时，铁甲蛹破茧成蝶，进化成了巴大蝶。\n巴大蝶对大针蜂群使用了催眠粉，因此小智一行人逃过了一劫。,{135=150;gold=100000}
135,挥泪送别,,50,10,210,300,15,在后续的冒险中，小智与巴大蝶的羁绊逐渐深厚。\n冒险到一处巴大蝶群的位置，才得知现在是巴大蝶求偶的季节，它对一只粉色的巴大蝶产生了爱意，但粉色巴大蝶并不接受，小智一行人尽力安慰鼓励它，并给它系上一条黄色围巾。\n它再次尝试，但依旧失败，这时火箭队捕捉了巴大蝶群，只有小智的巴大蝶逃过一劫，为了爱情它与火箭队交战，换来了粉色巴大蝶的好感。\n最后在夕阳下，小智成全了这一对，含泪送走了巴大蝶。,{135=150;gold=100000}
140,守护,,150,30,252,360,16,幼年的卡拉卡拉在森林里玩耍，被宝可梦猎人发现，狩猎者想要捕捉卡拉卡拉卖掉，于是他们的追逐战开始了。\n卡拉卡拉跑到森林深处，前路被一块巨石拦住无法翻越，就在它走投无路时，一道身影从宝可梦猎人的身侧出现并将对方撞飞出去。\n是卡拉卡拉的母亲嘎啦嘎啦，母亲让卡拉卡拉先跑，而自己留下来应对宝可梦猎人。,{135=300;gold=200000}
141,牺牲,,150,30,252,360,16,当可拉可拉跑出一段距离后回头看，缺是让它这辈子都无法忘记的画面…嘎啦嘎啦为了保护它的孩子，被宝可梦猎人猎杀。\n与这对母子相熟的老爷爷找到了失魂落魄的可拉可拉并抱起了它，此刻崩溃的情绪才完全释放，紧握着老爷爷的衣服伤心痛哭。\n从此它总是对除了老爷爷外的人保持着警惕。,{135=300;gold=200000}
142,哀鸣,,150,30,252,360,16,一位少年来探望在收容所的可拉可拉时，听了它的遭遇并深感愤怒。\n同时带来了消息，说是幽灵塔内近期晚上都会传出凄厉的叫声，可能有幽灵出没，很多宝可梦猎人都被袭击，在塔附近的收容所需要注意安全。\n同一天的晚上，卡拉卡拉好像感应到了什么，拼命地打破了收容所的门跑了出去，收容所的少女也紧随其后跟了出去。,{135=300;gold=200000}
143,永别,,150,30,252,360,16,它跑到了幽灵塔内，随即竟看到了已经变为幽灵的母亲，她的母亲正在攻击之前猎杀她的宝可梦猎人。\n可拉可拉跑了上去抱住了已是幽灵的母亲，互相紧紧相拥，而母亲嘎啦嘎啦见到眼前的可拉可拉，确保它牵挂的孩子平安无事，她终于放心了~\n她缓缓放开卡拉卡拉，并飞向了高空，在其孩子的目送下她去了原本该去的地方，而卡拉卡拉则是挥舞手中的骨头为其送行。,{135=300;gold=200000}
144,复仇,,150,30,252,360,16,卡拉卡拉想要找这些宝可梦猎人报仇，但被追随而来的少女拦下。\n之前在收容所愤怒的少年上前与猎人们对战，对战途中少年的宝可梦被对方的毒气攻击困扰。\n关键时刻可拉可拉丢出手中的棒骨划破了毒气，为少年解除了危机。\n摆脱毒气的少年指挥宝可梦成功击败了猎人。猎人见不敌直接逃走了。,{135=300;gold=200000}
145,成长,,150,30,252,360,16,敌人逃走后，少女表扬着可拉可拉的救助。\n她带着可拉可拉走出了塔，可拉可拉看到了天边正在对自己微笑的嘎啦嘎啦幻影，是一份勇气的认可，也是一份成长的欣慰，幻影随着可拉可拉最后一滴泪的落下而消散。\n经此一事它也解开了自己的心结，变得开朗起来，不再抗拒其他人。\n它走到少年面前，挥舞着棒骨在表达着自己的感谢。送别少年后，卡拉卡拉继续和少女一起生活下去。,{135=300;gold=200000}
150,莽撞蛋,,200,30,189,270,17,小智一行人在旅行途中，来到了快乐镇中的一家宝可梦中心，怎料开门的不是乔伊小姐，而是一只吉利蛋的进化型幸福蛋。\n幸福蛋是心地善良的宝可梦，很喜欢照顾他人，一听见小智的肚子饿了，就连忙给他做吃的，不料幸福蛋好心办坏事，送餐途中被绊倒，食物全部砸到了小智身上，被弄脏了全身。\n正当小智在洗澡的时候，幸福蛋又跑来帮小智擦背，结果幸福蛋还是把事情弄得更糟，小智的后背被抓伤了。\n就在这时，乔伊小姐出现，她没想到幸福蛋会把事情弄成这样。\n她向小智解释到原来幸福蛋常常会不小心把好事做过火，可是它平常还是有做好护士的工作。,{135=300;gold=200000}
151,蛋与武藏,,200,30,189,270,17,另一边，火箭队趁着夜色偷溜进宝可梦中心，他们也想寻找食物，途中武藏遇见了那只很喜欢照顾人的幸福蛋。\n通过胸口的配饰，武藏发现眼前的幸福蛋是自己曾经的好朋友。\n很久以前，武藏的梦想是成为宝可梦的护士，于是她毅然的选择了吉利蛋护士学校，没想到她的同学全是吉利蛋，里面就只有她一个人类。\n武藏完成了自己的训练包扎任务后，看到了一旁的吉利蛋手忙脚乱，耐心的协作它完成了包扎，经此一事，武藏和这只吉利蛋成为了好朋友。\n有一天武藏由于自身无法唱出宝可梦的治愈之声，而感到沮丧，吉利蛋跑来安慰，但武藏已经决定放弃这条护士之路。\n正当武藏离开时，吉利蛋高兴的将护士帽送给武藏，可武藏没有收下，吉利蛋不罢休，将胸口的吊坠一分为二送给武藏，作为友谊的见证。,{135=300;gold=200000}
152,藏谊为友,,200,30,189,270,17,听到火箭队肚子饿了，幸福蛋赶忙将仓库中的食物都送给他们，不料事情还是被乔伊小姐发现。武藏为了保护幸福蛋，回过头告诉小智等人，是他们偷走了那些食物，幸福蛋再次看到武藏非常开心，可是武藏现在已经是火箭队的一员，没办法再继续和它做朋友。\n武藏十分无奈，派出了宝可梦将幸福蛋打成重伤，武藏责怪自己的宝可梦下手太重，并怒斥着。\n幸福蛋缓缓站起，虽被武藏打成重伤，但是依旧想要和武藏一起，望着不屈不挠的幸福蛋，武藏忍无可忍向其投射炮弹。小智一行人也派出宝可梦支援保护幸福蛋，并成功的击退了火箭队。\n为了保护幸福蛋，让全部人都视她为恶人，事后幸福蛋还是忘不了离去的武藏，她们是永远的好朋友。,{135=300;gold=200000}
160,古老传说,,300,60,56,80,18,故事要从百年前说起，那是一个没有精灵球的时代，路卡利欧用着波导之力扫描大地，察觉到一场战争即将爆发。\n路卡利欧告知到他的人类伙伴亚朗，想要一起阻止这场战斗，但它却被亚朗封印在勇者之杖里，亚朗让梦幻和创世之树发出力量，平息了战争，后人都称他为波导的勇者，可封印路卡利欧依旧是个未解之谜。,{135=500;gold=300000}
161,对战庆典,,300,60,56,80,18,小智一行人来到了欧鲁德朗城，参加为了赞颂亚朗而举行的宝可梦庆典，几人换上了古老的服装，在艾琳女王的主持下，对战开始。\n小智过关斩将来到了决赛，在与琪朵的冠军之战中获胜，最终小智被封上波导的勇者称号。小智拿着勇者之杖，在祭典时化身勇者参与。\n小智仿佛在手中的勇者之杖中听到了一个声音，以为是错觉并没有在意，放出宝可梦一起享受宴会。喵喵混入其中，偶然发现了琪朵也是身为火箭队的秘密，喵喵紧跟着琪朵，但因为失足掉入了阁楼中，正好偶遇了正在和梦幻玩耍的小智一众宝可梦，这一幕也刚好被琪朵看到并派出自己的宝可梦攻击。\n梦幻见皮卡丘不敌，带着皮卡丘和喵喵使用瞬间移动成功脱逃。,{135=500;gold=300000}
162,创世之树,,300,60,56,80,18,小智又一次听到了手杖中的声音，刚摆出勇者的造型，勇者之杖中封印的路卡利欧也冲了出来。\n通过波导感应错将小智认成亚朗，心怀怨念的睁开眼，发现眼前人并不是亚朗，一切都物是人非。艾琳告诉路卡利欧，当时战争骤起，是亚朗平息了战争，但路卡利欧所知的和传说不一样，说亚朗临阵脱逃，并与有着和亚朗一样的波导能量的小智闹了矛盾。\n突然小胜跑来，说梦幻把皮卡丘和喵喵带走了，为了找回皮卡丘，小智决定前往创世之树，琪朵也要一并随行，她的目的是为了揭开创世之树的秘密才特地来此，于是路卡利欧使用波导能量，带着小智一行人前往创世之树。,{135=500;gold=300000}
163,时间之花,,300,60,56,80,18,皮卡丘和喵喵在梦幻的秘密基地休憩后，不小心进入了创世之树的内部，发现内部是一个类异次元入口。\n探索完内部，皮卡丘开始想念小智，于此同时小智仿佛也感应到了那份思念，于是第二天继续踏上前往创世之树的路途。\n路上路卡利欧又到了自己被封印的伤心地，偶然看到一朵时间之花，还原了当时的场景，正如路卡利欧所说亚朗临阵脱逃了，小智看到了还原场景并于路卡利欧和解，说要一起探寻真相。\n于此同时，路卡利欧感应到危险，一只雷吉洛克挡住了去路，路卡利欧使用了波导弹攻击，大家趁机跑远，并抵达了创世之树。,{135=500;gold=300000}
164,树内危机,,300,60,56,80,18,抵达创世之树后，小智急忙寻找皮卡丘，而琪朵则开始扫描整个创世之树，雷吉斯齐鲁见有入侵者，起身破坏了扫描装置。\n一路直冲的小智被雷吉艾斯拦住了去路，路卡利欧挡住了雷吉艾斯的攻击，小智和路卡利欧引开了三神柱并继续寻找皮卡丘。\n但小遥等人和火箭队在洞穴中被创世之树内的神秘力量攻击吞噬，大家在被吞噬之前都放出了宝可梦，让它们逃走。小智成功找到皮卡丘但不慎跌下悬崖，千钧一发之际琪朵救下了他们，在他们刚松一口时，创始之树的神秘力量将小智琪朵二人一并吞噬。\n梦幻见哭泣的皮卡丘，施展了神秘力量，被吞噬的众人被传送回来，追来的三神柱也转头离开。能量使用过度的梦幻发烧晕倒，与梦幻关联的创世之树内部也开始崩塌，在大家逃跑时，路卡利欧偶然发现了亚朗的手套。,{135=500;gold=300000}
