变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
468535,,1,14,,,,,,,<4683353>,<999>,<1>,,<0>,,
468536,,,,enemyForce|nodead,,"{process={keyNum=self:flagZ3() and less(self:getBuffOverlayCount(4685353),2) and 2 or 1;value=<random(3);random(12)>}}",,,,<4683351>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
468537,,,,selfForce()|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType',{4,11,14})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<4683354>,<1>,<self:flagZ3() and 1 or 0>,,<self:suckBlood()*10000*0.4>,,
468561,,,,selfForce|nodead,"attrDiffer('natureType',{4,11,14})",,,,,<4683611>,<999>,<1>,,<target:cure()>,,
468562,,1,14,,,,,,,<4683651>,<999>,<1>,,<0>,,
468563,,1,14,,,,,,,<4683613>,<999>,<1>,,<list(list(4))>,,
468564,,1,14,,,,,,,<4683711>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
468565,,1,14,,,,,,,<4683810>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
468566,,1,14,,,,,,,<4683851>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,
468567,,,,selfForce|nodead,"attrDiffer('natureType',{11,14})",,,,,<4683657>,<999>,<1>,,<0>,,
468568,,1,14,,,,,,,<4683659>,<999>,"<moreE(countObjByBuff(self:force(),{4683657},{}),3) and 1 or 0>",,<0>,,
468571,,,4,,,,,,,,,,,,468571,
468572,,,,enemyForce | nodead,useOtherProcess(468571),,,,,<4683713>,<1>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
470111,,,,,,,,,,,,,,,470111,
470112,,1,14,,,,,,,<4701111>,<2>,<1>,,<self:Bdamage()*0.05>,,
470113,,1,14,,,,,,,<4701621>,<3>,<self:flagZ1() and 1 or 0>,,<0>,,
470121,,,,,,,,,,,,,,,470121,
470122,,1,14,,,,,,,<4701621;4701621>,<3;3>,<1;1>,,<0;0>,,
470123,,,,,,,,,,<4701211>,<1>,<1>,,"<min(target:hpMax()*0.05,self:damage()*3)>",,
470124,,,,selfForce | nodead,"targetAnd(""attrDiffer"",{""natureType"", {12}},""battleFlagDiffer"",{'battleFlag',{10032}})",,,,,<4701213>,<999>,<self:flagZ2() and 1 or 0>,,<0>,,
470131,,,,,,,,,,,,,,,470131,
470132,,,,,,,,,,,,,,,470132,
470133,,1,14,,,,,,,<4701311>,<2>,<1>,,<0>,,
470134,,1,14,,,,,,,<4701321>,<1>,<1>,,<5000*(target:hp()/target:hpMax())>,,
470135,,1,14,,,,,,,<4701330>,<1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
470141,,1,14,,,,,,,<4701351>,<1>,<self:flagZ3() and 1 or 0>,,<0>,,
470161,,1,14,,,,,,,<4701611>,<999>,<1>,,<0>,,
476111,,,,,,,,,,,,,,,476111,
476112,,,,,,,,,,<4761111>,<2>,<1>,,<0>,,
476121,,,,,,,,,,,,,,,476121,
476122,,,,,,,,,,<4761211>,<2>,<1>,,<0>,,
476131,,,4,,,,,,,,,,,,476131,
476132,,,4,,,,,,,,,,,,476132,
476133,,1,14,,,,,,,<4761011;4761011;4761011;4761311>,<1;1;1;1>,"<1;1;1;moreE(self:star(),11) and 1 or 0>",,<0;0;0;0>,,
476161,,1,14,,,,,,,<4761611>,<999>,<1>,,<0>,,
476162,,1,14,,,,,,,<4761661;4761681>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;<1;1;0>>,,
476163,,1,14,,,,,,,<4761011;4761011;4761311>,<1;1;1>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<0;0;0>,,
476211,,,,,,,,,,,,,,,476211,
476212,,,,,,,,,,<4761111>,<2>,<1>,,<0>,,
476221,,,,,,,,,,,,,,,476221,
476222,,,,,,,,,,<4761211>,<2>,<1>,,<0>,,
476231,,,4,,,,,,,,,,,,476231,
476232,,,4,,,,,,,,,,,,476232,
476233,,1,14,,,,,,,<4761011;4761011;4761011;4761311>,<1;1;1;1>,"<1;1;1;moreE(self:star(),11) and 1 or 0>",,<0;0;0;0>,,
476261,,1,14,,,,,,,<4761611>,<999>,<1>,,<0>,,
476262,,1,14,,,,,,,<4761661;4761681>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;<1;1;0>>,,
476263,,1,14,,,,,,,<4761011;4761011;4761311>,<1;1;1>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<0;0;0>,,
476311,,,,,,,,,,,,,,,476311,
476312,,,,,,,,,,<4761111>,<2>,<1>,,<0>,,
476321,,,,,,,,,,,,,,,476321,
476322,,,,,,,,,,<4761211>,<2>,<1>,,<0>,,
476331,,,4,,,,,,,,,,,,476331,
476332,,,4,,,,,,,,,,,,476332,
476333,,1,14,,,,,,,<4761011;4761011;4761011;4761311>,<1;1;1;1>,"<1;1;1;moreE(self:star(),11) and 1 or 0>",,<0;0;0;0>,,
476361,,1,14,,,,,,,<4761611>,<999>,<1>,,<0>,,
476362,,1,14,,,,,,,<4761661;4761681>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<0;<1;1;0>>,,
476363,,1,14,,,,,,,<4761011;4761011;4761311>,<1;1;1>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<0;0;0>,,
477111,,,,,,,,,,,,,,,477111,
477112,,1,14,,,,,,,<4771111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
477121,,,,,,,,,,,,,,,477121,
477122,,,,,,,,,,,,,,,,
477123,,1,,,,,,,,<4771211>,<2>,<1>,,<0>,,
477131,,,11,,,,,,,,,,,,477131,
477132,,,,,,,,,,,,,,,477132,
477133,,1,14,,,,,,,<4771311>,<2>,<1>,,<0>,,
477134,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attrDiffer(""natureType"", {2,14})|random(moreEqualThan(csvSelf:star(),6) and 2 or 1)",,,,,<4771313>,<1>,<1>,,<0>,,
477161,,1,14,,,,,,,<4771611;4771616>,<999;999>,<1;1>,,<0;0>,,
477162,,1,14,,,,,,,<4771621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
477163,,1,14,,,,,,,<4771631>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<0;1;0;15>>,,
477211,,,,,,,,,,,,,,,477211,
477212,,1,14,,,,,,,<4771111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
477221,,,,,,,,,,,,,,,477221,
477222,,,,,,,,,,,,,,,,
477223,,1,,,,,,,,<4771211>,<2>,<1>,,<0>,,
477231,,,11,,,,,,,,,,,,477231,
477232,,,,,,,,,,,,,,,477232,
477233,,1,14,,,,,,,<4771311>,<2>,<1>,,<0>,,
477234,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attrDiffer(""natureType"", {2,14})|random(moreEqualThan(csvSelf:star(),6) and 2 or 1)",,,,,<4771313>,<1>,<1>,,<0>,,
477261,,1,14,,,,,,,<4771611;4771616>,<999;999>,<1;1>,,<0;0>,,
477262,,1,14,,,,,,,<4771621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
477263,,1,14,,,,,,,<4771631>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<0;1;0;15>>,,
477311,,,,,,,,,,,,,,,477311,
477312,,1,14,,,,,,,<4771111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
477321,,,,,,,,,,,,,,,477321,
477322,,,,,,,,,,,,,,,,
477323,,1,,,,,,,,<4771211>,<2>,<1>,,<0>,,
477331,,,11,,,,,,,,,,,,477331,
477332,,,,,,,,,,,,,,,477332,
477333,,1,14,,,,,,,<4771311>,<2>,<1>,,<0>,,
477334,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attrDiffer(""natureType"", {2,14})|random(moreEqualThan(csvSelf:star(),6) and 2 or 1)",,,,,<4771313>,<1>,<1>,,<0>,,
477361,,1,14,,,,,,,<4771611;4771616>,<999;999>,<1;1>,,<0;0>,,
477362,,1,14,,,,,,,<4771621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
477363,,1,14,,,,,,,<4771631>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<0;1;0;15>>,,
485111,,,,,,,,,,,,,,,485111,
485112,,1,14,,,,,,,<4851111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
485121,,,,,,,,,,,,,,,485121,
485122,,,,,,,,,,<4851211>,<2>,<1>,,<0>,,
485131,,,,,,,,,,,,,,,485131,
485132,,1,14,,,,,,,<4851311;4851331>,<1;2>,"<1;(moreE(self:star(),11) and getObjInAttackerArrayId(target:id(),0) == getForceNum(self:force())) and 1 or 0>",,<0;0>,,
485161,,1,14,,,,,,,<4851611>,<999>,<1>,,<<0>>,,
485162,,1,14,,,,,,,<4851311>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
485211,,,,,,,,,,,,,,,485211,
485212,,1,14,,,,,,,<4851111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
485221,,,,,,,,,,,,,,,485221,
485222,,,,,,,,,,<4851211>,<2>,<1>,,<0>,,
485231,,,,,,,,,,,,,,,485231,
485232,,1,14,,,,,,,<4851311;4851331>,<1;2>,"<1;(moreE(self:star(),11) and getObjInAttackerArrayId(target:id(),0) == getForceNum(self:force())) and 1 or 0>",,<0;0>,,
485261,,1,14,,,,,,,<4851611>,<999>,<1>,,<<0>>,,
485262,,1,14,,,,,,,<4851311>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
485311,,,,,,,,,,,,,,,485311,
485312,,1,14,,,,,,,<4851111>,<2>,<1>,,<self:BspecialDamage()*(self:flagZ1() and 0.1 or 0.05)>,,
485321,,,,,,,,,,,,,,,485321,
485322,,,,,,,,,,<4851211>,<2>,<1>,,<0>,,
485331,,,,,,,,,,,,,,,485331,
485332,,,,,,,,,,,,,,,485332,
485333,,1,14,,,,,,,<4851311;4851331>,<1;2>,"<1;(moreE(self:star(),11) and getObjInAttackerArrayId(target:id(),0) == getForceNum(self:force())) and 1 or 0>",,<0;0>,,
485361,,1,14,,,,,,,<4851611>,<999>,<1>,,<<0>>,,
485362,,1,14,,,,,,,<4851311>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
499111,,,,,,,,,,,,,,,499111,
499112,,1,14,,,,,,,<4991111>,<2>,<1>,,<0>,,
499121,,,,,,,,,,,,,,,499121,
499122,,1,14,,,,,,,<4991211>,<2>,<1>,,<0>,,
499131,,,,,,,,,,,,,,,499131,
499132,,,,,,,,,,,,,,,499132,
499133,,1,14,,,,,,,<4991311>,<2>,<1>,,<<0>>,,
499134,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {17,18})|random(1)",,,,,<4991320>,<2>,<1>,,<0>,,
499135,,1,14,,,,,,,<4991314>,<2>,<1>,,<0>,,
499161,,1,14,,,,,,,<4991611>,<999>,<1>,,<0>,,
499162,,1,14,,,,,,,<4991621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
499163,,1,14,,,,,,,<4991211>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
499211,,,,,,,,,,,,,,,499211,
499212,,1,14,,,,,,,<4991111>,<2>,<1>,,<0>,,
499221,,,,,,,,,,,,,,,499221,
499222,,1,14,,,,,,,<4991211>,<2>,<1>,,<0>,,
499231,,,,,,,,,,,,,,,499231,
499232,,,,,,,,,,,,,,,499232,
499233,,1,14,,,,,,,<4991311>,<2>,<1>,,<<0>>,,
499234,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {17,18})|random(1)",,,,,<4991320>,<2>,<1>,,<0>,,
499235,,1,14,,,,,,,<4991314>,<2>,<1>,,<0>,,
499261,,1,14,,,,,,,<4991611>,<999>,<1>,,<0>,,
499262,,1,14,,,,,,,<4991621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
499263,,1,14,,,,,,,<4991211>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
499311,,,,,,,,,,,,,,,499311,
499312,,1,14,,,,,,,<4991111>,<2>,<1>,,<0>,,
499321,,,,,,,,,,,,,,,499321,
499322,,1,14,,,,,,,<4991211>,<2>,<1>,,<0>,,
499331,,,,,,,,,,,,,,,499331,
499332,,,,,,,,,,,,,,,499332,
499333,,1,14,,,,,,,<4991311>,<2>,<1>,,<<0>>,,
499334,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {17,18})|random(1)",,,,,<4991320>,<2>,<1>,,<0>,,
499335,,1,14,,,,,,,<4991314>,<2>,<1>,,<0>,,
499361,,1,14,,,,,,,<4991611>,<999>,<1>,,<0>,,
499362,,1,14,,,,,,,<4991621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
499363,,1,14,,,,,,,<4991211>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
499411,,,,,,,,,,,,,,,499411,
499412,,1,14,,,,,,,<4991111>,<2>,<1>,,<0>,,
499421,,,,,,,,,,,,,,,499421,
499422,,1,14,,,,,,,<4991211>,<2>,<1>,,<0>,,
499431,,,,,,,,,,,,,,,499431,
499432,,,,,,,,,,,,,,,499432,
499433,,1,14,,,,,,,<4991311>,<2>,<1>,,<<0>>,,
499434,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {17,18})|random(1)",,,,,<4991320>,<2>,<1>,,<0>,,
499435,,1,14,,,,,,,<4991314>,<2>,<1>,,<0>,,
499461,,1,14,,,,,,,<4991611>,<999>,<1>,,<0>,,
499462,,1,14,,,,,,,<4991621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
499463,,1,14,,,,,,,<4991211>,<1>,<self:flagZ4() and 1 or 0>,,<0>,,
500011,,1,14,,,,,,,<500011>,<2>,<1>,,<self:damage()*(0.14+skillLevel*0.015-0.015)>,,
500012,,1,11,,,,,,,<500012>,<999>,<1>,,<self:hpMax()*(skillLevel*0.01+0.065)>,,
500013,,1,14,,,,,,,<500013>,<2>,<1>,,<self:specialDamage()*(0.14+skillLevel*0.015-0.015)>,,
500014,,1,14,,,,,,,<500014>,<999>,<1>,,<0>,,
500051,,1,14,,,,,,,,,,,,,
510011,,1,14,,,,,,,<510011>,<999>,<(12+(skillLevel-1)*3)*0.01>,,<<1;1>>,,
510021,,1,14,,,,,,,<510021>,<999>,<1>,,<1400+(skillLevel-1)*150>,,
510031,,1,14,,,,,,,<510031;510032>,<999;999>,<1;1>,,<0;0>,,
510041,,1,14,,,,,,,<510041>,<999>,<1>,,<1400+(skillLevel-1)*150>,,
510051,,1,14,,,,,,,<510051>,<999>,<1>,,<0>,,
510061,,,,selfForce,hpRatioMin,,,,,<510061>,<1>,<self:hasBuffGroup(c.fly_notbuff_oc()) and 0 or 1>,,<target:hpMax()*(7.5+(skillLevel-1)*1)*0.01>,,
510062,,,,selfForce,otherProcessExcept(510061),,,,,<510062>,<1>,<self:hasBuffGroup(c.fly_notbuff_oc()) and 0 or 1>,,<0>,,
510071,,,,enemyForce|nodead,random(1),,,,,<510032>,<1>,<0.18+((skillLv(51003) or 0)-1)*0.015>,,<0>,,
510081,,1,14,,,,,,,<510081>,<999>,<1>,,<1>,,
510091,,1,14,,,,,,,<510091>,<999>,<1>,,<1>,,
510101,,1,14,,,,,,,<510101;510102;510106>,<999;999;999>,<1;1;1>,,<800+skillLevel*100-100;1;1000+skillLevel*150-150>,,
520011,,1,14,,,,,,,<520011>,<999>,<1>,,<0>,,
520021,,1,14,,,,,,,<520021>,<999>,<1>,,<0>,,
520031,,1,14,,,,,,,<520031>,<999>,<1>,,<0>,,
520041,,1,14,,,,,,,<520041;520045;520040>,<999;999;999>,<1;1;1>,,<1;1;1>,,
520051,,1,14,,,,,,,<520051>,<999>,<1>,,<0>,,
520061,,1,14,,,,,,,<520061;520065>,<999;999>,<1;1>,,<0;0>,,
520071,,,,enemyForce()|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,,,,,,,
520072,,1,14,,,,,,,<520071>,<999>,<1>,,<0>,,
520081,,1,14,,,,,,,<520081;520084>,<999;999>,<1;1>,,<0;0>,,
520091,,1,14,,,,,,,<520091;520095>,<999;999>,<1;1>,,<0;0>,,
520101,,1,14,,,,,,,<520101;520107>,<999;999>,"<1;less(countObjByBuffExGroup(self:force(),list(520107),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0;0>,,
520111,,1,14,,,,,,,<520111;520112>,<999;999>,<1;1>,,<self:speed()*(12+(skillLevel-1)*1);(12+(skillLevel-1)*1)*100>,,
520121,,1,14,,,,,,,<520121>,<999>,<1>,,<(18+(skillLevel-1)*2)*100>,,
520131,,1,14,,,,,,,<520131>,<999>,<1>,,<0>,,
520141,,,,enemyForce()|nodead,"buffDiffer('group',{c.kongzhi1_oc()})",,,,,,,,,,,
520142,,,,enemyForce()|nodead,otherProcessExcept(520141)|random(1),,,,,<520141>,<1>,"<moreEqualThan(self:getBuffOverlayCount(520142),3) and 0 or (self:hasBuffGroup(c.kongzhi1_oc()) and (24+(skillLevel-1)*1)*0.01 or (14+(skillLevel-1)*1)*0.01)>",,<0>,,
520151,,1,14,,,,,,,,,,,,,
520152,,,,selfForce()|nodead,otherProcessExcept(520151),,,,,<520151>,<999>,<1>,,<0>,,
520161,,1,14,,,,,,,<520161;520165>,<999;999>,"<1;((self:natureIntersection(list(18))) and less(countObjByBuffExGroup(self:force(),list(520165),list(),list(c.undeath_oc())),1)) and 1 or 0>",,<0;0>,,
520162,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""specialDamage"",""damage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<520161>,<999>,<1>,,<0>,,
520171,,1,14,,,,,,,<520171>,<999>,<1>,,<0>,,
520181,,1,14,,,,,,,<520181;520184>,<999;999>,<1;1>,,<0;0>,,
520191,,1,14,,,,,,,<520191>,<999>,<1>,,<0>,,
520201,,1,14,,,,,,,<520201>,<999>,<1>,,<0>,,
520211,,1,14,,,,,,,<520211;520217>,<999;999>,"<less(countObjByBuffExGroup(self:force(),list(520211),list(),list(c.undeath_oc())),1) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(520217),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0;0>,,
520221,,1,14,,,,,,,<520221;520231>,<999;999>,<1;1>,,<0;0>,,
520231,,1,14,,,,,,,<520231>,<999>,"<less(countObjByBuffExGroup(self:force(),list(520231),list(),list(c.undeath_oc())),1) and 1 or 0>",,<1>,,
520241,,1,14,,,,,,,<520241>,<999>,<1>,,<1>,,
520251,,1,14,,,,,,,<520251;520259>,<999;999>,"<1;less(countObjByBuffExGroup(self:force(),list(520259),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0;0>,,
520261,,1,14,,,,,,,<520261;520268>,<999;999>,<1;1>,,<0;0>,,
520271,,1,14,,,,,,,<520271;520275>,<999;999>,"<less(countObjByBuffExGroup(self:force(),list(520271),list(),list(c.undeath_oc())),1) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(520275),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0;0>,,
520281,,1,14,,,,,,,<540000;520281;520285>,<999;999;999>,<1;1;1>,,<1;1;2000>,,
520291,,1,14,,,,,,,<520291;520293>,<999;999>,<1;1>,,<0;0>,,
520301,,1,14,,,,,,,<520301;520305>,<999;999>,<1;1>,,<0;<0>>,,
520311,,1,14,,,,,,,<520310;520311>,<999;999>,<1;1>,,<1;1>,,
520312,,1,11,,,,,,,<520323>,<999>,<(target:natureIntersection(list(16)))  and 1 or 0>,,<1>,,
520331,,1,14,,,,,,,<520331>,<999>,<1>,,<1>,,
520332,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {4})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,,,,,,,
520333,,,,selfForce|nodead,"battleFlagDiffer('battleFlag', {2351})",,,,,,,,,,,
520334,,,,selfForce|nodead,"useOtherProcess(520332,520333)",,,,,<541004>,<999>,<1>,,<1>,,
520335,,1,14,,,,,,,<541000;541008>,<999;999>,"<(self:natureIntersection(list(4)) and less(countObjByBuffExGroup(self:force(),list(541000),list(),list(c.undeath_oc())),1))  and 1 or 0;(self:natureIntersection(list(4)) and less(countObjByBuffExGroup(self:force(),list(541008),list(),list(c.undeath_oc())),1))  and 1 or 0>",,<1;1>,,
520341,,1,14,,,,,,,<520341;542001>,<999;999>,<1;1>,,<1;1>,,
520351,,1,14,,,,,,,<520358;520351;520362>,<999;999;999>,"<less(countObjByBuffExGroup(self:force(),list(520358),list(),list(c.undeath_oc())),1) and 1 or 0;1;1>",,<1;1;1>,,
520361,,1,14,,,,,,,<520370;520365>,<999;999>,<1;1>,,<1;1>,,
520371,,1,14,,,,,,,<520375;520379;520389;520386>,<999;999;999;999>,"<less(countObjByBuffExGroup(self:force(),list(520375),list(),list(c.undeath_oc())),1) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(520379),list(),list(c.undeath_oc())),1) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(520389),list(),list(c.undeath_oc())),1) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(520386),list(),list(c.undeath_oc())),1) and 1 or 0>",,<1;1;1;1>,,
520411,,1,14,,,,,,,<520411;520415>,<999;999>,<1;1>,,<1;1>,,
520421,,1,14,,,,,,,<520421;520423;520427>,<999;999;999>,<1;1;1>,,<1;1;1>,,
520431,,1,14,,,,,,,<520431;543000>,<999;999>,<1;1>,,<1;1>,,
520511,,1,14,,,,,,,<520511;520521;520531>,<999;999;999>,<1;1;1>,,<1;1;1>,,
521011,,1,14,,,,,,,<521011;521020;521028>,<999;999;999>,"<less(countObjByBuffExGroup(self:force(),list(521011),list(),list(c.undeath_oc())),2) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(521020),list(),list(c.undeath_oc())),2) and 1 or 0;less(countObjByBuffExGroup(self:force(),list(521028),list(),list(c.undeath_oc())),2) and 1 or 0>",,<1;1;1>,,
521021,,1,14,,,,,,,<521121;521122;521132;521138>,<999;999;999;999>,<1;1;1;1>,,<1;1;1;1>,,
521031,,1,14,,,,,,,<521201;521211;521213>,<999;999;999>,<1;1;1>,,<1;1;1>,,
521041,,1,14,,,,,,,<521300>,<999>,<1>,,<0>,,
521051,,1,14,,,,,,,<521431>,<999>,<1>,,<1>,,
521061,,1,14,,,,,,,<521501>,<999>,<1>,,<1>,,
521071,,1,14,,,,,,,<521613;521601;521614;521605>,<999;999;999;999>,<1;1;1;1>,,<(skillLv(52107) or 0);1;<2;99>;1>,,
521081,,1,14,,,,,,,<521721;521724>,<999;999>,<1;1>,,<1;1>,,
521091,,1,14,,,,,,,<521801>,<999>,<1>,,<1>,,
521101,,1,14,,,,,,,<521101>,<999>,<1>,,<1>,,
521111,,1,14,,,,,,,<521920>,<999>,<1>,,<1>,,
521121,,1,14,,,,,,,<522001;522013;522014>,<999;999;999>,<1;1;1>,,<1;1;1>,,
521131,,1,14,,,,,,,<522131;522136;522138;522140>,<1;999;999;1>,"<lessE(getNowRound(),1) and 1 or 0;1;1;1>",,<self:hp()*0.15;0;0;3200>,,
521141,,1,14,,,,,,,<522150;522151>,<999;999>,<1;1>,,<1;1>,,
521151,,1,14,,,,,,,<522210;522212;522213;522216;522219>,<999;999;999;999;999>,<1;0;1;(target:natureIntersection(list(3))) and 1 or 0;(target:natureIntersection(list(7))) and 1 or 0>,,<0;<1;99;1>;0;0;0>,,
521161,,1,14,,,,,,,<522310;522321;522313;522330>,<999;999;999;999>,<1;(target:natureIntersection(list(18))) and 1 or 0;(target:natureIntersection(list(18))) and 1 or 0;target:flag(10006) and 1  or 0>,,<1;1;1;1>,,
521171,,1,14,,,,,,,<522410>,<999>,<1>,,<0>,,
521181,,1,14,,,,,,,<522511>,<999>,<1>,,<0>,,
521191,,1,14,,,,,,,<522610>,<999>,<1>,,<0>,,
521201,,1,14,,,,,,,<522710>,<999>,<1>,,<0>,,
521211,,1,14,,,,,,,<522810>,<999>,"<less(countObjByBuffExGroup(self:force(),list(522810),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521221,,1,14,,,,,,,<522910>,<999>,<1>,,<0>,,
521231,,1,14,,,,,,,<523010>,<999>,<1>,,<0>,,
521241,,1,14,,,,,,,<523110>,<999>,<1>,,<0>,,
521251,,1,14,,,,,,,<523210>,<999>,<1>,,<0>,,
521261,,1,14,,,,,,,<523310>,<999>,<1>,,<0>,,
521271,,1,14,,,,,,,<523410>,<999>,<1>,,<0>,,
521281,,1,14,,,,,,,<523510>,<999>,"<less(countObjByBuffExGroup(self:force(),list(523510),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521291,,1,14,,,,,,,<523610>,<999>,<1>,,<0>,,
521301,,1,14,,,,,,,<523710>,<999>,<1>,,<0>,,
521311,,1,14,,,,,,,<523810>,<999>,<1>,,<0>,,
521321,,1,14,,,,,,,<523910>,<999>,"<less(countObjByBuffExGroup(self:force(),list(523910),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521331,,1,14,,,,,,,<524010>,<999>,<1>,,<0>,,
521341,,1,14,,,,,,,<524110>,<999>,<1>,,"<list(list(list(list(10161),list()),list(524121),list(1,list(self:damage()*0.7))))>",,
521351,,1,14,,,,,,,<524211;7191231>,<999;999>,"<less(countObjByBuffExGroup(self:force(),list(524211),list(),list(c.undeath_oc())),1) and 1 or 0;1>",,<0;0>,,
521361,,1,14,,,,,,,<524310>,<999>,"<less(countObjByBuffExGroup(self:force(),list(524310),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521371,,1,14,,,,,,,<524410>,<999>,<1>,,<0>,,
521381,,1,14,,,,,,,<524510>,<999>,<1>,,<0>,,
521391,,1,14,,,,,,,<524610>,<999>,<1>,,<0>,,
521401,,1,14,,,,,,,<524710>,<999>,"<less(countObjByBuffExGroup(self:force(),list(524710),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521411,,1,14,,,,,,,<524810>,<999>,<1>,,<0>,,
521421,,1,14,,,,,,,<524910>,<999>,<1>,,<0>,,
521431,,1,14,,,,,,,<525010>,<999>,"<less(countObjByBuffExGroup(self:force(),list(525010),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521441,,1,14,,,,,,,<525110>,<999>,<1>,,<0>,,
521451,,1,14,,,,,,,<525210>,<999>,"<less(countObjByBuffExGroup(self:force(),list(525210),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521461,,1,14,,,,,,,<525310>,<999>,<1>,,<0>,,
521471,,1,14,,,,,,,<525410>,<999>,"<less(countObjByBuffExGroup(self:force(),list(525410),list(),list(c.undeath_oc())),1) and 1 or 0>",,<0>,,
521911,,,,,,,,,,,,,,,521911,
521912,,1,14,,,,,,,<5219111>,<2>,<1>,,<self:flagZ1()  and self:BspecialDamage()*0.1 or self:BspecialDamage()*0.05>,,
