变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
3304671,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hjsslj.png,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|random(1)}>",,,,,,,,,,<{type=1;limit=1}>,,,,,,,,,,,,,,,,,
3304672,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304673,,,,,finalDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305010,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=self:hasBuff(3305017) and 3305021 or 3305011;prob=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
3305011,,,,,,,,,,,,,,,6,5,,,battle/buff_icon/logo_sslj3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:specialDamage()*0.8;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|random(1)};cfgId=3305012;prob=1;lifeRound=1}>;<{value=0;caster=2;holder=2;cfgId=3305015;prob=1;lifeRound=1}>>};2={triggerPoint=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305016;prob=1;lifeRound=999}>;<{value=0;caster=2;holder=2;cfgId=3305017;prob=moreE(self:getBuffOverlayCount(3305016),5) and (moreE(self:star(),8) and 1 or 0) or 0;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
3305012,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,shuishoulijian_chuxian,,2,,{x=0;y=-160},,,,,battle/txt/txt_sslj.png,,,<{processId=3003;damageType=2;natureType=3}>,,,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:specialDamage()*0.4;caster=2;holder=4;cfgId=3305013;prob=1;lifeRound=1}>;<{value=-target2:speed()*0.06;caster=2;holder=1;cfgId=3305014;prob=1;lifeRound=2}>>}},,,,,,,,,,,,,,,<4003;4021>,,,,,,,,,
3305013,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,<1>,,,,,,,,,,,,,,,,<4003;4021>,,,,,,,,,
3305014,,,,,speed,,,,10081,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305015,,,,,,,,,,,,,<3305011>,<1;1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305016;prob=1;lifeRound=999}>;<{value=0;caster=2;holder=2;cfgId=3305017;prob=moreE(self:getBuffOverlayCount(3305016),5) and (moreE(self:star(),8) and 1 or 0) or 0;lifeRound=999}>>};2={triggerPoint=42;delSelfWhenTriggered=1}}",,,,,,,,,,,,,,,,,,,,,,,,
3305016,,,,,,,,,,,,,,,2,20,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305017,,,,,,,,,,,,,<3305016>,,1,1,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{type=1;limit=2}>,1,,,,,,,,,,,,,,,,
3305021,,,,,,,,,,,,,<3305017>,,2,6,,,battle/buff_icon/logo_sslj2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:specialDamage()*1.2;caster=2;holder=14;cfgId=3305022;prob=1;lifeRound=1}>;<{value=-target2:speed()*0.06;caster=2;holder=14;cfgId=3305023;prob=1;lifeRound=1}>>};2={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305221;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;11>,,,,,,,,
3305022,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,shuishoulijian_chuxian,,2,,{x=0;y=-160},,,,,battle/txt/txt_hjsslj.png,,,<{processId=46;damageType=2;natureType=3}>,,,<1>,,,,,,,,,,,,,,,,<4003;4021>,,,,,,,,,
3305023,,,,,speed,,,,10081,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305027,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=3305021;prob=1;lifeRound=99}>;<{value=0;caster=2;holder=1;cfgId=3305010;prob=0;lifeRound=1}>;<{value=0;caster=2;holder=1;cfgId=3305010;prob=0;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
3305111,,,,,speed,,,,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305121,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();holder=1;caster=2;cfgId=3420201;lifeRound=2}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3305211,,,,,changeSpeedPriority,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jt.png,,,<2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305220,,,,,,,,,,,,,,,2,20,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3305221,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<7016;99;0;1.01;1;{initMp1=0;speed=1;mp1Max=1};1;{dealGroup=4;y=70;x=120;followMark=2005};1;2>;holder=2;caster=2;prob=1;cfgId=3305222}>>}},,4,,,,,,,,,,,,,,,,,,,,,,
3305222,,,,,summon,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={value=0.2};typ=opacity},battle/txt/txt_syfs.png,,,,,1,<1>,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305220;prob=1;lifeRound=999}>;<{lifeRound=999;cfgId=3305223;value=<2;0;0;1;1>;caster=20;holder=2;bond=2;prob=1}>;<{value=0;cfgId=3305224;caster=2;bond=2;holder=20;lifeRound=999;prob=1}>;<{value=0;caster=2;holder=2;cfgId=3305228;prob=1;lifeRound=1}>;<{lifeRound=2;value=<list(1,0,0);1;1>;holder=20;caster=2;prob=self:hasBuff(3305221) and 1 or 0;cfgId=3305227}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305223,,,,,replaceTarget,,,2,,,,,,,1,1,,,battle/buff_icon/logo_syfs.png,,,,,,,,,,,,,,,,,,,,,,,<0>,,1,<1>,,,,,,,,,,,,,,,,,<1;20>,,,,,,,,
3305224,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=2500;cfgId=3305225;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>;<{value=0;cfgId=3305226;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>>};2={triggerPoint=13;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305010;prob=1;lifeRound=1}>>};3={triggerPoint=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=3305229;prob=1;lifeRound=1}>;<{value=0;caster=2;holder=2;cfgId=3305010;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3305225,,,,,finalDamageSub,,,,,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
3305226,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=45;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
3305227,,,,,assistAttack,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=curHeroMainTarget;process=random(1)}>,,,{0={triggerPoint=1};1={extraAttackTrigger=3;triggerPoint=8;onSomeFlag=<getExtraRoundId()==3305227>;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
3305228,,,,,jinghua1,,,,60027,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3305229,,,,,kill,,,2,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,1,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
3305311,,,,,suckBlood,,,,,,,,,,1,1,,,battle/buff_icon/logo_xx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<1;10>,,,,,,,,
3305321,,,,,assistAttack,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_pljhz.png,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|random(1)}>",,,,,,0,,,,,1,,,,,,,,,,,,,,,,
3305325,,,,,jinghua1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3305341,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,win,,5,,{x=100;y=0},,,,{list=<{args={lifetime=1000};playType=1;typ=wait}>},battle/txt/txt_sylx.png,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*(80+skillLv(33043) *0.15-0.15)*0.01;caster=2;holder={input=enemyForce()|nodead;process=buffDifferExclude('group',{c.fly_egg_yinshenplus_oc()})|random(1)};cfgId=3305346;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305342,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,win,100,5,,{x=340;y=-350},,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*(80+skillLv(33043) *0.15-0.15)*0.01;caster=2;holder={input=enemyForce()|nodead;process=buffDifferExclude('group',{c.fly_egg_yinshenplus_oc()})|random(1)};cfgId=3305348;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305343,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,win,200,5,,{x=380;y=280},,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*(80+skillLv(33043) *0.15-0.15)*0.01;caster=2;holder={input=enemyForce()|nodead;process=buffDifferExclude('group',{c.fly_egg_yinshenplus_oc()})|random(1)};cfgId=3305347;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305344,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,win,300,5,,{x=640;y=-200},,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*(80+skillLv(33043) *0.15-0.15)*0.01;caster=2;holder={input=enemyForce()|nodead;process=buffDifferExclude('group',{c.fly_egg_yinshenplus_oc()})|random(1)};cfgId=3305349;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305345,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,win,460,5,,{x=680;y=130},,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*(80+skillLv(33043) *0.15-0.15)*0.01;caster=2;holder={input=enemyForce()|nodead;process=buffDifferExclude('group',{c.fly_egg_yinshenplus_oc()})|random(1)};cfgId=3305350;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
3305346,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,attack2,,2,,{flip=TRUE;x=280;y=-120},TRUE,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
3305347,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,attack2,100,2,,{flip=TRUE;x=290;y=-120},TRUE,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
3305348,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,attack2,200,2,,{flip=TRUE;x=300;y=-120},TRUE,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
3305349,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,attack2,300,2,,{flip=TRUE;x=310;y=-120},TRUE,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
3305350,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel,attack2,400,2,,{flip=TRUE;x=320;y=-120},TRUE,,,,,,,<{processId=3003;damageType=2;natureType=3}>,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
3305611,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<0.01;1;1>;holder=8;caster=2;prob=1;cfgId=3305612}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
3305612,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();holder=1;caster=2;cfgId=3420801;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3305613,,,,,specialDamage,,,,1002,102,,,,,8,10,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305621,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305622;prob=1;lifeRound=999}>>};2={extraAttackTrigger=2;triggerPoint=8;onSomeFlag=<moreE(self:getBuffOverlayCount(3305622),2)>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=3305221;prob=1;lifeRound=1}>;<{value=0;caster=2;holder=2;cfgId=3305623;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
3305622,,,,,,,,,,,,,,,2,20,,FALSE,battle/buff_icon/logo_qyzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305623,,,,,,,,,,,,,<3305622>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305645,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{skin=pifu;unitRes=<koudai_xiaozhibanjiaherenwa/hero_xiaozhibanjiaherenwa.skel>},,,,,,
3305691,,,,,lockHp,,,,,,,,,,,1,,FALSE,battle/buff_icon/logo_mysh.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;cfgId=3305692;value=<1;999>;caster=2;holder=1;bond=2;prob=1}>>}},,,,,,,<{type=1;limit=1}>,,,,,,{triggerEffect={onceEffectAniName=effect;textResPath=battle/txt/txt_mysw.png;onceEffectResPath=buff/miansi/miansi.skel}},,,<1;10>,{gameEnd=0;wave=0},,,,,,,
3305692,,,,,immuneDamage,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0.3;caster=2;holder=1;cfgId=3305693;prob=1;lifeRound=1}>;<{value=0;caster=2;holder=2;cfgId=3305021;prob=1;lifeRound=999}>>}},,4,,,,,,,,,,,,,<2010;3014>,,,,,,,,,
3305693,,,,,setHpPer,,,,,,,,<3601641>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
3310001,,,,,qusan1,,,,65004,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310002,,,,,qusan2,,,,65004,,,,,<3;0;2>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310003,,,,,qusan3,,,,65004,,,,,<3;0;3>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310004,,,,,jinghua1,,,,65004,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310005,,,,,jinghua2,,,,65004,,,,,<3;2>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310006,,,,,jinghua3,,,,65004,,,,,<3;3>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310007,,,,,jinghua1,,,,65009,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310008,,,,,jinghua2,,,,65009,,,,,<3;2>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310009,,,,,jinghua3,,,,65009,,,,,<3;3>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310051,,,,,qusan1,,,,65001,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310052,,,,,qusan2,,,,65001,,,,,<3;0;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310053,,,,,qusan3,,,,65001,,,,,<3;0;3>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310054,,,,,qusan1,,,,65001,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310055,,,,,qusan2,,,,65001,,,,,<3;2>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3310056,,,,,qusan3,,,,65001,,,,,<3;3>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
3320001,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,battle/txt/txt_mykz.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341221,,,,,ultimateSub,,,2,10027,,,,,,1,1,,,battle/buff_icon/logo_bskx_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bskxjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341222,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341223,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=13;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:flag(99) and self:specialDamage()*0.05 or self:specialDamage()*(8+(skillLv(33416,33426) or 0)*0.09-0.09)*0.01;holder=2;caster=2;cfgId=3341224;lifeRound=99}>;<{value=1000;caster=2;holder=2;cfgId=3341225;prob=lessThan(getForceNum(self:force()),2) and (moreThan(getNowRound(),3)and (moreE(self:star(),8) and 1 or 0) or 0) or 0;lifeRound=99}>>}}",,,,,,,,1,,,,,,,,<1;10>,,,,,,,,
3341224,,,,,specialDamage,,,,1002,102,,,,,2,99,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
