变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
1200303,,,,,damageReduce,,,,,103,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,{gameEnd=0;wave=0},,,,,,,
1221111,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610001;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1221211,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=(self:flagZ2() and target:hasBuffGroup(10302)) and 1221213 or random(1221212,1221213);lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1221212,,,,,silence,,,2,106,,,,,,1,1,,,battle/buff_icon/logo_mb.png,,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221213,,,,,stun,,,,101,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{x=0;y=-320},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221311,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610001;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1221321,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610001;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1221331,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerTimes=<1;1>;triggerPoint=10;onSomeFlag=<not target:getDamageStateToMe('miss')>;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=7;caster=2;cfgId=1221332;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221332,,,,,silence,,,2,106,,,,,,1,1,,,battle/buff_icon/logo_mb.png,,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221611,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=14;onSomeFlag=<trigger.skill:owner():hasBuffGroup(10302)>;effectFuncs=<castBuff>;funcArgs=<<{value=(5+skillLv(12216) *0.1-0.1)*100;caster=2;holder=2;cfgId=1221612;prob=1;lifeRound=1}>>};2={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=500*(countObjByNatureExit(self:force(),5)-1);caster=2;holder=2;cfgId=1221613;prob=more(countObjByNatureExit(self:force(),5)-1,0) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221612,,,,,damageSub,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221613,,,,,damageSub,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221621,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=34;onSomeFlag=<moreE(self:mp1(),self:mp1Max())>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=3000;holder=1;caster=2;cfgId=1221622;lifeRound=999}>;<{value=5000;holder=1;caster=2;cfgId=1221623;lifeRound=999}>;<{value=0;caster=2;holder=1;cfgId=1221631;prob=moreE(self:star(),8) and 1 or 0;lifeRound=8}>>};2={triggerPoint=1;onSomeFlag=<moreE(self:mp1(),self:mp1Max())>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=3000;holder=1;caster=2;cfgId=1221622;lifeRound=1}>;<{value=5000;holder=1;caster=2;cfgId=1221623;lifeRound=1}>;<{value=0;caster=2;holder=1;cfgId=1221631;prob=moreE(self:star(),8) and 1 or 0;lifeRound=8}>>};3={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=2000;caster=2;holder=1;cfgId=1221624;prob=(self:frontOrBack()==1) and 1 or 0;lifeRound=999}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221622,,,,,damageSub,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=34;delSelfWhenTriggered=1;onSomeFlag=<less(self:mp1(),self:mp1Max())>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221623,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610001;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>};2={triggerPoint=34;delSelfWhenTriggered=1;onSomeFlag=<less(self:mp1(),self:mp1Max())>}}",,,,,,,,,,,,,,,,,,,,,,,,
1221624,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610001;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1221631,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=10;triggerTimes=<1;3>;effectFuncs=<castBuff>;funcArgs=<<{value=max(self:specialDamage(),self:damage())*0.8;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=1221632;prob=1;lifeRound=1}>>};2={triggerPoint=34;delSelfWhenTriggered=1;onSomeFlag=<less(self:mp1(),self:mp1Max())>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221632,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_leidianyun/hero_leidianyun.skel,beidong,,,,,,,,,,,,<{processId=3005;damageType=2;natureType=5}>,,,,,,,,,,,,,,,,,,,<4005;4021;1050>,,,,,,,,,
1221641,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*1;caster=2;holder=2;cfgId=1221642;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1221642,,,,,assimilateDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,
1231111,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231121,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=3000;cfgId=1231122;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1231122,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fmdkltg.png,,,<70022>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231123,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=10000*min(self:damageSub()*0.3,0.15);caster=2;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {2})|attr(""hp"",""min"",1)};cfgId=1231125;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1231124,,,,,damageSub,,,2,10025,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231125,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=-10000*min(self:damageSub()*0.3,0.15);caster=2;holder=2;cfgId=1231124;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1231131,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231132,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=7;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;onSkillType=1;funcArgs=<<{value=0;caster=2;holder=25;cfgId=1231133;prob=0.3+((skillLv(12313) or 0)-1)*0.002+target2:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.05;lifeRound=1}>;<{value=self:damage()*0.6;caster=2;holder=25;cfgId=1231135;prob=target2:hasBuff(1231134) and 0 or (self:flagZ3() and 1 or 0);lifeRound=1}>;<{value=0;caster=2;holder={input=enemyForce|nodead;process=exclude(list(csvSelectObj:id()))|targetBack};cfgId=1231133;prob=moreE(self:star(),11) and 0.5*(0.3+((skillLv(12313) or 0)-1)*0.002+target2:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.05) or 0;lifeRound=1}>;<{value=self:damage()*0.6;caster=2;holder={input=enemyForce|nodead;process=exclude(list(csvSelectObj:id()))|targetBack};cfgId=1231135;prob=target2:hasBuff(1231134) and 0 or (self:flagZ3() and 1 or 0);lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1231133,,,,,sneer,,,2,118,,,,,,1,1,,,battle/buff_icon/logo_cf.png,,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{x=0;y=-300},,,,,,,,,,,,battle/txt/txt_tx.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=1231134;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1231134,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231135,,,,,buffDamage,,,2,10102,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=3;damageType=1;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
1231136,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,,,,,,,,
1231141,,,,,alterDmgRecordVal,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageSub""),( attacker:hasBuffGroup(c.zhuoshao_oc()) and list(env:finalDamageSub()*10000+(500+((target:skillLv(12316) or 0)-1)*10)) or list(env:finalDamageSub()*10000) ))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1231142,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{value=self:hpMax()*0.08;caster=7;holder=2;cfgId=1231143;prob=self2:hasBuffGroup(c.zhuoshao_oc()) and (less(self:getBuffOverlayCount(1231144),3) and 1 or 0) or  0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1231143,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=1231144;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,<2031>,,,,,,,,,
1231144,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=5;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
1231151,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=1231152}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1231152,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=3000*min(1,self:lostHp()/self:hpMax());holder=20;caster=2;cfgId=1231153;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
1231153,,,,,damageSub,,,,1025,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231155,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;triggerPoint=18;onSomeFlag=<lessThan(target:hp()/target:hpMax(),(0.2+((skillLv(12316) or 0)-1)*0.002))>;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=1231156;prob=1;lifeRound=self:flagZ4() and 3 or 2}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1231156,,,,,,,,,5504,,,,,,1,1,,,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=6500;cfgId=1231157;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>;<{value=0;caster=2;holder=1;cfgId=1231161;prob=self:flagZ4() and 1 or 0;lifeRound=1}>;<{value=0;cfgId=1231162;caster=2;bond=1;holder=1;lifeRound=999;prob=self:flagZ4() and 1 or 0}>;<{value=0;cfgId=1231163;caster=2;bond=1;holder=1;lifeRound=999;prob=self:flagZ4() and 1 or 0}>>};2={extraAttackTrigger=1;triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*0.4;caster=2;holder=15;cfgId=1231158;prob=1;lifeRound=2}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1231157,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231158,,,,,buffDamage,,,2,10101,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=3;damageType=1;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
1231161,,,,,jinghua1,,,,60002,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1231162,,,,,,,,,70019,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_mybd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231163,,,,,,,,,71006,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231171,,,,,reborn,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=12};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=1231156;prob=1;lifeRound=self:flagZ4() and 2 or 1}>>}},,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
1231181,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce|nodead;process=battleFlagDiffer('battleFlag', {1221,1231,1241})}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;holder=20;caster=2;cfgId=1231182;lifeRound=999}>;<{value=3000;caster=2;holder=20;cfgId=1231184;prob=self:getBuffOverlayCount(1231183)==3 and 1 or 0;lifeRound=1}>;<{lifeRound=999;value=<1;1;0;0;10>;holder=20;caster=2;prob=(self:getBuffOverlayCount(1231183)==3 and getNowRound()==3) and 1 or 0;cfgId=1231185}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1231182,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;cfgId=1231183;caster=2;bond=2;holder=2;lifeRound=999;prob=self2:flagZ4() and 1 or 0}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1231183,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=5;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1231184,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231185,,,,,lockHp,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=28;triggerTimes=<1;1>;effectFuncs=<castBuff>;funcArgs=<<{value=self:hpMax()*0.3;caster=2;holder=1;cfgId=1231186;prob=(moreEqualThan(self:star(),8) and 1 or 0);lifeRound=1}>>}}",,,0,,,,<{type=1;limit=1}>,,,,,,{triggerEffect={onceEffectAniName=effect;textResPath=battle/txt/txt_mysw.png;onceEffectResPath=buff/miansi/miansi.skel}},,<2009>,<1;10>,{gameEnd=0;wave=0},,,,,,,
1231186,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,,,,,,,,,
1241000,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,buff/qusan/qusan.skel,qusan,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241111,,,,,strikeResistance,,,,1026,102,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241112,,,,,immuneControlVal,,,,1088,102,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fmdkltg.png,,,<70022>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241113,,,,,jinghua1,,,,60002,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241114,,,,,transferBuffToOther,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=1050012;lifeRound=1}>>};2={triggerPoint=5;onSomeFlag=<buff:getTransferBuffState()>;effectFuncs=<castBuff>;funcArgs=<<{value=self:hpMax()*0.1;caster=2;holder=2;cfgId=1241115;prob=self:flagZ2() and 1 or 0;lifeRound=1}>>};3={triggerPoint=5;onSomeFlag=<buff:getTransferBuffState()>;effectFuncs=<castBuff>;funcArgs=<<{value=target2:hpMax()*0.1;caster=2;holder=1;cfgId=1241115;prob=self:flagZ2() and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241115,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
1241131,,,,,jinghua1,,,,60002,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241132,,,,,strikeResistance,,,2,1026,102,,,,,,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241133,,,,,strike,,,2,10006,,,,,,1,1,,,battle/buff_icon/logo_bjl_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjljd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241134,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{1={extraAttackTrigger=2;triggerPoint=40;onSomeFlag=<not trigger.strike>;effectFuncs=<castBuff>;funcArgs=<<{value=1500;cfgId=1241135;caster=2;bond=1;holder=1;lifeRound=1;prob=1}>>};2={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=99;value=<2;100;1>;holder=1;caster=2;prob=1;cfgId=1962142}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241135,,,,,finalDamageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241141,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=1241142;prob=1;lifeRound=999}>;<{value=1;caster=2;holder={input=selfForce();process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {3})};cfgId=1241143;prob=less(self:getBuffOverlayCount(1411176),3) and 1 or 0;lifeRound=1}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=1000;caster=2;holder={input=selfForce();process=attrDiffer(""natureType"", {3})};cfgId=1241144;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1241142,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241143,,,,,jinghua1,,,,60002,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241144,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=40;onSomeFlag=<not trigger.strike>;effectFuncs=<castBuff>;funcArgs=<<{value=1000;caster=2;holder={input=selfForce|nodead;process=attrDiffer(""natureType"", {3})};cfgId=1241145;prob=1;lifeRound=2}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
1241145,,,,,finalDamageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241161,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=1241162;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241162,,,,,jinghua1,,,,60002,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
1241163,,,,,strikeResistance,,,2,1026,102,,,,,2,3,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
1241164,,,,,,,,,70011,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
