变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
7221623,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_sgcjhsyl/kongyu.skel,buff_fs,,,,,,,,,battle/txt/txt_hsfl.png,,,<{processId=3;damageType=0;natureType=13}>,,,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=((skillLv(72216) or 0)*5000-5000);caster=2;holder=1;cfgId=7221624;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221671;prob=self:hasBuff(7221634)  and 1 or 0;lifeRound=999}>>}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221624,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221625,,,,,,speedRankExtraSpeed,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,,,,,,,,,,,,,,,,<9998;9999;3006>,,,,,,,,,
7221626,,,,,,forbiddenExtraAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,{0={triggerPoint=32;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,<9998;9999;3006>,,,,,,,,,
7221627,,,,,,buffDamage,,,2,10141,,,,,,6,3,,,battle/buff_icon/logo_lx.png,,buff/liuxue/liuxue.skel,<liuxue_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_lx.png,,,<{processId=5;damageType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,<1014>,,,,,,,,,
7221631,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=3;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=11;cfgId=7221632;prob=less(self:speed(),target2:speed()) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221634;prob=less(self:getBuffOverlayCount(7221633),2) and 1 or 0;lifeRound=1}>>};2={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221681;prob=self:hasBuff(7221671) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9998;9999;3006;3008>,,,,,,,,,
7221632,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=1;holder=2;cfgId=7221633;prob=1;lifeRound=1}>>}},,,,,,,,1,,,,,,,<9998;9999;3006;3008>,,,,,,,,,
7221633,,,,,,,,,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,<9998;9999;3006;3008>,,,,,,,,,
7221634,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,<9998;9999;3006;3008>,,,,,,,,,
7221635,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221636;caster=2;holder=2;bond=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7221636,,,,,,,,,2,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7221637,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221638;caster=1;holder=2;bond=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7221638,,,,,,,,,2,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7221641,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7221642}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221642,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221643;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221643,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=50;onSomeFlag=<exitInTab(trigger.buffFlag,list(c.feili_oc())) or trigger.buffCfgId==7221323>;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=7221644;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221644,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_sgcjhsyl/kongyu.skel,buff_fs,,,,,,,,,battle/txt/txt_hsfl.png,,,<{processId=3;damageType=0;natureType=13}>,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=((skillLv(72216) or 0)*5000-5000);caster=2;holder=1;cfgId=7221645;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221671;prob=self:hasBuff(7221634)  and 1 or 0;lifeRound=999}>>}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221645,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221646,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7221651,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7221652}>;<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7221656}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221652,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=selfForceEx(list(c.yanxiptzhangai_yanxigjzhangai_oc()))}>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221653;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=13;onSomeFlag=<exitInTab(holder:followMark(),{c.yanxiptzhangai_oc()})>;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=7221654;prob=1;lifeRound=1}>>};2={triggerPoint=13;onSomeFlag=<exitInTab(holder:followMark(),{c.yanxigjzhangai_oc()})>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=7221654;prob=1;lifeRound=1}>;<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=7221654;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221654,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_sgcjhsyl/kongyu.skel,buff_fs,,,,,,,,,battle/txt/txt_hsfl.png,,,<{processId=3;damageType=0;natureType=13}>,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=((skillLv(72216) or 0)*5000-5000);caster=2;holder=1;cfgId=7221655;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221671;prob=self:hasBuff(7221634)  and 1 or 0;lifeRound=999}>>}},,,,,,,,,,,,,,,<4021;4035>,,,,,,,,,
7221655,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021;4035>,,,,,,,,,
7221656,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=selfForce();process=battleFlagDiffer('battleFlag', {7224})}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221653;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221661,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=min(2+self:getBuffOverlayCount(7221638),5);holder=2;value=<0>;caster=2;cfgId=7221662}>;<{lifeRound=min(2+self:getBuffOverlayCount(7221638),5);holder=2;value=<1>;caster=2;cfgId=7221668}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221662,,,,,,aura,,,2,,,,,,,1,1,,,battle/buff_icon/icon_ysjf.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ysjf.png,,,,"<{input=selfForce|nodead;process=attrDiffer(""natureType"", {10,13})}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7221665;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221663,,,,,,speed,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7221664,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=buff:getValue();cfgId=3610201;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
7221665,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);caster=2;holder={input=selectObjectMainTarget;process=random(1)};cfgId=7221666;prob=more(self:speed(),target2:speed()) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221666,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_sgcjhsyl/kongyu.skel,buff_fs,,,,,,,,,battle/txt/txt_hsfl.png,,,<{processId=3;damageType=0;natureType=13}>,,,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=((skillLv(72216) or 0)*5000-5000);caster=2;holder=1;cfgId=7221667;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221671;prob=self:hasBuff(7221634)  and 1 or 0;lifeRound=999}>>}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221667,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221668,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=myself();process=targetNear()|attrDiffer(""natureType"", {10,13})}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target2:Bspeed()*0.09*(target2:hasBuff(7221611) and 1 or 0.5);cfgId=7221663;caster=2;holder=20;bond=1;lifeRound=5}>;<{value=3000*(target2:hasBuff(7221611) and 1 or 0.5);cfgId=7221664;caster=2;holder=20;bond=1;lifeRound=5}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221671,,,,,,,,,2,,,,,,,6,5,,,battle/buff_icon/icon_hpxm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7221672;lifeRound=999}>>}},,6,,,,,,1,,,,,,,<9998;9999;3001;3006>,<1;20>,,,,,,,,
7221672,,,,,,,,,2,,,,,,,6,999,,,battle/buff_icon/icon_flhr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,<1;21>,,,,,,,,
7221681,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=6;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*(0.5+(skillLv(72216) or 0)*0);cfgId=7221682;castTimes=self:getBuffOverlayCount(7221671);caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferOptional('id', {7221221})|random(1)};lifeRound=1;prob=1}>;<{value=1;caster=2;holder=2;cfgId=7221684;prob=1;lifeRound=1}>>}}",,6,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221682,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_sgcjhsyl/kongyu.skel,buff_fs,,,,,,,,,battle/txt/txt_hxfl.png,,,<{processId=3;damageType=0;natureType=13}>,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=((skillLv(72216) or 0)*5000-5000);caster=2;holder=1;cfgId=7221683;prob=1;lifeRound=1}>;<{value=self:hpMax()*0.05;caster=2;holder=2;cfgId=7221685;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221683,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
7221684,,,,,,,,,2,,,,,<7221671>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221685,,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
7221688,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.shihua_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;holder=2;value=<list(list(list(c.shihua_oc()),list()),list(7221351),list(2,list()),1,2,2)>;caster=2;cfgId=7221689}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
7221689,,,,,,atOnceTransformAttrBuff,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,,,,,,,,,1,,,,,,,<3003>,,,,,,,,,
7221691,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {10})|ignoreBuffGroup(list(c.lichang_oc()))|buffDifferExclude('group',{c.jzpg_oc()})|random(6)};cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_oc()})|random(1)};cfgId=7221692;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221692,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=1;holder=2;cfgId=7221314;prob=target:natureIntersection(list(5))  and 1 or 0;lifeRound=999}>>}},,,,,,,,1,,,,,,,<9998;9999;3001;3006;3008>,,,,,,,,,
7221701,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=38;onSomeFlag=<not isStandaloneSceneClear()>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221703;prob=1;lifeRound=999}>>};2={triggerPoint=38;onSomeFlag=<isStandaloneSceneClear()>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<0;list(0,0,1);list(1,nil,list(1,0,0),72214);list(assistAttack,summon);list(3007);1;1;1>;holder=2;caster=2;prob=1;cfgId=7221702}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221702,,,,,,buildScene,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,<<1>;not self:hasBuffGroup(c.jzpg_oc())>,"<{input=enemyForce();process=buffDiffer('id',{7221692})|random(1)};{input=selfForce|nodead;process=buffDiffer('id',{7221313})}>",,,"{0={triggerPoint=1;triggerTimes=<1;1>};1={triggerPoint=28;onSomeFlag=<trigger.reason==2>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7221318;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 0 or 1}>;<{value=1;cfgId=7221319;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 1 or 0}>>};2={triggerPoint=28;onSomeFlag=<trigger.reason==0>;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=11;cfgId=7221327;prob=target2:hasBuffFlag(3026)and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=13;cfgId=7221341;prob=target2:hasBuff(7221332) and 1 or 0;lifeRound=1}>;<{value=1;cfgId=7221320;caster=2;bond=1;holder=2;lifeRound=1;prob=(not self:hasBuff(7221314)) and 1 or 0}>;<{value=1;cfgId=7221315;caster=2;bond=1;holder=2;lifeRound=1;prob=self:hasBuff(7221314) and 1 or 0}>;<{value=1;caster=2;holder=13;cfgId=7221348;prob=1;lifeRound=1}>>};3={triggerPoint=28;onSomeFlag=<trigger.reason==3 and trigger.failReason==5>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221705;prob=1;lifeRound=1}>>};4={triggerPoint=28;onSomeFlag=<trigger.reason==1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221351;prob=moreE(self:star(),11) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221347;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<3004;2017>,,,,,,,,,
7221703,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;triggerPoint=42;onSomeFlag=<isStandaloneSceneClear() and (not self:hasBuffGroup(c.jzpg_oc()))>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {10})|ignoreBuffGroup(list(c.lichang_oc()))|buffDifferExclude('group',{c.jzpg_oc()})|random(6)};cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_oc()})|random(1)};cfgId=7221692;prob=1;lifeRound=1}>;<{lifeRound=999;value=<0;list(0,0,1);list(1,nil,list(1,0,0),72214);list(assistAttack,summon);list(3007);1;1;1>;holder=2;caster=2;prob=1;cfgId=7221704}>>}}",,,,,,,,1,,,,,,,<9998;9999;3001;3006>,,,,,,,,,
7221704,,,,,,buildScene,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,<<1>;not self:hasBuffGroup(c.jzpg_oc())>,"<{input=enemyForce();process=buffDiffer('id',{7221692})|random(1)};{input=selfForce|nodead;process=buffDiffer('id',{7221313})}>",,,"{0={triggerPoint=1;triggerTimes=<1;1>};1={triggerPoint=28;onSomeFlag=<trigger.reason==2>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7221318;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 0 or 1}>;<{value=1;cfgId=7221319;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 1 or 0}>>};2={triggerPoint=28;onSomeFlag=<trigger.reason==0>;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=11;cfgId=7221327;prob=target2:hasBuffFlag(3026)and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=13;cfgId=7221341;prob=target2:hasBuff(7221332) and 1 or 0;lifeRound=1}>;<{value=1;cfgId=7221320;caster=2;bond=1;holder=2;lifeRound=1;prob=(not self:hasBuff(7221314)) and 1 or 0}>;<{value=1;cfgId=7221315;caster=2;bond=1;holder=2;lifeRound=1;prob=self:hasBuff(7221314) and 1 or 0}>;<{value=1;caster=2;holder=13;cfgId=7221348;prob=1;lifeRound=1}>>};3={triggerPoint=28;onSomeFlag=<trigger.reason==3 and trigger.failReason==5>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221705;prob=1;lifeRound=1}>>};4={triggerPoint=28;onSomeFlag=<trigger.reason==1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221351;prob=moreE(self:star(),11) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221347;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<3004;2017>,,,,,,,,,
7221705,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;triggerPoint=42;onSomeFlag=<isStandaloneSceneClear() and (not self:hasBuffGroup(c.jzpg_oc()))>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {10})|ignoreBuffGroup(list(c.lichang_oc()))|buffDifferExclude('group',{c.jzpg_oc()})|random(6)};cfgId=7221313;prob=1;lifeRound=1}>;<{value=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_oc()})|random(1)};cfgId=7221692;prob=1;lifeRound=1}>;<{lifeRound=999;value=<0;list(0,0,1);list(1,nil,list(1,0,0),72214);list(assistAttack,summon);list(3007);1;1;1>;holder=2;caster=2;prob=1;cfgId=7221706}>>}}",,6,,,,,,1,,,,,,,,,,,,,,,,
7221706,,,,,,buildScene,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,<<1>;not self:hasBuffGroup(c.jzpg_oc())>,"<{input=enemyForce();process=buffDiffer('id',{7221692})|random(1)};{input=selfForce|nodead;process=buffDiffer('id',{7221313})}>",,,"{0={triggerPoint=1;triggerTimes=<1;1>};1={triggerPoint=28;onSomeFlag=<trigger.reason==2>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7221318;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 0 or 1}>;<{value=1;cfgId=7221319;caster=2;bond=1;holder=2;lifeRound=999;prob=self:hasBuff(7221314) and 1 or 0}>>};2={triggerPoint=28;onSomeFlag=<trigger.reason==0>;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=11;cfgId=7221327;prob=target2:hasBuffFlag(3026)and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=13;cfgId=7221341;prob=target2:hasBuff(7221332) and 1 or 0;lifeRound=1}>;<{value=1;cfgId=7221320;caster=2;bond=1;holder=2;lifeRound=1;prob=(not self:hasBuff(7221314)) and 1 or 0}>;<{value=1;cfgId=7221315;caster=2;bond=1;holder=2;lifeRound=1;prob=self:hasBuff(7221314) and 1 or 0}>;<{value=1;caster=2;holder=13;cfgId=7221348;prob=1;lifeRound=1}>>};3={triggerPoint=28;onSomeFlag=<trigger.reason==3 and trigger.failReason==5>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221705;prob=1;lifeRound=1}>>};4={triggerPoint=28;onSomeFlag=<trigger.reason==1>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7221351;prob=moreE(self:star(),11) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=7221347;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<3004;2017>,,,,,,,,,
