变量名,name,name_tw,name_en,name_vn,name_kr,type,classify,attrAdd,stackMax,theme,icon,res,startResScale,attr,interactivityAttr,roleActionDatas,size,touchSize,relSize,startPos,position,quality,currentNum,languages
52059,墨绿方垫,墨綠方墊,Jesper Cusion,??m Xanh ?en,??? ??,3,0,{1=1795},3,4,city/homeland/home/icon/furniture/icon_dianzi.png,city/homeland/home/item/furniture/img_dianzi.png,0.7,{flip=true;interactivity=true;interactivityTime=300},{interactivityName=sleep_loop;off={x=-10;y=42}},,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-70; y=6},3,,,
52060,圣诞地毯,聖誕地毯,Christmas Carpet,Th?m Noel,????? ??,3,1,{8=170},1,4,city/homeland/home/icon/furniture/icon_ditan.png,city/homeland/home/item/furniture/img_ditan.png,2,{flip=true;walk=true},,,{width=4; height=2},{width=4; height=2;off={offWidth=0;offHeight=0}},{width=3; height=1;off={offWidth=2;offHeight=1}},{x=-247;y=30},3,,,
52061,床头柜,床頭櫃,Bedside Table,T? ??u Gi??ng,?? ???,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_guizi.png,city/homeland/home/item/furniture/img_guizi.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-60; y=5},3,,,
52062,一品红,一品紅,Poinsettia,Nh?t Ph?m H?ng,???,3,0,{8=85},3,4,city/homeland/home/icon/furniture/icon_huapen1.png,city/homeland/home/item/furniture/img_huapen1.png,1.1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-55; y=12},3,,,
52063,小饰品,小飾品,Decoration,S?c Ph?m Nh?,?? ????,3,1,{7=175},4,4,city/homeland/home/icon/furniture/icon_huapen2.png,city/homeland/home/item/furniture/img_huapen2.png,1.1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=2;offHeight=2}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-38; y=13},3,,,
52064,鲜花盆景,鮮花盆景,Flower Minigarden,Cay C?nh Hoa T??i,??,3,2,{7=215},4,4,city/homeland/home/icon/furniture/icon_huapen3.png,city/homeland/home/item/furniture/img_huapen3.png,1,{flip=true},,,{width=3; height=1},{width=2; height=1;off={offWidth=2;offHeight=2}},{width=2; height=1.5;off={offWidth=2;offHeight=2}},{x=-232;y=6},3,,,
52065,摆架,擺架,Shelf,Giá ??,???,3,0,{7=585},1,4,city/homeland/home/icon/furniture/icon_jiazi.png,city/homeland/home/item/furniture/img_jiazi.png,1,{flip=true},,,{width=1; height=2},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=1}},{x=-55;y=2},3,,,
52066,圣诞礼物,聖誕禮物,Christmas Gifts,Quà Noel,????? ??,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_lihe.png,city/homeland/home/item/furniture/img_lihe.png,1.6,{flip=true},,,{width=2; height=3},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-90;y=12},3,,,
52067,浅色驯鹿,淺色馴鹿,Reindeer,Tu?n L?c Màu Nh?t,?? ? ??,3,2,{1=3210},2,4,city/homeland/home/icon/furniture/icon_lu1.png,city/homeland/home/item/furniture/img_lu1.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-65;y=5},3,,,
52068,深色驯鹿,深色馴鹿,Dark Reindeer,Tu?n L?c Màu ??m,?? ? ??,3,0,{1=3370},2,4,city/homeland/home/icon/furniture/icon_lu2.png,city/homeland/home/item/furniture/img_lu2.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=2;off={offWidth=2;offHeight=2}},{width=1; height=2;off={offWidth=2;offHeight=2}},{x=-65;y=5},3,,,
52069,落地灯,落地燈,Floor-Lamp,?èn ?? Sàn,??? ?,3,2,{8=115},2,4,city/homeland/home/icon/furniture/icon_luodideng1.png,city/homeland/home/item/furniture/img_luodideng1.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-45; y=20},3,,,
52070,圣诞地灯,聖誕地燈,Christmas  Floor-Lamp,?èn Noel,????? ??? ?,3,0,{8=125},2,4,city/homeland/home/icon/furniture/icon_luodideng2.png,city/homeland/home/item/furniture/img_luodideng2.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-50; y=17},3,,,
52071,木马,木馬,Hobbyhorse,Ng?a G?,??,3,1,{8=220},1,4,city/homeland/home/icon/furniture/icon_muma.png,city/homeland/home/item/furniture/img_muma.png,1,{flip=true},,,{width=2; height=1},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-133; y=14},3,,,
52072,圣诞屏风,聖誕屏風,Christmas Screen,Bình Phong Noel,????? ??,3,0,{7=470},2,4,city/homeland/home/icon/furniture/icon_pingfeng.png,city/homeland/home/item/furniture/img_pingfeng.png,1.1,{flip=true},,,{width=1; height=4},{width=3; height=4;off={offWidth=2;offHeight=2}},{width=1; height=4;off={offWidth=2;offHeight=2}},{x=-53; y=15},3,,,
52073,聚会沙发,聚會沙發,Party Sofa,Sofa T? T?p,?? ??,3,2,{7=620},1,4,city/homeland/home/icon/furniture/icon_shafa1.png,city/homeland/home/item/furniture/img_shafa1.png,1.2,{flip=true},,,{width=3; height=2},{width=3; height=2;off={offWidth=2;offHeight=2}},{width=3; height=2;off={offWidth=2;offHeight=2}},{x=-232; y=2},3,,,
52074,二手沙发,二手沙發,Second-Hand Sofa,Sofa C?,?? ??,3,1,{7=325},2,4,city/homeland/home/icon/furniture/icon_shafa2.png,city/homeland/home/item/furniture/img_shafa2.png,1,{flip=true},,,{width=2; height=2},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-120;y=10},3,,,
52075,圣诞书架,聖誕書架,Christmas Bookcase,K? Sách Noel,????? ??,3,0,{1=5185},1,4,city/homeland/home/icon/furniture/icon_shujia.png,city/homeland/home/item/furniture/img_shujia.png,1,{flip=true},,,{width=1; height=2},{width=1; height=3;off={offWidth=2;offHeight=2}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-63;y=24},3,,,
52076,乐高熊仔,樂高熊仔,Lego Bear,G?u Con Lego,?? ???,3,2,{1=3800},1,4,city/homeland/home/icon/furniture/icon_toy01.png,city/homeland/home/item/furniture/img_toy01.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1.5; height=1.5;off={offWidth=1;offHeight=1}},{x=-50;y=4},3,,,
52077,乐高熊猫,樂高熊貓,Lego Panda,G?u Trúc Lego,?? ??,3,0,{8=190},1,4,city/homeland/home/icon/furniture/icon_toy02.png,city/homeland/home/item/furniture/img_toy02.png,0.9,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=1;offHeight=1}},{width=1.5; height=1.5;off={offWidth=1;offHeight=1}},{x=-50;y=6},3,,,
52078,玩具火车,玩具火車,Toy Train,Xe L?a ?? Ch?i,??? ??,3,1,{1=4695},1,4,city/homeland/home/icon/furniture/icon_toy03.png,city/homeland/home/item/furniture/img_toy03.png,1.2,{flip=true},,,{width=4; height=4},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=3; height=3;off={offWidth=2;offHeight=2}},{x=-223;y=50},3,,,
52079,PS Xmax,PS Xmax,Ps Xmax,PS Xmax,PS Xmax,3,1,{8=275},1,4,city/homeland/home/icon/furniture/icon_tv.png,city/homeland/home/item/furniture/img_tv.png,0.75,{flip=true},,,{width=3; height=1},{width=3; height=1;off={offWidth=2;offHeight=2}},{width=3; height=1;off={offWidth=2;offHeight=2}},{x=-187;y=20},3,,,
52080,圣诞浴缸,聖誕浴缸,Christmas Bathtub,B?n T?m Noel,????? ??,3,2,{8=290},1,4,city/homeland/home/icon/furniture/icon_yupen.png,home/christub.json,1,{flip=true;interactivity=true;interactivityTime=300},{interactivityName=standby_loop;interactFurnName=kaiqi_loop;clip=true;off={x=-35;y=80}},,{width=4; height=3},{width=4; height=3;off={offWidth=2;offHeight=2}},{width=4; height=3;off={offWidth=2;offHeight=2}},{x=-65;y=114},3,,,
52081,纪念小桌,紀念小桌,Souvenir Table,Bàn K? Ni?m,??? ???,3,1,{7=500},1,4,city/homeland/home/icon/furniture/icon_zhuozi1.png,city/homeland/home/item/furniture/img_zhuozi1.png,1,{flip=true},,,{width=3; height=2},{width=2; height=2;off={offWidth=2;offHeight=2}},{width=2; height=2;off={offWidth=2;offHeight=2}},{x=-182;y=10},3,,,
52082,备用餐桌,備用餐桌,Standby Table,Bàn ?n D? B?,??? ??,3,2,{7=475},1,4,city/homeland/home/icon/furniture/icon_zhuozi2.png,city/homeland/home/item/furniture/img_zhuozi2.png,1,{flip=true},,,{width=4; height=3},{width=4; height=3;off={offWidth=2;offHeight=2}},{width=4; height=3;off={offWidth=2;offHeight=2}},{x=-279;y=25},3,,,
52083,圣诞树,聖誕樹,Christmas Tree,Cay Noel,????? ??,3,2,{1=7600},1,4,city/homeland/home/icon/furniture/icon_tree.png,home/tree.json,1,{flip=true},,,{width=3; height=3},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=3; height=3;off={offWidth=2;offHeight=2}},{x=0;y=-10},3,,,
52084,吧台椅子,吧台椅子,Christmas bar,Gh? Bar,??? ??,3,0,{8=300},2,4,city/homeland/home/icon/furniture/2019_1.png,city/homeland/home/item/furniture/2019_1.png,1.15,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-50; y=17},3,,,
52085,圣诞吧台,聖誕吧台,Bar Chair,Bar Noel,????? ???,3,2,{7=480},1,4,city/homeland/home/icon/furniture/2019_2.png,city/homeland/home/item/furniture/2019_2.png,1,{flip=true},,,{width=1; height=4},{width=1; height=4;off={offWidth=2;offHeight=2}},{width=1; height=4;off={offWidth=2;offHeight=1}},{x=-55;y=2},3,,,
52086,圣诞餐桌,聖誕餐桌,Christmas Table,Bàn ?n Noel,????? ??,3,1,{7=585},1,4,city/homeland/home/icon/furniture/2019_3.png,city/homeland/home/item/furniture/2019_3.png,1,{flip=true},,,{width=2; height=4},{width=2; height=4;off={offWidth=2;offHeight=2}},{width=2; height=4;off={offWidth=2;offHeight=1}},{x=-155;y=-15},3,,,
52087,圣诞椅子,聖誕椅子,Christmas Chair,Gh? Noel,????? ??,3,0,{8=320},2,4,city/homeland/home/icon/furniture/2019_4.png,city/homeland/home/item/furniture/2019_4.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=4; height=1;off={offWidth=2;offHeight=2}},{x=-50; y=-32},3,,,
52088,宠物坐垫,寵物坐墊,Pet Cushion,Lót Ng?i Pet,???? ??,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_5.png,city/homeland/home/item/furniture/2019_5.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=1;off={offWidth=2;offHeight=2}},{x=-70;y=10},3,,,
52089,圣诞衣架,聖誕衣架,Christmas Hanger,K? áo Noel,????? ???,3,1,{8=300},2,4,city/homeland/home/icon/furniture/2019_6.png,city/homeland/home/item/furniture/2019_6.png,1,{flip=true},,,{width=1; height=1},{width=1; height=1;off={offWidth=3;offHeight=3}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-70;y=-10},3,,,
52090,卡通床,卡通床,Cartoon Bed,Gi??ng Cartoon,?? ??,3,2,{1=5500},1,4,city/homeland/home/icon/furniture/2019_7.png,city/homeland/home/item/furniture/2019_7.png,0.75,{flip=true},,,{width=3; height=2},{width=3; height=2;off={offWidth=2;offHeight=2}},{width=3; height=2;off={offWidth=2;offHeight=2}},{x=-240;y=0},3,,,
52091,圣诞新壁炉,聖誕新壁爐,Christmas New Fireplace,Lò S??i Noel M?i,??? ????? ???,3,0,{7=585},1,4,city/homeland/home/icon/furniture/2019_8.png,city/homeland/home/item/furniture/2019_8.png,1.1,{flip=true},,,{width=1; height=3},{width=3; height=3;off={offWidth=2;offHeight=2}},{width=1; height=3;off={offWidth=2;offHeight=2}},{x=-100;y=0},3,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
53002,白色木门,白色木門,White Wooden Door,C?a g? tr?ng,??? ???,4,0,{1=3990},1,2,city/homeland/home/icon/wall_painting/door.png,city/homeland/home/item/wall_painting/door.png,1,{flip=false;right=true},,,{width=2; height=5},{width=2;height=5;off={offWidth=0;offHeight=0}},{width=2;height=5;off={offWidth=0;offHeight=0}},{x=-160; y=10},5,,,
53001,身高尺,身高尺,Height Ruler,Th??c ?o chi?u cao,??,4,1,{7=650},1,2,city/homeland/home/icon/wall_painting/chi.png,city/homeland/home/item/wall_painting/chi.png,1,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=3;off={offWidth=0;offHeight=0}},{x=-85; y=50},5,,,
53003,钥匙挂件,鑰匙掛件,Key Pendant,Móc chìa khóa,?? ??,4,2,{8=150},2,2,city/homeland/home/icon/wall_painting/guajian.png,city/homeland/home/item/wall_painting/guajian.png,1,{flip=true;right=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=2; height=1;off={offWidth=0;offHeight=0}},{x=-140; y=180},5,,,
53004,白色木窗,白色木窗,White Wooden Window,C?a s? tr?ng,??? ????,4,1,{1=3610},1,2,city/homeland/home/icon/wall_painting/chuang.png,city/homeland/home/item/wall_painting/chuang.png,1,{flip=true; left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=2.8; height=2.8;off={offWidth=0;offHeight=0}},{x=-250; y=85},5,,,
53005,日式拉门·大,日式拉門·大,Japanese Slide Door·L,C?a tr??t ki?u Nh?t - l?n,?? ????·?,4,1,{7=800},1,1,city/homeland/home/icon/wall_painting/door1.png,city/homeland/home/item/wall_painting/door1.png,1,{right=true},,,{width=5; height=5},{width=5; height=5;off={offWidth=0;offHeight=0}},{width=5; height=5;off={offWidth=0;offHeight=0}},{x=-400; y=0},5,,,
53006,壁灯,壁燈,Wall Lamp,?èn t??ng,??,4,0,{8=85},4,2,city/homeland/home/icon/wall_painting/light.png,city/homeland/home/item/wall_painting/light.png,1,{flip=true;left=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=-4}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-70; y=180},5,,,
53007,相框墙,相框牆,Photo Frame Wall,T??ng treo ?nh,???,4,1,{1=2110},3,2,city/homeland/home/icon/wall_painting/picture.png,city/homeland/home/item/wall_painting/picture.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=1;off={offWidth=0;offHeight=0}},{x=-230; y=170},5,,,
53008,窗外桃花,窗外桃花,Spring Scenery Window,Hoa ?ào ngoài c?a s?,??? ????,4,2,{1=2470},2,1,city/homeland/home/icon/wall_painting/chuang1.png,city/homeland/home/item/wall_painting/chuang1.png,1,{flip=true;left=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=3.8; height=3;off={offWidth=0;offHeight=0}},{x=-315; y=80},5,,TRUE,
53009,日式拉门·小,日式拉門·小,Japanese Slide Door·S,C?a tr??t ki?u Nh?t - nh?,?? ????·?,4,-1,{8=45},2,1,city/homeland/home/icon/wall_painting/door2.png,city/homeland/home/item/wall_painting/door2.png,1,{right=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=4; height=5;off={offWidth=0;offHeight=0}},{x=-310; y=5},5,,TRUE,
53010,内嵌摆台,內嵌擺台,Nested Table,?? tr?ng bày kh?m chìm,??? ???,4,2,{7=950},1,1,city/homeland/home/icon/wall_painting/neiqian.png,city/homeland/home/item/wall_painting/neiqian.png,1,{flip=true;right=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=3.6; height=3;off={offWidth=0;offHeight=0}},{x=-310; y=85},5,,,
53011,腊梅水墨画,臘梅水墨畫,Ink Painting,Tranh th?y m?c hoa Mai,?? ???,4,2,{1=1140},5,1,city/homeland/home/icon/wall_painting/zihua.png,city/homeland/home/item/wall_painting/zihua.png,1,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=2.2;off={offWidth=0;offHeight=0}},{x=-70; y=90},5,,,
53012,挂扇,掛扇,Wall Fan,Qu?t treo t??ng,??? ???,4,2,{1=1825},5,1,city/homeland/home/icon/wall_painting/shanzi.png,city/homeland/home/item/wall_painting/shanzi.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=2;off={offWidth=0;offHeight=0}},{x=-210; y=170},5,,,
53013,相框墙饰,相框牆飾,Photo Frame,Khung ?nh treo t??ng,??? ??,4,2,{7=280},3,1,city/homeland/home/icon/wall_painting/bihua.png,city/homeland/home/item/wall_painting/bihua.png,1,{flip=true;left=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=0}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-80; y=150},5,,,
53014,落地海景窗,落地海景窗,French Sea-View Windows,C?a s? sát sàn,??? ?? ?? ??,4,1,{1=7220},1,3,city/homeland/home/icon/wall_painting/img_3damen.png,city/homeland/home/item/wall_painting/img_3damen.png,1,{flip=true;right=true},,,{width=6; height=5},{width=5; height=5;off={offWidth=0;offHeight=0}},{width=5; height=4;off={offWidth=0;offHeight=0}},{x=-475; y=5},4,,,
53015,床头小物,床頭小物,Bedside Gadget,?? trang trí ??u gi??ng,?? ??? ??,4,0,{1=3370},2,3,city/homeland/home/icon/wall_painting/img_3guajian01.png,city/homeland/home/item/wall_painting/img_3guajian01.png,1,{flip=true;right=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=2; height=1;off={offWidth=0;offHeight=0}},{x=-177; y=200},4,,,
53016,沙堡冠军照,沙堡冠軍照,Champion Photo,?nh quán quan lau ?ài cát,??? ?? ??,4,1,{7=1000},1,3,city/homeland/home/icon/wall_painting/img_3guajian02.png,city/homeland/home/item/wall_painting/img_3guajian02.png,1,{flip=true;right=true},,,{width=4; height=5},{width=2; height=5;off={offWidth=0;offHeight=3}},{width=2; height=2;off={offWidth=0;offHeight=3}},{x=-325; y=170},4,,,
53017,海军救生圈,海軍救生圈,Naval Life Buoy,Phao c?u sinh h?i quan,?? ?? ??,4,2,{8=185},2,3,city/homeland/home/icon/wall_painting/img_3guajian03.png,city/homeland/home/item/wall_painting/img_3guajian03.png,1.2,{flip=true;left=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=3}},{width=2; height=2;off={offWidth=0;offHeight=3}},{x=-137; y=140},4,,,
53018,海景大窗,海景大窗,Sea-View Window·L,C?a s? l?n c?nh bi?n,?? ?? ? ??,4,1,{8=275},1,3,city/homeland/home/icon/wall_painting/img_3xiaomen.png,city/homeland/home/item/wall_painting/img_3xiaomen.png,1,{flip=true;left=true},,,{width=4; height=5},{width=4; height=5;off={offWidth=0;offHeight=0}},{width=4; height=4;off={offWidth=0;offHeight=0}},{x=-320; y=0},4,,,
53019,海景小窗,海景小窗,Sea-View Window·S,C?a s? nh? c?nh bi?n,?? ?? ?? ??,4,1,{7=800},1,3,city/homeland/home/icon/wall_painting/img_3chuanghu.png,city/homeland/home/item/wall_painting/img_3chuanghu.png,0.85,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-240; y=125},4,,,
53020,圣诞壁炉,聖誕壁爐,Christmas Fireplace,Lò S??i Noel ,????? ???,4,0,{7=720},1,4,city/homeland/home/icon/wall_painting/icon_bilu.png,home/fireplace.json,1.1,{flip=true;left=true},,,{width=3; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-110; y=70},3,,,
53021,圣诞木门,聖誕木門,Christmas Door,C?a G? Noel,????? ???,4,1,{1=5775},1,4,city/homeland/home/icon/wall_painting/icon_door.png,city/homeland/home/item/wall_painting/img_door.png,1.1,{flip=true;right=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=4;off={offWidth=0;offHeight=0}},{x=-255; y=15},3,,,
53022,圣诞花环,聖誕花環,Christmas Ring,Vòng Hoa Noel,????? ??,4,0,{1=1795},3,4,city/homeland/home/icon/wall_painting/icon_hua01.png,city/homeland/home/item/wall_painting/img_hua01.png,0.9,{flip=true;right=true},,,{width=1; height=5},{width=1; height=5;off={offWidth=0;offHeight=-4}},{width=1; height=1;off={offWidth=0;offHeight=0}},{x=-80; y=160},3,,,
53023,袜子挂饰,襪子掛飾,Christmas Sock,Trang S?c V? Treo,?? ?? ??,4,2,{8=150},2,4,city/homeland/home/icon/wall_painting/icon_shoutao.png,city/homeland/home/item/wall_painting/img_shoutao.png,1,{flip=true;left=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=2.5; height=2.5;off={offWidth=0;offHeight=0}},{x=-250; y=160},3,,,
53024,圣诞小窗,聖誕小窗,Christmas Window·S,C?a S? Noel Nh?,????? ?? ??,4,1,{8=115},2,4,city/homeland/home/icon/wall_painting/icon_window1.png,city/homeland/home/item/wall_painting/img_window1icon_window1.png,1.2,{flip=true;left=true},,,{width=2; height=5},{width=2; height=5;off={offWidth=0;offHeight=-1}},{width=2; height=2.2;off={offWidth=0;offHeight=0}},{x=-147; y=80},3,,,
53025,圣诞大窗,聖誕大窗,Christmas Window·L,C?a S? Noel L?n,????? ? ??,4,0,{8=245},1,4,city/homeland/home/icon/wall_painting/icon_window2.png,city/homeland/home/item/wall_painting/img_window2.png,1.2,{flip=true;right=true},,,{width=3; height=5},{width=3; height=5;off={offWidth=0;offHeight=0}},{width=3; height=3;off={offWidth=0;offHeight=0}},{x=-239; y=80},3,,,
53026,墙壁贴花,牆壁貼花,Christmas Wallflower,Gi?y Dán T??ng,? ??? ?,4,1,{7=225},4,4,city/homeland/home/icon/wall_painting/icon_zhaungshi.png,city/homeland/home/item/wall_painting/img_zhaungshi.png,1,{flip=true;right=true},,,{width=3; height=5},{width=2; height=5;off={offWidth=0;offHeight=0}},{width=3; height=2.2;off={offWidth=0;offHeight=2}},{x=-230; y=135},3,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
54001,滚球兽,滾球獸,Koromon,Koromon,???,5,0,{15=50},1,0,00ShuMa/common/portrait/01yagushou0.png,home/hero/gunqiushou/gunqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54002,普尼兽,普尼獸,Punimon,Punimon,???,5,1,{11=50},1,0,city/homeland/home/role/icon/shum_7.png,home/hero/punishou/punishou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54003,包子兽,包子獸,Baomon,Paomon,???,5,2,{14=50},1,0,city/homeland/home/role/icon/shum_1.png,home/hero/baozishou/baozishou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54004,狐裘兽,狐裘獸,Reremon,Reremon,???,5,0,{13=50},1,0,city/homeland/home/role/icon/shum_6.png,home/hero/huqiushou/huqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54005,绿叶兽,綠葉獸,Leafmon,Leafmon,???,5,1,{10=50},1,0,city/homeland/home/role/icon/shum_2.png,home/hero/lvyeshou/lvyeshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54006,黑球兽,黑球獸,Botamon,Botamon,??,5,2,{21=50},1,0,city/homeland/home/role/icon/shum_4.png,home/hero/heiqiushou/heiqiushou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54007,汪喵兽,汪喵獸,Wanyamon,Wanyamon,???,5,0,{19=50},1,0,city/homeland/home/role/icon/shum_3.png,home/hero/wangmiaoshou/wangmiaoshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54008,日光兽,日光獸,Sunmon,Sunmon,??,5,1,{18=50},1,0,city/homeland/home/role/icon/shum_9.png,home/hero/riguangshou/riguangshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54009,小龙兽,小龍獸,Petitmon,Petitmon,???,5,2,{20=50},1,0,city/homeland/home/role/icon/shum_5.png,home/hero/xiaohuolong/xiaolongshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
54010,也也兽,也也獸,Yaamon,Yaamon,??,5,-1,{16=50},1,0,city/homeland/home/role/icon/shum_8.png,home/hero/yeyeshou/yeyeshou.json,1,{flip=true},,,{width=1; height=1},{width=1;height=1;off={offWidth=1;offHeight=1}},{width=1;height=1;off={offWidth=1;offHeight=1}},{x=0; y=15},,,,
