变量名,specialDamage,finalDamageDeepen,damage,equipLevel,hp,rarity,desc,cardID,finalDamageSub,finalDamageAdd,equipAwake,strike,equipAdvance,level,equipStar,advance,fetters,finalDamageReduce,shieldPower,mpAttackRecover,ignoreDamageSub,elementalDamageAdd,cardShowScale,elementalDamageDeepen,controlPer,rebound,suckBlood,immuneControl,mainSkillSub,mainSkillAdd,damageSub,damageAdd,blockPower,breakBlock,block,strikeResistance,elementalDamageReduce,strikeDamage,elementalDamageSub,star,speed,specialDefence,mpBeAttackRecover,defence,helditem,cardShowPos,skillLevels,abilities,nvalue,zawake,languages,__version
115,120%,,120%,,120%,3,狙射树枭,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30313;level=60},,,,,<8;8;8;8;8;8;8;8>,,
116,120%,,120%,,120%,3,超级妙蛙花,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
117,120%,,120%,,120%,3,君主蛇,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},,,,,<8;8;8;8;8;8;8;8>,,
118,,,,,120%,4,谢米·陆地,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30413;level=60},,,,,<8;8;8;8;8;8;8;8>,,
119,,,,,120%,4,时拉比,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30423;level=60},{x=128;y=58},,,,<8;8;8;8;8;8;8;8>,,
120,120%,,120%,,120%,3,甜冷美后,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30302;level=60},,,,,<8;8;8;8;8;8;8;8>,,
121,120%,,120%,,120%,3,自爆磁怪,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30314;level=60},,,,,<8;8;8;8;8;8;8;8>,,
122,,,,,,4,捷拉奥拉,4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30426;level=60},,,,,<8;8;8;8;8;8;8;8>,,
123,120%,,120%,,130%,3,小智版皮卡丘,7001,,,,2000,,,,,,,,,,,1.47,,5000,,,3000,1000,2000,1000,1000,1000,1000,1000,1000,,1000,,,130%,120%,,120%,{advance=7;id=30319;level=60},{x=14;y=135},,,,<8;8;8;8;8;8;8;8>,,
124,120%,,120%,,120%,3,闪电鸟,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
125,,,,,110%,4,捷克罗姆,3221,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30416;level=60},{x=61;y=21},,,,<8;8;8;8;8;8;8;8>,,
126,120%,,120%,,120%,3,雷电云,3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
127,120%,,120%,,120%,3,几何雪花,3021,,,,,,,,,,,,,,,,,5000,,,2000,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30403;level=60},,,,,<8;8;8;8;8;8;8;8>,,
128,,,,,130%,4,酋雷姆,3241,,,,2000,,,,,,,,,,,1.46,,5000,,,2000,1000,1000,1000,2000,,,,1000,,1000,,,,,,,{advance=7;id=30417;level=60},{x=215;y=138},,,,<8;8;8;8;8;8;8;8>,,
129,120%,,120%,,120%,3,雷吉艾斯,1921,,,,,,,,,,,,,,,,,5000,,,2000,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30407;level=60},,,,,<8;8;8;8;8;8;8;8>,,
130,120%,,120%,,120%,3,急冻鸟,721,,,,,,,,,,,,,,,,,5000,,,2000,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=31301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
131,120%,,120%,,120%,3,玛狃拉,1082,,,,,,,,,,,,,,,,,5000,,,2000,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30402;level=60},,,,,<8;8;8;8;8;8;8;8>,,
132,120%,,120%,,120%,3,超级暴雪王,2303,,,,,,,,,,,,,,,,,5000,,,2000,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30420;level=60},,,,,<8;8;8;8;8;8;8;8>,,
133,120%,,120%,,120%,3,代拉基翁,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},,,,,<8;8;8;8;8;8;8;8>,,
134,120%,,120%,,120%,3,勾帕路翁,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<8;8;8;8;8;8;8;8>,,
135,120%,,120%,,120%,3,毕力吉翁,3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30413;level=60},,,,,<8;8;8;8;8;8;8;8>,,
136,120%,,120%,,120%,3,超级路卡利欧,2243,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30428;level=60},,,,,<8;8;8;8;8;8;8;8>,,
137,,,,,110%,4,玛夏多,4121,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30432;level=60},{x=102;y=207},,,,<8;8;8;8;8;8;8;8>,,
138,120%,,120%,,120%,3,凯路迪欧,3251,,,,2000,,,,,,,,,,,,,,,,,,1000,1000,2000,,,,1000,,1000,,,120%,120%,,120%,{advance=7;id=30426;level=60},,,,,<8;8;8;8;8;8;8;8>,,
139,120%,,120%,,120%,3,超级巨沼怪,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30316;level=60},,,,,<8;8;8;8;8;8;8;8>,,
140,,,,,,4,固拉多,1971,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30403;level=60},{x=274;y=103},,,,<8;8;8;8;8;8;8;8>,,
141,,,,,,4,基格尔德·完全体形态,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30431;level=60},,,,,<8;8;8;8;8;8;8;8>,,
142,120%,,120%,,120%,3,流氓鳄,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},,,,,<8;8;8;8;8;8;8;8>,,
143,120%,,120%,,120%,3,烈咬陆鲨,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30402;level=60},,,,,<8;8;8;8;8;8;8;8>,,
144,120%,,120%,,120%,3,天蝎王,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30310;level=60},,,,,<8;8;8;8;8;8;8;8>,,
145,120%,,120%,,120%,3,音波龙,3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30208;level=60},,,,,<8;8;8;8;8;8;8;8>,,
146,,,,,,4,洛奇亚,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30407;level=60},,,,,<8;8;8;8;8;8;8;8>,,
147,,,,,,4,伊裴尔塔尔,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30421;level=60},,,,,<8;8;8;8;8;8;8;8>,,
148,120%,,120%,,120%,3,龙卷云,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<8;8;8;8;8;8;8;8>,,
149,,,,,120%,4,凤王,1271,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=31301;level=60},{x=124;y=181},,,,<8;8;8;8;8;8;8;8>,,
150,120%,,120%,,120%,3,超级大比鸟,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,,,,,,<8;8;8;8;8;8;8;8>,,
151,120%,,120%,,120%,3,梦幻,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=31301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
152,120%,,120%,,120%,3,超级胡地,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<8;8;8;8;8;8;8;8>,,
153,120%,,120%,,120%,3,克雷色利亚,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30413;level=60},,,,,<8;8;8;8;8;8;8;8>,,
154,,,,,,4,奈克洛兹玛,4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30440;level=60},,,,,<8;8;8;8;8;8;8;8>,,
155,,,,,,4,超梦,761,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30401;level=60},{x=188;y=39},,,,<8;8;8;8;8;8;8;8>,,
156,,,,,,4,基拉祈,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30419;level=60},,,,,<8;8;8;8;8;8;8;8>,,
157,120%,,120%,,120%,3,坚盾剑怪·盾牌,3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30420;level=60},,,,,<8;8;8;8;8;8;8;8>,,
158,,,,,,4,骑拉帝纳,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30412;level=60},,,,,<8;8;8;8;8;8;8;8>,,
159,120%,,120%,,120%,3,黑夜魔灵,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<8;8;8;8;8;8;8;8>,,
160,120%,,120%,,120%,3,梦妖魔,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<8;8;8;8;8;8;8;8>,,
161,,,,,,4,露奈雅拉,4024,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30437;level=60},{x=106;y=13},,,,<8;8;8;8;8;8;8;8>,,
162,,,,,,4,闪光超级耿鬼,7021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30438;level=60},,,,,<8;8;8;8;8;8;8;8>,,
163,120%,,120%,,120%,3,拉帝亚斯,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30419;level=60},,,,,<8;8;8;8;8;8;8;8>,,
164,120%,,120%,,120%,3,快龙,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30310;level=60},,<100;100;100;100;100;100;100>,,,<8;8;8;8;8;8;8;8>,,
165,120%,,120%,,120%,3,拉帝欧斯,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30411;level=60},,,,,<8;8;8;8;8;8;8;8>,,
166,,,,,,4,帕路奇亚,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30411;level=60},,,,,<8;8;8;8;8;8;8;8>,,
167,,,,,,4,裂空座,1981,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30408;level=60},{x=169;y=22},,,,<8;8;8;8;8;8;8;8>,,
168,,,,,,4,帝牙卢卡,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30410;level=60},,,,,<8;8;8;8;8;8;8;8>,,
169,120%,,120%,,120%,3,索罗亚克,2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30308;level=60},,,,,<8;8;8;8;8;8;8;8>,,
170,,,,,,4,解放胡帕,3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30414;level=60},,,,,<8;8;8;8;8;8;8;8>,,
171,,,,,,4,闪光超级班基拉斯,7031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30439;level=60},,,,,<8;8;8;8;8;8;8;8>,,
172,120%,,120%,,120%,3,超级黑鲁加,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
173,,,,,,4,达克莱伊,2431,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30405;level=60},{x=108;y=116},,,,<8;8;8;8;8;8;8;8>,,
174,120%,,120%,,120%,3,阿勃梭鲁,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<8;8;8;8;8;8;8;8>,,
175,,,,,,4,美录梅塔,4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30420;level=60},,,,,<8;8;8;8;8;8;8;8>,,
176,,,,,,4,索尔迦雷欧,4023,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30434;level=60},{x=128;y=28},,,,<8;8;8;8;8;8;8;8>,,
177,120%,,120%,,120%,3,席多蓝恩,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
178,,,,,,4,盖诺赛克特,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30424;level=60},,,,,<8;8;8;8;8;8;8;8>,,
179,120%,,120%,,120%,3,超级波士可多拉,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
180,120%,,120%,,120%,3,超级巨钳螳螂,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30313;level=60},,,,,<8;8;8;8;8;8;8;8>,,
181,120%,,120%,,120%,3,花洁夫人,3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30317;level=60},,,,,<8;8;8;8;8;8;8;8>,,
182,,,,,,4,哲尔尼亚斯,3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30425;level=60},,,,,<8;8;8;8;8;8;8;8>,,
183,120%,,120%,,120%,3,西狮海壬,3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<8;8;8;8;8;8;8;8>,,
184,,,,,,4,玛机雅娜,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30435;level=60},,,,,<8;8;8;8;8;8;8;8>,,
185,,,,,,4,蒂安希,3631,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30406;level=60},{x=109;y=31},,,,<8;8;8;8;8;8;8;8>,,
186,120%,,120%,,120%,3,超级沙奈朵,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30406;level=60},,,,,<8;8;8;8;8;8;8;8>,,
187,280%,,280%,,330%,2,晃晃斑,1641,,,,5000,,,,,,,,,,,,,,,,10000,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30405;level=60},,,,,<8;8;8;8;8;8;8;8>,,
188,280%,,280%,,330%,2,杰尼龟,21,,,,5000,,,,,,,,,,,,,,4000,,,,,2000,,4000,10000,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30403;level=60},,,,,<8;8;8;8;8;8;8;8>,,
189,280%,,280%,,330%,2,泡沫栗鼠,2831,,,,5000,,,,,,,,,,,,,,10000,,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30419;level=60},,,,,<8;8;8;8;8;8;8;8>,,
190,280%,,280%,,330%,2,电飞鼠,2891,,,,5000,,,,,,,,,,,,,5000,,5000,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30430;level=60},,,,,<8;8;8;8;8;8;8;8>,,
191,300%,,300%,,350%,2,皮卡丘,92,,,,9000,,,,,,,,,,,1.21,,,,,,3000,3000,3000,3000,,,6000,5000,,25000,,,300%,300%,,300%,{advance=7;id=30401;level=60},{x=30;y=152},,,,<8;8;8;8;8;8;8;8>,,
192,280%,,280%,,330%,2,胖丁,152,,,,5000,,,,,,,,,,,0.84,,10000,,,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30414;level=60},{x=64;y=135},,,,<8;8;8;8;8;8;8;8>,,
193,280%,,280%,,330%,2,晃晃斑,1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280%,280%,,280%,{advance=7;id=30209;level=60},,,,,<8;8;8;8;8;8;8;8>,,
194,280%,,280%,,330%,2,杰尼龟,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280%,280%,,280%,{advance=7;id=30316;level=60},,,,,<8;8;8;8;8;8;8;8>,,
195,280%,,280%,,330%,2,泡沫栗鼠,2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280%,280%,,280%,{advance=7;id=30305;level=60},,,,,<8;8;8;8;8;8;8;8>,,
196,280%,,280%,,330%,2,电飞鼠,2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280%,280%,,280%,{advance=7;id=30305;level=60},,,,,<8;8;8;8;8;8;8;8>,,
197,300%,,300%,,350%,2,皮卡丘,92,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,300%,300%,,300%,{advance=7;id=31201;level=60},{x=30;y=152},,,,<8;8;8;8;8;8;8;8>,,
198,280%,,280%,,330%,2,胖丁,152,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,280%,280%,,280%,{advance=7;id=30305;level=60},{x=64;y=135},,,,<8;8;8;8;8;8;8;8>,,
199,520%,,520%,,520%,,穿山鼠,101,,,,15000,,,,,,,,,,,,,3000,5000,,3000,6000,3000,6000,3000,5000,15000,20000,25000,,26000,,,520%,600%,,600%,{advance=7;id=30403;level=60},,,,,<8;8;8;8;8;8;8;8>,,
200,550%,,550%,,580%,,绿毛虫,31,,,,20000,,,,,,,,,,,0.88,,5000,3000,10000,5000,3000,5000,5000,5000,4000,15000,15000,15000,,35000,,,560%,520%,,520%,{advance=7;id=30401;level=60},{x=157;y=96},,,,<8;8;8;8;8;8;8;8>,,
201,520%,,520%,,520%,,角金鱼,541,,,,15000,,,,,,,,,,,,,3000,3000,3000,3000,3000,3000,3000,3000,3000,15000,15000,30000,,22000,,,520%,520%,,520%,{advance=7;id=30404;level=60},,,,,<8;8;8;8;8;8;8;8>,,
202,500%,,500%,,550%,2,蜈蚣王,2683,,,,14000,,,,,,,,,,,,,3000,3000,12000,3000,3000,3000,4000,3000,3000,13000,19000,19000,,21000,,,500%,500%,,500%,{advance=7;id=30412;level=60},,,,,<8;8;8;8;8;8;8;8>,,
203,520%,,520%,,520%,,大嘴雀,72,,,,13000,,,,,,,,,,,,,3000,3000,3000,5000,3000,3000,3000,3000,3000,15000,15000,16000,,20000,,,520%,520%,,520%,{advance=7;id=31301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
204,500%,,500%,,500%,2,小狮狮,3341,,,,18000,,,,,,,,,,,,,3000,5000,3000,3000,3000,3000,3000,3000,5000,15000,35000,18000,,27000,,,500%,500%,,500%,{advance=7;id=30434;level=60},,,,,<8;8;8;8;8;8;8;8>,,
205,120%,,120%,,200%,3,超级诅咒娃娃,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<8;8;8;8;8;8;8;8>,,
206,120%,,120%,,200%,3,黑夜魔灵,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<8;8;8;8;8;8;8;8>,,
207,140%,,140%,,220%,2,帝牙海狮,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140%,140%,,140%,{advance=7;id=30207;level=60},,,,,<8;8;8;8;8;8;8;8>,,
208,120%,,120%,,200%,3,自爆磁怪,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30314;level=60},,,,,<8;8;8;8;8;8;8;8>,,
209,120%,,120%,,800%,3,果然翁,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},{x=101;y=126},,,,<8;8;8;8;8;8;8;8>,,
210,120%,,120%,,200%,3,砰头小丑,4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30415;level=60},,,,,<8;8;8;8;8;8;8;8>,,
211,,,,,,4,酋雷姆,3241,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30417;level=60},{x=215;y=138},,,,<8;8;8;8;8;8;8;8>,,
212,,,,,,4,捷拉奥拉,4161,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30426;level=60},{x=122;y=176},,,,<8;8;8;8;8;8;8;8>,,
213,120%,,120%,,120%,3,雷吉艾斯,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
214,120%,,120%,,120%,3,闪电鸟,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
215,,,,,,4,捷克罗姆,3221,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30416;level=60},{x=61;y=21},,,,<8;8;8;8;8;8;8;8>,,
216,120%,,120%,,120%,3,急冻鸟,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
217,,,,,,4,美洛耶塔·舞步,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30418;level=60},,,,,<8;8;8;8;8;8;8;8>,,
218,,,,,,4,雷吉奇卡斯,2381,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30409;level=60},{x=95;y=150},,,,<8;8;8;8;8;8;8;8>,,
219,120%,,120%,,120%,3,卡比兽,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
220,120%,,120%,,120%,3,穿着熊,3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
221,120%,,120%,,120%,3,请假王,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30408;level=60},,,,,<8;8;8;8;8;8;8;8>,,
222,120%,,120%,,120%,3,幸福蛋,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30317;level=60},,,,,<8;8;8;8;8;8;8;8>,,
223,,,,,,4,凤王,1271,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=31301;level=60},{x=124;y=181},,,,<8;8;8;8;8;8;8;8>,,
224,,,,,,4,莱希拉姆,3211,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30415;level=60},{x=19;y=80},,,,<8;8;8;8;8;8;8;8>,,
225,,,,,,4,比克提尼,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30427;level=60},{x=148;y=117},,,,<8;8;8;8;8;8;8;8>,,
226,120%,,120%,,120%,3,火焰鸡,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30315;level=60},,,,,<8;8;8;8;8;8;8;8>,,
227,,,,,,4,波尔凯尼恩,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30436;level=60},,,,,<8;8;8;8;8;8;8;8>,,
228,120%,,120%,,120%,3,火焰鸟,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
229,120%,,120%,,120%,3,超级水箭龟,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30316;level=60},,,,,<8;8;8;8;8;8;8;8>,,
230,,,,,,4,盖欧卡,1961,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30404;level=60},{x=244;y=72},,,,<8;8;8;8;8;8;8;8>,,
231,,,,,,4,帕路奇亚,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30411;level=60},,,,,<8;8;8;8;8;8;8;8>,,
232,,,,,,4,玛纳霏,2421,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30433;level=60},{x=110;y=115},,,,<8;8;8;8;8;8;8;8>,,
233,,,,,,4,小智版甲贺忍蛙,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30401;level=60},,,,,<8;8;8;8;8;8;8;8>,,
234,120%,,120%,,120%,3,水君,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30305;level=60},,,,,<8;8;8;8;8;8;8;8>,,
235,120%,,120%,,120%,3,超级蜥蜴王,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30314;level=60},,,,,<8;8;8;8;8;8;8;8>,,
236,120%,,120%,,120%,3,超级妙蛙花,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
237,,,,,,4,萨戮德,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30447;level=60},,,,,<8;8;8;8;8;8;8;8>,,
238,,,,,,4,谢米·陆地,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30413;level=60},,,,,<8;8;8;8;8;8;8;8>,,
239,,,,,,4,时拉比,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30423;level=60},{x=128;y=58},,,,<8;8;8;8;8;8;8;8>,,
240,120%,,120%,,120%,3,纸御剑,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<8;8;8;8;8;8;8;8>,,
241,,,,,,4,闪光超级艾路雷朵,7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30444;level=60},,,,,<8;8;8;8;8;8;8;8>,,
