变量名,index,damageRange,bossID,scoresCoefficient
2104,3,1400000,3,0.4591
2105,3,1800000,3,0.5055
2106,3,2200000,3,0.55
2107,3,2600000,3,0.5945
2108,3,3000000,3,0.6373
2109,3,3500000,3,0.6845
2110,3,4000000,3,0.7309
2111,3,4500000,3,0.7764
2112,3,5000000,3,0.8
2113,3,5500000,3,0.8227
2114,3,6100000,3,0.8491
2115,3,6700000,3,0.8745
2116,3,7300000,3,0.8991
2117,3,8000000,3,0.9255
2118,3,8700000,3,0.9518
2119,3,9400000,3,0.9764
2120,3,10200000,3,1.0036
2121,3,11000000,3,1.03
2122,3,12000000,3,1.0627
2123,3,13000000,3,1.0936
2124,3,14200000,3,1.13
2125,3,15400000,3,1.1655
2126,3,16900000,3,1.2082
2127,3,18400000,3,1.2509
2128,3,20400000,3,1.3064
2129,3,22400000,3,1.3609
2130,3,24900000,3,1.4291
2131,3,27400000,3,1.4973
2132,3,30400000,3,1.5773
2133,3,33400000,3,1.6582
2134,3,36900000,3,1.7518
2135,3,40400000,3,1.8445
2136,3,44400000,3,1.9509
2137,3,48400000,3,2.0564
2138,3,52900000,3,2.1755
2139,3,57400000,3,2.2955
2140,3,62400000,3,2.4273
2141,3,67400000,3,2.56
2142,3,72900000,3,2.7055
2143,3,78400000,3,2.8518
2144,3,84400000,3,3.0109
2145,3,90400000,3,3.17
2146,3,96900000,3,3.3418
2147,3,103400000,3,3.5136
2148,3,110400000,3,3.7
2149,3,117400000,3,3.8855
2150,3,124900000,3,4.0727
2151,4,300000,3,0.3873
2152,4,600000,3,0.4373
2153,4,1000000,3,0.4945
2154,4,1400000,3,0.5509
2155,4,1800000,3,0.6064
2156,4,2200000,3,0.66
2157,4,2600000,3,0.7127
2158,4,3000000,3,0.7645
2159,4,3500000,3,0.8218
2160,4,4000000,3,0.8773
2161,4,4500000,3,0.9309
2162,4,5000000,3,0.96
2163,4,5500000,3,0.9873
2164,4,6100000,3,1.0191
2165,4,6700000,3,1.0491
2166,4,7300000,3,1.0782
2167,4,8000000,3,1.1109
2168,4,8700000,3,1.1418
2169,4,9400000,3,1.1718
2170,4,10200000,3,1.2045
2171,4,11000000,3,1.2364
2172,4,12000000,3,1.2755
2173,4,13000000,3,1.3127
2174,4,14200000,3,1.3564
2175,4,15400000,3,1.3982
2176,4,16900000,3,1.45
2177,4,18400000,3,1.5009
2178,4,20400000,3,1.5673
2179,4,22400000,3,1.6336
2180,4,24900000,3,1.7155
2181,4,27400000,3,1.7964
2182,4,30400000,3,1.8927
2183,4,33400000,3,1.99
2184,4,36900000,3,2.1018
2185,4,40400000,3,2.2136
2186,4,44400000,3,2.3409
2187,4,48400000,3,2.4682
2188,4,52900000,3,2.6109
2189,4,57400000,3,2.7536
2190,4,62400000,3,2.9127
2191,4,67400000,3,3.0718
2192,4,72900000,3,3.2473
2193,4,78400000,3,3.4218
2194,4,84400000,3,3.6127
2195,4,90400000,3,3.8036
2196,4,96900000,3,4.01
2197,4,103400000,3,4.2173
2198,4,110400000,3,4.4391
2199,4,117400000,3,4.6618
2200,4,124900000,3,4.8873
2201,5,300000,3,0.6455
2202,5,600000,3,0.7282
2203,5,1000000,3,0.8245
2204,5,1400000,3,0.9182
2205,5,1800000,3,1.0109
2206,5,2200000,3,1.1009
2207,5,2600000,3,1.1882
2208,5,3000000,3,1.2745
2209,5,3500000,3,1.3691
2210,5,4000000,3,1.4618
2211,5,4500000,3,1.5518
2212,5,5000000,3,1.5991
2213,5,5500000,3,1.6455
2214,5,6100000,3,1.6982
2215,5,6700000,3,1.7491
2216,5,7300000,3,1.7973
2217,5,8000000,3,1.8518
2218,5,8700000,3,1.9036
2219,5,9400000,3,1.9527
2220,5,10200000,3,2.0073
2221,5,11000000,3,2.0609
2222,5,12000000,3,2.1255
2223,5,13000000,3,2.1882
2224,5,14200000,3,2.26
2225,5,15400000,3,2.3309
2226,5,16900000,3,2.4164
2227,5,18400000,3,2.5018
2228,5,20400000,3,2.6127
2229,5,22400000,3,2.7227
2230,5,24900000,3,2.8591
2231,5,27400000,3,2.9936
2232,5,30400000,3,3.1555
2233,5,33400000,3,3.3164
2234,5,36900000,3,3.5027
2235,5,40400000,3,3.6891
2236,5,44400000,3,3.9009
2237,5,48400000,3,4.1127
2238,5,52900000,3,4.3518
2239,5,57400000,3,4.59
2240,5,62400000,3,4.8555
2241,5,67400000,3,5.12
2242,5,72900000,3,5.4118
2243,5,78400000,3,5.7027
2244,5,84400000,3,6.0209
2245,5,90400000,3,6.3391
2246,5,96900000,3,6.6836
2247,5,103400000,3,7.0282
2248,5,110400000,3,7.3991
2249,5,117400000,3,7.77
2250,5,124900000,3,8.1455
2251,6,300000,3,0.7736
2252,6,600000,3,0.8745
2253,6,1000000,3,0.9891
2254,6,1400000,3,1.1018
2255,6,1800000,3,1.2127
2256,6,2200000,3,1.3209
2257,6,2600000,3,1.4264
2258,6,3000000,3,1.5291
2259,6,3500000,3,1.6436
2260,6,4000000,3,1.7545
2261,6,4500000,3,1.8627
2262,6,5000000,3,1.9191
2263,6,5500000,3,1.9745
2264,6,6100000,3,2.0373
2265,6,6700000,3,2.0982
2266,6,7300000,3,2.1573
2267,6,8000000,3,2.2218
2268,6,8700000,3,2.2836
2269,6,9400000,3,2.3436
2270,6,10200000,3,2.4091
2271,6,11000000,3,2.4727
2272,6,12000000,3,2.55
2273,6,13000000,3,2.6255
2274,6,14200000,3,2.7127
2275,6,15400000,3,2.7964
2276,6,16900000,3,2.9
2277,6,18400000,3,3.0018
2278,6,20400000,3,3.1355
2279,6,22400000,3,3.2673
2280,6,24900000,3,3.4309
2281,6,27400000,3,3.5927
2282,6,30400000,3,3.7864
2283,6,33400000,3,3.9791
2284,6,36900000,3,4.2036
2285,6,40400000,3,4.4273
2286,6,44400000,3,4.6809
2287,6,48400000,3,4.9355
2288,6,52900000,3,5.2218
2289,6,57400000,3,5.5082
2290,6,62400000,3,5.8264
2291,6,67400000,3,6.1445
2292,6,72900000,3,6.4936
2293,6,78400000,3,6.8436
2294,6,84400000,3,7.2255
2295,6,90400000,3,7.6073
2296,6,96900000,3,8.02
2297,6,103400000,3,8.4336
2298,6,110400000,3,8.8791
2299,6,117400000,3,9.3245
2300,6,124900000,3,9.7745
2301,7,300000,3,1.9355
2302,7,600000,3,2.1855
2303,7,1000000,3,2.4736
2304,7,1400000,3,2.7555
2305,7,1800000,3,3.0318
2306,7,2200000,3,3.3018
2307,7,2600000,3,3.5655
2308,7,3000000,3,3.8236
2309,7,3500000,3,4.1082
2310,7,4000000,3,4.3864
2311,7,4500000,3,4.6564
2312,7,5000000,3,4.7982
2313,7,5500000,3,4.9355
2314,7,6100000,3,5.0945
2315,7,6700000,3,5.2464
2316,7,7300000,3,5.3918
2317,7,8000000,3,5.5545
2318,7,8700000,3,5.71
2319,7,9400000,3,5.8582
2320,7,10200000,3,6.0227
2321,7,11000000,3,6.1818
2322,7,12000000,3,6.3755
2323,7,13000000,3,6.5636
2324,7,14200000,3,6.7809
2325,7,15400000,3,6.9918
2326,7,16900000,3,7.25
2327,7,18400000,3,7.5045
2328,7,20400000,3,7.8373
2329,7,22400000,3,8.1673
2330,7,24900000,3,8.5764
2331,7,27400000,3,8.9818
2332,7,30400000,3,9.4655
2333,7,33400000,3,9.9482
2334,7,36900000,3,10.5091
2335,7,40400000,3,11.0673
2336,7,44400000,3,11.7036
2337,7,48400000,3,12.3391
2338,7,52900000,3,13.0545
2339,7,57400000,3,13.77
2340,7,62400000,3,14.5655
2341,7,67400000,3,15.36
2342,7,72900000,3,16.2345
2343,7,78400000,3,17.1091
2344,7,84400000,3,18.0636
2345,7,90400000,3,19.0173
2346,7,96900000,3,20.0509
2347,7,103400000,3,21.0845
2348,7,110400000,3,22.1973
2349,7,117400000,3,23.31
2350,7,124900000,3,24.4355
2351,8,300000,3,1.9355
2352,8,600000,3,2.1855
2353,8,1000000,3,2.4736
2354,8,1400000,3,2.7555
2355,8,1800000,3,3.0318
2356,8,2200000,3,3.3018
2357,8,2600000,3,3.5655
2358,8,3000000,3,3.8236
2359,8,3500000,3,4.1082
2360,8,4000000,3,4.3864
2361,8,4500000,3,4.6564
2362,8,5000000,3,4.7982
2363,8,5500000,3,4.9355
2364,8,6100000,3,5.0945
2365,8,6700000,3,5.2464
2366,8,7300000,3,5.3918
2367,8,8000000,3,5.5545
2368,8,8700000,3,5.71
2369,8,9400000,3,5.8582
2370,8,10200000,3,6.0227
2371,8,11000000,3,6.1818
2372,8,12000000,3,6.3755
2373,8,13000000,3,6.5636
2374,8,14200000,3,6.7809
2375,8,15400000,3,6.9918
2376,8,16900000,3,7.25
2377,8,18400000,3,7.5045
2378,8,20400000,3,7.8373
2379,8,22400000,3,8.1673
2380,8,24900000,3,8.5764
2381,8,27400000,3,8.9818
2382,8,30400000,3,9.4655
2383,8,33400000,3,9.9482
2384,8,36900000,3,10.5091
2385,8,40400000,3,11.0673
2386,8,44400000,3,11.7036
2387,8,48400000,3,12.3391
2388,8,52900000,3,13.0545
2389,8,57400000,3,13.77
2390,8,62400000,3,14.5655
2391,8,67400000,3,15.36
2392,8,72900000,3,16.2345
2393,8,78400000,3,17.1091
2394,8,84400000,3,18.0636
2395,8,90400000,3,19.0173
2396,8,96900000,3,20.0509
2397,8,103400000,3,21.0845
2398,8,110400000,3,22.1973
2399,8,117400000,3,23.31
2400,8,124900000,3,24.4355
