变量名,passiveSkill,attrNatureType3,attrNatureType1,pointType,attrNum3,attrType3,extraWeight,name,limit,group,attrNum2,attrType2,attrNum1,attrType1,pointValue,buffColor,iconBg,unlockConditionDesc,icon,weight,belongLib,desc,condition,supplyNum,supplyTarget,supplyType,buffType,descNew,nameNew,logo,changeLib,effectTimes,unlockCondition,skillgroup,selfExtraWeight,__version,buffsGroup1,buffsGroup2,strategyGroup
1322,82317,,,,,,,毁灭·无尽战意,1,131,,,,,,effect,,,city/adventure/random_tower/icon/icon_fy.png,0,,自身每累计损失1%生命值，双攻提升1%（最高不超过200%）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_4.png,,,,,{131=1},,1002,131,11
1331,82321,,,,,,,毁灭·血线觉醒,1,133,,,,,,effect,,通过获得3个【毁灭】流派祝福解锁,city/adventure/random_tower/icon/icon_nqhs.png,,,自身血量首次低于20%、50%，免消耗额外触发1次必杀技,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_4.png,,,{131=3},,,,1002,131,11
1332,82321,,,,,,,毁灭·吸血斩杀,1,133,,,,,,effect,,通过获得5个【毁灭】流派祝福解锁,city/adventure/random_tower/icon/icon_xx.png,,,该免消耗释放的必杀技附带25%吸血,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_4.png,,,{131=5},,,,1002,131,11
1333,82321,,,,,,,毁灭·血魂之伤,1,133,,,,,,effect,,通过获得8个【毁灭】流派祝福解锁,city/adventure/random_tower/icon/icon_nqhs.png,,,该必杀技额外造成自身已损失血量的50%的真实伤害,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_4.png,,,{131=8},,,,1002,131,11
1411,82401,,,,,,,诡术·神秘赐福,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,100,,每拥有一个诡术的祝福，精灵控制率6%，该效果最多可叠加6层,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=30},,1002,141,11
1412,82402,,,,,,,诡术·幽影掌控,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,100,,控制率提升20%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=30},,1002,141,11
1413,82403,,,,,,,诡术·暗影诅咒,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,100,,敌方免控率降低20%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=30},,1002,141,11
1414,82404,,,,,,,诡术·痛苦锁链,1,141,,,,,,effect,,,city/adventure/random_tower/icon/icon_gj.png,100,,陷入控制状态的敌方目标受到伤害提高10%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=30},,1002,141,11
1415,82405,,,,,,,诡术·破防一击,1,141,,,,,,effect,,,city/develop/talent/icon_bjsh.png,100,,敌方目标陷入控制状态后，下1次收到的攻击暴击率提高100%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=30},,1002,141,11
1416,82406,,,,,,,诡术·混沌爆裂,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,10,,精灵对陷入控制状态的敌方目标释放必杀技或者小技能时，造成伤害提高30%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=20},,1002,141,11
1417,82407,,,,,,,诡术·永恒锁链,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,10,,攻击时有30%概率永久提升控制率5%（最多可叠加5层）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=20},,1002,141,11
1418,82408,,,,,,,诡术·终结眩晕,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,10,,精灵对释放终结技有30%概率眩晕1回合,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=5},,1002,141,11
1419,82409,,,,,,,诡术·随机混沌,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,1,,攻击时对随机目标有10%概率眩晕、睡眠、冰冻、沉默、混乱1回合,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=5},,1002,141,11
1420,82410,,,,,,,诡术·冰霜界限,1,141,,,,,,effect,,,city/develop/talent/icon_ysg.png,1,,敌方首次低于当前生命值百分比低于70%、30%时，有60%冰冻1回合,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=5},,1002,141,11
1421,82416,,,,,,,诡术·气血汲取,1,141,,,,,,effect,,,city/adventure/random_tower/icon/icon_hx.png,0,,自身每次控制一名敌人时，恢复自身3%的气血，每个行动回合内回复量最多不超过12%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=1},,1002,141,11
1422,82417,,,,,,,诡术·真实创伤,1,141,,,,,,effect,,,city/adventure/random_tower/icon/icon_gj.png,0,,敌方控制效果结束时造成等同于目标当前生命10%的真实伤害（每个大回合最多触发一次）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,,,{141=1},,1002,141,11
1431,82421,,,,,,,诡术·混乱序曲,1,143,,,,,,effect,,通过获得3个【诡术】流派祝福解锁,city/develop/talent/icon_ysg.png,,,每个大回合开始，30%概率使目标进入眩晕、睡眠、冰冻、沉默、混乱中的一种（根据友方控制率最高的单位来享受）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,{141=3},,,,1002,141,11
1432,82422,,,,,,,诡术·暗影重击,1,143,,,,,,effect,,通过获得5个【诡术】流派祝福解锁,city/adventure/random_tower/icon/icon_gj.png,,,并额外造成一次友方攻击较大值120%加成的真实伤害（敌方每一个控制效果提升伤害10%）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,{141=5},,,,1002,141,11
1433,82423,,,,,,,诡术·暗影诅咒,1,143,,,,,,effect,,通过获得8个【诡术】流派祝福解锁,city/develop/talent/icon_ysg.png,,,触发时敌方免控率降低30%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_7.png,,,{141=8},,,,1002,141,11
1511,82501,,,,,,,庇护·神光赐防,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_fy.png,100,,每拥有一个庇护的祝福，精灵的双防提升8%，该效果最多可叠加6层,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=30},,1002,151,11
1512,82502,,,,,,,庇护·坚盾暴击,1,151,,,,,,effect,,,city/develop/talent/icon_bsjc_kx.png,100,,持有护盾的精灵暴击率提升16%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=30},,1002,151,11
1513,82503,,,,,,,庇护·盾影重击,1,151,,,,,,effect,,,city/develop/talent/icon_bsjc_kx.png,100,,持有护盾的精灵暴击伤害提升30%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=30},,1002,151,11
1514,82504,,,,,,,庇护·神盾守护,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_jh.png,100,,持有护盾的精灵双防提升20%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=30},,1002,151,11
1515,82505,,,,,,,庇护·圣盾减伤,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_fy.png,100,,持有护盾的精灵伤害减免提升10%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=30},,1002,151,11
1516,82506,,,,,,,庇护·生命之盾,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_fy.png,10,,精灵受到攻击后，获得等同于本次攻击内损失的生命值18%的护盾,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=20},,1002,151,11
1517,82507,,,,,,,庇护·战始之盾,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_jh.png,10,,进入战斗时，精灵获得自身生命上限10%的护盾,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=20},,1002,151,11
1518,82508,,,,,,,庇护·自动回复,1,151,,,,,,effect,,,city/adventure/random_tower/icon/icon_jh.png,10,,自身行动，80%概率获得自身12%生命上限的护盾,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=5},,1002,151,11
1519,82509,,,,,,,庇护·反震之威,1,151,,,,,,effect,,,city/develop/talent/icon_bsjc_kx.png,1,,自身受到主动攻击时，对攻击者造成自身护盾量20%的反震伤害,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=5},,1002,151,11
1520,82510,,,,,,,庇护·护盾增攻,1,151,,,,,,effect,,,city/develop/talent/icon_bskx.png,1,,只有护盾的精灵提高等同于自身护盾量40%的双攻，但不会超过自身初始双攻的120%,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=5},,1002,151,11
1521,82516,,,,,,,庇护·护盾生息,1,151,,,,,,effect,,,city/develop/talent/icon_bskx.png,0,,战斗结束前，自身身上的护盾会以10%的比例转化为生命值恢复自身,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=1},,1002,151,11
1522,82517,,,,,,,庇护·真实之痛,1,151,,,,,,effect,,,city/develop/talent/icon_tf.png,0,,攻击时附带30%护盾量的真实伤害（该伤害不超过自身双攻的较大值200%）,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,,,{151=1},,1002,151,11
1531,82521,,,,,,,庇护·反震狂潮,1,153,,,,,,effect,,通过获得3个【庇护】流派祝福解锁,city/develop/talent/icon_tf.png,,,每个大回合结束后对敌方全体单位造成【反震】，伤害等同于我方全体护盾的总量的真实伤害,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,{151=3},,,,1002,151,11
1532,82522,,,,,,,庇护·暴击传承,1,153,,,,,,effect,,通过获得5个【庇护】流派祝福解锁,city/develop/talent/icon_sf.png,,,该反震伤害可暴击，继承友方暴击率最高的单位,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,{151=5},,,,1002,151,11
1533,82523,,,,,,,庇护·生命之歌,1,153,,,,,,effect,,通过获得8个【庇护】流派祝福解锁,city/develop/talent/icon_smz.png,,,反震伤害击杀单位时回复友方全体单位10%生命上限的血量,,,,,4,,,city/adventure/random_tower/hell/lp_icon/logo_lp_2.png,,,{151=8},,,,1002,151,11
1611,82601,,,,,,,甘露·生命之泉,1,161,,,,,,effect,,,city/develop/talent/icon_smz.png,100,,每拥有一个甘露的祝福，精灵生命上限提升5%，该效果最多可叠加6层,,,,,4,每拥有一个甘露的祝福，精灵生命上限提升5%#C0xF76B45#（10%）#C0x5B545B#，该效果最多可叠加6层,甘露·生命之泉#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=30},,1002,161,11
1612,82602,,,,,,,甘露·生命壁垒,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_fy.png,100,,精灵接受治疗后，双防提升20%2回合,,,,,4,精灵接受治疗后，双防提升20%#C0xF76B45#（40%）#C0x5B545B#2回合,甘露·生命壁垒#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=30},,1002,161,11
1613,82603,,,,,,,甘露·治愈之力,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_gj.png,100,,精灵接受治疗后，双攻提升20%2回合,,,,,4,精灵接受治疗后，双攻提升20%#C0xF76B45#（40%）#C0x5B545B#2回合,甘露·治愈之力#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=30},,1002,161,11
1614,82604,,,,,,,甘露·治愈之恩,1,161,,,,,,effect,,,city/develop/talent/icon_smz.png,100,,精灵提供治疗后，回复等同于自身生命上限10%的生命值（每个大回合触发1次）,,,,,4,精灵提供治疗后，回复等同于自身生命上限10%#C0xF76B45#（20%）#C0x5B545B#的生命值（每个大回合触发1次）,甘露·治愈之恩#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=30},,1002,161,11
1615,82605,,,,,,,甘露·曙光回复,1,161,,,,,,effect,,,city/develop/talent/icon_smz.png,100,,每个大回合开始，精灵回复等同于自身生命上限12%的生命值,,,,,4,每个大回合开始，精灵回复等同于自身生命上限12%#C0xF76B45#（20%）#C0x5B545B#的生命值,甘露·曙光回复#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=30},,1002,161,11
1616,82606,,,,,,,甘露·治愈增效,1,161,,,,,,effect,,,city/develop/talent/icon_smz.png,10,,精灵的受治疗率提升20%,,,,,4,精灵的受治疗率提升20%，#C0xF76B45#草系精灵行动时为友方血量最低的单位治疗10%的血量#C0x5B545B#,甘露·治愈增效#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=20},,1002,161,11
1617,82607,,,,,,,甘露·坚韧之躯,1,161,,,,,,effect,,,city/develop/talent/icon_sf.png,10,,满血时，受到的伤害降低30%,,,,,4,满血时，受到的伤害降低30%，#C0xF76B45#未满血，行动后回复自身10%生命值#C0x5B545B#,甘露·坚韧之躯#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=20},,1002,161,11
1618,82608,,,,,,,甘露·真实之伤,1,161,,,,,,effect,,,city/develop/talent/icon_bskx.png,10,,精灵释放攻击后，对主目标造成自身当前面生命值的20%的真实伤害,,,,,4,精灵释放攻击后，对主目标造成自身当前面生命值的20%#C0xF76B45#（40%）#C0x5B545B#的真实伤害,甘露·真实之伤#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=5},,1002,161,11
1619,82609,,,,,,,甘露·治疗之心,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_gj.png,1,,精灵血量低于30%时生命上限提升50%2回合（冷却3回合）,,,,,4,精灵血量低于30%时生命上限提升50%2回合（冷却3回合），#C0xF76B45#并将血量恢复至60%#C0x5B545B#,甘露·治疗之心#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=5},,1002,161,11
1620,82610,,,,,,,甘露·治疗共鸣,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_hx.png,1,,精灵释放普攻或者小技能回复自身本次攻击20%的气血,,,,,4,精灵释放普攻或者小技能回复自身本次攻击20%#C0xF76B45#（30%）#C0x5B545B#的气血，#C0xF76B45#必杀技回复本次攻击50%的气血#C0x5B545B#,甘露·治疗共鸣#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=5},,1002,161,11
1621,82616,,,,,,,甘露·生命之泉,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_hx.png,0,,每个大回合我方对我方目标治疗时，记录治疗量，当任意我方目标释放攻击后，根据记录治疗量的30%对主目标造成真实附加伤害,,,,,4,每个大回合我方对我方目标治疗时，记录治疗量，当任意我方目标释放攻击后，根据记录治疗量的30%对主目标#C0xF76B45#（全体目标）#C0x5B545B#造成真实附加伤害,甘露·生命之泉#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=1},,1002,161,11
1622,82617,,,,,,,甘露·生命焕发,1,161,,,,,,effect,,,city/adventure/random_tower/icon/icon_hx.png,0,,释放必杀时回复自身20%生命上限的气血，且获得免控率50%1回合,,,,,4,释放必杀时回复自身20%#C0xF76B45#（30%）#C0x5B545B#生命上限的气血，且获得免控率50%1回合,甘露·生命焕发#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,,,{161=1},,1002,161,11
1631,82621,,,,,,,甘露·群体疗愈,1,163,,,,,,effect,,通过获得3个【甘露】流派祝福解锁,city/adventure/random_tower/icon/icon_hx1.png,,,每个大回合结束后回复友方20%的生命值，已损失血量越多治疗量越大,,,,,4,每个大回合结束后回复友方20%#C0xF76B45#（30%）#C0x5B545B#的生命值，已损失血量越多治疗量越大,甘露·群体疗愈#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,{161=3},,,,1002,161,11
1632,82622,,,,,,,甘露·治疗反伤,1,163,,,,,,effect,,通过获得5个【甘露】流派祝福解锁,city/adventure/random_tower/icon/icon_hx1.png,,,每个大回合结束后，对敌方全体单位造成友方本回合总治疗量50%的真实伤害,,,,,4,每个大回合结束后，对敌方全体单位造成友方本回合总治疗量50%的真实伤害#C0xF76B45#（该部分伤害享受治疗率加成）#C0x5B545B#,甘露·治疗反伤#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,{161=5},,,,1002,161,11
1633,82623,,,,,,,甘露·生命怒潮,1,163,,,,,,effect,,通过获得8个【甘露】流派祝福解锁,city/adventure/random_tower/icon/icon_hx1.png,,,每个大回合结束后，额外回复自身200点怒气值，并触发【驱散I】,,,,,4,每个大回合结束后，额外回复自身200点怒气值，并触发【驱散I】，#C0xF76B45#并为随机2名单位添加【若木重生】效果：阵亡后以50%生命值立刻复活,甘露·生命怒潮#C0xF76B45##L10#+,city/adventure/random_tower/hell/lp_icon/logo_lp_3.png,,,{161=8},,,,1002,161,11
10001,80058,,,,,,,残躯守御,,9999,,,,,,effect,city/adventure/random_tower/icon/box_blue.png,,city/adventure/random_tower/icon/icon_fy.png,,5,我方精灵战斗开始时获得自身损失生命值的护盾值，持续2回合,,,,,4,,,,,,,,,,,,11
10002,80059,,,,,,,浴血坚防,,9999,,,,,,effect,city/adventure/random_tower/icon/box_blue.png,,city/adventure/random_tower/icon/icon_fy.png,,5,我方精灵每损失10%生命值，获得8%的伤害减免，该效果只在第一回合生效,,,,,4,,,,,,,,,,,,11
10003,80060,,,,,,,怒涛尽散,1,9999,,,,,,,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_hn.png,,,战斗第二回合时清空敌方全体所有怒气值,,,,,4,,,,,,,,,,,,11
10004,80061,,,,,,,同袍驰援,,9999,,,,,,effect,city/adventure/random_tower/icon/box_green.png,,city/adventure/random_tower/icon/icon_qhzl.png,,,我方任意精灵阵亡时，其他存活精灵回复20%最大生命值和500怒气值,,,,,4,,,,,,,,,,,,11
10005,80062,,,,,,,不息回春,,9999,,,,,,,city/adventure/random_tower/icon/box_pink.png,,city/adventure/random_tower/icon/icon_hx.png,,,我方精灵回合结束时回复自身已损失生命值的15%,,,,,4,,,,,,,,,,,,11
10006,80063,,,,,,,绝息再临,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_hn.png,,,我方精灵使用必杀技时有10%概率立即回复100%怒气值,,,,,4,,,,,,,,,,,,11
10007,80064,,,,,,,破阵死标,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_js1.png,,,每回合开始标记随机一名敌方精灵，使其受到的伤害额外提升50%,,,,,4,,,,,,,,,,,,11
10008,80065,,,,,,,迅影狂怒,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_yybm.png,,,我方精灵使用大招后提升20%速度值和和200点怒气,,,,,4,,,,,,,,,,,,11
10009,80066,,,,,,,天克绝杀,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_cxsh.png,,,我方精灵属性克制效果提升，对克制属性的精灵额外造成20%的伤害,,,,,4,,,,,,,,,,,,11
10010,80067,,,,,,,噬敌愈身,,9999,,,,,,,city/adventure/random_tower/icon/box_pink.png,,city/adventure/random_tower/icon/icon_hx.png,,,我方精灵击败敌方精灵时，回复自身10%生命值和200点怒气值,,,,,4,,,,,,,,,,,,11
10011,80068,,,,,,,死神裁决,1,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_js.png,,,每大回合结束时生命低于10%的敌方精灵将被死神伊裴尔塔尔收割，直接退场,,,,,4,,,,,,,,,,,,11
10012,80069,,,,,,,先发制敌,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_yybm.png,,,战斗首回合提升我方全队20%速度,,,,,4,,,,,,,,,,,,11
10013,80070,,,,,,,灵脉增速,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_yybm.png,,1,提升我方精灵属性种类*4%的速度（只计算第一属性）,,,,,4,,,,,,,,,,,,11
10014,80071,,,,,,,铁壁御控,,9999,,,,,,effect,city/adventure/random_tower/icon/box_blue.png,,city/adventure/random_tower/icon/icon_fy.png,,7,我方前排精灵有50%概率免疫控制效果,,,,,4,,,,,,,,,,,,11
10015,80072,,,,,,,命源压制,1,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_js.png,,,敌方精灵永久减少10%生命上限,,,,,4,,,,,,,,,,,,11
10016,80073,,,,,,,殒命同归,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_js1.png,,,我方精灵被击败时，同时给击杀者造成等值伤害,,,,,4,,,,,,,,,,,,11
10017,80074,,,,,,,余威震荡,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_fs.png,,,击败敌人时，对其周围精灵造成该伤害值40%的伤害,,,,,4,,,,,,,,,,,,11
10018,80075,,,,,,,夺怒突袭,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_hn.png,,,我方精灵攻击时有20%概率偷取目标50点怒气值,,,,,4,,,,,,,,,,,,11
10019,80076,,,,,,,圣愈增幅,,9999,,,,,,effect,city/adventure/random_tower/icon/box_green.png,,city/adventure/random_tower/icon/icon_qhzl.png,,,我方精灵的治疗率提升30%,,,,,4,,,,,,,,,,,,11
10020,80077,,,,,,,净界破敌,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_yybm1.png,,,我方精灵使用必杀技时清除目标的所有增益效果,,,,,4,,,,,,,,,,,,11
10021,80078,,,,,,,潮汐绝杀,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_zh.png,,,我方精灵奇数回合内增加30%必杀伤害，偶数回合降低15%必杀伤害,,,,,4,,,,,,,,,,,,11
10022,80079,,,,,,,天罚降世,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_fs.png,,,每大回合结束时对所有敌方精灵造成我方攻击最高精灵20%攻击的真实伤害,,,,,4,,,,,,,,,,,,11
10023,80080,,,,,,,全域守护,,9999,,,,,,effect,city/adventure/random_tower/icon/box_blue.png,,city/adventure/random_tower/icon/icon_fy.png,,,进入战斗时获得一个全体护盾，该护盾可以吸收所有我方精灵受到的伤害，其吸收值与我方精灵中最高生命值相同,,,,,4,,,,,,,,,,,,11
10024,80081,,,,,,,蚀骨焚心,,9999,,,,,,effect,city/adventure/random_tower/icon/box_red.png,,city/adventure/random_tower/icon/icon_cxsh.png,,6,我方精灵造成的持续性伤害提升一倍,,,,,4,,,,,,,,,,,,11
10025,80082,,,,,,,怒起势减,,9999,,,,,,effect,city/adventure/random_tower/icon/box_yellow.png,,city/adventure/random_tower/icon/icon_zh.png,,,战斗首回合满怒，但必杀伤害降低20%1回合,,,,,4,,,,,,,,,,,,11
