变量名,icon,room,boxIndex,monster,pointC,monsterType,fightC,desc,name,group,weight,type,theme,drops,buff,event,__version
328,city/adventure/random_tower/icon/icon_wz.png,82,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
329,city/adventure/random_tower/icon/icon_wz.png,82,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
330,city/adventure/random_tower/icon/icon_sj.png,82,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
331,city/adventure/random_tower/icon/img_jddr@.png,82,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
332,city/adventure/random_tower/icon/img_jddr@.png,83,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
333,city/adventure/random_tower/icon/img_jddr@.png,83,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
334,city/adventure/random_tower/icon/img_ptdr@.png,83,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
335,city/adventure/random_tower/icon/img_ptdr@.png,83,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
336,city/adventure/random_tower/icon/img_jddr@.png,84,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
337,city/adventure/random_tower/icon/img_jddr@.png,84,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
338,city/adventure/random_tower/icon/img_jddr@.png,84,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
339,city/adventure/random_tower/icon/img_ptdr@.png,84,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
340,city/adventure/random_tower/icon/img_ptdr@.png,85,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
341,city/adventure/random_tower/icon/img_ptdr@.png,85,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
342,city/adventure/random_tower/icon/img_kndr@.png,85,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
343,city/adventure/random_tower/icon/img_kndr@.png,85,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
344,city/adventure/random_tower/icon/icon_wz.png,86,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
345,city/adventure/random_tower/icon/icon_wz.png,86,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
346,city/adventure/random_tower/icon/img_ptdr@.png,86,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
347,city/adventure/random_tower/icon/img_kndr@.png,86,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
348,city/adventure/random_tower/icon/icon_wz.png,87,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
349,city/adventure/random_tower/icon/icon_sj.png,87,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
350,city/adventure/random_tower/icon/img_jddr@.png,87,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
351,city/adventure/random_tower/icon/img_ptdr@.png,87,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
352,city/adventure/random_tower/icon/img_kndr@.png,87,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
353,city/adventure/random_tower/icon/icon_wz.png,88,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
354,city/adventure/random_tower/icon/icon_wz.png,88,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
355,city/adventure/random_tower/icon/icon_sj.png,88,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
356,city/adventure/random_tower/icon/img_jddr@.png,88,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
357,city/adventure/random_tower/icon/img_ptdr@.png,88,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
358,city/adventure/random_tower/icon/img_kndr@.png,88,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
359,city/adventure/random_tower/icon/img_kndr@.png,89,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
360,city/adventure/random_tower/icon/img_boss@.png,89,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
361,city/adventure/random_tower/icon/img_boss@.png,89,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
362,city/adventure/random_tower/icon/img_boss@.png,89,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
363,city/adventure/random_tower/icon_hhbx.png,90,15,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
364,city/adventure/random_tower/icon/icon_wz.png,91,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
365,city/adventure/random_tower/icon/icon_wz.png,91,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
366,city/adventure/random_tower/icon/icon_wz.png,91,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
367,city/adventure/random_tower/icon/icon_wz.png,91,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
368,city/adventure/random_tower/icon/icon_wz.png,92,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
369,city/adventure/random_tower/icon/icon_wz.png,92,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
370,city/adventure/random_tower/icon/icon_sj.png,92,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
371,city/adventure/random_tower/icon/img_jddr@.png,92,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
372,city/adventure/random_tower/icon/img_jddr@.png,93,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
373,city/adventure/random_tower/icon/img_jddr@.png,93,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
374,city/adventure/random_tower/icon/img_ptdr@.png,93,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
375,city/adventure/random_tower/icon/img_ptdr@.png,93,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
376,city/adventure/random_tower/icon/img_jddr@.png,94,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
377,city/adventure/random_tower/icon/img_jddr@.png,94,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
378,city/adventure/random_tower/icon/img_jddr@.png,94,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
379,city/adventure/random_tower/icon/img_ptdr@.png,94,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
380,city/adventure/random_tower/icon/img_ptdr@.png,95,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
381,city/adventure/random_tower/icon/img_ptdr@.png,95,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
382,city/adventure/random_tower/icon/img_kndr@.png,95,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
383,city/adventure/random_tower/icon/img_kndr@.png,95,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
384,city/adventure/random_tower/icon/icon_wz.png,96,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
385,city/adventure/random_tower/icon/icon_wz.png,96,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
386,city/adventure/random_tower/icon/img_ptdr@.png,96,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
387,city/adventure/random_tower/icon/img_kndr@.png,96,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
388,city/adventure/random_tower/icon/icon_wz.png,97,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
389,city/adventure/random_tower/icon/icon_sj.png,97,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
390,city/adventure/random_tower/icon/img_jddr@.png,97,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
391,city/adventure/random_tower/icon/img_ptdr@.png,97,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
392,city/adventure/random_tower/icon/img_kndr@.png,97,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
393,city/adventure/random_tower/icon_bx.png,97,5,,,,,不经意间发现的宝箱,宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
394,city/adventure/random_tower/icon/icon_wz.png,98,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
395,city/adventure/random_tower/icon/icon_wz.png,98,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
396,city/adventure/random_tower/icon/icon_sj.png,98,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
397,city/adventure/random_tower/icon/img_jddr@.png,98,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
398,city/adventure/random_tower/icon/img_ptdr@.png,98,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
399,city/adventure/random_tower/icon/img_kndr@.png,98,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
400,city/adventure/random_tower/icon/img_kndr@.png,99,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
401,city/adventure/random_tower/icon/img_boss@.png,99,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
402,city/adventure/random_tower/icon/img_boss@.png,99,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
403,city/adventure/random_tower/icon/img_boss@.png,99,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
404,city/adventure/random_tower/icon/icon_sj.png,100,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
405,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
406,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
407,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
408,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
409,city/adventure/random_tower/icon/icon_wz.png,102,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
410,city/adventure/random_tower/icon/icon_wz.png,102,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
411,city/adventure/random_tower/icon/icon_sj.png,102,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
412,city/adventure/random_tower/icon/img_ptdr@.png,102,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
413,city/adventure/random_tower/icon/img_jddr@.png,103,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
414,city/adventure/random_tower/icon/img_jddr@.png,103,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
415,city/adventure/random_tower/icon/img_ptdr@.png,103,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
416,city/adventure/random_tower/icon/img_ptdr@.png,103,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
417,city/adventure/random_tower/icon/img_jddr@.png,104,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
418,city/adventure/random_tower/icon/img_jddr@.png,104,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
419,city/adventure/random_tower/icon/img_ptdr@.png,104,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
420,city/adventure/random_tower/icon/img_ptdr@.png,104,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
421,city/adventure/random_tower/icon/img_ptdr@.png,105,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
422,city/adventure/random_tower/icon/img_kndr@.png,105,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
423,city/adventure/random_tower/icon/img_kndr@.png,105,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
424,city/adventure/random_tower/icon/img_kndr@.png,105,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
425,city/adventure/random_tower/icon/icon_wz.png,106,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
426,city/adventure/random_tower/icon/icon_wz.png,106,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
427,city/adventure/random_tower/icon/img_ptdr@.png,106,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
428,city/adventure/random_tower/icon/img_kndr@.png,106,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
429,city/adventure/random_tower/icon/icon_wz.png,107,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
430,city/adventure/random_tower/icon/icon_sj.png,107,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
431,city/adventure/random_tower/icon/img_ptdr@.png,107,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
432,city/adventure/random_tower/icon/img_ptdr@.png,107,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
433,city/adventure/random_tower/icon/img_kndr@.png,107,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
434,city/adventure/random_tower/icon/icon_wz.png,108,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
435,city/adventure/random_tower/icon/icon_wz.png,108,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
436,city/adventure/random_tower/icon/icon_sj.png,108,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
437,city/adventure/random_tower/icon/img_ptdr@.png,108,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
438,city/adventure/random_tower/icon/img_ptdr@.png,108,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
439,city/adventure/random_tower/icon/img_kndr@.png,108,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
440,city/adventure/random_tower/icon/img_kndr@.png,109,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
441,city/adventure/random_tower/icon/img_boss@.png,109,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
442,city/adventure/random_tower/icon/img_boss@.png,109,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
443,city/adventure/random_tower/icon/img_boss@.png,109,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
444,city/adventure/random_tower/icon_hhbx.png,110,16,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
445,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
446,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
447,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
448,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
449,city/adventure/random_tower/icon/icon_wz.png,112,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
450,city/adventure/random_tower/icon/icon_wz.png,112,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
451,city/adventure/random_tower/icon/icon_sj.png,112,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
452,city/adventure/random_tower/icon/img_ptdr@.png,112,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
453,city/adventure/random_tower/icon/img_jddr@.png,113,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
454,city/adventure/random_tower/icon/img_jddr@.png,113,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
455,city/adventure/random_tower/icon/img_ptdr@.png,113,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
456,city/adventure/random_tower/icon/img_ptdr@.png,113,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
457,city/adventure/random_tower/icon/img_jddr@.png,114,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
458,city/adventure/random_tower/icon/img_jddr@.png,114,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
459,city/adventure/random_tower/icon/img_ptdr@.png,114,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
460,city/adventure/random_tower/icon/img_ptdr@.png,114,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
461,city/adventure/random_tower/icon/img_ptdr@.png,115,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
462,city/adventure/random_tower/icon/img_kndr@.png,115,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
463,city/adventure/random_tower/icon/img_kndr@.png,115,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
464,city/adventure/random_tower/icon/img_kndr@.png,115,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
465,city/adventure/random_tower/icon/icon_wz.png,116,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
466,city/adventure/random_tower/icon/icon_wz.png,116,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
467,city/adventure/random_tower/icon/img_ptdr@.png,116,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
468,city/adventure/random_tower/icon/img_kndr@.png,116,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
469,city/adventure/random_tower/icon/icon_wz.png,117,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
470,city/adventure/random_tower/icon/icon_sj.png,117,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
471,city/adventure/random_tower/icon/img_ptdr@.png,117,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
472,city/adventure/random_tower/icon/img_ptdr@.png,117,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
473,city/adventure/random_tower/icon/img_kndr@.png,117,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
474,city/adventure/random_tower/icon_bx.png,117,6,,,,,不经意间发现的宝箱,宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
475,city/adventure/random_tower/icon/icon_wz.png,118,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
476,city/adventure/random_tower/icon/icon_wz.png,118,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
477,city/adventure/random_tower/icon/icon_sj.png,118,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
478,city/adventure/random_tower/icon/img_ptdr@.png,118,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
479,city/adventure/random_tower/icon/img_ptdr@.png,118,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
480,city/adventure/random_tower/icon/img_kndr@.png,118,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
481,city/adventure/random_tower/icon/img_kndr@.png,119,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
482,city/adventure/random_tower/icon/img_boss@.png,119,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
