变量名,skillLevel,starEnd,starStart,advanceEnd,advanceStart,levelEnd,levelStart,room,theme,zawake,hpC,damageC,specialDamageC,defenceC,specialDefenceC,speedC,extraSkill,__version
92,19,12,12,19,18,104,101,92,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
93,19,12,12,19,18,104,101,93,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
94,19,12,12,19,18,104,101,94,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
95,20,12,12,19,18,104,101,95,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
96,20,12,12,19,18,104,101,96,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
97,20,12,12,19,18,104,101,97,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
98,20,12,12,19,18,104,101,98,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
99,20,12,12,19,18,104,101,99,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
100,21,12,12,19,18,104,101,100,<1;1001>,,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<1.5;1.65;1.8;2>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002>>,
101,21,12,12,19,18,108,105,101,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
102,21,12,12,19,18,108,105,102,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
103,21,12,12,19,18,108,105,103,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
104,21,12,12,19,18,108,105,104,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
105,22,12,12,19,18,108,105,105,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
106,22,12,12,19,18,108,105,106,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
107,22,12,12,19,18,108,105,107,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
108,22,12,12,19,18,108,105,108,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
109,22,12,12,19,18,108,105,109,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
110,23,12,12,19,18,108,105,110,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
111,23,12,12,19,18,108,105,111,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
112,23,12,12,19,18,108,105,112,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
113,23,12,12,19,18,108,105,113,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
114,23,12,12,19,18,108,105,114,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
115,24,12,12,19,18,108,105,115,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
116,24,12,12,19,18,108,105,116,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
117,24,12,12,19,18,108,105,117,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
118,24,12,12,19,18,108,105,118,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
119,24,12,12,19,18,108,105,119,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
120,25,12,12,19,18,108,105,120,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
121,25,12,12,19,18,112,109,121,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
122,25,12,12,19,18,112,109,122,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
123,25,12,12,19,18,112,109,123,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
124,25,12,12,19,18,112,109,124,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
125,26,12,12,19,18,112,109,125,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
126,26,12,12,19,18,112,109,126,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
127,26,12,12,19,18,112,109,127,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
128,26,12,12,19,18,112,109,128,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
129,26,12,12,19,18,112,109,129,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
130,27,12,12,19,18,112,109,130,<1;1001>,,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
131,27,12,12,19,18,112,109,131,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
132,27,12,12,19,18,112,109,132,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
133,27,12,12,19,18,112,109,133,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
134,27,12,12,19,18,112,109,134,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
135,28,12,12,19,18,112,109,135,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
136,28,12,12,19,18,112,109,136,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
137,28,12,12,19,18,112,109,137,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
138,28,12,12,19,18,112,109,138,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
139,28,12,12,19,18,112,109,139,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
140,29,12,12,19,18,112,109,140,<1;1001>,<1;1;0;0;0;0;0;0>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<2;2.2;2.4;2.8>,<<83000>;<83000>;<83000;83001>;<83000;83001;83002;83003>>,
141,29,12,12,19,18,116,113,141,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
142,29,12,12,19,18,116,113,142,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
143,29,12,12,19,18,116,113,143,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
144,29,12,12,19,18,116,113,144,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
145,30,12,12,19,18,116,113,145,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
146,30,12,12,19,18,116,113,146,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
147,30,12,12,19,18,116,113,147,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
148,30,12,12,19,18,116,113,148,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
149,30,12,12,19,18,116,113,149,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
150,41,12,12,19,18,116,113,150,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
151,41,12,12,19,18,116,113,151,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
152,41,12,12,19,18,116,113,152,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
153,41,12,12,19,18,116,113,153,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
154,41,12,12,19,18,116,113,154,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
155,51,12,12,19,18,116,113,155,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
156,51,12,12,19,18,116,113,156,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
157,51,12,12,19,18,116,113,157,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
158,51,12,12,19,18,116,113,158,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
159,51,12,12,19,18,116,113,159,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
160,61,12,12,19,18,116,113,160,<1;1001>,<1;1;0;0;0;0;0;0>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<2.5;2.75;3;3.4>,<<83000>;<83000>;<83000;83001;83002>;<83000;83001;83002;83003;83004>>,
161,61,12,12,19,18,120,117,161,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
162,61,12,12,19,18,120,117,162,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
163,61,12,12,19,18,120,117,163,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
164,61,12,12,19,18,120,117,164,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
165,71,12,12,19,18,120,117,165,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
166,71,12,12,19,18,120,117,166,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
167,71,12,12,19,18,120,117,167,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
168,71,12,12,19,18,120,117,168,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
169,71,12,12,19,18,120,117,169,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
170,81,12,12,19,18,120,117,170,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
171,81,12,12,19,18,120,117,171,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
172,81,12,12,19,18,120,117,172,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
173,81,12,12,19,18,120,117,173,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
