变量名,force,limitHint,storyType,canSkip,roleName,lastTime,needAutoJump,talkContent,showType,extraAniTarget,extraAniAngle,extraAniWaitGuide,triggerTime,anyPosCancel,animateAngle,topPosY,topPosX,topTalk,choices,gotoStep,talkSelect,tagName,extraAniPos,specialRegionAni,animate,animatePos,extraAniName,extraAniRes,headRes,lightSize,offPos,operateLimit
10172,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Now we have enough gold to buy the equipment card. Let's take it!,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj8;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;6>
10181,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,"With the remaining gold, let's buy two Rattata to combine them into a 2-star Pokemon",1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj15;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;1>
10191,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy one more,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj16;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;2>
10201,,Drag Power Bracer onto Doduo to equip it,,,Rotom Pokédex,,,Let's equip Doduo,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj8;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<8;1;8>
10211,,Drag the designated card onto the field,,,Rotom Pokédex,,,"Doduo and Shellder can trigger Rattata's effect when they act, so let's place Rattata on the far right",1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj15;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;15;3>
10221,,,,,Rotom Pokédex,,,"Oh no! Rotom detects a powerful presence! According to my calculations, the chance of losing the next battle is as high as 99.99%%",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10222,,,,,Rotom Pokédex,,,Don't worry! We still have powerful Trainer skills to turn the battle around,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10223,,,,,Rotom Pokédex,,,Tap to use the Trainer skill,1,,,,,,,,,,,,,<stage;panelTrainer1;skillImage>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10231,,,,,Rotom Pokédex,,,Tap the Ready button,1,,,,,,,,,,,,,<stage;readyBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10251,,,,,Rotom Pokédex,,,"That was close. Thanks to the Trainer skill, we took no damage from this loss. Now we still have a chance to turn it around!",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10252,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,The skill also gave us enough gold to strengthen our team. Let's keep buying cards and raise Rattata to 4 stars,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj20;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;1>
10261,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy one more,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj21;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;2>
10271,,,,,Rotom Pokédex,,,"After Rattata combines into 4 stars, we get another Breakthrough reward event card",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10273,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play Rattata,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj15;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;15;3>
10281,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play the event card,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj27;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<16;27>
10291,,,,,Rotom Pokédex,,,Select the card,1,,,,,,,,,,,,,<findObj29;cardPanel>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-700;y=260},
10292,,,,,Rotom Pokédex,,,Tap Confirm,1,,,,,,,,,,,,,<Panel;findList;confirmBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=-300;y=60},
10301,,,,,Rotom Pokédex,,,"We have enough gold, so let's level the shop straight to level 6 and look for stronger Pokemon",1,,,,,,,,,,,,,<stage;panelPVPShop;levelUpBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10311,,,,,Rotom Pokédex,,,Upgrade again,1,,,,,,,,,,,,,<stage;panelPVPShop;levelUpBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10321,,,,,Rotom Pokédex,,,Upgrade again,1,,,,,,,,,,,,,<stage;panelPVPShop;levelUpBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10331,,,,,Rotom Pokédex,,,Tap the Refresh button to refresh the shop,1,,,,,,,,,,,,,<stage;panelPVPShop;refreshBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10341,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj31;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;1>
10351,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj32;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;2>
10361,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj33;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;3>
10371,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj34;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;4>
10381,,,,,Rotom Pokédex,,,Tap the Refresh button to refresh the shop,1,,,,,,,,,,,,,<stage;panelPVPShop;refreshBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10391,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj35;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;1>
10401,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj36;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;2>
10411,,Drag the designated card to the upper sell zone to sell it,,,Rotom Pokédex,,,"We are still 1 gold short, so let's sell the weaker Shellder on the field. (Rotom tip: No matter how many stars a Pokemon has, selling it always gives 1 gold.)",1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj13;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=-720;y=0},<12;13>
10421,,Drag the designated shop item to the green area to buy it,,,Rotom Pokédex,,,Buy the designated item,1,,180,TRUE,,TRUE,,,,,,,,<stage;panelPVPShop;panelCards;obj37;cardPanel>,{x=0;y=0},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<101;3>
10431,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play Spinda,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj29;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;29;2>
10441,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play Happiny,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj32;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;32;3>
10451,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play Meloetta - Pirouette,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj33;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;33;5>
10461,,Drag the designated card onto the field,,,Rotom Pokédex,,,Play Meloetta - Aria,1,,,TRUE,,TRUE,,,,,,,,<Panel;gameLayer;obj34;cardPanel>,{x=0;y=35},,effect/shouyindao.skel,,arrow_loop,lushi/zizouqi_cj.skel,login/new_character/img_tjltm@.png,,{x=0;y=260},<7;34;6>
10471,,,,,Rotom Pokédex,,,Tap the Ready button,1,,,,,,,,,,,,,<stage;readyBtn>,,,effect/shouyindao.skel,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10491,,,,,Rotom Pokédex,,,You clearly have a knack for this. You've mastered it already,1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
10492,,,,,Rotom Pokédex,,,"Next, aim for the goal of becoming a Pokemon Master! Do your best!",1,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,{x=0;y=260},
