变量名,catch,trainerId,descShow,desc,weight,group,specialWeight,trainerSkill,monsters,event,hand,awardWin,awardFail,exp,rewardWin,rewardFail
1000604,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<160092;160082;170094;40112;10102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000605,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<70082;160082;20092;10152;40114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000606,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<140094;160092;40112;160112;160092;140092>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000607,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<10052;160092;10102;160112;170094;160082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000608,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<20092;70042;70064;70052;160082;160082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000609,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<160112;20092;170072;70082;10104;160112>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000610,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<110091;110152;110162;180102;180121>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000611,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<180051;170092;180102;180152;180131>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000612,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<30041;30042;30041;30102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000613,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<60162;60162;60051;60142;60142>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000701,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<140092;10054;160112;10152;160082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000702,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<160112;70062;20114;40112;10052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000703,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<40112;70084;70062;10152;170072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000704,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<160092;160082;170094;40112;10102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000705,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<70082;160082;20092;10152;40114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000706,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<140094;160092;40112;160112;160092;140092>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000707,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<10052;160092;10102;160112;170094;160082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000708,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<20092;70042;70064;70052;160082;160082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000709,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<160112;20092;170072;70082;10104;160112>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000710,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<110091;110152;110162;180102;180121>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000711,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<180051;170092;180102;180152;180131>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000712,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<30041;30042;30041;30102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000713,,8,路边的训练家向你发起挑战！,训练家挑战,100,,,<20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013>,<60162;60162;60051;60142;60142>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=4}",{gameGold=1},{fail=0;win=1},{coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1000801,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<10072;10082;10042;20102;10072;10032>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000802,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<40052;40052;40112;40112;40042;40042>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000803,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<40032;40032;40034;170052;170052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000804,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<170032;170032;170072;170072;170102;170102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000805,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<70102;70022;70032;70102;70022;70032>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000806,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<20092;20092;20102;20032;20032;20032>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000807,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<20062;20062;20062;20042;20022;20022>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000808,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<170042;170042;170042;170042;170042;170092>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000809,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<170052;170052;170052;170082;170072;170072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000810,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<110091;110152;110162;180102;180121>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000811,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<180051;170092;180102;180152;180131>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000812,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<10054;60104;60114;60114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000813,,9,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<30174;30184;30042;30051;30114;30052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=8}",{gameGold=0},{fail=0;win=2},{7346=1;coin19=330;gold=45000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=200;gold=27000;libs=<8621;8622;8630>}
1000901,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<20111;110024;160084;70062;20071;40112>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000902,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<110094;20072;70044;10052;20091;110034>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000903,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<160071;170092;140074;70062;110044;10062>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000904,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<110054;10062;10154;10102;160071;20072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000905,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<10131;160082;140094;110064;140081;170102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000906,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<70081;110072;70064;170052;110074;70052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000907,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<140091;110152;10154;170102;110164;40112>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000908,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<140071;140084;110094;110084;110042;160072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000909,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<160061;170054;170102;170054;10061;40062>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000910,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<10081;180124;10081;180122;10084;180122>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000911,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<10081;170094;170102;170124;170071;180082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000912,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<60134;60132;140111;140114;60162;60161>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1000913,,10,野生的宝可梦出现了!,野生宝可梦,100,,,<30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30012;30013>,<60061;60052;60064;60051;60062;60054>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001001,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<170054;40082;20054;110054;170032;40082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001002,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20064;40062;170104;20082;20032;20052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001003,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<70104;20132;20084;40082;170062;40072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001004,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<40024;170032;40104;10112;170022;20072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001005,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20014;40102;170104;20062;20052;10072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001006,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<70114;170102;20074;20052;20032;170042>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001007,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<170032;70102;10112;20062;40082;170012>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001008,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20084;20032;20134;20022;70022;170052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001009,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<10112;20062;20072;20012;170022;170032>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001010,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<180042;110132;180104;180052;180092;180102>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001011,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<170112;170094;170032;10082;170072;180082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001012,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<30084;30082;30081;30084;30082;30081>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001013,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<60012;60094;60092;60092;60094;60092>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{coin19=110;gold=15000},{coin19=65;gold=9000}
1001101,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<170054;40082;20054;110054;170032;40082>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001102,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20064;40062;170104;20082;20032;20052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001103,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<70104;20132;20084;40082;170062;40072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001104,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<40024;170032;40104;10112;170022;20072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001105,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20014;40102;170104;20062;20052;10072>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001106,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<70114;170102;20074;20052;20032;170042>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001107,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<170032;70102;10112;20062;40082;170012>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001108,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<20084;20032;20134;20022;70022;170052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001109,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<10112;20062;20072;20012;170022;170032>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001110,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<10001027;70024;70102;180064;70122;180074>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001111,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<110054;110062;180142;110084;110042;180064>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
