变量名,name,type,resScale,wholeRes,x,scene,adjoin,radius,res,oneMinuteAddHP,simpleRes,oneMinuteAddResource,y,adjoinSpeedUp,oneMinuteAddResourceSpecial,enemyOccupyTimeBuff,teamAttrFix,attrFix,dy,desc,dx,adjoinZ,buffRes
604,霜抹山,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-1500,6,<601;611;613;603>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,50,850,,,0.5,,{9=40%;10=40%;23=1200},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,
605,锅巴林道,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-3000,6,<601;606;612>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,40,-850,,,,,{9=60%;10=60%;23=2000},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,
606,锦穴山道,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-1500,6,<601;611;612;605>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,-850,,,,,{9=60%;10=60%;23=2000},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,
607,焙固空洞,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,3000,6,<602;608;613>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,50,850,,,0.5,,{9=40%;10=40%;23=1200},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,
608,印记森林园,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,1500,6,<602;611;613;607>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,30,850,,,,,{7=10%;8=10%;13=15%},55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,
609,海湾洞穴,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,3000,6,<602;610;612>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,-850,,,,,{7=10%;8=10%;13=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,
610,橄榄大农园,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,1500,6,<602;611;612;609>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,20,-850,,,,,{7=20%;8=20%;22=2000},55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,
611,结晶祠,3,2.3,city/union/cross_union_adventure/map/icon_judian_b.png,,6,<604;606;608;610;613;612>,130,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,,,,,{1=20%;7=10%;8=10%;9=30%;10=30%;13=10%},,55,特殊据点：该据点被占领后，将为占领方全员提供属性加成,,,
612,列柱洞,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,,6,<605;609;611;606;610>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,40,-1700,,,,,,55,在据点内的驻守玩家，精灵的双攻将获得提升,,<1;1;0;0;0>,
613,名福其石,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,,6,<603;607;611;608;604>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,40,1700,,,,,{7=10%;8=10%;13=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,<1;1;0;0;0>,
701,雨痕剧院,1,2,city/union/cross_union_adventure/map/icon_dabenying_b1.png,-3100,7,<707;711>,160,city/union/cross_union_adventure/map/img_dabenying1.png,0.65,city/union/cross_union_adventure/map/icon_dabenying_s1.png,,,,,,,,80,在两队精灵全部力竭时，营地可提供复活，但复活需要时间,-150,,
702,灰鸽教堂,2,2,city/union/cross_union_adventure/map/icon_dabenying_b2.png,3100,7,<710;714>,160,city/union/cross_union_adventure/map/img_dabenying2.png,0.65,city/union/cross_union_adventure/map/icon_dabenying_s2.png,,,,,,,,80,在两队精灵全部力竭时，营地可提供复活，但复活需要时间,150,,
703,雾隐巷,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-2250,7,<707;704;708>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,20,2000,,,,,,55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,city/union/cross_union_adventure/map/img_huifu.png
704,灰烬十字街,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-750,7,<703;705;708>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,2000,,,,,{7=20%;8=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,city/union/cross_union_adventure/map/img_shuanggong.png
705,泰晤士暗闸,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,750,7,<704;706;709>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,50,2000,,,,,{7=20%;8=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,city/union/cross_union_adventure/map/img_shuanggong.png
706,煤灯胡同,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,2250,7,<705;710;709>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,2000,,,,,{7=20%;8=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,city/union/cross_union_adventure/map/img_shuanggong.png
707,旧钟楼雾径,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-2250,7,<701;703;708;711>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,750,,,,,{7=20%;8=20%},55,在据点内的驻守玩家，精灵的双攻将获得提升,,,city/union/cross_union_adventure/map/img_shuanggong.png
708,鸦栖码头,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-750,7,<704;707;709;712;703>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,50,750,,,,,{9=60%;10=60%;23=2000},55,在据点内的驻守玩家，精灵的双防将获得提升,,,city/union/cross_union_adventure/map/img_shuangfang.png
709,铸铁街,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,750,7,<705;708;710;713;706>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,750,,,,,{9=60%;10=60%;23=2000},55,在据点内的驻守玩家，精灵的双防将获得提升,,,city/union/cross_union_adventure/map/img_shuangfang.png
710,黯影堤岸,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,2250,7,<709;706;702;714>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,20,750,,,,,,55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,city/union/cross_union_adventure/map/img_huifu.png
711,蒸汽修道院,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-2250,7,<701;712;715;707>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,-750,,,0.5,,,55,在对方抢夺该据点过程中，抢夺消耗的自然时间将提升,,,city/union/cross_union_adventure/map/img_zhanlingshijian.png
712,雾中公馆,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-750,7,<708;711;713;716;715>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,70,-750,,,0.5,,,55,在对方抢夺该据点过程中，抢夺消耗的自然时间将提升,,,city/union/cross_union_adventure/map/img_zhanlingshijian.png
713,锈链桥区,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,750,7,<709;712;714;717;718>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,20,-750,,,,,,55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,city/union/cross_union_adventure/map/img_huifu.png
714,午夜书局,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,2250,7,<713;718;702;710>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,-750,,,,,{1=50%},55,在据点内驻守的玩家，当前队伍精灵生命值上限提升,,,city/union/cross_union_adventure/map/img_huifu.png
715,郁金香暗巷,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-2250,7,<711;716;712>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,-2000,,,,,{1=50%},55,在据点内驻守的玩家，当前队伍精灵生命值上限提升,,,city/union/cross_union_adventure/map/img_huifu.png
716,旧港雾墙,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,-750,7,<715;712;717>,100,city/union/cross_union_adventure/map/img_judian.png,0.65,city/union/cross_union_adventure/map/icon_judian_s.png,20,-2000,,,,,,55,在据点内驻守的玩家，当前使用队伍中未力竭的精灵将获得生命恢复,,,city/union/cross_union_adventure/map/img_huifu.png
717,瓦斯灯广场,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,750,7,<716;713;718>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,-2000,,,,,{1=50%},55,在据点内驻守的玩家，当前队伍精灵生命值上限提升,,,city/union/cross_union_adventure/map/img_huifu.png
718,黑砖工厂,3,1.8,city/union/cross_union_adventure/map/icon_judian_b.png,2250,7,<717;714;713>,100,city/union/cross_union_adventure/map/img_judian.png,,city/union/cross_union_adventure/map/icon_judian_s.png,30,-2000,,,,,{1=50%},55,在据点内驻守的玩家，当前队伍精灵生命值上限提升,,,city/union/cross_union_adventure/map/img_huifu.png
