变量名,level,skillID,cost,attrValue
1335,34,14,{coin3=1900},680
1336,35,14,{coin3=1950},700
1337,36,14,{coin3=2000},720
1338,37,14,{coin3=2050},740
1339,38,14,{coin3=2100},760
1340,39,14,{coin3=2150},780
1341,40,14,{coin3=2200},800
1342,41,14,{coin3=2250},820
1343,42,14,{coin3=2300},840
1344,43,14,{coin3=2350},860
1345,44,14,{coin3=2400},880
1346,45,14,{coin3=2450},900
1347,46,14,{coin3=2500},920
1348,47,14,{coin3=2550},940
1349,48,14,{coin3=2600},960
1350,49,14,{coin3=2650},980
1351,50,14,{coin3=2750},1000
1352,51,14,{coin3=2850},1020
1353,52,14,{coin3=2950},1040
1354,53,14,{coin3=3050},1060
1355,54,14,{coin3=3150},1080
1356,55,14,{coin3=3250},1100
1357,56,14,{coin3=3350},1120
1358,57,14,{coin3=3450},1140
1359,58,14,{coin3=3550},1160
1360,59,14,{coin3=3650},1180
1361,60,14,{coin3=3750},1200
1401,,15,{coin3=200},0
1402,1,15,{coin3=250},20
1403,2,15,{coin3=300},40
1404,3,15,{coin3=350},60
1405,4,15,{coin3=400},80
1406,5,15,{coin3=450},100
1407,6,15,{coin3=500},120
1408,7,15,{coin3=550},140
1409,8,15,{coin3=600},160
1410,9,15,{coin3=650},180
1411,10,15,{coin3=700},200
1412,11,15,{coin3=750},220
1413,12,15,{coin3=800},240
1414,13,15,{coin3=850},260
1415,14,15,{coin3=900},280
1416,15,15,{coin3=950},300
1417,16,15,{coin3=1000},320
1418,17,15,{coin3=1050},340
1419,18,15,{coin3=1100},360
1420,19,15,{coin3=1150},380
1421,20,15,{coin3=1200},400
1422,21,15,{coin3=1250},420
1423,22,15,{coin3=1300},440
1424,23,15,{coin3=1350},460
1425,24,15,{coin3=1400},480
1426,25,15,{coin3=1450},500
1427,26,15,{coin3=1500},520
1428,27,15,{coin3=1550},540
1429,28,15,{coin3=1600},560
1430,29,15,{coin3=1650},580
1431,30,15,{coin3=1700},600
1432,31,15,{coin3=1750},620
1433,32,15,{coin3=1800},640
1434,33,15,{coin3=1850},660
1435,34,15,{coin3=1900},680
1436,35,15,{coin3=1950},700
1437,36,15,{coin3=2000},720
1438,37,15,{coin3=2050},740
1439,38,15,{coin3=2100},760
1440,39,15,{coin3=2150},780
1441,40,15,{coin3=2200},800
1442,41,15,{coin3=2250},820
1443,42,15,{coin3=2300},840
1444,43,15,{coin3=2350},860
1445,44,15,{coin3=2400},880
1446,45,15,{coin3=2450},900
1447,46,15,{coin3=2500},920
1448,47,15,{coin3=2550},940
1449,48,15,{coin3=2600},960
1450,49,15,{coin3=2650},980
1451,50,15,{coin3=2750},1000
1452,51,15,{coin3=2850},1020
1453,52,15,{coin3=2950},1040
1454,53,15,{coin3=3050},1060
1455,54,15,{coin3=3150},1080
1456,55,15,{coin3=3250},1100
1457,56,15,{coin3=3350},1120
1458,57,15,{coin3=3450},1140
1459,58,15,{coin3=3550},1160
1460,59,15,{coin3=3650},1180
1461,60,15,{coin3=3750},1200
1501,,16,{coin3=200},0
1502,1,16,{coin3=250},20
1503,2,16,{coin3=300},40
1504,3,16,{coin3=350},60
1505,4,16,{coin3=400},80
1506,5,16,{coin3=450},100
1507,6,16,{coin3=500},120
1508,7,16,{coin3=550},140
1509,8,16,{coin3=600},160
1510,9,16,{coin3=650},180
1511,10,16,{coin3=700},200
1512,11,16,{coin3=750},220
1513,12,16,{coin3=800},240
1514,13,16,{coin3=850},260
1515,14,16,{coin3=900},280
1516,15,16,{coin3=950},300
1517,16,16,{coin3=1000},320
1518,17,16,{coin3=1050},340
1519,18,16,{coin3=1100},360
1520,19,16,{coin3=1150},380
1521,20,16,{coin3=1200},400
1522,21,16,{coin3=1250},420
1523,22,16,{coin3=1300},440
1524,23,16,{coin3=1350},460
1525,24,16,{coin3=1400},480
1526,25,16,{coin3=1450},500
1527,26,16,{coin3=1500},520
1528,27,16,{coin3=1550},540
1529,28,16,{coin3=1600},560
1530,29,16,{coin3=1650},580
1531,30,16,{coin3=1700},600
1532,31,16,{coin3=1750},620
1533,32,16,{coin3=1800},640
1534,33,16,{coin3=1850},660
1535,34,16,{coin3=1900},680
1536,35,16,{coin3=1950},700
1537,36,16,{coin3=2000},720
1538,37,16,{coin3=2050},740
1539,38,16,{coin3=2100},760
1540,39,16,{coin3=2150},780
1541,40,16,{coin3=2200},800
1542,41,16,{coin3=2250},820
1543,42,16,{coin3=2300},840
1544,43,16,{coin3=2350},860
1545,44,16,{coin3=2400},880
1546,45,16,{coin3=2450},900
1547,46,16,{coin3=2500},920
1548,47,16,{coin3=2550},940
1549,48,16,{coin3=2600},960
1550,49,16,{coin3=2650},980
1551,50,16,{coin3=2750},1000
1552,51,16,{coin3=2850},1020
1553,52,16,{coin3=2950},1040
1554,53,16,{coin3=3050},1060
1555,54,16,{coin3=3150},1080
1556,55,16,{coin3=3250},1100
1557,56,16,{coin3=3350},1120
1558,57,16,{coin3=3450},1140
1559,58,16,{coin3=3550},1160
1560,59,16,{coin3=3650},1180
1561,60,16,{coin3=3750},1200
1601,,17,{coin3=200},0
1602,1,17,{coin3=250},20
1603,2,17,{coin3=300},40
1604,3,17,{coin3=350},60
1605,4,17,{coin3=400},80
1606,5,17,{coin3=450},100
1607,6,17,{coin3=500},120
1608,7,17,{coin3=550},140
1609,8,17,{coin3=600},160
1610,9,17,{coin3=650},180
1611,10,17,{coin3=700},200
1612,11,17,{coin3=750},220
1613,12,17,{coin3=800},240
1614,13,17,{coin3=850},260
1615,14,17,{coin3=900},280
1616,15,17,{coin3=950},300
1617,16,17,{coin3=1000},320
1618,17,17,{coin3=1050},340
1619,18,17,{coin3=1100},360
1620,19,17,{coin3=1150},380
1621,20,17,{coin3=1200},400
1622,21,17,{coin3=1250},420
1623,22,17,{coin3=1300},440
1624,23,17,{coin3=1350},460
1625,24,17,{coin3=1400},480
1626,25,17,{coin3=1450},500
1627,26,17,{coin3=1500},520
1628,27,17,{coin3=1550},540
1629,28,17,{coin3=1600},560
1630,29,17,{coin3=1650},580
1631,30,17,{coin3=1700},600
1632,31,17,{coin3=1750},620
1633,32,17,{coin3=1800},640
1634,33,17,{coin3=1850},660
1635,34,17,{coin3=1900},680
1636,35,17,{coin3=1950},700
1637,36,17,{coin3=2000},720
1638,37,17,{coin3=2050},740
1639,38,17,{coin3=2100},760
1640,39,17,{coin3=2150},780
1641,40,17,{coin3=2200},800
1642,41,17,{coin3=2250},820
1643,42,17,{coin3=2300},840
1644,43,17,{coin3=2350},860
1645,44,17,{coin3=2400},880
1646,45,17,{coin3=2450},900
1647,46,17,{coin3=2500},920
1648,47,17,{coin3=2550},940
1649,48,17,{coin3=2600},960
1650,49,17,{coin3=2650},980
1651,50,17,{coin3=2750},1000
1652,51,17,{coin3=2850},1020
1653,52,17,{coin3=2950},1040
1654,53,17,{coin3=3050},1060
1655,54,17,{coin3=3150},1080
1656,55,17,{coin3=3250},1100
1657,56,17,{coin3=3350},1120
1658,57,17,{coin3=3450},1140
1659,58,17,{coin3=3550},1160
1660,59,17,{coin3=3650},1180
1661,60,17,{coin3=3750},1200
1701,,18,{coin3=300},0
1702,1,18,{coin3=375},15
1703,2,18,{coin3=450},30
1704,3,18,{coin3=525},45
1705,4,18,{coin3=600},60
1706,5,18,{coin3=675},75
1707,6,18,{coin3=750},90
1708,7,18,{coin3=825},105
1709,8,18,{coin3=900},120
1710,9,18,{coin3=975},135
1711,10,18,{coin3=1050},150
1712,11,18,{coin3=1125},165
1713,12,18,{coin3=1200},180
1714,13,18,{coin3=1275},195
1715,14,18,{coin3=1350},210
1716,15,18,{coin3=1425},225
1717,16,18,{coin3=1500},240
1718,17,18,{coin3=1575},255
1719,18,18,{coin3=1650},270
1720,19,18,{coin3=1725},285
1721,20,18,{coin3=1800},300
1722,21,18,{coin3=1875},315
1723,22,18,{coin3=1950},330
1724,23,18,{coin3=2025},345
1725,24,18,{coin3=2100},360
1726,25,18,{coin3=2175},375
1727,26,18,{coin3=2250},390
1728,27,18,{coin3=2325},405
1729,28,18,{coin3=2400},420
1730,29,18,{coin3=2475},435
1731,30,18,{coin3=2550},450
1732,31,18,{coin3=2625},465
1733,32,18,{coin3=2700},480
1734,33,18,{coin3=2775},495
1735,34,18,{coin3=2850},510
1736,35,18,{coin3=2925},525
1737,36,18,{coin3=3000},540
1738,37,18,{coin3=3075},555
1739,38,18,{coin3=3150},570
1740,39,18,{coin3=3225},585
1741,40,18,{coin3=3300},600
1742,41,18,{coin3=3375},615
1743,42,18,{coin3=3450},630
1744,43,18,{coin3=3525},645
1745,44,18,{coin3=3600},660
1746,45,18,{coin3=3675},675
1747,46,18,{coin3=3750},690
1748,47,18,{coin3=3825},705
1749,48,18,{coin3=3900},720
1750,49,18,{coin3=3975},735
1751,50,18,{coin3=4125},750
1752,51,18,{coin3=4275},765
1753,52,18,{coin3=4425},780
1754,53,18,{coin3=4575},795
1755,54,18,{coin3=4725},810
1756,55,18,{coin3=4875},825
1757,56,18,{coin3=5025},840
1758,57,18,{coin3=5175},855
1759,58,18,{coin3=5325},870
1760,59,18,{coin3=5475},885
1761,60,18,{coin3=5625},900
1801,,19,{coin3=300},0
1802,1,19,{coin3=375},15
1803,2,19,{coin3=450},30
1804,3,19,{coin3=525},45
1805,4,19,{coin3=600},60
1806,5,19,{coin3=675},75
1807,6,19,{coin3=750},90
1808,7,19,{coin3=825},105
1809,8,19,{coin3=900},120
1810,9,19,{coin3=975},135
1811,10,19,{coin3=1050},150
1812,11,19,{coin3=1125},165
1813,12,19,{coin3=1200},180
1814,13,19,{coin3=1275},195
1815,14,19,{coin3=1350},210
1816,15,19,{coin3=1425},225
1817,16,19,{coin3=1500},240
1818,17,19,{coin3=1575},255
1819,18,19,{coin3=1650},270
1820,19,19,{coin3=1725},285
1821,20,19,{coin3=1800},300
1822,21,19,{coin3=1875},315
1823,22,19,{coin3=1950},330
1824,23,19,{coin3=2025},345
1825,24,19,{coin3=2100},360
1826,25,19,{coin3=2175},375
1827,26,19,{coin3=2250},390
1828,27,19,{coin3=2325},405
1829,28,19,{coin3=2400},420
1830,29,19,{coin3=2475},435
1831,30,19,{coin3=2550},450
1832,31,19,{coin3=2625},465
1833,32,19,{coin3=2700},480
1834,33,19,{coin3=2775},495
1835,34,19,{coin3=2850},510
1836,35,19,{coin3=2925},525
1837,36,19,{coin3=3000},540
1838,37,19,{coin3=3075},555
1839,38,19,{coin3=3150},570
1840,39,19,{coin3=3225},585
1841,40,19,{coin3=3300},600
1842,41,19,{coin3=3375},615
1843,42,19,{coin3=3450},630
1844,43,19,{coin3=3525},645
1845,44,19,{coin3=3600},660
1846,45,19,{coin3=3675},675
1847,46,19,{coin3=3750},690
1848,47,19,{coin3=3825},705
1849,48,19,{coin3=3900},720
1850,49,19,{coin3=3975},735
1851,50,19,{coin3=4125},750
1852,51,19,{coin3=4275},765
1853,52,19,{coin3=4425},780
1854,53,19,{coin3=4575},795
1855,54,19,{coin3=4725},810
1856,55,19,{coin3=4875},825
1857,56,19,{coin3=5025},840
1858,57,19,{coin3=5175},855
1859,58,19,{coin3=5325},870
1860,59,19,{coin3=5475},885
1861,60,19,{coin3=5625},900
