变量名,gem3,gem2,gem1,heldItem,templateID,cardID,useSkin,contract6,contract5,contract4,contract3,contract2,contract1,chip6,chip5,chip4,chip3,chip2,chip1,gem9,gem8,gem7,gem6,gem5,gem4,__version
3112,40663,40662,40661,30403,21003,1972,,81606,81604,81603,81603,81605,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40666,40665,40664,
3113,40163,40162,40161,30401,21003,7231,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
4101,40163,40162,40161,30427,21004,7101,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
4102,40663,40662,40661,31301,21004,1271,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
4103,40563,40562,40561,30443,21004,4601,,,81602,81604,81603,81602,81601,60566,60565,60564,60563,60562,60561,40963,40962,40961,40566,40565,40564,
4104,40663,40662,40661,30403,21004,1972,,81606,81604,81603,81603,81605,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40666,40665,40664,
4105,40163,40162,40161,30454,21004,3242,,81604,81603,81604,81601,84603,84602,60966,60965,60964,60963,60962,60961,40666,40665,40664,40663,40662,40661,
4106,40163,40162,40161,30463,21004,5381,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
4107,40163,40162,40161,30444,21004,7061,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
4108,40363,40362,40361,30444,21004,762,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
5101,40363,40362,40361,30401,21006,7191,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
5102,40563,40562,40561,30435,21006,4111,,,81601,81603,81605,81604,81602,60566,60565,60564,60563,60562,60561,40963,40962,40961,40566,40565,40564,
5103,40163,40162,40161,30410,21006,2351,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
5104,40563,40562,40561,30420,21006,4172,,,81602,81604,81603,81602,81601,60866,60865,60964,60963,60962,60961,40963,40962,40961,40566,40565,40564,
5105,40563,40562,40561,30448,21006,7081,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
5106,40663,40662,40661,30419,21006,1991,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
5107,40563,40562,40561,30434,21006,4023,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
5108,40163,40162,40161,30451,21006,7111,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
5109,40563,40562,40561,30448,21006,7171,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
5110,40163,40162,40161,30424,21006,3271,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
5111,40363,40362,40361,30401,21006,4701,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
5112,40563,40562,40561,30466,21006,4103,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
6101,40363,40362,40361,30401,21007,7191,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
6102,40563,40562,40561,30435,21007,4111,,,81601,81603,81605,81604,81602,60566,60565,60564,60563,60562,60561,40963,40962,40961,40566,40565,40564,
6103,40163,40162,40161,30410,21007,2351,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6104,40563,40562,40561,30420,21007,4172,,,81602,81604,81603,81602,81601,60866,60865,60964,60963,60962,60961,40963,40962,40961,40566,40565,40564,
6105,40563,40562,40561,30448,21007,7081,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
6106,40663,40662,40661,30419,21007,1991,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6107,40563,40562,40561,30434,21007,4023,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
6108,40163,40162,40161,30451,21007,7111,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
6109,40563,40562,40561,30448,21007,7171,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
6110,40163,40162,40161,30424,21007,3271,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6111,40363,40362,40361,30401,21007,7211,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40863,40862,40861,40366,40365,40364,
6112,40563,40562,40561,30466,21007,4103,,,81602,81604,81603,81602,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40566,40565,40564,
6201,40363,40362,40361,30401,21008,7221,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40863,40862,40861,40366,40365,40364,
6202,40163,40162,40161,30401,21008,1982,,81604,81604,81604,81608,81602,81605,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
6203,40663,40662,40661,30407,21008,1261,,,81602,81604,81603,81602,81601,60566,60565,60664,60663,60662,60661,40963,40962,40961,40666,40665,40664,
6204,40663,40662,40661,31301,21008,1271,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6205,40663,40662,40661,30413,21008,2441,,,81608,81603,81604,81601,81601,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6206,40663,40662,40661,30413,21008,2442,,,81608,81603,81604,81601,81601,60866,60865,60764,60763,60762,60761,40763,40762,40761,40666,40665,40664,
6207,40163,40162,40161,30421,21008,3611,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6208,40163,40162,40161,30464,21008,7181,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6209,40363,40362,40361,30401,21008,7211,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40863,40862,40861,40366,40365,40364,
6210,40663,40662,40661,30406,21008,3632,,81602,81601,81603,81603,81604,81606,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6211,40163,40162,40161,30440,21008,7031,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6212,40663,40662,40661,30425,21008,3601,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6301,40363,40362,40361,30456,21009,4611,,,81604,83607,81601,84602,84601,60266,60265,60264,60263,60262,60261,40163,40162,40161,40366,40365,40364,
6302,40163,40162,40161,30439,21009,7021,,,81608,81603,81604,81601,81601,60866,60865,60864,60863,60862,60861,40863,40862,40861,40166,40165,40164,
6303,40663,40662,40661,30448,21009,7151,,,83603,82601,83601,84603,84602,60566,60565,60564,60563,60562,60561,40763,40762,40761,40666,40665,40664,
6304,40163,40162,40161,30449,21009,4683,,,81606,81603,81601,81606,81606,60866,60865,60864,60863,60862,60861,40863,40862,40861,40166,40165,40164,
6305,40663,40662,40661,30412,21009,2391,,,81602,81604,81603,81602,81601,60566,60565,60564,60563,60562,60561,40963,40962,40961,40666,40665,40664,
6306,40563,40562,40561,30437,21009,4024,,,81601,81603,81605,81604,81602,60866,60865,60864,60863,60862,60861,40763,40762,40761,40566,40565,40564,
6307,40163,40162,40161,30432,21009,4121,,,81606,81603,81601,81606,81606,60166,60165,60164,60163,60162,60161,40863,40862,40861,40166,40165,40164,
6308,40663,40662,40661,30403,21009,5561,,,83603,82601,83601,84603,84602,60666,60665,60664,60663,60662,60661,40563,40562,40561,40666,40665,40664,
6401,40163,40162,40161,30413,21010,2441,,,82601,81604,83601,84603,84602,60566,60565,60564,60563,60562,60561,40763,40762,40761,40166,40165,40164,
6402,40163,40162,40161,30413,21010,2442,,,82601,81604,83601,84603,84602,60566,60565,60564,60563,60562,60561,40763,40762,40761,40166,40165,40164,
6403,40563,40562,40561,30447,21010,4631,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40566,40565,40564,
6404,40663,40662,40661,30455,21010,7131,,,81603,81604,81601,84603,84602,60466,60465,60464,60463,60462,60461,40963,40962,40961,40666,40665,40664,
6405,40363,40362,40361,30457,21010,7141,,,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
6406,40663,40662,40661,30448,21010,7151,,,83603,82601,83601,84603,84602,60566,60565,60564,60563,60562,60561,40763,40762,40761,40666,40665,40664,
6407,40463,40462,40461,30423,21010,1281,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40466,40465,40464,
6408,40363,40362,40361,30401,21010,5481,,,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40163,40162,40161,40366,40365,40364,
6411,40163,40162,40161,30411,21010,2362,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6412,40563,40562,40561,30404,21010,1962,,81605,81605,81605,81603,81606,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40566,40565,40564,
6413,40163,40162,40161,30411,21010,2361,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6414,40463,40462,40461,30433,21010,2421,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40466,40465,40464,
6415,40163,40162,40161,30436,21010,3651,,,81606,81603,81601,81606,81606,60866,60865,60864,60863,60862,60861,40863,40862,40861,40166,40165,40164,
6416,40163,40162,40161,30401,21010,7011,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
6417,40163,40162,40161,30445,21010,7071,,,81606,81603,81601,81606,81606,60166,60165,60164,60163,60162,60161,40863,40862,40861,40166,40165,40164,
6421,40163,40162,40161,30453,21010,7121,,,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40263,40262,40261,40166,40165,40164,
6422,40163,40162,40161,30427,21010,7101,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
6423,40663,40662,40661,31301,21010,1271,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6424,40663,40662,40661,30403,21010,1972,,81606,81604,81603,81603,81605,81601,60566,60565,60464,60463,60462,60461,40963,40962,40961,40666,40665,40664,
6425,40163,40162,40161,30454,21010,3242,,81604,81603,81604,81601,84603,84602,60966,60965,60964,60963,60962,60961,40666,40665,40664,40663,40662,40661,
6426,40163,40162,40161,30427,21010,2461,,,81601,81603,81605,81604,81602,60866,60865,60964,60963,60962,60961,40863,40862,40861,40166,40165,40164,
6431,40363,40362,40361,30401,21010,7221,,84603,81604,83607,81601,84602,84601,60366,60365,60364,60363,60362,60361,40863,40862,40861,40366,40365,40364,
6432,40663,40662,40661,30406,21010,3632,,81602,81601,81603,81603,81604,81606,60566,60565,60664,60663,60662,60661,40763,40762,40761,40666,40665,40664,
6433,40163,40162,40161,30440,21010,7031,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6501,40163,40162,40161,30405,21011,2431,,,81608,81603,81604,81601,81601,60866,60865,60864,60863,60862,60861,40863,40862,40861,40166,40165,40164,
6502,40163,40162,40161,30421,21011,3611,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6503,40163,40162,40161,30414,21011,3642,,,81606,81603,81601,81606,81606,60866,60865,60864,60863,60862,60861,40863,40862,40861,40166,40165,40164,
6504,40563,40562,40561,30447,21011,4631,,,81601,81603,81605,81604,81602,60566,60565,60664,60663,60662,60661,40763,40762,40761,40566,40565,40564,
6505,40163,40162,40161,30401,21011,7011,,,81606,81603,81601,81606,81606,60166,60165,60364,60363,60362,60361,40863,40862,40861,40166,40165,40164,
6506,40163,40162,40161,30440,21011,7031,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
6507,40163,40162,40161,30414,21011,7251,,,81606,81603,81601,81606,81606,60166,60165,60264,60263,60262,60261,40863,40862,40861,40166,40165,40164,
10001,,,,,99,1,,,,,,,,,,,,,,,,,,,,
10002,,,,,99,2,,,,,,,,,,,,,,,,,,,,
10003,,,,,99,3,,,,,,,,,,,,,,,,,,,,
10004,,,,,99,4,,,,,,,,,,,,,,,,,,,,
10005,,,,,99,11,,,,,,,,,,,,,,,,,,,,
10006,,,,,99,12,,,,,,,,,,,,,,,,,,,,
10007,,,,,99,13,,,,,,,,,,,,,,,,,,,,
10008,,,,,99,14,,,,,,,,,,,,,,,,,,,,
10009,,,,,99,15,,,,,,,,,,,,,,,,,,,,
10010,,,,,99,21,,,,,,,,,,,,,,,,,,,,
10011,,,,,99,22,,,,,,,,,,,,,,,,,,,,
10012,,,,,99,23,,,,,,,,,,,,,,,,,,,,
10013,,,,,99,24,,,,,,,,,,,,,,,,,,,,
10014,,,,,99,31,,,,,,,,,,,,,,,,,,,,
10015,,,,,99,33,,,,,,,,,,,,,,,,,,,,
10016,,,,,99,41,,,,,,,,,,,,,,,,,,,,
10017,,,,,99,44,,,,,,,,,,,,,,,,,,,,
10018,,,,,99,51,,,,,,,,,,,,,,,,,,,,
10019,,,,,99,52,,,,,,,,,,,,,,,,,,,,
10020,,,,,99,53,,,,,,,,,,,,,,,,,,,,
10021,,,,,99,54,,,,,,,,,,,,,,,,,,,,
10022,,,,,99,61,,,,,,,,,,,,,,,,,,,,
10023,,,,,99,62,,,,,,,,,,,,,,,,,,,,
10024,,,,,99,71,,,,,,,,,,,,,,,,,,,,
10025,,,,,99,72,,,,,,,,,,,,,,,,,,,,
10026,,,,,99,81,,,,,,,,,,,,,,,,,,,,
10027,,,,,99,82,,,,,,,,,,,,,,,,,,,,
10028,,,,,99,91,,,,,,,,,,,,,,,,,,,,
10029,,,,,99,92,,,,,,,,,,,,,,,,,,,,
10030,,,,,99,93,,,,,,,,,,,,,,,,,,,,
10031,,,,,99,101,,,,,,,,,,,,,,,,,,,,
10032,,,,,99,102,,,,,,,,,,,,,,,,,,,,
10033,,,,,99,111,,,,,,,,,,,,,,,,,,,,
10034,,,,,99,112,,,,,,,,,,,,,,,,,,,,
10035,,,,,99,113,,,,,,,,,,,,,,,,,,,,
10036,,,,,99,121,,,,,,,,,,,,,,,,,,,,
10037,,,,,99,122,,,,,,,,,,,,,,,,,,,,
10038,,,,,99,123,,,,,,,,,,,,,,,,,,,,
10039,,,,,99,131,,,,,,,,,,,,,,,,,,,,
10040,,,,,99,132,,,,,,,,,,,,,,,,,,,,
10041,,,,,99,133,,,,,,,,,,,,,,,,,,,,
10042,,,,,99,143,,,,,,,,,,,,,,,,,,,,
10043,,,,,99,144,,,,,,,,,,,,,,,,,,,,
10044,,,,,99,151,,,,,,,,,,,,,,,,,,,,
10045,,,,,99,152,,,,,,,,,,,,,,,,,,,,
10046,,,,,99,153,,,,,,,,,,,,,,,,,,,,
10047,,,,,99,161,,,,,,,,,,,,,,,,,,,,
10048,,,,,99,162,,,,,,,,,,,,,,,,,,,,
10049,,,,,99,163,,,,,,,,,,,,,,,,,,,,
10050,,,,,99,171,,,,,,,,,,,,,,,,,,,,
10051,,,,,99,172,,,,,,,,,,,,,,,,,,,,
10052,,,,,99,173,,,,,,,,,,,,,,,,,,,,
10053,,,,,99,191,,,,,,,,,,,,,,,,,,,,
10054,,,,,99,192,,,,,,,,,,,,,,,,,,,,
10055,,,,,99,211,,,,,,,,,,,,,,,,,,,,
10056,,,,,99,212,,,,,,,,,,,,,,,,,,,,
10057,,,,,99,221,,,,,,,,,,,,,,,,,,,,
10058,,,,,99,222,,,,,,,,,,,,,,,,,,,,
10059,,,,,99,231,,,,,,,,,,,,,,,,,,,,
10060,,,,,99,232,,,,,,,,,,,,,,,,,,,,
10061,,,,,99,241,,,,,,,,,,,,,,,,,,,,
10062,,,,,99,242,,,,,,,,,,,,,,,,,,,,
10063,,,,,99,251,,,,,,,,,,,,,,,,,,,,
10064,,,,,99,252,,,,,,,,,,,,,,,,,,,,
10065,,,,,99,253,,,,,,,,,,,,,,,,,,,,
10066,,,,,99,254,,,,,,,,,,,,,,,,,,,,
10067,,,,,99,261,,,,,,,,,,,,,,,,,,,,
10068,,,,,99,262,,,,,,,,,,,,,,,,,,,,
10069,,,,,99,263,,,,,,,,,,,,,,,,,,,,
10070,,,,,99,264,,,,,,,,,,,,,,,,,,,,
10071,,,,,99,271,,,,,,,,,,,,,,,,,,,,
10072,,,,,99,272,,,,,,,,,,,,,,,,,,,,
10073,,,,,99,273,,,,,,,,,,,,,,,,,,,,
10074,,,,,99,281,,,,,,,,,,,,,,,,,,,,
10075,,,,,99,282,,,,,,,,,,,,,,,,,,,,
10076,,,,,99,283,,,,,,,,,,,,,,,,,,,,
10077,,,,,99,301,,,,,,,,,,,,,,,,,,,,
10078,,,,,99,302,,,,,,,,,,,,,,,,,,,,
10079,,,,,99,303,,,,,,,,,,,,,,,,,,,,
10080,,,,,99,321,,,,,,,,,,,,,,,,,,,,
10081,,,,,99,323,,,,,,,,,,,,,,,,,,,,
10082,,,,,99,331,,,,,,,,,,,,,,,,,,,,
10083,,,,,99,332,,,,,,,,,,,,,,,,,,,,
10084,,,,,99,333,,,,,,,,,,,,,,,,,,,,
10085,,,,,99,341,,,,,,,,,,,,,,,,,,,,
10086,,,,,99,351,,,,,,,,,,,,,,,,,,,,
10087,,,,,99,352,,,,,,,,,,,,,,,,,,,,
10088,,,,,99,371,,,,,,,,,,,,,,,,,,,,
10089,,,,,99,372,,,,,,,,,,,,,,,,,,,,
10090,,,,,99,381,,,,,,,,,,,,,,,,,,,,
10091,,,,,99,382,,,,,,,,,,,,,,,,,,,,
10092,,,,,99,391,,,,,,,,,,,,,,,,,,,,
10093,,,,,99,392,,,,,,,,,,,,,,,,,,,,
10094,,,,,99,393,,,,,,,,,,,,,,,,,,,,
10095,,,,,99,394,,,,,,,,,,,,,,,,,,,,
10096,,,,,99,401,,,,,,,,,,,,,,,,,,,,
10097,,,,,99,402,,,,,,,,,,,,,,,,,,,,
10098,,,,,99,403,,,,,,,,,,,,,,,,,,,,
10099,,,,,99,441,,,,,,,,,,,,,,,,,,,,
10100,,,,,99,442,,,,,,,,,,,,,,,,,,,,
10101,,,,,99,451,,,,,,,,,,,,,,,,,,,,
10102,,,,,99,452,,,,,,,,,,,,,,,,,,,,
10103,,,,,99,461,,,,,,,,,,,,,,,,,,,,
10104,,,,,99,462,,,,,,,,,,,,,,,,,,,,
10105,,,,,99,463,,,,,,,,,,,,,,,,,,,,
10106,,,,,99,464,,,,,,,,,,,,,,,,,,,,
10107,,,,,99,471,,,,,,,,,,,,,,,,,,,,
10108,,,,,99,472,,,,,,,,,,,,,,,,,,,,
10109,,,,,99,481,,,,,,,,,,,,,,,,,,,,
10110,,,,,99,482,,,,,,,,,,,,,,,,,,,,
10111,,,,,99,491,,,,,,,,,,,,,,,,,,,,
10112,,,,,99,492,,,,,,,,,,,,,,,,,,,,
10113,,,,,99,493,,,,,,,,,,,,,,,,,,,,
10114,,,,,99,501,,,,,,,,,,,,,,,,,,,,
10115,,,,,99,502,,,,,,,,,,,,,,,,,,,,
10116,,,,,99,503,,,,,,,,,,,,,,,,,,,,
10117,,,,,99,541,,,,,,,,,,,,,,,,,,,,
10118,,,,,99,542,,,,,,,,,,,,,,,,,,,,
10119,,,,,99,551,,,,,,,,,,,,,,,,,,,,
10120,,,,,99,552,,,,,,,,,,,,,,,,,,,,
10121,,,,,99,561,,,,,,,,,,,,,,,,,,,,
10122,,,,,99,562,,,,,,,,,,,,,,,,,,,,
10123,,,,,99,571,,,,,,,,,,,,,,,,,,,,
10124,,,,,99,572,,,,,,,,,,,,,,,,,,,,
10125,,,,,99,574,,,,,,,,,,,,,,,,,,,,
10126,,,,,99,591,,,,,,,,,,,,,,,,,,,,
10127,,,,,99,592,,,,,,,,,,,,,,,,,,,,
10128,,,,,99,593,,,,,,,,,,,,,,,,,,,,
10129,,,,,99,601,,,,,,,,,,,,,,,,,,,,
10130,,,,,99,602,,,,,,,,,,,,,,,,,,,,
10131,,,,,99,603,,,,,,,,,,,,,,,,,,,,
10132,,,,,99,611,,,,,,,,,,,,,,,,,,,,
10133,,,,,99,631,,,,,,,,,,,,,,,,,,,,
10134,,,,,99,632,,,,,,,,,,,,,,,,,,,,
10135,,,,,99,641,,,,,,,,,,,,,,,,,,,,
10136,,,,,99,691,,,,,,,,,,,,,,,,,,,,
10137,,,,,99,692,,,,,,,,,,,,,,,,,,,,
10138,,,,,99,701,,,,,,,,,,,,,,,,,,,,
10139,,,,,99,702,,,,,,,,,,,,,,,,,,,,
10140,,,,,99,711,,,,,,,,,,,,,,,,,,,,
10141,,,,,99,712,,,,,,,,,,,,,,,,,,,,
10142,,,,,99,721,,,,,,,,,,,,,,,,,,,,
10143,,,,,99,731,,,,,,,,,,,,,,,,,,,,
10144,,,,,99,741,,,,,,,,,,,,,,,,,,,,
10145,,,,,99,753,,,,,,,,,,,,,,,,,,,,
10146,,,,,99,761,,,,,,,,,,,,,,,,,,,,
10147,,,,,99,762,,,,,,,,,,,,,,,,,,,,
10148,,,,,99,763,,,,,,,,,,,,,,,,,,,,
10149,,,,,99,771,,,,,,,,,,,,,,,,,,,,
10150,,,,,99,781,,,,,,,,,,,,,,,,,,,,
10151,,,,,99,782,,,,,,,,,,,,,,,,,,,,
10152,,,,,99,783,,,,,,,,,,,,,,,,,,,,
10153,,,,,99,791,,,,,,,,,,,,,,,,,,,,
10154,,,,,99,792,,,,,,,,,,,,,,,,,,,,
10155,,,,,99,793,,,,,,,,,,,,,,,,,,,,
10156,,,,,99,801,,,,,,,,,,,,,,,,,,,,
10157,,,,,99,802,,,,,,,,,,,,,,,,,,,,
10158,,,,,99,803,,,,,,,,,,,,,,,,,,,,
10159,,,,,99,861,,,,,,,,,,,,,,,,,,,,
10160,,,,,99,862,,,,,,,,,,,,,,,,,,,,
10161,,,,,99,863,,,,,,,,,,,,,,,,,,,,
10162,,,,,99,881,,,,,,,,,,,,,,,,,,,,
10163,,,,,99,882,,,,,,,,,,,,,,,,,,,,
10164,,,,,99,883,,,,,,,,,,,,,,,,,,,,
10165,,,,,99,884,,,,,,,,,,,,,,,,,,,,
10166,,,,,99,891,,,,,,,,,,,,,,,,,,,,
10167,,,,,99,892,,,,,,,,,,,,,,,,,,,,
10168,,,,,99,893,,,,,,,,,,,,,,,,,,,,
10169,,,,,99,901,,,,,,,,,,,,,,,,,,,,
10170,,,,,99,902,,,,,,,,,,,,,,,,,,,,
10171,,,,,99,971,,,,,,,,,,,,,,,,,,,,
10172,,,,,99,972,,,,,,,,,,,,,,,,,,,,
10173,,,,,99,991,,,,,,,,,,,,,,,,,,,,
10174,,,,,99,992,,,,,,,,,,,,,,,,,,,,
10175,,,,,99,1031,,,,,,,,,,,,,,,,,,,,
10176,,,,,99,1032,,,,,,,,,,,,,,,,,,,,
10177,,,,,99,1071,,,,,,,,,,,,,,,,,,,,
10178,,,,,99,1072,,,,,,,,,,,,,,,,,,,,
10179,,,,,99,1081,,,,,,,,,,,,,,,,,,,,
10180,,,,,99,1082,,,,,,,,,,,,,,,,,,,,
10181,,,,,99,1171,,,,,,,,,,,,,,,,,,,,
10182,,,,,99,1172,,,,,,,,,,,,,,,,,,,,
10183,,,,,99,1173,,,,,,,,,,,,,,,,,,,,
10184,,,,,99,1221,,,,,,,,,,,,,,,,,,,,
10185,,,,,99,1231,,,,,,,,,,,,,,,,,,,,
10186,,,,,99,1241,,,,,,,,,,,,,,,,,,,,
10187,,,,,99,1251,,,,,,,,,,,,,,,,,,,,
10188,,,,,99,1252,,,,,,,,,,,,,,,,,,,,
10189,,,,,99,1253,,,,,,,,,,,,,,,,,,,,
10190,,,,,99,1261,,,,,,,,,,,,,,,,,,,,
10191,,,,,99,1271,,,,,,,,,,,,,,,,,,,,
10192,,,,,99,1281,,,,,,,,,,,,,,,,,,,,
10193,,,,,99,1291,,,,,,,,,,,,,,,,,,,,
10194,,,,,99,1292,,,,,,,,,,,,,,,,,,,,
10195,,,,,99,1293,,,,,,,,,,,,,,,,,,,,
10196,,,,,99,1294,,,,,,,,,,,,,,,,,,,,
10197,,,,,99,1301,,,,,,,,,,,,,,,,,,,,
10198,,,,,99,1302,,,,,,,,,,,,,,,,,,,,
10199,,,,,99,1303,,,,,,,,,,,,,,,,,,,,
10200,,,,,99,1304,,,,,,,,,,,,,,,,,,,,
10201,,,,,99,1311,,,,,,,,,,,,,,,,,,,,
10202,,,,,99,1312,,,,,,,,,,,,,,,,,,,,
10203,,,,,99,1313,,,,,,,,,,,,,,,,,,,,
10204,,,,,99,1314,,,,,,,,,,,,,,,,,,,,
10205,,,,,99,1351,,,,,,,,,,,,,,,,,,,,
10206,,,,,99,1352,,,,,,,,,,,,,,,,,,,,
10207,,,,,99,1353,,,,,,,,,,,,,,,,,,,,
10208,,,,,99,1391,,,,,,,,,,,,,,,,,,,,
10209,,,,,99,1392,,,,,,,,,,,,,,,,,,,,
10210,,,,,99,1393,,,,,,,,,,,,,,,,,,,,
10211,,,,,99,1394,,,,,,,,,,,,,,,,,,,,
10212,,,,,99,1396,,,,,,,,,,,,,,,,,,,,
10213,,,,,99,1397,,,,,,,,,,,,,,,,,,,,
10214,,,,,99,1421,,,,,,,,,,,,,,,,,,,,
10215,,,,,99,1422,,,,,,,,,,,,,,,,,,,,
10216,,,,,99,1423,,,,,,,,,,,,,,,,,,,,
10217,,,,,99,1441,,,,,,,,,,,,,,,,,,,,
10218,,,,,99,1442,,,,,,,,,,,,,,,,,,,,
10219,,,,,99,1443,,,,,,,,,,,,,,,,,,,,
10220,,,,,99,1481,,,,,,,,,,,,,,,,,,,,
10221,,,,,99,1501,,,,,,,,,,,,,,,,,,,,
10222,,,,,99,1502,,,,,,,,,,,,,,,,,,,,
10223,,,,,99,1503,,,,,,,,,,,,,,,,,,,,
10224,,,,,99,1504,,,,,,,,,,,,,,,,,,,,
10225,,,,,99,1611,,,,,,,,,,,,,,,,,,,,
10226,,,,,99,1612,,,,,,,,,,,,,,,,,,,,
10227,,,,,99,1641,,,,,,,,,,,,,,,,,,,,
10228,,,,,99,1651,,,,,,,,,,,,,,,,,,,,
10229,,,,,99,1652,,,,,,,,,,,,,,,,,,,,
10230,,,,,99,1653,,,,,,,,,,,,,,,,,,,,
10231,,,,,99,1671,,,,,,,,,,,,,,,,,,,,
10232,,,,,99,1672,,,,,,,,,,,,,,,,,,,,
10233,,,,,99,1771,,,,,,,,,,,,,,,,,,,,
10234,,,,,99,1772,,,,,,,,,,,,,,,,,,,,
10235,,,,,99,1801,,,,,,,,,,,,,,,,,,,,
10236,,,,,99,1802,,,,,,,,,,,,,,,,,,,,
10237,,,,,99,1803,,,,,,,,,,,,,,,,,,,,
10238,,,,,99,1811,,,,,,,,,,,,,,,,,,,,
10239,,,,,99,1812,,,,,,,,,,,,,,,,,,,,
