变量名,name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
20080,MAX·双倍多多碎碎冰,,2,,使得己方前排具有一定的反射负面能力，双倍多多冰在场时该效果必然触发,2,20001,,,<4021080>,,1,22873,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20081,MAX·能源制造,,2,,入场提升己方后排精灵200点怒气，齿轮怪在场时该效果必然触发,2,20001,,,<4021081>,,1,22963,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20082,MAX·余烬怨念,,2,,入场给敌方随机2个目标添加鬼火效果，水晶灯火灵在场时该效果必然触发,2,20001,,,<4021082>,,1,22993,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20083,MAX·追打,,2,,使得己方随机一个后排单位也附带连击效果，双斧战龙在场时该效果必然触发,2,20001,,,<4021083>,,1,23003,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20084,MAX·合纵连横,,2,,自身每次攻击后获得额外行动回合，三首恶龙在场时该效果必然触发,2,20001,,,<4021084>,,1,23143,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20085,MAX·黏泡泡,,2,,封锁目标怒气3回合，黏美龙在场时该效果必然触发,2,20001,,,<4021085>,,1,23543,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20086,MAX·女王的威严,,2,,每个大回合结束给敌方添加随机debuff，甜冷美后在场时该效果必然触发,2,20001,,,<4021086>,,1,23843,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20087,MAX·回音察觉,,2,,回怒飞速加快，音波龙在场时该效果必然触发,2,20001,,,<4021087>,,1,23592,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20088,MAX·UB：刺针,,2,,每回合降低目标10%血量，四颚针龙在场时该效果必然触发,2,20001,,,<4021088>,,1,24132,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20089,MAX·冰霜之怒,,2,,必杀技伤害巨高，急冻鸟在场时该效果必然触发,2,20001,,,<4021089>,,1,20721,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20090,MAX·闪电,,2,,治疗量提升，闪电鸟在场时该效果必然触发,2,20001,,,<4021090>,,1,20731,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20091,MAX·圣鸟守护,,2,,血量最低伤害越高，火焰鸟在场时该效果必然触发,2,20001,,,<4021091>,,1,20741,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20092,MAX·梦幻,,2,,死亡回复怒气，梦幻在场时该效果必然触发,2,20001,,,<4021092>,,1,20771,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20093,MAX·追打,,2,,控制率提升，赫拉克罗斯在场时该效果必然触发,2,20001,,,<4021093>,,1,21071,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20094,MAX·雷霆之力,,2,,第二回合全体护盾，雷公在场时该效果必然触发,2,20001,,,<4021094>,,1,21221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20095,MAX·火神庇护,,2,,全队30%反弹，炎帝在场时该效果必然触发,2,20001,,,<4021095>,,1,21231,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20096,MAX·潮汐之力,,2,,死亡附带自爆伤害，水君在场时该效果必然触发,2,20001,,,<4021096>,,1,21241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20097,MAX·岩石守备,,2,,有极大概率变身，雷吉洛克在场时该效果必然触发,2,20001,,,<4021097>,,1,21911,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20098,MAX·冰冻之躯,,2,,隐身1回合，雷吉艾斯在场时该效果必然触发,2,20001,,,<4021098>,,1,21921,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20099,MAX·钢铁吸收,,2,,全体必然闪避1回合，雷吉斯奇鲁在场时该效果必然触发,2,20001,,,<4021099>,,1,21931,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20100,MAX·月相光环,,2,,敌方全体防御降低40%，克雷色利亚在场时该效果必然触发,2,20001,,,<4021100>,,1,22401,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20101,MAX·正义之心,,2,,封锁目标怒气3回合，凯路迪欧在场时该效果必然触发,2,20001,,,<4021101>,,1,23251,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20102,MAX·自我再生,,2,,每个大回合结束给敌方添加随机debuff，洛奇亚在场时该效果必然触发,2,20001,,,<4021102>,,1,21261,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20103,MAX·海洋庇护,,2,,回怒飞速加快，盖欧卡在场时该效果必然触发,2,20001,,,<4021103>,,1,21961,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20104,MAX·慢启动,,2,,每回合降低目标10%血量，雷吉奇卡斯在场时该效果必然触发,2,20001,,,<4021104>,,1,22381,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20105,MAX·鬼影重重,,2,,必杀技伤害巨高，骑拉帝纳在场时该效果必然触发,2,20001,,,<4021105>,,1,22391,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20106,MAX·入梦,,2,,首回合必然闪避,2,20001,,,<4021106>,,1,22431,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
20107,MAX·天空之花,,2,,血量最低伤害越高，谢米·天空在场时该效果必然触发,2,20001,,,<4021107>,,1,22442,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
20108,MAX·青焰火墙,,2,,死亡回复怒气，莱希拉姆在场时该效果必然触发,2,20001,,,<4021108>,,1,23211,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
20109,MAX·兆级电压,,2,,控制率提升，捷克罗姆在场时该效果必然触发,2,20001,,,<4021109>,,1,23221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20110,MAX·深寒领域,,2,,第二回合全体护盾，酋雷姆在场时该效果必然触发,2,20001,,,<4021110>,,1,23241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20111,MAX·神秘护身,,2,,全队30%反弹，蒂安希在场时该效果必然触发,2,20001,,,<4021111>,,1,23631,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
20112,MAX·惩戒光轮,,2,,死亡附带自爆伤害，惩戒胡帕在场时该效果必然触发,2,20001,,,<4021112>,,1,23641,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20113,MAX·时光间隙,,2,,有极大概率变身，帝牙卢卡在场时该效果必然触发,2,20001,,,<4021113>,,1,22351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
20114,MAX·空间隐匿,,2,,隐身1回合，帕路奇亚在场时该效果必然触发,2,20001,,,<4021114>,,1,22361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30001,忍耐,,2,,【帝王拿波专属】每次行动，永久获得10%暴击抗性（可叠加至10层）,1,11001,,,<4100021>,,1,32033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30002,叶刃,,2,,【蜥蜴王专属】自身行动后有100%的概率进入隐身1回合（不可连续触发）,1,11001,,,<4100013>,,1,31293,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30003,唱反调,,2,,【君主蛇专属】君主蛇在场时，敌方每个单位行动后有30%概率缠绕1回合,1,11001,,,<4100014>,,1,32473,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30004,狙射,,2,,【狙射树枭专属】击杀目标后自身必然满怒气,1,11001,,,<4100015>,,1,33663,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30005,猛火,,2,,【火焰鸡专属】击杀单位时，立刻获得1个额外行动,1,11001,,,<4100016>,,1,31303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30006,浊流,,2,,【巨沼怪专属】攻击时附带致盲效果对随机2个单位触发致盲效果,1,11001,,,<4100017>,,1,31313,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30007,水影分身之术,,2,,【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动,1,11001,,,<4100018>,,1,33303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30008,精神强念,,2,,【胡地专属】入场有100%概率石化对面随机1个目标持续2回合,1,11001,,,<4100001>,,1,30263,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30009,螳螂在后,,2,,【巨钳螳螂专属】击杀单位时获得1000点怒气值,1,11001,,,<4100002>,,1,30572,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30010,高压电,,2,,【电击魔兽专属】前排队友（除自身以外）受击或者攻击为电击魔兽添加1层蓄电,1,11001,,,<4100003>,,1,30593,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30011,钢甲,,2,,【波士可多拉专属】每个大回合开始前为会为随机一个单位添加钢铁护盾,1,11001,,,<4100004>,,1,31503,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30012,冰霜封印,,2,,【几何雪花专属】入场有100%概率冰冻对面随机2个目标持续2回合,1,11001,,,<4100005>,,1,33021,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30013,花之舞者,,2,,【花洁夫人专属】友方行动时恢复来自花洁夫人35%特攻的生命值,1,11001,,,<4100006>,,1,33353,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30014,剑·盾,,2,,【坚盾剑怪·盾牌专属】盾形态时：全体获得30%伤害减免；剑形态时，友方全体提升30%伤害加成,1,11001,,,<4100007>,,1,33413,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30015,正义之心,,2,,【路卡利欧专属】友方使用小技能时50%有概率触发小技能,1,11001,,,<4100008>,,1,32242,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30016,龙之威压,,2,,【暴飞龙专属】攻击时额外能添加1个撕裂效果；最高可叠加10层,1,11001,,,<4100009>,,1,31893,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30017,不动如山,,2,,【巨金怪专属】攻击时对随机2个单位嘲讽1回合,1,11001,,,<4100010>,,1,31903,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30018,虫之共鸣,,2,,【火神蛾专属】友方前排永久拥有【太阳羽衣】,1,11001,,,<4100011>,,1,33152,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30019,毒刺碉堡,,2,,【超坏星专属】攻击时对随机2个单位嘲讽1回合；且自身受到主动攻击时50%概率嘲讽目标1回合,1,11001,,,<4100012>,,1,33772,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30020,山崩地裂,,2,,【班基拉斯专属】使用必杀技后的后两个大回合结束回复自身15%最大生命值的血量和200点怒气,1,11001,,,<4100019>,,1,31253,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30021,电磁力,,2,,【自爆磁怪专属】使用必杀技时，损失当前生命值的10%的血量，额外对敌方造成1次自爆伤害,1,11001,,,<4100020>,,1,30333,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30022,光隐,,2,,【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量,1,11001,,,<4100022>,,1,31941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30023,光隐,,2,,【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量,1,11001,,,<4100022>,,1,31951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30024,超梦,,2,,【超梦专属】行动时100%概率触发连击效果,1,11001,,,<4100024>,,1,30761,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30025,凤王涅盘,,2,,【凤王专属】每个大回合开始前50%概率为敌方全体添加灼烧1回合,1,11001,,,<4100025>,,1,31271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30026,远古血脉,,2,,【固拉多专属】友方行动时有20%概率触发一次地震效果,1,11001,,,<4100026>,,1,31971,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30027,时光间隙,,2,,【帝牙卢卡专属】使用技能时，友方随机3个单位小技能冷却缩减1回合,1,11001,,,<4100027>,,1,32351,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30028,空间隐匿,,2,,【帕路奇亚专属】使用技能后有30%概率进入隐匿,1,11001,,,<4100028>,,1,32361,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30029,花束种子,,2,,【谢米专属】入场时，友方全体单位隐身1个行动回合,1,11001,,,<4100029>,,1,32441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30030,天空霸者,,2,,【裂空座专属】裂空座在场时，全体提升30%闪避率,1,11001,,,<4100030>,,1,31981,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30101,MAX·忍耐,,2,,【帝王拿波专属】每次行动，永久获得20%暴击抗性（可叠加至10层）,2,21001,,,<4200021>,,1,32033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30102,MAX·叶刃,,2,,【蜥蜴王专属】自身行动后有100%的概率进入隐身1回合（不可连续触发），则隐身状态下，额外获得冷血效果,2,21001,,,<4200013>,,1,31293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30103,MAX·唱反调,,2,,【君主蛇专属】君主蛇在场时，敌方每个单位行动后有60%概率缠绕1回合,2,21001,,,<4200014>,,1,32473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30104,MAX·狙射,,2,,【狙射树枭专属】杀目标后自身必然满怒气并获得1回合隐身效果,2,21001,,,<4200015>,,1,33663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30105,MAX·猛火,,2,,【火焰鸡专属】击杀单位时，立刻获得1个额外行动且暴击率额外提升30%,2,21001,,,<4200016>,,1,31303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30106,MAX·浊流,,2,,【巨沼怪专属】攻击时附带致盲效果对随机4个单位触发致盲效果,2,21001,,,<4200017>,,1,31313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30107,MAX·水影分身之术,,2,,【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动并永久提升30%速度,2,21001,,,<4200018>,,1,33303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30108,MAX·精神强念,,2,,【胡地专属】入场有100%概率石化对面随机3个目标持续2回合,2,21001,,,<4200001>,,1,30263,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30109,MAX·螳螂在后,,2,,【巨钳螳螂专属】击杀单位时获得1000点怒气值并额外提升20%吸血率1回合,2,21001,,,<4200002>,,1,30572,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30110,MAX·高压电,,2,,【电击魔兽专属】前排队友（除自身以外）受击或者攻击为电击魔兽添加1层蓄电；当达到7层时，直接释放额外必杀技真·高压电,2,21001,,,<4200003>,,1,30593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30111,MAX·钢甲,,2,,【波士可多拉专属】波士可多拉在场时有一定概率触发：每个大回合开始前为会为随机3个单位添加钢铁护盾,2,21001,,,<4200004>,,1,31503,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30112,MAX·冰霜封印,,2,,【几何雪花专属】入场有100%概率冰冻对面随机4个目标持续2回合,2,21001,,,<4200005>,,1,33021,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30113,MAX·花之舞者,,2,,【花洁夫人专属】友方行动时恢复来自花洁夫人35%特攻的生命值；友方全体额外恢复来自花洁夫人80%特攻的生命值,2,21001,,,<4200006>,,1,33353,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30114,MAX·剑·盾,,2,,【坚盾剑怪·盾牌专属】盾形态时：全体获得30%最终伤害减免；剑形态时，友方全体提升30%最终伤害加成,2,21001,,,<4200007>,,1,33413,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30115,MAX·正义之心,,2,,【路卡利欧专属】友方使用小技能时40%有概率触发小技能；友方使用必杀技时有40%概率触发必杀技,2,21001,,,<4200008>,,1,32242,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30116,MAX·龙之威压,,2,,【暴飞龙专属】攻击时额外能添加1个撕裂效果，每次叠加3层；最高可叠加10层,2,21001,,,<4200009>,,1,31893,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30117,MAX·不动如山,,2,,【巨金怪专属】攻击时对随机2个单位嘲讽1回合；且自身受到主动攻击时50%概率嘲讽目标1回合,2,21001,,,<4200010>,,1,31903,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30118,MAX·虫之共鸣,,2,,【火神蛾专属】友方全体永久拥有【太阳羽衣】；【太阳羽衣】附带30%反伤效果,2,21001,,,<4200011>,,1,33152,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30119,MAX·毒刺碉堡,,2,,【超坏星专属】攻击时对随机3个单位嘲讽1回合；且自身受到主动攻击时50%概率嘲讽目标1回合,2,21001,,,<4200012>,,1,33772,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30120,MAX·山崩地裂,,2,,【班基拉斯专属】使用必杀技后的后两个大回合结束回复自身30%最大生命值的血量和500点怒气,2,21001,,,<4200019>,,1,31253,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30121,MAX·电磁力,,2,,【自爆磁怪专属】每次使用必杀技额外再提升20%自爆伤害；使用必杀技时，损失当前生命值的10%的血量，额外对敌方造成1次自爆伤害,2,21001,,,<4200020>,,1,30333,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30122,MAX·光隐,,2,,【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为全体单位回复目标20%生命值的血量,2,21001,,,<4200022>,,1,31941,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30123,MAX·光隐,,2,,【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为全体单位回复目标20%生命值的血量,2,21001,,,<4200022>,,1,31951,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30124,MAX·超梦,,2,,【超梦专属】超梦行动时100%概率触发连击效果且超梦速度提升50%,2,21001,,,<4200024>,,1,30761,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30125,MAX·凤王涅盘,,2,,【凤王专属】凤王在场时，每个大回合开始前100%概率为敌方全体添加灼烧1回合,2,21001,,,<4200025>,,1,31271,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30126,MAX·远古血脉,,2,,【固拉多专属】友方行动时有50%概率触发一次地震效果,2,21001,,,<4200026>,,1,31971,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30127,MAX·时光间隙,,2,,【帝牙卢卡专属】使用技能时，友方随机3个单位小技能冷却缩减2回合,2,21001,,,<4200027>,,1,32351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30128,MAX·空间隐匿,,2,,【帕路奇亚专属】使用技能后有50%概率进入隐匿,2,21001,,,<4200028>,,1,32361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30129,MAX·花束种子,,2,,【谢米专属】入场时，友方全体单位隐身1个大回合并提升20%伤害加成,2,21001,,,<4200029>,,1,32441,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30130,MAX·天空霸者,,2,,【裂空座专属】裂空座在场时，全体提升30%闪避率与30%暴击率,2,21001,,,<4200030>,,1,31981,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30201,忍耐,,2,,【帝王拿波专属】每次行动，永久获得10%暴击抗性（可叠加至10层）,1,12001,,,<4300001>,,1,52033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30202,叶刃,,2,,【蜥蜴王专属】自身行动后有100%的概率进入隐身1回合（不可连续触发）,1,12001,,,<4300002>,,1,51293,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30203,唱反调,,2,,【君主蛇专属】君主蛇在场时，敌方每个单位行动后有30%概率缠绕1回合,1,12001,,,<4300003>,,1,52473,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30204,狙射,,2,,【狙射树枭专属】击杀目标后自身必然满怒气,1,12001,,,<4300004>,,1,53663,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30205,猛火,,2,,【火焰鸡专属】击杀单位时，立刻获得1个额外行动,1,12001,,,<4300005>,,1,51303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30206,浊流,,2,,【巨沼怪专属】攻击时附带致盲效果对随机2个单位触发致盲效果,1,12001,,,<4300006>,,1,51313,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30207,水影分身之术,,2,,【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动,1,12001,,,<4300007>,,1,53303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30208,冰霜之怒,,2,,【急冻鸟专属】额外提升其被动技能等级：30级,1,12001,,,<4300008>,,1,50721,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30209,闪电,,2,,【闪电鸟专属】额外提升其被动技能等级：30级,1,12001,,,<4300009>,,1,50731,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30210,圣鸟守护,,2,,【火焰鸟专属】额外提升其被动技能等级：30级,1,12001,,,<4300010>,,1,50741,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30211,雷霆之力,,2,,【雷公专属】额外提升其被动技能等级：30级,1,12001,,,<4300011>,,1,51221,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30212,火神庇护,,2,,【炎帝专属】额外提升其被动技能等级：30级,1,12001,,,<4300012>,,1,51231,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30213,潮汐之力,,2,,【水君专属】额外提升其被动技能等级：30级,1,12001,,,<4300013>,,1,51241,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30214,岩石守备,,2,,【雷吉洛克专属】额外提升其被动技能等级：30级,1,12001,,,<4300014>,,1,51911,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30215,冰冻之躯,,2,,【雷吉艾斯专属】额外提升其被动技能等级：30级,1,12001,,,<4300015>,,1,51921,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30216,钢铁吸收,,2,,【雷吉斯奇鲁专属】额外提升其被动技能等级：30级,1,12001,,,<4300016>,,1,51931,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30217,光隐,,2,,【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量,1,12001,,,<4300017>,,1,51941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30218,光隐,,2,,【拉帝欧斯专属】拉帝欧斯在场时，为拉帝欧斯提供30%的最终伤害减免,1,12001,,,<4300018>,,1,51951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30219,慢启动,,2,,【雷吉奇卡斯专属】额外提升其被动技能等级：30级,1,12001,,,<4300019>,,1,52381,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30220,月相光环,,2,,【克雷色利亚专属】额外提升其被动技能等级：30级,1,12001,,,<4300020>,,1,52401,1,1,,activity/brave_challenge/xz_icon/icon_yztz_jx.png
30221,真刚之心,,2,,【勾帕路翁专属】额外提升其被动技能等级：30级,1,12001,,,<4300021>,,1,53161,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30222,勇猛之心,,2,,【代拉基翁专属】额外提升其被动技能等级：30级,1,12001,,,<4300022>,,1,53171,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30223,守护之心,,2,,【毕力吉翁专属】额外提升其被动技能等级：30级,1,12001,,,<4300023>,,1,53181,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30224,燃尽,,2,,【风速狗专属】额外提升其被动技能等级：30级,1,12001,,,<4300024>,,1,50242,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30225,梦幻,,2,,【梦幻专属】额外提升其被动技能等级：30级,1,12001,,,<4300025>,,1,50771,1,1,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30226,正义之心,,2,,【凯路迪欧专属】额外提升其被动技能等级：30级,1,12001,,,<4300026>,,1,53251,1,1,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30227,星夜祈语,,2,,【基拉祈专属】额外提升其被动技能等级：30级,1,12001,,,<4300027>,,1,51991,1,1,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30228,花束种子,,2,,【谢米专属】入场时，友方全体单位隐身1个行动回合,1,12001,,,<4300028>,,1,52441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30229,双生魅影,,2,,【美洛耶塔专属】额外提升其被动技能等级：30级,1,12001,,,<4300029>,,1,53261,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30230,神秘护身,,2,,【蒂安希专属】额外提升其被动技能等级：30级,1,12001,,,<4300030>,,1,53631,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30231,惩戒光轮,,2,,【惩戒胡帕专属】额外提升其被动技能等级：30级,1,12001,,,<4300031>,,1,53641,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30232,液态金属,,2,,【美录梅塔专属】额外提升其被动技能等级：30级,1,12001,,,<4300032>,,1,54172,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30233,入梦,,2,,【达克莱伊专属】额外提升其被动技能等级：30级,1,12001,,,<4300033>,,1,52431,1,0,,activity/brave_challenge/xz_icon/icon_yztz_kz.png
30234,凤王涅盘,,2,,【凤王专属】每个大回合开始前50%概率为敌方全体添加灼烧1回合,1,12001,,,<4300034>,,1,51271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30235,自我再生,,2,,【洛奇亚专属】额外提升其被动技能等级：30级,1,12001,,,<4300035>,,1,51261,1,0,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30301,MAX·忍耐,,2,,【帝王拿波专属】每次行动，永久获得20%暴击抗性（可叠加至10层）,2,22001,,,<4301001>,,1,52033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30302,MAX·叶刃,,2,,【蜥蜴王专属】自身行动后有100%的概率进入隐身1回合（不可连续触发），则隐身状态下，额外获得冷血效果,2,22001,,,<4301002>,,1,51293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30303,MAX·唱反调,,2,,【君主蛇专属】君主蛇在场时，敌方每个单位行动后有60%概率缠绕1回合,2,22001,,,<4301003>,,1,52473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png
30304,MAX·狙射,,2,,【狙射树枭专属】杀目标后自身必然满怒气并获得1回合隐身效果,2,22001,,,<4301004>,,1,53663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30305,MAX·猛火,,2,,【火焰鸡专属】击杀单位时，立刻获得1个额外行动且暴击率额外提升30%,2,22001,,,<4301005>,,1,51303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
30306,MAX·浊流,,2,,【巨沼怪专属】攻击时附带致盲效果对随机4个单位触发致盲效果,2,22001,,,<4301006>,,1,51313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png
30307,MAX·水影分身之术,,2,,【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动并永久提升30%速度,2,22001,,,<4301007>,,1,53303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
