变量名,_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages,block,breakBlock,elementalDamageAdd,elementalDamageDeepen,elementalDamageReduce,elementalDamageSub,finalDamageAdd,finalDamageDeepen,finalDamageReduce,finalDamageSub,ignoreDamageSub,mpAttackRecover,mpBeAttackRecover,shieldPower,strike
63143,,3143,三首恶龙,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63152,,3152,火神蛾,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63211,,3211,莱希拉姆,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63221,,3221,捷克罗姆,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63241,,3241,酋雷姆,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
63261,,3261,美洛耶塔·歌声,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
63342,,3342,火炎狮,7,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63353,,3353,花洁夫人,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63413,,3413,坚盾剑怪·盾牌,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63432,,3432,胖甜妮,7,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63472,,3472,钢炮臂虾,7,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63502,,3502,冰雪巨龙,7,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63511,,3511,摔角鹰人,7,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63543,,3543,黏美龙,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63592,,3592,音波龙,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63611,,3611,伊裴尔塔尔,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63642,,3642,解放胡帕,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63772,,3772,超坏星,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
63843,,3843,甜冷美后,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
64132,,4132,四颚针龙,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
64171,,4172,美录梅塔,7,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
67001,,7001,小智版皮卡丘,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
70003,,3,妙蛙花,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70013,,13,喷火龙,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70023,,23,水箭龟,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70031,,31,绿毛虫,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70402,,402,大钢蛇,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70631,,631,暴鲤龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70641,,641,拉普拉斯,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70701,,701,化石翼龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70753,,753,快龙,8,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70783,,783,大竺葵,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70793,,793,火暴兽,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70803,,803,大力鳄,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70884,,884,超级电龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70893,,893,玛力露丽,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71293,,1293,蜥蜴王,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71303,,1303,火焰鸡,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71313,,1313,巨沼怪,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71893,,1893,暴飞龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71941,,1941,拉帝亚斯,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71951,,1951,拉帝欧斯,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71981,,1981,裂空座,8,,,玩法周期内累计招募1次裂空座后解锁,恭喜解锁裂空座，你已经超过60%的玩家,1,81981,1,4,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
71982,,1982,超级裂空座,8,,,玩法周期内累计认输12次后解锁,恭喜解锁超级裂空座，你已经超过50%的玩家,2,12,1,4,,,,,,,,,,,,,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
72013,,2013,土台龟,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72033,,2033,帝王拿波,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72233,,2233,烈咬陆鲨,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72351,,2351,帝牙卢卡,8,,,获得徽章【时间轮回】后解锁,恭喜解锁帝牙卢卡，你已经超过70%的玩家,3,5121,1,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,,,,,,,,,,,,,,,,
72361,,2361,帕路奇亚,8,,,获得徽章【隐匿空间】后解锁,恭喜解锁帕路奇亚，你已经超过70%的玩家,3,5122,1,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,,,,,,,,,,,,,,,,
72381,,2381,雷吉奇卡斯,8,,,挑战完成本期第9层副本后极大概率解锁,恭喜解锁雷吉奇卡斯，你已经超过30%的玩家,4,19,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
72391,,2391,骑拉帝纳,8,,,挑战完成本期第7层副本后极大概率解锁,恭喜解锁骑拉帝纳，你已经超过20%的玩家,4,17,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
72473,,2473,君主蛇,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72483,,2483,炎武王,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72612,,2612,龙头地鼠,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73003,,3003,双斧战龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73143,,3143,三首恶龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73211,,3211,莱希拉姆,8,,,获得徽章【超频模式】后解锁,恭喜解锁酋雷姆，你已经超过90%的玩家,3,5123,1,4,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,,,,,,,,,,,,,,,,
73221,,3221,捷克罗姆,8,,,玩法周期内累计认输6次后解锁,恭喜解锁捷克罗姆，你已经超过30%的玩家,2,6,1,4,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,,,,,,,,,,,,,,,,
73241,,3241,酋雷姆,8,,,玩法周期内累计招募1次酋雷姆后解锁,恭喜解锁酋雷姆，你已经超过60%的玩家,1,83241,1,4,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
73283,,3283,布里卡隆,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73293,,3293,妖火红狐,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73303,,3303,甲贺忍蛙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73501,,3501,冰雪龙,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73543,,3543,黏美龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73592,,3592,音波龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73663,,3663,狙射树枭,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74132,,4132,四颚针龙,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80004,,4,超级妙蛙花,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80014,,14,超级喷火龙X,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80015,,15,超级喷火龙Y,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80024,,24,超级水箭龟,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80053,,53,大比鸟,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80093,,93,雷丘,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80133,,133,皮可西,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80153,,153,胖可丁,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80163,,163,叉字蝠,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80222,,222,哥达鸭,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80242,,242,风速狗,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80263,,263,胡地,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80264,,264,超级胡地,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80273,,273,怪力,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80283,,283,大食花,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80303,,303,隆隆岩,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80333,,333,自爆磁怪,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80341,,341,大葱鸭,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80372,,372,臭臭泥,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80382,,382,刺甲贝,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80393,,393,耿鬼,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80394,,394,超级耿鬼,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80462,,462,飞腿郎,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80463,,463,快拳郎,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80464,,464,战舞郎,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80472,,472,大舌舔,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80482,,482,双弹瓦斯,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80493,,493,超甲狂犀,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80503,,503,幸福蛋,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn;kr;tw>,,,,,,,,,,,,,,,
80552,,552,宝石海星,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80572,,572,巨钳螳螂,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80574,,574,超级巨钳螳螂,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
80593,,593,电击魔兽,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80603,,603,鸭嘴炎兽,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80692,,692,镰刀盔,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80712,,712,卡比兽,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80721,,721,急冻鸟,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80731,,731,闪电鸟,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80741,,741,火焰鸟,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80761,,761,超梦,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80771,,771,梦幻,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80863,,863,波克基斯,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
80883,,883,电龙,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81032,,1032,天蝎王,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81071,,1071,赫拉克罗斯,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81082,,1082,玛狃拉,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81172,,1172,黑鲁加,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81221,,1221,雷公,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81231,,1231,炎帝,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81241,,1241,水君,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81253,,1253,班基拉斯,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81261,,1261,洛奇亚,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81271,,1271,凤王,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81314,,1314,超级巨沼怪,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81393,,1393,沙奈朵,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81394,,1394,艾路雷朵,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81423,,1423,请假王,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81443,,1443,爆音怪,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81503,,1503,波士可多拉,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81612,,1612,喷火驼,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81802,,1802,诅咒娃娃,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81813,,1813,黑夜魔灵,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81841,,1841,阿勃梭鲁,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81853,,1853,雪妖女,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81863,,1863,帝牙海狮,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81903,,1903,巨金怪,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81911,,1911,雷吉洛克,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81921,,1921,雷吉艾斯,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81931,,1931,雷吉斯奇鲁,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81961,,1961,盖欧卡,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81971,,1971,固拉多,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81981,,1981,裂空座,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
81991,,1991,基拉祈,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn;kr;tw;en;en_us;en_eu>,,,,,,,,,,,,,,,
82073,,2073,伦琴猫,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82242,,2242,路卡利欧,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82272,,2272,毒骷蛙,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82302,,2302,暴雪王,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82303,,2303,超级暴雪王,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82401,,2401,克雷色利亚,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82431,,2431,达克莱伊,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82441,,2441,谢米,9,,,,,,,,4,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82593,,2593,庞岩怪,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82633,,2633,修建老匠,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82683,,2683,蜈蚣王,9,,,,,,,,2,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82723,,2723,流氓鳄,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
82822,,2822,索罗亚克,9,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,
