变量名,levelEnd,levelStart,themeCsvID,rangeFixs,monsters3,monsters2,monsters1
2096,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2593;3502;1172;3012;1903;3143>,<2612;721;2073;2483;3021;3511>
2097,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2073;3472;3003;1221;2822;1841>,<3511;2683;3021;3502;1071;883>
2098,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3293;731;1221;1172;1253;1082>,<1303;721;1813;3342;2924;3511>
2099,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<572;1241;883;3432;2891;333>,<3012;2723;1841;2233;1082;2073>
2100,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<603;2233;2612;3303;1221;3592>,<771;2633;2924;753;1253;3511>
2101,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3003;3021;712;1393;721;2822>,<2633;1813;1231;3293;593;1394>
2102,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3592;1393;2822;1082;712;2612>,<3472;3511;1903;2891;2923;3353>
2103,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1893;1841;631;572;2822;2302>,<3021;1253;2723;2924;2483;1313>
2104,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<593;1172;1231;3413;3143;1241>,<2822;1423;1082;753;3543;2633>
2105,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3511;1423;593;242;1893;3472>,<1082;2683;1303;3342;1841;1813>
2106,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1253;1503;603;3502;242;3021>,<1313;1071;2923;3283;2723;1813>
2107,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3021;1893;3143;1253;741;1071>,<2073;1313;1303;721;2233;333>
2108,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<393;1231;2683;1394;1172;1903>,<1071;242;3293;1423;2923;1813>
2109,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<712;3502;2683;2483;2924;3543>,<1082;2593;2822;1172;631;2873>
2110,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<593;1394;1813;3143;3543;2633>,<1071;753;3293;2822;1221;2302>
2111,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1253;263;2233;712;741;1071>,<1893;1841;393;3303;2612;3342>
2112,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1313;1172;1082;2891;3021;1503>,<333;3293;2073;721;2924;493>
2113,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3543;3021;3432;3293;1241;3592>,<1503;3511;393;2822;3003;3502>
2114,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3543;2483;1293;771;1393;1071>,<263;741;1172;3342;2593;3012>
2115,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2963;1071;3543;1172;1423;631>,<3472;2873;771;1893;731;3353>
2116,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1082;1394;3021;1813;3432;2924>,<1231;2233;2822;263;3353;1903>
2117,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1393;3303;2924;2923;2891;1503>,<1313;712;493;631;3003;2612>
2118,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1253;393;263;3511;1813;3003>,<2891;1393;1071;1313;3432;1221>
2119,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2873;2723;3472;2822;1293;631>,<1082;3143;3413;393;1071;771>
2120,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1423;1221;2924;2593;883;3592>,<2483;1172;2963;1231;1313;2272>
2121,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2891;2633;393;3283;1303;1082>,<2612;1221;3353;731;2873;2073>
2122,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1253;631;2233;333;3021;1293>,<1082;3413;2963;3293;2873;721>
2123,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1394;1393;883;771;1893;2633>,<3511;1313;333;493;2822;731>
2124,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<493;1303;753;2633;1071;731>,<3472;1893;333;242;593;603>
2125,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1293;2073;333;3012;883;771>,<731;3353;3543;2633;242;493>
2126,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<721;3143;2924;3003;3353;2073>,<2923;2272;731;1813;1253;3511>
2127,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<333;493;3283;593;3003;2593>,<1423;712;1303;1231;1393;1893>
2128,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3342;753;721;2822;2873;1893>,<631;242;3472;2891;2483;1241>
2129,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2923;3003;3511;771;1813;2073>,<1253;263;1503;1841;2233;2272>
2130,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2483;3342;712;731;1393;1841>,<263;593;2924;2873;1293;1813>
2131,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<3353;3502;1293;2612;263;3143>,<753;2891;493;3413;1303;393>
2132,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1082;1071;753;393;242;2593>,<771;3021;2073;2633;493;3353>
2133,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2633;2822;3283;1394;1503;2302>,<2683;3012;753;1231;2073;712>
2134,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<1241;3143;712;2891;333;3303>,<2873;1071;2302;2593;3592;1503>
2135,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2612;741;1253;263;3283;1303>,<2633;1221;1813;3413;1231;731>
2136,110,1,<16;17;18;19;20;21;22>,<10;11;12;13;14;15;16;17;18>,,<2963;263;631;1293;3021;3143>,<3342;3432;1841;1303;2483;1172>
2137,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1841;753;333;631;883;1423>,<3413;3012;3283;3021;731;2302>
2138,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2593;2073;3021;1253;1841;631>,<1313;603;333;3592;2272;1813>
2139,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<593;1253;3502;572;1082;1503>,<3413;3432;1172;1903;3003;242>
2140,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1393;2923;1241;3293;2924;3342>,<2683;2593;1813;1903;631;3143>
2141,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<753;393;493;3592;1303;3502>,<572;3413;1313;631;1071;2633>
2142,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1813;2683;3592;3543;3143;263>,<712;3432;771;2923;2633;3472>
2143,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1303;3021;721;2683;1172;1082>,<242;2612;1841;3303;883;3293>
2144,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2891;1293;1423;242;1903;393>,<2612;631;2683;1253;2233;1071>
2145,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<593;2873;3413;721;1082;3293>,<2612;1303;741;2233;1813;2683>
2146,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2873;883;3472;242;1893;721>,<2073;1303;1071;3003;3143;2233>
2147,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1241;242;2302;883;3432;3472>,<2233;3543;2924;3303;2873;1813>
2148,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<741;1313;1172;1893;1253;333>,<2233;771;1841;3003;2633;2891>
2149,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1221;3472;2923;1841;2963;3003>,<3502;603;3592;3413;1813;771>
2150,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3592;631;2272;1172;1313;3342>,<721;2723;2593;753;572;3472>
2151,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1423;3293;2233;2822;2612;1253>,<3511;2302;1841;2073;1082;2593>
2152,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2633;1172;2822;753;1313;721>,<2923;771;3342;2233;1071;2723>
2153,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2612;572;1241;1313;3012;3021>,<2963;3293;2891;3502;1423;3353>
2154,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<393;1503;3143;1393;1423;1893>,<3502;721;1813;1394;2963;3293>
2155,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1172;3353;1071;3413;1503;603>,<333;3012;2593;493;3303;3021>
2156,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3543;3003;1503;2612;1841;2633>,<1893;3472;1241;393;1423;1313>
2157,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3353;3021;2822;572;883;3283>,<2593;1903;393;1071;3143;1423>
2158,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2612;3511;3283;3543;3502;2302>,<1313;603;1253;2073;753;1071>
2159,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<393;2233;572;1241;3543;3303>,<2612;1813;2302;603;771;3592>
2160,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3413;493;3003;2073;2302;3543>,<2891;731;883;1841;1893;1221>
2161,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2891;2593;2612;3021;393;631>,<1313;603;572;2923;753;3003>
2162,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3592;1393;1841;3283;2483;3303>,<1394;1293;2891;3511;3021;3293>
2163,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2963;3543;731;2924;2272;1893>,<1221;593;3432;3502;1253;3342>
2164,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3021;1503;631;2963;3342;263>,<1231;1241;2683;2923;883;3003>
2165,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3511;1082;2822;1253;1394;1903>,<593;3303;3472;2302;2723;2272>
2166,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<393;603;1241;3012;3143;1082>,<721;741;572;1313;2891;2272>
2167,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<721;3432;333;2891;3021;263>,<1293;1893;631;3592;1393;2633>
2168,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3511;2963;3021;1394;1231;2633>,<3502;753;572;3592;1221;731>
2169,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3283;1293;883;3342;1313;3543>,<1241;3413;3293;753;1813;1221>
2170,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1893;3283;1503;1071;3432;3472>,<3003;2723;493;1813;1231;2593>
2171,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1241;2891;3413;3303;1841;741>,<3432;1893;1231;3511;3353;1903>
2172,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<753;1313;3432;731;3543;2302>,<3293;3592;771;883;741;1903>
2173,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2612;593;1893;883;3293;3353>,<1231;2593;3432;3143;731;2483>
2174,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2963;1221;3003;3353;333;263>,<2073;3303;712;493;2483;2233>
2175,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1241;1393;1423;3472;721;3303>,<771;603;393;2612;1231;2483>
2176,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1503;1893;1172;3003;3502;731>,<741;2612;593;263;1293;1231>
2177,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3003;1071;1221;3283;242;631>,<3413;883;1841;3021;603;3511>
2178,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1172;2723;263;3012;2923;2963>,<3353;3283;3003;2302;242;2233>
2179,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3511;603;721;2873;1172;3012>,<1423;2483;2822;2723;3303;1303>
2180,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2924;2723;3021;1503;2683;593>,<2891;753;1813;1082;631;2073>
2181,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<333;1903;1241;493;3543;1423>,<603;1293;1841;1313;731;1893>
2182,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3353;603;593;2924;712;3543>,<2233;1503;2963;333;3303;393>
2183,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<771;2723;1841;1423;1071;263>,<3353;1241;3293;741;1231;1293>
2184,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2923;3012;2233;493;3502;741>,<3303;3293;1503;631;1813;2963>
2185,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2963;1293;1813;3432;712;593>,<1303;731;1393;2683;753;393>
2186,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3283;2873;3012;3303;2891;2612>,<3353;2633;333;593;3543;3143>
2187,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<603;2272;2891;2963;3293;1423>,<3472;2633;883;1071;3003;572>
2188,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<493;741;1893;3283;2483;771>,<3592;1903;1293;721;603;712>
2189,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<631;1303;721;2822;572;1423>,<603;2683;1221;2272;883;1393>
2190,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1293;603;1082;2963;1423;1071>,<2073;721;1172;2891;1231;3293>
2191,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2593;1231;1893;3472;3303;2891>,<2924;3592;2923;3283;2302;1303>
2192,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2593;3432;572;3342;2073;1241>,<242;721;2924;3293;3283;741>
2193,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<333;1303;572;2272;2683;2612>,<2483;1253;3021;753;631;712>
2194,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1423;1313;242;1394;2633;1503>,<3502;753;1813;3303;1231;1293>
2195,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<3502;1231;2683;1253;3283;3012>,<1082;631;1293;3143;2302;3303>
2196,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<2073;1503;3432;3012;2923;2924>,<2612;1393;263;1253;1903;2302>
2197,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<741;2272;2483;3502;1841;2633>,<1221;1231;3293;1503;3511;1172>
2198,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1813;2891;1893;2723;3502;1221>,<1303;1423;2683;1841;883;393>
2199,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<1253;3592;3543;3502;3353;771>,<2612;1394;741;1293;1172;1423>
2200,110,1,<16;17;18;19;20;21;22>,<1;2;3;4;5;6;7;8;9>,,<572;3293;2633;3342;1813;2612>,<493;1303;603;1241;1313;2963>
3001,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1082;2723;741;1253;712>,<3353;603;631;1423;753;1313>
3002,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;883;2723;242;1241;3021>,<572;1893;333;493;2233;3303>
3003,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;1253;1503;3003;3353;393>,<1813;603;1841;753;3543;741>
3004,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;603;3143;3303;1393;1253>,<493;1082;1241;593;721;1293>
3005,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;1313;572;263;2822;393>,<1253;3353;2233;603;1231;1071>
3006,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;1393;2233;3143;1172;1893>,<593;3303;883;741;1303;1503>
3007,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;3353;631;1893;1423;1303>,<1172;1293;3143;753;883;393>
3008,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;1423;1221;2723;3592;771>,<741;1503;1841;493;1082;1253>
3009,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;741;1903;2723;1253;771>,<1394;1893;1221;1313;3413;1172>
3010,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;1813;3003;2822;1293;1082>,<572;2723;3021;1221;712;753>
3011,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<393;712;1313;1253;3543;1423>,<1241;1393;1503;3303;1903;263>
3012,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;1893;1423;631;1071;1813>,<572;3143;1303;2723;3543;1394>
3013,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;1231;1393;1903;3021;3143>,<2233;1394;333;1221;2723;1893>
3014,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;1253;3543;1313;1841;1903>,<1303;3143;572;1893;741;3003>
3015,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;603;631;1241;721;1293>,<1893;2233;1253;741;3303;712>
3016,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;1841;3021;883;3543;593>,<712;603;721;1231;1503;1082>
3017,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;1303;3543;3413;2723;1082>,<712;593;1423;3303;3592;1893>
3018,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;753;3592;3543;1503;741>,<1893;603;883;771;1423;1841>
3019,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3303;593;1231;3003;3143;631>,<3021;263;1903;1813;1394;1393>
3020,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;1241;712;1231;1221;2233>,<1503;1394;731;572;2723;3543>
3021,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;2723;1241;2233;883;572>,<263;1393;3143;771;1841;1813>
3022,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2723;3003;3303;1423;771;333>,<1303;1903;1253;263;1393;593>
3023,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;1394;493;333;3592;753>,<2233;572;2723;1253;2822;741>
3024,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;1503;1231;1071;3003;741>,<593;3413;3143;603;883;1394>
3025,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2723;631;1082;753;712;1241>,<3413;1813;1394;1231;333;731>
3026,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;1082;1313;393;2723;1221>,<741;3413;3021;1813;883;2233>
3027,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;242;1241;3303;3021;1503>,<1394;1841;1082;1231;593;1293>
3028,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;242;1071;3303;1393;593>,<1423;1841;393;1172;883;2233>
3029,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<393;3592;1393;333;1231;493>,<883;771;741;3543;1503;3003>
3030,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;712;3143;1241;593;1393>,<1071;3353;1172;753;1221;721>
3031,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;771;3303;1303;1293;1813>,<3003;631;753;712;3021;1893>
3032,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;593;1082;3303;753;1172>,<572;1303;1393;1813;1241;1313>
3033,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;712;1172;3143;1394;631>,<883;771;493;1082;263;1071>
3034,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;753;593;1241;393;2723>,<1893;1393;1394;3143;741;572>
3035,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;263;1841;1231;731;1394>,<3143;721;741;771;1082;1813>
3036,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<753;3413;493;333;1393;3143>,<1253;1841;263;731;1423;603>
3037,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;1253;1393;242;1231;2723>,<593;741;3413;2233;1503;3021>
3038,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<263;1423;593;1071;631;1503>,<1393;3303;1394;333;3543;712>
3039,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;2822;1221;1393;2723;1241>,<721;3021;1172;1394;1313;731>
3040,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;3353;263;1241;603;3143>,<1082;593;3003;1221;1841;3413>
3041,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;883;1903;1893;1813;263>,<1221;3143;2233;572;1293;1394>
3042,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;1221;1893;3592;1503;741>,<1172;1393;3003;1813;2723;753>
3043,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;2233;3543;1903;721;1172>,<3143;2723;883;572;741;1503>
3044,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;771;603;2723;1394;1313>,<1253;1082;631;242;1393;1303>
3045,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;263;1303;741;753;1071>,<1893;1903;712;2233;572;731>
3046,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;493;1903;1313;2723;1893>,<1172;712;1082;1393;883;572>
3047,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;3021;1303;3543;721;731>,<1172;1221;3143;263;1293;1841>
3048,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;3543;1241;2822;2723;712>,<1841;1503;333;493;603;593>
3049,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;3303;1221;712;1082;2723>,<631;603;1841;3021;2233;3143>
3050,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;493;1303;1393;3003;3353>,<731;1082;3021;1813;3413;1423>
3051,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;731;2723;3143;1241;1231>,<603;3543;712;1893;393;3021>
3052,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3543;1393;1303;1503;731;1394>,<753;3413;3021;572;333;1813>
