变量名,spineRes,unlockType2,unlockType1,levelUpCostTime,name,res,open,desc,level,buildType,buildID,levelUpCost,unlockParams1,unlockParams2,relicTabPos,touchSize,languages
615,townbuilding/3yinhang.skel,,1,43200,金融银行,city/town/map/building/14_2.png,,,15,6,6,{8202=159900;8203=239800;gold=1400000},<1;15>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
616,townbuilding/3yinhang.skel,,1,46800,金融银行,city/town/map/building/14_2.png,,,16,6,6,{8202=238400;8203=357500;gold=1500000},<1;16>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
617,townbuilding/3yinhang.skel,,1,50400,金融银行,city/town/map/building/14_2.png,,,17,6,6,{8202=583700;8203=875500;gold=1600000},<1;17>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
618,townbuilding/3yinhang.skel,,1,54000,金融银行,city/town/map/building/14_2.png,,,18,6,6,{8202=1069200;8203=1603900;gold=1700000},<1;18>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
619,townbuilding/3yinhang.skel,,1,57600,金融银行,city/town/map/building/14_2.png,,,19,6,6,{8202=1365700;8203=2048500;gold=1800000},<1;19>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
620,townbuilding/3yinhang.skel,,1,61200,金融银行,city/town/map/building/14_2.png,,,20,6,6,{8202=3667500;8203=2484000;gold=1800000},<1;20>,,,<<8;73>;<210;-12>;<259;6>;<267;61>;<228;107>;<215;162>;<115;243>;<65;178>;<0;148>>,
701,,,1,,未知探险,city/town/map/building/16_2.png,,,,7,7,,<1;7>,,,<<-5;47>;<55;81>;<35;96>;<98;135>;<106;174>;<179;218>;<246;149>;<367;78>;<229;-3>;<154;31>;<90;-2>>,
801,townbuilding/1gongchang.skel,,1,,炼金厂,city/town/map/building/18.png,,,,3,8,,<1;6>,,,<<87;-21>;<249;65>;<195;141>;<115;180>;<-76;80>;<-67;59>>,
802,townbuilding/1gongchang.skel,,,10,炼金厂,city/town/map/building/18.png,,,2,3,8,{8202=30;gold=100000},,,,<<87;-21>;<249;65>;<195;141>;<115;180>;<-76;80>;<-67;59>>,
803,townbuilding/1gongchang.skel,,,30,炼金厂,city/town/map/building/18.png,,,3,3,8,{8202=63;gold=200000},,,,<<87;-21>;<249;65>;<195;141>;<115;180>;<-76;80>;<-67;59>>,
804,townbuilding/1gongchang.skel,,,120,炼金厂,city/town/map/building/18.png,,,4,3,8,{8202=80;gold=300000},,,,<<87;-21>;<249;65>;<195;141>;<115;180>;<-76;80>;<-67;59>>,
805,townbuilding/1gongchang.skel,,,540,炼金厂,city/town/map/building/18.png,,,5,3,8,{8202=150;gold=400000},,,,<<87;-21>;<249;65>;<195;141>;<115;180>;<-76;80>;<-67;59>>,
806,townbuilding/2gongchang.skel,,,1320,炼金厂,city/town/map/building/18_1.png,,,6,3,8,{8202=1095;gold=500000},,,,<<95;-32>;<269;60>;<219;147>;<108;198>;<-53;97>;<-73;57>>,
807,townbuilding/2gongchang.skel,,1,2860,炼金厂,city/town/map/building/18_1.png,,,7,3,8,{8202=3810;gold=600000},<1;7>,,,<<95;-32>;<269;60>;<219;147>;<108;198>;<-53;97>;<-73;57>>,
808,townbuilding/2gongchang.skel,,1,4800,炼金厂,city/town/map/building/18_1.png,,,8,3,8,{8202=14400;gold=700000},<1;8>,,,<<95;-32>;<269;60>;<219;147>;<108;198>;<-53;97>;<-73;57>>,
809,townbuilding/2gongchang.skel,,1,6500,炼金厂,city/town/map/building/18_1.png,,,9,3,8,{8202=16650;gold=800000},<1;9>,,,<<95;-32>;<269;60>;<219;147>;<108;198>;<-53;97>;<-73;57>>,
810,townbuilding/2gongchang.skel,,1,8120,炼金厂,city/town/map/building/18_1.png,,,10,3,8,{8202=19800;gold=900000},<1;10>,,,<<95;-32>;<269;60>;<219;147>;<108;198>;<-53;97>;<-73;57>>,
811,townbuilding/3gongchang.skel,,1,9600,炼金厂,city/town/map/building/18_2.png,,,11,3,8,{8202=27900;gold=1000000},<1;11>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
812,townbuilding/3gongchang.skel,,1,10800,炼金厂,city/town/map/building/18_2.png,,,12,3,8,{8202=32400;gold=1100000},<1;12>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
813,townbuilding/3gongchang.skel,,1,12000,炼金厂,city/town/map/building/18_2.png,,,13,3,8,{8202=52650;gold=1200000},<1;13>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
814,townbuilding/3gongchang.skel,,1,13200,炼金厂,city/town/map/building/18_2.png,,,14,3,8,{8202=67500;gold=1300000},<1;14>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
815,townbuilding/3gongchang.skel,,1,14400,炼金厂,city/town/map/building/18_2.png,,,15,3,8,{8202=83250;gold=1400000},<1;15>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
816,townbuilding/3gongchang.skel,,1,15600,炼金厂,city/town/map/building/18_2.png,,,16,3,8,{8202=99000;gold=1500000},<1;16>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
817,townbuilding/3gongchang.skel,,1,16800,炼金厂,city/town/map/building/18_2.png,,,17,3,8,{8202=153000;gold=1600000},<1;17>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
818,townbuilding/3gongchang.skel,,1,18000,炼金厂,city/town/map/building/18_2.png,,,18,3,8,{8202=389250;gold=1700000},<1;18>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
819,townbuilding/3gongchang.skel,,1,19200,炼金厂,city/town/map/building/18_2.png,,,19,3,8,{8202=742500;gold=1800000},<1;19>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
820,townbuilding/3gongchang.skel,,1,20400,炼金厂,city/town/map/building/18_2.png,,,20,3,8,{8202=990000;gold=1800000},<1;20>,,,<<92;-44>;<288;62>;<236;134>;<195;187>;<148;212>;<13;150>;<-82;116>;<-107;61>>,
901,townbuilding/1famuchang.skel,,1,,伐木场,city/town/map/building/2.png,,,,4,9,,<1;6>,,,<<89;-32>;<228;43>;<209;98>;<107;151>;<-36;71>>,
902,townbuilding/1famuchang.skel,,,10,伐木场,city/town/map/building/2.png,,,2,4,9,{8203=30;gold=100000},,,,<<89;-32>;<228;43>;<209;98>;<107;151>;<-36;71>>,
903,townbuilding/1famuchang.skel,,,30,伐木场,city/town/map/building/2.png,,,3,4,9,{8203=63;gold=200000},,,,<<89;-32>;<228;43>;<209;98>;<107;151>;<-36;71>>,
904,townbuilding/1famuchang.skel,,,120,伐木场,city/town/map/building/2.png,,,4,4,9,{8203=80;gold=300000},,,,<<89;-32>;<228;43>;<209;98>;<107;151>;<-36;71>>,
905,townbuilding/1famuchang.skel,,,540,伐木场,city/town/map/building/2.png,,,5,4,9,{8203=150;gold=400000},,,,<<89;-32>;<228;43>;<209;98>;<107;151>;<-36;71>>,
906,townbuilding/2fmc.skel,,,1320,伐木场,city/town/map/building/2_1.png,,,6,4,9,{8203=1095;gold=500000},,,,<<-11;40>;<-1;110>;<100;154>;<218;107>;<238;49>;<89;-29>>,
907,townbuilding/2fmc.skel,,1,2860,伐木场,city/town/map/building/2_1.png,,,7,4,9,{8203=3810;gold=600000},<1;7>,,,<<-11;40>;<-1;110>;<100;154>;<218;107>;<238;49>;<89;-29>>,
908,townbuilding/2fmc.skel,,1,4800,伐木场,city/town/map/building/2_1.png,,,8,4,9,{8203=14400;gold=700000},<1;8>,,,<<-11;40>;<-1;110>;<100;154>;<218;107>;<238;49>;<89;-29>>,
909,townbuilding/2fmc.skel,,1,6500,伐木场,city/town/map/building/2_1.png,,,9,4,9,{8203=16650;gold=800000},<1;9>,,,<<-11;40>;<-1;110>;<100;154>;<218;107>;<238;49>;<89;-29>>,
910,townbuilding/2fmc.skel,,1,8120,伐木场,city/town/map/building/2_1.png,,,10,4,9,{8203=19800;gold=900000},<1;10>,,,<<-11;40>;<-1;110>;<100;154>;<218;107>;<238;49>;<89;-29>>,
911,townbuilding/3famuchang.skel,,1,9600,伐木场,city/town/map/building/2_2.png,,,11,4,9,{8203=27900;gold=1000000},<1;11>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
912,townbuilding/3famuchang.skel,,1,10800,伐木场,city/town/map/building/2_2.png,,,12,4,9,{8203=32400;gold=1100000},<1;12>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
913,townbuilding/3famuchang.skel,,1,12000,伐木场,city/town/map/building/2_2.png,,,13,4,9,{8203=52650;gold=1200000},<1;13>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
914,townbuilding/3famuchang.skel,,1,13200,伐木场,city/town/map/building/2_2.png,,,14,4,9,{8203=67500;gold=1300000},<1;14>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
915,townbuilding/3famuchang.skel,,1,14400,伐木场,city/town/map/building/2_2.png,,,15,4,9,{8203=83250;gold=1400000},<1;15>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
916,townbuilding/3famuchang.skel,,1,15600,伐木场,city/town/map/building/2_2.png,,,16,4,9,{8203=99000;gold=1500000},<1;16>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
917,townbuilding/3famuchang.skel,,1,16800,伐木场,city/town/map/building/2_2.png,,,17,4,9,{8203=153000;gold=1600000},<1;17>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
918,townbuilding/3famuchang.skel,,1,18000,伐木场,city/town/map/building/2_2.png,,,18,4,9,{8203=389250;gold=1700000},<1;18>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
919,townbuilding/3famuchang.skel,,1,19200,伐木场,city/town/map/building/2_2.png,,,19,4,9,{8203=742500;gold=1800000},<1;19>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
920,townbuilding/3famuchang.skel,,1,20400,伐木场,city/town/map/building/2_2.png,,,20,4,9,{8203=990000;gold=1800000},<1;20>,,,<<87;-9>;<216;21>;<263;55>;<255;99>;<147;188>;<99;214>;<36;160>;<-67;105>;<-86;67>;<0;14>>,
1001,,,1,,超级市场,city/town/map/building/5.png,,,,10,10,,<1;5>,,,<<85;-29>;<247;55>;<247;124>;<84;176>;<-57;127>;<-45;49>>,
1101,,,1,,拜访,city/town/map/building/21.png,,,,11,11,,<1;4>,,,<<-8;156>;<50;191>;<154;193>;<196;115>;<137;65>;<57;81>>,
1201,townbuilding/1xuyuanchi.skel,,1,,许愿池,,,,,12,12,,<1;8>,,,,
1202,townbuilding/1xuyuanchi.skel,4,1,90000,许愿池,,,,2,12,12,{8202=198000;8203=198000},<1;10>,<5>,,,
1203,townbuilding/2xuyuanchi.skel,4,1,120000,许愿池,,,,3,12,12,{8202=324000;8203=324000},<1;12>,<10>,,,
1204,townbuilding/2xuyuanchi.skel,4,1,150000,许愿池,,,,4,12,12,{8202=675000;8203=675000},<1;14>,<20>,,,
1205,townbuilding/3xuyuanchi.skel,4,1,180000,许愿池,,,,5,12,12,{8202=990000;8203=990000},<1;16>,<30>,,,
1301,townbuilding/djrukou.skel,,1,,派对,,,,,11,13,,<2;3>,,,,
10101,,,1,,小憩花园,city/town/map/building/3.png,,,,10101,101,,<1;4>,,,<<-7;75>;<120;168>;<166;203>;<252;161>;<329;103>;<393;44>;<225;-45>>,
10201,,,1,,大漠遗迹,city/town/map/building/23.png,,,,8,14,,<1;19>,,{scale=0.8;x=0;y=-30},,
10202,,,1,54000,大漠遗迹,city/town/map/building/23.png,,,2,8,14,{8202=100000;8203=100000;coin16=100},<1;19>,,{scale=0.8;x=0;y=-30},,
10203,,,1,57000,大漠遗迹,city/town/map/building/23.png,,,3,8,14,{8202=120000;8203=120000;coin16=120},<1;19>,,{scale=0.8;x=0;y=-30},,
10204,,,1,60000,大漠遗迹,city/town/map/building/23.png,,,4,8,14,{8202=140000;8203=140000;coin16=140},<1;19>,,{scale=0.8;x=0;y=-30},,
10205,,,1,63000,大漠遗迹,city/town/map/building/23.png,,,5,8,14,{8202=160000;8203=160000;coin16=160},<1;19>,,{scale=0.8;x=0;y=-30},,
10206,,,1,66000,大漠遗迹,city/town/map/building/23.png,,,6,8,14,{8202=180000;8203=180000;coin16=180},<1;19>,,{scale=0.8;x=0;y=-30},,
10207,,,1,69000,大漠遗迹,city/town/map/building/23.png,,,7,8,14,{8202=200000;8203=200000;coin16=200},<1;19>,,{scale=0.8;x=0;y=-30},,
10208,,,1,72000,大漠遗迹,city/town/map/building/23.png,,,8,8,14,{8202=220000;8203=220000;coin16=220},<1;19>,,{scale=0.8;x=0;y=-30},,
10209,,,1,75000,大漠遗迹,city/town/map/building/23.png,,,9,8,14,{8202=240000;8203=240000;coin16=240},<1;19>,,{scale=0.8;x=0;y=-30},,
10210,,,1,78000,大漠遗迹,city/town/map/building/23_1.png,,,10,8,14,{8202=260000;8203=260000;coin16=260},<1;19>,,{scale=0.8;x=0;y=-30},,
10211,,,1,81000,大漠遗迹,city/town/map/building/23_1.png,,,11,8,14,{8202=280000;8203=280000;coin16=280},<1;20>,,{scale=0.8;x=0;y=-30},,
10212,,,1,84000,大漠遗迹,city/town/map/building/23_1.png,,,12,8,14,{8202=300000;8203=300000;coin16=300},<1;20>,,{scale=0.8;x=0;y=-30},,
10213,,,1,87000,大漠遗迹,city/town/map/building/23_1.png,,,13,8,14,{8202=320000;8203=320000;coin16=320},<1;20>,,{scale=0.8;x=0;y=-30},,
10214,,,1,90000,大漠遗迹,city/town/map/building/23_1.png,,,14,8,14,{8202=340000;8203=340000;coin16=340},<1;20>,,{scale=0.8;x=0;y=-30},,
10215,,,1,93000,大漠遗迹,city/town/map/building/23_1.png,,,15,8,14,{8202=360000;8203=360000;coin16=360},<1;20>,,{scale=0.8;x=0;y=-30},,
10216,,,1,96000,大漠遗迹,city/town/map/building/23_1.png,,,16,8,14,{8202=380000;8203=380000;coin16=380},<1;20>,,{scale=0.8;x=0;y=-30},,
10217,,,1,99000,大漠遗迹,city/town/map/building/23_1.png,,,17,8,14,{8202=400000;8203=400000;coin16=400},<1;20>,,{scale=0.8;x=0;y=-30},,
10218,,,1,102000,大漠遗迹,city/town/map/building/23_1.png,,,18,8,14,{8202=420000;8203=420000;coin16=420},<1;20>,,{scale=0.8;x=0;y=-30},,
10219,,,1,105000,大漠遗迹,city/town/map/building/23_1.png,,,19,8,14,{8202=440000;8203=440000;coin16=440},<1;20>,,{scale=0.8;x=0;y=-30},,
10220,,,1,108000,大漠遗迹,city/town/map/building/23_2.png,,,20,8,14,{8202=460000;8203=460000;coin16=460},<1;20>,,{scale=0.7;x=0;y=-50},,
10221,,,1,111000,大漠遗迹,city/town/map/building/23_2.png,,,21,8,14,{8202=480000;8203=480000;coin16=480},<1;20>,,{scale=0.7;x=0;y=-50},,
10222,,,1,117000,大漠遗迹,city/town/map/building/23_2.png,,,22,8,14,{8202=500000;8203=500000;coin16=500},<1;20>,,{scale=0.7;x=0;y=-50},,
10223,,,1,123000,大漠遗迹,city/town/map/building/23_2.png,,,23,8,14,{8202=520000;8203=520000;coin16=520},<1;20>,,{scale=0.7;x=0;y=-50},,
10224,,,1,129000,大漠遗迹,city/town/map/building/23_2.png,,,24,8,14,{8202=540000;8203=540000;coin16=540},<1;20>,,{scale=0.7;x=0;y=-50},,
10225,,,1,135000,大漠遗迹,city/town/map/building/23_2.png,,,25,8,14,{8202=560000;8203=560000;coin16=560},<1;20>,,{scale=0.7;x=0;y=-50},,
10226,,,1,141000,大漠遗迹,city/town/map/building/23_2.png,,,26,8,14,{8202=580000;8203=580000;coin16=580},<1;20>,,{scale=0.7;x=0;y=-50},,
10227,,,1,147000,大漠遗迹,city/town/map/building/23_2.png,,,27,8,14,{8202=600000;8203=600000;coin16=600},<1;20>,,{scale=0.7;x=0;y=-50},,
10228,,,1,153000,大漠遗迹,city/town/map/building/23_2.png,,,28,8,14,{8202=620000;8203=620000;coin16=620},<1;20>,,{scale=0.7;x=0;y=-50},,
10229,,,1,159000,大漠遗迹,city/town/map/building/23_2.png,,,29,8,14,{8202=640000;8203=640000;coin16=640},<1;20>,,{scale=0.7;x=0;y=-50},,
10230,,,1,165000,大漠遗迹,city/town/map/building/23_3.png,,,30,8,14,{8202=660000;8203=660000;coin16=660},<1;20>,,{scale=0.7;x=0;y=-100},,
10231,,,1,171000,大漠遗迹,city/town/map/building/23_3.png,,,31,8,14,{8202=680000;8203=680000;coin16=680},<1;20>,,{scale=0.7;x=0;y=-100},,
10232,,,1,177000,大漠遗迹,city/town/map/building/23_3.png,,,32,8,14,{8202=700000;8203=700000;coin16=700},<1;20>,,{scale=0.7;x=0;y=-100},,
10233,,,1,183000,大漠遗迹,city/town/map/building/23_3.png,,,33,8,14,{8202=720000;8203=720000;coin16=720},<1;20>,,{scale=0.7;x=0;y=-100},,
10234,,,1,189000,大漠遗迹,city/town/map/building/23_3.png,,,34,8,14,{8202=740000;8203=740000;coin16=740},<1;20>,,{scale=0.7;x=0;y=-100},,
10235,,,1,195000,大漠遗迹,city/town/map/building/23_3.png,,,35,8,14,{8202=760000;8203=760000;coin16=760},<1;20>,,{scale=0.7;x=0;y=-100},,
10236,,,1,201000,大漠遗迹,city/town/map/building/23_3.png,,,36,8,14,{8202=780000;8203=780000;coin16=780},<1;20>,,{scale=0.7;x=0;y=-100},,
10237,,,1,207000,大漠遗迹,city/town/map/building/23_3.png,,,37,8,14,{8202=800000;8203=800000;coin16=800},<1;20>,,{scale=0.7;x=0;y=-100},,
10238,,,1,213000,大漠遗迹,city/town/map/building/23_3.png,,,38,8,14,{8202=820000;8203=820000;coin16=820},<1;20>,,{scale=0.7;x=0;y=-100},,
10239,,,1,219000,大漠遗迹,city/town/map/building/23_3.png,,,39,8,14,{8202=840000;8203=840000;coin16=840},<1;20>,,{scale=0.7;x=0;y=-100},,
10240,,,1,225000,大漠遗迹,city/town/map/building/23_4.png,,,40,8,14,{8202=860000;8203=860000;coin16=860},<1;20>,,{scale=0.7;x=0;y=-115},,
10241,,,1,231000,大漠遗迹,city/town/map/building/23_4.png,,,41,8,14,{8202=880000;8203=880000;coin16=880},<1;20>,,{scale=0.7;x=0;y=-115},,
10242,,,1,237000,大漠遗迹,city/town/map/building/23_4.png,,,42,8,14,{8202=900000;8203=900000;coin16=900},<1;20>,,{scale=0.7;x=0;y=-115},,
10243,,,1,243000,大漠遗迹,city/town/map/building/23_4.png,,,43,8,14,{8202=920000;8203=920000;coin16=920},<1;20>,,{scale=0.7;x=0;y=-115},,
10244,,,1,249000,大漠遗迹,city/town/map/building/23_4.png,,,44,8,14,{8202=940000;8203=940000;coin16=940},<1;20>,,{scale=0.7;x=0;y=-115},,
10245,,,1,255000,大漠遗迹,city/town/map/building/23_4.png,,,45,8,14,{8202=960000;8203=960000;coin16=960},<1;20>,,{scale=0.7;x=0;y=-115},,
10246,,,1,261000,大漠遗迹,city/town/map/building/23_4.png,,,46,8,14,{8202=980000;8203=980000;coin16=980},<1;20>,,{scale=0.7;x=0;y=-115},,
10247,,,1,267000,大漠遗迹,city/town/map/building/23_4.png,,,47,8,14,{8202=1000000;8203=1000000;coin16=1000},<1;20>,,{scale=0.7;x=0;y=-115},,
10248,,,1,273000,大漠遗迹,city/town/map/building/23_4.png,,,48,8,14,{8202=1020000;8203=1020000;coin16=1020},<1;20>,,{scale=0.7;x=0;y=-115},,
10249,,,1,279000,大漠遗迹,city/town/map/building/23_4.png,,,49,8,14,{8202=1040000;8203=1040000;coin16=1040},<1;20>,,{scale=0.7;x=0;y=-115},,
10250,,,1,285000,大漠遗迹,city/town/map/building/23_5.png,,,50,8,14,{8202=1060000;8203=1060000;coin16=1060},<1;20>,,{scale=0.6;x=0;y=-85},,
10301,,,1,,山城遗迹,city/town/map/building/24.png,,,,9,15,,<1;19>,,{scale=0.8;x=0;y=-30},,
10302,,,1,54000,山城遗迹,city/town/map/building/24.png,,,2,9,15,{8202=100000;8203=100000;coin16=100},<1;19>,,{scale=0.8;x=0;y=-30},,
10303,,,1,57000,山城遗迹,city/town/map/building/24.png,,,3,9,15,{8202=120000;8203=120000;coin16=120},<1;19>,,{scale=0.8;x=0;y=-30},,
10304,,,1,60000,山城遗迹,city/town/map/building/24.png,,,4,9,15,{8202=140000;8203=140000;coin16=140},<1;19>,,{scale=0.8;x=0;y=-30},,
10305,,,1,63000,山城遗迹,city/town/map/building/24.png,,,5,9,15,{8202=160000;8203=160000;coin16=160},<1;19>,,{scale=0.8;x=0;y=-30},,
10306,,,1,66000,山城遗迹,city/town/map/building/24.png,,,6,9,15,{8202=180000;8203=180000;coin16=180},<1;19>,,{scale=0.8;x=0;y=-30},,
10307,,,1,69000,山城遗迹,city/town/map/building/24.png,,,7,9,15,{8202=200000;8203=200000;coin16=200},<1;19>,,{scale=0.8;x=0;y=-30},,
10308,,,1,72000,山城遗迹,city/town/map/building/24.png,,,8,9,15,{8202=220000;8203=220000;coin16=220},<1;19>,,{scale=0.8;x=0;y=-30},,
10309,,,1,75000,山城遗迹,city/town/map/building/24.png,,,9,9,15,{8202=240000;8203=240000;coin16=240},<1;19>,,{scale=0.8;x=0;y=-30},,
10310,,,1,78000,山城遗迹,city/town/map/building/24_1.png,,,10,9,15,{8202=260000;8203=260000;coin16=260},<1;19>,,{scale=0.8;x=0;y=-35},,
10311,,,1,81000,山城遗迹,city/town/map/building/24_1.png,,,11,9,15,{8202=280000;8203=280000;coin16=280},<1;20>,,{scale=0.8;x=0;y=-35},,
10312,,,1,84000,山城遗迹,city/town/map/building/24_1.png,,,12,9,15,{8202=300000;8203=300000;coin16=300},<1;20>,,{scale=0.8;x=0;y=-35},,
10313,,,1,87000,山城遗迹,city/town/map/building/24_1.png,,,13,9,15,{8202=320000;8203=320000;coin16=320},<1;20>,,{scale=0.8;x=0;y=-35},,
10314,,,1,90000,山城遗迹,city/town/map/building/24_1.png,,,14,9,15,{8202=340000;8203=340000;coin16=340},<1;20>,,{scale=0.8;x=0;y=-35},,
10315,,,1,93000,山城遗迹,city/town/map/building/24_1.png,,,15,9,15,{8202=360000;8203=360000;coin16=360},<1;20>,,{scale=0.8;x=0;y=-35},,
10316,,,1,96000,山城遗迹,city/town/map/building/24_1.png,,,16,9,15,{8202=380000;8203=380000;coin16=380},<1;20>,,{scale=0.8;x=0;y=-35},,
10317,,,1,99000,山城遗迹,city/town/map/building/24_1.png,,,17,9,15,{8202=400000;8203=400000;coin16=400},<1;20>,,{scale=0.8;x=0;y=-35},,
10318,,,1,102000,山城遗迹,city/town/map/building/24_1.png,,,18,9,15,{8202=420000;8203=420000;coin16=420},<1;20>,,{scale=0.8;x=0;y=-35},,
10319,,,1,105000,山城遗迹,city/town/map/building/24_1.png,,,19,9,15,{8202=440000;8203=440000;coin16=440},<1;20>,,{scale=0.8;x=0;y=-35},,
10320,,,1,108000,山城遗迹,city/town/map/building/24_2.png,,,20,9,15,{8202=460000;8203=460000;coin16=460},<1;20>,,{scale=0.7;x=0;y=-35},,
10321,,,1,111000,山城遗迹,city/town/map/building/24_2.png,,,21,9,15,{8202=480000;8203=480000;coin16=480},<1;20>,,{scale=0.7;x=0;y=-35},,
10322,,,1,117000,山城遗迹,city/town/map/building/24_2.png,,,22,9,15,{8202=500000;8203=500000;coin16=500},<1;20>,,{scale=0.7;x=0;y=-35},,
10323,,,1,123000,山城遗迹,city/town/map/building/24_2.png,,,23,9,15,{8202=520000;8203=520000;coin16=520},<1;20>,,{scale=0.7;x=0;y=-35},,
10324,,,1,129000,山城遗迹,city/town/map/building/24_2.png,,,24,9,15,{8202=540000;8203=540000;coin16=540},<1;20>,,{scale=0.7;x=0;y=-35},,
10325,,,1,135000,山城遗迹,city/town/map/building/24_2.png,,,25,9,15,{8202=560000;8203=560000;coin16=560},<1;20>,,{scale=0.7;x=0;y=-35},,
10326,,,1,141000,山城遗迹,city/town/map/building/24_2.png,,,26,9,15,{8202=580000;8203=580000;coin16=580},<1;20>,,{scale=0.7;x=0;y=-35},,
10327,,,1,147000,山城遗迹,city/town/map/building/24_2.png,,,27,9,15,{8202=600000;8203=600000;coin16=600},<1;20>,,{scale=0.7;x=0;y=-35},,
10328,,,1,153000,山城遗迹,city/town/map/building/24_2.png,,,28,9,15,{8202=620000;8203=620000;coin16=620},<1;20>,,{scale=0.7;x=0;y=-35},,
10329,,,1,159000,山城遗迹,city/town/map/building/24_2.png,,,29,9,15,{8202=640000;8203=640000;coin16=640},<1;20>,,{scale=0.7;x=0;y=-35},,
10330,,,1,165000,山城遗迹,city/town/map/building/24_3.png,,,30,9,15,{8202=660000;8203=660000;coin16=660},<1;20>,,{scale=0.7;x=10;y=-40},,
10331,,,1,171000,山城遗迹,city/town/map/building/24_3.png,,,31,9,15,{8202=680000;8203=680000;coin16=680},<1;20>,,{scale=0.7;x=10;y=-40},,
10332,,,1,177000,山城遗迹,city/town/map/building/24_3.png,,,32,9,15,{8202=700000;8203=700000;coin16=700},<1;20>,,{scale=0.7;x=10;y=-40},,
10333,,,1,183000,山城遗迹,city/town/map/building/24_3.png,,,33,9,15,{8202=720000;8203=720000;coin16=720},<1;20>,,{scale=0.7;x=10;y=-40},,
10334,,,1,189000,山城遗迹,city/town/map/building/24_3.png,,,34,9,15,{8202=740000;8203=740000;coin16=740},<1;20>,,{scale=0.7;x=10;y=-40},,
10335,,,1,195000,山城遗迹,city/town/map/building/24_3.png,,,35,9,15,{8202=760000;8203=760000;coin16=760},<1;20>,,{scale=0.7;x=10;y=-40},,
10336,,,1,201000,山城遗迹,city/town/map/building/24_3.png,,,36,9,15,{8202=780000;8203=780000;coin16=780},<1;20>,,{scale=0.7;x=10;y=-40},,
10337,,,1,207000,山城遗迹,city/town/map/building/24_3.png,,,37,9,15,{8202=800000;8203=800000;coin16=800},<1;20>,,{scale=0.7;x=10;y=-40},,
10338,,,1,213000,山城遗迹,city/town/map/building/24_3.png,,,38,9,15,{8202=820000;8203=820000;coin16=820},<1;20>,,{scale=0.7;x=10;y=-40},,
10339,,,1,219000,山城遗迹,city/town/map/building/24_3.png,,,39,9,15,{8202=840000;8203=840000;coin16=840},<1;20>,,{scale=0.7;x=10;y=-40},,
10340,,,1,225000,山城遗迹,city/town/map/building/24_4.png,,,40,9,15,{8202=860000;8203=860000;coin16=860},<1;20>,,{scale=0.7;x=20;y=-75},,
