变量名,res2,expAdd,icon,repeatExpAdd,desc,spineRes,startResScale,quality,type,position,series,currentNum,res,showTest,decorativeness,floorStackMax,stackMax,spineRes2,name,repeatDecorateProp,spineData,attr,size,startPos,touchSize,startPos2,touchSize2,treadArea,relSize,languages
74011,,60,config/item/furniture/icon_chaji2.png,30,夏日·季节限定哦！是很轻巧的材质做成的，虽然拉取抽屉的时候会有一点小杂音，但是还是比较稳固的,,,,301,,,,city/town/furniture/zhuozi/img_chaji2.png,,17,1,3,,轻巧茶几,,,{flip=TRUE},{height=3;width=2},{x=-99;y=26},<<48;3>;<137;46>;<137;77>;<90;111>;<1;59>;<1;27>>,,,<<0;1>;<0;2>;<0;3>>,,<cn;tw;en;en_eu;en_us;kr>
74012,,70,config/item/furniture/icon_chaji4.png,30,最好不过自己的小屋了！茶几上的花永远绽放，热茶永远清香,,,,301,,141,,city/town/furniture/zhuozi/img_zhuozi2.png,,20,2,5,,欧式立脚茶几,<1;0.4>,,{flip=TRUE},{height=2;width=3},{x=-207;y=19},<<104;0>;<164;31>;<170;70>;<75;125>;<1;90>;<9;45>>,,,<<2;0>;<1;3>;<2;3>;<3;3>>,,
74013,,365,config/item/furniture/icon_chaji3.png,175,圆圆的南瓜造型栩栩如生，颜色明亮的如同刚摘取的新鲜南瓜一样，感觉就连茶几上放着的清茶都能透出一股甜甜的南瓜香气,,,,301,,128,,city/town/furniture/zhuozi/img_chaji3.png,,38,1,3,,南瓜型茶几,,,{flip=TRUE},{height=2;width=2},{x=-133;y=27},<<67;0>;<112;24>;<130;63>;<96;115>;<30;108>;<-1;64>;<14;26>>,,,<<0;1>;<0;2>>,,<cn;tw;en;en_us;en_eu;kr>
74014,,250,config/item/furniture/icon_canzhuo1.png,120,明亮的黄色桌旗衬的桌上的南瓜灯上刻着的笑容更加邪恶了……万圣之夜在这里用餐，嗯！有诡怪古堡那味儿了！,,,1,301,,129,,city/town/furniture/zhuozi/img_canzhuo1.png,,54,1,3,,岩板长餐桌,,,{flip=TRUE},{height=2;width=5},{x=-407;y=16},<<212;3>;<268;28>;<266;78>;<58;193>;<18;175>;<0;144>;<23;97>>,,,<<6;1>;<6;2>;<0;2>;<0;1>>,,<cn;tw;en;en_us;en_eu;kr>
74015,,95,config/item/furniture/icon_zhuozi2.png,45,呃…要喝茶的话请另外自备茶壶，桌子上的是怖思壶在玩角色扮演,townfurniture/shengdanjiayuan_chaji.skel,,,301,,131,,,,19,1,3,,年轮茶几,,{effect_loop=<effect_loop>;size={width=155;height=145}},{flip=TRUE},{height=2;width=3},{x=-186;y=30},<<87;1>;<151;28>;<150;77>;<55;129>;<1;96>;<1;43>>,,,<<3;0>;<2;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
74016,,155,config/item/furniture/icon_chaji5.png,75,粉嫩的红色与白色交织，看起来很像是草莓牛奶味的棒棒糖没错，但是不能舔食哦,,1.97,,301,,139,,city/town/furniture/zhuozi/img_chaji4.png,,19,1,3,,炫彩棒棒糖,,,{flip=TRUE},{height=1;width=1},{x=-75;y=2},<<20;4>;<68;11>;<80;64>;<41;90>;<-2;64>>,,,<<1;0>;<0;1>;<1;2>;<2;1>>,,
74017,,290,config/item/furniture/icon_yuanzhuozi.png,140,新春就是红红火火的，圆桌除了夹菜方便之外，还可以玩“转到哪个吃哪个”的游戏~,,,,301,,143,,city/town/furniture/zhuozi/img_yuanzhuozi.png,,36,1,3,,家常圆桌,,,{flip=TRUE},{height=3;width=3},{x=-160;y=37},<<0;91>;<80;137>;<162;101>;<148;41>;<80;10>;<16;31>>,,,<<1;4>;<0;3>;<3;0>;<4;1>>,,<cn>
74501,city/town/furniture/yizi/img_shafa1.png,170,config/item/furniture/icon_shafa.png,75,买胖丁附赠一张柔软舒适的沙发喽,,2.1,1,302,,116,,city/town/furniture/yizi/img_shafa.png,,19,2,5,,可爱布艺沙发,<1;0.5>,,{double=TRUE;flip=TRUE},{height=1;width=3},{x=-230;y=12},<<104;1>;<138;12>;<150;123>;<94;141>;<28;126>;<2;97>;<7;51>>,{x=-227;y=13},<<0;49>;<97;1>;<130;19>;<132;56>;<78;84>;<66;123>;<14;148>>,<<3;0>;<2;0>;<1;0>>,,
74502,,50,config/item/furniture/icon_xiaodengzi.png,20,体积小，又轻便，放在哪个角落都是一抹靓丽的装饰,,2.1,,302,,110,,city/town/furniture/yizi/img_xiaodengzi.png,,11,4,8,,软萌小凳子,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=1},{x=-40;y=20},<<1;3>;<34;4>;<35;37>;<2;39>>,,,,,
74503,city/town/furniture/yizi/img_kaobeiyi1.png,20,config/item/furniture/icon_kaobeiyi1.png,5,椅子的的背垫和坐垫都是磨毛材质，摸着很舒服,,2.1,,302,,113,,city/town/furniture/yizi/img_kaobeiyi.png,,11,4,12,,时尚软椅,<1;0.4;0.2>,,{double=ture;flip=TRUE},{height=1;width=1},{x=-60;y=15},<<1;14>;<24;4>;<47;12>;<49;87>;<2;44>>,{x=-54;y=14},<<25;2>;<46;14>;<48;40>;<9;80>;<1;13>>,<<1;2>>,,
74504,city/town/furniture/yizi/img_pishafa1.png,50,config/item/furniture/icon_pishafa.png,20,亮眼的蓝色与黄色的大面积的使用在沙发的各个面上，柔软细腻的触感让人可以在上面躺上一天,,1.8,1,302,,113,,city/town/furniture/yizi/img_pishafa.png,,16,2,5,,撞色沙发,<1;0.5>,,{double=ture;flip=TRUE},{height=2;width=4},{x=-246;y=34},<<1;79>;<153;5>;<209;29>;<198;102>;<58;169>;<0;137>>,{x=-296;y=10},<<164;3>;<224;32>;<221;91>;<190;81>;<70;142>;<66;166>;<1;140>;<0;81>>,<<4;0>;<3;0>;<2;0>;<1;0>>,,
74505,city/town/furniture/yizi/img_oushishafa1.png,335,config/item/furniture/icon_oushishafa.png,145,沙发靠背中间的纹样雕刻的很精致，是一张很轻奢的宫廷风格的沙发,,2.1,1,302,,109,,city/town/furniture/yizi/img_oushishafa.png,,39,2,5,,欧式沙发,<1;0.6>,,{double=ture;flip=TRUE},{height=1;width=4},{x=-295;y=13},<<129;1>;<160;16>;<173;96>;<49;151>;<24;111>;<1;91>;<8;60>>,{x=-312;y=18},<<134;3>;<171;18>;<169;52>;<67;112>;<33;109>;<2;129>;<17;58>>,<<4;0>;<3;0>;<2;0>;<1;0>>,,
74506,,185,config/item/furniture/icon_danrenshafa.png,70,单人限定份的快乐，沙发的靠背大大的厚厚的，一个人坐下去的时候仿佛被包裹住了一样,,2.1,,302,,112,,city/town/furniture/yizi/img_danrenshafa.png,,24,4,8,,轻奢老虎椅,<1;0.5;0.2;0.1>,,{flip=TRUE},{height=1;width=1},{x=-79;y=1},<<36;3>;<3;20>;<32;97>;<77;86>;<74;23>>,,,<<1;0>>,,
74507,,25,config/item/furniture/icon_xiaoyizi.png,10,凳子很小巧，拿在手里也很轻便，只是坐着时间长了，会觉得硌得慌,,2.1,,302,,110,,city/town/furniture/yizi/img_xiaoyizi.png,,10,4,8,,方形小凳子,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=1},{x=-55;y=14},<<25;0>;<1;13>;<0;42>;<26;54>;<51;40>;<50;11>>,,,,,
74508,city/town/furniture/yizi/img_xiaoshafa1.png,35,config/item/furniture/icon_xiaoshafa.png,15,和另一款沙发的设计非常异曲同工，适合喜欢“大”字瘫在沙发上的你单独使用,,,,302,,112,,city/town/furniture/yizi/img_xiaoshafa.png,,10,2,5,,条纹小沙发,<1;0.4>,,{double=ture;flip=TRUE},{height=1;width=2},{x=-153;y=8},<<71;1>;<107;19>;<124;73>;<83;111>;<44;110>;<0;83>;<8;30>>,{x=-159;y=7},<<71;3>;<110;21>;<117;71>;<43;109>;<1;84>;<5;32>>,<<2;0>;<1;0>>,,
74509,,100,config/item/furniture/icon_xiaodengzi1.png,40,比起用于坐着的功能，它看起来倒更像是一件装饰品,,,,302,,,,city/town/furniture/yizi/img_xiaodengzi1.png,,15,4,8,,流苏小软凳,<1;0.5;0.2;0.1>,,{flip=TRUE},{height=1;width=1},{x=-59;y=14},<<31;2>;<58;30>;<29;55>;<-2;33>;<14;9>>,{x=-59;y=14},,,,
74510,city/town/furniture/yizi/img_liangshafa1.png,120,config/item/furniture/icon_liangshafa.png,55,夏日·季节限定哦！是躺着或者瘫坐在沙发上小憩需要盖个巾毯的凉爽程度呢,,,,302,,,,city/town/furniture/yizi/img_liangshafa.png,,15,2,5,,冰丝沙发,<1;0.4>,,{double=ture;flip=TRUE},{height=1;width=5},{x=-384;y=5},<<0;96>;<183;3>;<217;19>;<212;98>;<51;177>;<4;137>>,{x=-381;y=2},<<0;95>;<182;4>;<222;25>;<215;72>;<37;170>;<-1;144>>,<<1;0>;<2;0>;<3;0>;<4;0>;<5;0>>,,<cn;tw;en;en_eu;en_us;kr>
74511,city/town/furniture/yizi/img_maomaoyi1.png,20,config/item/furniture/icon_yizi1.png,5,椅子的靠背是铁工艺制成，天冷的时候坐在椅子上靠着背时，背后总觉得凉飕飕的,,,,302,,130,,city/town/furniture/yizi/img_maomaoyi.png,,20,8,12,,猫猫造型椅,<1;0.5;0.2;0.1>,,{double=ture;flip=TRUE},{height=1;width=1},{x=-53;y=14},<<25;0>;<54;14>;<55;101>;<27;106>;<22;62>;<1;45>;<0;9>>,{x=-60;y=15},<<5;14>;<37;0>;<55;16>;<55;51>;<21;94>;<1;75>>,<<1;2>>,,<cn;tw;en;en_us;en_eu;kr>
74512,city/town/furniture/yizi/img_wsjxiaoshafa1.png,70,config/item/furniture/icon_shafa1.png,25,沙发用铁做成藤蔓野蛮生长的模样，看起来有些冷酷，但是坐上去之后意外的觉得软绵与舒适,,1.95,,302,,141,,city/town/furniture/yizi/img_wsjxiaoshafa.png,,10,,8,,藤蔓小布沙发,<1;0.4>,,{double=ture;flip=TRUE},{height=1;width=2},{x=-149;y=7},<<65;2>;<111;20>;<123;87>;<74;138>;<35;104>;<-1;77>;<3;33>>,{x=-151;y=8},<<72;2>;<106;18>;<112;60>;<26;105>;<0;87>;<4;37>>,<<2;0>;<1;0>>,,
74513,city/town/furniture/yizi/img_huashafa1.png,145,config/item/furniture/icon_shafa2.png,65,果然！！猫猫和任何节日都很搭配，而且有了猫猫元素，任何东西都会变得可爱！,,1.86,,302,,130,,city/town/furniture/yizi/img_huashafa.png,,31,2,5,,猫猫头沙发,<1;0.6>,,{double=ture;flip=TRUE},{height=1;width=3},{x=-225;y=4},<<114;2>;<156;20>;<159;90>;<112;163>;<81;156>;<39;137>;<2;109>;<3;58>>,{x=-225;y=10},<<117;4>;<154;20>;<156;69>;<101;100>;<58;153>;<1;110>;<1;59>>,<<3;0>;<2;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
74514,,435,config/item/furniture/icon_diaolan.png,210,坐在一堆藤蔓与橘黄色南瓜灯之上，感觉自己在修炼什么神奇的魔法,,1.8,1,302,,128,,city/town/furniture/yizi/img_diaolan.png,,53,1,3,,南瓜吊椅,,,{flip=TRUE},{height=4;width=4},{x=-274;y=66},<<3;53>;<113;11>;<215;3>;<254;26>;<280;87>;<258;150>;<175;250>;<89;128>;<4;112>>,,,<<4;0>;<3;0>;<2;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
74516,city/town/furniture/yizi/img_yizi1.png,155,config/item/furniture/icon_yizi2.png,75,沙发的靠背很软乎，靠在上边真的像枕着兔子毛茸茸的耳朵一样，兔年必入！,,1.93,,302,,133,,city/town/furniture/yizi/img_yizi.png,,17,2,3,,兔耳单人沙发,<1;0.5>,,{double=ture;flip=TRUE},{height=1;width=1},{x=-73;y=6},<<-1;18>;<35;0>;<78;20>;<86;130>;<37;152>>,{x=-75;y=6},<<16;18>;<53;3>;<87;26>;<37;125>;<-4;137>>,<<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
74517,,305,config/item/furniture/icon_shafa4.png,155,有了这么大的沙发，还不快把你所有的好朋友都叫来一起过一个团圆年！,,1.96,1,302,,134,,city/town/furniture/yizi/img_shafa2.png,,47,1,2,,布艺组合沙发,,,{flip=TRUE},{height=5;width=6},{x=-455;y=13},<<0;111>;<220;1>;<421;105>;<421;170>;<195;272>;<-1;178>>,,,<<4;0>;<3;0>;<2;0>;<5;0>;<6;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
74518,city/town/furniture/yizi/img_caoyizi1.png,140,config/item/furniture/icon_yizi3.png,65,这个椅子“长草”了,,,,302,,135,,city/town/furniture/yizi/img_caoyizi.png,,15,4,4,,青草造型椅,<1;0.5;0.2;0.1>,,{double=ture;flip=TRUE},{height=1;width=1},{x=-63;y=10},<<30;3>;<72;23>;<71;113>;<30;109>;<24;59>;<0;37>;<2;13>>,{x=-67;y=14},<<31;2>;<60;16>;<65;42>;<35;62>;<9;101>;<5;15>>,<<1;0>>,,<cn;en;tw;kr;en_us>
74519,city/town/furniture/yizi/img_bokeshafa1.png,160,config/item/furniture/icon_shafa5.png,70,别担心别担心，不会发生每购买一把椅子就会有一只波克比被扒掉蛋壳这种事情的,,,,302,,139,,city/town/furniture/yizi/img_bokeshafa.png,,20,2,5,,波克椅,<1;0.5>,,{double=ture;flip=TRUE},{height=2;width=2},{x=-103;y=38},<<0;50>;<15;16>;<84;14>;<100;87>;<82;156>;<39;187>>,{x=-103;y=38},<<45;5>;<86;22>;<105;64>;<50;185>;<1;148>;<8;56>;<13;24>>,,,
74520,city/town/furniture/yizi/img_hongyizi1.png,70,config/item/furniture/icon_hongyizi.png,20,新春就是红红火火的，坐在椅子上就等着吃好喝好的吧！,,1.93,,302,,143,,city/town/furniture/yizi/img_hongyizi.png,,14,4,12,,家常扶手椅,<1;0.4;0.2>,,{double=ture;flip=TRUE},{height=1;width=1},{x=-98;y=-9},<<0;54>;<0;29>;<48;7>;<89;26>;<89;91>;<51;110>>,{x=-79;y=-6},<<39;2>;<90;25>;<87;56>;<38;88>;<2;88>;<0;26>>,<<1;2>>,,<cn>
75001,,205,config/item/furniture/icon_pinfeng.png,80,严密而厚实的设计，可以遮挡你所有的小秘密,,2.1,,303,,108,,city/town/furniture/jujia/img_pinfeng.png,,28,4,8,,欧式屏风,<1;0.7;0.4;0.2>,,{flip=TRUE},{height=1;width=3},{x=-190;y=26},<<3;43>;<94;6>;<96;152>;<6;196>>,,,<<3;0>;<2;0>;<1;0>>,,
75002,,120,config/item/furniture/icon_dianshi.png,55,超薄的设计，看起来科技感满满,,2.1,,303,,101,,city/town/furniture/jujia/img_dianshi.png,,18,,5,,超薄电视,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=3},{x=-204;y=22},<<4;48>;<14;94>;<32;134>;<105;94>;<120;27>;<93;5>>,,,<<3;0>;<2;0>;<1;0>>,,
75003,,90,config/item/furniture/icon_chuang.png,45,有大而厚的挂帘遮挡住刺眼的光线，舒适更好眠,,2.2,1,303,,105,,city/town/furniture/jujia/img_chuang.png,,24,1,2,,实木小床,,,{flip=TRUE},{height=3;width=4},{x=-309;y=35},<<4;60>;<2;192>;<93;234>;<117;130>;<215;85>;<212;41>;<135;2>>,,,<<2;0>;<1;0>;<1;4>;<2;4>>,,
75004,,25,config/item/furniture/icon_dianzi.png,10,垫在硬硬的地面上，坐上去也会觉得软乎舒服,,,,303,,122,,city/town/furniture/jujia/img_dianzi.png,,13,4,8,,暖黄软垫,<1;0.6;0.3>,,{flip=TRUE},{height=2;width=2},{x=-83;y=34},<<7;15>;<12;44>;<61;48>;<78;16>;<41;3>>,,,,,
75005,,120,config/item/furniture/icon_lianzi.png,45,帘子的布料是绒绒厚厚的，挂起来显得垂坠感很好，放在卧室里，应该会显示很温馨吧,,,,303,,108,,city/town/furniture/jujia/img_lianzi.png,,17,4,8,,落地式挂帘,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=4},{x=-254;y=28},<<2;68>;<5;238>;<132;176>;<131;4>>,,,<<4;0>;<3;0>;<2;0>;<1;0>>,,
75006,,50,config/item/furniture/icon_taideng.png,20,随便放在屋子的哪个角落都不突兀的存在，灯光透过薄薄的罩子后变得昏黄又迷蒙，可以营造很强的氛围感,,,,303,,115,,city/town/furniture/jujia/img_taideng.png,,14,4,8,,老式落地灯,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-50;y=11},<<2;14>;<2;121>;<26;147>;<46;115>;<46;9>>,,,,,
75007,,540,config/item/furniture/icon_chuang1.png,270,像一个温暖的怀抱紧紧的包住睡觉的你，四周摆满了暖绒绒的抱枕，安全感十足,,,1,303,,122,,city/town/furniture/jujia/img_chuang1.png,,65,1,2,,摇篮床,,,{flip=TRUE},{height=4;width=3},{x=-224;y=52},<<16;38>;<121;5>;<193;43>;<191;128>;<166;162>;<143;228>;<66;242>;<5;186>>,,,<<1;0>;<1;5>;<0;3>;<0;2>>,,
75008,,110,config/item/furniture/icon_shuzhuangtai.png,50,拥有多个镜子，能够多角度发现你的美,,1.9,,303,,121,,city/town/furniture/jujia/img_shuzhuangtai.png,,17,,5,,梳妆台,<1;0.7;0.4>,,{flip=TRUE},{height=2;width=1},{x=-65;y=14},<<45;2>;<97;23>;<99;81>;<45;171>;<12;136>;<8;23>>,,,<<1;0>;<1;3>>,,
75009,,135,config/item/furniture/icon_yijia.png,50,最漂亮的衣服当然要悬挂起来欣赏啦！,,,,303,,121,,city/town/furniture/jujia/img_yijia.png,,23,4,8,,小礼服展示架,<1;0.7;0.4;0.2>,,{flip=TRUE},{height=1;width=1},{x=-55;y=18},<<11;6>;<42;3>;<51;61>;<26;108>;<0;62>>,,,,,
75010,,435,config/item/furniture/icon_yushide.png,210,作为屏风虽然既大又沉重，但是这是工匠手工雕琢的，很好看,,,1,303,,124,,city/town/furniture/jujia/img_yushide.png,,55,,3,,贝壳主题屏风,<1;0.8;0.5>,,{flip=TRUE},{height=6;width=3},{x=-163;y=89},<<29;2>;<94;19>;<179;23>;<203;76>;<230;116>;<207;186>;<120;221>;<10;135>;<4;26>>,,,<<3;0>;<2;0>;<1;0>;<1;7>;<2;7>;<3;7>>,,
75011,,190,config/item/furniture/icon_chuang2.png,95,夏日·季节限定哦！虽然放着两个枕头，但是怎么看都只能容纳一个人“大”字型趴在床上睡觉呢,,,,303,,126,,city/town/furniture/jujia/img_chuang2.png,,21,1,2,,简单单人床,,,{flip=TRUE},{height=3;width=4},{x=-302;y=32},<<140;3>;<225;46>;<225;90>;<141;128>;<137;239>;<94;260>;<6;216>;<0;68>>,,,<<2;0>;<1;0>;<1;4>;<2;4>>,,<cn;tw;en;en_eu;en_us;kr>
75012,,185,config/item/furniture/icon_dianshichugui.png,90,嗯……电视是小了点，但是柜子上做了会闪闪发亮的星星和小花诶，至少放在家里很好看吧？,,2.38,,303,,,,city/town/furniture/jujia/img_dianshichugui.png,,16,,5,,藤蔓造型电视柜,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=3},{x=-247;y=2},<<106;3>;<135;17>;<133;46>;<99;69>;<98;101>;<38;129>;<5;80>;<3;48>>,,,<<3;0>;<2;0>;<1;0>>,,
75013,,185,config/item/furniture/icon_lianzi1.png,90,除了可爱猫头的造型好看之外，门帘飘动起来还会有浅浅的叮铃叮铃的声音,,1.8,1,303,,130,,city/town/furniture/jujia/img_geduan.png,,50,,3,,猫猫门帘,<1;0.8;0.5>,,{flip=TRUE},{height=1;width=4},{x=-309;y=8},<<200;3>;<205;168>;<96;278>;<-1;246>;<5;91>>,,,<<4;0>;<3;0>;<2;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
75014,,80,config/item/furniture/icon_taideng1.png,35,蘑蘑菇好像很不高兴的样子，感觉再戳几次蘑蘑菇就要气炸啦！,townfurniture/shengdanjiayuan_taideng.skel,,,303,,131,,,,14,,5,,蘑蘑菇不高兴,<1;0.6;0.3>,{effect=<effect1;effect2>;effect_loop=<effect_loop>;size={width=90;height=130}},{flip=TRUE},{height=1;width=1},{x=-92;y=24},<<46;3>;<85;79>;<43;129>;<0;87>>,,,,,<cn;tw;en;en_us;en_eu;kr>
75015,,385,config/item/furniture/icon_pingfeng.png,195,仔细看屏面的松鹤是刺绣手工缝制的，神态灵动栩栩如生，仿佛看一眼就能将你拉进画中,,,,303,,134,,city/town/furniture/jujia/img_pingfeng.png,,19,2,2,,松鹤屏风,<1;0.8>,,{flip=TRUE},{height=1;width=5},{x=-369;y=25},<<0;81>;<197;4>;<201;138>;<28;224>;<1;214>>,,,<<5;0>;<4;0>;<3;0>;<2;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
75016,,210,config/item/furniture/icon_pingfeng1.png,100,七夕限定，绣制在轻薄纱账上的艾路雷朵和沙奈朵格外的相配,,1.98,,303,,136,,city/town/furniture/jujia/img_pingfeng1.png,,23,,3,,轻纱屏风,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=4},{x=-292;y=12},<<5;78>;<2;194>;<31;214>;<164;139>;<162;5>>,,,<<4;0>;<3;0>;<2;0>;<1;0>>,,<cn;tw>
75017,,540,config/item/furniture/icon_shengdanjiechuang.png,270,这张床的体验感受是——ZZzzZZZzzZ,townfurniture/shengdanchuang.skel,1.7,1,303,,142,,,,65,1,2,,暖暖被窝,,{effect_loop=<idle_loop>;size={width=330;height=340}},{flip=TRUE},{height=4;width=4},{x=-225;y=15},<<1;86>;<190;28>;<303;82>;<314;166>;<157;338>;<71;336>;<18;274>>,,,<<0;2>;<0;3>;<0;4>;<0;1>>,,
75501,,110,config/item/furniture/icon_guizi.png,50,空间收纳大师的设计，连转角都不放过可以收纳的部分,,2.3,,304,,115,,city/town/furniture/shouna/img_guizi.png,,13,2,5,,转角橱柜,<1;0.4>,,{flip=TRUE},{height=2;width=2},{x=-152;y=18},<<1;31>;<16;92>;<65;92>;<66;7>>,,,,,
75502,,120,config/item/furniture/icon_huajia.png,45,随手放置植物即可以点缀室内的布局,,2.6,,304,,112,,city/town/furniture/shouna/img_huajia.png,,14,4,8,,简约花架,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=2},{x=-128;y=17},<<23;129>;<66;100>;<59;8>;<2;18>>,,,<<2;0>;<1;0>>,,
75503,,35,config/item/furniture/icon_shugui.png,15,友好的高度，适合接住回到家的你的所有疲惫,,2.2,,304,,102,,city/town/furniture/shouna/img_shugui.png,,10,2,5,,玄关储物柜,<1;0.4>,,{flip=TRUE},{height=2;width=1},{x=-63;y=15},<<1;87>;<26;124>;<69;127>;<86;89>;<70;28>;<4;16>>,,,<<0;1>;<0;2>>,,
75504,,160,config/item/furniture/icon_chuangtougui.png,70,简单而温馨的配色，还有一个巨大的抽屉，看起来特别实用,,2.4,,304,,107,,city/town/furniture/shouna/img_chuangtougui.png,,15,2,5,,实木床头柜,<1;0.5>,,{flip=TRUE},{height=2;width=1},{x=-66;y=21},<<1;51>;<56;92>;<73;58>;<64;20>;<17;13>>,,,<<0;1>;<0;2>>,,
75505,,35,config/item/furniture/icon_changguizi.png,15,很适合放在廊道或者比较狭窄的区域，既能收纳小物，也能使你的家里看起来整洁如新哦,,1.7,,304,,,,city/town/furniture/shouna/img_changguizi.png,,10,2,5,,狭长收纳柜,<1;0.4>,,{flip=TRUE},{height=1;width=5},{x=-393;y=0},<<12;121>;<231;9>;<268;29>;<270;129>;<44;239>;<10;225>>,,,<<5;0>;<4;0>;<3;0>;<2;0>;<1;0>>,,
75506,,290,config/item/furniture/icon_shugui1.png,130,简单的款式，舒服的设计使这款书柜能放下超级多的书本，再也不用担心小智的查阅精灵资料时四处寻找散落的书籍了,,,1,304,,107,,city/town/furniture/shouna/img_shugui1.png,,33,2,5,,实用书柜,<1;0.6>,,{flip=TRUE},{height=2;width=3},{x=-180;y=28},<<110;3>;<3;59>;<4;217>;<48;253>;<156;189>;<157;30>>,,,<<3;0>;<2;0>;<1;0>>,,
75507,,75,config/item/furniture/icon_guizi1.png,30,正面看着窄小，显得柜子有点长，但家里的很多小角落的收纳可得靠它呢,,2.5,,304,,107,,city/town/furniture/shouna/img_guizi1.png,,12,4,8,,夹缝收纳柜,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=1},{x=-65;y=11},<<2;14>;<0;84>;<23;120>;<51;80>;<45;8>>,,,<<1;0>>,,
75508,,90,config/item/furniture/icon_jiazi1.png,35,白色的原木架简单的拼搭而成，虽然能放置的东西很少，但是很好看,,1.95,,304,,123,,city/town/furniture/shouna/img_jiazi1.png,,14,4,8,,小型梯形置物架,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=1},{x=-81;y=2},<<39;2>;<76;22>;<68;112>;<17;129>;<1;19>>,,,<<1;0>>,,
75509,,30,config/item/furniture/icon_guizi2.png,15,小小的身材可以让屋子里任何一个角落形成储物空间，很有用呢,,,,304,,,,city/town/furniture/shouna/img_guizi3.png,,10,2,5,,窄边储物柜,<1;0.4>,,{flip=TRUE},{height=1;width=3},{x=-200;y=26},<<107;1>;<127;10>;<128;80>;<23;134>;<1;122>;<1;51>>,,,<<3;0>;<2;0>;<1;0>>,,
75510,,190,config/item/furniture/icon_chugui4.png,85,柜子可以按照你的心意随意组合，呃…玩拼搭的时候请注意柜门方向,,,,304,,139,,city/town/furniture/shouna/img_chugui.png,,26,2,5,,积木收纳柜,<1;0.5>,,{flip=TRUE},{height=4;width=2},{x=-143;y=38},<<3;132>;<32;174>;<45;228>;<103;247>;<138;231>;<187;114>;<189;70>;<51;3>;<3;22>>,,,<<0;1>;<0;2>>,,
75511,,250,config/item/furniture/icon_shujia1.png,120,欲取本书，献上解密之语，或者，手灵巧些应该也能抽出来哈,,2.08,1,304,,141,,city/town/furniture/shouna/img_shujia.png,,34,2,5,,藤蔓转角柜,<1;0.6>,,{flip=TRUE},{height=2;width=2},{x=-131;y=43},<<118;23>;<113;205>;<64;232>;<6;208>;<5;21>;<60;3>>,,,<<2;0>;<1;0>>,,
75512,,160,config/item/furniture/icon_huazhuangtai.png,70,在这里换上喜欢的穿着出去和朋友们欢聚双旦吧！,townfurniture/shuzhangtai.skel,1.7,,304,,142,,,,25,2,5,,彩色边柜,<1;0.5>,{effect_loop=<idle_loop>;size={width=200;height=220}},{flip=TRUE},{height=2;width=3},{x=-279;y=44},<<102;12>;<25;43>;<28;166>;<89;218>;<175;194>;<199;121>;<197;17>>,,,<<0;1>;<0;2>;<1;0>;<1;3>>,,
76001,,210,config/item/furniture/icon_bingxiang.png,100,简单的小体积冰箱，跳跃的配色与皮神特别搭配,,,,305,,105,,city/town/furniture/chuwei/img_bingxiang.png,,24,1,3,,皮神定制冰箱,,,{flip=TRUE},{height=1;width=1},{x=-72;y=7},<<3;17>;<13;146>;<33;179>;<68;137>;<61;12>>,,,<<0;1>>,,
76002,,90,config/item/furniture/icon_chugui1.png,45,功能非常齐全的灶台集柜设计，是时下最流行的款式,,2.1,1,305,,103,,city/town/furniture/chuwei/img_chugui1.png,,27,1,2,,一体式灶台,,,{flip=TRUE},{height=4;width=7},{x=-540;y=162},<<1;112>;<149;182>;<380;68>;<353;2>;<147;73>;<37;52>;<7;59>>,,,,,
76003,,30,config/item/furniture/icon_maojinkuang.png,15,粗麻绳的编织外框和软糯的毛巾很搭配，也能包住粗糙的剑麻框以免磨手,,,,305,,123,,city/town/furniture/chuwei/img_maojinkuang.png,,14,2,6,,毛巾收纳筐,<1;0.4>,,{flip=TRUE},{height=1;width=1},{x=-81;y=2},<<33;1>;<64;19>;<69;45>;<39;62>;<0;37>;<1;18>>,,,,,
76004,,435,config/item/furniture/icon_tong.png,210,在里面泡汤时看起来好像一个大大的茶包一样,,2.3,1,305,,123,,city/town/furniture/chuwei/img_tong.png,,52,1,3,,杯子泡澡桶,,,{flip=TRUE},{height=2;width=2},{x=-165;y=38},<<40;10>;<99;7>;<137;32>;<136;92>;<70;106>;<1;86>;<9;34>>,,,<<2;0>;<1;0>>,,
