变量名,type,skill,effect2,name,icon,needStar,desc,needAdvance,effect1,level,params1,params2,cost
11131,5,1113,,高级加工库存,config/town_skill/icon_tgw.png,4,在甜品站中生效，使得库存上限增加2%,6,2,1,<2.0%>,,
11132,5,1113,,高级加工库存,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得库存上限增加4%,9,2,2,<4.0%>,,
11133,5,1113,,高级加工库存,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得库存上限增加6%,12,2,3,<6.0%>,,
11134,5,1113,,高级加工库存,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得库存上限增加8%,15,2,4,<8.0%>,,
11135,5,1113,,高级加工库存,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得库存上限增加10%,18,2,5,<10.0%>,,
11211,3,1121,,初级炼金精力,config/town_skill/icon_ylc.png,5,在炼金厂中生效，使得所有值班精灵精力消耗减少0.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.5>,,
11212,3,1121,,初级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1>,,
11213,3,1121,,初级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<1.5>,,
11214,3,1121,,初级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<2>,,
11215,3,1121,,初级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少2.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<2.5>,,
11221,3,1122,,中级炼金精力,config/town_skill/icon_ylc.png,5,在炼金厂中生效，使得所有值班精灵精力消耗减少0.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.75>,,
11222,3,1122,,中级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1.5>,,
11223,3,1122,,中级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少2.25/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<2.25>,,
11224,3,1122,,中级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<3>,,
11225,3,1122,,中级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少3.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<3.75>,,
11231,3,1123,,高级炼金精力,config/town_skill/icon_ylc.png,4,在炼金厂中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1>,,
11232,3,1123,,高级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2>,,
11233,3,1123,,高级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3>,,
11234,3,1123,,高级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少4/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4>,,
11235,3,1123,,高级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5>,,
11311,4,1131,,初级伐木精力,config/town_skill/icon_fmc.png,5,在伐木场中生效，使得所有值班精灵精力消耗减少0.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.5>,,
11312,4,1131,,初级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1>,,
11313,4,1131,,初级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<1.5>,,
11314,4,1131,,初级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<2>,,
11315,4,1131,,初级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少2.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<2.5>,,
11321,4,1132,,中级伐木精力,config/town_skill/icon_fmc.png,5,在伐木场中生效，使得所有值班精灵精力消耗减少0.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.75>,,
11322,4,1132,,中级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1.5>,,
11323,4,1132,,中级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少2.25/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<2.25>,,
11324,4,1132,,中级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<3>,,
11325,4,1132,,中级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少3.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<3.75>,,
11331,4,1133,,高级伐木精力,config/town_skill/icon_fmc.png,4,在伐木场中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1>,,
11332,4,1133,,高级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2>,,
11333,4,1133,,高级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3>,,
11334,4,1133,,高级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少4/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4>,,
11335,4,1133,,高级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5>,,
11411,5,1141,,初级加工精力,config/town_skill/icon_tgw.png,5,在甜品站中生效，使得所有值班精灵精力消耗减少0.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.5>,,
11412,5,1141,,初级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1>,,
11413,5,1141,,初级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<1.5>,,
11414,5,1141,,初级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<2>,,
11415,5,1141,,初级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少2.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<2.5>,,
11421,5,1142,,中级加工精力,config/town_skill/icon_tgw.png,5,在甜品站中生效，使得所有值班精灵精力消耗减少0.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<0.75>,,
11422,5,1142,,中级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少1.5/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<1.5>,,
11423,5,1142,,中级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少2.25/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<2.25>,,
11424,5,1142,,中级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<3>,,
11425,5,1142,,中级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少3.75/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<3.75>,,
11431,5,1143,,高级加工精力,config/town_skill/icon_tgw.png,4,在甜品站中生效，使得所有值班精灵精力消耗减少1/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1>,,
11432,5,1143,,高级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少2/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2>,,
11433,5,1143,,高级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少3/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3>,,
11434,5,1143,,高级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少4/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4>,,
11435,5,1143,,高级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少5/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5>,,
11511,3,1151,,初级炼金精力,config/town_skill/icon_ylc.png,5,在炼金厂中生效，使得所有值班精灵精力消耗减少1%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.0%>,,
11512,3,1151,,初级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2.0%>,,
11513,3,1151,,初级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3.0%>,,
11514,3,1151,,初级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4.0%>,,
11515,3,1151,,初级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5.0%>,,
11521,3,1152,,中级炼金精力,config/town_skill/icon_ylc.png,5,在炼金厂中生效，使得所有值班精灵精力消耗减少1.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.5%>,,
11522,3,1152,,中级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<3.0%>,,
11523,3,1152,,中级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少4.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<4.5%>,,
11524,3,1152,,中级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<6.0%>,,
11525,3,1152,,中级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少7.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<7.5%>,,
11531,3,1153,,高级炼金精力,config/town_skill/icon_ylc.png,4,在炼金厂中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<2.0%>,,
11532,3,1153,,高级炼金精力,config/town_skill/icon_ylc.png,6,在炼金厂中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<4.0%>,,
11533,3,1153,,高级炼金精力,config/town_skill/icon_ylc.png,8,在炼金厂中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<6.0%>,,
11534,3,1153,,高级炼金精力,config/town_skill/icon_ylc.png,10,在炼金厂中生效，使得所有值班精灵精力消耗减少8%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<8.0%>,,
11535,3,1153,,高级炼金精力,config/town_skill/icon_ylc.png,12,在炼金厂中生效，使得所有值班精灵精力消耗减少10%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<10.0%>,,
11611,4,1161,,初级伐木精力,config/town_skill/icon_fmc.png,5,在伐木场中生效，使得所有值班精灵精力消耗减少1%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.0%>,,
11612,4,1161,,初级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2.0%>,,
11613,4,1161,,初级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3.0%>,,
11614,4,1161,,初级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4.0%>,,
11615,4,1161,,初级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5.0%>,,
11621,4,1162,,中级伐木精力,config/town_skill/icon_fmc.png,5,在伐木场中生效，使得所有值班精灵精力消耗减少1.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.5%>,,
11622,4,1162,,中级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<3.0%>,,
11623,4,1162,,中级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少4.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<4.5%>,,
11624,4,1162,,中级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<6.0%>,,
11625,4,1162,,中级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少7.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<7.5%>,,
11631,4,1163,,高级伐木精力,config/town_skill/icon_fmc.png,4,在伐木场中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<2.0%>,,
11632,4,1163,,高级伐木精力,config/town_skill/icon_fmc.png,6,在伐木场中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<4.0%>,,
11633,4,1163,,高级伐木精力,config/town_skill/icon_fmc.png,8,在伐木场中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<6.0%>,,
11634,4,1163,,高级伐木精力,config/town_skill/icon_fmc.png,10,在伐木场中生效，使得所有值班精灵精力消耗减少8%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<8.0%>,,
11635,4,1163,,高级伐木精力,config/town_skill/icon_fmc.png,12,在伐木场中生效，使得所有值班精灵精力消耗减少10%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<10.0%>,,
11711,5,1171,,初级加工精力,config/town_skill/icon_tgw.png,5,在甜品站中生效，使得所有值班精灵精力消耗减少1%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.0%>,,
11712,5,1171,,初级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<2.0%>,,
11713,5,1171,,初级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<3.0%>,,
11714,5,1171,,初级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<4.0%>,,
11715,5,1171,,初级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<5.0%>,,
11721,5,1172,,中级加工精力,config/town_skill/icon_tgw.png,5,在甜品站中生效，使得所有值班精灵精力消耗减少1.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<1.5%>,,
11722,5,1172,,中级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少3%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<3.0%>,,
11723,5,1172,,中级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少4.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<4.5%>,,
11724,5,1172,,中级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<6.0%>,,
11725,5,1172,,中级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少7.5%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<7.5%>,,
11731,5,1173,,高级加工精力,config/town_skill/icon_tgw.png,4,在甜品站中生效，使得所有值班精灵精力消耗减少2%/小时（相同减少全体精灵精力的效果，取1个最优生效）,6,3,1,<2.0%>,,
11732,5,1173,,高级加工精力,config/town_skill/icon_tgw.png,6,在甜品站中生效，使得所有值班精灵精力消耗减少4%/小时（相同减少全体精灵精力的效果，取1个最优生效）,9,3,2,<4.0%>,,
11733,5,1173,,高级加工精力,config/town_skill/icon_tgw.png,8,在甜品站中生效，使得所有值班精灵精力消耗减少6%/小时（相同减少全体精灵精力的效果，取1个最优生效）,12,3,3,<6.0%>,,
11734,5,1173,,高级加工精力,config/town_skill/icon_tgw.png,10,在甜品站中生效，使得所有值班精灵精力消耗减少8%/小时（相同减少全体精灵精力的效果，取1个最优生效）,15,3,4,<8.0%>,,
11735,5,1173,,高级加工精力,config/town_skill/icon_tgw.png,12,在甜品站中生效，使得所有值班精灵精力消耗减少10%/小时（相同减少全体精灵精力的效果，取1个最优生效）,18,3,5,<10.0%>,,
11811,6,1181,,初级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少0.5/小时,6,4,1,<0.5>,,
11812,6,1181,,初级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少1/小时,9,4,2,<1>,,
11813,6,1181,,初级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少1.5/小时,12,4,3,<1.5>,,
11814,6,1181,,初级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少2/小时,15,4,4,<2>,,
11815,6,1181,,初级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少2.5/小时,18,4,5,<2.5>,,
11821,6,1182,,中级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少0.75/小时,6,4,1,<0.75>,,
11822,6,1182,,中级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少1.5/小时,9,4,2,<1.5>,,
11823,6,1182,,中级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少2.25/小时,12,4,3,<2.25>,,
11824,6,1182,,中级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少3/小时,15,4,4,<3>,,
11825,6,1182,,中级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少3.75/小时,18,4,5,<3.75>,,
11831,6,1183,,高级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少1/小时,6,4,1,<1>,,
11832,6,1183,,高级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少2/小时,9,4,2,<2>,,
11833,6,1183,,高级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少3/小时,12,4,3,<3>,,
11834,6,1183,,高级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少4/小时,15,4,4,<4>,,
11835,6,1183,,高级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少5/小时,18,4,5,<5>,,
11911,6,1191,,初级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少1%/小时,6,4,1,<1.0%>,,
11912,6,1191,,初级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少2%/小时,9,4,2,<2.0%>,,
11913,6,1191,,初级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少3%/小时,12,4,3,<3.0%>,,
11914,6,1191,,初级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少4%/小时,15,4,4,<4.0%>,,
11915,6,1191,,初级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少5%/小时,18,4,5,<5.0%>,,
11921,6,1192,,中级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少1.5%/小时,6,4,1,<1.5%>,,
11922,6,1192,,中级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少3%/小时,9,4,2,<3.0%>,,
11923,6,1192,,中级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少4.5%/小时,12,4,3,<4.5%>,,
11924,6,1192,,中级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少6%/小时,15,4,4,<6.0%>,,
11925,6,1192,,中级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少7.5%/小时,18,4,5,<7.5%>,,
11931,6,1193,,高级银行精力,config/town_skill/icon_yh.png,5,在金融银行中生效，使得自身精力消耗减少2%/小时,6,4,1,<2.0%>,,
11932,6,1193,,高级银行精力,config/town_skill/icon_yh.png,6,在金融银行中生效，使得自身精力消耗减少4%/小时,9,4,2,<4.0%>,,
11933,6,1193,,高级银行精力,config/town_skill/icon_yh.png,8,在金融银行中生效，使得自身精力消耗减少6%/小时,12,4,3,<6.0%>,,
11934,6,1193,,高级银行精力,config/town_skill/icon_yh.png,10,在金融银行中生效，使得自身精力消耗减少8%/小时,15,4,4,<8.0%>,,
11935,6,1193,,高级银行精力,config/town_skill/icon_yh.png,12,在金融银行中生效，使得自身精力消耗减少10%/小时,18,4,5,<10.0%>,,
12011,6,1201,,初级银行效率,config/town_skill/icon_yh.png,5,在金融银行中生效，使得订单生产速度增加1%/小时,6,5,1,<1.0%>,,
12012,6,1201,,初级银行效率,config/town_skill/icon_yh.png,6,在金融银行中生效，使得订单生产速度增加2%/小时,9,5,2,<2.0%>,,
12013,6,1201,,初级银行效率,config/town_skill/icon_yh.png,8,在金融银行中生效，使得订单生产速度增加3%/小时,12,5,3,<3.0%>,,
12014,6,1201,,初级银行效率,config/town_skill/icon_yh.png,10,在金融银行中生效，使得订单生产速度增加4%/小时,15,5,4,<4.0%>,,
12015,6,1201,,初级银行效率,config/town_skill/icon_yh.png,12,在金融银行中生效，使得订单生产速度增加5%/小时,18,5,5,<5.0%>,,
12021,6,1202,,中级银行效率,config/town_skill/icon_yh.png,5,在金融银行中生效，使得订单生产速度增加1.5%/小时,6,5,1,<1.5%>,,
12022,6,1202,,中级银行效率,config/town_skill/icon_yh.png,6,在金融银行中生效，使得订单生产速度增加3%/小时,9,5,2,<3.0%>,,
12023,6,1202,,中级银行效率,config/town_skill/icon_yh.png,8,在金融银行中生效，使得订单生产速度增加4.5%/小时,12,5,3,<4.5%>,,
12024,6,1202,,中级银行效率,config/town_skill/icon_yh.png,10,在金融银行中生效，使得订单生产速度增加6%/小时,15,5,4,<6.0%>,,
12025,6,1202,,中级银行效率,config/town_skill/icon_yh.png,12,在金融银行中生效，使得订单生产速度增加7.5%/小时,18,5,5,<7.5%>,,
12031,6,1203,,高级银行效率,config/town_skill/icon_yh.png,5,在金融银行中生效，使得订单生产速度增加2%/小时,6,5,1,<2.0%>,,
12032,6,1203,,高级银行效率,config/town_skill/icon_yh.png,6,在金融银行中生效，使得订单生产速度增加4%/小时,9,5,2,<4.0%>,,
12033,6,1203,,高级银行效率,config/town_skill/icon_yh.png,8,在金融银行中生效，使得订单生产速度增加6%/小时,12,5,3,<6.0%>,,
12034,6,1203,,高级银行效率,config/town_skill/icon_yh.png,10,在金融银行中生效，使得订单生产速度增加8%/小时,15,5,4,<8.0%>,,
12035,6,1203,,高级银行效率,config/town_skill/icon_yh.png,12,在金融银行中生效，使得订单生产速度增加10%/小时,18,5,5,<10.0%>,,
15011,7,1501,,初级探险掉落,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加1.0%,6,10,1,<0%;1;1.0%>,,
15012,7,1501,,初级探险掉落,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加1.5%,9,10,2,<0%;1;1.5%>,,
15013,7,1501,,初级探险掉落,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加2.0%,12,10,3,<0%;1;2.0%>,,
15014,7,1501,,初级探险掉落,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加2.5%,15,10,4,<0%;1;2.5%>,,
15015,7,1501,,初级探险掉落,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加3.0%,18,10,5,<0%;1;3.0%>,,
15021,7,1502,,中级探险掉落,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加2.0%,6,10,1,<0%;1;2.0%>,,
15022,7,1502,,中级探险掉落,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加3.0%,9,10,2,<0%;1;3.0%>,,
15023,7,1502,,中级探险掉落,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加4.0%,12,10,3,<0%;1;4.0%>,,
15024,7,1502,,中级探险掉落,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加5.0%,15,10,4,<0%;1;5.0%>,,
15025,7,1502,,中级探险掉落,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加6.0%,18,10,5,<0%;1;6.0%>,,
