变量名,feelType,level,needExp,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
454,1,453,352,,6156,,6156,,19526,,2034,,2034,,610,
455,1,454,352,,6156,,6156,,19699,,2034,,2034,,610,
456,1,455,360,,6156,,6156,,19699,,2052,,2052,,610,
457,1,456,360,,6156,,6156,,19699,,2052,,2052,,616,
458,1,457,360,,6210,,6210,,19699,,2052,,2052,,616,
459,1,458,360,,6210,,6210,,19872,,2052,,2052,,616,
460,1,459,360,,6210,,6210,,19872,,2070,,2070,,616,
461,1,460,360,,6210,,6210,,19872,,2070,,2070,,621,
462,1,461,360,,6264,,6264,,19872,,2070,,2070,,621,
463,1,462,360,,6264,,6264,,20045,,2070,,2070,,621,
464,1,463,360,,6264,,6264,,20045,,2088,,2088,,621,
465,1,464,360,,6264,,6264,,20045,,2088,,2088,,626,
466,1,465,360,,6318,,6318,,20045,,2088,,2088,,626,
467,1,466,368,,6318,,6318,,20218,,2088,,2088,,626,
468,1,467,368,,6318,,6318,,20218,,2106,,2106,,626,
469,1,468,368,,6318,,6318,,20218,,2106,,2106,,632,
470,1,469,368,,6372,,6372,,20218,,2106,,2106,,632,
471,1,470,368,,6372,,6372,,20390,,2106,,2106,,632,
472,1,471,368,,6372,,6372,,20390,,2124,,2124,,632,
473,1,472,368,,6372,,6372,,20390,,2124,,2124,,637,
474,1,473,368,,6426,,6426,,20390,,2124,,2124,,637,
475,1,474,368,,6426,,6426,,20563,,2124,,2124,,637,
476,1,475,368,,6426,,6426,,20563,,2142,,2142,,637,
477,1,476,368,,6426,,6426,,20563,,2142,,2142,,643,
478,1,477,376,,6480,,6480,,20563,,2142,,2142,,643,
479,1,478,376,,6480,,6480,,20736,,2142,,2142,,643,
480,1,479,376,,6480,,6480,,20736,,2160,,2160,,643,
481,1,480,376,,6840,,6840,,21888,,2280,,2280,,684,
482,1,481,376,,6897,,6897,,21888,,2280,,2280,,684,
483,1,482,376,,6897,,6897,,22070,,2280,,2280,,684,
484,1,483,376,,6897,,6897,,22070,,2299,,2299,,684,
485,1,484,376,,6897,,6897,,22070,,2299,,2299,,690,
486,1,485,376,,6954,,6954,,22070,,2299,,2299,,690,
487,1,486,376,,6954,,6954,,22253,,2299,,2299,,690,
488,1,487,376,,6954,,6954,,22253,,2318,,2318,,690,
489,1,488,384,,6954,,6954,,22253,,2318,,2318,,695,
490,1,489,384,,7011,,7011,,22253,,2318,,2318,,695,
491,1,490,384,,7011,,7011,,22435,,2318,,2318,,695,
492,1,491,384,,7011,,7011,,22435,,2337,,2337,,695,
493,1,492,384,,7011,,7011,,22435,,2337,,2337,,701,
494,1,493,384,,7068,,7068,,22435,,2337,,2337,,701,
495,1,494,384,,7068,,7068,,22618,,2337,,2337,,701,
496,1,495,384,,7068,,7068,,22618,,2356,,2356,,701,
497,1,496,384,,7068,,7068,,22618,,2356,,2356,,707,
498,1,497,384,,7125,,7125,,22618,,2356,,2356,,707,
499,1,498,384,,7125,,7125,,22800,,2356,,2356,,707,
500,1,499,392,,7125,,7125,,22800,,2375,,2375,,707,
501,1,500,392,,7125,,7125,,22800,,2375,,2375,,713,
2001,2,0,20,,,,,,,,,,,,,
2002,2,1,20,,36,,36,,,,,,,,,
2003,2,2,20,,36,,36,,120,,,,,,,
2004,2,3,20,,36,,36,,120,,12,,12,,,
2005,2,4,20,,36,,36,,120,,12,,12,,4,
2006,2,5,30,,72,,72,,120,,12,,12,,4,
2007,2,6,30,,72,,72,,240,,12,,12,,4,
2008,2,7,30,,72,,72,,240,,24,,24,,4,
2009,2,8,30,,72,,72,,240,,24,,24,,8,
2010,2,9,30,,108,,108,,240,,24,,24,,8,
2011,2,10,40,,108,,108,,360,,24,,24,,8,
2012,2,11,40,,108,,108,,360,,36,,36,,8,
2013,2,12,40,,108,,108,,360,,36,,36,,12,
2014,2,13,40,,144,,144,,360,,36,,36,,12,
2015,2,14,40,,144,,144,,480,,36,,36,,12,
2016,2,15,50,,144,,144,,480,,48,,48,,12,
2017,2,16,50,,144,,144,,480,,48,,48,,16,
2018,2,17,50,,180,,180,,480,,48,,48,,16,
2019,2,18,50,,180,,180,,600,,48,,48,,16,
2020,2,19,50,,180,,180,,600,,60,,60,,16,
2021,2,20,60,,198,,198,,660,,66,,66,,22,
2022,2,21,60,,238,,238,,660,,66,,66,,22,
2023,2,22,60,,238,,238,,792,,66,,66,,22,
2024,2,23,60,,238,,238,,792,,79,,79,,22,
2025,2,24,60,,238,,238,,792,,79,,79,,26,
2026,2,25,70,,277,,277,,792,,79,,79,,26,
2027,2,26,70,,277,,277,,924,,79,,79,,26,
2028,2,27,70,,277,,277,,924,,92,,92,,26,
2029,2,28,70,,277,,277,,924,,92,,92,,31,
2030,2,29,70,,317,,317,,924,,92,,92,,31,
2031,2,30,80,,317,,317,,1056,,92,,92,,31,
2032,2,31,80,,317,,317,,1056,,106,,106,,31,
2033,2,32,80,,317,,317,,1056,,106,,106,,35,
2034,2,33,80,,356,,356,,1056,,106,,106,,35,
2035,2,34,80,,356,,356,,1188,,106,,106,,35,
2036,2,35,90,,356,,356,,1188,,119,,119,,35,
2037,2,36,90,,356,,356,,1188,,119,,119,,40,
2038,2,37,90,,396,,396,,1188,,119,,119,,40,
2039,2,38,90,,396,,396,,1320,,119,,119,,40,
2040,2,39,90,,396,,396,,1320,,132,,132,,40,
2041,2,40,100,,396,,396,,1320,,132,,132,,44,
2042,2,41,100,,436,,436,,1320,,132,,132,,44,
2043,2,42,100,,436,,436,,1452,,132,,132,,44,
2044,2,43,100,,436,,436,,1452,,145,,145,,44,
2045,2,44,100,,436,,436,,1452,,145,,145,,48,
2046,2,45,100,,475,,475,,1452,,145,,145,,48,
2047,2,46,100,,475,,475,,1584,,145,,145,,48,
2048,2,47,100,,475,,475,,1584,,158,,158,,48,
2049,2,48,100,,475,,475,,1584,,158,,158,,53,
2050,2,49,100,,515,,515,,1584,,158,,158,,53,
2051,2,50,110,,515,,515,,1716,,158,,158,,53,
2052,2,51,110,,515,,515,,1716,,172,,172,,53,
2053,2,52,110,,515,,515,,1716,,172,,172,,57,
2054,2,53,110,,554,,554,,1716,,172,,172,,57,
2055,2,54,110,,554,,554,,1848,,172,,172,,57,
2056,2,55,110,,554,,554,,1848,,185,,185,,57,
2057,2,56,110,,554,,554,,1848,,185,,185,,62,
2058,2,57,110,,594,,594,,1848,,185,,185,,62,
2059,2,58,110,,594,,594,,1980,,185,,185,,62,
2060,2,59,110,,594,,594,,1980,,198,,198,,62,
2061,2,60,120,,648,,648,,2160,,216,,216,,72,
2062,2,61,120,,691,,691,,2160,,216,,216,,72,
2063,2,62,120,,691,,691,,2304,,216,,216,,72,
2064,2,63,120,,691,,691,,2304,,230,,230,,72,
2065,2,64,120,,691,,691,,2304,,230,,230,,77,
2066,2,65,120,,734,,734,,2304,,230,,230,,77,
2067,2,66,120,,734,,734,,2448,,230,,230,,77,
2068,2,67,120,,734,,734,,2448,,245,,245,,77,
2069,2,68,120,,734,,734,,2448,,245,,245,,82,
2070,2,69,120,,778,,778,,2448,,245,,245,,82,
2071,2,70,130,,778,,778,,2592,,245,,245,,82,
2072,2,71,130,,778,,778,,2592,,259,,259,,82,
2073,2,72,130,,778,,778,,2592,,259,,259,,86,
2074,2,73,130,,821,,821,,2592,,259,,259,,86,
2075,2,74,130,,821,,821,,2736,,259,,259,,86,
2076,2,75,130,,821,,821,,2736,,274,,274,,86,
2077,2,76,130,,821,,821,,2736,,274,,274,,91,
2078,2,77,130,,864,,864,,2736,,274,,274,,91,
2079,2,78,130,,864,,864,,2880,,274,,274,,91,
2080,2,79,130,,864,,864,,2880,,288,,288,,91,
2081,2,80,140,,864,,864,,2880,,288,,288,,96,
2082,2,81,140,,907,,907,,2880,,288,,288,,96,
2083,2,82,140,,907,,907,,3024,,288,,288,,96,
2084,2,83,140,,907,,907,,3024,,302,,302,,96,
2085,2,84,140,,907,,907,,3024,,302,,302,,101,
2086,2,85,140,,950,,950,,3024,,302,,302,,101,
2087,2,86,140,,950,,950,,3168,,302,,302,,101,
2088,2,87,140,,950,,950,,3168,,317,,317,,101,
2089,2,88,140,,950,,950,,3168,,317,,317,,106,
2090,2,89,140,,994,,994,,3168,,317,,317,,106,
2091,2,90,150,,994,,994,,3312,,317,,317,,106,
2092,2,91,150,,994,,994,,3312,,331,,331,,106,
2093,2,92,150,,994,,994,,3312,,331,,331,,110,
2094,2,93,150,,1037,,1037,,3312,,331,,331,,110,
2095,2,94,150,,1037,,1037,,3456,,331,,331,,110,
2096,2,95,150,,1037,,1037,,3456,,346,,346,,110,
2097,2,96,150,,1037,,1037,,3456,,346,,346,,115,
2098,2,97,150,,1080,,1080,,3456,,346,,346,,115,
2099,2,98,150,,1080,,1080,,3600,,346,,346,,115,
2100,2,99,150,,1080,,1080,,3600,,360,,360,,115,
2101,2,100,160,,1080,,1080,,3600,,360,,360,,120,
2102,2,101,160,,1123,,1123,,3600,,360,,360,,120,
2103,2,102,160,,1123,,1123,,3744,,360,,360,,120,
2104,2,103,160,,1123,,1123,,3744,,374,,374,,120,
2105,2,104,160,,1123,,1123,,3744,,374,,374,,125,
2106,2,105,160,,1166,,1166,,3744,,374,,374,,125,
2107,2,106,160,,1166,,1166,,3888,,374,,374,,125,
2108,2,107,160,,1166,,1166,,3888,,389,,389,,125,
2109,2,108,160,,1166,,1166,,3888,,389,,389,,130,
2110,2,109,160,,1210,,1210,,3888,,389,,389,,130,
2111,2,110,170,,1210,,1210,,4032,,389,,389,,130,
2112,2,111,170,,1210,,1210,,4032,,403,,403,,130,
2113,2,112,170,,1210,,1210,,4032,,403,,403,,134,
2114,2,113,170,,1253,,1253,,4032,,403,,403,,134,
2115,2,114,170,,1253,,1253,,4176,,403,,403,,134,
2116,2,115,170,,1253,,1253,,4176,,418,,418,,134,
2117,2,116,170,,1253,,1253,,4176,,418,,418,,139,
2118,2,117,170,,1296,,1296,,4176,,418,,418,,139,
2119,2,118,170,,1296,,1296,,4320,,418,,418,,139,
2120,2,119,170,,1296,,1296,,4320,,432,,432,,139,
2121,2,120,180,,1404,,1404,,4680,,468,,468,,156,
2122,2,121,180,,1451,,1451,,4680,,468,,468,,156,
2123,2,122,180,,1451,,1451,,4836,,468,,468,,156,
2124,2,123,180,,1451,,1451,,4836,,484,,484,,156,
2125,2,124,180,,1451,,1451,,4836,,484,,484,,161,
2126,2,125,180,,1498,,1498,,4836,,484,,484,,161,
2127,2,126,180,,1498,,1498,,4992,,484,,484,,161,
2128,2,127,180,,1498,,1498,,4992,,499,,499,,161,
2129,2,128,180,,1498,,1498,,4992,,499,,499,,166,
2130,2,129,180,,1544,,1544,,4992,,499,,499,,166,
2131,2,130,190,,1544,,1544,,5148,,499,,499,,166,
2132,2,131,190,,1544,,1544,,5148,,515,,515,,166,
2133,2,132,190,,1544,,1544,,5148,,515,,515,,172,
2134,2,133,190,,1591,,1591,,5148,,515,,515,,172,
2135,2,134,190,,1591,,1591,,5304,,515,,515,,172,
2136,2,135,190,,1591,,1591,,5304,,530,,530,,172,
2137,2,136,190,,1591,,1591,,5304,,530,,530,,177,
2138,2,137,190,,1638,,1638,,5304,,530,,530,,177,
2139,2,138,190,,1638,,1638,,5460,,530,,530,,177,
2140,2,139,190,,1638,,1638,,5460,,546,,546,,177,
2141,2,140,200,,1638,,1638,,5460,,546,,546,,182,
2142,2,141,200,,1685,,1685,,5460,,546,,546,,182,
2143,2,142,200,,1685,,1685,,5616,,546,,546,,182,
2144,2,143,200,,1685,,1685,,5616,,562,,562,,182,
2145,2,144,200,,1685,,1685,,5616,,562,,562,,187,
2146,2,145,200,,1732,,1732,,5616,,562,,562,,187,
2147,2,146,200,,1732,,1732,,5772,,562,,562,,187,
2148,2,147,200,,1732,,1732,,5772,,577,,577,,187,
2149,2,148,200,,1732,,1732,,5772,,577,,577,,192,
2150,2,149,200,,1778,,1778,,5772,,577,,577,,192,
2151,2,150,200,,1778,,1778,,5928,,577,,577,,192,
2152,2,151,200,,1778,,1778,,5928,,593,,593,,192,
2153,2,152,200,,1778,,1778,,5928,,593,,593,,198,
2154,2,153,200,,1825,,1825,,5928,,593,,593,,198,
2155,2,154,200,,1825,,1825,,6084,,593,,593,,198,
2156,2,155,210,,1825,,1825,,6084,,608,,608,,198,
2157,2,156,210,,1825,,1825,,6084,,608,,608,,203,
2158,2,157,210,,1872,,1872,,6084,,608,,608,,203,
2159,2,158,210,,1872,,1872,,6240,,608,,608,,203,
2160,2,159,210,,1872,,1872,,6240,,624,,624,,203,
2161,2,160,210,,1872,,1872,,6240,,624,,624,,208,
2162,2,161,210,,1919,,1919,,6240,,624,,624,,208,
2163,2,162,210,,1919,,1919,,6396,,624,,624,,208,
2164,2,163,210,,1919,,1919,,6396,,640,,640,,208,
2165,2,164,210,,1919,,1919,,6396,,640,,640,,213,
2166,2,165,210,,1966,,1966,,6396,,640,,640,,213,
2167,2,166,210,,1966,,1966,,6552,,640,,640,,213,
2168,2,167,210,,1966,,1966,,6552,,655,,655,,213,
2169,2,168,210,,1966,,1966,,6552,,655,,655,,218,
2170,2,169,210,,2012,,2012,,6552,,655,,655,,218,
2171,2,170,220,,2012,,2012,,6708,,655,,655,,218,
2172,2,171,220,,2012,,2012,,6708,,671,,671,,218,
2173,2,172,220,,2012,,2012,,6708,,671,,671,,224,
2174,2,173,220,,2059,,2059,,6708,,671,,671,,224,
2175,2,174,220,,2059,,2059,,6864,,671,,671,,224,
2176,2,175,220,,2059,,2059,,6864,,686,,686,,224,
2177,2,176,220,,2059,,2059,,6864,,686,,686,,229,
2178,2,177,220,,2106,,2106,,6864,,686,,686,,229,
2179,2,178,220,,2106,,2106,,7020,,686,,686,,229,
2180,2,179,220,,2106,,2106,,7020,,702,,702,,229,
2181,2,180,220,,2268,,2268,,7560,,756,,756,,252,
2182,2,181,220,,2318,,2318,,7560,,756,,756,,252,
2183,2,182,220,,2318,,2318,,7728,,756,,756,,252,
2184,2,183,220,,2318,,2318,,7728,,773,,773,,252,
2185,2,184,220,,2318,,2318,,7728,,773,,773,,258,
2186,2,185,230,,2369,,2369,,7728,,773,,773,,258,
2187,2,186,230,,2369,,2369,,7896,,773,,773,,258,
2188,2,187,230,,2369,,2369,,7896,,790,,790,,258,
2189,2,188,230,,2369,,2369,,7896,,790,,790,,263,
2190,2,189,230,,2419,,2419,,7896,,790,,790,,263,
2191,2,190,230,,2419,,2419,,8064,,790,,790,,263,
2192,2,191,230,,2419,,2419,,8064,,806,,806,,263,
2193,2,192,230,,2419,,2419,,8064,,806,,806,,269,
2194,2,193,230,,2470,,2470,,8064,,806,,806,,269,
2195,2,194,230,,2470,,2470,,8232,,806,,806,,269,
2196,2,195,230,,2470,,2470,,8232,,823,,823,,269,
2197,2,196,230,,2470,,2470,,8232,,823,,823,,274,
2198,2,197,230,,2520,,2520,,8232,,823,,823,,274,
2199,2,198,230,,2520,,2520,,8400,,823,,823,,274,
2200,2,199,230,,2520,,2520,,8400,,840,,840,,274,
2201,2,200,240,,2520,,2520,,8400,,840,,840,,280,
2202,2,201,240,,2570,,2570,,8400,,840,,840,,280,
2203,2,202,240,,2570,,2570,,8568,,840,,840,,280,
2204,2,203,240,,2570,,2570,,8568,,857,,857,,280,
2205,2,204,240,,2570,,2570,,8568,,857,,857,,286,
2206,2,205,240,,2621,,2621,,8568,,857,,857,,286,
2207,2,206,240,,2621,,2621,,8736,,857,,857,,286,
2208,2,207,240,,2621,,2621,,8736,,874,,874,,286,
2209,2,208,240,,2621,,2621,,8736,,874,,874,,291,
2210,2,209,240,,2671,,2671,,8736,,874,,874,,291,
2211,2,210,240,,2671,,2671,,8904,,874,,874,,291,
2212,2,211,240,,2671,,2671,,8904,,890,,890,,291,
2213,2,212,240,,2671,,2671,,8904,,890,,890,,297,
2214,2,213,240,,2722,,2722,,8904,,890,,890,,297,
2215,2,214,240,,2722,,2722,,9072,,890,,890,,297,
2216,2,215,250,,2722,,2722,,9072,,907,,907,,297,
2217,2,216,250,,2722,,2722,,9072,,907,,907,,302,
2218,2,217,250,,2772,,2772,,9072,,907,,907,,302,
2219,2,218,250,,2772,,2772,,9240,,907,,907,,302,
2220,2,219,250,,2772,,2772,,9240,,924,,924,,302,
2221,2,220,250,,2772,,2772,,9240,,924,,924,,308,
2222,2,221,250,,2822,,2822,,9240,,924,,924,,308,
2223,2,222,250,,2822,,2822,,9408,,924,,924,,308,
2224,2,223,250,,2822,,2822,,9408,,941,,941,,308,
2225,2,224,250,,2822,,2822,,9408,,941,,941,,314,
2226,2,225,250,,2873,,2873,,9408,,941,,941,,314,
2227,2,226,250,,2873,,2873,,9576,,941,,941,,314,
2228,2,227,250,,2873,,2873,,9576,,958,,958,,314,
2229,2,228,250,,2873,,2873,,9576,,958,,958,,319,
2230,2,229,250,,2923,,2923,,9576,,958,,958,,319,
2231,2,230,260,,2923,,2923,,9744,,958,,958,,319,
2232,2,231,260,,2923,,2923,,9744,,974,,974,,319,
2233,2,232,260,,2923,,2923,,9744,,974,,974,,325,
2234,2,233,260,,2974,,2974,,9744,,974,,974,,325,
2235,2,234,260,,2974,,2974,,9912,,974,,974,,325,
2236,2,235,260,,2974,,2974,,9912,,991,,991,,325,
2237,2,236,260,,2974,,2974,,9912,,991,,991,,330,
2238,2,237,260,,3024,,3024,,9912,,991,,991,,330,
2239,2,238,260,,3024,,3024,,10080,,991,,991,,330,
2240,2,239,260,,3024,,3024,,10080,,1008,,1008,,330,
2241,2,240,260,,3240,,3240,,10800,,1080,,1080,,360,
2242,2,241,260,,3294,,3294,,10800,,1080,,1080,,360,
2243,2,242,260,,3294,,3294,,10980,,1080,,1080,,360,
2244,2,243,260,,3294,,3294,,10980,,1098,,1098,,360,
2245,2,244,260,,3294,,3294,,10980,,1098,,1098,,366,
2246,2,245,270,,3348,,3348,,10980,,1098,,1098,,366,
2247,2,246,270,,3348,,3348,,11160,,1098,,1098,,366,
2248,2,247,270,,3348,,3348,,11160,,1116,,1116,,366,
2249,2,248,270,,3348,,3348,,11160,,1116,,1116,,372,
2250,2,249,270,,3402,,3402,,11160,,1116,,1116,,372,
2251,2,250,270,,3402,,3402,,11340,,1116,,1116,,372,
2252,2,251,270,,3402,,3402,,11340,,1134,,1134,,372,
2253,2,252,270,,3402,,3402,,11340,,1134,,1134,,378,
2254,2,253,270,,3456,,3456,,11340,,1134,,1134,,378,
2255,2,254,270,,3456,,3456,,11520,,1134,,1134,,378,
2256,2,255,270,,3456,,3456,,11520,,1152,,1152,,378,
2257,2,256,270,,3456,,3456,,11520,,1152,,1152,,384,
2258,2,257,270,,3510,,3510,,11520,,1152,,1152,,384,
2259,2,258,270,,3510,,3510,,11700,,1152,,1152,,384,
2260,2,259,270,,3510,,3510,,11700,,1170,,1170,,384,
2261,2,260,280,,3510,,3510,,11700,,1170,,1170,,390,
2262,2,261,280,,3564,,3564,,11700,,1170,,1170,,390,
2263,2,262,280,,3564,,3564,,11880,,1170,,1170,,390,
2264,2,263,280,,3564,,3564,,11880,,1188,,1188,,390,
2265,2,264,280,,3564,,3564,,11880,,1188,,1188,,396,
2266,2,265,280,,3618,,3618,,11880,,1188,,1188,,396,
2267,2,266,280,,3618,,3618,,12060,,1188,,1188,,396,
2268,2,267,280,,3618,,3618,,12060,,1206,,1206,,396,
2269,2,268,280,,3618,,3618,,12060,,1206,,1206,,402,
2270,2,269,280,,3672,,3672,,12060,,1206,,1206,,402,
2271,2,270,280,,3672,,3672,,12240,,1206,,1206,,402,
2272,2,271,280,,3672,,3672,,12240,,1224,,1224,,402,
2273,2,272,280,,3672,,3672,,12240,,1224,,1224,,408,
2274,2,273,280,,3726,,3726,,12240,,1224,,1224,,408,
2275,2,274,280,,3726,,3726,,12420,,1224,,1224,,408,
2276,2,275,290,,3726,,3726,,12420,,1242,,1242,,408,
2277,2,276,290,,3726,,3726,,12420,,1242,,1242,,414,
2278,2,277,290,,3780,,3780,,12420,,1242,,1242,,414,
2279,2,278,290,,3780,,3780,,12600,,1242,,1242,,414,
2280,2,279,290,,3780,,3780,,12600,,1260,,1260,,414,
2281,2,280,290,,3780,,3780,,12600,,1260,,1260,,420,
2282,2,281,290,,3834,,3834,,12600,,1260,,1260,,420,
2283,2,282,290,,3834,,3834,,12780,,1260,,1260,,420,
2284,2,283,290,,3834,,3834,,12780,,1278,,1278,,420,
2285,2,284,290,,3834,,3834,,12780,,1278,,1278,,426,
2286,2,285,290,,3888,,3888,,12780,,1278,,1278,,426,
2287,2,286,290,,3888,,3888,,12960,,1278,,1278,,426,
2288,2,287,290,,3888,,3888,,12960,,1296,,1296,,426,
2289,2,288,290,,3888,,3888,,12960,,1296,,1296,,432,
2290,2,289,290,,3942,,3942,,12960,,1296,,1296,,432,
2291,2,290,300,,3942,,3942,,13140,,1296,,1296,,432,
2292,2,291,300,,3942,,3942,,13140,,1314,,1314,,432,
2293,2,292,300,,3942,,3942,,13140,,1314,,1314,,438,
2294,2,293,300,,3996,,3996,,13140,,1314,,1314,,438,
2295,2,294,300,,3996,,3996,,13320,,1314,,1314,,438,
2296,2,295,300,,3996,,3996,,13320,,1332,,1332,,438,
2297,2,296,300,,3996,,3996,,13320,,1332,,1332,,444,
2298,2,297,300,,4050,,4050,,13320,,1332,,1332,,444,
2299,2,298,300,,4050,,4050,,13500,,1332,,1332,,444,
2300,2,299,300,,4050,,4050,,13500,,1350,,1350,,444,
2301,2,300,300,,4320,,4320,,14400,,1440,,1440,,480,
2302,2,301,310,,4378,,4378,,14400,,1440,,1440,,480,
2303,2,302,310,,4378,,4378,,14592,,1440,,1440,,480,
2304,2,303,310,,4378,,4378,,14592,,1459,,1459,,480,
2305,2,304,310,,4378,,4378,,14592,,1459,,1459,,486,
2306,2,305,310,,4435,,4435,,14592,,1459,,1459,,486,
2307,2,306,310,,4435,,4435,,14784,,1459,,1459,,486,
2308,2,307,310,,4435,,4435,,14784,,1478,,1478,,486,
2309,2,308,310,,4435,,4435,,14784,,1478,,1478,,493,
2310,2,309,310,,4493,,4493,,14784,,1478,,1478,,493,
2311,2,310,310,,4493,,4493,,14976,,1478,,1478,,493,
2312,2,311,310,,4493,,4493,,14976,,1498,,1498,,493,
2313,2,312,320,,4493,,4493,,14976,,1498,,1498,,499,
2314,2,313,320,,4550,,4550,,14976,,1498,,1498,,499,
2315,2,314,320,,4550,,4550,,15168,,1498,,1498,,499,
2316,2,315,320,,4550,,4550,,15168,,1517,,1517,,499,
2317,2,316,320,,4550,,4550,,15168,,1517,,1517,,506,
2318,2,317,320,,4608,,4608,,15168,,1517,,1517,,506,
2319,2,318,320,,4608,,4608,,15360,,1517,,1517,,506,
2320,2,319,320,,4608,,4608,,15360,,1536,,1536,,506,
2321,2,320,320,,4608,,4608,,15360,,1536,,1536,,512,
2322,2,321,320,,4666,,4666,,15360,,1536,,1536,,512,
2323,2,322,320,,4666,,4666,,15552,,1536,,1536,,512,
2324,2,323,330,,4666,,4666,,15552,,1555,,1555,,512,
2325,2,324,330,,4666,,4666,,15552,,1555,,1555,,518,
2326,2,325,330,,4723,,4723,,15552,,1555,,1555,,518,
2327,2,326,330,,4723,,4723,,15744,,1555,,1555,,518,
2328,2,327,330,,4723,,4723,,15744,,1574,,1574,,518,
2329,2,328,330,,4723,,4723,,15744,,1574,,1574,,525,
2330,2,329,330,,4781,,4781,,15744,,1574,,1574,,525,
2331,2,330,330,,4781,,4781,,15936,,1574,,1574,,525,
2332,2,331,330,,4781,,4781,,15936,,1594,,1594,,525,
2333,2,332,330,,4781,,4781,,15936,,1594,,1594,,531,
2334,2,333,330,,4838,,4838,,15936,,1594,,1594,,531,
2335,2,334,340,,4838,,4838,,16128,,1594,,1594,,531,
2336,2,335,340,,4838,,4838,,16128,,1613,,1613,,531,
2337,2,336,340,,4838,,4838,,16128,,1613,,1613,,538,
2338,2,337,340,,4896,,4896,,16128,,1613,,1613,,538,
2339,2,338,340,,4896,,4896,,16320,,1613,,1613,,538,
2340,2,339,340,,4896,,4896,,16320,,1632,,1632,,538,
2341,2,340,340,,4896,,4896,,16320,,1632,,1632,,544,
2342,2,341,340,,4954,,4954,,16320,,1632,,1632,,544,
2343,2,342,340,,4954,,4954,,16512,,1632,,1632,,544,
2344,2,343,340,,4954,,4954,,16512,,1651,,1651,,544,
2345,2,344,340,,4954,,4954,,16512,,1651,,1651,,550,
2346,2,345,350,,5011,,5011,,16512,,1651,,1651,,550,
2347,2,346,350,,5011,,5011,,16704,,1651,,1651,,550,
2348,2,347,350,,5011,,5011,,16704,,1670,,1670,,550,
2349,2,348,350,,5011,,5011,,16704,,1670,,1670,,557,
2350,2,349,350,,5069,,5069,,16704,,1670,,1670,,557,
2351,2,350,350,,5069,,5069,,16896,,1670,,1670,,557,
2352,2,351,350,,5069,,5069,,16896,,1690,,1690,,557,
2353,2,352,350,,5069,,5069,,16896,,1690,,1690,,563,
2354,2,353,350,,5126,,5126,,16896,,1690,,1690,,563,
2355,2,354,350,,5126,,5126,,17088,,1690,,1690,,563,
2356,2,355,350,,5126,,5126,,17088,,1709,,1709,,563,
2357,2,356,360,,5126,,5126,,17088,,1709,,1709,,570,
2358,2,357,360,,5184,,5184,,17088,,1709,,1709,,570,
2359,2,358,360,,5184,,5184,,17280,,1709,,1709,,570,
2360,2,359,360,,5184,,5184,,17280,,1728,,1728,,570,
2361,2,360,360,,5508,,5508,,18360,,1836,,1836,,612,
2362,2,361,360,,5569,,5569,,18360,,1836,,1836,,612,
2363,2,362,360,,5569,,5569,,18564,,1836,,1836,,612,
2364,2,363,360,,5569,,5569,,18564,,1856,,1856,,612,
2365,2,364,360,,5569,,5569,,18564,,1856,,1856,,619,
2366,2,365,360,,5630,,5630,,18564,,1856,,1856,,619,
2367,2,366,360,,5630,,5630,,18768,,1856,,1856,,619,
2368,2,367,370,,5630,,5630,,18768,,1877,,1877,,619,
2369,2,368,370,,5630,,5630,,18768,,1877,,1877,,626,
2370,2,369,370,,5692,,5692,,18768,,1877,,1877,,626,
2371,2,370,370,,5692,,5692,,18972,,1877,,1877,,626,
2372,2,371,370,,5692,,5692,,18972,,1897,,1897,,626,
2373,2,372,370,,5692,,5692,,18972,,1897,,1897,,632,
2374,2,373,370,,5753,,5753,,18972,,1897,,1897,,632,
2375,2,374,370,,5753,,5753,,19176,,1897,,1897,,632,
2376,2,375,370,,5753,,5753,,19176,,1918,,1918,,632,
2377,2,376,370,,5753,,5753,,19176,,1918,,1918,,639,
2378,2,377,370,,5814,,5814,,19176,,1918,,1918,,639,
2379,2,378,380,,5814,,5814,,19380,,1918,,1918,,639,
2380,2,379,380,,5814,,5814,,19380,,1938,,1938,,639,
2381,2,380,380,,5814,,5814,,19380,,1938,,1938,,646,
2382,2,381,380,,5875,,5875,,19380,,1938,,1938,,646,
2383,2,382,380,,5875,,5875,,19584,,1938,,1938,,646,
2384,2,383,380,,5875,,5875,,19584,,1958,,1958,,646,
2385,2,384,380,,5875,,5875,,19584,,1958,,1958,,653,
2386,2,385,380,,5936,,5936,,19584,,1958,,1958,,653,
2387,2,386,380,,5936,,5936,,19788,,1958,,1958,,653,
2388,2,387,380,,5936,,5936,,19788,,1979,,1979,,653,
2389,2,388,380,,5936,,5936,,19788,,1979,,1979,,660,
2390,2,389,390,,5998,,5998,,19788,,1979,,1979,,660,
2391,2,390,390,,5998,,5998,,19992,,1979,,1979,,660,
2392,2,391,390,,5998,,5998,,19992,,1999,,1999,,660,
2393,2,392,390,,5998,,5998,,19992,,1999,,1999,,666,
2394,2,393,390,,6059,,6059,,19992,,1999,,1999,,666,
2395,2,394,390,,6059,,6059,,20196,,1999,,1999,,666,
2396,2,395,390,,6059,,6059,,20196,,2020,,2020,,666,
