变量名,onceEffectResPath,onceEffectDelay,effectResDelay,effectAssignLayer,effectPos,onceEffectPos,onceEffectAniName,onceEffectWait,deepCorrect,effectResPath,effectShowOnAttack,spineEffect,effectAniName,effectAniChoose,effectOffsetPos,onceEffectOffsetPos,holderActionType,pointEffect,onceEffectAssignLayer,stageArgs,linkEffect,effectOnEnd,rayEffect,__version
4112634,koudai_majiyana_pifu/hero_majiyana_pifu.skel,,,,,4,buff_jianci_attack,TRUE,,,,,,,,,,,,,,,,
4122321,,,800,,2,,,,,koudai_maxiaduo_pifu/hero_maxiaduo_pifu.skel,,,<qianyin_loop>,,{x=0;y=-260},,,,,,,,,
4122322,koudai_maxiaduo_pifu/hero_maxiaduo_pifu.skel,,,,,,qianying,TRUE,,,,{action={standby=kong_loop};unitRes=<koudai_maxiaduo/hero_maxiaduo.skel;koudai_maxiaduo_pifu/hero_maxiaduo_pifu.skel>},,,,,,,,,,,,
4122327,koudai_maxiaduo_pifu/hero_maxiaduo_pifu.skel,,,,,,touxi,TRUE,,,,,,,,{x=0;y=-60},,,,,,,,
4141111,koudai_leileishi_pifu/hero_leileishi_pifu.skel,,1550,,,,zhenya_chuxian,,,koudai_leileishi_pifu/hero_leileishi_pifu.skel,,,<zhenya_loop>,,{x=30;y=0},,{args={value=0};typ=opacity},,,,,{res=koudai_leileishi_pifu/hero_leileishi_pifu.skel;pos=0;aniName=zhenya_xiaoshi},,
4141211,,,,,,,,TRUE,,koudai_leileishi_pifu/hero_leileishi_pifu.skel,,,<zhongzhao_loop>,,{x=50;y=0},,{args={value=0};typ=opacity},,,,,{res=koudai_leileishi_pifu/hero_leileishi_pifu.skel;pos=0;aniName=zhongzhao_xiaoshi},,
4141311,,,,4,3,,,,,koudai_leileishi_pifu/hero_leileishi_pifu.skel,,{action={hit=effect_hit;death=effect_break;standby=effect_loop};unitRes=<koudai_leileishi/hero_leileishi.skel;koudai_leileishi_pifu/hero_leileishi_pifu.skel>},<effect_loop>,,{x=800;y=200},,,,,,,,,
4162510,koudai_jielaaola_pifu/hero_jielaaola_hy_pifu.skel,300,,,,,attack_fz,TRUE,,,,,,,,{x=260;y=0},,,,,,,,
4431611,,,,,,,,,,koudai_congyoubing_pifu/hero_congyoubing_pifu.skel,,,<pozhan1_loop>,,{x=90;y=0},,,,,,,,,
4431612,,,,,,,,,,koudai_congyoubing_pifu/hero_congyoubing_pifu.skel,,,<pozhan2_loop>,,{x=-70;y=-50},,,,,,,,,
4431613,,,,,,,,,,koudai_congyoubing_pifu/hero_congyoubing_pifu.skel,,,<pozhan3_loop>,,{x=0;y=10},,,,,,,,,
4431623,,,,,,,,,,koudai_congyoubing_pifu/hero_congyoubing_pifu.skel,,,<wuwo_loop>,,,,,,,,,,,
4431627,,,,,,,,,,,,{action={hit=hit2;standby=standby_loop2};unitRes=<koudai_congyoubing/hero_dacongya.skel>},,,,,,,,,,,,
4591211,,,,,,,,,,,,,,,,,,,,,,,,
4591321,,,,,,,,,,koudai_cangxiangpf/hero_cangxiangpf.skel,,,<shenjianhuti_loop>,,,,,,,,,,,
4591612,,,,,,,,,,koudai_cangxiangpf/hero_cangxiangpf.skel,,,<buff_yaojingfeijian_loop1;buff_yaojingfeijian_loop2;buff_yaojingfeijian_loop3;buff_yaojingfeijian_loop4;buff_yaojingfeijian_loop5;buff_yaojingfeijian_loop6>,{mapping=<1;2;3;4;5;6>;type=1},,,,,,,,,,
4591625,,,,,,,,,,,,,,,,,{list=<{args={onceEffectOffsetPos={y=180;x=10};onceEffectResPath=koudai_cangxiangpf/hero_cangxiangpf.skel;onceEffectAniName=buff_yaojingfeijian_chuxian};playType=1;typ=onceEffect};{args={lifetime=300};playType=1;typ=wait};{args={key=id};playType=1;typ=playDeferList}>},,,,,,,
4591643,koudai_cangxiangpf/hero_cangxiangpf.skel,,,,,,buff_yaojingfeijian_jianfan2,,,,,,,,,,,,,,,,,
4591692,koudai_cangxiangpf/hero_cangxiangpf.skel,,,,,,jiandunlingyu_chuxian,,9,koudai_cangxiangpf/hero_cangxiangpf.skel,,,<jiandunlingyu_loop>,,,,,,,,,,,
4601001,koudai_zangmarante_pifu/hero_zangmarante_pifu.skel,,1100,,,4,zhenqidun_chuxian,TRUE,,koudai_zangmarante_pifu/hero_zangmarante_pifu.skel,,,<zhenqidun_loop>,,{x=-100;y=30},{x=-100;y=30},{typ=showShieldBarIcon},,,,,{res=koudai_zangmarante_pifu/hero_zangmarante_pifu.skel;pos=0;aniName=zhenqidun_xiaoshi},,
4601311,koudai_zangmarante_pifu/hero_zangmarante_pifu.skel,,1056,,,,numu_chuxian,TRUE,,koudai_zangmarante_pifu/hero_zangmarante_pifu.skel,,,<numu_loop>,,{flip=TRUE;x=10;y=-20},{flip=TRUE;x=10;y=-20},,,,,,{res=koudai_zangmarante_pifu/hero_zangmarante_pifu.skel;pos=0;aniName=numu_xiaoshi},,
4601621,,,,,,,,,,,,,,,,,{args={offSet={y=1;x=0};mulMarkOffSet={y=45;x=-18};resPath=koudai_zangmarante_pifu/hero_zangmarante_pifu.skel;scaleX=1;mulMarkScaleY=5.8;aniName=hudun_loop;scaleY=1.65;mulMarkAniName=hudunyichu_loop;mulMarkScaleX=1;mulMarkResPath=koudai_zangmarante_pifu/hero_zangmarante_pifu.skel};typ=changeShieldBar},,,,,,,
4611012,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,990,,,,wjld_chuxian,TRUE,10,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,,<wjld_loop>,,{x=0;y=30},{x=0;y=30},,,,,,{res=koudai_wujitaina_pifu/hero_wujitaina_pifu.skel;pos=0;aniName=wjld_xiaoshi},,
4611211,,,,,,,,,13,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,,<dxsb_loop>,,,,,,,,,,,
4611321,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,1466,4,3,5,jjh_chuxian,TRUE,,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,{action={hit=jjh_shouji_loop;attack=attack;run_loop=jjh_shouji_loop;standby=jjh_shouji_loop};unitRes=<koudai_wujitaina/hero_wujitaina.skel;koudai_wujitaina_pifu/hero_wujitaina_pifu.skel>},<jjh_standby_loop>,,{x=620;y=100},{x=620;y=100},{list=<{args={other={isShow=FALSE};lifebar={isShow=FALSE};sprite={isShow=FALSE}};playType=1;typ=hide};{args={onceEffectOffsetPos={y=0;x=0};onceEffectResPath=koudai_wujitaina_pifu/hero_wujitaina_pifu.skel;onceEffectAniName=jjh_xiaoshi2};playType=1;typ=onceEffect};{args={lifetime=890};playType=1;typ=wait};{args={other={isShow=TRUE};lifebar={isShow=TRUE};sprite={isShow=TRUE}};playType=1;typ=hide};{args={value=0.4};playType=1;typ=opacity}>},,,,,{res=koudai_wujitaina_pifu/hero_wujitaina_pifu.skel;pos=5;aniName=jjh_xiaoshi},,
4611329,,,,,,,,TRUE,,,,,,,,,{list=<{args={other={isShow=FALSE};lifebar={isShow=FALSE};sprite={isShow=FALSE}};playType=1;typ=hide};{args={onceEffectOffsetPos={y=150;x=0};onceEffectResPath=koudai_wujitaina_pifu/hero_wujitaina_pifu.skel;onceEffectAniName=jjh_chuxian2};playType=1;typ=onceEffect};{args={lifetime=1584};playType=1;typ=wait};{args={other={isShow=TRUE};lifebar={isShow=TRUE};sprite={isShow=TRUE}};playType=1;typ=hide};{args={value=1};playType=1;typ=opacity}>},,,,,,,
4611341,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,627,,,4,dyy_chuxian,TRUE,14,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,,<dyy_loop>,,,,,,,,,{res=koudai_wujitaina_pifu/hero_wujitaina_pifu.skel;pos=0;aniName=dyy_xiaoshi},,
4611411,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,,,,5,jjh_attack_buff,TRUE,,,,,,,,{x=620;y=90},,,,,,,,
4611511,koudai_wujitaina_pifu/hero_wujitaina_pifu.skel,,,,,,jjh_attack2_buff,TRUE,,,,,,,,{flip=TRUE;x=0;y=0},,,,,,,,
4633315,,,,,,,,,13,koudai_saludepf/saludepf_buff.skel,,,<changsheng_qd_loop>,,{x=0;y=0},,,,,,,,,
4633316,,,,,,,,,13,koudai_saludepf/saludepf_buff.skel,,,<changsheng_zd_loop>,,{x=0;y=0},,,,,,,,,
4633318,,,,,,,,,,,,,,,,,,,,,{offsetPos={y=-100;x=0};scaleX=1.3;deep=9;aniName=changsheng_loop;effectRes=koudai_saludepf/saludepf_buff.skel},,,
4633351,,,,,,,,,,koudai_saludepf/saludepf_buff.skel,,,<shenmuzf_loop>,,{x=0;y=0},,,,,,,,,
4633614,koudai_saludepf/saludepf_buff.skel,,,,,1,jixue_difang,TRUE,,,,,,,,{x=0;y=-300},,,,,,,,
4633627,koudai_saludepf/saludepf_buff.skel,,,,,1,jixue_wofang,TRUE,,,,,,,,{x=0;y=-300},,,,,,,,
4633629,koudai_saludepf/saludepf_buff.skel,,,,,6,judatm,TRUE,,,,,,,,{x=300;y=200},,,,,,,,
4633630,koudai_saludepf/saludepf_buff.skel,,,,,6,judatm,TRUE,,,,,,,,{x=300;y=200},,,,,,,,
4633711,,,,,,,,,,,,{skin=pf;unitRes=<koudai_saludepf/hero_saludepf.skel>},,,,,,,,,,,,
4682313,,,,,,,,,,koudai_lgwbmpf/hero_lgwbmpf.skel,,,<xueshou_loop>,,{x=150;y=0},,,,,,,,,
4682322,,,,,,,,,,,,,,,,,{list=<{args={onceEffectOffsetPos={flip=TRUE;y=150;x=620};onceEffectResPath=koudai_lgwbmpf/hero_lgwbmpf.skel;onceEffectAniName=xuemao_touzhi};playType=1;typ=onceEffect};{args={lifetime=1766.6};playType=1;typ=wait};{args={key=id};playType=1;typ=playDeferList}>},,,,,,,
4682651,,,,,,,,,,koudai_lgwbmpf/hero_lgwbmpf.skel,,,<bingjiehushen_loop>,,,,,,,,,,,
4682811,,,,,,,,,,,,{skin=xuemao;unitRes=<koudai_lgwbmpf/hero_lgwbmpf.skel>},,,,,,,,,,,,
4682818,koudai_lgwbmpf/hero_lgwbmpf.skel,,,,,,xuemao_fanji,,,,,,,,,{flip=TRUE;x=360;y=120},,,,,,,,
4683214,,,,,,,,,,koudai_lgwhmpf/hmw_pifu.skel,,,<buff_lhlj_loop2>,,,,,,,,,,,
4683216,,,,,,,,,,koudai_lgwhm/hero_lgwhm.skel,,,<buff_lhlj_loop2>,,,,,,,,,,,
4683314,,,,,,,,,,koudai_lgwhm/hero_lgwhm.skel,,,<buff_lht_loop>,,,,,,,,,,,
4683713,,,,,,,,,,koudai_lgwhm/hero_lgwhm.skel,,,<lingti_loop1;lingti_loop2>,{mapping=<1;2>;type=1},,,,,,,,,,
5391211,,,,,,,,,,koudai_mldpf/miledunpf_buff.skel,,,<gaixieweilai_loop>,,,,,,,,,,,
5391215,,,,,,,,,,koudai_mldpf/miledunpf_buff.skel,,,<gaixieweilai2_loop>,,,,,,,,,,,
5391216,koudai_mldpf/miledunpf_buff.skel,,,,,,lizilongxi1,,,,,,,,,{flip=TRUE;x=400;y=-60},,,,,,,,
5391326,,,,,1,,,,,koudai_mldpf/miledunpf_buff.skel,,,<yuyan1_loop;yuyan2_loop;yuyan3_loop>,{mapping=<1;2;3>;type=1},{flip=TRUE;x=0;y=0},,,,,,,,,
5391612,,,,2,3,,,,,koudai_mldpf/miledunpf_buff.skel,,,<ylzc_loop>,,,,,,,,,,,
5391621,,,,,,,,,,,,{action={standby=standby2_loop};unitRes=<koudai_mldpf/miledunpf_buff.skel>},,,,,,,,,,,,
5391631,,,,2,3,,,,,koudai_mldpf/miledunpf_buff.skel,,,<qylzc_loop>,,,,,,,,,,,
5391714,koudai_mldpf/miledunpf_buff.skel,,,,,,leiji,,,,,,,,,,,,,,,,,
5391811,,,,,,,,,8,,,{skin=beimiu;unitRes=<koudai_mldpf/hero_mldpf.skel>},,,,,,,,,,,,
7031218,,,,,1,,,,,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,<7jushi_loop>,,{x=-600;y=0},,,,,,,,,
7031221,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,,,,7jushi,,,,,,,,,,,,,,,,,
7031222,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,,,,7jushi,,,,,,,,,,,,,,,,,
7031613,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,,,,1suishi,,,,,,,,,,,,,,,,,
7031622,,,,,,,,,,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,<2hujia_loop>,,,,,,,,,,,
7031627,,,,,,,,,,koudai_sgcjbjlspf/hero_sgcjbjlspf.skel,,,<bati_loop>,,,,,,,,,,,
7031719,,,,4,5,,,,,koudai_sgcjbjlspf/sg_banjila_buff.skel,,,<4shabao_loop>,,{x=0;y=0},,,,4,,,,,
7031838,,,,,,,,,,koudai_sgcjbjlspf/hero_sgcjbjlspf.skel,,{skin=baozou;unitRes=<koudai_shanguangbanjilasi_mega/hero_shanguangbanjilasi_mega.skel;koudai_sgcjbjlspf/hero_sgcjbjlspf.skel>},<baozou_loop>,,,,,,,,,,,
7031839,,,,,,,,,,koudai_sgcjbjlspf/hero_sgcjbjlspf.skel,,,<baozou_loop>,,,,,,,,,,,
7051113,,,,,,,,,9,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,<jingji_loop>,,{x=0;y=-20},,,,,,,,,
7051114,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,,,,jingji_effect,,,,,,,,,,,,,,,,,
7051451,,,,,,,,,,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,<meihuofenxiang_loop>,,,,,,,,,,,
7051622,,,,,2,,,,,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,<qinxin_loop>,,{x=0;y=-140},,,,,,,,,
7051633,,,,,,,,,,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,<jjwy_loop>,,,,,,,,,,,
7051634,,,,,,,,,9,buff/sgcjsnd_buff/sgcjsndyzpf_buff.skel,,,<jjwy_hou_loop>,,,,,,,,,,,
7053113,,,,,,,,,9,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,<jingji_loop>,,{x=0;y=40},,,,,,,,,
7053114,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,,,,jingji_effect,,,,,,,,,,,,,,,,,
7053451,,,,,,,,,,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,<meihuofenxiang_loop>,,,,,,,,,,,
7053622,,,,,2,,,,,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,<qinxin_loop>,,{x=0;y=-180},,,,,,,,,
7053633,,,,,,,,,,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,<jjwy_loop>,,,,,,,,,,,
7053634,,,,,,,,,9,koudai_sgcjsndpf/sgcjsndpf_buff.skel,,,<jjwy_hou_loop>,,,,,,,,,,,
7062311,,,,,,,,,,,,{action={standby_loop=shoudao_loop;hit=shoudao_hit};unitRes=<koudai_sgcjalldpf/hero_sgcjalldpf.skel>},,,,,,,,,,,,
7071214,,,,,,,,TRUE,,,,{action={death=xiaoshi};unitRes=<koudai_kailudiou_juewuxingtai/hero_kailudiou_buff.skel;koudai_kailudiou_juewu_pifu/hero_kailudiou_pifu_buff.skel>},,,,,{list=<{args={other={isShow=FALSE};lifebar={isShow=FALSE};sprite={isShow=FALSE}};playType=1;typ=hide};{args={onceEffectOffsetPos={y=150;x=0};onceEffectResPath=koudai_kailudiou_juewu_pifu/hero_kailudiou_pifu_buff.skel;onceEffectAniName=chuxian};playType=1;typ=onceEffect};{args={lifetime=590};playType=1;typ=wait};{args={other={isShow=TRUE};lifebar={isShow=TRUE};sprite={isShow=TRUE}};playType=1;typ=hide};{args={value=0.7};playType=1;typ=opacity}>},,,,,,,
7081624,,,,,,,,,,,,,,,,,,{res=koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel;offsetY=-15;offsetX=-82;emptyAction=buff_zlz_kong_loop;activeAction=buff_zlz_loop},,,,,,
7081645,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,,,,buff_zlpzh_chuxian,,,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,<buff_zlpzh_loop>,,,,,,,,,{res=koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel;pos=0;aniName=buff_zlpzh_xiaoshi},,
7081663,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,,,,buff_zlpzh_chuxian,,,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,<buff_zlpzh_loop>,,,,,,,,,{res=koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel;pos=0;aniName=buff_zlpzh_xiaoshi},,
7081683,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,,,,buff_zlfs_chuxian,,,koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel,,,<buff_zlfs_loop>,,,,,,,,,{res=koudai_dwcjjjgpf/dwcjjjg_mega_pf.skel;pos=0;aniName=buff_zlfs_xiaoshi},,
7141312,,,,,,,,,5,koudai_sgcjxyw_pifu/hero_sgcjxyw_pifu.skel,,,<myfdsh_sd2_loop>,,,,,,,,,,,
7141313,,,,,,,,,,,,,,,,,{list=<{args={onceEffectOffsetPos={y=180;x=10};onceEffectResPath=koudai_sgcjxyw_pifu/hero_sgcjxyw_pifu.skel;onceEffectAniName=myfd_sh};playType=1;typ=onceEffect};{args={lifetime=300};playType=1;typ=wait};{args={key=id};playType=1;typ=playDeferList}>},,,,,,,
7141326,koudai_sgcjxyw_pifu/hero_sgcjxyw_pifu.skel,,,,,,fylx,,,,,,,,,,,,,,,,,
7141822,koudai_sgcjxyw_pifu/hero_sgcjxyw_pifu.skel,,,,,,zlbj,,,,,,,,,,,,,,,,,
7161211,,,,,,,,,,koudai_gjpkq_pifu/hero_guanjunpikaqiu_pifu.skel,,,<jdpm_loop>,,,,,,,,,,,
7161311,,,,,,,,,,koudai_gjpkq_pifu/hero_guanjunpikaqiu_pifu.skel,,,<fdhg_loop>,,,,,,,,,,,
7161352,,,,,,,,,,koudai_gjpkq_pifu/hero_guanjunpikaqiu_pifu.skel,,,<fdbh_loop>,,,,,,,,,,,
7161812,,,,,,,,,,,,{action={hit=djxz_hit;win_loop=win_loop;attack=attack;skill1=skill1;run_loop=run_loop;standby=djxz_standby_loop;skill2=skill2};unitRes=<koudai_gjpkq_pifu/hero_guanjunpikaqiu_pifu.skel>},,,,,,,,,,,,
7191216,koudai_hssdcjjqtlpf/hero_hssdcjjqtlpf.skel,,,,,5,shunyingchufa,,,,,,,,,,,,,,,,,
7201231,,,,,,,,,,,,{action={hit=ximi};unitRes=<koudai_cwhlkls_pifu/hero_cwhlkls_pifu.skel>},,,,,,,,,,,,
7201311,,,,,,,,,,,,{skin=dajiao;unitRes=<koudai_cwhlkls_pifu/hero_cwhlkls_pifu.skel>},,,,,,,,,,,,
7201454,,,,,,,,,,koudai_cwhlkls_pifu/hero_cwhlkls_pifu.skel,,,<cwjk_loop>,,,,,,,,,,,
7211212,,,,,,,,,,buff/djcjklspifu_buff/djcjklspifu_buff.skel,,,<cmhj1_loop;cmhj2_loop>,{mapping=<1;2>;type=1},{x=-70;y=50},,,,,,,,,
7211311,,,,,,,,,,,,{action={standby_loop=cmjj_loop};unitRes=<koudai_djcjkls_pifu/hero_djcjkls_pifu.skel>},,,,,,,,,,,,
7211341,,,800,,2,,,,,koudai_djcjkls_pifu/hero_djcjkls_pifu.skel,,,<jjzc_loop>,,{flip=TRUE;x=0;y=-160},,,,,,,,,
7211354,,,,4,3,,,,,buff/djcjklspifu_buff/djcjklspifu_buff.skel,,,<cqfb1_loop;cqfb2_loop;cqfb3_loop;cqfb4_loop;cqfb5_loop;cqfb6_loop>,{mapping=<1;2;3;4;5;6>;type=1},{x=550;y=100},,,,,,,,,
7231214,,,,,,,,,,koudai_sgcjltdspf/hero_sgcjltdspf.skel,,,<standby_loop>,,,,,,,,,,,
7231612,,,300,2,3,,,,,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,<buff_fjzt_loop>,,{x=500;y=35},,,,,,,,,
7231619,,,,,,,,,,,,,,,,,{list=<{args={onceEffectOffsetPos={y=150;x=10};onceEffectResPath=koudai_sgcjltdspf/fjzt_pf_buff.skel;onceEffectAniName=buff_fjztgj2};playType=1;typ=onceEffect};{args={lifetime=1200};playType=1;typ=wait};{args={key=id};playType=1;typ=playDeferList}>},,,,,,,
7231622,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,,,5,buff_fjztgj1,,,,,,,,,{x=500;y=35},,,2,,,,,
7231641,,,,,,,,,,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,<buff_lssd_loop>,,{x=0;y=-18},,,,,,,,,
7231685,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,,,6,mgsdtt,,,,,,,,,,,,2,,,,,
7231692,,,,,,,,,,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,<mgsd1_loop>,,{flip=TRUE;x=0;y=0},,,,,,,,,
7231704,,,,,,,,,,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,<mgsd22_loop;mgsd21_loop>,{mapping=<1;2>;type=1},{flip=TRUE;x=0;y=0},,,,,,,,,
7231712,,,,,,,,,,koudai_sgcjltdspf/fjzt_pf_buff.skel,,,<mgsd1_loop>,,{flip=TRUE;x=0;y=0},,,,,,,,,
7231764,,,,,,,,,,koudai_sgcjltdspf/hero_sgcjltdspf.skel,,,<standby_loop>,,,,,,,,,,,
