变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2,__version
718,591,,,,,10,8,2.20%,,,
719,591,,,,,11,8,2.65%,,,
720,591,,,,,12,8,3.25%,,,
721,601,,,,,1,10,0%,,,
722,601,,,,,2,10,0%,,,
723,601,,,,,3,10,0.10%,,,
724,601,,,,,4,10,0.25%,,,
725,601,,,,,5,10,0.40%,,,
726,601,,,,,6,10,0.70%,,,
727,601,,,,,7,10,1%,,,
728,601,,,,,8,10,1.30%,,,
729,601,,,,,9,10,1.75%,,,
730,601,,,,,10,10,2.20%,,,
731,601,,,,,11,10,2.65%,,,
732,601,,,,,12,10,3.25%,,,
733,611,,,,,1,7,0%,,,
734,611,,,,,2,7,0%,,,
735,611,,,,,3,7,0.10%,,,
736,611,,,,,4,7,0.25%,,,
737,611,,,,,5,7,0.40%,,,
738,611,,,,,6,7,0.70%,,,
739,611,,,,,7,7,1%,,,
740,611,,,,,8,7,1.30%,,,
741,611,,,,,9,7,1.75%,,,
742,611,,,,,10,7,2.20%,,,
743,611,,,,,11,7,2.65%,,,
744,611,,,,,12,7,3.25%,,,
745,621,,,,,1,,0%,,,
746,621,,,,,2,,0%,,,
747,621,,,,,3,,0%,,,
748,621,,,,,4,,0%,,,
749,621,,,,,5,,0%,,,
750,621,,,,,6,,0%,,,
751,621,,,,,7,,0%,,,
752,621,,,,,8,,0%,,,
753,621,,,,,9,,0%,,,
754,621,,,,,10,,0%,,,
755,621,,,,,11,,0%,,,
756,621,,,,,12,,0%,,,
757,631,,,,,1,7,0%,,,
758,631,,,,,2,7,0%,,,
759,631,,,,,3,7,0.10%,,,
760,631,,,,,4,7,0.25%,,,
761,631,,,,,5,7,0.40%,,,
762,631,,,,,6,7,0.70%,,,
763,631,,,,,7,7,1%,,,
764,631,,,,,8,7,1.30%,,,
765,631,,,,,9,7,1.75%,,,
766,631,,,,,10,7,2.20%,,,
767,631,,,,,11,7,2.65%,,,
768,631,,,,,12,7,3.25%,,,
769,641,,,,,1,1,0%,,,
770,641,,,,,2,1,0%,,,
771,641,,,,,3,1,0.07%,,,
772,641,,,,,4,1,0.18%,,,
773,641,,,,,5,1,0.28%,,,
774,641,,,,,6,1,0.49%,,,
775,641,,,,,7,1,0.70%,,,
776,641,,,,,8,1,0.91%,,,
777,641,,,,,9,1,1.23%,,,
778,641,,,,,10,1,1.54%,,,
779,641,,,,,11,1,1.86%,,,
780,641,,,,,12,1,2.28%,,,
781,651,,,,,1,,0%,,,
782,651,,,,,2,,0%,,,
783,651,,,,,3,,0%,,,
784,651,,,,,4,,0%,,,
785,651,,,,,5,,0%,,,
786,651,,,,,6,,0%,,,
787,651,,,,,7,,0%,,,
788,651,,,,,8,,0%,,,
789,651,,,,,9,,0%,,,
790,651,,,,,10,,0%,,,
791,651,,,,,11,,0%,,,
792,651,,,,,12,,0%,,,
793,661,,,,,1,,0%,,,
794,661,,,,,2,,0%,,,
795,661,,,,,3,,0%,,,
796,661,,,,,4,,0%,,,
797,661,,,,,5,,0%,,,
798,661,,,,,6,,0%,,,
799,661,,,,,7,,0%,,,
800,661,,,,,8,,0%,,,
801,661,,,,,9,,0%,,,
802,661,,,,,10,,0%,,,
803,661,,,,,11,,0%,,,
804,661,,,,,12,,0%,,,
805,671,,,,,1,,0%,,,
806,671,,,,,2,,0%,,,
807,671,,,,,3,,0%,,,
808,671,,,,,4,,0%,,,
809,671,,,,,5,,0%,,,
810,671,,,,,6,,0%,,,
811,671,,,,,7,,0%,,,
812,671,,,,,8,,0%,,,
813,671,,,,,9,,0%,,,
814,671,,,,,10,,0%,,,
815,671,,,,,11,,0%,,,
816,671,,,,,12,,0%,,,
817,681,,,,,1,,0%,,,
818,681,,,,,2,,0%,,,
819,681,,,,,3,,0%,,,
820,681,,,,,4,,0%,,,
821,681,,,,,5,,0%,,,
822,681,,,,,6,,0%,,,
823,681,,,,,7,,0%,,,
824,681,,,,,8,,0%,,,
825,681,,,,,9,,0%,,,
826,681,,,,,10,,0%,,,
827,681,,,,,11,,0%,,,
828,681,,,,,12,,0%,,,
829,691,,,,,1,9,0%,,,
830,691,,,,,2,9,0.08%,,,
831,691,,,,,3,9,0.16%,,,
832,691,,,,,4,9,0.24%,,,
833,691,,,,,5,9,0.40%,,,
834,691,,,,,6,9,0.56%,,,
835,691,,,,,7,9,0.80%,,,
836,691,,,,,8,9,1.04%,,,
837,691,,,,,9,9,1.36%,,,
838,691,,,,,10,9,1.68%,,,
839,691,,,,,11,9,2%,,,
840,691,,,,,12,9,2.40%,,,
841,701,,,,,1,13,0%,,,
842,701,,,,,2,13,0%,,,
843,701,,,,,3,13,0.10%,,,
844,701,,,,,4,13,0.25%,,,
845,701,,,,,5,13,0.40%,,,
846,701,,,,,6,13,0.70%,,,
847,701,,,,,7,13,1%,,,
848,701,,,,,8,13,1.30%,,,
849,701,,,,,9,13,1.75%,,,
850,701,,,,,10,13,2.20%,,,
851,701,,,,,11,13,2.65%,,,
852,701,,,,,12,13,3.25%,,,
853,711,,,,,1,1,0%,,,
854,711,,,,,2,1,0.06%,,,
855,711,,,,,3,1,0.11%,,,
856,711,,,,,4,1,0.17%,,,
857,711,,,,,5,1,0.28%,,,
858,711,,,,,6,1,0.39%,,,
859,711,,,,,7,1,0.56%,,,
860,711,,,,,8,1,0.73%,,,
861,711,,,,,9,1,0.95%,,,
862,711,,,,,10,1,1.18%,,,
863,711,,,,,11,1,1.40%,,,
864,711,,,,,12,1,1.68%,,,
865,721,,,,,1,13,0%,,,
866,721,,,,,2,13,0%,,,
867,721,,,,,3,13,0.10%,,,
868,721,,,,,4,13,0.25%,,,
869,721,,,,,5,13,0.40%,,,
870,721,,,,,6,13,0.70%,,,
871,721,,,,,7,13,1%,,,
872,721,,,,,8,13,1.30%,,,
873,721,,,,,9,13,1.75%,,,
874,721,,,,,10,13,2.20%,,,
875,721,,,,,11,13,2.65%,,,
876,721,,,,,12,13,3.25%,,,
877,731,,,,,1,8,0%,,,
878,731,,,,,2,8,0%,,,
879,731,,,,,3,8,0.10%,,,
880,731,,,,,4,8,0.25%,,,
881,731,,,,,5,8,0.40%,,,
882,731,,,,,6,8,0.70%,,,
883,731,,,,,7,8,1%,,,
884,731,,,,,8,8,1.30%,,,
885,731,,,,,9,8,1.75%,,,
886,731,,,,,10,8,2.20%,,,
887,731,,,,,11,8,2.65%,,,
888,731,,,,,12,8,3.25%,,,
889,741,,,,,1,8,0%,,,
890,741,,,,,2,8,0%,,,
891,741,,,,,3,8,0.10%,,,
892,741,,,,,4,8,0.25%,,,
893,741,,,,,5,8,0.40%,,,
894,741,,,,,6,8,0.70%,,,
895,741,,,,,7,8,1%,,,
896,741,,,,,8,8,1.30%,,,
897,741,,,,,9,8,1.75%,,,
898,741,,,,,10,8,2.20%,,,
899,741,,,,,11,8,2.65%,,,
900,741,,,,,12,8,3.25%,,,
901,751,,,,,1,7,0%,,,
902,751,,,,,2,7,0%,,,
903,751,,,,,3,7,0.10%,,,
904,751,,,,,4,7,0.25%,,,
905,751,,,,,5,7,0.40%,,,
906,751,,,,,6,7,0.70%,,,
907,751,,,,,7,7,1%,,,
908,751,,,,,8,7,1.30%,,,
909,751,,,,,9,7,1.75%,,,
910,751,,,,,10,7,2.20%,,,
911,751,,,,,11,7,2.65%,,,
912,751,,,,,12,7,3.25%,,,
913,761,,,,,1,8,0%,,,
914,761,,,,,2,8,0%,,,
915,761,,,,,3,8,0%,,,
916,761,,,,,4,8,0.16%,,,
917,761,,,,,5,8,0.48%,,,
918,761,,,,,6,8,0.80%,,,
919,761,,,,,7,8,1.44%,,,
920,761,,,,,8,8,2.08%,,,
921,761,,,,,9,8,2.72%,,,
922,761,,,,,10,8,3.68%,,,
923,761,,,,,11,8,4.64%,,,
924,761,,,,,12,8,5.60%,,,
925,771,,,,,1,13,0%,,,
926,771,,,,,2,13,0%,,,
927,771,,,,,3,13,0.10%,,,
928,771,,,,,4,13,0.25%,,,
929,771,,,,,5,13,0.40%,,,
930,771,,,,,6,13,0.70%,,,
931,771,,,,,7,13,1%,,,
932,771,,,,,8,13,1.30%,,,
933,771,,,,,9,13,1.75%,,,
934,771,,,,,10,13,2.20%,,,
935,771,,,,,11,13,2.65%,,,
936,771,,,,,12,13,3.25%,,,
937,781,,,,,1,1,0%,,,
938,781,,,,,2,1,0.06%,,,
939,781,,,,,3,1,0.11%,,,
940,781,,,,,4,1,0.17%,,,
941,781,,,,,5,1,0.28%,,,
942,781,,,,,6,1,0.39%,,,
943,781,,,,,7,1,0.56%,,,
944,781,,,,,8,1,0.73%,,,
945,781,,,,,9,1,0.95%,,,
946,781,,,,,10,1,1.18%,,,
947,781,,,,,11,1,1.40%,,,
948,781,,,,,12,1,1.68%,,,
949,791,,,,,1,8,0%,,,
950,791,,,,,2,8,0.08%,,,
951,791,,,,,3,8,0.16%,,,
952,791,,,,,4,8,0.24%,,,
953,791,,,,,5,8,0.40%,,,
954,791,,,,,6,8,0.56%,,,
955,791,,,,,7,8,0.80%,,,
956,791,,,,,8,8,1.04%,,,
957,791,,,,,9,8,1.36%,,,
958,791,,,,,10,8,1.68%,,,
959,791,,,,,11,8,2%,,,
960,791,,,,,12,8,2.40%,,,
961,801,,,,,1,7,0%,,,
962,801,,,,,2,7,0.08%,,,
963,801,,,,,3,7,0.16%,,,
964,801,,,,,4,7,0.24%,,,
965,801,,,,,5,7,0.40%,,,
966,801,,,,,6,7,0.56%,,,
967,801,,,,,7,7,0.80%,,,
968,801,,,,,8,7,1.04%,,,
969,801,,,,,9,7,1.36%,,,
970,801,,,,,10,7,1.68%,,,
971,801,,,,,11,7,2%,,,
972,801,,,,,12,7,2.40%,,,
973,811,,,,,1,,0%,,,
974,811,,,,,2,,0%,,,
975,811,,,,,3,,0%,,,
976,811,,,,,4,,0%,,,
977,811,,,,,5,,0%,,,
978,811,,,,,6,,0%,,,
979,811,,,,,7,,0%,,,
980,811,,,,,8,,0%,,,
981,811,,,,,9,,0%,,,
982,811,,,,,10,,0%,,,
983,811,,,,,11,,0%,,,
984,811,,,,,12,,0%,,,
985,821,,,,,1,,0%,,,
986,821,,,,,2,,0%,,,
987,821,,,,,3,,0%,,,
988,821,,,,,4,,0%,,,
989,821,,,,,5,,0%,,,
990,821,,,,,6,,0%,,,
991,821,,,,,7,,0%,,,
992,821,,,,,8,,0%,,,
993,821,,,,,9,,0%,,,
994,821,,,,,10,,0%,,,
995,821,,,,,11,,0%,,,
996,821,,,,,12,,0%,,,
997,831,,,,,1,,0%,,,
998,831,,,,,2,,0%,,,
999,831,,,,,3,,0%,,,
1000,831,,,,,4,,0%,,,
1001,831,,,,,5,,0%,,,
1002,831,,,,,6,,0%,,,
1003,831,,,,,7,,0%,,,
1004,831,,,,,8,,0%,,,
1005,831,,,,,9,,0%,,,
1006,831,,,,,10,,0%,,,
1007,831,,,,,11,,0%,,,
1008,831,,,,,12,,0%,,,
1009,841,,,,,1,,0%,,,
1010,841,,,,,2,,0%,,,
1011,841,,,,,3,,0%,,,
1012,841,,,,,4,,0%,,,
1013,841,,,,,5,,0%,,,
1014,841,,,,,6,,0%,,,
1015,841,,,,,7,,0%,,,
1016,841,,,,,8,,0%,,,
1017,841,,,,,9,,0%,,,
1018,841,,,,,10,,0%,,,
1019,841,,,,,11,,0%,,,
1020,841,,,,,12,,0%,,,
1021,851,,,,,1,,0%,,,
1022,851,,,,,2,,0%,,,
1023,851,,,,,3,,0%,,,
1024,851,,,,,4,,0%,,,
1025,851,,,,,5,,0%,,,
1026,851,,,,,6,,0%,,,
1027,851,,,,,7,,0%,,,
1028,851,,,,,8,,0%,,,
1029,851,,,,,9,,0%,,,
1030,851,,,,,10,,0%,,,
1031,851,,,,,11,,0%,,,
1032,851,,,,,12,,0%,,,
1033,861,,,,,1,10,0%,,,
1034,861,,,,,2,10,0%,,,
1035,861,,,,,3,10,0.10%,,,
1036,861,,,,,4,10,0.25%,,,
1037,861,,,,,5,10,0.40%,,,
1038,861,,,,,6,10,0.70%,,,
1039,861,,,,,7,10,1%,,,
1040,861,,,,,8,10,1.30%,,,
1041,861,,,,,9,10,1.75%,,,
1042,861,,,,,10,10,2.20%,,,
1043,861,,,,,11,10,2.65%,,,
1044,861,,,,,12,10,3.25%,,,
1045,871,,,,,1,,0%,,,
1046,871,,,,,2,,0%,,,
1047,871,,,,,3,,0%,,,
1048,871,,,,,4,,0%,,,
1049,871,,,,,5,,0%,,,
1050,871,,,,,6,,0%,,,
1051,871,,,,,7,,0%,,,
1052,871,,,,,8,,0%,,,
1053,871,,,,,9,,0%,,,
1054,871,,,,,10,,0%,,,
1055,871,,,,,11,,0%,,,
1056,871,,,,,12,,0%,,,
1057,881,,,,,1,10,0%,,,
1058,881,,,,,2,10,0%,,,
1059,881,,,,,3,10,0.10%,,,
1060,881,,,,,4,10,0.25%,,,
1061,881,,,,,5,10,0.40%,,,
1062,881,,,,,6,10,0.70%,,,
1063,881,,,,,7,10,1%,,,
1064,881,,,,,8,10,1.30%,,,
1065,881,,,,,9,10,1.75%,,,
1066,881,,,,,10,10,2.20%,,,
1067,881,,,,,11,10,2.65%,,,
1068,881,,,,,12,10,3.25%,,,
1069,891,,,,,1,8,0%,,,
1070,891,,,,,2,8,0.04%,,,
1071,891,,,,,3,8,0.06%,,,
1072,891,,,,,4,8,0.08%,,,
1073,891,,,,,5,8,0.12%,,,
1074,891,,,,,6,8,0.18%,,,
1075,891,,,,,7,8,0.24%,,,
1076,891,,,,,8,8,0.32%,,,
1077,891,,,,,9,8,0.40%,,,
1078,891,,,,,10,8,0.50%,,,
1079,891,,,,,11,8,0.60%,,,
1080,891,,,,,12,8,0.72%,,,
1081,901,,,,,1,9,0%,,,
1082,901,,,,,2,9,0%,,,
1083,901,,,,,3,9,0.10%,,,
1084,901,,,,,4,9,0.25%,,,
1085,901,,,,,5,9,0.40%,,,
1086,901,,,,,6,9,0.70%,,,
1087,901,,,,,7,9,1%,,,
1088,901,,,,,8,9,1.30%,,,
1089,901,,,,,9,9,1.75%,,,
1090,901,,,,,10,9,2.20%,,,
1091,901,,,,,11,9,2.65%,,,
1092,901,,,,,12,9,3.25%,,,
1093,911,,,,,1,,0%,,,
1094,911,,,,,2,,0%,,,
1095,911,,,,,3,,0%,,,
1096,911,,,,,4,,0%,,,
1097,911,,,,,5,,0%,,,
1098,911,,,,,6,,0%,,,
1099,911,,,,,7,,0%,,,
1100,911,,,,,8,,0%,,,
1101,911,,,,,9,,0%,,,
1102,911,,,,,10,,0%,,,
1103,911,,,,,11,,0%,,,
1104,911,,,,,12,,0%,,,
1105,921,,,,,1,,0%,,,
1106,921,,,,,2,,0%,,,
1107,921,,,,,3,,0%,,,
1108,921,,,,,4,,0%,,,
1109,921,,,,,5,,0%,,,
1110,921,,,,,6,,0%,,,
1111,921,,,,,7,,0%,,,
1112,921,,,,,8,,0%,,,
1113,921,,,,,9,,0%,,,
1114,921,,,,,10,,0%,,,
1115,921,,,,,11,,0%,,,
1116,921,,,,,12,,0%,,,
1117,931,,,,,1,,0%,,,
1118,931,,,,,2,,0%,,,
1119,931,,,,,3,,0%,,,
1120,931,,,,,4,,0%,,,
1121,931,,,,,5,,0%,,,
1122,931,,,,,6,,0%,,,
1123,931,,,,,7,,0%,,,
1124,931,,,,,8,,0%,,,
1125,931,,,,,9,,0%,,,
1126,931,,,,,10,,0%,,,
1127,931,,,,,11,,0%,,,
1128,931,,,,,12,,0%,,,
1129,941,,,,,1,,0%,,,
1130,941,,,,,2,,0%,,,
1131,941,,,,,3,,0%,,,
1132,941,,,,,4,,0%,,,
1133,941,,,,,5,,0%,,,
1134,941,,,,,6,,0%,,,
1135,941,,,,,7,,0%,,,
1136,941,,,,,8,,0%,,,
1137,941,,,,,9,,0%,,,
1138,941,,,,,10,,0%,,,
1139,941,,,,,11,,0%,,,
1140,941,,,,,12,,0%,,,
1141,951,,,,,1,,0%,,,
1142,951,,,,,2,,0%,,,
1143,951,,,,,3,,0%,,,
1144,951,,,,,4,,0%,,,
1145,951,,,,,5,,0%,,,
1146,951,,,,,6,,0%,,,
1147,951,,,,,7,,0%,,,
1148,951,,,,,8,,0%,,,
1149,951,,,,,9,,0%,,,
1150,951,,,,,10,,0%,,,
1151,951,,,,,11,,0%,,,
1152,951,,,,,12,,0%,,,
1153,961,,,,,1,,0%,,,
1154,961,,,,,2,,0%,,,
1155,961,,,,,3,,0%,,,
1156,961,,,,,4,,0%,,,
1157,961,,,,,5,,0%,,,
1158,961,,,,,6,,0%,,,
1159,961,,,,,7,,0%,,,
1160,961,,,,,8,,0%,,,
1161,961,,,,,9,,0%,,,
1162,961,,,,,10,,0%,,,
1163,961,,,,,11,,0%,,,
1164,961,,,,,12,,0%,,,
1165,971,,,,,1,8,0%,,,
1166,971,,,,,2,8,0%,,,
1167,971,,,,,3,8,0.10%,,,
1168,971,,,,,4,8,0.25%,,,
1169,971,,,,,5,8,0.40%,,,
1170,971,,,,,6,8,0.70%,,,
1171,971,,,,,7,8,1%,,,
1172,971,,,,,8,8,1.30%,,,
1173,971,,,,,9,8,1.75%,,,
1174,971,,,,,10,8,2.20%,,,
1175,971,,,,,11,8,2.65%,,,
1176,971,,,,,12,8,3.25%,,,
1177,981,,,,,1,,0%,,,
1178,981,,,,,2,,0%,,,
1179,981,,,,,3,,0%,,,
1180,981,,,,,4,,0%,,,
1181,981,,,,,5,,0%,,,
1182,981,,,,,6,,0%,,,
1183,981,,,,,7,,0%,,,
1184,981,,,,,8,,0%,,,
1185,981,,,,,9,,0%,,,
1186,981,,,,,10,,0%,,,
1187,981,,,,,11,,0%,,,
1188,981,,,,,12,,0%,,,
1189,991,,,,,1,1,0%,,,
1190,991,,,,,2,1,0%,,,
1191,991,,,,,3,1,0.07%,,,
1192,991,,,,,4,1,0.18%,,,
1193,991,,,,,5,1,0.28%,,,
1194,991,,,,,6,1,0.49%,,,
1195,991,,,,,7,1,0.70%,,,
1196,991,,,,,8,1,0.91%,,,
1197,991,,,,,9,1,1.23%,,,
1198,991,,,,,10,1,1.54%,,,
1199,991,,,,,11,1,1.86%,,,
1200,991,,,,,12,1,2.28%,,,
1201,1001,,,,,1,,0%,,,
1202,1001,,,,,2,,0%,,,
1203,1001,,,,,3,,0%,,,
1204,1001,,,,,4,,0%,,,
1205,1001,,,,,5,,0%,,,
1206,1001,,,,,6,,0%,,,
1207,1001,,,,,7,,0%,,,
1208,1001,,,,,8,,0%,,,
1209,1001,,,,,9,,0%,,,
1210,1001,,,,,10,,0%,,,
1211,1001,,,,,11,,0%,,,
1212,1001,,,,,12,,0%,,,
1213,1011,,,,,1,,0%,,,
1214,1011,,,,,2,,0%,,,
1215,1011,,,,,3,,0%,,,
1216,1011,,,,,4,,0%,,,
1217,1011,,,,,5,,0%,,,
1218,1011,,,,,6,,0%,,,
1219,1011,,,,,7,,0%,,,
1220,1011,,,,,8,,0%,,,
1221,1011,,,,,9,,0%,,,
1222,1011,,,,,10,,0%,,,
1223,1011,,,,,11,,0%,,,
1224,1011,,,,,12,,0%,,,
1225,1021,,,,,1,,0%,,,
1226,1021,,,,,2,,0%,,,
1227,1021,,,,,3,,0%,,,
1228,1021,,,,,4,,0%,,,
1229,1021,,,,,5,,0%,,,
1230,1021,,,,,6,,0%,,,
1231,1021,,,,,7,,0%,,,
1232,1021,,,,,8,,0%,,,
1233,1021,,,,,9,,0%,,,
1234,1021,,,,,10,,0%,,,
1235,1021,,,,,11,,0%,,,
1236,1021,,,,,12,,0%,,,
1237,1031,,,,,1,1,0%,,,
1238,1031,,,,,2,1,0%,,,
1239,1031,,,,,3,1,0.07%,,,
1240,1031,,,,,4,1,0.18%,,,
1241,1031,,,,,5,1,0.28%,,,
1242,1031,,,,,6,1,0.49%,,,
1243,1031,,,,,7,1,0.70%,,,
1244,1031,,,,,8,1,0.91%,,,
1245,1031,,,,,9,1,1.23%,,,
1246,1031,,,,,10,1,1.54%,,,
1247,1031,,,,,11,1,1.86%,,,
1248,1031,,,,,12,1,2.28%,,,
1249,1041,,,,,1,,0%,,,
1250,1041,,,,,2,,0%,,,
1251,1041,,,,,3,,0%,,,
1252,1041,,,,,4,,0%,,,
1253,1041,,,,,5,,0%,,,
1254,1041,,,,,6,,0%,,,
1255,1041,,,,,7,,0%,,,
1256,1041,,,,,8,,0%,,,
1257,1041,,,,,9,,0%,,,
1258,1041,,,,,10,,0%,,,
1259,1041,,,,,11,,0%,,,
1260,1041,,,,,12,,0%,,,
1261,1051,,,,,1,,0%,,,
1262,1051,,,,,2,,0%,,,
1263,1051,,,,,3,,0%,,,
1264,1051,,,,,4,,0%,,,
1265,1051,,,,,5,,0%,,,
1266,1051,,,,,6,,0%,,,
1267,1051,,,,,7,,0%,,,
1268,1051,,,,,8,,0%,,,
1269,1051,,,,,9,,0%,,,
1270,1051,,,,,10,,0%,,,
1271,1051,,,,,11,,0%,,,
1272,1051,,,,,12,,0%,,,
1273,1061,,,,,1,,0%,,,
1274,1061,,,,,2,,0%,,,
1275,1061,,,,,3,,0%,,,
1276,1061,,,,,4,,0%,,,
1277,1061,,,,,5,,0%,,,
1278,1061,,,,,6,,0%,,,
1279,1061,,,,,7,,0%,,,
1280,1061,,,,,8,,0%,,,
1281,1061,,,,,9,,0%,,,
1282,1061,,,,,10,,0%,,,
1283,1061,,,,,11,,0%,,,
1284,1061,,,,,12,,0%,,,
1285,1071,,,,,1,9,0%,,,
1286,1071,,,,,2,9,0%,,,
1287,1071,,,,,3,9,0.10%,,,
1288,1071,,,,,4,9,0.25%,,,
1289,1071,,,,,5,9,0.40%,,,
1290,1071,,,,,6,9,0.70%,,,
1291,1071,,,,,7,9,1%,,,
1292,1071,,,,,8,9,1.30%,,,
1293,1071,,,,,9,9,1.75%,,,
1294,1071,,,,,10,9,2.20%,,,
1295,1071,,,,,11,9,2.65%,,,
1296,1071,,,,,12,9,3.25%,,,
1297,1081,,,,,1,8,0%,,,
1298,1081,,,,,2,8,0%,,,
1299,1081,,,,,3,8,0.10%,,,
1300,1081,,,,,4,8,0.25%,,,
1301,1081,,,,,5,8,0.40%,,,
1302,1081,,,,,6,8,0.70%,,,
1303,1081,,,,,7,8,1%,,,
1304,1081,,,,,8,8,1.30%,,,
1305,1081,,,,,9,8,1.75%,,,
1306,1081,,,,,10,8,2.20%,,,
1307,1081,,,,,11,8,2.65%,,,
1308,1081,,,,,12,8,3.25%,,,
1309,1091,,,,,1,,0%,,,
1310,1091,,,,,2,,0%,,,
1311,1091,,,,,3,,0%,,,
1312,1091,,,,,4,,0%,,,
1313,1091,,,,,5,,0%,,,
1314,1091,,,,,6,,0%,,,
1315,1091,,,,,7,,0%,,,
1316,1091,,,,,8,,0%,,,
1317,1091,,,,,9,,0%,,,
1318,1091,,,,,10,,0%,,,
1319,1091,,,,,11,,0%,,,
1320,1091,,,,,12,,0%,,,
1321,1101,,,,,1,,0%,,,
1322,1101,,,,,2,,0%,,,
1323,1101,,,,,3,,0%,,,
1324,1101,,,,,4,,0%,,,
1325,1101,,,,,5,,0%,,,
1326,1101,,,,,6,,0%,,,
1327,1101,,,,,7,,0%,,,
1328,1101,,,,,8,,0%,,,
1329,1101,,,,,9,,0%,,,
1330,1101,,,,,10,,0%,,,
1331,1101,,,,,11,,0%,,,
1332,1101,,,,,12,,0%,,,
1333,1111,,,,,1,1,0%,,,
1334,1111,,,,,2,1,0%,,,
1335,1111,,,,,3,1,0.07%,,,
1336,1111,,,,,4,1,0.18%,,,
1337,1111,,,,,5,1,0.28%,,,
1338,1111,,,,,6,1,0.49%,,,
1339,1111,,,,,7,1,0.70%,,,
1340,1111,,,,,8,1,0.91%,,,
1341,1111,,,,,9,1,1.23%,,,
1342,1111,,,,,10,1,1.54%,,,
1343,1111,,,,,11,1,1.86%,,,
1344,1111,,,,,12,1,2.28%,,,
1345,1121,,,,,1,,0%,,,
1346,1121,,,,,2,,0%,,,
1347,1121,,,,,3,,0%,,,
1348,1121,,,,,4,,0%,,,
1349,1121,,,,,5,,0%,,,
1350,1121,,,,,6,,0%,,,
1351,1121,,,,,7,,0%,,,
1352,1121,,,,,8,,0%,,,
1353,1121,,,,,9,,0%,,,
1354,1121,,,,,10,,0%,,,
1355,1121,,,,,11,,0%,,,
1356,1121,,,,,12,,0%,,,
1357,1131,,,,,1,,0%,,,
1358,1131,,,,,2,,0%,,,
1359,1131,,,,,3,,0%,,,
1360,1131,,,,,4,,0%,,,
1361,1131,,,,,5,,0%,,,
1362,1131,,,,,6,,0%,,,
1363,1131,,,,,7,,0%,,,
1364,1131,,,,,8,,0%,,,
1365,1131,,,,,9,,0%,,,
1366,1131,,,,,10,,0%,,,
1367,1131,,,,,11,,0%,,,
1368,1131,,,,,12,,0%,,,
1369,1141,,,,,1,13,0%,,,
1370,1141,,,,,2,13,0%,,,
1371,1141,,,,,3,13,0.10%,,,
1372,1141,,,,,4,13,0.25%,,,
1373,1141,,,,,5,13,0.40%,,,
1374,1141,,,,,6,13,0.70%,,,
1375,1141,,,,,7,13,1%,,,
1376,1141,,,,,8,13,1.30%,,,
1377,1141,,,,,9,13,1.75%,,,
1378,1141,,,,,10,13,2.20%,,,
1379,1141,,,,,11,13,2.65%,,,
1380,1141,,,,,12,13,3.25%,,,
1381,1151,,,,,1,,0%,,,
1382,1151,,,,,2,,0%,,,
1383,1151,,,,,3,,0%,,,
1384,1151,,,,,4,,0%,,,
1385,1151,,,,,5,,0%,,,
1386,1151,,,,,6,,0%,,,
1387,1151,,,,,7,,0%,,,
1388,1151,,,,,8,,0%,,,
1389,1151,,,,,9,,0%,,,
1390,1151,,,,,10,,0%,,,
1391,1151,,,,,11,,0%,,,
1392,1151,,,,,12,,0%,,,
1393,1161,,,,,1,,0%,,,
1394,1161,,,,,2,,0%,,,
1395,1161,,,,,3,,0%,,,
1396,1161,,,,,4,,0%,,,
1397,1161,,,,,5,,0%,,,
1398,1161,,,,,6,,0%,,,
1399,1161,,,,,7,,0%,,,
1400,1161,,,,,8,,0%,,,
1401,1161,,,,,9,,0%,,,
1402,1161,,,,,10,,0%,,,
1403,1161,,,,,11,,0%,,,
1404,1161,,,,,12,,0%,,,
1405,1171,,,,,1,1,0%,,,
1406,1171,,,,,2,1,0%,,,
1407,1171,,,,,3,1,0.07%,,,
1408,1171,,,,,4,1,0.18%,,,
1409,1171,,,,,5,1,0.28%,,,
1410,1171,,,,,6,1,0.49%,,,
1411,1171,,,,,7,1,0.70%,,,
1412,1171,,,,,8,1,0.91%,,,
1413,1171,,,,,9,1,1.23%,,,
1414,1171,,,,,10,1,1.54%,,,
1415,1171,,,,,11,1,1.86%,,,
1416,1171,,,,,12,1,2.28%,,,
1417,1181,,,,,1,,0%,,,
1418,1181,,,,,2,,0%,,,
1419,1181,,,,,3,,0%,,,
1420,1181,,,,,4,,0%,,,
1421,1181,,,,,5,,0%,,,
1422,1181,,,,,6,,0%,,,
1423,1181,,,,,7,,0%,,,
1424,1181,,,,,8,,0%,,,
1425,1181,,,,,9,,0%,,,
1426,1181,,,,,10,,0%,,,
1427,1181,,,,,11,,0%,,,
1428,1181,,,,,12,,0%,,,
1429,1191,,,,,1,,0%,,,
1430,1191,,,,,2,,0%,,,
1431,1191,,,,,3,,0%,,,
1432,1191,,,,,4,,0%,,,
1433,1191,,,,,5,,0%,,,
1434,1191,,,,,6,,0%,,,
1435,1191,,,,,7,,0%,,,
1436,1191,,,,,8,,0%,,,
1437,1191,,,,,9,,0%,,,
1438,1191,,,,,10,,0%,,,
1439,1191,,,,,11,,0%,,,
1440,1191,,,,,12,,0%,,,
1441,1201,,,,,1,,0%,,,
1442,1201,,,,,2,,0%,,,
1443,1201,,,,,3,,0%,,,
1444,1201,,,,,4,,0%,,,
