变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,__version
59012,591,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
60002,601,2,,,{24=200},,
60003,601,3,,,{7=6%;8=6%},,
60004,601,4,,,{1=6%},,
60005,601,5,,,{7=6%;8=6%},,
60006,601,6,,,{14=400},,
60007,601,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
60008,601,8,,,{7=12%;8=12%},,
60009,601,9,,,{14=800},,
60010,601,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
60011,601,11,,,{23=1200},,
60012,601,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
61002,611,2,,,{24=200},,
61003,611,3,,,{7=6%;8=6%},,
61004,611,4,,,{1=6%},,
61005,611,5,,,{7=6%;8=6%},,
61006,611,6,,,{24=400},,
61007,611,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
61008,611,8,,,{7=12%;8=12%},,
61009,611,9,,,{24=800},,
61010,611,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
61011,611,11,,,{23=1200},,
61012,611,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
62001,621,,,,,,
63002,631,2,,,{24=200},,
63003,631,3,,,{7=6%;8=6%},,
63004,631,4,,,{1=6%},,
63005,631,5,,,{7=6%;8=6%},,
63006,631,6,,,{15=600},,
63007,631,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
63008,631,8,,,{7=12%;8=12%},,
63009,631,9,,,{15=1200},,
63010,631,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
63011,631,11,,,{23=1200},,
63012,631,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
64002,641,2,,,{25=200},,
64003,641,3,,,{9=6%;10=6%},,
64004,641,4,,,{1=6%},,
64005,641,5,,,{9=6%;10=6%},,
64006,641,6,,,{25=400},,
64007,641,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
64008,641,8,,,{9=12%;10=12%},,
64009,641,9,,,{25=800},,
64010,641,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
64011,641,11,,,{23=1200},,
64012,641,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
65001,651,,,,,,
66001,661,,,,,,
67001,671,,,,,,
68001,681,,,,,,
69002,691,2,,,{25=200},,
69003,691,3,,,{9=5%;10=5%},,
69004,691,4,,,{1=5%},,
69005,691,5,,,{9=5%;10=5%},,
69006,691,6,,,{11=300},,
69007,691,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
69008,691,8,,,{9=10%;10=10%},,
69009,691,9,,,{11=600},,
69010,691,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
69011,691,11,,,{23=1000},,
69012,691,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
70002,701,2,,,{24=200},,
70003,701,3,,,{7=6%;8=6%},,
70004,701,4,,,{1=6%},,
70005,701,5,,,{7=6%;8=6%},,
70006,701,6,,,{11=400},,
70007,701,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
70008,701,8,,,{7=12%;8=12%},,
70009,701,9,,,{11=800},,
70010,701,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
70011,701,11,,,{23=1200},,
70012,701,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
71002,711,2,,,{25=200},,
71003,711,3,,,{9=6%;10=6%},,
71004,711,4,,,{1=6%},,
71005,711,5,,,{9=6%;10=6%},,
71006,711,6,,,{27=400},,
71007,711,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
71008,711,8,,,{9=12%;10=12%},,
71009,711,9,,,{27=800},,
71010,711,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
71011,711,11,,,{23=1200},,
71012,711,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
72002,721,2,,,{24=200},,
72003,721,3,,,{7=6%;8=6%},,
72004,721,4,,,{1=6%},,
72005,721,5,,,{9=6%;10=6%},,
72006,721,6,,,{90=400},,
72007,721,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
72008,721,8,,,{7=12%;8=12%},,
72009,721,9,,,{90=800},,
72010,721,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
72011,721,11,,,{23=1200},,
72012,721,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
73002,731,2,,,{24=200},,
73003,731,3,,,{7=6%;8=6%},,
73004,731,4,,,{1=6%},,
73005,731,5,,,{7=6%;8=6%},,
73006,731,6,,,{5=400},,
73007,731,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
73008,731,8,,,{7=12%;8=12%},,
73009,731,9,,,{5=800},,
73010,731,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
73011,731,11,,,{23=1200},,
73012,731,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
74002,741,2,,,{24=200},,
74003,741,3,,,{7=6%;8=6%},,
74004,741,4,,,{1=6%},,
74005,741,5,,,{7=6%;8=6%},,
74006,741,6,,,{14=400},,
74007,741,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
74008,741,8,,,{7=12%;8=12%},,
74009,741,9,,,{14=800},,
74010,741,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
74011,741,11,,,{23=1200},,
74012,741,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
75002,751,2,,,{24=200},,
75003,751,3,,,{7=6%;8=6%},,
75004,751,4,,,{1=6%},,
75005,751,5,,,{7=6%;8=6%},,
75006,751,6,,,{11=400},,
75007,751,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
75008,751,8,,,{7=12%;8=12%},,
75009,751,9,,,{11=800},,
75010,751,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
75011,751,11,,,{23=1200},,
75012,751,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
76002,761,2,,,{24=300},,
76003,761,3,,,{7=8%;8=8%},,
76004,761,4,,,{1=8%},,
76005,761,5,,,{7=8%;8=8%},,
76006,761,6,,,{14=500},,
76007,761,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
76008,761,8,,,{7=15%;8=15%},,
76009,761,9,,,{14=1000},,
76010,761,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
76011,761,11,,,{97=1500},,
76012,761,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
77002,771,2,,,{24=200},,
77003,771,3,,,{7=6%;8=6%},,
77004,771,4,,,{1=6%},,
77005,771,5,,,{9=6%;10=6%},,
77006,771,6,,,{90=400},,
77007,771,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
77008,771,8,,,{7=12%;8=12%},,
77009,771,9,,,{90=800},,
77010,771,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
77011,771,11,,,{23=1200},,
77012,771,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
78002,781,2,,,{25=200},,
78003,781,3,,,{7=5%;8=5%},,
78004,781,4,,,{1=5%},,
78005,781,5,,,{9=5%;10=5%},,
78006,781,6,,,{28=300},,
78007,781,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
78008,781,8,,,{7=10%;8=10%},,
78009,781,9,,,{28=600},,
78010,781,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
78011,781,11,,,{23=1000},,
78012,781,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
79002,791,2,,,{24=200},,
79003,791,3,,,{7=5%;8=5%},,
79004,791,4,,,{1=5%},,
79005,791,5,,,{7=5%;8=5%},,
79006,791,6,,,{14=300},,
79007,791,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
79008,791,8,,,{7=10%;8=10%},,
79009,791,9,,,{14=600},,
79010,791,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
79011,791,11,,,{23=1000},,
79012,791,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
80002,801,2,,,{24=200},,
80003,801,3,,,{7=5%;8=5%},,
80004,801,4,,,{1=5%},,
80005,801,5,,,{7=5%;8=5%},,
80006,801,6,,,{15=450},,
80007,801,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
80008,801,8,,,{7=10%;8=10%},,
80009,801,9,,,{15=900},,
80010,801,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
80011,801,11,,,{23=1000},,
80012,801,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
81001,811,,,,,,
82001,821,,,,,,
83001,831,,,,,,
84001,841,,,,,,
85001,851,,,,,,
86002,861,2,,,{24=200},,
86003,861,3,,,{7=6%;8=6%},,
86004,861,4,,,{1=6%},,
86005,861,5,,,{7=6%;8=6%},,
86006,861,6,,,{16=400},,
86007,861,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
86008,861,8,,,{7=12%;8=12%},,
86009,861,9,,,{16=800},,
86010,861,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
86011,861,11,,,{23=1200},,
86012,861,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
87001,871,,,,,,
88002,881,2,,,{25=200},,
88003,881,3,,,{9=6%;10=6%},,
88004,881,4,,,{1=6%},,
88005,881,5,,,{7=6%;8=6%},,
88006,881,6,,,{5=400},,
88007,881,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
88008,881,8,,,{9=12%;10=12%},,
88009,881,9,,,{5=800},,
88010,881,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
88011,881,11,,,{23=1200},,
88012,881,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
89002,891,2,,,{25=200},,
89003,891,3,,,{9=5%;10=5%},,
89004,891,4,,,{1=5%},,
89005,891,5,,,{7=5%;8=5%},,
89006,891,6,,,{16=300},,
89007,891,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
89008,891,8,,,{9=10%;10=10%},,
89009,891,9,,,{16=600},,
89010,891,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
89011,891,11,,,{23=1000},,
89012,891,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
90002,901,2,,,{25=200},,
90003,901,3,,,{9=6%;10=6%},,
90004,901,4,,,{1=6%},,
90005,901,5,,,{7=6%;8=6%},,
90006,901,6,,,{25=400},,
90007,901,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
90008,901,8,,,{9=12%;10=12%},,
90009,901,9,,,{25=800},,
90010,901,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
90011,901,11,,,{23=1200},,
90012,901,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
91001,911,,,,,,
92001,921,,,,,,
93001,931,,,,,,
94001,941,,,,,,
95001,951,,,,,,
96001,961,,,,,,
97002,971,2,,,{24=200},,
97003,971,3,,,{7=6%;8=6%},,
97004,971,4,,,{1=6%},,
97005,971,5,,,{9=6%;10=6%},,
97006,971,6,,,{90=400},,
97007,971,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
97008,971,8,,,{7=12%;8=12%},,
97009,971,9,,,{90=800},,
97010,971,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
97011,971,11,,,{23=1200},,
97012,971,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
98001,981,,,,,,
99002,991,2,,,{25=200},,
99003,991,3,,,{9=6%;10=6%},,
99004,991,4,,,{1=6%},,
99005,991,5,,,{9=6%;10=6%},,
99006,991,6,,,{27=400},,
99007,991,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
99008,991,8,,,{9=12%;10=12%},,
99009,991,9,,,{27=800},,
99010,991,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
99011,991,11,,,{23=1200},,
99012,991,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
100001,1001,,,,,,
101001,1011,,,,,,
102001,1021,,,,,,
103002,1031,2,,,{25=200},,
103003,1031,3,,,{9=6%;10=6%},,
103004,1031,4,,,{1=6%},,
103005,1031,5,,,{9=6%;10=6%},,
103006,1031,6,,,{25=400},,
103007,1031,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
103008,1031,8,,,{9=12%;10=12%},,
103009,1031,9,,,{25=800},,
103010,1031,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
103011,1031,11,,,{23=1200},,
103012,1031,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
104001,1041,,,,,,
105001,1051,,,,,,
106001,1061,,,,,,
107002,1071,2,,,{24=200},,
107003,1071,3,,,{7=6%;8=6%},,
107004,1071,4,,,{1=6%},,
107005,1071,5,,,{7=6%;8=6%},,
107006,1071,6,,,{24=400},,
107007,1071,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
107008,1071,8,,,{7=12%;8=12%},,
107009,1071,9,,,{24=800},,
107010,1071,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
107011,1071,11,,,{23=1200},,
107012,1071,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
108002,1081,2,,,{24=200},,
108003,1081,3,,,{7=6%;8=6%},,
108004,1081,4,,,{1=6%},,
108005,1081,5,,,{7=6%;8=6%},,
108006,1081,6,,,{24=400},,
108007,1081,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
108008,1081,8,,,{7=12%;8=12%},,
108009,1081,9,,,{24=800},,
108010,1081,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
108011,1081,11,,,{23=1200},,
108012,1081,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
109001,1091,,,,,,
110001,1101,,,,,,
111002,1111,2,,,{25=200},,
111003,1111,3,,,{9=6%;10=6%},,
111004,1111,4,,,{1=6%},,
111005,1111,5,,,{9=6%;10=6%},,
111006,1111,6,,,{17=400},,
111007,1111,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
111008,1111,8,,,{9=12%;10=12%},,
111009,1111,9,,,{17=800},,
111010,1111,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
111011,1111,11,,,{23=1200},,
111012,1111,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
112001,1121,,,,,,
113001,1131,,,,,,
114002,1141,2,,,{25=200},,
114003,1141,3,,,{9=6%;10=6%},,
114004,1141,4,,,{1=6%},,
114005,1141,5,,,{7=6%;8=6%},,
114006,1141,6,,,{25=400},,
114007,1141,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
114008,1141,8,,,{9=12%;10=12%},,
114009,1141,9,,,{25=800},,
114010,1141,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
114011,1141,11,,,{23=1200},,
114012,1141,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
115001,1151,,,,,,
116001,1161,,,,,,
117002,1171,2,,,{25=200},,
117003,1171,3,,,{9=6%;10=6%},,
117004,1171,4,,,{1=6%},,
117005,1171,5,,,{7=6%;8=6%},,
117006,1171,6,,,{15=600},,
117007,1171,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
117008,1171,8,,,{9=12%;10=12%},,
117009,1171,9,,,{15=1200},,
117010,1171,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
117011,1171,11,,,{23=1200},,
117012,1171,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
118001,1181,,,,,,
119001,1191,,,,,,
120001,1201,,,,,,
121001,1211,,,,,,
122002,1221,2,,,{24=200},,
122003,1221,3,,,{7=6%;8=6%},,
122004,1221,4,,,{1=6%},,
122005,1221,5,,,{9=6%;10=6%},,
122006,1221,6,,,{90=400},,
122007,1221,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
122008,1221,8,,,{7=12%;8=12%},,
122009,1221,9,,,{90=800},,
122010,1221,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
122011,1221,11,,,{23=1200},,
122012,1221,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
123002,1231,2,,,{25=200},,
123003,1231,3,,,{9=6%;10=6%},,
123004,1231,4,,,{1=6%},,
123005,1231,5,,,{9=6%;10=6%},,
123006,1231,6,,,{25=400},,
123007,1231,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
123008,1231,8,,,{9=12%;10=12%},,
123009,1231,9,,,{25=800},,
123010,1231,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
123011,1231,11,,,{23=1200},,
123012,1231,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
124002,1241,2,,,{25=200},,
124003,1241,3,,,{9=6%;10=6%},,
124004,1241,4,,,{1=6%},,
124005,1241,5,,,{7=6%;8=6%},,
124006,1241,6,,,{91=400},,
124007,1241,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
124008,1241,8,,,{9=12%;10=12%},,
124009,1241,9,,,{91=800},,
124010,1241,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
124011,1241,11,,,{23=1200},,
124012,1241,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
125002,1251,2,,,{25=200},,
125003,1251,3,,,{9=6%;10=6%},,
125004,1251,4,,,{1=6%},,
125005,1251,5,,,{9=6%;10=6%},,
125006,1251,6,,,{11=400},,
125007,1251,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
125008,1251,8,,,{9=12%;10=12%},,
125009,1251,9,,,{11=800},,
125010,1251,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
125011,1251,11,,,{23=1200},,
125012,1251,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
126002,1261,2,,,{25=300},,
126003,1261,3,,,{9=8%;10=8%},,
126004,1261,4,,,{1=8%},,
126005,1261,5,,,{7=8%;8=8%},,
126006,1261,6,,,{25=500},,
126007,1261,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
126008,1261,8,,,{9=15%;10=15%},,
126009,1261,9,,,{25=1000},,
126010,1261,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
126011,1261,11,,,{97=1500},,
126012,1261,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
127002,1271,2,,,{25=300},,
127003,1271,3,,,{9=8%;10=8%},,
127004,1271,4,,,{1=8%},,
127005,1271,5,,,{7=8%;8=8%},,
127006,1271,6,,,{25=500},,
127007,1271,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
127008,1271,8,,,{9=15%;10=15%},,
127009,1271,9,,,{25=1000},,
127010,1271,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
127011,1271,11,,,{97=1500},,
127012,1271,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
128002,1281,2,,,{25=300},,
128003,1281,3,,,{9=8%;10=8%},,
128004,1281,4,,,{1=8%},,
128005,1281,5,,,{7=8%;8=8%},,
128006,1281,6,,,{25=500},,
128007,1281,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
128008,1281,8,,,{9=15%;10=15%},,
128009,1281,9,,,{25=1000},,
128010,1281,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
128011,1281,11,,,{97=1500},,
128012,1281,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
129002,1291,2,,,{24=200},,
129003,1291,3,,,{7=6%;8=6%},,
129004,1291,4,,,{1=6%},,
129005,1291,5,,,{7=6%;8=6%},,
129006,1291,6,,,{15=600},,
129007,1291,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
129008,1291,8,,,{7=12%;8=12%},,
129009,1291,9,,,{15=1200},,
129010,1291,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
129011,1291,11,,,{23=1200},,
129012,1291,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
130002,1301,2,,,{24=200},,
130003,1301,3,,,{7=6%;8=6%},,
130004,1301,4,,,{1=6%},,
130005,1301,5,,,{7=6%;8=6%},,
130006,1301,6,,,{14=400},,
130007,1301,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
130008,1301,8,,,{7=12%;8=12%},,
130009,1301,9,,,{14=800},,
130010,1301,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
130011,1301,11,,,{23=1200},,
130012,1301,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
131002,1311,2,,,{25=200},,
131003,1311,3,,,{9=6%;10=6%},,
131004,1311,4,,,{1=6%},,
131005,1311,5,,,{7=6%;8=6%},,
131006,1311,6,,,{16=400},,
131007,1311,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
131008,1311,8,,,{9=12%;10=12%},,
131009,1311,9,,,{16=800},,
131010,1311,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
131011,1311,11,,,{23=1200},,
131012,1311,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
132001,1321,,,,,,
133001,1331,,,,,,
134001,1341,,,,,,
135002,1351,2,,,{25=200},,
135003,1351,3,,,{7=5%;8=5%},,
135004,1351,4,,,{1=5%},,
135005,1351,5,,,{9=5%;10=5%},,
135006,1351,6,,,{28=300},,
135007,1351,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
135008,1351,8,,,{7=10%;8=10%},,
135009,1351,9,,,{28=600},,
135010,1351,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
135011,1351,11,,,{23=1000},,
135012,1351,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
136001,1361,,,,,,
137001,1371,,,,,,
138001,1381,,,,,,
139002,1391,2,,,{24=200},,
139003,1391,3,,,{7=6%;8=6%},,
139004,1391,4,,,{1=6%},,
139005,1391,5,,,{9=6%;10=6%},,
139006,1391,6,,,{90=400},,
139007,1391,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
139008,1391,8,,,{7=12%;8=12%},,
139009,1391,9,,,{90=800},,
139010,1391,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
139011,1391,11,,,{23=1200},,
139012,1391,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
140001,1401,,,,,,
141002,1411,2,,,{25=200},,
141003,1411,3,,,{9=6%;10=6%},,
141004,1411,4,,,{1=6%},,
141005,1411,5,,,{7=6%;8=6%},,
141006,1411,6,,,{25=400},,
141007,1411,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
141008,1411,8,,,{7=12%;8=12%},,
141009,1411,9,,,{14=800},,
141010,1411,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
141011,1411,11,,,{23=1200},,
141012,1411,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
142002,1421,2,,,{24=200},,
142003,1421,3,,,{7=6%;8=6%},,
142004,1421,4,,,{1=6%},,
142005,1421,5,,,{7=6%;8=6%},,
142006,1421,6,,,{11=400},,
142007,1421,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
142008,1421,8,,,{7=12%;8=12%},,
142009,1421,9,,,{11=800},,
142010,1421,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
142011,1421,11,,,{23=1200},,
142012,1421,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
143001,1431,,,,,,
144002,1441,2,,,{24=200},,
144003,1441,3,,,{7=5%;8=5%},,
144004,1441,4,,,{1=5%},,
144005,1441,5,,,{9=5%;10=5%},,
144006,1441,6,,,{90=300},,
144007,1441,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
144008,1441,8,,,{7=10%;8=10%},,
144009,1441,9,,,{90=600},,
144010,1441,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
144011,1441,11,,,{23=1000},,
144012,1441,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
145001,1451,,,,,,
146001,1461,,,,,,
147001,1471,,,,,,
148002,1481,2,,,{24=200},,
148003,1481,3,,,{7=5%;8=5%},,
148004,1481,4,,,{1=5%},,
148005,1481,5,,,{9=5%;10=5%},,
148006,1481,6,,,{90=300},,
148007,1481,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
148008,1481,8,,,{7=10%;8=10%},,
148009,1481,9,,,{90=600},,
148010,1481,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
148011,1481,11,,,{23=1000},,
148012,1481,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
149001,1491,,,,,,
150002,1501,2,,,{25=200},,
150003,1501,3,,,{9=6%;10=6%},,
150004,1501,4,,,{1=6%},,
150005,1501,5,,,{9=6%;10=6%},,
150006,1501,6,,,{25=400},,
150007,1501,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
150008,1501,8,,,{9=12%;10=12%},,
150009,1501,9,,,{25=800},,
150010,1501,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
150011,1501,11,,,{23=1200},,
150012,1501,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
151002,1511,2,,,{24=200},,
151003,1511,3,,,{7=5%;8=5%},,
151004,1511,4,,,{1=5%},,
151005,1511,5,,,{7=5%;8=5%},,
151006,1511,6,,,{11=300},,
151007,1511,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
151008,1511,8,,,{7=10%;8=10%},,
151009,1511,9,,,{11=600},,
151010,1511,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
151011,1511,11,,,{23=1000},,
151012,1511,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
152001,1521,,,,,,
153001,1531,,,,,,
154001,1541,,,,,,
155001,1551,,,,,,
156001,1561,,,,,,
157001,1571,,,,,,
158001,1581,,,,,,
159001,1591,,,,,,
160001,1601,,,,,,
161002,1611,2,,,{25=200},,
161003,1611,3,,,{9=5%;10=5%},,
161004,1611,4,,,{1=5%},,
161005,1611,5,,,{9=5%;10=5%},,
161006,1611,6,,,{14=300},,
161007,1611,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
161008,1611,8,,,{9=10%;10=10%},,
161009,1611,9,,,{14=600},,
161010,1611,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
161011,1611,11,,,{23=1000},,
161012,1611,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
162001,1621,,,,,,
163001,1631,,,,,,
164002,1641,2,,,{25=200},,
164003,1641,3,,,{9=5%;10=5%},,
164004,1641,4,,,{1=5%},,
164005,1641,5,,,{7=5%;8=5%},,
164006,1641,6,,,{91=300},,
164007,1641,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
164008,1641,8,,,{9=10%;10=10%},,
164009,1641,9,,,{91=600},,
164010,1641,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
164011,1641,11,,,{23=1000},,
164012,1641,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
165002,1651,2,,,{24=200},,
165003,1651,3,,,{7=6%;8=6%},,
165004,1651,4,,,{1=6%},,
165005,1651,5,,,{7=6%;8=6%},,
165006,1651,6,,,{14=400},,
165007,1651,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
165008,1651,8,,,{7=12%;8=12%},,
165009,1651,9,,,{14=800},,
165010,1651,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
165011,1651,11,,,{23=1200},,
165012,1651,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
166001,1661,,,,,,
