变量名,effectRes6,effectRes1,effectRes5,effectRes4,effectRes3,effectRes2,effectArgs1,effectArgs2,effectArgs3,effectArgs4,effectArgs5,effectArgs6
70313,,koudai_beijing/diqiuchengshi.skel,,,koudai_beijing/diqiuchengshi.skel,koudai_beijing/tiankong_x.skel,{addTolayer=1;aniLoop=FALSE;aniName=shanban_skill2_qian;lastTime=24400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},{addTolayer=-1;aniLoop=FALSE;aniName=shanban_skill2;lastTime=24400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-3},{addTolayer=-1;aniLoop=FALSE;aniName=shanban_skill2;lastTime=24400;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-11},,,
70413,,koudai_beijing/haidi.skel,,koudai_beijing/tiankong_x.skel,koudai_beijing/haidi.skel,koudai_beijing/huahai.skel,{addTolayer=1;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2_qian;lastTime=20000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=150},{addTolayer=-1;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2;lastTime=20000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=3},{addTolayer=-1;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2;lastTime=20000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=2},{addTolayer=-1;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2_hou;lastTime=20000;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},,
70513,,koudai_beijing/fangjian.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=sgcjsnd_skill2;delay=0;lastTime=18700;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},,,,,
70614,,koudai_beijing/huahai.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=sgcjalld_skill2;delay=0;lastTime=14500;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-1},,,,,
70713,,koudai_beijing/hailang.skel,,,,koudai_beijing/cloud.skel,{addTolayer=-1;aniLoop=FALSE;aniName=kailudioujuewu_skill2;lastTime=13993;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-10},{addTolayer=-1;aniLoop=FALSE;aniName=kailudioujuewu_skill2;lastTime=13993;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-20},,,,
70813,,koudai_beijing/cloud.skel,,,koudai_beijing/cloud.skel,koudai_beijing/shamo.skel,{addTolayer=1;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2_qian;delay=0;lastTime=13966.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},{addTolayer=-1;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2;delay=0;lastTime=13966.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=5},{addTolayer=-1;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2_hou;delay=0;lastTime=13966.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=1},,,
70913,,koudai_beijing/tiankong_x.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=baozoumegalieyaolusha_skill2;delay=0;lastTime=23860;offsetX=0;offsetY=0;scale=0.7;screenPos=0;zorder=-1},,,,,
71113,,koudai_beijing/miao.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=sglukaliou_skill2;delay=0;lastTime=18666.6;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-50},,,,,
71213,,,,,,,,,,,,
71313,,koudai_beijing/shandi.skel,,,,,{addTolayer=-1;aniLoop=FALSE;aniName=sgcjbxw_skill2;delay=0;lastTime=22200;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=-1},,,,,
71413,,,,,,,,,,,,
71513,,koudai_beijing/huahai.skel,,,,koudai_beijing/tiankong_x.skel,{addTolayer=-1;aniLoop=FALSE;aniName=sgcjmwh_skill2;delay=0;lastTime=17333.3;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=50},{addTolayer=-1;aniLoop=FALSE;aniName=miaowahuamega_skill2;delay=0;lastTime=17666.6;offsetX=0;offsetY=100;scale=0.65;screenPos=0;zorder=40},,,,
71613,,,,,,,,,,,,
71713,,koudai_beijing/shandi.skel,koudai_beijing/tiankong_x.skel,koudai_beijing/shandi.skel,koudai_beijing/dashu.skel,koudai_beijing/dizhen.skel,{addToLayer=-1;aniLoop=FALSE;aniName=sgcjdgs_skill2_qian;lastTime=18166;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=50},{addToLayer=-1;aniLoop=FALSE;aniName=sgcjdgs_skill2;lastTime=18166;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=40},{addToLayer=-1;aniLoop=FALSE;aniName=sgcjdgs_skill2;lastTime=18166;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=30},{addToLayer=-1;aniLoop=FALSE;aniName=sgcjdgs_skill2_hou;lastTime=18166;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=20},{addToLayer=-1;aniLoop=FALSE;aniName=sgcjdgs_skill2;lastTime=18166;offsetX=0;offsetY=0;scale=0.66;screenPos=0;zorder=10},
71813,,,,,,,,,,,,
71913,,,,,,,,,,,,
72013,,,,,,,,,,,,
72113,,,,,,,,,,,,
72213,,,,,,,,,,,,
72313,,,,,,,,,,,,
