±äÁ¿Ãû,_beizhu,count,award,drawType
Ä¬ÈÏÖµ,,0,{},0
ID,±¸×¢,¼ÆÊý,½±Àø,³é¿¨ÀàÐÍ£¨1 »î¶¯ÏÞÖÆµÄ³é¿¨2×êÊ¯³é¿¨3Ð¾Æ¬´ú±Ò¼°×êÊ¯³é¿¨£©
10085,up³é¿¨,2830,{502=5;gold=300000;14=30},1
10086,up³é¿¨,2860,{502=5;gold=300000;14=30},1
10087,up³é¿¨,2900,{925=1;gold=300000;14=30},1
10088,up³é¿¨,2930,{502=5;gold=300000;14=30},1
10089,up³é¿¨,2960,{502=5;gold=300000;14=30},1
10090,up³é¿¨,3000,{925=1;gold=300000;14=30},1
10091,up³é¿¨,3030,{502=5;gold=300000;14=30},1
10092,up³é¿¨,3060,{502=5;gold=300000;14=30},1
10093,up³é¿¨,3100,{925=1;gold=300000;14=30},1
10094,up³é¿¨,3130,{502=5;gold=300000;14=30},1
10095,up³é¿¨,3160,{502=5;gold=300000;14=30},1
10096,up³é¿¨,3200,{925=1;gold=300000;14=30},1
10097,up³é¿¨,3230,{502=5;gold=300000;14=30},1
10098,up³é¿¨,3260,{502=5;gold=300000;14=30},1
10099,up³é¿¨,3300,{925=1;gold=300000;14=30},1
10100,up³é¿¨,3330,{502=5;gold=300000;14=30},1
10101,up³é¿¨,3360,{502=5;gold=300000;14=30},1
10102,up³é¿¨,3400,{925=1;gold=300000;14=30},1
10103,up³é¿¨,3430,{502=5;gold=300000;14=30},1
10104,up³é¿¨,3460,{502=5;gold=300000;14=30},1
10105,up³é¿¨,3500,{925=1;gold=300000;14=30},1
10106,up³é¿¨,3530,{502=5;gold=300000;14=30},1
10107,up³é¿¨,3560,{502=5;gold=300000;14=30},1
10108,up³é¿¨,3600,{925=1;gold=300000;14=30},1
10109,up³é¿¨,3630,{502=5;gold=300000;14=30},1
10110,up³é¿¨,3660,{502=5;gold=300000;14=30},1
10111,up³é¿¨,3700,{925=1;gold=300000;14=30},1
10112,up³é¿¨,3730,{502=5;gold=300000;14=30},1
10113,up³é¿¨,3760,{502=5;gold=300000;14=30},1
10114,up³é¿¨,3800,{925=1;gold=300000;14=30},1
10115,up³é¿¨,3830,{502=5;gold=300000;14=30},1
10116,up³é¿¨,3860,{502=5;gold=300000;14=30},1
10117,up³é¿¨,3900,{925=1;gold=300000;14=30},1
10118,up³é¿¨,3930,{502=5;gold=300000;14=30},1
10119,up³é¿¨,3960,{502=5;gold=300000;14=30},1
10120,up³é¿¨,4000,{925=1;gold=300000;14=30},1
10121,up³é¿¨,4030,{502=5;gold=300000;14=30},1
10122,up³é¿¨,4060,{502=5;gold=300000;14=30},1
10123,up³é¿¨,4100,{925=1;gold=300000;14=30},1
10124,up³é¿¨,4130,{502=5;gold=300000;14=30},1
10125,up³é¿¨,4160,{502=5;gold=300000;14=30},1
10126,up³é¿¨,4200,{925=1;gold=300000;14=30},1
10127,up³é¿¨,4230,{502=5;gold=300000;14=30},1
10128,up³é¿¨,4260,{502=5;gold=300000;14=30},1
10129,up³é¿¨,4300,{925=1;gold=300000;14=30},1
10130,up³é¿¨,4330,{502=5;gold=300000;14=30},1
10131,up³é¿¨,4360,{502=5;gold=300000;14=30},1
10132,up³é¿¨,4400,{925=1;gold=300000;14=30},1
10133,up³é¿¨,4430,{502=5;gold=300000;14=30},1
10134,up³é¿¨,4460,{502=5;gold=300000;14=30},1
10135,up³é¿¨,4500,{925=1;gold=300000;14=30},1
10136,up³é¿¨,4530,{502=5;gold=300000;14=30},1
10137,up³é¿¨,4560,{502=5;gold=300000;14=30},1
10138,up³é¿¨,4600,{925=1;gold=300000;14=30},1
10139,up³é¿¨,4630,{502=5;gold=300000;14=30},1
10140,up³é¿¨,4660,{502=5;gold=300000;14=30},1
10141,up³é¿¨,4700,{925=1;gold=300000;14=30},1
10142,up³é¿¨,4730,{502=5;gold=300000;14=30},1
10143,up³é¿¨,4760,{502=5;gold=300000;14=30},1
10144,up³é¿¨,4800,{925=1;gold=300000;14=30},1
10145,up³é¿¨,4830,{502=5;gold=300000;14=30},1
10146,up³é¿¨,4860,{502=5;gold=300000;14=30},1
10147,up³é¿¨,4900,{925=1;gold=300000;14=30},1
10148,up³é¿¨,4930,{502=5;gold=300000;14=30},1
10149,up³é¿¨,4960,{502=5;gold=300000;14=30},1
10150,up³é¿¨,5000,{925=1;gold=300000;14=30},1
10151,up³é¿¨,5030,{502=5;gold=300000;14=30},1
10152,up³é¿¨,5060,{502=5;gold=300000;14=30},1
10153,up³é¿¨,5100,{925=1;gold=300000;14=30},1
10154,up³é¿¨,5130,{502=5;gold=300000;14=30},1
10155,up³é¿¨,5160,{502=5;gold=300000;14=30},1
10156,up³é¿¨,5200,{925=1;gold=300000;14=30},1
10157,up³é¿¨,5230,{502=5;gold=300000;14=30},1
10158,up³é¿¨,5260,{502=5;gold=300000;14=30},1
10159,up³é¿¨,5300,{925=1;gold=300000;14=30},1
10160,up³é¿¨,5330,{502=5;gold=300000;14=30},1
10161,up³é¿¨,5360,{502=5;gold=300000;14=30},1
10162,up³é¿¨,5400,{925=1;gold=300000;14=30},1
10163,up³é¿¨,5430,{502=5;gold=300000;14=30},1
10164,up³é¿¨,5460,{502=5;gold=300000;14=30},1
10165,up³é¿¨,5500,{925=1;gold=300000;14=30},1
10166,up³é¿¨,5530,{502=5;gold=300000;14=30},1
10167,up³é¿¨,5560,{502=5;gold=300000;14=30},1
10168,up³é¿¨,5600,{925=1;gold=300000;14=30},1
10169,up³é¿¨,5630,{502=5;gold=300000;14=30},1
10170,up³é¿¨,5660,{502=5;gold=300000;14=30},1
10171,up³é¿¨,5700,{925=1;gold=300000;14=30},1
10172,up³é¿¨,5730,{502=5;gold=300000;14=30},1
10173,up³é¿¨,5760,{502=5;gold=300000;14=30},1
10174,up³é¿¨,5800,{925=1;gold=300000;14=30},1
10175,up³é¿¨,5830,{502=5;gold=300000;14=30},1
10176,up³é¿¨,5860,{502=5;gold=300000;14=30},1
10177,up³é¿¨,5900,{925=1;gold=300000;14=30},1
10178,up³é¿¨,5930,{502=5;gold=300000;14=30},1
10179,up³é¿¨,5960,{502=5;gold=300000;14=30},1
10180,up³é¿¨,6000,{925=1;gold=300000;14=30},1
10181,up³é¿¨,6030,{502=5;gold=300000;14=30},1
10182,up³é¿¨,6060,{502=5;gold=300000;14=30},1
10183,up³é¿¨,6100,{925=1;gold=300000;14=30},1
10184,up³é¿¨,6130,{502=5;gold=300000;14=30},1
10185,up³é¿¨,6160,{502=5;gold=300000;14=30},1
10186,up³é¿¨,6200,{925=1;gold=300000;14=30},1
10187,up³é¿¨,6230,{502=5;gold=300000;14=30},1
10188,up³é¿¨,6260,{502=5;gold=300000;14=30},1
10189,up³é¿¨,6300,{925=1;gold=300000;14=30},1
10190,up³é¿¨,6330,{502=5;gold=300000;14=30},1
10191,up³é¿¨,6360,{502=5;gold=300000;14=30},1
10192,up³é¿¨,6400,{925=1;gold=300000;14=30},1
10193,up³é¿¨,6430,{502=5;gold=300000;14=30},1
10194,up³é¿¨,6460,{502=5;gold=300000;14=30},1
10195,up³é¿¨,6500,{925=1;gold=300000;14=30},1
10196,up³é¿¨,6530,{502=5;gold=300000;14=30},1
10197,up³é¿¨,6560,{502=5;gold=300000;14=30},1
10198,up³é¿¨,6600,{925=1;gold=300000;14=30},1
10199,up³é¿¨,6630,{502=5;gold=300000;14=30},1
10200,up³é¿¨,6660,{502=5;gold=300000;14=30},1
10201,up³é¿¨,6700,{925=1;gold=300000;14=30},1
10202,up³é¿¨,6730,{502=5;gold=300000;14=30},1
10203,up³é¿¨,6760,{502=5;gold=300000;14=30},1
10204,up³é¿¨,6800,{925=1;gold=300000;14=30},1
10205,up³é¿¨,6830,{502=5;gold=300000;14=30},1
10206,up³é¿¨,6860,{502=5;gold=300000;14=30},1
10207,up³é¿¨,6900,{925=1;gold=300000;14=30},1
10208,up³é¿¨,6930,{502=5;gold=300000;14=30},1
10209,up³é¿¨,6960,{502=5;gold=300000;14=30},1
10210,up³é¿¨,7000,{925=1;gold=300000;14=30},1
10211,up³é¿¨,7030,{502=5;gold=300000;14=30},1
10212,up³é¿¨,7060,{502=5;gold=300000;14=30},1
10213,up³é¿¨,7100,{925=1;gold=300000;14=30},1
10214,up³é¿¨,7130,{502=5;gold=300000;14=30},1
10215,up³é¿¨,7160,{502=5;gold=300000;14=30},1
10216,up³é¿¨,7200,{925=1;gold=300000;14=30},1
10217,up³é¿¨,7230,{502=5;gold=300000;14=30},1
10218,up³é¿¨,7260,{502=5;gold=300000;14=30},1
10219,up³é¿¨,7300,{925=1;gold=300000;14=30},1
10220,up³é¿¨,7330,{502=5;gold=300000;14=30},1
10221,up³é¿¨,7360,{502=5;gold=300000;14=30},1
10222,up³é¿¨,7400,{925=1;gold=300000;14=30},1
10223,up³é¿¨,7430,{502=5;gold=300000;14=30},1
10224,up³é¿¨,7460,{502=5;gold=300000;14=30},1
10225,up³é¿¨,7500,{925=1;gold=300000;14=30},1
10226,up³é¿¨,7530,{502=5;gold=300000;14=30},1
10227,up³é¿¨,7560,{502=5;gold=300000;14=30},1
10228,up³é¿¨,7600,{925=1;gold=300000;14=30},1
10229,up³é¿¨,7630,{502=5;gold=300000;14=30},1
10230,up³é¿¨,7660,{502=5;gold=300000;14=30},1
10231,up³é¿¨,7700,{925=1;gold=300000;14=30},1
10232,up³é¿¨,7730,{502=5;gold=300000;14=30},1
10233,up³é¿¨,7760,{502=5;gold=300000;14=30},1
10234,up³é¿¨,7800,{925=1;gold=300000;14=30},1
10235,up³é¿¨,7830,{502=5;gold=300000;14=30},1
10236,up³é¿¨,7860,{502=5;gold=300000;14=30},1
10237,up³é¿¨,7900,{925=1;gold=300000;14=30},1
10238,up³é¿¨,7930,{502=5;gold=300000;14=30},1
10239,up³é¿¨,7960,{502=5;gold=300000;14=30},1
10240,up³é¿¨,8000,{925=1;gold=300000;14=30},1
10241,up³é¿¨,8030,{502=5;gold=300000;14=30},1
10242,up³é¿¨,8060,{502=5;gold=300000;14=30},1
10243,up³é¿¨,8100,{925=1;gold=300000;14=30},1
10244,up³é¿¨,8130,{502=5;gold=300000;14=30},1
10245,up³é¿¨,8160,{502=5;gold=300000;14=30},1
10246,up³é¿¨,8200,{925=1;gold=300000;14=30},1
10247,up³é¿¨,8230,{502=5;gold=300000;14=30},1
10248,up³é¿¨,8260,{502=5;gold=300000;14=30},1
10249,up³é¿¨,8300,{925=1;gold=300000;14=30},1
10250,up³é¿¨,8330,{502=5;gold=300000;14=30},1
10251,up³é¿¨,8360,{502=5;gold=300000;14=30},1
10252,up³é¿¨,8400,{925=1;gold=300000;14=30},1
10253,up³é¿¨,8430,{502=5;gold=300000;14=30},1
10254,up³é¿¨,8460,{502=5;gold=300000;14=30},1
10255,up³é¿¨,8500,{925=1;gold=300000;14=30},1
10256,up³é¿¨,8530,{502=5;gold=300000;14=30},1
10257,up³é¿¨,8560,{502=5;gold=300000;14=30},1
10258,up³é¿¨,8600,{925=1;gold=300000;14=30},1
10259,up³é¿¨,8630,{502=5;gold=300000;14=30},1
10260,up³é¿¨,8660,{502=5;gold=300000;14=30},1
10261,up³é¿¨,8700,{925=1;gold=300000;14=30},1
10262,up³é¿¨,8730,{502=5;gold=300000;14=30},1
10263,up³é¿¨,8760,{502=5;gold=300000;14=30},1
10264,up³é¿¨,8800,{925=1;gold=300000;14=30},1
10265,up³é¿¨,8830,{502=5;gold=300000;14=30},1
10266,up³é¿¨,8860,{502=5;gold=300000;14=30},1
10267,up³é¿¨,8900,{925=1;gold=300000;14=30},1
10268,up³é¿¨,8930,{502=5;gold=300000;14=30},1
10269,up³é¿¨,8960,{502=5;gold=300000;14=30},1
10270,up³é¿¨,9000,{925=1;gold=300000;14=30},1
10271,up³é¿¨,9030,{502=5;gold=300000;14=30},1
10272,up³é¿¨,9060,{502=5;gold=300000;14=30},1
10273,up³é¿¨,9100,{925=1;gold=300000;14=30},1
10274,up³é¿¨,9130,{502=5;gold=300000;14=30},1
10275,up³é¿¨,9160,{502=5;gold=300000;14=30},1
10276,up³é¿¨,9200,{925=1;gold=300000;14=30},1
10277,up³é¿¨,9230,{502=5;gold=300000;14=30},1
10278,up³é¿¨,9260,{502=5;gold=300000;14=30},1
10279,up³é¿¨,9300,{925=1;gold=300000;14=30},1
10280,up³é¿¨,9330,{502=5;gold=300000;14=30},1
10281,up³é¿¨,9360,{502=5;gold=300000;14=30},1
10282,up³é¿¨,9400,{925=1;gold=300000;14=30},1
10283,up³é¿¨,9430,{502=5;gold=300000;14=30},1
10284,up³é¿¨,9460,{502=5;gold=300000;14=30},1
10285,up³é¿¨,9500,{925=1;gold=300000;14=30},1
10286,up³é¿¨,9530,{502=5;gold=300000;14=30},1
10287,up³é¿¨,9560,{502=5;gold=300000;14=30},1
10288,up³é¿¨,9600,{925=1;gold=300000;14=30},1
10289,up³é¿¨,9630,{502=5;gold=300000;14=30},1
10290,up³é¿¨,9660,{502=5;gold=300000;14=30},1
10291,up³é¿¨,9700,{925=1;gold=300000;14=30},1
10292,up³é¿¨,9730,{502=5;gold=300000;14=30},1
10293,up³é¿¨,9760,{502=5;gold=300000;14=30},1
10294,up³é¿¨,9800,{925=1;gold=300000;14=30},1
10295,up³é¿¨,9830,{502=5;gold=300000;14=30},1
10296,up³é¿¨,9860,{502=5;gold=300000;14=30},1
10297,up³é¿¨,9900,{925=1;gold=300000;14=30},1
10298,up³é¿¨,9930,{502=5;gold=300000;14=30},1
10299,up³é¿¨,9960,{502=5;gold=300000;14=30},1
10300,up³é¿¨,10000,{925=1;gold=300000;14=30},1
,,,,
20001,Ð¾Æ¬³é¿¨,100,{7323=1;121=5;gold=300000},6
20002,Ð¾Æ¬³é¿¨,200,{7323=1;121=5;gold=300000},6
20003,Ð¾Æ¬³é¿¨,300,{7324=1;121=5;gold=300000},6
20004,Ð¾Æ¬³é¿¨,400,{7323=1;121=5;gold=300000},6
20005,Ð¾Æ¬³é¿¨,500,{7323=1;121=5;gold=300000},6
20006,Ð¾Æ¬³é¿¨,600,{7324=1;121=5;gold=300000},6
20007,Ð¾Æ¬³é¿¨,700,{7323=1;121=5;gold=300000},6
20008,Ð¾Æ¬³é¿¨,800,{7323=1;121=5;gold=300000},6
20009,Ð¾Æ¬³é¿¨,900,{7324=1;121=5;gold=300000},6
20010,Ð¾Æ¬³é¿¨,1000,{7323=1;121=5;gold=300000},6
20011,Ð¾Æ¬³é¿¨,1100,{7323=1;121=5;gold=300000},6
20012,Ð¾Æ¬³é¿¨,1200,{7324=1;121=5;gold=300000},6
20013,Ð¾Æ¬³é¿¨,1300,{7323=1;121=5;gold=300000},6
20014,Ð¾Æ¬³é¿¨,1400,{7323=1;121=5;gold=300000},6
20015,Ð¾Æ¬³é¿¨,1500,{7324=1;121=5;gold=300000},6
20016,Ð¾Æ¬³é¿¨,1600,{7323=1;121=5;gold=300000},6
20017,Ð¾Æ¬³é¿¨,1700,{7323=1;121=5;gold=300000},6
20018,Ð¾Æ¬³é¿¨,1800,{7324=1;121=5;gold=300000},6
20019,Ð¾Æ¬³é¿¨,1900,{7323=1;121=5;gold=300000},6
20020,Ð¾Æ¬³é¿¨,2000,{7323=1;121=5;gold=300000},6
20021,Ð¾Æ¬³é¿¨,2100,{7324=1;121=5;gold=300000},6
20022,Ð¾Æ¬³é¿¨,2200,{7323=1;121=5;gold=300000},6
20023,Ð¾Æ¬³é¿¨,2300,{7323=1;121=5;gold=300000},6
20024,Ð¾Æ¬³é¿¨,2400,{7324=1;121=5;gold=300000},6
20025,Ð¾Æ¬³é¿¨,2500,{7323=1;121=5;gold=300000},6
20026,Ð¾Æ¬³é¿¨,2600,{7323=1;121=5;gold=300000},6
20027,Ð¾Æ¬³é¿¨,2700,{7324=1;121=5;gold=300000},6
20028,Ð¾Æ¬³é¿¨,2800,{7323=1;121=5;gold=300000},6
20029,Ð¾Æ¬³é¿¨,2900,{7323=1;121=5;gold=300000},6
20030,Ð¾Æ¬³é¿¨,3000,{7324=1;121=5;gold=300000},6
20031,Ð¾Æ¬³é¿¨,3100,{7323=1;121=5;gold=300000},6
20032,Ð¾Æ¬³é¿¨,3200,{7323=1;121=5;gold=300000},6
20033,Ð¾Æ¬³é¿¨,3300,{7324=1;121=5;gold=300000},6
20034,Ð¾Æ¬³é¿¨,3400,{7323=1;121=5;gold=300000},6
20035,Ð¾Æ¬³é¿¨,3500,{7323=1;121=5;gold=300000},6
20036,Ð¾Æ¬³é¿¨,3600,{7324=1;121=5;gold=300000},6
20037,Ð¾Æ¬³é¿¨,3700,{7323=1;121=5;gold=300000},6
20038,Ð¾Æ¬³é¿¨,3800,{7323=1;121=5;gold=300000},6
20039,Ð¾Æ¬³é¿¨,3900,{7324=1;121=5;gold=300000},6
20040,Ð¾Æ¬³é¿¨,4000,{7323=1;121=5;gold=300000},6
20041,Ð¾Æ¬³é¿¨,4100,{7323=1;121=5;gold=300000},6
20042,Ð¾Æ¬³é¿¨,4200,{7324=1;121=5;gold=300000},6
20043,Ð¾Æ¬³é¿¨,4300,{7323=1;121=5;gold=300000},6
20044,Ð¾Æ¬³é¿¨,4400,{7323=1;121=5;gold=300000},6
20045,Ð¾Æ¬³é¿¨,4500,{7324=1;121=5;gold=300000},6
20046,Ð¾Æ¬³é¿¨,4600,{7323=1;121=5;gold=300000},6
20047,Ð¾Æ¬³é¿¨,4700,{7323=1;121=5;gold=300000},6
20048,Ð¾Æ¬³é¿¨,4800,{7324=1;121=5;gold=300000},6
20049,Ð¾Æ¬³é¿¨,4900,{7323=1;121=5;gold=300000},6
20050,Ð¾Æ¬³é¿¨,5000,{7323=1;121=5;gold=300000},6
20051,Ð¾Æ¬³é¿¨,5100,{7324=1;121=5;gold=300000},6
20052,Ð¾Æ¬³é¿¨,5200,{7323=1;121=5;gold=300000},6
20053,Ð¾Æ¬³é¿¨,5300,{7323=1;121=5;gold=300000},6
20054,Ð¾Æ¬³é¿¨,5400,{7324=1;121=5;gold=300000},6
20055,Ð¾Æ¬³é¿¨,5500,{7323=1;121=5;gold=300000},6
20056,Ð¾Æ¬³é¿¨,5600,{7323=1;121=5;gold=300000},6
20057,Ð¾Æ¬³é¿¨,5700,{7324=1;121=5;gold=300000},6
20058,Ð¾Æ¬³é¿¨,5800,{7323=1;121=5;gold=300000},6
20059,Ð¾Æ¬³é¿¨,5900,{7323=1;121=5;gold=300000},6
20060,Ð¾Æ¬³é¿¨,6000,{7324=1;121=5;gold=300000},6
20061,Ð¾Æ¬³é¿¨,6100,{7323=1;121=5;gold=300000},6
20062,Ð¾Æ¬³é¿¨,6200,{7323=1;121=5;gold=300000},6
20063,Ð¾Æ¬³é¿¨,6300,{7324=1;121=5;gold=300000},6
20064,Ð¾Æ¬³é¿¨,6400,{7323=1;121=5;gold=300000},6
20065,Ð¾Æ¬³é¿¨,6500,{7323=1;121=5;gold=300000},6
20066,Ð¾Æ¬³é¿¨,6600,{7324=1;121=5;gold=300000},6
20067,Ð¾Æ¬³é¿¨,6700,{7323=1;121=5;gold=300000},6
20068,Ð¾Æ¬³é¿¨,6800,{7323=1;121=5;gold=300000},6
20069,Ð¾Æ¬³é¿¨,6900,{7324=1;121=5;gold=300000},6
20070,Ð¾Æ¬³é¿¨,7000,{7323=1;121=5;gold=300000},6
20071,Ð¾Æ¬³é¿¨,7100,{7323=1;121=5;gold=300000},6
20072,Ð¾Æ¬³é¿¨,7200,{7324=1;121=5;gold=300000},6
20073,Ð¾Æ¬³é¿¨,7300,{7323=1;121=5;gold=300000},6
20074,Ð¾Æ¬³é¿¨,7400,{7323=1;121=5;gold=300000},6
20075,Ð¾Æ¬³é¿¨,7500,{7324=1;121=5;gold=300000},6
20076,Ð¾Æ¬³é¿¨,7600,{7323=1;121=5;gold=300000},6
20077,Ð¾Æ¬³é¿¨,7700,{7323=1;121=5;gold=300000},6
20078,Ð¾Æ¬³é¿¨,7800,{7324=1;121=5;gold=300000},6
20079,Ð¾Æ¬³é¿¨,7900,{7323=1;121=5;gold=300000},6
20080,Ð¾Æ¬³é¿¨,8000,{7323=1;121=5;gold=300000},6
20081,Ð¾Æ¬³é¿¨,8100,{7324=1;121=5;gold=300000},6
20082,Ð¾Æ¬³é¿¨,8200,{7323=1;121=5;gold=300000},6
20083,Ð¾Æ¬³é¿¨,8300,{7323=1;121=5;gold=300000},6
20084,Ð¾Æ¬³é¿¨,8400,{7324=1;121=5;gold=300000},6
20085,Ð¾Æ¬³é¿¨,8500,{7323=1;121=5;gold=300000},6
20086,Ð¾Æ¬³é¿¨,8600,{7323=1;121=5;gold=300000},6
20087,Ð¾Æ¬³é¿¨,8700,{7324=1;121=5;gold=300000},6
20088,Ð¾Æ¬³é¿¨,8800,{7323=1;121=5;gold=300000},6
20089,Ð¾Æ¬³é¿¨,8900,{7323=1;121=5;gold=300000},6
20090,Ð¾Æ¬³é¿¨,9000,{7324=1;121=5;gold=300000},6
20091,Ð¾Æ¬³é¿¨,9100,{7323=1;121=5;gold=300000},6
20092,Ð¾Æ¬³é¿¨,9200,{7323=1;121=5;gold=300000},6
20093,Ð¾Æ¬³é¿¨,9300,{7324=1;121=5;gold=300000},6
20094,Ð¾Æ¬³é¿¨,9400,{7323=1;121=5;gold=300000},6
20095,Ð¾Æ¬³é¿¨,9500,{7323=1;121=5;gold=300000},6
20096,Ð¾Æ¬³é¿¨,9600,{7324=1;121=5;gold=300000},6
20097,Ð¾Æ¬³é¿¨,9700,{7323=1;121=5;gold=300000},6
20098,Ð¾Æ¬³é¿¨,9800,{7323=1;121=5;gold=300000},6
20099,Ð¾Æ¬³é¿¨,9900,{7324=1;121=5;gold=300000},6
20100,Ð¾Æ¬³é¿¨,10000,{7323=1;121=5;gold=300000},6
20101,Ð¾Æ¬³é¿¨,10100,{7323=1;121=5;gold=300000},6
20102,Ð¾Æ¬³é¿¨,10200,{7324=1;121=5;gold=300000},6
20103,Ð¾Æ¬³é¿¨,10300,{7323=1;121=5;gold=300000},6
20104,Ð¾Æ¬³é¿¨,10400,{7323=1;121=5;gold=300000},6
20105,Ð¾Æ¬³é¿¨,10500,{7324=1;121=5;gold=300000},6
20106,Ð¾Æ¬³é¿¨,10600,{7323=1;121=5;gold=300000},6
20107,Ð¾Æ¬³é¿¨,10700,{7323=1;121=5;gold=300000},6
20108,Ð¾Æ¬³é¿¨,10800,{7324=1;121=5;gold=300000},6
20109,Ð¾Æ¬³é¿¨,10900,{7323=1;121=5;gold=300000},6
20110,Ð¾Æ¬³é¿¨,11000,{7323=1;121=5;gold=300000},6
20111,Ð¾Æ¬³é¿¨,11100,{7324=1;121=5;gold=300000},6
20112,Ð¾Æ¬³é¿¨,11200,{7323=1;121=5;gold=300000},6
20113,Ð¾Æ¬³é¿¨,11300,{7323=1;121=5;gold=300000},6
20114,Ð¾Æ¬³é¿¨,11400,{7324=1;121=5;gold=300000},6
20115,Ð¾Æ¬³é¿¨,11500,{7323=1;121=5;gold=300000},6
20116,Ð¾Æ¬³é¿¨,11600,{7323=1;121=5;gold=300000},6
20117,Ð¾Æ¬³é¿¨,11700,{7324=1;121=5;gold=300000},6
20118,Ð¾Æ¬³é¿¨,11800,{7323=1;121=5;gold=300000},6
20119,Ð¾Æ¬³é¿¨,11900,{7323=1;121=5;gold=300000},6
20120,Ð¾Æ¬³é¿¨,12000,{7324=1;121=5;gold=300000},6
20121,Ð¾Æ¬³é¿¨,12100,{7323=1;121=5;gold=300000},6
20122,Ð¾Æ¬³é¿¨,12200,{7323=1;121=5;gold=300000},6
20123,Ð¾Æ¬³é¿¨,12300,{7324=1;121=5;gold=300000},6
20124,Ð¾Æ¬³é¿¨,12400,{7323=1;121=5;gold=300000},6
20125,Ð¾Æ¬³é¿¨,12500,{7323=1;121=5;gold=300000},6
20126,Ð¾Æ¬³é¿¨,12600,{7324=1;121=5;gold=300000},6
20127,Ð¾Æ¬³é¿¨,12700,{7323=1;121=5;gold=300000},6
20128,Ð¾Æ¬³é¿¨,12800,{7323=1;121=5;gold=300000},6
20129,Ð¾Æ¬³é¿¨,12900,{7324=1;121=5;gold=300000},6
20130,Ð¾Æ¬³é¿¨,13000,{7323=1;121=5;gold=300000},6
20131,Ð¾Æ¬³é¿¨,13100,{7323=1;121=5;gold=300000},6
20132,Ð¾Æ¬³é¿¨,13200,{7324=1;121=5;gold=300000},6
20133,Ð¾Æ¬³é¿¨,13300,{7323=1;121=5;gold=300000},6
20134,Ð¾Æ¬³é¿¨,13400,{7323=1;121=5;gold=300000},6
20135,Ð¾Æ¬³é¿¨,13500,{7324=1;121=5;gold=300000},6
20136,Ð¾Æ¬³é¿¨,13600,{7323=1;121=5;gold=300000},6
20137,Ð¾Æ¬³é¿¨,13700,{7323=1;121=5;gold=300000},6
20138,Ð¾Æ¬³é¿¨,13800,{7324=1;121=5;gold=300000},6
20139,Ð¾Æ¬³é¿¨,13900,{7323=1;121=5;gold=300000},6
20140,Ð¾Æ¬³é¿¨,14000,{7323=1;121=5;gold=300000},6
20141,Ð¾Æ¬³é¿¨,14100,{7324=1;121=5;gold=300000},6
20142,Ð¾Æ¬³é¿¨,14200,{7323=1;121=5;gold=300000},6
20143,Ð¾Æ¬³é¿¨,14300,{7323=1;121=5;gold=300000},6
20144,Ð¾Æ¬³é¿¨,14400,{7324=1;121=5;gold=300000},6
20145,Ð¾Æ¬³é¿¨,14500,{7323=1;121=5;gold=300000},6
20146,Ð¾Æ¬³é¿¨,14600,{7323=1;121=5;gold=300000},6
20147,Ð¾Æ¬³é¿¨,14700,{7324=1;121=5;gold=300000},6
20148,Ð¾Æ¬³é¿¨,14800,{7323=1;121=5;gold=300000},6
20149,Ð¾Æ¬³é¿¨,14900,{7323=1;121=5;gold=300000},6
20150,Ð¾Æ¬³é¿¨,15000,{7324=1;121=5;gold=300000},6
20151,Ð¾Æ¬³é¿¨,15100,{7323=1;121=5;gold=300000},6
20152,Ð¾Æ¬³é¿¨,15200,{7323=1;121=5;gold=300000},6
20153,Ð¾Æ¬³é¿¨,15300,{7324=1;121=5;gold=300000},6
20154,Ð¾Æ¬³é¿¨,15400,{7323=1;121=5;gold=300000},6
20155,Ð¾Æ¬³é¿¨,15500,{7323=1;121=5;gold=300000},6
20156,Ð¾Æ¬³é¿¨,15600,{7324=1;121=5;gold=300000},6
20157,Ð¾Æ¬³é¿¨,15700,{7323=1;121=5;gold=300000},6
20158,Ð¾Æ¬³é¿¨,15800,{7323=1;121=5;gold=300000},6
20159,Ð¾Æ¬³é¿¨,15900,{7324=1;121=5;gold=300000},6
20160,Ð¾Æ¬³é¿¨,16000,{7323=1;121=5;gold=300000},6
20161,Ð¾Æ¬³é¿¨,16100,{7323=1;121=5;gold=300000},6
20162,Ð¾Æ¬³é¿¨,16200,{7324=1;121=5;gold=300000},6
20163,Ð¾Æ¬³é¿¨,16300,{7323=1;121=5;gold=300000},6
20164,Ð¾Æ¬³é¿¨,16400,{7323=1;121=5;gold=300000},6
20165,Ð¾Æ¬³é¿¨,16500,{7324=1;121=5;gold=300000},6
20166,Ð¾Æ¬³é¿¨,16600,{7323=1;121=5;gold=300000},6
20167,Ð¾Æ¬³é¿¨,16700,{7323=1;121=5;gold=300000},6
20168,Ð¾Æ¬³é¿¨,16800,{7324=1;121=5;gold=300000},6
20169,Ð¾Æ¬³é¿¨,16900,{7323=1;121=5;gold=300000},6
20170,Ð¾Æ¬³é¿¨,17000,{7323=1;121=5;gold=300000},6
20171,Ð¾Æ¬³é¿¨,17100,{7324=1;121=5;gold=300000},6
20172,Ð¾Æ¬³é¿¨,17200,{7323=1;121=5;gold=300000},6
20173,Ð¾Æ¬³é¿¨,17300,{7323=1;121=5;gold=300000},6
20174,Ð¾Æ¬³é¿¨,17400,{7324=1;121=5;gold=300000},6
