变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,weatherTypeId,monsters3,defenceC2,specialDefenceC2,specialDamageC2,speedC2,bossMark2,damageC2,monsters2,multiTeamNum,hpC2,damageC3,defenceC3,hpC3,specialDamageC3,specialDefenceC3,speedC3
550,12007,,1,<50023;50052;53511;52962;0;50131>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
551,12007,,2,<52231;50463;52822;53283;53292;52682>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
552,12007,,3,<60471;0;60371;0;183413;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
553,12008,,1,<0;51353;52592;52242;51271;50351>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
554,12008,,2,<50471;51302;0;50023;50893;52723>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
555,12008,,3,<61071;0;60351;62633;71503;61901>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
556,12009,,1,<50592;53472;50002;51303;0;53431>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
557,12009,,2,<50092;50053;51292;50051;50192;52681>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
558,12009,,3,<60013;61503;63341;0;182242;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
559,12010,,1,<51612;51293;0;51862;53301;50351>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
560,12010,,2,<51903;50192;50602;52361;50351;50351>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
561,12010,,3,<52231;62231;52301;60023;181981;62073>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
562,12101,,1,<50282;50173;51901;52233;0;51311>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
563,12101,,2,<51231;53003;50262;51171;51903;52301>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
564,12101,,3,<60102;60542;62681;0;70222;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
565,12102,,1,<52593;50541;0;50803;50303;50803>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
566,12102,,2,<50542;53341;52593;50333;50392;53291>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
567,12102,,3,<50791;0;50072;60803;73303;60803>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
568,12103,,1,<50051;52681;52272;50003;0;53292>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
569,12103,,2,<50072;50771;50173;51903;51313;53561>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
570,12103,,3,<61071;0;62681;60572;70632;62483>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
571,12104,,1,<50051;53011;51241;50881;50893;51241>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
572,12104,,2,<52073;50281;50023;50331;0;51252>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
573,12104,,3,<60111;0;61902;60472;71241;60803>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
574,12105,,1,<53341;53301;50602;50781;0;50491>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
575,12105,,2,<50191;51293;50023;52301;52871;51442>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
576,12105,,3,<60333;60102;60792;0;72233;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
577,12106,,1,<50033;50031;0;51251;50464;52301>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
578,12106,,2,<50051;52722;52072;50792;50071;52963>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
579,12106,,3,<52481;60133;52681;60493;71303;60062>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
580,12107,,1,<53542;52961;50071;50133;0;51221>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
581,12107,,2,<53351;50592;50232;52633;50592;50113>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
582,12107,,3,<60093;0;60262;0;181082;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
583,12108,,1,<0;50033;50303;53002;50481;53543>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
584,12108,,2,<50051;51971;0;50542;53541;52873>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
585,12108,,3,<62633;0;60081;60272;73021;60001>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
586,12109,,1,<50883;51502;50053;50303;0;50301>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
587,12109,,2,<50021;54023;50072;50351;50091;50082>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
588,12109,,3,<62073;63011;61261;0;180721;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
589,12110,,1,<52073;50051;0;50792;50331;51221>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
590,12110,,2,<50091;50331;0;52073;51502;52302>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
591,12110,,3,<50022;60192;50023;61861;181961;60131>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
592,12201,,1,<50332;50092;52012;50591;0;51311>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
593,12201,,2,<53291;50262;50022;50133;0;50262>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
594,12201,,3,<60392;63292;63281;0;73562;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
595,12202,,1,<52012;51612;0;50891;50792;51252>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
596,12202,,2,<53301;52012;50012;50021;0;50602>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
597,12202,,3,<52012;0;50022;60593;73353;63542>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
598,12203,,1,<50022;50551;50471;50692;0;0>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
599,12203,,2,<50021;50021;50892;50132;0;50002>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
600,12203,,3,<60471;0;62012;60392;70891;63292>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
601,12204,,1,<52012;50262;50601;50472;52012;50022>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
602,12204,,2,<52012;50391;53472;50002;0;51172>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
603,12204,,3,<60271;0;60602;60092;71813;62012>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
604,12205,,1,<50792;50392;50301;50391;0;0>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
605,12205,,2,<52271;50602;52012;51813;53292;0>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
606,12205,,3,<60072;61421;60692;0;70131;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
607,12206,,1,<50052;50272;0;50051;51612;50263>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
608,12206,,2,<53542;50101;50052;50302;0;53021>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
609,12206,,3,<53541;60092;50331;60033;70393;60461>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
610,12207,,1,<50002;51421;51421;50191;0;50391>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
611,12207,,2,<50481;50092;50062;52682;50591;52482>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
612,12207,,3,<60452;0;61421;0;181392;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
613,12208,,1,<0;52232;51422;52242;50332;50091>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
614,12208,,2,<50471;51303;0;50803;0;50351>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
615,12208,,3,<61612;0;60071;62301;71394;62301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
616,12209,,1,<51421;53292;50132;51241;0;53291>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
617,12209,,2,<51421;53543;53301;50023;0;53561>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
618,12209,,3,<62482;61231;61612;0;180263;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
619,12210,,1,<50092;52872;0;50081;51171;50113>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
620,12210,,2,<50331;52822;53472;50351;0;50082>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
621,12210,,3,<51292;63341;50602;61812;180761;0>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
622,12301,,1,<53002;50552;53541;51291;52481;51311>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
623,12301,,2,<50542;53412;53282;53291;51352;51612>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
624,12301,,3,<60272;60263;60572;60792;70043;60002>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
625,12302,,1,<50303;52683;53541;50131;51292;50471>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
626,12302,,2,<50351;50303;50001;50072;50053;50691>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
627,12302,,3,<60303;62271;60043;60332;72473;61353>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
628,12303,,1,<50792;50272;52012;51612;51612;51612>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
629,12303,,2,<52073;50093;53291;53292;53292;50101>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
630,12303,,3,<61861;63021;60303;60262;70701;63282>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
631,12304,,1,<50303;50062;50392;50393;50303;50131>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
632,12304,,2,<50303;50102;50452;50022;50262;50131>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
633,12304,,3,<63472;63631;60272;60481;71314;61351>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
634,12305,,1,<50481;53432;51421;50012;53292;50391>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
635,12305,,2,<50803;51252;50092;50002;50601;53282>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
636,12305,,3,<63291;61393;61422;60092;72822;60052>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
637,12306,,1,<50803;51171;50592;52271;50262;50603>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
638,12306,,2,<53292;50132;50593;52012;50392;53292>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
639,12306,,3,<63561;60883;60591;60002;70611;60601>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
640,12307,,1,<52483;52891;53291;50092;53472;53542>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
641,12307,,2,<50491;50471;50002;51172;50391;53292>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
642,12307,,3,<61351;60123;61292;60012;183251;60471>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
643,12308,,1,<50121;51302;53291;50262;50012;53302>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
644,12308,,2,<52873;50471;50692;53281;50262;50601>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
645,12308,,3,<60571;62272;60332;60092;183161;63542>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
646,12309,,1,<53631;50012;50101;53301;51612;50551>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
647,12309,,2,<53432;50052;53542;50392;50301;50331>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
648,12309,,3,<61252;60463;62012;63472;184132;63302>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
649,12310,,1,<51393;50551;50332;50472;50082;50301>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
650,12310,,2,<51171;50131;50022;50392;50391;50022>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
651,12310,,3,<60132;60482;60601;60302;183221;62271>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
652,12401,,1,<50051;52722;52072;50792;50071;52963>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
653,12401,,2,<52481;50133;52681;50493;51353;50062>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
654,12401,,3,<63542;62961;60071;60133;71802;61221>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
655,12402,,1,<53351;50592;50232;52633;50592;50113>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
656,12402,,2,<50093;50002;50262;51862;50371;50592>,,,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
657,12402,,3,<60771;60033;60303;63002;73201;63543>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
658,12403,,1,<50051;51971;50043;50542;53541;52873>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
659,12403,,2,<52633;50632;50081;50272;50552;50001>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
660,12403,,3,<60883;61502;60053;60303;73191;60301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
661,12404,,1,<50021;54023;50072;50351;50592;50082>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
662,12404,,2,<52073;53011;51261;50023;50592;52073>,,,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
663,12404,,3,<62073;60051;60351;60792;70721;61221>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
664,12405,,1,<50091;50331;53251;52073;51502;52302>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
665,12405,,2,<51501;50192;50023;51861;53301;50131>,,,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
666,12405,,3,<60332;60092;62012;60591;73231;60482>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
667,12406,,1,<53291;50262;50022;50133;53562;50262>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
668,12406,,2,<50392;53292;53281;53472;53541;50133>,,,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
669,12406,,3,<62012;61612;60393;60891;70333;61252>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
670,12407,,1,<53301;52012;50012;50021;50242;50602>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
671,12407,,2,<52012;50571;50022;50593;50092;53542>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
672,12407,,3,<60022;60551;60471;60692;183353;60301>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
673,12408,,1,<50021;50021;50892;50132;50263;50002>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
674,12408,,2,<50471;50592;52012;50392;50691;53292>,,,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
675,12408,,3,<62012;60262;60601;60472;180163;60022>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
676,12409,,1,<52012;50391;53472;50002;50472;51172>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
677,12409,,2,<50271;51611;50602;50092;51292;52012>,,,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
678,12409,,3,<60792;60392;60301;60391;181396;60391>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
679,12410,,1,<52271;50602;52012;51813;53292;50052>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
680,12410,,2,<50072;51421;50692;52963;50302;53292>,,,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
681,12410,,3,<60052;60272;63542;60051;183241;60263>,<0;0;0;0;1;0>,TRUE,,,,0.75,0.5,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
682,12501,,1,<50052;50392;50551;51612;53542;50072>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
683,12501,,2,<50392;51422;50271;50002;50271;50022>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
684,12501,,3,<60021;60022;60013;60593;70611;60792>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
685,12502,,1,<53472;50052;50021;51393;50391;53471>,,,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
686,12502,,2,<50391;50271;52073;51392;51612;50391>,,,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
687,12502,,3,<60393;60001;60481;60552;70503;62012>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
688,12503,,1,<50603;50793;51422;50393;53302;53301>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
689,12503,,2,<51422;50452;50461;50271;52481;51612>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
690,12503,,3,<61292;60392;60601;61351;73161;61352>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
691,12504,,1,<50592;51303;52481;50691;50391;53542>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
692,12504,,2,<50471;50571;53341;51612;50391;53302>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
693,12504,,3,<62231;62351;62891;60603;70641;63471>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
694,12505,,1,<52231;53432;50273;50061;51351;50451>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
695,12505,,2,<50022;50391;50601;50093;50691;50022>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
696,12505,,3,<60092;62271;62271;60001;70701;62012>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
697,12506,,1,<50602;50792;50472;50793;50601;51353>,,,,,,0.8,0.55,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
698,12506,,2,<50551;50051;50392;50301;50572;50392>,,,,,,0.8,0.55,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
699,12506,,3,<60471;61303;63282;60071;70863;61303>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.night,,,,,,,,,,,,,,,,,,,,,
700,12507,,1,<53302;50471;50301;53302;50001;50001>,,,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
701,12507,,2,<50471;52681;53302;50023;50771;52271>,,,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
702,12507,,3,<63561;60262;63471;60331;180972;61292>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
703,12508,,1,<50092;51353;50552;53472;50471;50131>,,,,,,0.8,0.55,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
704,12508,,2,<53472;50452;50471;50272;50782;51811>,,,,,,0.8,0.55,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
705,12508,,3,<60471;60472;63301;60131;181772;60552>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.aml,,,,,,,,,,,,,,,,,,,,,
706,12509,,1,<50471;53301;53301;50601;50472;51903>,,,,,,0.8,0.55,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
707,12509,,2,<50272;53432;51172;50392;50092;50803>,,,,,,0.8,0.55,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
708,12509,,3,<60101;60391;61612;60393;182023;62012>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.grass,,,,,,,,,,,,,,,,,,,,,
709,12510,,1,<53471;50021;50101;51612;50001;51861>,,,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
710,12510,,2,<51421;50721;51903;53351;50093;50272>,,,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
711,12510,,3,<60472;60552;63472;63341;183601;60601>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.tower,,,,,,,,,,,,,,,,,,,,,
712,12601,,1,<51502;50062;53292;50002;51261;51292>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
713,12601,,2,<50123;53542;51813;50883;50001;50061>,,,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
714,12601,,3,<60803;60721;60102;60102;70382;60301>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
715,12602,,1,<53543;53542;50192;51351;53542;50371>,,,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
716,12602,,2,<50302;50002;50791;50393;50102;53542>,,,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
717,12602,,3,<62483;61813;61302;60043;73181;60552>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.shm,,,,,,,,,,,,,,,,,,,,,
718,12603,,1,<50481;50023;50043;50591;53541;50391>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
719,12603,,2,<53002;50082;50071;53291;52481;50542>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
720,12603,,3,<60012;60102;63472;61862;70883;62073>,<0;0;0;0;1;0>,TRUE,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
721,12604,,1,<52963;53301;53542;53561;53542;53412>,,,,,,0.8,0.55,,,,,csv.stage.city,,,,,,,,,,,,,,,,,,,,,
