变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
211313,,,,,damageAdd,,,2,1005,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211314,,,,,speed,,,2,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211315,,,,,damageDeepen,,,2,10025,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211411,,,,,,,,,,,,,,,1,1,,,,,koudai_miaomiao/hero_miaomiao.skel,<miao_loop>,,,,,{staticTurn=TRUE;x=0;y=0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{action={standby=win_right_loop};unitRes=<koudai_miaomiao/hero_miaomiao.skel>},,,,,,
211600,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,{action={win_loop=win_right_loop};unitRes=<koudai_miaomiao/hero_miaomiao.skel>},,,,,,
211611,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*((self:flagZ4() and 50 or 30)+skillLv(2116,2126) *0.1-0.1)*0.01;caster=2;holder=8;cfgId=211612;prob=target:curSkill():getDamageState('strike') and 1 or 0;lifeRound=2}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
211612,,,,,buffDamage,,,2,10141,,,,,,2,3,,,battle/buff_icon/logo_lx.png,,buff/liuxue/liuxue.skel,<liuxue_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_lx.png,,,<{processId=5;damageType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
211621,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|rowfront}>",,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=360;holder=1;caster=2;cfgId=211622;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
211622,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
211631,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={delSelfWhenTriggered=1;triggerPoint=7;effectFuncs=<castBuff>;onSkillType=1;funcArgs=<<{value=5000;caster=2;holder=1;cfgId=211632;prob=self:hasBuff(211211) and 1 or  0;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
211632,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
212211,,,,,stun,,,2,,,,,,,1,1,,,,,buff/shuimian/shuimian.skel,<shuimian_loop>,,,1,,{x=0;y=-300},,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=32;effectFuncs=<castBuff>;funcArgs=<<{value=self:hpMax()*0.1;caster=2;holder=2;cfgId=212212;prob=1;lifeRound=1}>>};2={triggerPoint=10;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=200;caster=2;holder=2;cfgId=212213;prob=self:flagZ2() and 1 or 0;lifeRound=1}>>}},,,0,,,,,,,,,,,,,<1;10>,,{action={standby=skill1_loop};unitRes=<koudai_maolaoda/hero_maolaoda.skel>},,,,,,
212212,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
212213,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
212311,,,,,damageDeepen,,,2,10025,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212312,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=3000;holder=2;caster=2;cfgId=212313;lifeRound=1}>;<{value=3000;caster=2;holder=2;cfgId=212314;prob=self:flagZ3() and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
212313,,,,,defenceIgnore,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wswf.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
212314,,,,,strike,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
212611,,,,,strike,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221221,,,,,addMp1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221222,,,,,damageRateAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221223,,,,,silence,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;1>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221224,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=10;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=221225;prob=1;lifeRound=99}>;<{value=0;caster=2;holder=1;cfgId=221229;prob=(moreEqualThan(self:getBuffOverlayCount(221225),(moreEqualThan(self:star(),8) and 4 or 5 )) and 1 or 0);lifeRound=2}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221225,,,,,buff1,,,,,,,,,,2,5,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221226,,,,,,,,2,103,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;cfgId=221227;caster=2;holder=1;bond=2;lifeRound=99}>;<{value=3000;cfgId=221228;caster=2;holder=1;bond=2;lifeRound=99}>>}},,,,,,,,,,,,,,,,,,,,,,,,
221227,,,,,stun,,,2,,,,,,,1,1,,,battle/buff_icon/logo_sh.png,,,,,,,,,,,,,,,,,,,{typ=pause},battle/txt/txt_sh.png,,,,,,,,,,,{4=<{3221=2.5}>},,,,,,,,,,,,<1;10>,,,,,,,,
221228,,,,,damageSub,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,{4=<{3221=2.5}>},,,,,,,,,,,,<1;10>,,,,,,,,
221229,,,,,,,,,,,,,<221225>,,,,,,battle/buff_icon/logo_sh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=600;caster=2;holder=1;cfgId=221221;prob=self:flagZ4() and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221230,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=10;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=221225;prob=1;lifeRound=99}>;<{value=0;caster=2;holder=1;cfgId=221231;prob=(moreEqualThan(self:getBuffOverlayCount(221225),(moreEqualThan(self:star(),8) and 4 or 5 )) and 1 or 0);lifeRound=2}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221231,,,,,,,,,,,,,<221225>,,,,,,battle/buff_icon/logo_sh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=600;caster=2;holder=1;cfgId=221221;prob=self:flagZ4() and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221232,,,,,specialDefenceIgnore,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
221233,,,,,specialDamage,,,,1002,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232221,,,,,defence,,,2,10021,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232222,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232223,,,,,speed,,,,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232224,,,,,confusion,,,2,108,,,,,,1,1,,,battle/buff_icon/logo_hl.png,,buff/hunluan/hunluan.skel,<hunluan_loop>,,,1,,{x=0;y=-280},,,,,,,,,,,,battle/txt/txt_hl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232225,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232226,,,,,damage,,,2,1001,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242111,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242112,,,,,buffDamage,,,,10101,,,,,,1,1,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=11;damageType=0;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
242121,,,,,buffDamage,,,,10101,,,,,,1,1,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=11;damageType=0;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
242122,,,,,speed,,,2,3081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
242123,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=242124;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
242124,,,,,atOnceBattleRound,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ewxd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242131,,,,,buffDamage,,,,10101,,,,,,1,1,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=11;damageType=0;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,
242132,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
242133,,,,,ultimateAdd,,,,1008,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242134,,,,,ultimateAdd,,,,1008,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242135,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,{0={triggerPoint=1};2={triggerPoint=8;onSomeFlag=<self:curSkill():getDamageState('strike')>;effectFuncs=<castBuff>;funcArgs=<<{value=(self:hpMax()-self:hp())*0.08;holder=8;caster=2;cfgId=242136;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
242136,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
242137,,,,,,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_cxzl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;triggerPoint=18;onSomeFlag=<lessThan(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff>;funcArgs=<<{value=300;holder=1;caster=2;cfgId=242138;lifeRound=1}>>};2={triggerPoint=34;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=242139;prob=moreE(self:mp1(),self:mp1Max()) and 1 or 0;lifeRound=1}>;<{lifeRound=1;value=<<0;0;0>;1;1>;holder=1;caster=2;prob=moreE(self:mp1(),self:mp1Max()) and 1 or 0;cfgId=242140}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
242138,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
242139,,,,,qusan1,,,,60005,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
242140,,,,,assistAttack,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_rdlj.png,,,,"<{input=selfForce|nodead;process=buffDiffer('id',{3841613})}>",,,,,,,,,,<{type=1;limit=1}>,,,,,,,,,,,,,,,,,
242161,,,,,,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_cxzl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.zhuoshao_oc()))>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1000;caster=2;holder=1;cfgId=242162;prob=1;lifeRound=1}>;<{value=0;caster=2;holder=1;cfgId=242163;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
242162,,,,,ultimateAdd,,,2,1008,,,,,,2,4,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
242163,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=242166;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
242164,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_cxzl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={extraAttackTrigger=1;triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=(self:hpMax()-self:hp())*(0.03+0.0005*skillLevel-0.0005);caster=2;holder=8;cfgId=242165;prob=moreE(self:getBuffOverlayCount(242162),4) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
242165,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
242166,,,,,,,,2,60013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242171,,,,,,,,,,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=32;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=min((1-target:hp()/target:hpMax())*30,3000);holder=1;caster=2;cfgId=242172;lifeRound=999}>;<{value=self:Bdamage()*min((1-target:hp()/target:hpMax())*0.015,1.5);holder=1;caster=2;cfgId=242173;lifeRound=999}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
242172,,,,,strike,,,,1006,,,,,,1,1,,FALSE,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242173,,,,,damage,,,,1001,,,,,,1,1,,FALSE,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242181,,,,,,,,,,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.zhuoshao_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=1000;caster=2;holder=2;cfgId=242162;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
242191,,,,,,,,,,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder={input=selfForce|nodead;process=attrDiffer(""natureType"", {2})};cfgId=242192;prob=1;lifeRound=999}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
242192,,,,,,,,,,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=15;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<<0;0;1>;1;1>;holder=2;caster=2;prob=1;cfgId=242193}>>}},,,,,,,,,,,,,,,,,,,,,,,,
242193,,,,,assistAttack,,,,,,,,<4191351>,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_yinshenplus_oc()})|random(1)}>",,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,,,,,,,,,
248121,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248131,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248161,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
248221,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248231,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248261,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
248321,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248331,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,,<4021>,<1;10>,,,,,,,,
248361,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
251111,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=251112;lifeRound=999}>;<{value=0;caster=2;holder=2;cfgId=251114;prob=moreE(self:getBuffOverlayCount(251112),3) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
251112,,,,,,,,2,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251113,,,,,damageAdd,,,,1005,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
251114,,,,,,,,2,,,,,<251112>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={extraAttackTrigger=2;delSelfWhenTriggered=1;triggerPoint=8;effectFuncs=<castBuff>;onSkillType=3;funcArgs=<<{value=3500;caster=2;holder=2;cfgId=251113;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
251115,,,,,sleepy,,,2,105,,,,,,1,1,,,battle/buff_icon/logo_sm.png,,buff/shuimian/shuimian.skel,<shuimian_loop>,,,1,,{x=0;y=-330},,,,,,,,,,,,battle/txt/txt_sm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251211,,,,,qusan,,,2,60027,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=1241000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
251212,,,,,block,,,2,,,,,,,1,1,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
251213,,,,,immuneControlVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fmdkltg.png,,,<70024>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251311,,,,,strikeResistance,,,,1026,,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;onSomeFlag=<not self:hasBuff(251634)>}},,,,,,,,,,,,,,,,,,,,,,,,
251312,,,,,block,,,,,,,,,,1,1,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;onSomeFlag=<not self:hasBuff(251634)>}},,,,,,,,1,,,,,,,,,,,,,,,,
251321,,,,,,,,2,1318,,,,,,1,1,,FALSE,battle/buff_icon/logo_rh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251331,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=24;damageType=2;natureType=3}>,,,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
251341,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
251342,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=24;damageType=2;natureType=3}>,,,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
251611,,,,,addHpMax,,,,1082,,,,,,,1,,,battle/buff_icon/logo_smsx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,<{effectHp=TRUE}>,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
