变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
10051,,,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,干得漂亮，洛托！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052,,2000,2000,,TRUE,,,,,,,,,<0>,,,,那是当然，我可是要成为大师级训练家的人,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,,4000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,诶，什么情况,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054,,6000,2000,,TRUE,,,,,,,,,<0>,,,,咋了？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,,8000,2000,,TRUE,,,,,,,,2,,1271,,,…………,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,,10000,2000,,TRUE,,,,,,,,,<101>,,{y=600;x=-30},,你运气真好啊，出门就能看到凤王，据说看到凤王会得到祝福，走好运哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057,,12000,2000,,TRUE,,,,,,,,,<0>,,,,洛托姆，快拍照啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058,,14000,2000,,TRUE,,,,,,,,2,,1271,,,…………,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059,,16000,2000,,TRUE,,,,,,,,,<101>,,{y=600;x=-30},,放心吧，已经拍下来了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10061,,,2000,,TRUE,,,,,,,,2,<15>,,,,你好啊，你也是训练家？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10062,,2000,2000,,TRUE,,,,,,,,,<0>,,,,是啊，有什么事么？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063,,4000,2000,,TRUE,,,,,,,,2,<15>,,,,既然是训练家，对上眼神就要开始对战，这才是基本礼仪吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064,,6000,2000,,TRUE,,,,,,,,,<0>,,,,也对，来对战吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065,,8000,2000,,TRUE,,,,,,,,2,<15>,,,,先说好，输了可是要和我约会的哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066,,10000,2000,,TRUE,,,,,,,,,<0>,,,,放心吧，我不会输的！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071,,,2000,,TRUE,,,,,,,,2,<15>,,,,切，不解风情的人，哎呀，好气啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072,,2000,2000,,TRUE,,,,,,,,,<0>,,,,精灵对战我可不会输！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073,,4000,2000,,TRUE,,,,,,,,2,<15>,,,,行吧，呆头，我叫白露，有缘再见咯,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,,,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,前方高能反应！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082,,2000,2000,,TRUE,,,,,,,,,<0>,,,,什么情况？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083,,4000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,好像是野生的领主精灵的样子洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084,,6000,2000,,TRUE,,,,,,,,,<0>,,,,嚯，就让我来会会这个传说中的领主精灵吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,,,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,似乎是来到了一个地图上没有的神秘部落了，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,,2000,2000,,TRUE,,,,,,,,,<0>,,,,喂，你靠不靠谱啊，带路能还能把我带迷路,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,,4000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,反正你也是要到处去冒险挑战不是吗，这里看起来也挺有趣的，先到处走走看吧，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,小心，前方野生的精灵看起来很生气的样子，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,,8000,2000,,TRUE,,,,,,,,,<0>,,,,小菜一碟啦，看我来收拾他们,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,,,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,刚才好险啊，没想到还有那么脾气暴躁的精灵,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111,,2000,2000,,TRUE,,,,,,,,,<0>,,,,还好我实力强,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,,4000,2000,,TRUE,,,,,,,,,,70803,,,嗷呜,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,,6000,2000,,TRUE,,,,,,,,,<101>,,{y=600;x=-30},,哇，吓我一跳,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,,8000,2000,,TRUE,,,,,,,,,<0>,,,,你不要总那么一惊一乍的，搞得我都被吓到了，让我来安排一下他吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,,2000,2000,,TRUE,,,,,,,,2,<7>,,,,呀嚯，你也是来参加对战祭典的嘛？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,,4000,2000,,TRUE,,,,,,,,,<0>,,,,那是啥？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,,6000,2000,,TRUE,,,,,,,,2,<7>,,,,啥！你居然不知道就来了嘛,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,,8000,2000,,TRUE,,,,,,,,2,<7>,,,,那是这个部落的传统活动，正好这时候要开始了，我是来参加和取材的，不介意陪我对战吧？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124,,10000,2000,,TRUE,,,,,,,,,<0>,,,,只要是对战，来者不拒！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130,,2000,2000,,TRUE,,,,,,,,2,<7>,,,,想不到你年纪轻轻，对战却很有一套啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,,4000,2000,,TRUE,,,,,,,,,<0>,,,,那还用说,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,,6000,2000,,TRUE,,,,,,,,2,<7>,,,,看来你将来前途无量啊，我能先要个签名么,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133,,8000,2000,,TRUE,,,,,,,,,<0>,,,,（接过纸笔）诺，拿好了，将来在我赢了冠军大赛后来采访我吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,,10000,2000,,TRUE,,,,,,,,2,<7>,,,,嚯，志向高远啊，那就一言为定咯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,,2000,2000,,TRUE,,,,,,,,2,<23>,,,,你好啊，新来的训练家，要想参加祭典你得先打败我哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141,,4000,2000,,TRUE,,,,,,,,,<0>,,,,只要是对战，来者不拒！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,,6000,2000,,TRUE,,,,,,,,2,<23;resAct>,,,,现在的年轻人口气真大，来吧，让我见识一下你的实力,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,让我看看我最后要对战的人是谁吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,,4000,2000,,TRUE,,,,,,,,,<0>,,,,诶！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,诶！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,,8000,2000,,TRUE,,,,,,,,,<0>,,,,没想到会和你在这里对战啊，有段时间不见了吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,,10000,2000,,TRUE,,,,,,,,2,<21>,,,,我也变强了哦，来试试身手吧，你可得用尽全力哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,,12000,2000,,TRUE,,,,,,,,,<0;resAct>,,,,那是当然！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,"哎呀呀，失手了呢,你变强了很多嘛",,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,,4000,2000,,TRUE,,,,,,,,,<0>,,,,你也是啊，这次对战让我受益良多呢。,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,你也别客气了，既然你赢了，那就开心点，将来再来对战吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,,8000,2000,,TRUE,,,,,,,,,<0>,,,,再来对战吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,这阴森森的感觉，不会有幽灵吧，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,,4000,2000,,TRUE,,,,,,,,,<0>,,,,你别自己吓自己了，肯定又是野生的精灵吧，看我的,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,诶，这个声音，不敢相信，居然是梦幻诶,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,,4000,2000,,TRUE,,,,,,,,,<0>,,,,梦幻？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,你连这个都不知道嘛！那可是传说中的精灵啊，多少人一辈子都见不到一次啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,,8000,2000,,TRUE,,,,,,,,2,,771,,,咪呦~,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,,10000,2000,,TRUE,,,,,,,,,<0>,,,,好萌的样子,,,,,,,,,,,,,,,,,,,,,,,,,,,
10215,,12000,2000,,TRUE,,,,,,,,2,,771,,,咪呦~,,,,,,,,,,,,,,,,,,,,,,,,,,,
10216,,14000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,似乎是想和你对战看看的样子，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10217,,16000,2000,,TRUE,,,,,,,,,<0>,,,,来吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,,2000,2000,,TRUE,,,,,,,,2,,761,,,啊！啊！啊！！！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,,4000,2000,,TRUE,,,,,,,,,<0>,,,,什么情况，吓我一跳,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,哇，居然是超梦诶！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,,8000,2000,,TRUE,,,,,,,,2,,761,,,啊！啊！我是谁！这里是哪里！！！你又是谁？？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,
10224,,10000,2000,,TRUE,,,,,,,,,<0>,,,,诶，这只精灵居然会讲人话诶,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,,12000,2000,,TRUE,,,,,,,,,<101>,,{y=600;x=-30},,非常稀有的精灵呢，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,,14000,2000,,TRUE,,,,,,,,2,,761,,,人类！人类！！！所有的人类都应该毁灭！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10227,,16000,2000,,TRUE,,,,,,,,,<0>,,,,为什么会这样？！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10228,,18000,2000,,TRUE,,,,,,,,,,,,,接受毁灭吧，人类！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,,2000,2000,,TRUE,,,,,,,,2,,761,,,看来我的能力还没恢复，人类，后会有期了，下次见面不会放过你的！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10231,,4000,2000,,TRUE,,,,,,,,,<0>,,,,诶，不是，你等一下，怎么回事啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
10232,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,飞走了呢，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10233,,8000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,他好像经历了什么不好的事情呢,,,,,,,,,,,,,,,,,,,,,,,,,,,
10234,,10000,2000,,TRUE,,,,,,,,,<0>,,,,希望不要出什么事才好,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,没想到我们有机会来到这种度假圣地啊！洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,,4000,2000,,TRUE,,,,,,,,,<0>,,,,我果然还是有点在意超梦的事,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,别想那么多了，船到桥头自然直嘛,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,,8000,2000,,TRUE,,,,,,,,,<0>,,,,也对，我先安排了这些杂鱼吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,,2000,2000,,TRUE,,,,,,,,2,<13>,,,,哟，慢吞吞的家伙，居然能在这里遇到你啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
10311,,4000,2000,,TRUE,,,,,,,,,<0>,,,,我也没想到居然在这儿看到你，看起来你变强了啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312,,6000,2000,,TRUE,,,,,,,,2,<13>,,,,那是当然了，让你来见识一下我新获得的力量吧！出来吧，火焰鸟！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313,,8000,2000,,TRUE,,,,,,,,,<0>,,,,火焰鸟？你收服那么强悍的精灵了嘛！不过我也不会输的，来吧，我的精灵！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,快看，快看，是凤王啊，洛托,,,,,,,,,,,,,,,,,,,,,,,,,,,
10321,,4000,2000,,TRUE,,,,,,,,,<0>,,,,看来我会走好运呢！,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,,6000,2000,,TRUE,,,,,,,,2,,1271,,,（似乎想要对战的样子）,,,,,,,,,,,,,,,,,,,,,,,,,,,
10323,,8000,2000,,TRUE,,,,,,,,,<0>,,,,那我就来挑战一下试试吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001,,,9000,1,,,,,,3,,,,,,,,,,,,,我会飞，你会么？,,,,,10,,,,,,,,,,,,,,,,,
20002,,,9000,1,,,,,,3,,,,,,,,,,,,,我家住在海边沙滩上,,,,,11,,,,,,,,,,,,,,,,,
20003,,,9000,1,,,,,,3,,,,,,,,,,,,,我是物攻型精灵,,,,,12,,,,,,,,,,,,,,,,,
20011,,,9000,1,,,,,,3,,,,,,,,,,,,,我家住在海边沙滩上,,,,,10,,,,,,,,,,,,,,,,,
20012,,,9000,1,,,,,,3,,,,,,,,,,,,,我可以躲在你的影子里,,,,,11,,,,,,,,,,,,,,,,,
20013,,,9000,1,,,,,,3,,,,,,,,,,,,,我是强大的恶系精灵！,,,,,12,,,,,,,,,,,,,,,,,
20021,,,9000,1,,,,,,3,,,,,,,,,,,,,我是强大的恶系精灵！,,,,,10,,,,,,,,,,,,,,,,,
20022,,,9000,1,,,,,,3,,,,,,,,,,,,,我是物攻型精灵,,,,,11,,,,,,,,,,,,,,,,,
20023,,,9000,1,,,,,,3,,,,,,,,,,,,,我会飞，你会么？,,,,,12,,,,,,,,,,,,,,,,,
30011,,,6000,1,,,,,,3,,,,,,,,,,,,,谁是这丛林间最敏捷的神奇宝贝？,,,,,11,,,,,,,,,,,,,,,,,
30012,,6000,6000,1,,,,,,3,,,,,,,,,,,,,是那穿梭于丛林的巨钳螳螂,,,,,8,,,,,,,,,,,,,,,,,
30021,,,6000,1,,,,,,3,,,,,,,,,,,,,不会飞的，不值得与我们为伍！~,,,,,8,,,,,,,,,,,,,,,,,
30022,,,6000,1,,,,,,3,,,,,,,,,,,,,不会飞的，不值得与我们为伍！~,,,,,9,,,,,,,,,,,,,,,,,
30023,,,6000,1,,,,,,3,,,,,,,,,,,,,不会飞的，不值得与我们为伍！~,,,,,10,,,,,,,,,,,,,,,,,
30024,,,6000,1,,,,,,3,,,,,,,,,,,,,不会飞的，不值得与我们为伍！~,,,,,11,,,,,,,,,,,,,,,,,
30025,,,6000,1,,,,,,3,,,,,,,,,,,,,不会飞的，不值得与我们为伍！~,,,,,12,,,,,,,,,,,,,,,,,
30031,,,6000,1,,,,,,3,,,,,,,,,,,,,有我再此，休想伤害首领！~,,,,,7,,,,,,,,,,,,,,,,,
30041,,,6000,1,,,,,,3,,,,,,,,,,,,,水跃鱼越弱，我就越强！,,,,,11,,,,,,,,,,,,,,,,,
30051,,,6000,1,,,,,,3,,,,,,,,,,,,,只要兄弟们还在，我是不会死的！,,,,,11,,,,,,,,,,,,,,,,,
30061,,,6000,1,,,,,,3,,,,,,,,,,,,,我有100种烤熟你们的办法，不如趁早束手就擒！,,,,,11,,,,,,,,,,,,,,,,,
30071,,,6000,1,,,,,,3,,,,,,,,,,,,,不要打扰大王休息！,,,,,7,,,,,,,,,,,,,,,,,
30081,,,6000,1,,,,,,3,,,,,,,,,,,,,特攻伤害让我异常兴奋！,,,,,11,,,,,,,,,,,,,,,,,
30091,,,6000,1,,,,,,3,,,,,,,,,,,,,我专攻物防，无惧物攻！,,,,,11,,,,,,,,,,,,,,,,,
30092,,,6000,1,,,,,,3,,,,,,,,,,,,,我专攻特防，无惧特攻！,,,,,11,,,,,,,,,,,,,,,,,
30101,,,6000,1,,,,,,3,,,,,,,,,,,,,封印与光环同在共存！,,,,,11,,,,,,,,,,,,,,,,,
30111,,,6000,1,,,,,,3,,,,,,,,,,,,,我的怒气是无穷无尽的，攻击极富杀伤力~,,,,,11,,,,,,,,,,,,,,,,,
30121,,,6000,1,,,,,,3,,,,,,,,,,,,,进化顺序正确方可取得胜利！,,,,,11,,,,,,,,,,,,,,,,,
30131,,,6000,1,,,,,,3,,,,,,,,,,,,,追随者，让他们尝尝不死之力！,,,,,11,,,,,,,,,,,,,,,,,
30141,,,6000,1,,,,,,3,,,,,,,,,,,,,唯有禁疗才能克制我们！,,,,,11,,,,,,,,,,,,,,,,,
30151,,,6000,1,,,,,,3,,,,,,,,,,,,,我们血量越低攻击越高！,,,,,11,,,,,,,,,,,,,,,,,
30161,,,6000,1,,,,,,3,,,,,,,,,,,,,把你的魂魄禁锢起来！,,,,,10,,,,,,,,,,,,,,,,,
30162,,6000,6000,1,,,,,,3,,,,,,,,,,,,,只要有我在，黑夜魔灵就不会死！,,,,,12,,,,,,,,,,,,,,,,,
30171,,,6000,1,,,,,,3,,,,,,,,,,,,,只要我在，龙族就不会灭亡！,,,,,11,,,,,,,,,,,,,,,,,
30181,,,6000,1,,,,,,3,,,,,,,,,,,,,崩裂吧！现实，崩裂吧！精神,,,,,11,,,,,,,,,,,,,,,,,
30191,,,6000,1,,,,,,3,,,,,,,,,,,,,全军出击！,,,,,10,,,,,,,,,,,,,,,,,
30192,,,6000,1,,,,,,3,,,,,,,,,,,,,全军出击！,,,,,12,,,,,,,,,,,,,,,,,
30201,,,6000,1,,,,,,3,,,,,,,,,,,,,开始勾心斗角吧！,,,,,10,,,,,,,,,,,,,,,,,
30211,,,6000,1,,,,,,3,,,,,,,,,,,,,当我的子嗣在的时候，没有人可以阻挡我！,,,,,11,,,,,,,,,,,,,,,,,
30213,,,6000,1,,,,,,3,,,,,,,,,,,,,只要我在，我的长辈就一直这么强！,,,,,8,,,,,,,,,,,,,,,,,
30221,,,6000,1,,,,,,3,,,,,,,,,,,,,欺负弱小者，将承受我的怒火！,,,,,11,,,,,,,,,,,,,,,,,
30222,,,6000,1,,,,,,3,,,,,,,,,,,,,要想打我们老大，必须先打败我们！,,,,,8,,,,,,,,,,,,,,,,,
30231,,,6000,1,,,,,,3,,,,,,,,,,,,,我能让大家免受禁锢,,,,,7,,,,,,,,,,,,,,,,,
30232,,,6000,1,,,,,,3,,,,,,,,,,,,,我能让大家士气高涨,,,,,9,,,,,,,,,,,,,,,,,
30241,,,6000,1,,,,,,3,,,,,,,,,,,,,只要有我在，大家的闪避会提升,,,,,10,,,,,,,,,,,,,,,,,
30242,,,6000,1,,,,,,3,,,,,,,,,,,,,只要有我在，大家的回怒速度会提升,,,,,11,,,,,,,,,,,,,,,,,
30243,,,6000,1,,,,,,3,,,,,,,,,,,,,只要有我在，大家的伤害会提升,,,,,12,,,,,,,,,,,,,,,,,
30254,,,6000,1,,,,,,3,,,,,,,,,,,,,吾所在之地，皆为死亡领域,,,,,8,,,,,,,,,,,,,,,,,
30255,,,6000,1,,,,,,3,,,,,,,,,,,,,如果我没保护好伙伴，那我就要努力变得更强大,,,,,11,,,,,,,,,,,,,,,,,
30256,,,6000,1,,,,,,3,,,,,,,,,,,,,吾将赋予伙伴生之希望,,,,,12,,,,,,,,,,,,,,,,,
30261,,,6000,1,,,,,,3,,,,,,,,,,,,,谁攻击我，我就诅咒谁！,,,,,8,-60,10,,,,,,,,,,,,,,,
30271,,,6000,1,,,,,,3,,,,,,,,,,,,,冰寒常伴吾身，吾之所在，滴水成冰,,,,,8,,,,,,,,,,,,,,,,,
30281,,,6000,1,,,,,,3,,,,,,,,,,,,,鹿魂与吾同在,,,,,11,,,,,,,,,,,,,,,,,
30291,,,6000,1,,,,,,3,,,,,,,,,,,,,我偷取了你的力量,,,,,11,,,,,,,,,,,,,,,,,
30301,,,6000,1,,,,,,3,,,,,,,,,,,,,我跟随大家行动！,,,,,11,,,,,,,,,,,,,,,,,
30311,,,6000,1,,,,,,3,,,,,,,,,,,,,同伴的牺牲会成为我力量的一部分,,,,,11,,,,,,,,,,,,,,,,,
80001,,,9000,1,,,,,,3,,,,,,,,,,,,,谁敢说我不会飞,,,,,11,,,,,,,,,,,,,,,,,
100001,,,2000,,,,,,,,,,,,,,,植物园中遍布着奇异的植物，茂盛的枝叶遮蔽了阳光，沿着植物园的小路你们来到了一片空地，小路在此一分为二，延伸入密林中……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,,,2000,,,,,,,,,,,<2>,,,,这边有两条路，我们该往哪走呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,,,2000,,,,,,,,,,2,<27>,,,,探险手册上显示线索应该在南边……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004,,,2000,,,,,,,,,,,<2>,,,,这边有个树桩，我们也许可以通过年轮判断方向，你们快来看！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,,,2000,,,,,,,,<100001;100002>,,2,<0>,,{y=0;x=-100},,树桩的年轮是左边密右边疏，所以我们应该……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100007,,,2000,,,,,,,,,,,,,,,沿着左边的小路，你们踩到了宝可梦们设下的陷阱，你们的脚被藤蔓缠住了！（下一次战斗将被缠绕一回合）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100009,,,2000,,,,,,,,,,,,,,,沿着右边的小路，你们顺利地来到了第一轮挑战的地点。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,,,2000,,,,,,,,,,,,,,,成功击败谢米后，谢米给你们送上了一块画有毽子棉图案的绿色石板，并告诉你们这就是通往最终宝藏的线索。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100101,,,2000,,,,,,,,,,,,,,,你们来到第二座岛屿，根据探险手册，另一条线索就在冰雪岛中央的冰雪屋中，四周都是白茫茫的一片，厚厚的冰雪阻碍了你们的视线，小霞不小心踩到了玛狃拉设下的寒冰陷阱……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100102,,,2000,,,,,,,,,,,<2>,,,,啊！救命，我的脚被冻住了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100103,,,2000,,,,,,,,<100101;100102>,,2,<0>,,{y=0;x=-100},,别怕，我来帮你解冻。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100105,,,2000,,,,,,,,,,,,,,,快速流动的水很快将冰冻解除了。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100107,,,2000,,,,,,,,,,,,,,,小火龙的火苗虽然解除了冰冻，但是也将小霞的脚烫伤了。（下一次战斗所有精灵损失20%生命值）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100109,,,2000,,,,,,,,,,,,,,,通过考验后，你们得到了一块画着海星星图案的蓝色石板。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100201,,,2000,,,,,,,,,,,,,,,第三座岛屿充满了科技感，到处都是新奇的建筑和设备，其中有一面镜墙吸引了你们的注意，镜子倒映出你们的样貌却做着跟你们不同的动作……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100202,,,2000,,,,,,,,,,,<2>,,,,（害怕地抓着你的衣服）啊！你们看，镜子里的人好像在动！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100203,,,2000,,,,,,,,,,2,<27>,,,,也许这并不是镜子，而是透明的玻璃墙，墙的另一边应该是百变怪变的。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100204,,,2000,,,,,,,,,,,,,,,被识破的百变怪变回了原样，你们此时才发现你们已经被变成各种精灵模样的百变怪包围了，哪个才是你们的精灵呢……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100206,,,2000,,,,,,,,,,,,,,,通过百变怪的考验后，你们得到了一块画着绿毛虫图案的白色石板。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100301,,,2000,,,,,,,,,,,,,,,经过一番波折，你们前往第四座岛屿，接近岛的周围，就已经感受到了炽热的空气，远远望去，岛中央的火山流淌着暗红色的岩浆，裹挟着滚滚黑烟，喷火龙盘旋在高空，似乎在迎接你们的到来……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100303,,,2000,,,,,,,,,,,,,,,通过喷火龙的考验后，你们得到了一块画着走路草图案的红色石板。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,,,2000,,,,,,,,,,,,,,,离开炎热的火炎岛，你们来到了下一处线索所在地，根据探险手册的描述，这个幻境岛实际是胡地创造的精神幻象，岛上实际只有一个是真正的守护者，其余皆是胡地的幻象分身，要想通过考验，必须尽快找出其真身才行……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100403,,,2000,,,,,,,,,,,,,,,通过胡地的考验后，你们得到了一块画着怪力图案的紫色石板。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,,,2000,,,,,,,,,,,,,,,终于破解了胡地的分身谜题，眼看探险时间已经过半，你们加快了脚步。在你们眼前的是一个巨大的摩天轮，探险手册告诉你们线索就藏在摩天轮的其中一个座舱中，但是唯一知道线索具体位置的却是爱说谎戏弄人的小胡帕，要仔细分辨他说的话，可别被他骗了……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100503,,,2000,,,,,,,,,,,,,,,通过考验，你们获得了一块画着角金鱼图案的黄色石板。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100511,,,90000,1,,,,,,3,,,,,,,,,,,,,我相邻的有人没说谎,,,,,7,,,,,,,,,,,,,,,,,
100512,,,90000,1,,,,,,3,,,,,,,,,,,,,我们当中有两个人不说谎,,,,,8,,,,,,,,,,,,,,,,,
100513,,,90000,1,,,,,,3,,,,,,,,,,,,,我这列所有人都在说谎,,,,,9,,,,,,,,,,,,,,,,,
100514,,,90000,1,,,,,,3,,,,,,,,,,,,,我这排所有人都在说谎,,,,,10,,,,,,,,,,,,,,,,,
