变量名,gateID,_beizhu,itemMap,count,probability,itemCount
2122,20501,(手游普通关卡绿色携带道具掉落)(普通18-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2123,20502,(手游普通关卡绿色携带道具掉落)(普通18-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2124,20503,(手游普通关卡绿色携带道具掉落)(普通18-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2125,20504,(手游普通关卡绿色携带道具掉落)(普通18-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2126,20505,(手游普通关卡绿色携带道具掉落)(普通18-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2127,20601,(手游普通关卡绿色携带道具掉落)(普通18-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2128,20602,(手游普通关卡绿色携带道具掉落)(普通18-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2129,20603,(手游普通关卡绿色携带道具掉落)(普通18-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2130,20604,(手游普通关卡绿色携带道具掉落)(普通19-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2131,20605,(手游普通关卡绿色携带道具掉落)(普通19-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2132,20701,(手游普通关卡绿色携带道具掉落)(普通19-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2133,20702,(手游普通关卡绿色携带道具掉落)(普通19-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2134,20703,(手游普通关卡绿色携带道具掉落)(普通19-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2135,20704,(手游普通关卡绿色携带道具掉落)(普通19-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2136,20705,(手游普通关卡绿色携带道具掉落)(普通19-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2137,20801,(手游普通关卡绿色携带道具掉落)(普通19-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2138,20802,(手游普通关卡绿色携带道具掉落)(普通19-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2139,20803,(手游普通关卡绿色携带道具掉落)(普通19-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2140,20804,(手游普通关卡绿色携带道具掉落)(普通20-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2141,20805,(手游普通关卡绿色携带道具掉落)(普通20-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2142,20901,(手游普通关卡绿色携带道具掉落)(普通20-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2143,20902,(手游普通关卡绿色携带道具掉落)(普通20-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2144,20903,(手游普通关卡绿色携带道具掉落)(普通20-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2145,20904,(手游普通关卡绿色携带道具掉落)(普通20-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2146,20905,(手游普通关卡绿色携带道具掉落)(普通20-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2147,21001,(手游普通关卡绿色携带道具掉落)(普通20-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2148,21002,(手游普通关卡绿色携带道具掉落)(普通20-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2149,21003,(手游普通关卡绿色携带道具掉落)(普通20-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2150,21004,(手游普通关卡绿色携带道具掉落)(普通21-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2151,21005,(手游普通关卡绿色携带道具掉落)(普通21-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2152,21101,(手游普通关卡绿色携带道具掉落)(普通21-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2153,21102,(手游普通关卡绿色携带道具掉落)(普通21-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2154,21103,(手游普通关卡绿色携带道具掉落)(普通21-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2155,21104,(手游普通关卡绿色携带道具掉落)(普通21-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2156,21105,(手游普通关卡绿色携带道具掉落)(普通21-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2157,21201,(手游普通关卡绿色携带道具掉落)(普通21-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2158,21202,(手游普通关卡绿色携带道具掉落)(普通21-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2159,21203,(手游普通关卡绿色携带道具掉落)(普通21-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2160,21204,(手游普通关卡绿色携带道具掉落)(普通22-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2161,21205,(手游普通关卡绿色携带道具掉落)(普通22-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2162,11301,(手游普通关卡绿色携带道具掉落)(普通22-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2163,11302,(手游普通关卡绿色携带道具掉落)(普通22-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2164,11303,(手游普通关卡绿色携带道具掉落)(普通22-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2165,11304,(手游普通关卡绿色携带道具掉落)(普通22-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2166,11305,(手游普通关卡绿色携带道具掉落)(普通22-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2167,11306,(手游普通关卡绿色携带道具掉落)(普通22-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2168,11307,(手游普通关卡绿色携带道具掉落)(普通22-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2169,11308,(手游普通关卡绿色携带道具掉落)(普通22-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2170,11309,(手游普通关卡绿色携带道具掉落)(普通23-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2171,11310,(手游普通关卡绿色携带道具掉落)(普通23-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2172,11401,(手游普通关卡绿色携带道具掉落)(普通23-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2173,11402,(手游普通关卡绿色携带道具掉落)(普通23-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2174,11403,(手游普通关卡绿色携带道具掉落)(普通23-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2175,11404,(手游普通关卡绿色携带道具掉落)(普通23-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2176,11405,(手游普通关卡绿色携带道具掉落)(普通23-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2177,11406,(手游普通关卡绿色携带道具掉落)(普通23-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2178,11407,(手游普通关卡绿色携带道具掉落)(普通23-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2179,11408,(手游普通关卡绿色携带道具掉落)(普通23-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2180,11409,(手游普通关卡绿色携带道具掉落)(普通24-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2181,11410,(手游普通关卡绿色携带道具掉落)(普通24-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2182,11501,(手游普通关卡绿色携带道具掉落)(普通24-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2183,11502,(手游普通关卡绿色携带道具掉落)(普通24-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2184,11503,(手游普通关卡绿色携带道具掉落)(普通24-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2185,11504,(手游普通关卡绿色携带道具掉落)(普通24-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2186,11505,(手游普通关卡绿色携带道具掉落)(普通24-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2187,11506,(手游普通关卡绿色携带道具掉落)(普通24-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2188,11507,(手游普通关卡绿色携带道具掉落)(普通24-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2189,11508,(手游普通关卡绿色携带道具掉落)(普通24-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2190,11509,(手游普通关卡绿色携带道具掉落)(普通25-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2191,11510,(手游普通关卡绿色携带道具掉落)(普通25-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2192,11601,(手游普通关卡绿色携带道具掉落)(普通25-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2193,11602,(手游普通关卡绿色携带道具掉落)(普通25-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2194,11603,(手游普通关卡绿色携带道具掉落)(普通25-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2195,11604,(手游普通关卡绿色携带道具掉落)(普通25-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2196,11605,(手游普通关卡绿色携带道具掉落)(普通25-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2197,11606,(手游普通关卡绿色携带道具掉落)(普通25-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2198,11607,(手游普通关卡绿色携带道具掉落)(普通25-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2199,11608,(手游普通关卡绿色携带道具掉落)(普通25-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2200,11609,(手游精英关卡绿色携带道具掉落)(精英13-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2201,11610,(手游精英关卡绿色携带道具掉落)(精英13-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2202,11701,(手游精英关卡绿色携带道具掉落)(精英13-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2203,11702,(手游精英关卡绿色携带道具掉落)(精英13-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2204,11703,(手游精英关卡绿色携带道具掉落)(精英13-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2205,11704,(手游精英关卡绿色携带道具掉落)(精英14-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2206,11705,(手游精英关卡绿色携带道具掉落)(精英14-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2207,11706,(手游精英关卡绿色携带道具掉落)(精英14-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2208,11707,(手游精英关卡绿色携带道具掉落)(精英14-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2209,11708,(手游精英关卡绿色携带道具掉落)(精英14-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2210,11709,(手游精英关卡绿色携带道具掉落)(精英15-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2211,11710,(手游精英关卡绿色携带道具掉落)(精英15-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2212,11801,(手游精英关卡绿色携带道具掉落)(精英15-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2213,11802,(手游精英关卡绿色携带道具掉落)(精英15-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2214,11803,(手游精英关卡绿色携带道具掉落)(精英15-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2215,11804,(手游精英关卡绿色携带道具掉落)(精英16-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2216,11805,(手游精英关卡绿色携带道具掉落)(精英16-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2217,11806,(手游精英关卡绿色携带道具掉落)(精英16-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2218,11807,(手游精英关卡绿色携带道具掉落)(精英16-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2219,11808,(手游精英关卡绿色携带道具掉落)(精英16-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2220,11809,(手游精英关卡绿色携带道具掉落)(精英17-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2221,11810,(手游精英关卡绿色携带道具掉落)(精英17-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2222,11901,(手游精英关卡绿色携带道具掉落)(精英17-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2223,11902,(手游精英关卡绿色携带道具掉落)(精英17-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2224,11903,(手游精英关卡绿色携带道具掉落)(精英17-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2225,11904,(手游精英关卡绿色携带道具掉落)(精英18-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2226,11905,(手游精英关卡绿色携带道具掉落)(精英18-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2227,11906,(手游精英关卡绿色携带道具掉落)(精英18-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2228,11907,(手游精英关卡绿色携带道具掉落)(精英18-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2229,11908,(手游精英关卡绿色携带道具掉落)(精英18-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2230,11909,(手游精英关卡绿色携带道具掉落)(精英19-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2231,11910,(手游精英关卡绿色携带道具掉落)(精英19-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2232,12001,(手游精英关卡绿色携带道具掉落)(精英19-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2233,12002,(手游精英关卡绿色携带道具掉落)(精英19-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2234,12003,(手游精英关卡绿色携带道具掉落)(精英19-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2235,12004,(手游精英关卡绿色携带道具掉落)(精英20-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2236,12005,(手游精英关卡绿色携带道具掉落)(精英20-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2237,12006,(手游精英关卡绿色携带道具掉落)(精英20-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2238,12007,(手游精英关卡绿色携带道具掉落)(精英20-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2239,12008,(手游精英关卡绿色携带道具掉落)(精英20-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2240,12009,(手游精英关卡绿色携带道具掉落)(精英21-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2241,12010,(手游精英关卡绿色携带道具掉落)(精英21-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2242,12101,(手游精英关卡绿色携带道具掉落)(精英21-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2243,12102,(手游精英关卡绿色携带道具掉落)(精英21-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2244,12103,(手游精英关卡绿色携带道具掉落)(精英21-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2245,12104,(手游精英关卡绿色携带道具掉落)(精英22-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2246,12105,(手游精英关卡绿色携带道具掉落)(精英22-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2247,12106,(手游精英关卡绿色携带道具掉落)(精英22-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2248,12107,(手游精英关卡绿色携带道具掉落)(精英22-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2249,12108,(手游精英关卡绿色携带道具掉落)(精英22-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2250,12109,(手游精英关卡绿色携带道具掉落)(精英23-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2251,12110,(手游精英关卡绿色携带道具掉落)(精英23-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2252,12201,(手游精英关卡绿色携带道具掉落)(精英23-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2253,12202,(手游精英关卡绿色携带道具掉落)(精英23-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2254,12203,(手游精英关卡绿色携带道具掉落)(精英23-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2255,12204,(手游精英关卡绿色携带道具掉落)(精英24-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2256,12205,(手游精英关卡绿色携带道具掉落)(精英24-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2257,12206,(手游精英关卡绿色携带道具掉落)(精英24-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2258,12207,(手游精英关卡绿色携带道具掉落)(精英24-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2259,12208,(手游精英关卡绿色携带道具掉落)(精英24-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2260,12209,(手游精英关卡绿色携带道具掉落)(精英25-01)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2261,12210,(手游精英关卡绿色携带道具掉落)(精英25-02)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2262,12301,(手游精英关卡绿色携带道具掉落)(精英25-03)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2263,12302,(手游精英关卡绿色携带道具掉落)(精英25-04)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2264,12303,(手游精英关卡绿色携带道具掉落)(精英25-05)(精英关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2265,12304,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2266,12305,(手游普通关卡蓝色携带道具掉落)(普通1-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2267,12306,(手游普通关卡蓝色携带道具掉落)(普通1-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2268,12307,(手游普通关卡蓝色携带道具掉落)(普通1-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2269,12308,(手游普通关卡蓝色携带道具掉落)(普通1-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2270,12309,(手游普通关卡蓝色携带道具掉落)(普通1-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2271,12310,(手游普通关卡蓝色携带道具掉落)(普通2-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2272,12401,(手游普通关卡蓝色携带道具掉落)(普通2-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2273,12402,(手游普通关卡蓝色携带道具掉落)(普通2-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2274,12403,(手游普通关卡蓝色携带道具掉落)(普通2-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2275,12404,(手游普通关卡蓝色携带道具掉落)(普通2-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2276,12405,(手游普通关卡蓝色携带道具掉落)(普通2-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2277,12406,(手游普通关卡蓝色携带道具掉落)(普通3-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2278,12407,(手游普通关卡蓝色携带道具掉落)(普通3-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2279,12408,(手游普通关卡蓝色携带道具掉落)(普通3-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2280,12409,(手游普通关卡蓝色携带道具掉落)(普通3-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2281,12410,(手游普通关卡蓝色携带道具掉落)(普通3-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2282,12501,(手游普通关卡蓝色携带道具掉落)(普通3-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2283,12502,(手游普通关卡蓝色携带道具掉落)(普通3-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2284,12503,(手游普通关卡蓝色携带道具掉落)(普通3-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2285,12504,(手游普通关卡蓝色携带道具掉落)(普通4-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2286,12505,(手游普通关卡蓝色携带道具掉落)(普通4-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2287,12506,(手游普通关卡蓝色携带道具掉落)(普通4-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2288,12507,(手游普通关卡蓝色携带道具掉落)(普通4-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2289,12508,(手游普通关卡蓝色携带道具掉落)(普通4-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2290,12509,(手游普通关卡蓝色携带道具掉落)(普通4-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2291,12510,(手游普通关卡蓝色携带道具掉落)(普通4-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2292,21301,(手游普通关卡蓝色携带道具掉落)(普通4-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2293,21302,(手游普通关卡蓝色携带道具掉落)(普通5-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2294,21303,(手游普通关卡蓝色携带道具掉落)(普通5-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2295,21304,(手游普通关卡蓝色携带道具掉落)(普通5-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2296,21305,(手游普通关卡蓝色携带道具掉落)(普通5-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2297,21401,(手游普通关卡蓝色携带道具掉落)(普通5-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2298,21402,(手游普通关卡蓝色携带道具掉落)(普通5-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2299,21403,(手游普通关卡蓝色携带道具掉落)(普通5-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2300,21404,(手游普通关卡蓝色携带道具掉落)(普通5-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2301,21405,(手游普通关卡蓝色携带道具掉落)(普通5-09)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2302,21501,(手游普通关卡蓝色携带道具掉落)(普通5-10)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2303,21502,(手游普通关卡蓝色携带道具掉落)(普通6-01)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2304,21503,(手游普通关卡蓝色携带道具掉落)(普通6-02)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2305,21504,(手游普通关卡蓝色携带道具掉落)(普通6-03)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2306,21505,(手游普通关卡蓝色携带道具掉落)(普通6-04)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2307,21601,(手游普通关卡蓝色携带道具掉落)(普通6-05)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2308,21602,(手游普通关卡蓝色携带道具掉落)(普通6-06)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2309,21603,(手游普通关卡蓝色携带道具掉落)(普通6-07)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
2310,21604,(手游普通关卡蓝色携带道具掉落)(普通6-08)(普通关卡),{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,,
