变量名,desc,name,key,bgColor,strokeColor,fontColor,__version
35411,控制效果，无法使用普攻和小技能,【黏液】,【黏液】,<169;123;231>,<141;93;206>,<141;93;206>,
35711,2级增益，受到带有【恐惧】状态的敌人攻击时，吸收对方的【恐惧】效果转化为自身恢复150%物防的生命值,【恐惧吞噬】,【恐惧吞噬】,<120;203;147>,<92;153;112>,<92;153;112>,
35712,2级增益，主动攻击后50%概率使目标陷入【恐惧】状态1回合，若未被【恐惧】则扣除目标30点怒气,【往生灯火】,【往生灯火】,<120;203;147>,<92;153;112>,<92;153;112>,
35713,持续期间双方使用必杀技的单位在技能结束后损失30%已损失生命值的血量，并陷入【恐惧】1回合,【安魂之火】,【安魂之火】,<245;175;37>,<233;147;25>,<233;147;25>,
36011,3级增益，获得【隐身】，并获得40%双防提升,【放松模式】,【放松模式】,<120;203;147>,<92;153;112>,<92;153;112>,
36012,4级增益，链接目标受到伤害时，将60%伤害平摊给其他被链接队友,【生命链接】,【生命链接】,<120;203;147>,<92;153;112>,<92;153;112>,
36013,2级增益，行动前恢复自身10%最大血量，获得20%异常效果抵抗,【活跃模式】,【活跃模式】,<120;203;147>,<92;153;112>,<92;153;112>,
36014,专属形态，无法被攻击和添加状态，可正常释放技能，并为敌人添加1回合【伤害弱化Ⅱ】，降低其10%伤害加成,【鹿灵】,【鹿灵】,<245;175;37>,<233;147;25>,<233;147;25>,
36015,附着类状态，被附着目标，额外获得释放者一半初始最大血量，暴击抗性和免控率；结束时回归释放者，并为释放者恢复50%最大血量,【鹿魂】,【鹿魂】,<120;203;147>,<92;153;112>,<92;153;112>,
36016,专属形态，无法被攻击和添加状态，出现时为队友恢复15%最大生命值，行动时为队友恢复10%最大生命值，其治疗效果无视降疗,【生命之树】,【生命之树】,<245;175;37>,<233;147;25>,<233;147;25>,
36017,2级增益，行动前恢复自身8%最大血量，获得10%异常效果抵抗,【助·活跃模式】,【助·活跃模式】,<120;203;147>,<92;153;112>,<92;153;112>,
36111,2级恶系负面，目标受到的治疗会转为混沌伤害，不可叠加，生命诅咒伤害可通过【死亡链接】传导,【生命诅咒】,【生命诅咒】,<251;85;114>,<220;53;76>,<241;59;84>,
36112,链接效果，3级恶系负面，将数个敌方单位链接，其中1个单位所受的主动攻击伤害，会传导25%给其他目标（恶系和混沌伤害传导伤害翻倍）,【死亡链接】,【死亡链接】,<251;85;114>,<220;53;76>,<241;59;84>,
36113,专属形态，沉睡于茧中，不可被攻击和添加效果；自身行动会释放【恶之波动】并提升恶意值（=恶系队友数量），同时【掠夺】敌方10%当前血量转化为血量上限（总量不超过100%初始血量上限，阵亡时返还）。,【破坏之茧】,【破坏之茧】,<245;175;37>,<233;147;25>,<233;147;25>,
36115,2级负面，目标受到的治疗会转化为伊裴尔塔尔50%特攻的特殊伤害，此伤害可通过【助·死亡链接】传导,【助·生命诅咒】,【助·生命诅咒】,<251;85;114>,<220;53;76>,<241;59;84>,
36231,附着类效果，不可叠加。被附着时主动技能的附带效果失效，1回合后回收，回收时对目标造成释放者8%最大生命的地系伤害，并为释放者血量最低个体恢复8%血量,【细胞】,【细胞】,<251;85;114>,<220;53;76>,<241;59;84>,
36232,2级负面，毒素效果，上限8层，持续3回合。可分裂扩散，目标行动前每层对其造成释放者40%物攻加成的毒元素伤害，每层提升5%【地系致盲】,【蚀骨毒箭】,【蚀骨毒箭】,<251;85;114>,<220;53;76>,<241;59;84>,
36233,1级增益，提升地面系精灵30%命中率，主动技能对电系必然命中，对飞行系无效,【地系精准】,【地系精准】,<120;203;147>,<92;153;112>,<92;153;112>,
36234,2级负面，目标获得【地系致盲Ⅳ】并降低目标24%速度，（对飞行系无效）,【地缚】,【地缚】,<251;85;114>,<220;53;76>,<241;59;84>,
36235,光环效果，令己方地面系精灵提升10%对电系精灵伤害，并必然命中电系精灵，敌方全体获得【地系致盲Ⅱ】并降低12%速度（对飞行系无效）。,【地缚光环】,【地缚光环】,<245;175;37>,<233;147;25>,<233;147;25>,
36236,对敌方全体造成5%释放者生命上限的地震伤害，并对随机3名敌方附着【细胞】,【地震波】,【地震波】,<245;175;37>,<233;147;25>,<233;147;25>,
36237,吸收场上所有形态的分裂体，并清除异常状态，聚合成更高1级的形态；根据吸收的分裂体种类和数量回复血量。,【群聚变形】,【群聚变形】,<245;175;37>,<233;147;25>,<233;147;25>,
36311,3级增益，护盾量不会衰减，获得释放者150%双防之和的护盾量,【宝石护盾】,【宝石护盾】,<120;203;147>,<92;153;112>,<92;153;112>,
36312,3级控制，被封印不可行动，会被释放者光束类技能折射到，受到等量的神圣伤害,【水晶封印】,【水晶封印】,<169;123;231>,<141;93;206>,<141;93;206>,
36313,岩系障碍物，继承释放者80%防御类属性，为己方全体阻挡敌方伤害和效果,【钻石墙】,【钻石墙】,<245;175;37>,<233;147;25>,<233;147;25>,
36331,岩系高级障碍物，继承释放者100%防御类属性，为己方全体阻挡敌方伤害和效果,【钻石星墙】,【钻石星墙】,<245;175;37>,<233;147;25>,<233;147;25>,
36332,特殊护盾，护盾量不会随回合衰减，获得释放者30%双攻之和的护盾量；妖/岩系精灵额外提升20%双防，并且破碎时额外恢复10%最大生命值,【小钻盾】,【小钻盾】,<245;175;37>,<233;147;25>,<233;147;25>,
36333,释放者获得治疗或受到主动攻击时，会对随机目标发射1道光束（优先水晶封印敌人），造成#C0x5c9970#$(skillLevel*3000)$#C0x5B545B#的#C0xFF6EC7#神圣伤害#C0x5B545B#，共可使用4次,【圣剑光束】,【圣剑光束】,<120;203;147>,<92;153;112>,<92;153;112>,
36334,岩系助战召唤物，己方妖/岩系精灵攻击时，妖精岩会为其附带#C0x5c9970#$(skillLevel*2500)$#C0x5B545B#的#C0xFF6EC7#神圣伤害#C0x5B545B#，并恢复5%最大血量，每回合可触发5次,【妖精岩】,【妖精岩】,<245;175;37>,<233;147;25>,<233;147;25>,
36335,专属形态，持续期间，可分别抵抗1次控制和1次负面效果，受击时弱化敌人10%双攻2回合，并将受到的伤害分为两道光束，反射给随机2名敌方目标，每束造成#C0x5c9970#$(skillLevel*3000)$#C0x5B545B#的#C0xFF6EC7#神圣伤害#C0x5B545B#神圣伤害,【璀璨之躯】,【璀璨之躯】,<120;203;147>,<92;153;112>,<92;153;112>,
36411,3级控制，被放逐离场，期间不会被释放者之外的单位攻击到,【异次元洞】,【异次元洞】,<169;123;231>,<141;93;206>,<141;93;206>,
36412,特殊负面，不可叠加，目标被锁定每回合最多只能增加300点怒气，回收时降低目标100点怒气，并回复30%特攻的生命,【惩戒光轮】,【惩戒光轮】,<251;85;114>,<220;53;76>,<241;59;84>,
36413,4级控制，永久封印胡帕的圣物，不受任何效果影响，继承胡帕150%血量，封印击杀胡帕的敌方（壶身被击破会被解除封印），目标脱离壶身时会扣除30%最大血量,【惩戒之壶】,【惩戒之壶】,<169;123;231>,<141;93;206>,<141;93;206>,
36421,3级恶系负面，降低敌人10%特防，敌方双攻不会超过入场值，对释放者伤害降低15%，该负面对斗系无效,【解放光轮】,【解放光轮】,<251;85;114>,<220;53;76>,<241;59;84>,
36422,控制效果，不可驱散，期间无法攻击和受击，胡帕仍可攻击该目标,【传送】,【传送】,<169;123;231>,<141;93;206>,<141;93;206>,
36423,将自身1个1/2级负面，与随机敌人1个1/2级增益转移互换,【次元转移】,【次元转移】,<245;175;37>,<233;147;25>,<233;147;25>,
36424,被【异次元洞】放逐期间，记录全体敌方受到的伤害总量，回场后受到记录值20%的特攻的混沌伤害（最高不超过解放胡帕500%特攻），并【掠夺】其10%双攻转移给解放胡帕，持续2回合,【次元打击】,【次元打击】,<245;175;37>,<233;147;25>,<233;147;25>,
36425,回收后【掠夺】敌方降低的特防，永久转化为自身特攻（最高不超过自身60%初始特攻），并造成80%特攻的混沌伤害,【回收光轮】,【回收光轮】,<245;175;37>,<233;147;25>,<233;147;25>,
36426,敌方触发【复活】效果时，会被解放胡帕掠夺，令敌人复活失效，解放胡帕享受掠夺的【复活】效果,【生机掠夺】,【生机掠夺】,<245;175;37>,<233;147;25>,<233;147;25>,
36511,2级负面，灼烧效果，可分裂扩散，持续2回合，可叠4层，每层造成释放者40%特攻水元素伤害，降低5%抗暴和双防，附带5%水/火双系易伤,【蒸汽】,【蒸汽】,<251;85;114>,<220;53;76>,<241;59;84>,
36512,在浓雾中无法被选中，如果攻击到浓雾中目标，则有80%概率闪避掉受到伤害，并被添加【蒸汽】2回合,【蒸汽浓雾】,【蒸汽浓雾】,<120;203;147>,<92;153;112>,<92;153;112>,
36513,目标位移或行动时触发，造成释放者120%特攻的陷阱伤害，并被添加1层【蒸汽】2回合；触发后失效，同类型陷阱不会叠加,【蒸汽陷阱】,【蒸汽陷阱】,<251;85;114>,<220;53;76>,<241;59;84>,
36514,特殊召唤物，继承（波尔凯尼恩+玛机雅娜）双方3倍防御属性之和（双攻属性继承2倍），具备城甲，不受任何效果影响；在波尔凯尼恩和玛机雅娜的行动回合及大回合末，对敌方全体造成150%特攻的陷阱伤害；召唤时将己方所有可选精灵移动至要塞内，持续时间结束或被击落时解体，要塞内精灵重新回到场内,【古代要塞】,【古代要塞】,<245;175;37>,<233;147;25>,<233;147;25>,
36515,2级负面，灼烧效果，可分裂扩散，可叠4层，每层造成波尔凯尼恩20%特攻水元素伤害,【助·蒸汽】,【助·蒸汽】,<251;85;114>,<220;53;76>,<241;59;84>,
36711,2级增益，血量每降低5%，提升1.5%暴击和物攻，5%双防；攻击时对目标添加1层【灼烧Ⅰ】2回合,【斗志燃烧】,【斗志燃烧】,<120;203;147>,<92;153;112>,<92;153;112>,
36811,陷阱效果，敌人行动时候，泡沫破碎炸裂，对主目标及十字范围目标造成35%特攻的陷阱伤害,【泡影炸弹】,【泡影炸弹】,<251;85;114>,<220;53;76>,<241;59;84>,
36812,水系助战召唤物，对主目标造成召唤者100%特攻伤害，为自身恢复15%最大血量，令主目标【着迷】1回合,【召唤美纳斯】,【召唤美纳斯】,<245;175;37>,<233;147;25>,<233;147;25>,
37711,1级负面，毒素效果，目标行动前每层对其造成释放者30%双防之和的毒元素伤害，最高可叠8层,【非星毒素】,【非星毒素】,<251;85;114>,<220;53;76>,<241;59;84>,
38311,负面效果，双攻降低20%，20%易伤，有等同于物攻差的概率无法行动,【震慑】,【震慑】,<251;85;114>,<220;53;76>,<241;59;84>,
38811,水系跟随召唤物，继承释放者100%属性，期间二者暴击抗性额外提升20%，随从为释放者分摊80%受到伤害，但血量＜50%后，会立刻逃走。,【胆小虫随从】,【胆小虫随从】,<245;175;37>,<233;147;25>,<233;147;25>,
38812,虫鸣武装，暴击抗性和伤害减免提升25%，期间自身受到前3次主动攻击时，会对自身触发【净化Ⅰ】,【虫鸣臂甲】,【虫鸣臂甲】,<245;175;37>,<233;147;25>,<233;147;25>,
38813,对目标造成100%物攻水元素伤害，并对目标附带【斩断Ⅰ】和【净化Ⅰ】,【水流裂破】,【水流裂破】,<245;175;37>,<233;147;25>,<233;147;25>,
39411,龙息类攻击，对目标附带1~3层【硫磺粉末】2回合,【硫磺龙息】,【硫磺龙息】,<245;175;37>,<233;147;25>,<233;147;25>,
39412,1级负面，毒素效果，可叠加6层，行动前每层造成释放者30%特攻/物攻的毒元素伤害：遇到灼烧效果时立刻引爆1层，造成释放者50%特攻/物攻的火元素伤害,【硫磺粉末】,【硫磺粉末】,<251;85;114>,<220;53;76>,<241;59;84>,
39413,陷阱效果，释放者提升15%伤害减免；受到灼烧目标攻击时，会立刻对攻击目标造成260%物防的陷阱伤害（雨天天气会令该陷阱伤害失效）,【陷阱甲壳】,【陷阱甲壳】,<251;85;114>,<220;53;76>,<241;59;84>,
39611,可以免疫一次主动攻击伤害，并在受到一次主动攻击后转变为现形状态，同时清除敌方所有【一起玩】效果,【化形】,【化形】,<245;175;37>,<233;147;25>,<233;147;25>,
39612,特殊效果，每层嫉妒心提升自身6%效果命中率，叠加至6层时消耗所有嫉妒心使自身转变为【化形】状态,【嫉妒心】,【嫉妒心】,<245;175;37>,<233;147;25>,<233;147;25>,
39613,特殊效果，不可驱散，目标在攻击【化形】状态的谜拟Q时不会使其进入现形状态,【一起玩】,【一起玩】,<245;175;37>,<233;147;25>,<233;147;25>,
39614,负面效果，可驱散，目标在主动攻击时降低45%伤害，并在行动结束后失去1点怒气,【害怕】,【害怕】,<251;85;114>,<220;53;76>,<241;59;84>,
39811,3级增益，保护目标受到致命伤害时，释放者会替其阵亡，保护者获得释放者的当前全部血量（保护者获得的血量不低于自身30%的最大血量）,【幼吾幼】,【幼吾幼】,<120;203;147>,<92;153;112>,<92;153;112>,
39812,专属形态，获得敌人尊重的长者，期间不会被敌方选中，也不会受到1/2级负面效果影响，受到的伤害会降低10%,【老吾老】,【老吾老】,<120;203;147>,<92;153;112>,<92;153;112>,
40011,2级增益，持续2回合，最多5层；每层提升10%抵御率和3%抵御强度，层数到达上限时可提升释放者50%双防,【鳞甲】,【鳞甲】,<120;203;147>,<92;153;112>,<92;153;112>,
40012,龙息攻击，造成2~3倍普攻伤害，有50%概率【击飞】目标1回合（效果拔群时概率提升至100%）,【升龙拳】,【升龙拳】,<245;175;37>,<233;147;25>,<233;147;25>,
40013,2级增益，可以抵消释放者80%物防的受击伤害,【防弹鳞甲】,【防弹鳞甲】,<120;203;147>,<92;153;112>,<92;153;112>,
40111,2级增益，自身回怒速度提升10%和暴击提升30%；期间感知到对下随后2名满怒的敌人，会对其进行1次【精准雷击】,【愤怒感受】,【愤怒感受】,<120;203;147>,<92;153;112>,<92;153;112>,
40112,引雷效果，造成120%物攻/特攻电元素伤害,【精准雷击】,【精准雷击】,<245;175;37>,<233;147;25>,<233;147;25>,
40113,电系中级己方场地；提升电系精灵15%电系伤害、20%电系闪避率，对踏入的【感电】目标造成1次【精准雷击】（每次场地最多触发5次）,【电气场地】,【电气场地】,<245;175;37>,<233;147;25>,<233;147;25>,
40114,特殊效果，暴击提升30%，自身电元素伤害可暴击；受到来自被自身属性克制目标的伤害，降低20%,【好胜心】,【好胜心】,<245;175;37>,<233;147;25>,<233;147;25>,
40115,专属形态，最多可储存200点溢出怒气；启用储存怒气后，恢复正常，并会对随机3名敌方落下【天雷Ⅰ】（储存怒气为0时不触发天雷）,【储能形态】,【储能形态】,<245;175;37>,<233;147;25>,<233;147;25>,
40121,超能系变形，速度提升6%、特攻提升15%，释放者随后所有伤害都会转为特攻穿透伤害,【蝶舞】,【蝶舞】,<120;203;147>,<92;153;112>,<92;153;112>,
40122,超能系中级己方场地；场地上，己方超能系精灵，穿透伤害和超能系伤害提升10%，每回合受到的首个1/2级负面效果，会转化为80%特攻生命,【精神场地】,【精神场地】,<245;175;37>,<233;147;25>,<233;147;25>,
40123,2级负面，添加时治疗目标释放者60%特攻生命，效果结束时造成此次4倍治疗的特攻伤害,【奇异鳞粉】,【奇异鳞粉】,<251;85;114>,<220;53;76>,<241;59;84>,
40124,对己方触发时，立刻恢复其释放者80%特攻血量；对敌方触发时，立刻造成80%特攻伤害,【活化鳞粉】,【活化鳞粉】,<245;175;37>,<233;147;25>,<233;147;25>,
40131,特殊效果，持续期间，可将草/妖系队友获得治疗的25%进行储存（上限为释放者500%物防），结束时用于恢复自身血量,【青草储存】,【青草储存】,<245;175;37>,<233;147;25>,<233;147;25>,
40132,草系中级己方场地；场地上的己方草系精灵，治疗率和草系技能伤害提升10%，且每回合首次行动时恢复5%最大生命值,【青草场地】,【青草场地】,<245;175;37>,<233;147;25>,<233;147;25>,
40141,2级增益，可抵消1次1/2级负面效果，触发时恢复目标来自释放者50%双防的生命值,【特别之水】,【特别之水】,<120;203;147>,<92;153;112>,<92;153;112>,
40142,特殊形态，自身身体完整缩入贝胄内，贝胄额外拥有250%双防的生命值，贝胄生命值被打破后会破壳而出,【贝胄形态】,【贝胄形态】,<245;175;37>,<233;147;25>,<233;147;25>,
40143,水系中级己方场地；场地上己方水系精灵提升10%伤害减免与水系伤害，每回合受到的首个1/2级负面效果会转化为【着迷】随机敌方单位1回合,【薄雾场地】,【薄雾场地】,<245;175;37>,<233;147;25>,<233;147;25>,
40231,反击类效果，对敌方单体造成#C0xE69900#80%物攻和物防之和#C0x5B545B#的#C0xF13B54#物理伤害#C0x5B545B#，降低目标5%物防，持续2回合（最多降低15%）,【王者反击】,【王者反击】,<245;175;37>,<233;147;25>,<233;147;25>,
40232,2级增益，特殊护盾，护盾量为释放者300%的物防，期间获得【伤害减免Ⅲ】，被击破时额外触发1次【王者反击】,【烈阳铠】,【烈阳铠】,<120;203;147>,<92;153;112>,<92;153;112>,
40233,3级增益，目标获得释放者30%当前双防加成，两者下次受到主动攻击时，另一方会对敌人进行1次【王者反击】,【同仇敌忾】,【同仇敌忾】,<120;203;147>,<92;153;112>,<92;153;112>,
40234,2级控制，行动时强制使用80%威力的普攻攻击释放者，且攻击时不会附带普攻效果,【强力嘲讽】,【强力嘲讽】,<169;123;231>,<141;93;206>,<141;93;206>,
40235,3级增益，超能系变形，进入该状态时立刻解除敌方全体【隐身】，消除并免疫附着类效果，自身双防提升对应攻击力的数值，自身反击伤害提升50%,【旭日状态】,【旭日状态】,<120;203;147>,<92;153;112>,<92;153;112>,
40236,2级负面，攻击释放者时，伤害和暴击降低20%，且无法获得攻击类增益效果,【胆怯】,【胆怯】,<251;85;114>,<220;53;76>,<241;59;84>,
40237,3级增益，记录并获得本场战斗中释放者通过自身技能获得过但已失效的物防提升效果（不超过100%）,【记忆金属-物防】,【记忆金属-物防】,<120;203;147>,<92;153;112>,<92;153;112>,
40238,反击类效果，对敌方单体造成#C0xE69900#200%物攻和物防之和#C0x5B545B#的#C0xF13B54#物攻穿透伤害#C0x5B545B#，并恢复本次伤害50%的血量（全场累计可触发5次）,【钢铁复仇】,【钢铁复仇】,<245;175;37>,<233;147;25>,<233;147;25>,
40241,进入时，令3名随机敌方提升150点怒气上限，直至其下次大招释放后；对随机1名敌人添加【孤月】1回合,【新月】,【新月】,<120;203;147>,<92;153;112>,<92;153;112>,
40242,进入时，令自身和2名攻击最高的鬼系队友获得【隐身】2回合,【上弦】,【上弦】,<120;203;147>,<92;153;112>,<92;153;112>,
40243,进入时，释放3道【月华】,【满月】,【满月】,<120;203;147>,<92;153;112>,<92;153;112>,
40244,进入时，恢复己方鬼/超系队友20%最大血量，并在持续期间为其提升9%速度,【下弦】,【下弦】,<120;203;147>,<92;153;112>,<92;153;112>,
40245,3级增益，不可叠加，受到致命伤害时，消耗此印记，令自身在下回合行动前满血复活,【月轮印记】,【月轮印记】,<120;203;147>,<92;153;112>,<92;153;112>,
40246,造成6%释放者生命上限的特攻穿透伤害。（单挑玩法中同一大回合内每个单位最多受到2次月华伤害）,【月华】,【月华】,<245;175;37>,<233;147;25>,<233;147;25>,
40247,2级控制，孤立效果，无法进行协战和邀战，无法享受来自队友的效果（包括链接类效果）,【孤月】,【孤月】,<169;123;231>,<141;93;206>,<141;93;206>,
40248,超能系变形，进入时立刻触发1次【满月】月相效果，会优先攻击【孤月】目标，释放者每次主动攻击会释放1道【月华】,【满月状态】,【满月状态】,<120;203;147>,<92;153;112>,<92;153;112>,
40311,普通负面效果，上限5层,【神经毒素】,【神经毒素】,<251;85;114>,<220;53;76>,<241;59;84>,
40312,虚吾伊德触发【寄生操控】的目标称为【宿主】,【宿主】,【宿主】,<245;175;37>,<233;147;25>,<233;147;25>,
40313,普通控制效果，使【宿主】强制攻击友方单位；寄生期间虚吾伊德无法行动且不可选中,【寄生操控】,【寄生操控】,<169;123;231>,<141;93;206>,<141;93;206>,
40411,2级负面，释放者便会吸取其10%当前最大血量，转移自身（最多5次）,【嗜血虫咬】,【嗜血虫咬】,<245;175;37>,<233;147;25>,<233;147;25>,
40511,2级控制，魅惑类效果，令目标以普攻对随机友方攻击，造成2倍伤害；受到美丽型精灵攻击时伤害提升10%,【费洛蒙】,【费洛蒙】,,,,
40512,负面效果，35%虫系易伤，虫系精灵攻击时会额外受到费洛美螂100%特攻的虫属性特殊伤害,【虫之痕】,【虫之痕】,<251;85;114>,<220;53;76>,<241;59;84>,
40513,特殊效果，闪避率、免控率提升60%，受到攻击前，消耗虫之舞先发制人对攻击方进行一次普攻,【虫之舞】,【虫之舞】,<245;175;37>,<233;147;25>,<233;147;25>,
40514,虫鸣武装，提升20%闪避率，攻击会附带钝击伤害,【虫鸣利足】,【虫鸣利足】,<245;175;37>,<233;147;25>,<233;147;25>,
40611,2级负面，电系易伤提升15%；敌方非超导目标受到引雷效果攻击时，都会传导50%伤害给超导目标；被净化时立刻引动1道【天雷Ⅰ】,【超导】,【超导】,<251;85;114>,<220;53;76>,<241;59;84>,
40612,专属形态，暴击率和必杀伤害提升30%，怒气上限降低100点；释放者自身所有攻击都会穿透护盾,【高压态势】,【高压态势】,<245;175;37>,<233;147;25>,<233;147;25>,
40613,2级增益，【超导】目标受到引雷伤害传导时，会为释放者恢复80%特攻血量（每回合最多3次）,【超导回流】,【超导回流】,<120;203;147>,<92;153;112>,<92;153;112>,
40614,2级负面，引雷效果，目标行动时，再次受到50%本次必杀技威力的电系伤害，高压电流对克制属性，可穿透其20%伤害减免，效果触发后消失,【高压电流】,【高压电流】,<251;85;114>,<220;53;76>,<241;59;84>,
40711,特殊效果，离开战场，不可选中,【喷射离场】,【喷射离场】,<245;175;37>,<233;147;25>,<233;147;25>,
40712,特殊效果，上限10点,【能量】,【能量】,<245;175;37>,<233;147;25>,<233;147;25>,
40811,1级增益，破抵御率提升50%，破抵御时斩击伤害提升15%,【剑心】,【剑心】,<120;203;147>,<92;153;112>,<92;153;112>,
40812,斩击类效果，造成240%物攻斩击伤害，忽视目标30%物防和15%免伤,【无间破坏】,【无间破坏】,<245;175;37>,<233;147;25>,<233;147;25>,
40911,双攻降低10%，每次行动后损失8%当前生命值，损失的血量不会超过自身200%物攻；期间累计获得30%治疗量可提前结束状态,【饥饿感】,【饥饿感】,<251;85;114>,<220;53;76>,<241;59;84>,
40912,恶食大王自身双防降低20%，每次受到伤害的30%同步传递给被吞噬目标；期间累计受到伤害超过40%最大生命值提前吐出目标,【吞噬】,【吞噬】,<245;175;37>,<233;147;25>,<233;147;25>,
41011,2级增益，提升自身5%暴击率和3%特攻,【光能】,【光能】,<120;203;147>,<92;153;112>,<92;153;112>,
41012,对随机一列释放射线，造成释放者150%特攻穿透伤害，每穿透1个目标威力逐层递减20%，最多可穿透5层,【光子喷涌】,【光子喷涌】,<245;175;37>,<233;147;25>,<233;147;25>,
41013,专属形态，立刻解除自身所有3级以下控制并回满怒气，暴击率提升50%，暴击伤害提升20%，速度提升12%；期间承受伤害和控制效果，在状态结束时结算,【暴走状态】,【暴走状态】,<120;203;147>,<92;153;112>,<92;153;112>,
41014,超能系变形，受到主动攻击时，会无效伤害和效果，并将伤害转化为1点【光能】,【暗黑视界】,【暗黑视界】,<120;203;147>,<92;153;112>,<92;153;112>,
41015,3级负面，受到射线类和穿透类伤害时，会折射出1条射线，造成释放者80%穿透伤害。,【折光棱镜】,【折光棱镜】,<251;85;114>,<220;53;76>,<241;59;84>,
41016,特殊行为，将从敌方掠夺的属性或能力，转化为指定效果,【夺取】,【夺取】,<245;175;37>,<233;147;25>,<233;147;25>,
41031,1级增益，增强20%钢系护盾强度，1点护盾可抵挡1.2点伤害,【护盾强度Ⅱ】,【护盾强度Ⅱ】,<120;203;147>,<92;153;112>,<92;153;112>,
41032,2级增益，特殊护盾，伤害减免提升15%，元素伤害减免提升30%（火元素除外）；每次受击融化自身1个1/2级异常效果（灼烧类除外），期间反击时可对随机1名敌人折射100%物防加成的物攻穿透伤害,【日冕铠】,【日冕铠】,<120;203;147>,<92;153;112>,<92;153;112>,
41033,超能系变形，化身日蚀，自身免疫冰冻效果，消除己方超/钢系附着效果（自身免疫附着），双防提升对应攻击力的数值，反击伤害提升50%；期间令敌人隐身效果失效，【日珥反冲】进阶为【日珥反冲Ⅱ】，受到物攻低于自身物防的单位的伤害时，只会受到1点伤害,【伟大日蚀】,【伟大日蚀】,<245;175;37>,<233;147;25>,<233;147;25>,
41034,反击效果，连携1名钢/超队友，对目标造成100%物攻和物防之和的物攻穿透伤害，融化目标随机1个1级增益，黄昏之鬃获得1层【日炎耀斑】,【日珥反冲Ⅰ】,【日珥反冲Ⅰ】,<245;175;37>,<233;147;25>,<233;147;25>,
41035,反击效果，连携2名钢/超队友，对目标列排造成150%物攻和物防之和的物攻穿透伤害，触发不受控制影响，可穿透岩系障碍物；融化目标随机1个2级增益，黄昏之鬃获得1层【日炎耀斑】,【日珥反冲Ⅱ】,【日珥反冲Ⅱ】,<245;175;37>,<233;147;25>,<233;147;25>,
41036,专属形态，令后排钢/超系队友隐藏于日蚀暗面之中，不会被敌方选中并免疫非火系特殊伤害；期间敌方可正常攻击，但无法对黄昏之鬃添加1/2级异常效果,【日蚀暗面】,【日蚀暗面】,<245;175;37>,<233;147;25>,<233;147;25>,
41037,必杀技后，将所有敌方精灵/召唤物/障碍物汇聚压缩至日核，熔断敌方链接，随后对该日核造成120%双防加成的物攻穿透伤害,【日光回旋下苍穹】,【日光回旋下苍穹】,<245;175;37>,<233;147;25>,<233;147;25>,
41038,2级增益，上限5层；每层提升自身5%护盾强度和10%物防，并有15%概率【嘲讽】敌方（嘲讽每回合上限2次）；到达上限后，立刻获得300%物防护盾，持续1回合后消失,【日炎耀斑】,【日炎耀斑】,<120;203;147>,<92;153;112>,<92;153;112>,
41039,反击效果，突破1/2级控制，无视障碍物和召唤物，造成400%物攻和物防之和的物攻穿透伤害，并获得伤害等量护盾（全场最多触发5次）；令自身所有【日炎耀斑】汇聚到该目标，每层造成100%物防穿透伤害,【日耀冲击】,【日耀冲击】,<245;175;37>,<233;147;25>,<233;147;25>,
41040,上限6层，每次刻印永久提升自身5%反击伤害，并记录钢系队友自爆范围和100%自爆伤害；释放者自身阵亡时或刻印达到上限时，消耗所有刻印，根据刻印次序，释放所有刻印的自爆伤害,【太阳蚀刻】,【太阳蚀刻】,<245;175;37>,<233;147;25>,<233;147;25>,
41041,耀斑层数及效果翻倍,【耀斑爆发】,【耀斑爆发】,<120;203;147>,<92;153;112>,<92;153;112>,
41051,目标是敌方时造成拂晓之翼8%生命上限的特攻穿透伤害；目标是友方鬼系精灵时为其恢复拂晓之翼5%生命上限的血量,【黑光】,【黑光】,<245;175;37>,<233;147;25>,<233;147;25>,
41052,2级增益，2级增益，隐身类状态，不会被主动技能锁定，所受伤害降低50%；效果结束时，会驱散虚无期间被添加的1/2级负面,【虚无】,【虚无】,<120;203;147>,<92;153;112>,<92;153;112>,
41053,3级控制，附带孤立效果；控制期间，目标无法进行额外行动；视野被限制只能观测到拂晓之翼，攻击和效果也只对拂晓之翼起效,【月蚀之笼】,【月蚀之笼】,<169;123;231>,<141;93;206>,<141;93;206>,
41054,超能系变形，化身月蚀。期间令受到的非恶系物理伤害及1/2级异常效果无效化；期间【黑光】效果提升30%，并在命中时驱散目标1层1/2级增益(对恶系无效),【虚无月蚀】,【虚无月蚀】,<245;175;37>,<233;147;25>,<233;147;25>,
41055,鬼系特级全场地，期间敌方怒气恢复速度降低15%；己方鬼系免疫非恶系物理伤害并且主动攻击时对随机1名敌人落下1束【黑光】,【恢弘月影】,【恢弘月影】,<245;175;37>,<233;147;25>,<233;147;25>,
41056,随机3名敌方怒气上限提升200点，直到其下次释放必杀技后；对其中1名敌人释放1束【大黑光】,【初亏】,【初亏】,<245;175;37>,<233;147;25>,<233;147;25>,
41057,对自身和其他2个攻击最高的鬼系队友添加【隐身Ⅰ】效果，并且己方鬼系精灵的隐身类效果在食甚期间不会结束,【食甚】,【食甚】,<245;175;37>,<233;147;25>,<233;147;25>,
41058,令己方鬼系精灵恢复20%血量；阶段结束时驱散自身随机3个1/2级异常效果,【复圆】,【复圆】,<245;175;37>,<233;147;25>,<233;147;25>,
