变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
483,11110,(掉落物品1强化药剂)(普通11-09)(普通关卡),5010,,0.1,0.3,0.5
486,11201,(掉落物品2技能33)(普通11-09)(普通关卡),,,0.7,0.9,0.5
487,11201,(掉落物品3攻击32)(普通11-09)(普通关卡),5016,,0.7,0.9,0.5
488,11201,(掉落物品1强化药剂)(普通11-10)(普通关卡),5008,,0.1,0.3,0.5
491,11202,(掉落物品2技能33)(普通11-10)(普通关卡),,,0.7,0.9,0.5
492,11202,(掉落物品3攻击32)(普通11-10)(普通关卡),5016,,0.7,0.9,0.5
493,11202,(掉落物品1强化药剂)(普通12-01)(普通关卡),5008,,0.1,0.3,0.5
496,11203,(掉落物品2攻击41)(普通12-01)(普通关卡),,,0.7,0.9,0.5
497,11203,(掉落物品3防御31)(普通12-01)(普通关卡),5016,,0.7,0.9,0.5
498,11203,(掉落物品1强化药剂)(普通12-02)(普通关卡),5008,,0.1,0.3,0.5
501,11204,(掉落物品2攻击41)(普通12-02)(普通关卡),,,0.7,0.9,0.5
502,11204,(掉落物品3防御31)(普通12-02)(普通关卡),5016,,0.7,0.9,0.5
503,11204,(掉落物品1强化药剂)(普通12-03)(普通关卡),5008,,0.1,0.3,0.5
506,11205,(掉落物品2攻击41)(普通12-03)(普通关卡),,,0.7,0.9,0.5
507,11205,(掉落物品3防御31)(普通12-03)(普通关卡),5017,,0.7,0.9,0.5
508,11205,(掉落物品1强化药剂)(普通12-04)(普通关卡),5009,,0.1,0.3,0.5
511,11206,(掉落物品2攻击41)(普通12-04)(普通关卡),,,0.7,0.9,0.5
512,11206,(掉落物品3防御31)(普通12-04)(普通关卡),5017,,0.7,0.9,0.5
513,11206,(掉落物品1强化药剂)(普通12-05)(普通关卡),5009,,0.1,0.3,0.5
516,11207,(掉落物品2防御41)(普通12-05)(普通关卡),,,0.7,0.9,0.5
517,11207,(掉落物品3技能31)(普通12-05)(普通关卡),5017,,0.7,0.9,0.5
518,11207,(掉落物品1强化药剂)(普通12-06)(普通关卡),5009,,0.1,0.3,0.5
521,11208,(掉落物品2防御41)(普通12-06)(普通关卡),,,0.7,0.9,0.5
522,11208,(掉落物品3技能31)(普通12-06)(普通关卡),5018,,0.7,0.9,0.5
523,11208,(掉落物品1强化药剂)(普通12-07)(普通关卡),5007,,0.1,0.3,0.5
526,11209,(掉落物品2防御41)(普通12-07)(普通关卡),,,0.7,0.9,0.5
527,11209,(掉落物品3技能31)(普通12-07)(普通关卡),5018,,0.7,0.9,0.5
528,11209,(掉落物品1强化药剂)(普通12-08)(普通关卡),5007,,0.1,0.3,0.5
531,11210,(掉落物品2技能41)(普通12-08)(普通关卡),,,0.7,0.9,0.5
532,11210,(掉落物品3攻击31)(普通12-08)(普通关卡),5018,,0.7,0.9,0.5
533,11210,(掉落物品1强化药剂)(普通12-09)(普通关卡),5007,,0.1,0.3,0.5
536,11301,(掉落物品2技能41)(普通12-09)(普通关卡),,,0.7,0.9,0.5
537,11301,(掉落物品3攻击31)(普通12-09)(普通关卡),5016,,0.7,0.9,0.5
541,11302,(掉落物品1强化药剂)(普通12-10)(普通关卡),,,0.7,0.9,0.5
542,11302,(掉落物品2技能41)(普通12-10)(普通关卡),5016,,0.7,0.9,0.5
546,11303,(掉落物品3攻击31)(普通12-10)(普通关卡),,,0.7,0.9,0.5
547,11303,(掉落物品1强化药剂)(普通13-01)(普通关卡),5016,,0.7,0.9,0.5
551,11304,(掉落物品2攻击41)(普通13-01)(普通关卡),,,0.7,0.9,0.5
552,11304,(掉落物品1强化药剂)(普通13-02)(普通关卡),5016,,0.7,0.9,0.5
556,11305,(掉落物品2攻击41)(普通13-02)(普通关卡),,,0.7,0.9,0.5
557,11305,(掉落物品1强化药剂)(普通13-03)(普通关卡),5017,,0.7,0.9,0.5
561,11306,(掉落物品2攻击41)(普通13-03)(普通关卡),,,0.7,0.9,0.5
562,11306,(掉落物品1强化药剂)(普通13-04)(普通关卡),5017,,0.7,0.9,0.5
566,11307,(掉落物品2攻击41)(普通13-04)(普通关卡),,,0.7,0.9,0.5
567,11307,(掉落物品1强化药剂)(普通13-05)(普通关卡),5017,,0.7,0.9,0.5
571,11308,(掉落物品2防御41)(普通13-05)(普通关卡),,,0.7,0.9,0.5
572,11308,(掉落物品1强化药剂)(普通13-06)(普通关卡),5018,,0.7,0.9,0.5
576,11309,(掉落物品2防御41)(普通13-06)(普通关卡),,,0.7,0.9,0.5
577,11309,(掉落物品1强化药剂)(普通13-07)(普通关卡),5018,,0.7,0.9,0.5
581,11310,(掉落物品2防御41)(普通13-07)(普通关卡),,,0.7,0.9,0.5
582,11310,(掉落物品1强化药剂)(普通13-08)(普通关卡),5018,,0.7,0.9,0.5
586,11401,(掉落物品2技能41)(普通13-08)(普通关卡),,,0.7,0.9,0.5
587,11401,(掉落物品1强化药剂)(普通13-09)(普通关卡),5019,,0.7,0.9,0.5
588,11401,(掉落物品2技能41)(普通13-09)(普通关卡),5011,,0.1,0.3,0.5
591,11402,(掉落物品1强化药剂)(普通13-10)(普通关卡),,,0.7,0.9,0.5
592,11402,(掉落物品2技能41)(普通13-10)(普通关卡),5019,,0.7,0.9,0.5
593,11402,(掉落物品1强化药剂)(普通14-01)(普通关卡),5011,,0.1,0.3,0.5
596,11403,(掉落物品2攻击42)(普通14-01)(普通关卡),,,0.7,0.9,0.5
597,11403,(掉落物品3防御32)(普通14-01)(普通关卡),5019,,0.7,0.9,0.5
598,11403,(掉落物品1强化药剂)(普通14-02)(普通关卡),5011,,0.1,0.3,0.5
601,11404,(掉落物品2攻击42)(普通14-02)(普通关卡),,,0.7,0.9,0.5
602,11404,(掉落物品3防御32)(普通14-02)(普通关卡),5019,,0.7,0.9,0.5
603,11404,(掉落物品1强化药剂)(普通14-03)(普通关卡),5011,,0.1,0.3,0.5
606,11405,(掉落物品2攻击42)(普通14-03)(普通关卡),,,0.7,0.9,0.5
607,11405,(掉落物品3防御32)(普通14-03)(普通关卡),5020,,0.7,0.9,0.5
608,11405,(掉落物品1强化药剂)(普通14-04)(普通关卡),5012,,0.1,0.3,0.5
611,11406,(掉落物品2攻击42)(普通14-04)(普通关卡),,,0.7,0.9,0.5
612,11406,(掉落物品3防御32)(普通14-04)(普通关卡),5020,,0.7,0.9,0.5
613,11406,(掉落物品1强化药剂)(普通14-05)(普通关卡),5012,,0.1,0.3,0.5
616,11407,(掉落物品2防御42)(普通14-05)(普通关卡),,,0.7,0.9,0.5
617,11407,(掉落物品3技能32)(普通14-05)(普通关卡),5020,,0.7,0.9,0.5
618,11407,(掉落物品1强化药剂)(普通14-06)(普通关卡),5012,,0.1,0.3,0.5
621,11408,(掉落物品2防御42)(普通14-06)(普通关卡),,,0.7,0.9,0.5
622,11408,(掉落物品3技能32)(普通14-06)(普通关卡),5021,,0.7,0.9,0.5
623,11408,(掉落物品1强化药剂)(普通14-07)(普通关卡),5010,,0.1,0.3,0.5
626,11409,(掉落物品2防御42)(普通14-07)(普通关卡),,,0.7,0.9,0.5
627,11409,(掉落物品3技能32)(普通14-07)(普通关卡),5021,,0.7,0.9,0.5
628,11409,(掉落物品1强化药剂)(普通14-08)(普通关卡),5010,,0.1,0.3,0.5
631,11410,(掉落物品2技能42)(普通14-08)(普通关卡),,,0.7,0.9,0.5
632,11410,(掉落物品3攻击32)(普通14-08)(普通关卡),5021,,0.7,0.9,0.5
633,11410,(掉落物品1强化药剂)(普通14-09)(普通关卡),5010,,0.1,0.3,0.5
636,11501,(掉落物品2技能42)(普通14-09)(普通关卡),,,0.7,0.9,0.5
637,11501,(掉落物品3攻击32)(普通14-09)(普通关卡),5019,,0.7,0.9,0.5
641,11502,(掉落物品1强化药剂)(普通14-10)(普通关卡),,,0.7,0.9,0.5
642,11502,(掉落物品2技能42)(普通14-10)(普通关卡),5019,,0.7,0.9,0.5
646,11503,(掉落物品3攻击32)(普通14-10)(普通关卡),,,0.7,0.9,0.5
647,11503,(掉落物品1强化药剂)(普通15-01)(普通关卡),5019,,0.7,0.9,0.5
651,11504,(掉落物品2攻击42)(普通15-01)(普通关卡),,,0.7,0.9,0.5
652,11504,(掉落物品1强化药剂)(普通15-02)(普通关卡),5019,,0.7,0.9,0.5
656,11505,(掉落物品2攻击42)(普通15-02)(普通关卡),,,0.7,0.9,0.5
657,11505,(掉落物品1强化药剂)(普通15-03)(普通关卡),5020,,0.7,0.9,0.5
661,11506,(掉落物品2攻击42)(普通15-03)(普通关卡),,,0.7,0.9,0.5
662,11506,(掉落物品1强化药剂)(普通15-04)(普通关卡),5020,,0.7,0.9,0.5
666,11507,(掉落物品2攻击42)(普通15-04)(普通关卡),,,0.7,0.9,0.5
667,11507,(掉落物品1强化药剂)(普通15-05)(普通关卡),5020,,0.7,0.9,0.5
671,11508,(掉落物品2防御42)(普通15-05)(普通关卡),,,0.7,0.9,0.5
672,11508,(掉落物品1强化药剂)(普通15-06)(普通关卡),5021,,0.7,0.9,0.5
676,11509,(掉落物品2防御42)(普通15-06)(普通关卡),,,0.7,0.9,0.5
677,11509,(掉落物品1强化药剂)(普通15-07)(普通关卡),5021,,0.7,0.9,0.5
681,11510,(掉落物品2防御42)(普通15-07)(普通关卡),,,0.7,0.9,0.5
682,11510,(掉落物品1强化药剂)(普通15-08)(普通关卡),5021,,0.7,0.9,0.5
686,11601,(掉落物品2技能42)(普通15-08)(普通关卡),,,0.7,0.9,0.5
687,11601,(掉落物品1强化药剂)(普通15-09)(普通关卡),5022,,0.7,0.9,0.5
688,11601,(掉落物品2技能42)(普通15-09)(普通关卡),5014,,0.1,0.3,0.5
691,11602,(掉落物品1强化药剂)(普通15-10)(普通关卡),,,0.7,0.9,0.5
692,11602,(掉落物品2技能42)(普通15-10)(普通关卡),5022,,0.7,0.9,0.5
693,11602,(掉落物品1强化药剂)(普通16-01)(普通关卡),5014,,0.1,0.3,0.5
696,11603,(掉落物品2攻击51)(普通16-01)(普通关卡),,,0.7,0.9,0.5
697,11603,(掉落物品3防御33)(普通16-01)(普通关卡),5022,,0.7,0.9,0.5
698,11603,(掉落物品1强化药剂)(普通16-02)(普通关卡),5014,,0.1,0.3,0.5
701,11604,(掉落物品2攻击51)(普通16-02)(普通关卡),,,0.7,0.9,0.5
702,11604,(掉落物品3防御33)(普通16-02)(普通关卡),5022,,0.7,0.9,0.5
703,11604,(掉落物品1强化药剂)(普通16-03)(普通关卡),5014,,0.1,0.3,0.5
706,11605,(掉落物品2攻击51)(普通16-03)(普通关卡),,,0.7,0.9,0.5
707,11605,(掉落物品3防御33)(普通16-03)(普通关卡),5023,,0.7,0.9,0.5
708,11605,(掉落物品1强化药剂)(普通16-04)(普通关卡),5015,,0.1,0.3,0.5
711,11606,(掉落物品2攻击51)(普通16-04)(普通关卡),,,0.7,0.9,0.5
712,11606,(掉落物品3防御33)(普通16-04)(普通关卡),5023,,0.7,0.9,0.5
713,11606,(掉落物品1强化药剂)(普通16-05)(普通关卡),5015,,0.1,0.3,0.5
716,11607,(掉落物品2防御51)(普通16-05)(普通关卡),,,0.7,0.9,0.5
717,11607,(掉落物品3技能33)(普通16-05)(普通关卡),5023,,0.7,0.9,0.5
718,11607,(掉落物品1强化药剂)(普通16-06)(普通关卡),5015,,0.1,0.3,0.5
721,11608,(掉落物品2防御51)(普通16-06)(普通关卡),,,0.7,0.9,0.5
722,11608,(掉落物品3技能33)(普通16-06)(普通关卡),5024,,0.7,0.9,0.5
723,11608,(掉落物品1强化药剂)(普通16-07)(普通关卡),5013,,0.1,0.3,0.5
726,11609,(掉落物品2防御51)(普通16-07)(普通关卡),,,0.7,0.9,0.5
727,11609,(掉落物品3技能33)(普通16-07)(普通关卡),5024,,0.7,0.9,0.5
728,11609,(掉落物品1强化药剂)(普通16-08)(普通关卡),5013,,0.1,0.3,0.5
731,11610,(掉落物品2技能51)(普通16-08)(普通关卡),,,0.7,0.9,0.5
732,11610,(掉落物品3攻击33)(普通16-08)(普通关卡),5024,,0.7,0.9,0.5
733,11610,(掉落物品1强化药剂)(普通16-09)(普通关卡),5013,,0.1,0.3,0.5
736,11701,(掉落物品2技能51)(普通16-09)(普通关卡),,,0.7,0.9,0.5
737,11701,(掉落物品3攻击33)(普通16-09)(普通关卡),5022,,0.7,0.9,0.5
741,11702,(掉落物品1强化药剂)(普通16-10)(普通关卡),,,0.7,0.9,0.5
742,11702,(掉落物品2技能51)(普通16-10)(普通关卡),5022,,0.7,0.9,0.5
746,11703,(掉落物品3攻击33)(普通16-10)(普通关卡),,,0.7,0.9,0.5
747,11703,(掉落物品1强化药剂)(普通17-01)(普通关卡),5022,,0.7,0.9,0.5
751,11704,(掉落物品2攻击51)(普通17-01)(普通关卡),,,0.7,0.9,0.5
752,11704,(掉落物品1强化药剂)(普通17-02)(普通关卡),5022,,0.7,0.9,0.5
756,11705,(掉落物品2攻击51)(普通17-02)(普通关卡),,,0.7,0.9,0.5
757,11705,(掉落物品1强化药剂)(普通17-03)(普通关卡),5023,,0.7,0.9,0.5
761,11706,(掉落物品2攻击51)(普通17-03)(普通关卡),,,0.7,0.9,0.5
762,11706,(掉落物品1强化药剂)(普通17-04)(普通关卡),5023,,0.7,0.9,0.5
766,11707,(掉落物品2攻击51)(普通17-04)(普通关卡),,,0.7,0.9,0.5
767,11707,(掉落物品1强化药剂)(普通17-05)(普通关卡),5023,,0.7,0.9,0.5
771,11708,(掉落物品2防御51)(普通17-05)(普通关卡),,,0.7,0.9,0.5
772,11708,(掉落物品1强化药剂)(普通17-06)(普通关卡),5024,,0.7,0.9,0.5
776,11709,(掉落物品2防御51)(普通17-06)(普通关卡),,,0.7,0.9,0.5
777,11709,(掉落物品1强化药剂)(普通17-07)(普通关卡),5024,,0.7,0.9,0.5
781,11710,(掉落物品2防御51)(普通17-07)(普通关卡),,,0.7,0.9,0.5
782,11710,(掉落物品1强化药剂)(普通17-08)(普通关卡),5024,,0.7,0.9,0.5
786,11801,(掉落物品2技能51)(普通17-08)(普通关卡),,,0.7,0.9,0.5
787,11801,(掉落物品1强化药剂)(普通17-09)(普通关卡),5025,,0.7,0.9,0.5
788,11801,(掉落物品2技能51)(普通17-09)(普通关卡),5017,,0.1,0.3,0.5
791,11802,(掉落物品1强化药剂)(普通17-10)(普通关卡),,,0.7,0.9,0.5
792,11802,(掉落物品2技能51)(普通17-10)(普通关卡),5025,,0.7,0.9,0.5
793,11802,(掉落物品1强化药剂)(普通18-01)(普通关卡),5017,,0.1,0.3,0.5
796,11803,(掉落物品2攻击52)(普通18-01)(普通关卡),,,0.7,0.9,0.5
797,11803,(掉落物品3防御41)(普通18-01)(普通关卡),5025,,0.7,0.9,0.5
798,11803,(掉落物品1强化药剂)(普通18-02)(普通关卡),5017,,0.1,0.3,0.5
801,11804,(掉落物品2攻击52)(普通18-02)(普通关卡),,,0.7,0.9,0.5
802,11804,(掉落物品3防御41)(普通18-02)(普通关卡),5025,,0.7,0.9,0.5
803,11804,(掉落物品1强化药剂)(普通18-03)(普通关卡),5017,,0.1,0.3,0.5
806,11805,(掉落物品2攻击52)(普通18-03)(普通关卡),,,0.7,0.9,0.5
807,11805,(掉落物品3防御41)(普通18-03)(普通关卡),5026,,0.7,0.9,0.5
808,11805,(掉落物品1强化药剂)(普通18-04)(普通关卡),5018,,0.1,0.3,0.5
811,11806,(掉落物品2攻击52)(普通18-04)(普通关卡),,,0.7,0.9,0.5
812,11806,(掉落物品3防御41)(普通18-04)(普通关卡),5026,,0.7,0.9,0.5
813,11806,(掉落物品1强化药剂)(普通18-05)(普通关卡),5018,,0.1,0.3,0.5
816,11807,(掉落物品2防御52)(普通18-05)(普通关卡),,,0.7,0.9,0.5
817,11807,(掉落物品3技能41)(普通18-05)(普通关卡),5026,,0.7,0.9,0.5
818,11807,(掉落物品1强化药剂)(普通18-06)(普通关卡),5018,,0.1,0.3,0.5
821,11808,(掉落物品2防御52)(普通18-06)(普通关卡),,,0.7,0.9,0.5
822,11808,(掉落物品3技能41)(普通18-06)(普通关卡),5027,,0.7,0.9,0.5
823,11808,(掉落物品1强化药剂)(普通18-07)(普通关卡),5016,,0.1,0.3,0.5
826,11809,(掉落物品2防御52)(普通18-07)(普通关卡),,,0.7,0.9,0.5
827,11809,(掉落物品3技能41)(普通18-07)(普通关卡),5027,,0.7,0.9,0.5
828,11809,(掉落物品1强化药剂)(普通18-08)(普通关卡),5016,,0.1,0.3,0.5
831,11810,(掉落物品2技能52)(普通18-08)(普通关卡),,,0.7,0.9,0.5
832,11810,(掉落物品3攻击41)(普通18-08)(普通关卡),5027,,0.7,0.9,0.5
833,11810,(掉落物品1强化药剂)(普通18-09)(普通关卡),5016,,0.1,0.3,0.5
836,11901,(掉落物品2技能52)(普通18-09)(普通关卡),,,0.7,0.9,0.5
837,11901,(掉落物品3攻击41)(普通18-09)(普通关卡),5028,,0.7,0.9,0.5
841,11902,(掉落物品1强化药剂)(普通18-10)(普通关卡),,,0.7,0.9,0.5
842,11902,(掉落物品2技能52)(普通18-10)(普通关卡),5028,,0.7,0.9,0.5
846,11903,(掉落物品3攻击41)(普通18-10)(普通关卡),,,0.7,0.9,0.5
847,11903,(掉落物品1强化药剂)(普通19-01)(普通关卡),5028,,0.7,0.9,0.5
851,11904,(掉落物品2攻击53)(普通19-01)(普通关卡),,,0.7,0.9,0.5
852,11904,(掉落物品1强化药剂)(普通19-02)(普通关卡),5028,,0.7,0.9,0.5
856,11905,(掉落物品2攻击53)(普通19-02)(普通关卡),,,0.7,0.9,0.5
857,11905,(掉落物品1强化药剂)(普通19-03)(普通关卡),5029,,0.7,0.9,0.5
861,11906,(掉落物品2攻击53)(普通19-03)(普通关卡),,,0.7,0.9,0.5
862,11906,(掉落物品1强化药剂)(普通19-04)(普通关卡),5029,,0.7,0.9,0.5
866,11907,(掉落物品2攻击53)(普通19-04)(普通关卡),,,0.7,0.9,0.5
867,11907,(掉落物品1强化药剂)(普通19-05)(普通关卡),5029,,0.7,0.9,0.5
871,11908,(掉落物品2防御53)(普通19-05)(普通关卡),,,0.7,0.9,0.5
872,11908,(掉落物品1强化药剂)(普通19-06)(普通关卡),5030,,0.7,0.9,0.5
876,11909,(掉落物品2防御53)(普通19-06)(普通关卡),,,0.7,0.9,0.5
877,11909,(掉落物品1强化药剂)(普通19-07)(普通关卡),5030,,0.7,0.9,0.5
881,11910,(掉落物品2防御53)(普通19-07)(普通关卡),,,0.7,0.9,0.5
882,11910,(掉落物品1强化药剂)(普通19-08)(普通关卡),5030,,0.7,0.9,0.5
886,12001,(掉落物品2技能53)(普通19-08)(普通关卡),,,0.7,0.9,0.5
887,12001,(掉落物品1强化药剂)(普通19-09)(普通关卡),5031,,0.7,0.9,0.5
888,12001,(掉落物品2技能53)(普通19-09)(普通关卡),5020,,0.1,0.3,0.5
891,12002,(掉落物品1强化药剂)(普通19-10)(普通关卡),,,0.7,0.9,0.5
892,12002,(掉落物品2技能53)(普通19-10)(普通关卡),5031,,0.7,0.9,0.5
893,12002,(掉落物品1强化药剂)(普通20-01)(普通关卡),5020,,0.1,0.3,0.5
896,12003,(掉落物品2攻击54)(普通20-01)(普通关卡),,,0.7,0.9,0.5
897,12003,(掉落物品3防御42)(普通20-01)(普通关卡),5031,,0.7,0.9,0.5
898,12003,(掉落物品1强化药剂)(普通20-02)(普通关卡),5020,,0.1,0.3,0.5
901,12004,(掉落物品2攻击54)(普通20-02)(普通关卡),,,0.7,0.9,0.5
902,12004,(掉落物品3防御42)(普通20-02)(普通关卡),5031,,0.7,0.9,0.5
903,12004,(掉落物品1强化药剂)(普通20-03)(普通关卡),5020,,0.1,0.3,0.5
906,12005,(掉落物品2攻击54)(普通20-03)(普通关卡),,,0.7,0.9,0.5
907,12005,(掉落物品3防御42)(普通20-03)(普通关卡),5032,,0.7,0.9,0.5
908,12005,(掉落物品1强化药剂)(普通20-04)(普通关卡),5021,,0.1,0.3,0.5
911,12006,(掉落物品2攻击54)(普通20-04)(普通关卡),,,0.7,0.9,0.5
912,12006,(掉落物品3防御42)(普通20-04)(普通关卡),5032,,0.7,0.9,0.5
913,12006,(掉落物品1强化药剂)(普通20-05)(普通关卡),5021,,0.1,0.3,0.5
916,12007,(掉落物品2防御54)(普通20-05)(普通关卡),,,0.7,0.9,0.5
917,12007,(掉落物品3技能42)(普通20-05)(普通关卡),5032,,0.7,0.9,0.5
918,12007,(掉落物品1强化药剂)(普通20-06)(普通关卡),5021,,0.1,0.3,0.5
921,12008,(掉落物品2防御54)(普通20-06)(普通关卡),,,0.7,0.9,0.5
922,12008,(掉落物品3技能42)(普通20-06)(普通关卡),5033,,0.7,0.9,0.5
923,12008,(掉落物品1强化药剂)(普通20-07)(普通关卡),5019,,0.1,0.3,0.5
926,12009,(掉落物品2防御54)(普通20-07)(普通关卡),,,0.7,0.9,0.5
927,12009,(掉落物品3技能42)(普通20-07)(普通关卡),5033,,0.7,0.9,0.5
928,12009,(掉落物品1强化药剂)(普通20-08)(普通关卡),5019,,0.1,0.3,0.5
931,12010,(掉落物品2技能54)(普通20-08)(普通关卡),,,0.7,0.9,0.5
932,12010,(掉落物品3攻击42)(普通20-08)(普通关卡),5033,,0.7,0.9,0.5
933,12010,(掉落物品1强化药剂)(普通20-09)(普通关卡),5019,,0.1,0.3,0.5
936,12101,(掉落物品2技能54)(普通20-09)(普通关卡),,,0.7,0.9,0.5
937,12101,(掉落物品3攻击42)(普通20-09)(普通关卡),5034,,0.7,0.9,0.5
941,12102,(掉落物品1强化药剂)(普通20-10)(普通关卡),,,0.7,0.9,0.5
942,12102,(掉落物品2技能54)(普通20-10)(普通关卡),5034,,0.7,0.9,0.5
946,12103,(掉落物品3攻击42)(普通20-10)(普通关卡),,,0.7,0.9,0.5
947,12103,(掉落物品1强化药剂)(普通21-01)(普通关卡),5034,,0.7,0.9,0.5
951,12104,(掉落物品2攻击55)(普通21-01)(普通关卡),,,0.7,0.9,0.5
952,12104,(掉落物品1强化药剂)(普通21-02)(普通关卡),5034,,0.7,0.9,0.5
956,12105,(掉落物品2攻击55)(普通21-02)(普通关卡),,,0.7,0.9,0.5
957,12105,(掉落物品1强化药剂)(普通21-03)(普通关卡),5035,,0.7,0.9,0.5
961,12106,(掉落物品2攻击55)(普通21-03)(普通关卡),,,0.7,0.9,0.5
962,12106,(掉落物品1强化药剂)(普通21-04)(普通关卡),5035,,0.7,0.9,0.5
966,12107,(掉落物品2攻击55)(普通21-04)(普通关卡),,,0.7,0.9,0.5
967,12107,(掉落物品1强化药剂)(普通21-05)(普通关卡),5035,,0.7,0.9,0.5
971,12108,(掉落物品2防御55)(普通21-05)(普通关卡),,,0.7,0.9,0.5
972,12108,(掉落物品1强化药剂)(普通21-06)(普通关卡),5036,,0.7,0.9,0.5
976,12109,(掉落物品2防御55)(普通21-06)(普通关卡),,,0.7,0.9,0.5
977,12109,(掉落物品1强化药剂)(普通21-07)(普通关卡),5036,,0.7,0.9,0.5
981,12110,(掉落物品2防御55)(普通21-07)(普通关卡),,,0.7,0.9,0.5
982,12110,(掉落物品1强化药剂)(普通21-08)(普通关卡),5036,,0.7,0.9,0.5
986,12201,(掉落物品2技能55)(普通21-08)(普通关卡),,,0.7,0.9,0.5
987,12201,(掉落物品1强化药剂)(普通21-09)(普通关卡),5037,,0.7,0.9,0.5
988,12201,(掉落物品2技能55)(普通21-09)(普通关卡),5024,,0.1,0.3,0.5
991,12202,(掉落物品1强化药剂)(普通21-10)(普通关卡),,,0.7,0.9,0.5
992,12202,(掉落物品2技能55)(普通21-10)(普通关卡),5037,,0.7,0.9,0.5
993,12202,(掉落物品1强化药剂)(普通22-01)(普通关卡),5024,,0.1,0.3,0.5
996,12203,(掉落物品2攻击61)(普通22-01)(普通关卡),,,0.7,0.9,0.5
997,12203,(掉落物品3技能51)(普通22-01)(普通关卡),5037,,0.7,0.9,0.5
998,12203,(掉落物品1强化药剂)(普通22-02)(普通关卡),5024,,0.1,0.3,0.5
1001,12204,(掉落物品2攻击61)(普通22-02)(普通关卡),,,0.7,0.9,0.5
1002,12204,(掉落物品3技能51)(普通22-02)(普通关卡),5037,,0.7,0.9,0.5
1003,12204,(掉落物品1强化药剂)(普通22-03)(普通关卡),5024,,0.1,0.3,0.5
1006,12205,(掉落物品2攻击61)(普通22-03)(普通关卡),,,0.7,0.9,0.5
1007,12205,(掉落物品3技能51)(普通22-03)(普通关卡),5038,,0.7,0.9,0.5
1008,12205,(掉落物品1强化药剂)(普通22-04)(普通关卡),5022,,0.1,0.3,0.5
1011,12206,(掉落物品2攻击61)(普通22-04)(普通关卡),,,0.7,0.9,0.5
1012,12206,(掉落物品3技能51)(普通22-04)(普通关卡),5038,,0.7,0.9,0.5
1013,12206,(掉落物品1强化药剂)(普通22-05)(普通关卡),5022,,0.1,0.3,0.5
1016,12207,(掉落物品2防御61)(普通22-05)(普通关卡),,,0.7,0.9,0.5
1017,12207,(掉落物品3攻击51)(普通22-05)(普通关卡),5038,,0.7,0.9,0.5
1018,12207,(掉落物品1强化药剂)(普通22-06)(普通关卡),5022,,0.1,0.3,0.5
1021,12208,(掉落物品2防御61)(普通22-06)(普通关卡),,,0.7,0.9,0.5
1022,12208,(掉落物品3攻击51)(普通22-06)(普通关卡),5039,,0.7,0.9,0.5
1023,12208,(掉落物品1强化药剂)(普通22-07)(普通关卡),5023,,0.1,0.3,0.5
1026,12209,(掉落物品2防御61)(普通22-07)(普通关卡),,,0.7,0.9,0.5
1027,12209,(掉落物品3攻击51)(普通22-07)(普通关卡),5039,,0.7,0.9,0.5
1028,12209,(掉落物品1强化药剂)(普通22-08)(普通关卡),5023,,0.1,0.3,0.5
1031,12210,(掉落物品2技能61)(普通22-08)(普通关卡),,,0.7,0.9,0.5
1032,12210,(掉落物品3防御51)(普通22-08)(普通关卡),5039,,0.7,0.9,0.5
1033,12210,(掉落物品1强化药剂)(普通22-09)(普通关卡),5023,,0.1,0.3,0.5
1036,12301,(掉落物品2技能61)(普通22-09)(普通关卡),,,0.7,0.9,0.5
1037,12301,(掉落物品3防御51)(普通22-09)(普通关卡),5040,,0.7,0.9,0.5
1041,12302,(掉落物品1强化药剂)(普通22-10)(普通关卡),,,0.7,0.9,0.5
1042,12302,(掉落物品2技能61)(普通22-10)(普通关卡),5040,,0.7,0.9,0.5
1046,12303,(掉落物品3防御51)(普通22-10)(普通关卡),,,0.7,0.9,0.5
1047,12303,(掉落物品1强化药剂)(普通23-01)(普通关卡),5040,,0.7,0.9,0.5
1051,12304,(掉落物品2攻击62)(普通23-01)(普通关卡),,,0.7,0.9,0.5
1052,12304,(掉落物品1强化药剂)(普通23-02)(普通关卡),5040,,0.7,0.9,0.5
1056,12305,(掉落物品2攻击62)(普通23-02)(普通关卡),,,0.7,0.9,0.5
1057,12305,(掉落物品1强化药剂)(普通23-03)(普通关卡),5041,,0.7,0.9,0.5
1061,12306,(掉落物品2攻击62)(普通23-03)(普通关卡),,,0.7,0.9,0.5
1062,12306,(掉落物品1强化药剂)(普通23-04)(普通关卡),5041,,0.7,0.9,0.5
1066,12307,(掉落物品2攻击62)(普通23-04)(普通关卡),,,0.7,0.9,0.5
1067,12307,(掉落物品1强化药剂)(普通23-05)(普通关卡),5041,,0.7,0.9,0.5
1071,12308,(掉落物品2防御62)(普通23-05)(普通关卡),,,0.7,0.9,0.5
1072,12308,(掉落物品1强化药剂)(普通23-06)(普通关卡),5042,,0.7,0.9,0.5
1076,12309,(掉落物品2防御62)(普通23-06)(普通关卡),,,0.7,0.9,0.5
1077,12309,(掉落物品1强化药剂)(普通23-07)(普通关卡),5042,,0.7,0.9,0.5
1081,12310,(掉落物品2防御62)(普通23-07)(普通关卡),,,0.7,0.9,0.5
1082,12310,(掉落物品1强化药剂)(普通23-08)(普通关卡),5042,,0.7,0.9,0.5
