变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100099,第99关,第99關,Stage 99,Th? 99 Quan,???? 99,,,<{unitId=230593;level=163;advance=15};{unitId=221231;level=163;advance=15};{unitId=231253;level=163;advance=15};{unitId=230783;level=163;advance=15};{unitId=230783;level=163;advance=15}>,<{unitId=251099;level=163;advance=16}>,config/portrait/jinglingtouxiang1/img_154_dzk@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,163,453,453,,,,5,<<1;0;5%>>,{gold=115000;451=30;452=20},<<gold;115000;1>;<451;30;1>;<452;20;1>>,{gold=3900;451=2;libs=<110;111>},<<gold;3900;0>;<451;1;1>;<452;1;1>>,171602,,,,,
100100,第100关,第100關,Stage 100,Th? 100 Quan,???? 100,boss,,<{unitId=231261;level=165;advance=15};{unitId=223021;level=165;advance=15};{unitId=231261;level=165;advance=15};{unitId=230753;level=165;advance=15};{unitId=230753;level=165;advance=15}>,<{unitId=251100;level=165;advance=16}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,165,457,457,,,,5,<<27;0;20%>;<22;0;20%>;<26;1;20%>>,{gold=115000;451=30;941=1},<<gold;115000;1>;<451;30;1>;<941;1;1>>,{gold=3900;452=2;libs=<110;111;112>},<<gold;3900;0>;<451;1;1>;<452;1;1>>,193052,全体怪物受到特伤降低，但是更容易被物理攻击重伤,全體怪物受到特傷降低，但是更容易被物理攻擊重傷,"All monsters are reduced by special injuries, but are more likely to be seriously injured by physical attacks",404404,"?? ???? ?? ?? ??? ?????, ?? ??? ? ?????"
100101,第101关,第101關,Stage 101,Th? 101 Quan,???? 101,,,<{unitId=230464;level=167;advance=16};{unitId=230464;level=167;advance=16};{unitId=233342;level=167;advance=16};{unitId=233342;level=167;advance=16}>,<{unitId=251101;level=167;advance=17}>,config/portrait/jinglingtouxiang1/img_652_blkl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,167,461,461,,,,3,<<1;1;4%>>,{gold=120000;451=30;452=20},<<gold;120000;1>;<451;30;1>;<452;20;1>>,{gold=4000;451=2;libs=<110;111>},<<gold;4000;0>;<451;1;1>;<452;1;1>>,193052,,,,,
100102,第102关,第102關,Stage 102,Th? 102 Quan,???? 102,,,<{unitId=232723;level=169;advance=16};{unitId=220493;level=169;advance=16};{unitId=231503;level=169;advance=16};{unitId=230753;level=169;advance=16};{unitId=230753;level=169;advance=16}>,<{unitId=251102;level=169;advance=17}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,169,465,465,,,,4,<<1;0;4%>;<28;0;4%>>,{gold=120000;451=30;502=1},<<gold;120000;1>;<451;30;1>;<502;1;1>>,{gold=4000;451=2;libs=<110;111>},<<gold;4000;0>;<451;1;1>;<452;1;1>>,193052,,,,,
100103,第103关,第103關,Stage 103,Th? 103 Quan,???? 103,,,<{unitId=233003;level=171;advance=16};{unitId=222233;level=171;advance=16};{unitId=233003;level=171;advance=16};{unitId=230753;level=171;advance=16};{unitId=230753;level=171;advance=16}>,<{unitId=251103;level=171;advance=17}>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,171,469,469,,,,5,<<1;0;7%>>,{gold=120000;451=30;rmb=100},<<gold;120000;1>;<451;30;1>;<rmb;100;1>>,{gold=4000;451=2;libs=<110;111>},<<gold;4000;0>;<451;1;1>;<452;1;1>>,193052,,,,,
100104,第104关,第104關,Stage 104,Th? 104 Quan,???? 104,,,<{unitId=232013;level=173;advance=16};{unitId=232013;level=173;advance=16};{unitId=230283;level=173;advance=16};{unitId=230283;level=173;advance=16}>,<{unitId=251104;level=173;advance=17}>,config/portrait/jinglingtouxiang1/img_389_ttg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,173,473,473,,,,5,<<27;0;7%>;<26;0;7%>>,{gold=120000;451=30;452=20},<<gold;120000;1>;<451;30;1>;<452;20;1>>,{gold=4000;451=2;libs=<110;111>},<<gold;4000;0>;<451;1;1>;<452;1;1>>,193052,,,,,
100105,第105关,第105關,Stage 105,Th? 105 Quan,???? 105,boss,,<{unitId=231394;level=175;advance=16};{unitId=221393;level=175;advance=16};{unitId=230263;level=175;advance=16};{unitId=230761;level=175;advance=16};{unitId=230761;level=175;advance=16}>,<{unitId=251105;level=175;advance=17}>,config/portrait/jinglingtouxiang1/img_151_mh@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,175,477,477,,,,5,<<1;1;10%>;<13;0;10%>;<13;0;10%>>,{gold=120000;451=30;519=1},<<gold;120000;1>;<451;30;1>;<519;1;1>>,{gold=4000;452=1;libs=<110;111;112>},<<gold;4000;0>;<451;1;1>;<452;1;1>>,231660,怪物首领似乎正在沉睡,怪物首領似乎正在沉睡,The monster leader seems to be sleeping,404404,?? ???? ?? ?? ? ? ??
100106,第106关,第106關,Stage 106,Th? 106 Quan,???? 106,,,<{unitId=231863;level=177;advance=17};{unitId=233012;level=177;advance=17};{unitId=233012;level=177;advance=17};{unitId=231863;level=177;advance=17}>,<{unitId=251106;level=177;advance=18}>,config/portrait/jinglingtouxiang1/img_584_sbddb@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,177,481,481,,,,3,<<7;1;4%>;<8;1;4%>>,{gold=125000;451=30;452=20},<<gold;125000;1>;<451;30;1>;<452;20;1>>,{gold=4100;451=2;libs=<110;111>},<<gold;4100;0>;<451;1;1>;<452;1;1>>,231660,,,,,
100107,第107关,第107關,Stage 107,Th? 107 Quan,???? 107,,,<{unitId=231903;level=179;advance=17};{unitId=231903;level=179;advance=17};{unitId=233502;level=179;advance=17};{unitId=221893;level=179;advance=17};{unitId=233502;level=179;advance=17}>,<{unitId=251107;level=179;advance=18}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,179,485,485,,,,4,<<7;0;4%>;<8;0;4%>;<14;0;4%>>,{gold=125000;451=30;502=1},<<gold;125000;1>;<451;30;1>;<502;1;1>>,{gold=4100;451=2;libs=<110;111>},<<gold;4100;0>;<451;1;1>;<452;1;1>>,231660,,,,,
100108,第108关,第108關,Stage 108,Th? 108 Quan,???? 108,,,<{unitId=231221;level=181;advance=17};{unitId=231221;level=181;advance=17};{unitId=232891;level=181;advance=17};{unitId=221903;level=181;advance=17};{unitId=232891;level=181;advance=17}>,<{unitId=251108;level=181;advance=18}>,config/portrait/jinglingtouxiang1/img_601_clg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,181,489,489,,,,5,<<1;0;7%>>,{gold=125000;451=30;rmb=100},<<gold;125000;1>;<451;30;1>;<rmb;100;1>>,{gold=4100;451=2;libs=<110;111>},<<gold;4100;0>;<451;1;1>;<452;1;1>>,231660,,,,,
100109,第109关,第109關,Stage 109,Th? 109 Quan,???? 109,,,<{unitId=231313;level=183;advance=17};{unitId=231313;level=183;advance=17};{unitId=231082;level=183;advance=17};{unitId=231082;level=183;advance=17}>,<{unitId=251109;level=183;advance=18}>,config/portrait/jinglingtouxiang1/img_365_dyhs@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,183,493,493,,,,5,<<27;0;7%>;<26;0;7%>>,{gold=125000;451=30;452=20},<<gold;125000;1>;<451;30;1>;<452;20;1>>,{gold=4100;451=2;libs=<110;111>},<<gold;4100;0>;<451;1;1>;<452;1;1>>,231660,,,,,
100110,第110关,第110關,Stage 110,Th? 110 Quan,???? 110,boss,,<{unitId=232723;level=185;advance=17};{unitId=221303;level=185;advance=17};{unitId=231423;level=185;advance=17};{unitId=230721;level=185;advance=17};{unitId=230721;level=185;advance=17}>,<{unitId=251110;level=185;advance=18}>,config/portrait/jinglingtouxiang1/img_464_cjkx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,185,497,497,,,,5,<<1;1;20%>;<13;0;20%>;<13;0;20%>>,{gold=125000;451=30;501=1},<<gold;125000;1>;<451;30;1>;<501;1;1>>,{gold=4100;452=2;libs=<110;111;112>},<<gold;4100;0>;<451;1;1>;<452;1;1>>,257403,全体怪物受到物伤降低，但是更容易被特殊攻击重伤,全體怪物受到物傷降低，但是更容易被特殊攻擊重傷,"All monsters have reduced physical damage, but are more likely to be seriously injured by special attacks",404404,"?? ???? ?? ?? ??? ?????, ?? ??? ? ?????"
100111,第111关,第111關,Stage 111,Th? 111 Quan,???? 111,,,<{unitId=231241;level=187;advance=17};{unitId=221313;level=187;advance=17};{unitId=231241;level=187;advance=17};{unitId=230803;level=187;advance=17};{unitId=230803;level=187;advance=17}>,<{unitId=251111;level=187;advance=18}>,config/portrait/jinglingtouxiang1/img_614_dyx@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,187,501,501,,,,3,<<9;1;4%>;<10;1;4%>>,{gold=130000;451=30;452=20},<<gold;130000;1>;<451;30;1>;<452;20;1>>,{gold=4200;451=2;libs=<110;111>},<<gold;4200;0>;<451;1;1>;<452;1;1>>,257403,,,,,
100112,第112关,第112關,Stage 112,Th? 112 Quan,???? 112,,,<{unitId=231841;level=189;advance=17};{unitId=231841;level=189;advance=17};{unitId=233143;level=189;advance=17};{unitId=233143;level=189;advance=17}>,<{unitId=251112;level=189;advance=18}>,config/portrait/jinglingtouxiang1/img_359_absl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,189,505,505,,,,4,<<9;0;4%>;<10;0;4%>;<17;0;4%>>,{gold=130000;451=30;502=1},<<gold;130000;1>;<451;30;1>;<502;1;1>>,{gold=4200;451=2;libs=<110;111>},<<gold;4200;0>;<451;1;1>;<452;1;1>>,257403,,,,,
100113,第113关,第113關,Stage 113,Th? 113 Quan,???? 113,,,<{unitId=230741;level=191;advance=17};{unitId=220741;level=191;advance=17};{unitId=230741;level=191;advance=17};{unitId=230013;level=191;advance=17};{unitId=230013;level=191;advance=17}>,<{unitId=251113;level=191;advance=18}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,191,509,509,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=130000;451=30;rmb=100},<<gold;130000;1>;<451;30;1>;<rmb;100;1>>,{gold=4200;451=2;libs=<110;111>},<<gold;4200;0>;<451;1;1>;<452;1;1>>,257403,,,,,
100114,第114关,第114關,Stage 114,Th? 114 Quan,???? 114,,,<{unitId=230462;level=193;advance=17};{unitId=220462;level=193;advance=17};{unitId=230462;level=193;advance=17};{unitId=230464;level=193;advance=17};{unitId=230464;level=193;advance=17}>,<{unitId=251114;level=193;advance=18}>,config/portrait/jinglingtouxiang1/img_68_gl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,193,513,513,,,,5,<<9;0;7%>;<10;0;7%>;<22;0;7%>>,{gold=130000;451=30;452=20},<<gold;130000;1>;<451;30;1>;<452;20;1>>,{gold=4200;451=2;libs=<110;111>},<<gold;4200;0>;<451;1;1>;<452;1;1>>,257403,,,,,
100115,第115关,第115關,Stage 115,Th? 115 Quan,???? 115,boss,,<{unitId=231172;level=195;advance=17};{unitId=221841;level=195;advance=17};{unitId=232822;level=195;advance=17};{unitId=233143;level=195;advance=17};{unitId=233303;level=195;advance=17}>,<{unitId=251115;level=195;advance=18}>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,195,517,517,,,,5,<<9;1;10%>;<10;1;10%>;<13;0;10%>>,{gold=130000;451=30;519=1},<<gold;130000;1>;<451;30;1>;<519;1;1>>,{gold=4200;452=1;libs=<110;111;112>},<<gold;4200;0>;<451;1;1>;<452;1;1>>,274561,精灵被禁锢，似乎与光环单位有关联,精靈被禁錮，似乎與光環單位有關聯,The elf is imprisoned and appears to be connected to the aura unit,404404,"???? ??? ???, ?? ??? ??? ?? ?? ? ??"
100116,第116关,第116關,Stage 116,Th? 116 Quan,???? 116,,,<{unitId=233303;level=197;advance=17};{unitId=220303;level=197;advance=17};{unitId=230452;level=197;advance=17};{unitId=232633;level=197;advance=17}>,<{unitId=251116;level=197;advance=18}>,config/portrait/jinglingtouxiang1/img_534_xjlj@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,197,521,521,,,,3,<<13;1;4%>>,{gold=135000;451=30;452=20},<<gold;135000;1>;<451;30;1>;<452;20;1>>,{gold=4300;451=2;libs=<110;111>},<<gold;4300;0>;<451;1;1>;<452;1;1>>,274561,,,,,
100117,第117关,第117關,Stage 117,Th? 117 Quan,???? 117,,,<{unitId=230393;level=199;advance=17};{unitId=221813;level=199;advance=17};{unitId=230393;level=199;advance=17};{unitId=230593;level=199;advance=17};{unitId=230593;level=199;advance=17}>,<{unitId=251117;level=199;advance=18}>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,199,525,525,,,,4,<<13;0;4%>;<24;0;4%>>,{gold=135000;451=30;502=1},<<gold;135000;1>;<451;30;1>;<502;1;1>>,{gold=4300;451=2;libs=<110;111>},<<gold;4300;0>;<451;1;1>;<452;1;1>>,274561,,,,,
100118,第118关,第118關,Stage 118,Th? 118 Quan,???? 118,,,<{unitId=231313;level=201;advance=17};{unitId=221241;level=201;advance=17};{unitId=231313;level=201;advance=17};{unitId=230632;level=201;advance=17}>,<{unitId=251118;level=201;advance=18}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,201,529,529,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=135000;451=30;rmb=100},<<gold;135000;1>;<451;30;1>;<rmb;100;1>>,{gold=4300;451=2;libs=<110;111>},<<gold;4300;0>;<451;1;1>;<452;1;1>>,274561,,,,,
100119,第119关,第119關,Stage 119,Th? 119 Quan,???? 119,,,<{unitId=232302;level=203;advance=17};{unitId=230093;level=203;advance=17};{unitId=231853;level=203;advance=17};{unitId=230003;level=203;advance=17}>,<{unitId=251119;level=203;advance=18}>,config/portrait/jinglingtouxiang1/img_107_kql@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,203,533,533,,,,5,<<9;0;7%>;<10;0;7%>;<22;0;7%>>,{gold=135000;451=30;452=20},<<gold;135000;1>;<451;30;1>;<452;20;1>>,{gold=4300;451=2;libs=<110;111>},<<gold;4300;0>;<451;1;1>;<452;1;1>>,274561,,,,,
100120,第120关,第120關,Stage 120,Th? 120 Quan,???? 120,boss,,<{unitId=232723;level=205;advance=17};{unitId=223631;level=205;advance=17};{unitId=232723;level=205;advance=17};{unitId=231971;level=205;advance=17};{unitId=231971;level=205;advance=17}>,<{unitId=251120;level=205;advance=18}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,205,537,537,,,,5,<<9;1;20%>;<10;1;20%>;<13;0;20%>>,{gold=135000;451=30;501=1},<<gold;135000;1>;<451;30;1>;<501;1;1>>,{gold=4300;452=2;libs=<110;111;112>},<<gold;4300;0>;<451;1;1>;<452;1;1>>,287432,全体精灵双攻得到提升，击杀光环单位获得双防提升,全體精靈雙攻得到提升，擊殺光環單位獲得雙防提升,"All elves' double attack is improved, and killing aura units gains double defense.",404404,"?? ???? ??&?? ???? ????, ??? ?? ?? ? ??&?? ???? ????"
100121,第121关,第121關,Stage 121,Th? 121 Quan,???? 121,,,<{unitId=230273;level=207;advance=17};{unitId=220273;level=207;advance=17};{unitId=230273;level=207;advance=17};{unitId=230463;level=207;advance=17};{unitId=230463;level=207;advance=17}>,<{unitId=251121;level=207;advance=18}>,config/portrait/jinglingtouxiang1/img_106_ftl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,207,541,541,,,,3,<<1;1;5%>>,{gold=140000;451=30;452=20},<<gold;140000;1>;<451;30;1>;<452;20;1>>,{gold=4400;451=2;libs=<110;111>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,287432,,,,,
100122,第122关,第122關,Stage 122,Th? 122 Quan,???? 122,,,<{unitId=231231;level=209;advance=17};{unitId=221221;level=209;advance=17};{unitId=231231;level=209;advance=17};{unitId=230731;level=209;advance=17};{unitId=230741;level=209;advance=17}>,<{unitId=251122;level=209;advance=18}>,config/portrait/jinglingtouxiang1/img_6_phlx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,209,545,545,,,,4,<<1;0;5%>;<28;0;5%>>,{gold=140000;451=30;502=1},<<gold;140000;1>;<451;30;1>;<502;1;1>>,{gold=4400;451=2;libs=<110;111>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,287432,,,,,
100123,第123关,第123關,Stage 123,Th? 123 Quan,???? 123,,,<{unitId=230393;level=211;advance=17};{unitId=220394;level=211;advance=17};{unitId=230393;level=211;advance=17};{unitId=230753;level=211;advance=17};{unitId=230753;level=211;advance=17}>,<{unitId=251123;level=211;advance=18}>,config/portrait/jinglingtouxiang1/img_94_cjgg@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,211,549,549,,,,5,<<7;0;7%>;<8;0;7%>>,{gold=140000;451=30;rmb=100},<<gold;140000;1>;<451;30;1>;<rmb;100;1>>,{gold=4400;451=2;libs=<110;111>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,287432,,,,,
100124,第124关,第124關,Stage 124,Th? 124 Quan,???? 124,,,<{unitId=233283;level=213;advance=17};{unitId=223283;level=213;advance=17};{unitId=233283;level=213;advance=17};{unitId=230464;level=213;advance=17}>,<{unitId=251124;level=213;advance=18}>,config/portrait/jinglingtouxiang1/img_237_zwl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,213,553,553,,,,5,<<1;0;7%>;<22;0;7%>>,{gold=140000;451=30;452=20},<<gold;140000;1>;<451;30;1>;<452;20;1>>,{gold=4400;451=2;libs=<110;111>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,287432,,,,,
100125,第125关,第125關,Stage 125,Th? 125 Quan,???? 125,boss,,<{unitId=230333;level=215;advance=17};{unitId=220303;level=215;advance=17};{unitId=230482;level=215;advance=17};{unitId=231443;level=215;advance=17};{unitId=231443;level=215;advance=17}>,<{unitId=251125;level=215;advance=18}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,215,557,557,,,,5,<<1;1;10%>;<7;0;10%>;<8;0;10%>>,{gold=140000;451=30;519=1},<<gold;140000;1>;<451;30;1>;<519;1;1>>,{gold=4400;452=1;libs=<110;111;112>},<<gold;4400;0>;<451;1;1>;<452;1;1>>,300303,光环单位可抵挡两次攻击不被受伤,光環單位可抵擋兩次攻擊不被受傷,Aura units can resist two attacks without being injured,404404,??? ??? ? ?? ??? ??? ? ??
100126,第126关,第126關,Stage 126,Th? 126 Quan,???? 126,,,<{unitId=230482;level=217;advance=18};{unitId=230482;level=217;advance=18};{unitId=230572;level=217;advance=18};{unitId=230572;level=217;advance=18}>,<{unitId=251126;level=217;advance=19}>,config/portrait/jinglingtouxiang1/img_110_sdws@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,217,561,561,,,,3,<<7;1;5%>;<8;1;5%>>,{gold=145000;451=30;452=20},<<gold;145000;1>;<451;30;1>;<452;20;1>>,{gold=4500;451=2;libs=<110;111>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,
100127,第127关,第127關,Stage 127,Th? 127 Quan,???? 127,,,<{unitId=230333;level=219;advance=18};{unitId=220372;level=219;advance=18};{unitId=230333;level=219;advance=18};{unitId=233502;level=219;advance=18};{unitId=233502;level=219;advance=18}>,<{unitId=251127;level=219;advance=19}>,config/portrait/jinglingtouxiang1/img_15_cjdzf@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,219,565,565,,,,4,<<7;0;5%>;<8;0;5%>;<14;0;5%>>,{gold=145000;451=30;502=1},<<gold;145000;1>;<451;30;1>;<502;1;1>>,{gold=4500;451=2;libs=<110;111>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,
100128,第128关,第128關,Stage 128,Th? 128 Quan,???? 128,,,<{unitId=233021;level=221;advance=18};{unitId=223021;level=221;advance=18};{unitId=233021;level=221;advance=18};{unitId=232303;level=221;advance=18};{unitId=232303;level=221;advance=18}>,<{unitId=251128;level=221;advance=19}>,config/portrait/jinglingtouxiang1/img_460_cjbxw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,221,569,569,,,,5,<<7;0;7%>;<8;0;7%>>,{gold=145000;451=30;rmb=100},<<gold;145000;1>;<451;30;1>;<rmb;100;1>>,{gold=4500;451=2;libs=<110;111>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,
100129,第129关,第129關,Stage 129,Th? 129 Quan,???? 129,,,<{unitId=230372;level=223;advance=18};{unitId=230372;level=223;advance=18};{unitId=231293;level=223;advance=18};{unitId=231293;level=223;advance=18}>,<{unitId=251129;level=223;advance=19}>,config/portrait/jinglingtouxiang1/img_89_ccn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,223,573,573,,,,5,<<1;0;7%>;<22;0;7%>>,{gold=145000;451=30;452=20},<<gold;145000;1>;<451;30;1>;<452;20;1>>,{gold=4500;451=2;libs=<110;111>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,300303,,,,,
100130,第130关,第130關,Stage 130,Th? 130 Quan,???? 130,boss,,<{unitId=230761;level=225;advance=18};{unitId=221903;level=225;advance=18};{unitId=230761;level=225;advance=18};{unitId=231241;level=225;advance=18};{unitId=231241;level=225;advance=18}>,<{unitId=251130;level=225;advance=19}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,225,577,577,,,,5,<<1;1;20%>;<7;0;20%>;<8;0;20%>>,{gold=145000;451=30;501=1},<<gold;145000;1>;<451;30;1>;<501;1;1>>,{gold=4500;452=2;libs=<110;111;112>},<<gold;4500;0>;<451;1;1>;<452;1;1>>,343204,首领会从其他怪物身上获得重生,首領會從其他怪物身上獲得重生,The boss will respawn from other monsters,404404,??? ?? ???? ?? ??? ? ??
100131,第131关,第131關,Stage 131,Th? 131 Quan,???? 131,,,<{unitId=230082;level=227;advance=18};{unitId=230082;level=227;advance=18};{unitId=232683;level=227;advance=18};{unitId=230173;level=227;advance=18}>,<{unitId=251131;level=227;advance=19}>,config/portrait/jinglingtouxiang1/img_454_dzw@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,227,581,581,,,,3,<<9;1;5%>;<10;1;5%>>,{gold=150000;451=30;452=20},<<gold;150000;1>;<451;30;1>;<452;20;1>>,{gold=4600;451=2;libs=<110;111>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,
100132,第132关,第132關,Stage 132,Th? 132 Quan,???? 132,,,<{unitId=233543;level=229;advance=18};{unitId=222233;level=229;advance=18};{unitId=233543;level=229;advance=18};{unitId=231893;level=229;advance=18};{unitId=231893;level=229;advance=18}>,<{unitId=251132;level=229;advance=19}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,229,585,585,,,,4,<<9;0;5%>;<10;0;5%>;<17;0;5%>>,{gold=150000;451=30;502=1},<<gold;150000;1>;<451;30;1>;<502;1;1>>,{gold=4600;451=2;libs=<110;111>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,
100133,第133关,第133關,Stage 133,Th? 133 Quan,???? 133,,,<{unitId=230263;level=231;advance=18};{unitId=221903;level=231;advance=18};{unitId=230771;level=231;advance=18};{unitId=231393;level=231;advance=18};{unitId=231393;level=231;advance=18}>,<{unitId=251133;level=231;advance=19}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,231,589,589,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=150000;451=30;rmb=100},<<gold;150000;1>;<451;30;1>;<rmb;100;1>>,{gold=4600;451=2;libs=<110;111>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,
100134,第134关,第134關,Stage 134,Th? 134 Quan,???? 134,,,<{unitId=230173;level=233;advance=18};{unitId=230173;level=233;advance=18};{unitId=232683;level=233;advance=18};{unitId=232683;level=233;advance=18}>,<{unitId=251134;level=233;advance=19}>,config/portrait/jinglingtouxiang1/img_545_wgw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,233,593,593,,,,5,<<9;0;7%>;<10;0;7%>;<24;0;7%>>,{gold=150000;451=30;452=20},<<gold;150000;1>;<451;30;1>;<452;20;1>>,{gold=4600;451=2;libs=<110;111>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,343204,,,,,
100135,第135关,第135關,Stage 135,Th? 135 Quan,???? 135,boss,,<{unitId=230753;level=235;advance=18};{unitId=223543;level=235;advance=18};{unitId=230753;level=235;advance=18};{unitId=231893;level=235;advance=18};{unitId=231893;level=235;advance=18}>,<{unitId=251135;level=235;advance=19}>,config/portrait/jinglingtouxiang1/img_373_bfl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,235,597,597,,,,5,<<9;1;10%>;<10;1;10%>;<7;0;10%>>,{gold=150000;451=30;519=1},<<gold;150000;1>;<451;30;1>;<519;1;1>>,{gold=4600;452=1;libs=<110;111;112>},<<gold;4600;0>;<451;1;1>;<452;1;1>>,386104,精灵入场获得重创，击杀光环单位会恢复一定血量,精靈入場獲得重創，擊殺光環單位會恢復一定血量,"When the elf enters the battlefield and gets a heavy blow, killing the aura unit will restore a certain amount of health",404404,"??? ?? ? ??? ???, ??? ?? ?? ? ?? HP? ????"
100136,第136关,第136關,Stage 136,Th? 136 Quan,???? 136,,,<{unitId=230303;level=237;advance=19};{unitId=230303;level=237;advance=19};{unitId=233342;level=237;advance=19};{unitId=233342;level=237;advance=19}>,<{unitId=251136;level=237;advance=20}>,config/portrait/jinglingtouxiang1/img_76_lly@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,237,601,601,,,,3,<<13;1;5%>>,{gold=155000;451=30;452=20},<<gold;155000;1>;<451;30;1>;<452;20;1>>,{gold=4700;451=2;libs=<110;111>},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,
100137,第137关,第137關,Stage 137,Th? 137 Quan,???? 137,,,<{unitId=230741;level=239;advance=19};{unitId=231231;level=239;advance=19};{unitId=231303;level=239;advance=19};{unitId=231303;level=239;advance=19}>,<{unitId=251137;level=239;advance=20}>,config/portrait/jinglingtouxiang1/img_6_phlx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,239,605,605,,,,4,<<13;0;5%>;<24;0;5%>>,{gold=155000;451=30;502=1},<<gold;155000;1>;<451;30;1>;<502;1;1>>,{gold=4700;451=2;libs=<110;111>},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,
100138,第138关,第138關,Stage 138,Th? 138 Quan,???? 138,,,<{unitId=231813;level=241;advance=19};{unitId=231813;level=241;advance=19};{unitId=233143;level=241;advance=19};{unitId=233143;level=241;advance=19}>,<{unitId=251138;level=241;advance=20}>,config/portrait/jinglingtouxiang1/img_94_cjgg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,241,609,609,,,,5,<<9;0;7%>;<10;0;7%>>,{gold=155000;451=30;rmb=100},<<gold;155000;1>;<451;30;1>;<rmb;100;1>>,{gold=4700;451=2;libs=<110;111>},<<gold;4700;0>;<451;1;1>;<452;1;1>>,386104,,,,,
