变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue,canCompound,__version
21271,凤王碎片,,,,,,config/portrait/jinglingtouxiang/img_250_fw@.png,集齐%d个碎片可以合成#C0xE77421#凤王#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1271,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
21281,时拉比碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_251_slb@.png,集齐%d个碎片可以合成#C0xE77421#时拉比#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1281,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
21291,木守宫碎片,,,,,,config/portrait/jinglingtouxiang/img_252_msg@.png,集齐%d个碎片可以合成#C0xE77421#木守宫#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1291,50,,,,,,20705,21502,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21301,火稚鸡碎片,,,,,,config/portrait/jinglingtouxiang/img_255_hzj@.png,集齐%d个碎片可以合成#C0xE77421#火稚鸡#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1301,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21311,水跃鱼碎片,,,,,,config/portrait/jinglingtouxiang/img_258_syy@.png,集齐%d个碎片可以合成#C0xE77421#水跃鱼#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1311,50,,,,,,shop-2,drawCard-gold,22103,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21351,莲叶童子碎片,,,,,,config/portrait/jinglingtouxiang/img_270_lytz@.png,集齐%d个碎片可以合成#C0xE77421#莲叶童子#C0x55504D#,,,,,,,,3,,,502,{coin5=2},1351,20,,,,,,drawCard-gold,,,,,,,,,,,,,,,,,
21391,拉鲁拉丝碎片,,,,,,config/portrait/jinglingtouxiang/img_280_llls@.png,集齐%d个碎片可以合成#C0xE77421#拉鲁拉丝#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1391,50,,,,,,21203,shop-4,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21411,蘑蘑菇碎片,,,,,,config/portrait/jinglingtouxiang/img_285_mmg@.png,集齐%d个碎片可以合成#C0xE77421#蘑蘑菇#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1411,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21421,懒人獭碎片,,,,,,config/portrait/jinglingtouxiang/img_287_lrt@.png,集齐%d个碎片可以合成#C0xE77421#懒人獭#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1421,50,,,,,,21103,21602,shop-4,drawCard-gold,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21441,咕妞妞碎片,,,,,,config/portrait/jinglingtouxiang/img_293_gzz@.png,集齐%d个碎片可以合成#C0xE77421#咕妞妞#C0x55504D#,,,,,,,,,,,502,{coin5=5},1441,30,,,,,,20702,drawCard-gold,,,,,,,,,,,,,,,,
21481,勾魂眼碎片,,,,,,config/portrait/jinglingtouxiang/img_302_ghy@.png,集齐%d个碎片可以合成#C0xE77421#勾魂眼#C0x55504D#,,,,,,,,,,,502,{coin5=5},1481,30,,,,,,22701,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21501,可可多拉碎片,,,,,,config/portrait/jinglingtouxiang/img_304_kkdl@.png,集齐%d个碎片可以合成#C0xE77421#可可多拉#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1501,50,,,,,,21105,21503,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21511,玛沙那碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_307_msn@.png,集齐%d个碎片可以合成#C0xE77421#玛沙那#C0x55504D#,,,,,,,,,,,502,{coin5=5},1511,30,,,,,,23001,,,,,,,,,,,,,,,,,
21611,呆火驼碎片,,,,,,config/portrait/jinglingtouxiang/img_322_dht@.png,集齐%d个碎片可以合成#C0xE77421#呆火驼#C0x55504D#,,,,,,,,,,,502,{coin5=5},1611,30,,,,,,20601,drawCard-gold,,,,,,,,,,,,,,,,
21641,晃晃斑碎片,<cn;tw;kr;en;en_us;en_eu>,<cn>,,,,config/portrait/jinglingtouxiang/img_327_hhb@.png,集齐%d个碎片可以合成#C0xE77421#晃晃斑#C0x55504D#,,,,,,,,,,,502,{coin5=5},1641,30,,,,,,drawCard-gold,22501,,,,,,,,,,,,,,,,
21651,大颚蚁碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_328_dey@.png,集齐%d个碎片可以合成#C0xE77421#大颚蚁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1651,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21671,青绵鸟碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_333_qmn@.png,集齐%d个碎片可以合成#C0xE77421#青绵鸟#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1671,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21771,丑丑鱼碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_349_ccy@.png,集齐%d个碎片可以合成#C0xE77421#丑丑鱼#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1771,50,,,,,,shop-13,22702,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21801,怨影娃娃碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_353_yyww@.png,集齐%d个碎片可以合成#C0xE77421#怨影娃娃#C0x55504D#,,,,,,,,,,,502,{coin5=5},1801,30,,,,,,drawCard-gold,22104,,,,,,,,,,,,,,,,
21811,夜巡灵碎片,,,,,,config/portrait/jinglingtouxiang/img_355_yxl@.png,集齐%d个碎片可以合成#C0xE77421#夜巡灵#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1811,50,,,,,,21005,21705,shop-7,drawCard-gold,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21841,阿勃梭鲁碎片,,,,,,config/portrait/jinglingtouxiang/img_359_absl@.png,集齐%d个碎片可以合成#C0xE77421#阿勃梭鲁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1841,50,,,,,,21303,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21851,雪童子碎片,,,,,,config/portrait/jinglingtouxiang/img_361_xtz@.png,集齐%d个碎片可以合成#C0xE77421#雪童子#C0x55504D#,,,,,,,,,,,502,{coin5=5},1851,30,,,,,,shop-9,drawCard-gold,,,,,,,,,,,,,,,,
21861,海豹球碎片,,,,,,config/portrait/jinglingtouxiang/img_363_hbq@.png,集齐%d个碎片可以合成#C0xE77421#海豹球#C0x55504D#,,,,,,,,,,,502,{coin5=5},1861,30,,,,,,20904,shop-6,drawCard-gold,,,,,,,,,,,,,,,
21891,宝贝龙碎片,,,,,,config/portrait/jinglingtouxiang/img_371_bbl@.png,集齐%d个碎片可以合成#C0xE77421#宝贝龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1891,50,,,,,,shop-7,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21901,铁哑铃碎片,,,,,,config/portrait/jinglingtouxiang/img_374_tyl@.png,集齐%d个碎片可以合成#C0xE77421#铁哑铃#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1901,50,,,,,,shop-10,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21911,雷吉洛克碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_377_ljlk@.png,集齐%d个碎片可以合成#C0xE77421#雷吉洛克#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1911,50,,,,,,shop-12,drawCard-gold,22504,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21921,雷吉艾斯碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_378_ljas@.png,集齐%d个碎片可以合成#C0xE77421#雷吉艾斯#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1921,50,,,,,,shop-12,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21931,雷吉斯奇鲁碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_379_ljsql@.png,集齐%d个碎片可以合成#C0xE77421#雷吉斯奇鲁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1931,50,,,,,,shop-12,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21941,拉帝亚斯碎片,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,,,,config/portrait/jinglingtouxiang/img_380_ldys@.png,集齐%d个碎片可以合成#C0xE77421#拉帝亚斯#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1941,50,,,,,,shop-15,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21951,拉帝欧斯碎片,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,,,,config/portrait/jinglingtouxiang/img_381_ldos@.png,集齐%d个碎片可以合成#C0xE77421#拉帝欧斯#C0x55504D#,,,,,,,,5,,,502,{coin5=10},1951,50,,,,,,shop-15,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
21961,盖欧卡碎片,,,,,,config/portrait/jinglingtouxiang/img_382_gok@.png,集齐%d个碎片可以合成#C0xE77421#盖欧卡#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1961,80,,,,,,shop-12,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
21971,固拉多碎片,,,,,,config/portrait/jinglingtouxiang/img_383_gld@.png,集齐%d个碎片可以合成#C0xE77421#固拉多#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1971,80,,,,,,shop-10,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
21981,裂空座碎片,,,,,,config/portrait/jinglingtouxiang/img_384_lkz@.png,集齐%d个碎片可以合成#C0xE77421#裂空座#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1981,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
21991,基拉祈碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_385_jlq@.png,集齐%d个碎片可以合成#C0xE77421#基拉祈#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},1991,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22011,草苗龟碎片,,,,,,config/portrait/jinglingtouxiang/img_387_cmg@.png,集齐%d个碎片可以合成#C0xE77421#草苗龟#C0x55504D#,,,,,,,,,,,502,{coin5=5},2011,30,,,,,,21204,shop-2,drawCard-gold,,,,,,,,,,,,,,,
22021,小火焰猴碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_390_xhyh@.png,集齐%d个碎片可以合成#C0xE77421#小火焰猴#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2021,50,,,,,,shop-16,23101,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22031,波加曼碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_393_bjm@.png,集齐%d个碎片可以合成#C0xE77421#波加曼#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2031,50,,,,,,drawCard-gold,shop-10,22202,22502,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22041,姆克儿碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_396_mke@.png,集齐%d个碎片可以合成#C0xE77421#姆克儿#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2041,50,,,,,,23004,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22071,小猫怪碎片,,,,,,config/portrait/jinglingtouxiang/img_403_xmg@.png,集齐%d个碎片可以合成#C0xE77421#小猫怪#C0x55504D#,,,,,,,,,,,502,{coin5=5},2071,30,,,,,,21104,shop-7,drawCard-gold,,,,,,,,,,,,,,,
22121,帕奇利兹碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_417_pqlz@.png,集齐%d个碎片可以合成#C0xE77421#帕奇利兹#C0x55504D#,,,,,,,,,,,502,{coin5=5},2121,30,,,,,,22901,,,,,,,,,,,,,,,,,
22131,泳圈鼬碎片,,,,,,config/portrait/jinglingtouxiang/img_418_yqy@.png,集齐%d个碎片可以合成#C0xE77421#泳圈鼬#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2131,50,,,,,,22902,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22231,圆陆鲨碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_443_yls@.png,集齐%d个碎片可以合成#C0xE77421#圆陆鲨#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2231,50,,,,,,shop-10,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22241,利欧路碎片,,,,,,config/portrait/jinglingtouxiang/img_447_lol@.png,集齐%d个碎片可以合成#C0xE77421#利欧路#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2241,50,,,,,,shop-13,22404,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22271,不良蛙碎片,,,,,,config/portrait/jinglingtouxiang/img_453_blw@.png,集齐%d个碎片可以合成#C0xE77421#不良蛙#C0x55504D#,,,,,,,,,,,502,{coin5=5},2271,30,,,,,,20901,drawCard-gold,,,,,,,,,,,,,,,,
22301,雪笠怪碎片,,,,,,config/portrait/jinglingtouxiang/img_459_xzg@.png,集齐%d个碎片可以合成#C0xE77421#雪笠怪#C0x55504D#,,,,,,,,,,,502,{coin5=5},2301,30,,,,,,20804,drawCard-gold,,,,,,,,,,,,,,,,
22321,由克希碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_480_ykx@.png,集齐%d个碎片可以合成#C0xE77421#由克希#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2321,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22331,艾姆利多碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_481_amld@.png,集齐%d个碎片可以合成#C0xE77421#艾姆利多#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2331,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22341,亚克诺姆碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_482_yknm@.png,集齐%d个碎片可以合成#C0xE77421#亚克诺姆#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2341,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22351,帝牙卢卡碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_483_dylk@.png,集齐%d个碎片可以合成#C0xE77421#帝牙卢卡#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2351,80,,,,,,shop-17,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22352,帝牙卢卡·起源碎片,<cn;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_483_dylkqy@.png,集齐%d个碎片可以合成#C0xE77421#帝牙卢卡·起源#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2352,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22361,帕路奇亚碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_484_plqy@.png,集齐%d个碎片可以合成#C0xE77421#帕路奇亚#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2361,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22362,帕路奇亚·起源碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_484_plqyqy@.png,集齐%d个碎片可以合成#C0xE77421#帕路奇亚·起源#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2362,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22371,席多蓝恩碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_485_xdle@.png,集齐%d个碎片可以合成#C0xE77421#席多蓝恩#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2371,50,,,,,,shop-19,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22381,雷吉奇卡斯碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_486_ljqks@.png,集齐%d个碎片可以合成#C0xE77421#雷吉奇卡斯#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2381,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22391,骑拉帝纳碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_487_qldn@.png,集齐%d个碎片可以合成#C0xE77421#骑拉帝纳#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2391,80,,,,,,shop-21,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22401,克雷色利亚碎片,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,,,,config/portrait/jinglingtouxiang/img_488_klsly@.png,集齐%d个碎片可以合成#C0xE77421#克雷色利亚#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2401,50,,,,,,shop-13,drawCard-gold,22402,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22411,霏欧纳碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_489_fon@.png,集齐%d个碎片可以合成#C0xE77421#霏欧纳#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2411,50,,,,,,shop-21,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22421,玛纳霏碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_490_mnf@.png,集齐%d个碎片可以合成#C0xE77421#玛纳霏#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2421,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22431,达克莱伊碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_491_dkly@.png,集齐%d个碎片可以合成#C0xE77421#达克莱伊#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2431,80,,,,,,shop-16,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22441,谢米碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_492_xm@.png,集齐%d个碎片可以合成#C0xE77421#谢米#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2441,80,,,,,,shop-19,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22461,比克提尼碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_494_bktn@.png,集齐%d个碎片可以合成#C0xE77421#比克提尼#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},2461,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
22471,藤藤蛇碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_495_tts@.png,集齐%d个碎片可以合成#C0xE77421#藤藤蛇#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2471,50,,,,,,shop-13,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22481,暖暖猪碎片,,,,,,config/portrait/jinglingtouxiang/img_498_nnz@.png,集齐%d个碎片可以合成#C0xE77421#暖暖猪#C0x55504D#,,,,,,,,,,,502,{coin5=5},2481,30,,,,,,20102,drawCard-gold,,,,,,,,,,,,,,,,
22491,水水獭碎片,,,,,,config/portrait/jinglingtouxiang/img_501_sst@.png,集齐%d个碎片可以合成#C0xE77421#水水獭#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2491,50,,,,,,shop-6,22802,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22591,石丸子碎片,,,,,,config/portrait/jinglingtouxiang/img_524_swz@.png,集齐%d个碎片可以合成#C0xE77421#石丸子#C0x55504D#,,,,,,,,,,,502,{coin5=5},2591,30,,,,,,shop-7,drawCard-gold,,,,,,,,,,,,,,,,
22611,螺钉地鼠碎片,,,,,,config/portrait/jinglingtouxiang/img_529_ldds@.png,集齐%d个碎片可以合成#C0xE77421#螺钉地鼠#C0x55504D#,,,,,,,,,,,502,{coin5=5},2611,30,,,,,,shop-9,drawCard-gold,,,,,,,,,,,,,,,,
22631,搬运小匠碎片,,,,,,config/portrait/jinglingtouxiang/img_532_byxj@.png,集齐%d个碎片可以合成#C0xE77421#搬运小匠#C0x55504D#,,,,,,,,,,,502,{coin5=5},2631,30,,,,,,21201,drawCard-gold,,,,,,,,,,,,,,,,
22681,百足蜈蚣碎片,,,,,,config/portrait/jinglingtouxiang/img_543_bzwg@.png,集齐%d个碎片可以合成#C0xE77421#百足蜈蚣#C0x55504D#,,,,,,,,,,,502,{coin5=5},2681,30,,,,,,21004,drawCard-gold,,,,,,,,,,,,,,,,
22721,黑眼鳄碎片,,,,,,config/portrait/jinglingtouxiang/img_551_hye@.png,集齐%d个碎片可以合成#C0xE77421#黑眼鳄#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2721,50,,,,,,shop-9,drawCard-gold,22105,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22801,始祖小鸟碎片,<cn>,<cn>,,,,config/portrait/jinglingtouxiang/img_566_szxn@.png,集齐%d个碎片可以合成#C0xE77421#始祖小鸟#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2801,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22821,索罗亚碎片,,,,,,config/portrait/jinglingtouxiang/img_570_sly@.png,集齐%d个碎片可以合成#C0xE77421#索罗亚#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2821,50,,,,,,shop-9,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
22831,泡沫栗鼠碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_572_pmls@.png,集齐%d个碎片可以合成#C0xE77421#泡沫栗鼠#C0x55504D#,,,,,,,,,,,502,{coin5=5},2831,30,,,,,,22401,,,,,,,,,,,,,,,,,
22841,哥德宝宝碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_574_gdbb@.png,集齐%d个碎片可以合成#C0xE77421#哥德宝宝#C0x55504D#,,,,,,,,,,,502,{coin5=5},2841,30,,,,,,drawCard-gold,shop-12,22003,,,,,,,,,,,,,,,
22871,迷你冰碎片,,,,,,config/portrait/jinglingtouxiang/img_582_mnb@.png,集齐%d个碎片可以合成#C0xE77421#迷你冰#C0x55504D#,,,,,,,,,,,502,{coin5=5},2871,30,,,,,,20805,21601,drawCard-gold,shop-2,,,,,,,,,,,,,,
22891,电飞鼠碎片,,,,,,config/portrait/jinglingtouxiang/img_587_dfs@.png,集齐%d个碎片可以合成#C0xE77421#电飞鼠#C0x55504D#,,,,,,,,,,,502,{coin5=5},2891,30,,,,,,21304,drawCard-gold,shop-4,,,,,,,,,,,,,,,
22921,轻飘飘·雌碎片,,,,,,config/portrait/jinglingtouxiang/img_592_hqpp@.png,集齐%d个碎片可以合成#C0xE77421#轻飘飘·雌#C0x55504D#,,,,,,,,,,,502,{coin5=5},2921,30,,,,,,21302,drawCard-gold,,,,,,,,,,,,,,,,
22922,轻飘飘·雄碎片,,,,,,config/portrait/jinglingtouxiang/img_592_lqpp@.png,集齐%d个碎片可以合成#C0xE77421#轻飘飘·雄#C0x55504D#,,,,,,,,,,,502,{coin5=5},2922,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,,,
22961,齿轮儿碎片,,,,,,config/portrait/jinglingtouxiang/img_599_cle@.png,集齐%d个碎片可以合成#C0xE77421#齿轮儿#C0x55504D#,,,,,,,,,,,502,{coin5=5},2961,30,,,,,,drawCard-gold,22301,shop-4,,,,,,,,,,,,,,,
22991,烛光灵碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_607_zgl@.png,集齐%d个碎片可以合成#C0xE77421#烛光灵#C0x55504D#,,,,,,,,5,,,502,{coin5=10},2991,50,,,,,,drawCard-gold,shop-12,22004,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23001,牙牙碎片,,,,,,config/portrait/jinglingtouxiang/img_610_yy@.png,集齐%d个碎片可以合成#C0xE77421#牙牙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3001,50,,,,,,shop-10,drawCard-gold,22203,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23011,喷嚏熊碎片,,,,,,config/portrait/jinglingtouxiang/img_613_ptx@.png,集齐%d个碎片可以合成#C0xE77421#喷嚏熊#C0x55504D#,,,,,,,,,,,502,{coin5=5},3011,30,,,,,,21001,drawCard-gold,,,,,,,,,,,,,,,,
23021,几何雪花碎片,,,,,,config/portrait/jinglingtouxiang/img_615_jhxh@.png,集齐%d个碎片可以合成#C0xE77421#几何雪花#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3021,50,,,,,,20803,21605,shop-2,drawCard-gold,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23051,功夫鼬碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_619_gfy@.png,集齐%d个碎片可以合成#C0xE77421#功夫鼬#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3051,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23141,单首龙碎片,,,,,,config/portrait/jinglingtouxiang/img_633_dsl@.png,集齐%d个碎片可以合成#C0xE77421#单首龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3141,50,,,,,,20905,shop-10,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23151,燃烧虫碎片,<cn;kr;en;en_us;en_eu;tw>,,,,,config/portrait/jinglingtouxiang/img_636_rsc@.png,集齐%d个碎片可以合成#C0xE77421#燃烧虫#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3151,50,,,,,,shop-15,drawCard-gold,22302,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23161,勾帕路翁碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_638_gplw@.png,集齐%d个碎片可以合成#C0xE77421#勾帕路翁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3161,50,,,,,,shop-17,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23171,代拉基翁碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_639_dljw@.png,集齐%d个碎片可以合成#C0xE77421#代拉基翁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3171,50,,,,,,shop-17,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
