变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
427,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,9,<105;124>,,,
428,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,9,<105;124>,,,
429,宝石63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,9,<110;129>,,,
430,宝石63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,9,<110;129>,,,
431,宝石64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,9,<115;134>,,,
432,宝石64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,9,<115;134>,,,
433,宝石65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,9,<120;139>,,,
434,宝石65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,9,<120;139>,,,
,,,,,,,,,,,,,
501,宝石21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,10,<1;21>,,,
502,宝石21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,10,<1;21>,,,
503,宝石22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,10,<1;34>,,,
504,宝石22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,10,<1;34>,,,
505,宝石31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,10,<1;44>,,,
506,宝石31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,10,<1;44>,,,
507,宝石32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,10,<22;54>,,,
508,宝石32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,10,<22;54>,,,
509,宝石33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,10,<35;64>,,,
510,宝石33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,10,<35;64>,,,
511,宝石41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,10,<45;74>,,,
512,宝石41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,10,<45;74>,,,
513,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
514,宝石42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,10,<55;79>,,,
515,宝石51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,10,<65;99>,,,
516,宝石51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,10,<65;99>,,,
517,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,10,<75;99>,,,
518,宝石52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,10,<75;99>,,,
519,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,10,<80;104>,,,
520,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,10,<80;104>,,,
521,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,10,<85;114>,,,
522,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,10,<85;114>,,,
523,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,10,<95;119>,,,
524,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,10,<95;119>,,,
525,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,10,<100;119>,,,
526,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,10,<100;119>,,,
527,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,10,<105;124>,,,
528,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,10,<105;124>,,,
529,宝石63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,10,<110;129>,,,
530,宝石63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,10,<110;129>,,,
531,宝石64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,10,<115;134>,,,
532,宝石64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,10,<115;134>,,,
533,宝石65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,10,<120;139>,,,
534,宝石65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,10,<120;139>,,,
,,,,,,,,,,,,,
601,宝石31,{5007=100;5008=100;5009=100},100,{gold=750000},,60,,,11,<70;129>,,,
602,宝石31,{5007=100;5008=100;5009=100},50,{gold=375000},,60,,,11,<70;129>,,,
603,宝石32,{5010=100;5011=100;5012=100},100,{gold=900000},,60,,,11,<70;129>,,,
604,宝石32,{5010=100;5011=100;5012=100},50,{gold=450000},,60,,,11,<70;129>,,,
605,宝石33,{5013=100;5014=100;5015=100},100,{gold=1050000},,100,,,11,<70;129>,,,
606,宝石33,{5013=100;5014=100;5015=100},50,{gold=525000},,100,,,11,<70;129>,,,
607,宝石41,{5016=100;5017=100;5018=100},100,{gold=1200000},,100,,,11,<80;129>,,,
608,宝石41,{5016=100;5017=100;5018=100},50,{gold=600000},,100,,,11,<80;129>,,,
609,宝石42,{5019=100;5020=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
610,宝石42,{5019=100;5020=100;5021=100},120,{gold=1620000},,100,,,11,<85;129>,,,
611,宝石51,{5022=100;5023=100;5024=100},120,{gold=1800000},,50,,,11,<100;129>,,,
612,宝石51,{5022=100;5023=100;5024=100},60,{gold=900000},,50,,,11,<100;129>,,,
613,宝石52,{5025=100;5026=100;5027=100},100,{gold=1750000},,50,,,11,<100;129>,,,
614,宝石52,{5025=100;5026=100;5027=100},100,{gold=1750000},,50,,,11,<100;129>,,,
615,宝石21,{5001=100;5002=100;5003=100},50,{gold=375000},,60,,,11,<70;129>,,,
616,宝石21,{5001=100;5002=100;5003=100},25,{gold=187500},,60,,,11,<70;129>,,,
617,宝石22,{5004=100;5005=100;5006=100},50,{gold=375000},,60,,,11,<70;129>,,,
618,宝石22,{5004=100;5005=100;5006=100},25,{gold=187500},,60,,,11,<70;129>,,,
619,宝石53,{5028=100;5029=100;5030=100},60,{gold=1200000},,60,,,11,<105;129>,,,
620,宝石53,{5028=100;5029=100;5030=100},30,{gold=600000},,60,,,11,<105;129>,,,
621,宝石54,{5031=100;5032=100;5033=100},50,{gold=1100000},,60,,,11,<120;129>,,,
622,宝石54,{5031=100;5032=100;5033=100},25,{gold=550000},,60,,,11,<120;129>,,,
623,宝石55,{5034=100;5035=100;5036=100},60,{gold=1380000},,60,,,11,<120;129>,,,
624,宝石55,{5034=100;5035=100;5036=100},30,{gold=690000},,60,,,11,<120;129>,,,
625,宝石61,{5037=100;5038=100;5039=100},60,{gold=1400000},,60,,,11,<120;129>,,,
626,宝石61,{5037=100;5038=100;5039=100},30,{gold=700000},,60,,,11,<120;129>,,,
627,宝石62,{5040=100;5041=100;5042=100},60,{gold=1440000},,60,,,11,<125;129>,,,
628,宝石62,{5040=100;5041=100;5042=100},30,{gold=720000},,60,,,11,<125;129>,,,
