598,道馆2_难度4,80131,{11=1},10,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
599,道馆2_难度4,80131,{11=1},11,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
600,道馆2_难度4,80131,{11=1},12,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
601,道馆2_难度4,80132,{11=1.1},1,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
602,道馆2_难度4,80132,{11=1.1},2,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
603,道馆2_难度4,80132,{11=1.1},3,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
604,道馆2_难度4,80132,{11=1.1},4,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
605,道馆2_难度4,80132,{11=1.1},5,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
606,道馆2_难度4,80132,{11=1.1},6,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
607,道馆2_难度4,80132,{11=1.1},7,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
608,道馆2_难度4,80132,{11=1.1},8,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
609,道馆2_难度4,80132,{11=1.1},9,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
610,道馆2_难度4,80132,{11=1.1},10,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
611,道馆2_难度4,80132,{11=1.1},11,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
612,道馆2_难度4,80132,{11=1.1},12,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
613,道馆2_难度4,80133,{11=1.1},1,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
614,道馆2_难度4,80133,{11=1.1},2,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
615,道馆2_难度4,80133,{11=1.1},3,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
616,道馆2_难度4,80133,{11=1.1},4,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
617,道馆2_难度4,80133,{11=1.1},5,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
618,道馆2_难度4,80133,{11=1.1},6,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
619,道馆2_难度4,80133,{11=1.1},7,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
620,道馆2_难度4,80133,{11=1.1},8,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
621,道馆2_难度4,80133,{11=1.1},9,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
622,道馆2_难度4,80133,{11=1.1},10,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
623,道馆2_难度4,80133,{11=1.1},11,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
624,道馆2_难度4,80133,{11=1.1},12,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
625,道馆2_难度4,80134,{11=2.7},1,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
626,道馆2_难度4,80134,{11=2.7},2,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
627,道馆2_难度4,80134,{11=2.7},3,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
628,道馆2_难度4,80134,{11=2.7},4,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
629,道馆2_难度4,80134,{11=2.7},5,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
630,道馆2_难度4,80134,{11=2.7},6,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
631,道馆2_难度4,80134,{11=2.7},7,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
632,道馆2_难度4,80134,{11=2.7},8,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
633,道馆2_难度4,80134,{11=2.7},9,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
634,道馆2_难度4,80134,{11=2.7},10,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
635,道馆2_难度4,80134,{11=2.7},11,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
636,道馆2_难度4,80134,{11=2.7},12,<2.93;2.49>,<1.16;1.29>,<1.16;1.29>,<1.54;1.32>,<1.54;1.32>,<0.93;0.93>,,,,,,
637,道馆2_难度4,80135,,1,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
638,道馆2_难度4,80135,,2,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
639,道馆2_难度4,80135,,3,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
640,道馆2_难度4,80135,,4,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
641,道馆2_难度4,80135,,5,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
642,道馆2_难度4,80135,,6,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
643,道馆2_难度4,80135,,7,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
644,道馆2_难度4,80135,,8,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
645,道馆2_难度4,80135,,9,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
646,道馆2_难度4,80135,,10,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
647,道馆2_难度4,80135,,11,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
648,道馆2_难度4,80135,,12,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
649,道馆2_难度4,80136,,1,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
650,道馆2_难度4,80136,,2,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
651,道馆2_难度4,80136,,3,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
652,道馆2_难度4,80136,,4,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
653,道馆2_难度4,80136,,5,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
654,道馆2_难度4,80136,,6,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
655,道馆2_难度4,80136,,7,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
656,道馆2_难度4,80136,,8,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
657,道馆2_难度4,80136,,9,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
658,道馆2_难度4,80136,,10,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
659,道馆2_难度4,80136,,11,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
660,道馆2_难度4,80136,,12,<2.67;2.27>,<1.05;1.17>,<1.05;1.17>,<1.4;1.2>,<1.4;1.2>,<0.93;0.93>,,,,,,
661,道馆2_难度5,80141,{11=1.3},1,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
662,道馆2_难度5,80141,{11=1.3},2,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
663,道馆2_难度5,80141,{11=1.3},3,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
664,道馆2_难度5,80141,{11=1.3},4,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
665,道馆2_难度5,80141,{11=1.3},5,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
666,道馆2_难度5,80141,{11=1.3},6,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
667,道馆2_难度5,80141,{11=1.3},7,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
668,道馆2_难度5,80141,{11=1.3},8,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
669,道馆2_难度5,80141,{11=1.3},9,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
670,道馆2_难度5,80141,{11=1.3},10,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
671,道馆2_难度5,80141,{11=1.3},11,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
672,道馆2_难度5,80141,{11=1.3},12,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
673,道馆2_难度5,80142,{11=1.1},1,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
674,道馆2_难度5,80142,{11=1.1},2,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
675,道馆2_难度5,80142,{11=1.1},3,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
676,道馆2_难度5,80142,{11=1.1},4,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
677,道馆2_难度5,80142,{11=1.1},5,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
678,道馆2_难度5,80142,{11=1.1},6,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
679,道馆2_难度5,80142,{11=1.1},7,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
680,道馆2_难度5,80142,{11=1.1},8,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
681,道馆2_难度5,80142,{11=1.1},9,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
682,道馆2_难度5,80142,{11=1.1},10,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
683,道馆2_难度5,80142,{11=1.1},11,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
684,道馆2_难度5,80142,{11=1.1},12,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
685,道馆2_难度5,80143,{11=1.1},1,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
686,道馆2_难度5,80143,{11=1.1},2,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
687,道馆2_难度5,80143,{11=1.1},3,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
688,道馆2_难度5,80143,{11=1.1},4,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
689,道馆2_难度5,80143,{11=1.1},5,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
690,道馆2_难度5,80143,{11=1.1},6,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
691,道馆2_难度5,80143,{11=1.1},7,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
692,道馆2_难度5,80143,{11=1.1},8,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
693,道馆2_难度5,80143,{11=1.1},9,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
694,道馆2_难度5,80143,{11=1.1},10,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
695,道馆2_难度5,80143,{11=1.1},11,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
696,道馆2_难度5,80143,{11=1.1},12,<7.33;6.23>,<2.9;3.23>,<2.9;3.23>,<3.85;3.3>,<3.85;3.3>,<1.22;1.22>,,,,,,
697,道馆2_难度5,80144,{11=1},1,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
698,道馆2_难度5,80144,{11=1},2,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
699,道馆2_难度5,80144,{11=1},3,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
700,道馆2_难度5,80144,{11=1},4,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
701,道馆2_难度5,80144,{11=1},5,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
702,道馆2_难度5,80144,{11=1},6,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
703,道馆2_难度5,80144,{11=1},7,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
704,道馆2_难度5,80144,{11=1},8,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
705,道馆2_难度5,80144,{11=1},9,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
706,道馆2_难度5,80144,{11=1},10,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
707,道馆2_难度5,80144,{11=1},11,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
708,道馆2_难度5,80144,{11=1},12,<12.83;11.67>,<4.61;4.08>,<4.61;4.08>,<6.13;5.25>,<6.13;5.25>,<1.53;1.53>,,,,,,
709,道馆2_难度5,80145,,1,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
710,道馆2_难度5,80145,,2,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
711,道馆2_难度5,80145,,3,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
712,道馆2_难度5,80145,,4,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
713,道馆2_难度5,80145,,5,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
714,道馆2_难度5,80145,,6,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
715,道馆2_难度5,80145,,7,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
716,道馆2_难度5,80145,,8,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
717,道馆2_难度5,80145,,9,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
718,道馆2_难度5,80145,,10,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
719,道馆2_难度5,80145,,11,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
720,道馆2_难度5,80145,,12,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.97;0.97>,,,,,,
721,道馆2_难度5,80146,,1,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
722,道馆2_难度5,80146,,2,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
723,道馆2_难度5,80146,,3,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
724,道馆2_难度5,80146,,4,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
725,道馆2_难度5,80146,,5,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
726,道馆2_难度5,80146,,6,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
727,道馆2_难度5,80146,,7,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
728,道馆2_难度5,80146,,8,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
729,道馆2_难度5,80146,,9,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
730,道馆2_难度5,80146,,10,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
731,道馆2_难度5,80146,,11,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
732,道馆2_难度5,80146,,12,<3.47;2.95>,<1.37;1.53>,<1.37;1.53>,<1.82;1.56>,<1.82;1.56>,<0.97;0.97>,,,,,,
733,道馆2_难度6_NPC,80151,{11=1.1},1,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
734,道馆2_难度6_NPC,80151,{11=1.1},2,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
735,道馆2_难度6_NPC,80151,{11=1.1},3,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
736,道馆2_难度6_NPC,80151,{11=1.1},4,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
737,道馆2_难度6_NPC,80151,{11=1.1},5,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
738,道馆2_难度6_NPC,80151,{11=1.1},6,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
739,道馆2_难度6_NPC,80151,{11=1.1},7,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
740,道馆2_难度6_NPC,80151,{11=1.1},8,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
741,道馆2_难度6_NPC,80151,{11=1.1},9,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
742,道馆2_难度6_NPC,80151,{11=1.1},10,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
743,道馆2_难度6_NPC,80151,{11=1.1},11,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
744,道馆2_难度6_NPC,80151,{11=1.1},12,<1.56;1.33>,<0.62;0.69>,<0.62;0.69>,<0.82;0.7>,<0.82;0.7>,<0.88;0.88>,,,,,,
745,道馆3_难度1,80201,{8=1.1},1,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
746,道馆3_难度1,80201,{8=1.1},2,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
747,道馆3_难度1,80201,{8=1.1},3,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
748,道馆3_难度1,80201,{8=1.1},4,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
749,道馆3_难度1,80201,{8=1.1},5,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
750,道馆3_难度1,80201,{8=1.1},6,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
751,道馆3_难度1,80201,{8=1.1},7,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
752,道馆3_难度1,80201,{8=1.1},8,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
753,道馆3_难度1,80201,{8=1.1},9,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
754,道馆3_难度1,80201,{8=1.1},10,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
755,道馆3_难度1,80201,{8=1.1},11,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
756,道馆3_难度1,80201,{8=1.1},12,<1.94;1.65>,<0.77;0.85>,<0.77;0.85>,<1.02;0.87>,<1.02;0.87>,<0.9;0.9>,,,,,,
757,道馆3_难度1,80202,{11=1.3},1,<1.7;1.45>,<0.67;0.75>,<0.67;0.75>,<0.89;0.77>,<0.89;0.77>,<0.89;0.89>,,,,,,
