变量名,name,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,type,__version
937,盛典·卡拉卡拉,config/portrait/toptouxiang/icon_21gq_tx.png,,2331,,,<cn;tw;kr;en;en_us;en_eu>,获得头像后可使用,4,
938,银霄战甲,config/portrait/speedranktouxiang/img_384_cjlkzpf@.png,,,,111,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
939,街头滑板,config/portrait/speedranktouxiang/img_448_lklopf@.png,,,,109,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
940,时间侠盗,config/portrait/speedranktouxiang/img_251_slbpf@.png,,,,110,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
941,幽灵船长,config/portrait/speedranktouxiang/img_94_ggpf2@.png,,,,112,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
942,是耿“鬼”啦,config/portrait/toptouxiang/icon_21wsj_tx.png,,2332,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
943,魔法星使,config/portrait/speedranktouxiang/img_385_jlqpf@.png,,,,113,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
944,胖丁的圣诞节,config/portrait/toptouxiang/icon_2022sdtx.png,,2333,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
945,"""圆蛋""快乐",config/portrait/toptouxiang/img_xfym.png,,2334,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
946,圣诞老人,config/portrait/speedranktouxiang/img_65_cjhdpf@.png,,,,114,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
947,九色鹿鸣,config/portrait/speedranktouxiang/img_716_zenyspf@.png,,,,115,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
948,霓虹闪电,config/portrait/speedranktouxiang/img_807_jlalpf@.png,,,,116,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
949,庆春火喵,config/portrait/speedranktouxiang/icon_2022chunjie.png,,2335,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
950,沁蜜“圆元”,config/portrait/speedranktouxiang/icon_2022ysjtx.png,,2336,,,<cn;tw>,获得头像后可使用,4,
951,芳心钦赞,config/portrait/speedranktouxiang/img_qrj.png,,2337,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
952,六翼红莲,config/portrait/speedranktouxiang/img_25_xzpkqpf@.png,,,,117,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
953,月下蔷薇·艾路雷朵,config/portrait/speedranktouxiang/img_475_alldpf@.png,,,,118,<cn;en;tw;kr;en_us>,获得头像后可使用,3,
954,胜利武装,config/portrait/speedranktouxiang/img_494_bktnpf@.png,,,,119,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
955,可达鸭·坏笑,config/portrait/toptouxiang/icon_2znznq.png,,2338,,,<cn;en;tw;kr;en_us>,获得头像后可使用,4,
957,烈焰机甲,config/portrait/speedranktouxiang/img_383_cjgldpf@.png,,,,120,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
958,震惊鸭,config/portrait/toptouxiang/icon_22wyj.png,,2340,,,<cn;tw>,获得头像后可使用,4,
959,夜幕影忍,config/portrait/speedranktouxiang/img_802_mxdpf@.png,,,,121,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
960,锯鳄宝宝61限定,config/portrait/toptouxiang/tx_61.png,,2341,,,<cn;tw>,获得头像后可使用,4,
961,杰尼龟·龙舟舵手,config/portrait/toptouxiang/icon_22dwj.png,,2342,,,<cn;tw>,获得头像后可使用,4,
962,海狮戏水,config/portrait/toptouxiang/icon_xrjtx.png,,2343,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
963,乐动星使,config/portrait/speedranktouxiang/img_801_mjynpf@.png,,,,122,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
964,“玉鼠”贺中秋,config/portrait/toptouxiang/icon_22zqtx.png,,2344,,,<cn;tw;kr>,获得头像后可使用,4,
965,梦华秋月,config/portrait/speedranktouxiang/img_488_klslypf@.png,,,,123,<cn;tw;kr>,获得头像后可使用,3,
966,甜心守护,config/portrait/speedranktouxiang/img_809_mlmtpf@.png,,,,124,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
967,小甜心,config/portrait/speedranktouxiang/img_808_mltpf@.png,,,,124,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
968,盛宴·伊布,config/portrait/toptouxiang/icon_gqlyb.png,,2345,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
969,鱼咎于形,config/portrait/speedranktouxiang/img_382_ysgokpf@.png,,,,125,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
970,委屈“鬼”,config/portrait/toptouxiang/icon_wsj22_tx.png,,2346,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
971,阿拉丁·黑夜魔灵,config/portrait/speedranktouxiang/img_477_hymlpf@.png,,,,127,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
972,歌剧魅影,config/portrait/speedranktouxiang/img_490_mnfpf@.png,,,,126,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
973,球员路卡利欧,config/portrait/toptouxiang/icon_sjb_tx.png,,2347,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
974,般若鬼武,config/portrait/speedranktouxiang/img_94_yscjggpf@.png,,,,128,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
975,圣诞夜“小”熊,config/portrait/toptouxiang/img_sdj.png,,2348,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
976,暗曜磁暴,config/portrait/speedranktouxiang/img_791_sejlopf@.png,,,,129,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
977,杀戮电锯,config/portrait/speedranktouxiang/img_798_zyjpf@.png,,,,130,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
978,元旦·炎兔儿,config/portrait/toptouxiang/img_2023yd.png,,2349,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
979,煞行破邪,config/portrait/speedranktouxiang/img_248_sgcjbjlspf@.png,,,,131,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
980,欢乐新年,config/portrait/toptouxiang/tx_2023xn.png,,2350,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
981,雷电祥云,config/portrait/speedranktouxiang/img_145_sdnpf@.png,,,,132,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
982,偶像歌姬·歌声,config/portrait/speedranktouxiang/img_648_mlytpfgsxt@.png,,,,133,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
983,偶像歌姬·舞步,config/portrait/speedranktouxiang/img_648_mlytpfwbxt@.png,,,,133,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
984,献上一颗大元宵,config/portrait/toptouxiang/icon_yx23.png,,2351,,,<cn;tw>,获得头像后可使用,4,
985,爱你·霜奶仙,config/portrait/toptouxiang/icon_23qrjtx.png,,2352,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
986,月满花繁,config/portrait/speedranktouxiang/img_792_lnylpf@.png,,,,135,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
987,“就决定是你了！”,config/portrait/toptouxiang/icon_3zn_tx.png,,2353,,,<cn;en;en_us;tw;kr>,获得头像后可使用,4,
988,沙漠死神,config/portrait/speedranktouxiang/img_800_nklzmpf@.png,,,,134,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
989,玄音余韵,config/portrait/speedranktouxiang/img_797_thhypf@.png,,,,137,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
990,誓约之剑,config/portrait/speedranktouxiang/img_719_cjdaxpf@.png,,,,136,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,3,
993,害羞·熊徒弟,config/portrait/toptouxiang/icon_23wyj.png,,2355,,,<cn;kr;tw;en;en_us;en_eu>,获得头像后可使用,4,
994,抓到你啦！,config/portrait/toptouxiang/icon_61tx.png,,2356,,,<cn;tw>,获得头像后可使用,4,
995,呆呆兽,config/portrait/toptouxiang/icon_sd_dds.png,,2357,,,<cn;tw>,获得头像后可使用,4,
996,可达鸭·坏笑,config/portrait/toptouxiang/icon_sd_kdy.png,,2358,,,<cn;tw>,获得头像后可使用,4,
997,迷拟Q,config/portrait/toptouxiang/icon_sd_mnq.png,,2359,,,<cn;tw>,获得头像后可使用,4,
998,波克比蛋黄粽,config/portrait/toptouxiang/icon_23dwjtx.png,,2901,,,<cn;tw>,获得头像后可使用,4,
999,星际追击,config/portrait/speedranktouxiang/img_151_qymh_pf@.png,,,,139,<cn;tw;en;en_eu;en_us;kr>,获得头像后可使用,3,
1000,蛙声一片,config/portrait/toptouxiang/img_xrj2023.png,,2902,,,<cn;tw;en;en_eu;en_us;kr>,获得头像后可使用,4,
1001,妙蛙种子,config/portrait/speedranktouxiang/img_1_mwzz@.png,1,,,,,解锁对应精灵图鉴后获得,2,
1002,妙蛙草,config/portrait/speedranktouxiang/img_2_mwc@.png,2,,,,,解锁对应精灵图鉴后获得,2,
1003,妙蛙花,config/portrait/speedranktouxiang/img_3_mwh@.png,3,,,,,解锁对应精灵图鉴后获得,2,
1004,小火龙,config/portrait/speedranktouxiang/img_4_xhl@.png,11,,,,,解锁对应精灵图鉴后获得,2,
1005,火恐龙,config/portrait/speedranktouxiang/img_5_hkl@.png,12,,,,,解锁对应精灵图鉴后获得,2,
1006,喷火龙,config/portrait/speedranktouxiang/img_6_phl@.png,13,,,,,解锁对应精灵图鉴后获得,2,
1009,杰尼龟,config/portrait/speedranktouxiang/img_7_jng@.png,21,,,,,解锁对应精灵图鉴后获得,2,
1010,卡咪龟,config/portrait/speedranktouxiang/img_8_kmg@.png,22,,,,,解锁对应精灵图鉴后获得,2,
1011,水箭龟,config/portrait/speedranktouxiang/img_9_sjg@.png,23,,,,,解锁对应精灵图鉴后获得,2,
1012,绿毛虫,config/portrait/speedranktouxiang/img_10_lmc@.png,31,,,,,解锁对应精灵图鉴后获得,2,
1014,巴大蝶,config/portrait/speedranktouxiang/img_12_bdd@.png,33,,,,,解锁对应精灵图鉴后获得,2,
1017,大针蜂,config/portrait/speedranktouxiang/img_15_dzf@.png,41,,,,,解锁对应精灵图鉴后获得,2,
1018,波波,config/portrait/speedranktouxiang/img_16_bb@.png,51,,,,,解锁对应精灵图鉴后获得,2,
1019,比比鸟,config/portrait/speedranktouxiang/img_17_bbn@.png,52,,,,,解锁对应精灵图鉴后获得,2,
1020,大比鸟,config/portrait/speedranktouxiang/img_18_dbn@.png,53,,,,,解锁对应精灵图鉴后获得,2,
1021,小拉达,config/portrait/speedranktouxiang/img_19_xld@.png,61,,,,,解锁对应精灵图鉴后获得,2,
1022,拉达,config/portrait/speedranktouxiang/img_20_ld@.png,62,,,,,解锁对应精灵图鉴后获得,2,
1023,烈雀,config/portrait/speedranktouxiang/img_21_lq@.png,71,,,,,解锁对应精灵图鉴后获得,2,
1024,大嘴雀,config/portrait/speedranktouxiang/img_22_dzq@.png,72,,,,,解锁对应精灵图鉴后获得,2,
1025,阿柏蛇,config/portrait/speedranktouxiang/img_23_abs@.png,81,,,,,解锁对应精灵图鉴后获得,2,
1026,阿柏怪,config/portrait/speedranktouxiang/img_24_abg@.png,82,,,,,解锁对应精灵图鉴后获得,2,
1027,皮丘,config/portrait/speedranktouxiang/img_172_pq@.png,91,,,,,解锁对应精灵图鉴后获得,2,
1028,皮卡丘,config/portrait/speedranktouxiang/img_25_pkq@.png,92,,,,,解锁对应精灵图鉴后获得,2,
1029,雷丘,config/portrait/speedranktouxiang/img_26_lq@.png,93,,,,,解锁对应精灵图鉴后获得,2,
1030,穿山鼠,config/portrait/speedranktouxiang/img_27_css@.png,101,,,,,解锁对应精灵图鉴后获得,2,
1031,穿山王,config/portrait/speedranktouxiang/img_28_csw@.png,102,,,,,解锁对应精灵图鉴后获得,2,
1032,尼多兰,config/portrait/speedranktouxiang/img_29_ndl@.png,111,,,,,解锁对应精灵图鉴后获得,2,
1033,尼多娜,config/portrait/speedranktouxiang/img_30_ndn@.png,112,,,,,解锁对应精灵图鉴后获得,2,
1034,尼多后,config/portrait/speedranktouxiang/img_31_ndh@.png,113,,,,,解锁对应精灵图鉴后获得,2,
1035,尼多朗,config/portrait/speedranktouxiang/img_32_ndl@.png,121,,,,,解锁对应精灵图鉴后获得,2,
1036,尼多力诺,config/portrait/speedranktouxiang/img_33_ndln@.png,122,,,,,解锁对应精灵图鉴后获得,2,
1037,尼多王,config/portrait/speedranktouxiang/img_34_ndw@.png,123,,,,,解锁对应精灵图鉴后获得,2,
1038,皮宝宝,config/portrait/speedranktouxiang/img_173_pbb@.png,131,,,,,解锁对应精灵图鉴后获得,2,
1039,皮皮,config/portrait/speedranktouxiang/img_35_pp@.png,132,,,,,解锁对应精灵图鉴后获得,2,
1040,皮可西,config/portrait/speedranktouxiang/img_36_pkx@.png,133,,,,,解锁对应精灵图鉴后获得,2,
1041,走路草,config/portrait/speedranktouxiang/img_43_zlc@.png,171,,,,,解锁对应精灵图鉴后获得,2,
1042,臭臭花,config/portrait/speedranktouxiang/img_44_cch@.png,172,,,,,解锁对应精灵图鉴后获得,2,
1043,霸王花,config/portrait/speedranktouxiang/img_45_bwh@.png,173,,,,,解锁对应精灵图鉴后获得,2,
1044,毛球,config/portrait/speedranktouxiang/img_48_mq@.png,191,,,,,解锁对应精灵图鉴后获得,2,
1045,摩鲁蛾,config/portrait/speedranktouxiang/img_49_mle@.png,192,,,,,解锁对应精灵图鉴后获得,2,
1046,猴怪,config/portrait/speedranktouxiang/img_56_hg@.png,231,,,,,解锁对应精灵图鉴后获得,2,
1047,火暴猴,config/portrait/speedranktouxiang/img_57_hbh@.png,232,,,,,解锁对应精灵图鉴后获得,2,
1048,凯西,config/portrait/speedranktouxiang/img_63_kx@.png,261,,,,,解锁对应精灵图鉴后获得,2,
1049,勇基拉,config/portrait/speedranktouxiang/img_64_yjl@.png,262,,,,,解锁对应精灵图鉴后获得,2,
1050,胡地,config/portrait/speedranktouxiang/img_65_hd@.png,263,,,,,解锁对应精灵图鉴后获得,2,
1052,腕力,config/portrait/speedranktouxiang/img_66_wl@.png,271,,,,,解锁对应精灵图鉴后获得,2,
1053,豪力,config/portrait/speedranktouxiang/img_67_hl@.png,272,,,,,解锁对应精灵图鉴后获得,2,
1054,怪力,config/portrait/speedranktouxiang/img_68_gl@.png,273,,,,,解锁对应精灵图鉴后获得,2,
1055,喇叭芽,config/portrait/speedranktouxiang/img_69_lby@.png,281,,,,,解锁对应精灵图鉴后获得,2,
1056,口呆花,config/portrait/speedranktouxiang/img_70_kdh@.png,282,,,,,解锁对应精灵图鉴后获得,2,
1057,大食花,config/portrait/speedranktouxiang/img_71_dsh@.png,283,,,,,解锁对应精灵图鉴后获得,2,
1058,小拳石,config/portrait/speedranktouxiang/img_74_xqs@.png,301,,,,,解锁对应精灵图鉴后获得,2,
1059,隆隆石,config/portrait/speedranktouxiang/img_75_lls@.png,302,,,,,解锁对应精灵图鉴后获得,2,
1060,小磁怪,config/portrait/speedranktouxiang/img_81_xcg@.png,331,,,,,解锁对应精灵图鉴后获得,2,
1061,三合一磁怪,config/portrait/speedranktouxiang/img_82_shycg@.png,332,,,,,解锁对应精灵图鉴后获得,2,
1062,自爆磁怪,config/portrait/speedranktouxiang/img_462_zbcg@.png,333,,,,,解锁对应精灵图鉴后获得,2,
1063,嘟嘟,config/portrait/speedranktouxiang/img_84_dd@.png,351,,,,,解锁对应精灵图鉴后获得,2,
1064,嘟嘟利,config/portrait/speedranktouxiang/img_85_ddl@.png,352,,,,,解锁对应精灵图鉴后获得,2,
1065,臭泥,config/portrait/speedranktouxiang/img_88_cn@.png,371,,,,,解锁对应精灵图鉴后获得,2,
1066,臭臭泥,config/portrait/speedranktouxiang/img_89_ccn@.png,372,,,,,解锁对应精灵图鉴后获得,2,
1067,鬼斯,config/portrait/speedranktouxiang/img_92_gs@.png,391,,,,,解锁对应精灵图鉴后获得,2,
1068,鬼斯通,config/portrait/speedranktouxiang/img_93_gst@.png,392,,,,,解锁对应精灵图鉴后获得,2,
1069,耿鬼,config/portrait/speedranktouxiang/img_94_gg@.png,393,,,,,解锁对应精灵图鉴后获得,2,
1070,超级耿鬼,config/portrait/speedranktouxiang/img_94_cjgg@.png,394,,,,,解锁对应精灵图鉴后获得,2,
1071,卡拉卡拉,config/portrait/speedranktouxiang/img_104_klkl@.png,451,,,,,解锁对应精灵图鉴后获得,2,
1072,嘎啦嘎啦,config/portrait/speedranktouxiang/img_105_glgl@.png,452,,,,,解锁对应精灵图鉴后获得,2,
1073,无畏小子,config/portrait/speedranktouxiang/img_236_wwxz@.png,461,,,,,解锁对应精灵图鉴后获得,2,
1074,飞腿郎,config/portrait/speedranktouxiang/img_106_ftl@.png,462,,,,,解锁对应精灵图鉴后获得,2,
1075,快拳郎,config/portrait/speedranktouxiang/img_107_kql@.png,463,,,,,解锁对应精灵图鉴后获得,2,
1076,战舞郎,config/portrait/speedranktouxiang/img_237_zwl@.png,464,,,,,解锁对应精灵图鉴后获得,2,
1077,大舌头,config/portrait/speedranktouxiang/img_108_dst@.png,471,,,,,解锁对应精灵图鉴后获得,2,
1078,大舌舔,config/portrait/speedranktouxiang/img_463_dst@.png,472,,,,,解锁对应精灵图鉴后获得,2,
1079,瓦斯弹,config/portrait/speedranktouxiang/img_109_wsd@.png,481,,,,,解锁对应精灵图鉴后获得,2,
1080,双弹瓦斯,config/portrait/speedranktouxiang/img_110_sdws@.png,482,,,,,解锁对应精灵图鉴后获得,2,
1081,独角犀牛,config/portrait/speedranktouxiang/img_111_djxn@.png,491,,,,,解锁对应精灵图鉴后获得,2,
1082,钻角犀兽,config/portrait/speedranktouxiang/img_112_zjxs@.png,492,,,,,解锁对应精灵图鉴后获得,2,
1083,超甲狂犀,config/portrait/speedranktouxiang/img_464_cjkx@.png,493,,,,,解锁对应精灵图鉴后获得,2,
1084,角金鱼,config/portrait/speedranktouxiang/img_118_jjy@.png,541,,,,,解锁对应精灵图鉴后获得,2,
1085,金鱼王,config/portrait/speedranktouxiang/img_119_jyw@.png,542,,,,,解锁对应精灵图鉴后获得,2,
1086,海星星,config/portrait/speedranktouxiang/img_120_hxx@.png,551,,,,,解锁对应精灵图鉴后获得,2,
1087,宝石海星,config/portrait/speedranktouxiang/img_121_bshx@.png,552,,,,,解锁对应精灵图鉴后获得,2,
1088,飞天螳螂,config/portrait/speedranktouxiang/img_123_fttl@.png,571,,,,,解锁对应精灵图鉴后获得,2,
1089,巨钳螳螂,config/portrait/speedranktouxiang/img_212_jqtl@.png,572,,,,,解锁对应精灵图鉴后获得,2,
1090,电击怪,config/portrait/speedranktouxiang/img_239_djg@.png,591,,,,,解锁对应精灵图鉴后获得,2,
1091,电击兽,config/portrait/speedranktouxiang/img_125_djs@.png,592,,,,,解锁对应精灵图鉴后获得,2,
1092,电击魔兽,config/portrait/speedranktouxiang/img_466_djms@.png,593,,,,,解锁对应精灵图鉴后获得,2,
1093,鸭嘴宝宝,config/portrait/speedranktouxiang/img_240_yzbb@.png,601,,,,,解锁对应精灵图鉴后获得,2,
1094,鸭嘴火兽,config/portrait/speedranktouxiang/img_126_yzhs@.png,602,,,,,解锁对应精灵图鉴后获得,2,
1095,鸭嘴炎兽,config/portrait/speedranktouxiang/img_467_yzys@.png,603,,,,,解锁对应精灵图鉴后获得,2,
1097,暴鲤龙,config/portrait/speedranktouxiang/img_130_bll@.png,631,,,,,解锁对应精灵图鉴后获得,2,
1098,急冻鸟,config/portrait/speedranktouxiang/img_144_jdn@.png,721,,,,,解锁对应精灵图鉴后获得,2,
1099,闪电鸟,config/portrait/speedranktouxiang/img_145_sdn@.png,731,,,,,解锁对应精灵图鉴后获得,2,
1100,火焰鸟,config/portrait/speedranktouxiang/img_146_hyn@.png,741,,,,,解锁对应精灵图鉴后获得,2,
1101,迷你龙,config/portrait/speedranktouxiang/img_147_mnl@.png,751,,,,,解锁对应精灵图鉴后获得,2,
1102,哈克龙,config/portrait/speedranktouxiang/img_148_hkl@.png,752,,,,,解锁对应精灵图鉴后获得,2,
1103,快龙,config/portrait/speedranktouxiang/img_149_kl@.png,753,,,,,解锁对应精灵图鉴后获得,2,
1104,超梦,config/portrait/speedranktouxiang/img_150_cm@.png,761,,,,,解锁对应精灵图鉴后获得,2,
1105,梦幻,config/portrait/speedranktouxiang/img_151_mh@.png,771,,,,,解锁对应精灵图鉴后获得,2,
1106,菊草叶,config/portrait/speedranktouxiang/img_152_jcy@.png,781,,,,,解锁对应精灵图鉴后获得,2,
1107,月桂叶,config/portrait/speedranktouxiang/img_153_ygy@.png,782,,,,,解锁对应精灵图鉴后获得,2,
1108,大竺葵,config/portrait/speedranktouxiang/img_154_dzk@.png,783,,,,,解锁对应精灵图鉴后获得,2,
1109,火球鼠,config/portrait/speedranktouxiang/img_155_hqs@.png,791,,,,,解锁对应精灵图鉴后获得,2,
1110,火岩鼠,config/portrait/speedranktouxiang/img_156_hys@.png,792,,,,,解锁对应精灵图鉴后获得,2,
1111,火暴兽,config/portrait/speedranktouxiang/img_157_hbs@.png,793,,,,,解锁对应精灵图鉴后获得,2,
1112,小锯鳄,config/portrait/speedranktouxiang/img_158_xje@.png,801,,,,,解锁对应精灵图鉴后获得,2,
1113,蓝鳄,config/portrait/speedranktouxiang/img_159_le@.png,802,,,,,解锁对应精灵图鉴后获得,2,
1114,大力鳄,config/portrait/speedranktouxiang/img_160_dle@.png,803,,,,,解锁对应精灵图鉴后获得,2,
1115,咩利羊,config/portrait/speedranktouxiang/img_179_mly@.png,881,,,,,解锁对应精灵图鉴后获得,2,
1116,茸茸羊,config/portrait/speedranktouxiang/img_180_rry@.png,882,,,,,解锁对应精灵图鉴后获得,2,
1117,电龙,config/portrait/speedranktouxiang/img_181_dl@.png,883,,,,,解锁对应精灵图鉴后获得,2,
1118,超级电龙,config/portrait/speedranktouxiang/img_181_cjdl@.png,884,,,,,解锁对应精灵图鉴后获得,2,
1119,露力丽,config/portrait/speedranktouxiang/img_298_lll@.png,891,,,,,解锁对应精灵图鉴后获得,2,
1120,玛力露,config/portrait/speedranktouxiang/img_183_mll@.png,892,,,,,解锁对应精灵图鉴后获得,2,
1121,玛力露丽,config/portrait/speedranktouxiang/img_184_mlll@.png,893,,,,,解锁对应精灵图鉴后获得,2,
1122,赫拉克罗斯,config/portrait/speedranktouxiang/img_214_hlkls@.png,1071,,,,,解锁对应精灵图鉴后获得,2,
1123,狃拉,config/portrait/speedranktouxiang/img_215_nl@.png,1081,,,,,解锁对应精灵图鉴后获得,2,
1124,玛狃拉,config/portrait/speedranktouxiang/img_461_mnl@.png,1082,,,,,解锁对应精灵图鉴后获得,2,
1125,戴鲁比,config/portrait/speedranktouxiang/img_228_dlb@.png,1171,,,,,解锁对应精灵图鉴后获得,2,
1126,黑鲁加,config/portrait/speedranktouxiang/img_229_hlj@.png,1172,,,,,解锁对应精灵图鉴后获得,2,
1127,雷公,config/portrait/speedranktouxiang/img_243_lg@.png,1221,,,,,解锁对应精灵图鉴后获得,2,
1128,炎帝,config/portrait/speedranktouxiang/img_244_yd@.png,1231,,,,,解锁对应精灵图鉴后获得,2,
1129,水君,config/portrait/speedranktouxiang/img_245_sj@.png,1241,,,,,解锁对应精灵图鉴后获得,2,
1130,幼基拉斯,config/portrait/speedranktouxiang/img_246_yjls@.png,1251,,,,,解锁对应精灵图鉴后获得,2,
1131,沙基拉斯,config/portrait/speedranktouxiang/img_247_sjls@.png,1252,,,,,解锁对应精灵图鉴后获得,2,
1132,班基拉斯,config/portrait/speedranktouxiang/img_248_bjls@.png,1253,,,,,解锁对应精灵图鉴后获得,2,
1133,凤王,config/portrait/speedranktouxiang/img_250_fw@.png,1271,,,,,解锁对应精灵图鉴后获得,2,
1134,木守宫,config/portrait/speedranktouxiang/img_252_msg@.png,1291,,,,,解锁对应精灵图鉴后获得,2,
1135,森林蜥蜴,config/portrait/speedranktouxiang/img_253_slxy@.png,1292,,,,,解锁对应精灵图鉴后获得,2,
1136,蜥蜴王,config/portrait/speedranktouxiang/img_254_xyw@.png,1293,,,,,解锁对应精灵图鉴后获得,2,
1137,水跃鱼,config/portrait/speedranktouxiang/img_258_syy@.png,1311,,,,,解锁对应精灵图鉴后获得,2,
1138,沼跃鱼,config/portrait/speedranktouxiang/img_259_zyy@.png,1312,,,,,解锁对应精灵图鉴后获得,2,
1139,巨沼怪,config/portrait/speedranktouxiang/img_260_jzg@.png,1313,,,,,解锁对应精灵图鉴后获得,2,
1140,超级巨沼怪,config/portrait/speedranktouxiang/img_260_cjjzg@.png,1314,,,,,解锁对应精灵图鉴后获得,2,
1141,莲叶童子,config/portrait/speedranktouxiang/img_270_lytz@.png,1351,,,,,解锁对应精灵图鉴后获得,2,
1142,莲帽小童,config/portrait/speedranktouxiang/img_271_lmxt@.png,1352,,,,,解锁对应精灵图鉴后获得,2,
1143,乐天河童,config/portrait/speedranktouxiang/img_272_ltht@.png,1353,,,,,解锁对应精灵图鉴后获得,2,
1144,拉鲁拉丝,config/portrait/speedranktouxiang/img_280_llls@.png,1391,,,,,解锁对应精灵图鉴后获得,2,
1145,奇鲁莉安,config/portrait/speedranktouxiang/img_281_qlla@.png,1392,,,,,解锁对应精灵图鉴后获得,2,
1146,沙奈朵,config/portrait/speedranktouxiang/img_282_snd@.png,1393,,,,,解锁对应精灵图鉴后获得,2,
1147,艾路雷朵,config/portrait/speedranktouxiang/img_475_alld@.png,1394,,,,,解锁对应精灵图鉴后获得,2,
1148,懒人獭,config/portrait/speedranktouxiang/img_287_lrt@.png,1421,,,,,解锁对应精灵图鉴后获得,2,
1149,过动猿,config/portrait/speedranktouxiang/img_288_gdy@.png,1422,,,,,解锁对应精灵图鉴后获得,2,
1150,请假王,config/portrait/speedranktouxiang/img_289_qjw@.png,1423,,,,,解锁对应精灵图鉴后获得,2,
1151,咕妞妞,config/portrait/speedranktouxiang/img_293_gzz@.png,1441,,,,,解锁对应精灵图鉴后获得,2,
1152,吼爆弹,config/portrait/speedranktouxiang/img_294_hbd@.png,1442,,,,,解锁对应精灵图鉴后获得,2,
1153,爆音怪,config/portrait/speedranktouxiang/img_295_byg@.png,1443,,,,,解锁对应精灵图鉴后获得,2,
1154,可可多拉,config/portrait/speedranktouxiang/img_304_kkdl@.png,1501,,,,,解锁对应精灵图鉴后获得,2,
1155,可多拉,config/portrait/speedranktouxiang/img_305_kdl@.png,1502,,,,,解锁对应精灵图鉴后获得,2,
1156,波士可多拉,config/portrait/speedranktouxiang/img_306_bskdl@.png,1503,,,,,解锁对应精灵图鉴后获得,2,
1157,呆火驼,config/portrait/speedranktouxiang/img_322_dht@.png,1611,,,,,解锁对应精灵图鉴后获得,2,
1158,喷火驼,config/portrait/speedranktouxiang/img_323_pht@.png,1612,,,,,解锁对应精灵图鉴后获得,2,
1159,夜巡灵,config/portrait/speedranktouxiang/img_355_yxl@.png,1811,,,,,解锁对应精灵图鉴后获得,2,
1160,彷徨夜灵,config/portrait/speedranktouxiang/img_356_phyl@.png,1812,,,,,解锁对应精灵图鉴后获得,2,
1161,黑夜魔灵,config/portrait/speedranktouxiang/img_477_hyml@.png,1813,,,,,解锁对应精灵图鉴后获得,2,
1162,阿勃梭鲁,config/portrait/speedranktouxiang/img_359_absl@.png,1841,,,,,解锁对应精灵图鉴后获得,2,
1163,海豹球,config/portrait/speedranktouxiang/img_363_hbq@.png,1861,,,,,解锁对应精灵图鉴后获得,2,
