变量名,level_start,level_end,monsterIDs1,monsterIDs2,monsterIDs3,weight,fightgo_val_start,fightgo_val_end,grade,eliteCards,advanceEnd,advanceStart,attrFix,cards1,cards2,cards3,levelEnd,levelStart,starEnd,starStart
默认值,,,,,,0,,,0,<193;343;163;353;133>,0,0,1,<>,<>,<>,0,0,0,0
ID,等级下限,等级上限,队伍1,队伍2,队伍3,随机权重,先手值上限,先手值下限,段位,精英卡牌,advanceEnd,advanceStart,attrFix,cards1,cards2,cards3,levelEnd,levelStart,starEnd,starStart
170,,,,,,10,,,16,<>,19,18,,<2843;352;62;273;53;793>,<542;2303;222;2873;341;692>,<33;3012;41;23;2891;3562>,74,72,12,11
171,,,,,,10,,,16,<>,19,18,,<72;803;62;692;352;153>,<41;2963;1612;464;273;2483>,<1853;1353;53;102;793;3562>,74,72,12,11
172,,,,,,10,,,16,<>,19,18,,<542;113;173;552;23;102>,<133;3012;41;3012;372;2683>,<3012;2483;463;2633;3012;1353>,74,72,12,11
173,,,,,,10,,,16,<>,19,18,,<2073;13;341;3342;3293;3012>,<273;41;1802;552;3012;372>,<303;1853;462;463;3012;62>,74,72,12,11
174,,,,,,10,,,16,<>,19,18,,<153;2073;222;3293;33;464>,<3;44;3012;23;783;2303>,<2633;1612;82;2013;2272;3012>,74,72,12,11
175,,,,,,10,,,16,<>,19,18,,<102;2924;803;2272;23;1443>,<3012;2873;1863;1353;232;3012>,<133;793;2303;13;44;53>,74,72,12,11
176,,,,,,10,,,16,<>,19,18,,<2302;692;153;102;3342;33>,<3012;482;3562;2891;3012;93>,<3012;1852;222;893;232;464>,74,72,12,11
177,,,,,,10,,,16,<>,19,18,,<893;273;3432;1612;3012;542>,<352;2891;462;2683;452;41>,<692;2963;93;372;472;33>,74,72,12,11
178,,,,,,10,,,16,<>,19,18,,<2963;173;542;2272;13;3293>,<552;82;273;2873;133;352>,<341;1443;1853;1802;464;33>,74,72,12,11
179,,,,,,10,,,16,<>,19,18,,<463;13;893;542;462;3293>,<1802;2924;62;82;53;1612>,<72;2073;2303;3562;3012;2923>,74,72,12,11
180,,,,,,10,,,16,<>,19,18,,<482;2483;793;803;3012;273>,<2873;3012;173;33;41;692>,<303;1353;123;2302;2683;2633>,74,72,12,11
181,,,,,,10,,,16,<>,19,18,,<3472;783;3;3012;283;1802>,<3012;2963;82;41;113;2633>,<1853;542;303;2923;3562;93>,74,72,12,11
182,,,,,,10,,,16,<>,19,18,,<542;62;153;2612;44;3293>,<1802;23;1853;303;2891;803>,<552;53;82;482;13;1852>,74,72,12,11
183,,,,,,10,,,16,<>,19,18,,<3432;3012;2483;283;2303;123>,<113;93;2873;192;1852;2924>,<82;893;2013;133;153;1863>,74,72,12,11
184,,,,,,10,,,16,<>,19,18,,<53;793;102;893;3012;3012>,<232;692;2891;552;2963;2073>,<222;482;1443;133;62;803>,74,72,12,11
185,,,,,,10,,,16,<>,19,18,,<153;2633;372;133;2873;803>,<82;2483;44;283;472;1852>,<232;23;173;3012;2924;303>,74,72,12,11
186,,,,,,10,,,16,<>,19,18,,<2891;303;93;2633;82;542>,<2923;41;2272;102;783;2683>,<273;3012;113;2073;2483;72>,74,72,12,11
187,,,,,,10,,,16,<>,19,18,,<2013;173;482;542;3012;1612>,<303;113;222;1853;2483;2272>,<273;372;2593;803;463;3562>,74,72,12,11
188,,,,,,10,,,16,<>,19,18,,<803;1443;192;1853;3342;273>,<2073;542;303;3;113;2924>,<123;2891;692;352;463;232>,74,72,12,11
189,,,,,,10,,,16,<>,19,18,,<2891;62;793;2073;2683;82>,<352;463;133;783;1853;3012>,<41;23;173;1353;273;482>,74,72,12,11
190,,,,,,10,,,16,<>,19,18,,<1612;482;303;53;3012;3283>,<3012;2013;3012;2483;464;273>,<2924;44;3012;552;2593;3>,74,72,12,11
191,,,,,,10,,,16,<>,19,18,,<352;1443;463;3562;2073;173>,<803;1852;793;542;2891;82>,<232;3012;102;303;341;2923>,74,72,12,11
192,,,,,,10,,,16,<>,19,18,,<3511;2843;44;113;2302;232>,<3012;472;482;3012;2483;2924>,<2963;273;41;23;552;2923>,74,72,12,11
193,,,,,,10,,,16,<>,19,18,,<41;62;232;3012;3012;3562>,<1443;153;341;2873;283;113>,<472;352;1853;372;82;2891>,74,72,12,11
194,,,,,,10,,,16,<>,19,18,,<462;2873;893;3012;692;1853>,<552;2891;62;464;1863;93>,<173;2683;482;283;2302;222>,74,72,12,11
195,,,,,,10,,,16,<>,19,18,,<793;3283;3012;352;2873;1853>,<2633;2013;113;3562;82;153>,<803;3012;173;3012;692;53>,74,72,12,11
196,,,,,,10,,,16,<>,19,18,,<1852;552;2633;23;153;1853>,<273;173;482;2013;3012;2483>,<1353;3012;2923;2302;2073;1863>,74,72,12,11
197,,,,,,10,,,16,<>,19,18,,<2303;3012;2923;372;542;1853>,<2073;3012;53;793;33;123>,<1852;893;1443;2683;2612;2483>,74,72,12,11
198,,,,,,10,,,16,<>,19,18,,<113;1353;133;2873;53;793>,<1802;192;303;273;3562;2272>,<173;62;552;2963;463;462>,74,72,12,11
199,,,,,,10,,,16,<>,19,18,,<192;482;462;542;303;2272>,<463;3012;222;2923;1852;372>,<3012;3012;1853;133;2612;793>,74,72,12,11
200,,,,,,10,,,16,<>,19,18,,<341;472;1802;2923;1863;102>,<692;44;793;2612;53;352>,<133;464;82;13;62;3012>,74,72,12,11
201,,,,,,10,,,15,<>,19,18,,<472;464;701;2401;14;3283>,<2683;771;3181;2993;1612;2302>,<24;3171;1172;1423;93;2993>,76,74,12,11
202,,,,,,10,,,15,<>,19,18,,<1082;1423;783;2073;2891;593>,<2401;2873;1903;1393;2923;133>,<2993;393;3152;2302;2993;3772>,76,74,12,11
203,,,,,,10,,,15,<>,19,18,,<3161;1931;163;1853;803;2303>,<23;13;1863;2473;283;2483>,<333;603;3353;2993;863;2993>,76,74,12,11
204,,,,,,10,,,15,<>,19,18,,<133;3021;771;464;2891;3283>,<2483;1931;3181;712;222;863>,<493;1951;242;163;883;2993>,76,74,12,11
205,,,,,,10,,,15,<>,19,18,,<263;1612;3293;283;1071;1951>,<731;2993;3303;503;2993;341>,<2033;2993;2993;3843;2993;1314>,76,74,12,11
206,,,,,,10,,,15,<>,19,18,,<15;3543;303;333;3353;2924>,<2993;44;2483;2993;3413;1314>,<1393;4132;572;712;2993;2993>,76,74,12,11
207,,,,,,10,,,15,<>,19,18,,<2483;2993;44;1931;4132;883>,<1172;1394;1032;273;2822;572>,<803;2013;2993;2033;24;1314>,76,74,12,11
208,,,,,,10,,,15,<>,19,18,,<721;1503;1313;3143;133;242>,<803;574;1394;3413;2923;593>,<2843;2993;2993;464;2473;3303>,76,74,12,11
209,,,,,,10,,,15,<>,19,18,,<2993;1951;393;1443;603;3303>,<701;303;1841;3353;2723;2993>,<394;884;2993;1082;1503;14>,76,74,12,11
210,,,,,,10,,,15,<>,19,18,,<273;1082;15;462;753;552>,<1813;1853;3171;1841;222;372>,<2993;692;2723;2302;464;2993>,76,74,12,11
211,,,,,,10,,,15,<>,19,18,,<3413;493;2822;1423;283;3>,<2993;2303;2993;93;641;701>,<44;341;2013;1393;273;2993>,76,74,12,11
212,,,,,,10,,,15,<>,19,18,,<2233;1503;793;2993;264;2683>,<3772;2873;593;2993;572;3181>,<2993;1841;574;3353;23;2993>,76,74,12,11
213,,,,,,10,,,15,<>,19,18,,<1221;3152;462;93;783;2993>,<44;4;2302;1394;242;2873>,<393;2593;552;2303;3181;2272>,76,74,12,11
214,,,,,,10,,,15,<>,19,18,,<2473;803;382;3;2822;1394>,<1852;1903;464;482;1853;273>,<1911;883;1612;1314;2233;593>,76,74,12,11
215,,,,,,10,,,15,<>,19,18,,<1841;462;2242;1314;2923;593>,<552;273;3143;1951;2723;1393>,<3251;503;133;2473;3021;4>,76,74,12,11
216,,,,,,10,,,15,<>,19,18,,<1911;1941;783;793;2993;242>,<2401;3161;1893;222;3181;701>,<692;1221;3143;14;4;1802>,76,74,12,11
217,,,,,,10,,,15,<>,19,18,,<15;2302;1852;1853;1911;1253>,<1612;1313;24;283;3543;2633>,<1231;3143;14;721;2993;701>,76,74,12,11
218,,,,,,10,,,15,<>,19,18,,<222;393;2303;2873;2993;1813>,<3251;3663;333;883;753;2723>,<1303;2993;3303;2401;1931;701>,76,74,12,11
219,,,,,,10,,,15,<>,19,18,,<263;1921;2013;462;2891;2303>,<2483;572;93;631;153;3>,<372;1393;242;2993;464;1032>,76,74,12,11
220,,,,,,10,,,15,<>,19,18,,<462;463;753;1293;372;1903>,<13;222;3152;15;2013;3171>,<264;44;2993;1503;1863;1911>,76,74,12,11
221,,,,,,10,,,15,<>,19,18,,<1443;2473;44;731;394;2013>,<1082;1813;2993;572;163;2073>,<3843;2993;721;3303;1612;1841>,76,74,12,11
222,,,,,,10,,,15,<>,19,18,,<1941;1903;712;2473;1841;1394>,<53;2401;2612;2993;472;3143>,<1893;402;3161;572;382;2993>,76,74,12,11
223,,,,,,10,,,15,<>,19,18,,<482;1443;263;2924;1903;783>,<382;394;3161;222;93;2891>,<3181;712;2013;463;3021;1032>,76,74,12,11
224,,,,,,10,,,15,<>,19,18,,<394;3511;1931;372;2401;2993>,<2723;2993;3303;53;1241;2993>,<264;2993;552;2233;493;303>,76,74,12,11
225,,,,,,10,,,15,<>,19,18,,<2612;3303;1231;1941;1303;721>,<692;2873;753;3021;2593;1314>,<493;3663;263;273;2233;884>,76,74,12,11
226,,,,,,10,,,15,<>,19,18,,<15;3251;2033;884;1303;2923>,<264;1293;3663;1893;7001;2993>,<393;1313;23;2013;153;631>,76,74,12,11
227,,,,,,10,,,15,<>,19,18,,<701;1253;3181;503;464;2483>,<593;4132;1423;2993;2993;163>,<1082;264;13;283;372;631>,76,74,12,11
228,,,,,,10,,,15,<>,19,18,,<464;803;1241;333;1314;3843>,<23;2993;2993;2683;2993;93>,<13;3413;2612;701;2993;1231>,76,74,12,11
229,,,,,,10,,,15,<>,19,18,,<712;2683;2963;1612;1253;1313>,<1241;803;3772;1082;2822;2233>,<1231;3;283;2033;402;482>,76,74,12,11
230,,,,,,10,,,15,<>,19,18,,<1032;2683;1503;1893;1423;884>,<2993;2073;482;393;1231;2233>,<2993;23;1071;2993;1221;771>,76,74,12,11
231,,,,,,10,,,15,<>,19,18,,<1221;3432;1032;793;3843;393>,<1253;264;783;2993;1314;2233>,<7001;2993;222;3413;2013;603>,76,74,12,11
232,,,,,,10,,,15,<>,19,18,,<3502;721;3432;2993;14;462>,<1172;793;2233;2993;2033;1303>,<1071;3161;2822;771;883;1423>,76,74,12,11
233,,,,,,10,,,15,<>,19,18,,<222;3432;1951;3303;7001;1893>,<44;3251;2993;731;783;803>,<3181;3171;3353;1303;1241;464>,76,74,12,11
234,,,,,,10,,,15,<>,19,18,,<3353;472;2033;731;1931;1423>,<1813;712;15;2993;883;1393>,<2993;394;2303;603;1241;1903>,76,74,12,11
235,,,,,,10,,,15,<>,19,18,,<2483;783;2612;1082;2303;3283>,<701;574;2683;372;394;2993>,<393;163;13;731;4;464>,76,74,12,11
236,,,,,,10,,,15,<>,19,18,,<463;631;721;593;1853;3021>,<283;153;1172;863;482;402>,<641;3181;2302;493;3592;503>,76,74,12,11
237,,,,,,10,,,15,<>,19,18,,<572;3353;333;1394;23;3283>,<472;1231;2593;153;771;3>,<1941;3251;2401;3592;2723;1253>,76,74,12,11
238,,,,,,10,,,15,<>,19,18,,<3143;1841;382;13;133;2683>,<3012;883;552;1313;2873;2272>,<2013;24;1911;803;264;783>,76,74,12,11
239,,,,,,10,,,15,<>,19,18,,<464;3843;13;264;1503;1911>,<883;2483;2683;731;641;393>,<372;2633;2822;2242;741;2401>,76,74,12,11
240,,,,,,10,,,15,<>,19,18,,<464;1314;463;692;2963;3303>,<153;783;2993;1911;3152;3171>,<402;3353;574;222;3021;793>,76,74,12,11
241,,,,,,10,,,15,<>,19,18,,<2723;2923;1231;133;14;2073>,<372;2993;2822;593;3413;3663>,<721;3021;3251;263;1172;464>,76,74,12,11
242,,,,,,10,,,15,<>,19,18,,<273;2993;572;464;3432;603>,<2924;883;382;1841;2993;2723>,<24;1921;631;14;283;1813>,76,74,12,11
243,,,,,,10,,,15,<>,19,18,,<463;1612;2483;402;2473;3181>,<273;2873;1071;263;3003;1313>,<163;15;394;333;93;372>,76,74,12,11
244,,,,,,10,,,15,<>,19,18,,<2924;731;263;2633;1503;3143>,<783;1253;1853;13;1921;641>,<3;1303;264;242;372;472>,76,74,12,11
245,,,,,,10,,,15,<>,19,18,,<93;3152;303;3181;2993;3003>,<3772;2303;552;1071;1253;493>,<1852;631;2822;2683;163;3161>,76,74,12,11
246,,,,,,10,,,15,<>,19,18,,<382;4132;372;1172;701;393>,<4;1303;15;1393;2993;2993>,<2242;2993;2993;2993;2993;783>,76,74,12,11
247,,,,,,10,,,15,<>,19,18,,<2302;1852;264;2993;1241;463>,<1293;242;1503;712;2923;1423>,<44;2993;783;3413;15;1941>,76,74,12,11
248,,,,,,10,,,15,<>,19,18,,<3181;2924;731;3663;2593;783>,<1612;1802;2013;552;2302;1082>,<472;2993;692;3021;3003;394>,76,74,12,11
249,,,,,,10,,,15,<>,19,18,,<1394;1903;163;3432;1863;1172>,<3152;1503;574;2993;2612;303>,<2633;3161;4;1071;1313;631>,76,74,12,11
250,,,,,,10,,,15,<>,19,18,,<1221;631;1293;1231;1852;3843>,<93;3543;2401;3663;2993;1612>,<572;14;2272;303;3152;1423>,76,74,12,11
251,,,,,,10,,,14,<>,19,18,,<482;593;333;372;793;3413>,<863;803;2993;3663;462;1852>,<23;2993;222;2303;303;3543>,76,74,12,11
252,,,,,,10,,,14,<>,19,18,,<264;3251;3283;2683;884;2401>,<701;14;23;3152;1503;3181>,<712;3772;13;463;15;641>,76,74,12,11
253,,,,,,10,,,14,<>,19,18,,<1903;3021;24;2401;574;593>,<333;1394;552;1071;273;3003>,<1951;1503;44;2233;2033;2993>,76,74,12,11
254,,,,,,10,,,14,<>,19,18,,<2924;273;2013;1313;1172;2993>,<2993;3283;472;2473;372;641>,<721;884;493;783;2723;242>,76,74,12,11
255,,,,,,10,,,14,<>,19,18,,<1082;2401;2033;783;593;2473>,<263;1503;3021;1802;44;1393>,<2302;2993;1314;641;803;2993>,76,74,12,11
256,,,,,,10,,,14,<>,19,18,,<4132;3251;3;2924;3283;382>,<2013;242;303;883;1293;264>,<14;2993;472;2242;1393;2302>,76,74,12,11
257,,,,,,10,,,14,<>,19,18,,<493;2401;1612;93;1853;3283>,<1852;783;1921;1423;1293;2033>,<3353;1314;2993;574;2993;14>,76,74,12,11
258,,,,,,10,,,14,<>,19,18,,<2033;1241;1303;3472;1893;3543>,<1813;1903;2993;2993;3592;721>,<1032;341;2993;1071;793;4132>,76,74,12,11
259,,,,,,10,,,14,<>,19,18,,<1172;3;23;771;1931;3003>,<2993;1911;3592;462;883;333>,<4132;1221;3021;1802;1231;793>,76,74,12,11
260,,,,,,10,,,14,<>,19,18,,<2633;464;2993;2033;44;133>,<482;2233;721;1841;341;3143>,<23;3;883;3592;472;1221>,76,74,12,11
261,,,,,,10,,,14,<>,19,18,,<2483;1813;2923;2033;3181;1921>,<333;222;3161;53;482;2993>,<2993;1253;303;394;3772;2993>,76,74,12,11
262,,,,,,10,,,14,<>,19,18,,<1841;3592;3663;1241;53;472>,<721;7001;753;884;1032;1314>,<1893;631;303;2723;341;3303>,76,74,12,11
263,,,,,,10,,,14,<>,19,18,,<2891;574;493;2993;4;2612>,<1394;463;503;462;1893;631>,<2993;741;793;771;3353;2302>,76,74,12,11
264,,,,,,10,,,14,<>,19,18,,<1853;503;631;3021;3;1393>,<1921;1931;341;2993;382;552>,<372;3772;1951;1032;1503;2993>,76,74,12,11
265,,,,,,10,,,14,<>,19,18,,<1241;1841;2891;2993;153;1443>,<133;2272;2683;2303;1863;1313>,<53;2993;2013;884;1852;1931>,76,74,12,11
266,,,,,,10,,,14,<>,19,18,,<2302;1314;333;3181;3353;1393>,<2822;3413;3161;753;393;631>,<2993;2073;242;2272;1241;701>,76,74,12,11
267,,,,,,10,,,14,<>,19,18,,<3543;572;341;2233;23;163>,<93;2272;7001;2612;2013;753>,<1231;2993;884;1841;701;2993>,76,74,12,11
268,,,,,,10,,,14,<>,19,18,,<692;163;2073;1394;3003;721>,<1503;14;641;1293;2993;3543>,<783;2993;3143;303;3171;712>,76,74,12,11
269,,,,,,10,,,14,<>,19,18,,<2593;572;2272;7001;1941;24>,<603;482;2242;372;14;4>,<3152;503;3;3003;333;394>,76,74,12,11
270,,,,,,10,,,14,<>,19,18,,<3283;3772;303;2993;1503;472>,<1863;692;2473;631;2483;884>,<3543;1293;731;3413;2993;264>,76,74,12,11
271,,,,,,10,,,14,<>,19,18,,<242;1314;3283;1221;4132;2612>,<333;2924;15;153;3663;2873>,<2993;753;552;2233;2993;1071>,76,74,12,11
272,,,,,,10,,,14,<>,19,18,,<1394;721;1314;2822;1921;731>,<53;4132;3171;2483;2593;1313>,<263;771;3143;1852;2993;3413>,76,74,12,11
273,,,,,,10,,,14,<>,19,18,,<741;2993;1082;93;7001;3143>,<731;4;44;593;3592;2683>,<153;1911;24;1293;1394;242>,76,74,12,11
274,,,,,,10,,,14,<>,19,18,,<472;884;462;2483;2073;3>,<1394;2993;4132;1921;1841;793>,<3772;3152;23;402;753;721>,76,74,12,11
275,,,,,,10,,,14,<>,19,18,,<883;1241;53;2612;753;1893>,<23;1931;1941;3303;1394;2891>,<2073;631;2993;2993;1503;153>,76,74,12,11
276,,,,,,10,,,14,<>,19,18,,<3592;493;3342;641;2013;503>,<3003;2483;273;3021;2843;2033>,<24;631;1612;2993;574;741>,76,74,12,11
277,,,,,,10,,,14,<>,19,18,,<2612;93;603;4;1423;283>,<883;2924;2891;2843;1314;552>,<24;1394;163;3251;1071;712>,76,74,12,11
278,,,,,,10,,,14,<>,19,18,,<4;2303;1394;163;771;7001>,<2822;2073;1393;1241;402;803>,<2993;1802;731;462;603;1841>,76,74,12,11
279,,,,,,10,,,14,<>,19,18,,<593;2401;3432;153;2683;3171>,<1921;1393;3353;1802;2993;1903>,<783;3021;133;472;572;2993>,76,74,12,11
280,,,,,,10,,,14,<>,19,18,,<2822;593;863;163;3592;2401>,<133;503;1802;631;2233;273>,<741;1941;3181;731;463;1221>,76,74,12,11
281,,,,,,10,,,14,<>,19,18,,<222;264;4132;3012;1931;1951>,<482;883;133;2033;283;1443>,<1241;593;382;2822;2993;2073>,76,74,12,11
282,,,,,,10,,,14,<>,19,18,,<2723;1903;2822;3303;2272;7001>,<731;463;603;44;1423;273>,<53;3843;14;2993;1082;2993>,76,74,12,11
283,,,,,,10,,,14,<>,19,18,,<1443;3161;44;3843;4132;372>,<2593;2483;1893;2401;2891;462>,<463;2612;1071;1612;2993;2993>,76,74,12,11
284,,,,,,10,,,14,<>,19,18,,<133;303;3293;264;3303;462>,<3152;7001;1853;753;472;24>,<1071;741;3592;1443;242;1293>,76,74,12,11
285,,,,,,10,,,14,<>,19,18,,<3181;2993;1423;2033;1443;641>,<1941;2993;1293;4;1241;2822>,<2242;2683;2993;753;283;1893>,76,74,12,11
286,,,,,,10,,,14,<>,19,18,,<1802;1303;2993;53;464;2993>,<741;4132;1893;493;1071;2483>,<1443;701;3152;863;1941;2033>,76,74,12,11
287,,,,,,10,,,14,<>,19,18,,<3293;3161;1303;3432;1231;264>,<153;133;1503;741;2993;3543>,<1071;503;753;1802;14;1612>,76,74,12,11
288,,,,,,10,,,14,<>,19,18,,<3432;1951;884;2033;2993;1612>,<133;771;382;2633;721;4>,<222;464;3171;1393;753;863>,76,74,12,11
289,,,,,,10,,,14,<>,19,18,,<771;2033;2683;264;1813;3012>,<1172;2924;2843;1802;3413;1951>,<3152;2593;2993;4;372;1841>,76,74,12,11
290,,,,,,10,,,14,<>,19,18,,<2891;133;23;783;2723;1172>,<222;393;1911;793;3181;731>,<463;464;2302;3543;1231;3021>,76,74,12,11
291,,,,,,10,,,14,<>,19,18,,<2473;3772;1802;1921;1394;53>,<303;3413;2073;1852;2272;2993>,<2401;1032;263;2633;1903;153>,76,74,12,11
292,,,,,,10,,,14,<>,19,18,,<2891;2303;1813;2401;402;1071>,<2993;2683;2233;2723;1172;273>,<2473;2993;15;3152;593;692>,76,74,12,11
293,,,,,,10,,,14,<>,19,18,,<2303;552;3143;631;264;13>,<3353;2822;731;1503;863;2683>,<1612;7001;2993;493;2993;1293>,76,74,12,11
294,,,,,,10,,,14,<>,19,18,,<1423;2723;273;4132;712;283>,<15;1911;2891;1863;1172;1293>,<1893;803;3543;2033;3152;2993>,76,74,12,11
295,,,,,,10,,,14,<>,19,18,,<394;712;1394;2473;2723;2993>,<771;3283;463;13;3543;163>,<382;1931;883;1393;15;333>,76,74,12,11
296,,,,,,10,,,14,<>,19,18,,<783;2993;341;2924;1841;1253>,<3353;2993;3592;1231;7001;2401>,<1852;3543;4;3251;3413;153>,76,74,12,11
297,,,,,,10,,,14,<>,19,18,,<603;53;641;753;3772;3012>,<3592;3543;242;3303;712;1951>,<464;631;2993;2723;264;3181>,76,74,12,11
298,,,,,,10,,,14,<>,19,18,,<1172;3143;3251;753;133;3663>,<1503;462;2843;2923;24;3413>,<13;2473;1293;2073;2723;641>,76,74,12,11
299,,,,,,10,,,14,<>,19,18,,<593;574;2272;712;464;1172>,<3663;2891;641;721;2923;1863>,<24;53;264;1032;3003;2483>,76,74,12,11
300,,,,,,10,,,14,<>,19,18,,<2302;44;2993;2993;2993;2473>,<3003;14;574;3181;3413;7001>,<24;463;482;2993;603;1941>,76,74,12,11
301,,,,,,10,,,13,<>,19,18,,<163;341;3413;2401;3843;1503>,<7001;884;721;3663;3152;2993>,<2242;1082;273;883;222;863>,76,74,12,11
302,,,,,,10,,,13,<>,19,18,,<3843;2593;2033;2993;731;2233>,<303;13;341;574;1032;3>,<3181;2242;572;4132;1852;741>,76,74,12,11
303,,,,,,10,,,13,<>,19,18,,<1941;552;2302;133;793;1841>,<2233;394;1921;2993;2822;3772>,<2993;631;463;1852;464;1303>,76,74,12,11
304,,,,,,10,,,13,<>,19,18,,<1941;3293;2963;572;3303;1032>,<273;53;641;3021;493;2723>,<721;2993;1293;2993;3772;3843>,76,74,12,11
305,,,,,,10,,,13,<>,19,18,,<7001;1172;2822;1921;3143;4>,<303;1443;721;3543;402;463>,<2473;1841;153;753;3592;382>,76,74,12,11
306,,,,,,10,,,13,<>,19,18,,<3511;153;341;163;2963;3181>,<1893;482;1394;2993;463;2612>,<1503;2993;2993;2993;3152;15>,76,74,12,11
307,,,,,,10,,,13,<>,19,18,,<3251;4132;333;593;1172;503>,<3543;2993;803;1612;53;2993>,<3143;1951;382;24;631;2993>,76,74,12,11
308,,,,,,10,,,13,<>,19,18,,<44;1314;3003;692;4132;1931>,<2013;2993;463;4;2593;2993>,<393;2242;783;3;2302;503>,76,74,12,11
309,,,,,,10,,,13,<>,19,18,,<3511;3283;372;341;24;793>,<2993;712;2033;2993;701;552>,<2993;2593;1231;753;2993;783>,76,74,12,11
310,,,,,,10,,,13,<>,19,18,,<4132;2993;2073;2993;372;641>,<2233;3012;2723;2633;263;2993>,<24;1293;3161;14;2483;1951>,76,74,12,11
311,,,,,,10,,,13,<>,19,18,,<133;1221;1253;2483;7001;24>,<603;3143;1172;1394;3543;1303>,<3021;3161;1921;2993;701;2993>,76,74,12,11
312,,,,,,10,,,13,<>,19,18,,<692;3161;273;572;1951;133>,<1313;2963;333;3181;2633;2303>,<15;163;283;2272;1813;24>,76,74,12,11
313,,,,,,10,,,13,<>,19,18,,<341;2683;3432;4;2723;14>,<1394;574;2923;1443;603;3663>,<13;2303;1314;2242;3303;1903>,76,74,12,11
314,,,,,,10,,,13,<>,19,18,,<3772;793;1314;3342;1852;3171>,<783;631;44;1813;2843;3353>,<593;1071;741;163;2822;263>,76,74,12,11
315,,,,,,10,,,13,<>,19,18,,<3413;1313;3502;1241;1813;303>,<3021;2873;1841;593;503;1071>,<2993;263;2993;394;753;2033>,76,74,12,11
316,,,,,,10,,,13,<>,19,18,,<462;3012;2013;2843;2612;3303>,<1423;2473;2993;1841;2401;2993>,<273;1503;2303;2233;574;393>,76,74,12,11
317,,,,,,10,,,13,<>,19,18,,<1852;771;24;2873;1911;264>,<482;3161;1253;2993;701;783>,<222;2993;382;2993;53;283>,76,74,12,11
318,,,,,,10,,,13,<>,19,18,,<2723;2924;1032;3303;721;741>,<3171;3;884;1911;701;273>,<2633;2683;153;2013;552;1863>,76,74,12,11
319,,,,,,10,,,13,<>,19,18,,<3772;3342;3171;692;1951;1903>,<2303;771;721;741;793;3143>,<464;1931;783;731;3353;493>,76,74,12,11
320,,,,,,10,,,13,<>,19,18,,<1841;3293;692;1423;493;2612>,<2923;593;2993;3663;783;641>,<2993;13;222;2242;7001;1863>,76,74,12,11
321,,,,,,10,,,13,<>,19,18,,<1071;2923;2723;3181;2242;2033>,<163;574;394;1313;222;3021>,<593;2303;372;3303;1931;3843>,76,74,12,11
322,,,,,,10,,,13,<>,19,18,,<2302;1951;793;1443;1853;1303>,<1253;3353;464;53;2993;503>,<14;153;2401;273;1394;1802>,76,74,12,11
323,,,,,,10,,,13,<>,19,18,,<803;3472;14;1172;1852;863>,<1443;3663;3143;574;631;1941>,<283;503;263;3303;2993;2993>,76,74,12,11
324,,,,,,10,,,13,<>,19,18,,<2683;1863;463;883;2233;2924>,<3143;93;2723;2822;2483;394>,<1221;3592;1394;1082;283;552>,76,74,12,11
325,,,,,,10,,,13,<>,19,18,,<341;53;3152;552;2843;692>,<1314;1853;1293;2993;2822;1931>,<1071;7001;333;1903;2242;264>,76,74,12,11
326,,,,,,10,,,13,<>,19,18,,<2993;4;382;1172;1941;2723>,<2233;264;1863;263;741;133>,<552;341;3;753;3663;3021>,76,74,12,11
327,,,,,,10,,,13,<>,19,18,,<753;3251;3663;2923;2033;1911>,<2993;1941;2272;24;1231;1071>,<863;2993;2993;593;1221;692>,76,74,12,11
328,,,,,,10,,,13,<>,19,18,,<2891;3171;3003;1443;2633;3251>,<2242;503;44;2993;1241;14>,<472;3161;1303;394;53;2993>,76,74,12,11
329,,,,,,10,,,13,<>,19,18,,<2843;1172;3413;1813;1863;883>,<15;3592;3251;2993;242;1293>,<2013;2993;631;2242;2993;482>,76,74,12,11
330,,,,,,10,,,13,<>,19,18,,<2302;493;4;1241;2923;1841>,<3293;2401;641;1231;2013;503>,<2612;93;283;2272;712;3152>,76,74,12,11
331,,,,,,10,,,13,<>,19,18,,<2822;1893;1802;1813;402;2473>,<2303;712;3021;753;3353;23>,<2993;2993;603;3;631;1863>,76,74,12,11
332,,,,,,10,,,13,<>,19,18,,<2612;3592;3143;4;2993;2302>,<593;2272;15;1612;2993;1853>,<1863;721;3353;1253;463;2473>,76,74,12,11
333,,,,,,10,,,13,<>,19,18,,<463;3342;1313;3592;15;2993>,<701;2993;163;393;1951;1863>,<1503;883;273;2993;2233;153>,76,74,12,11
334,,,,,,10,,,13,<>,19,18,,<7001;3251;1303;393;283;574>,<2993;382;2073;394;603;24>,<1293;2993;631;1241;2993;2302>,76,74,12,11
335,,,,,,10,,,13,<>,19,18,,<1841;741;701;1802;341;884>,<1071;1032;2843;2993;2993;2612>,<4132;1082;222;1314;15;1852>,76,74,12,11
336,,,,,,10,,,13,<>,19,18,,<692;2993;3251;2242;283;7001>,<701;263;3772;883;2593;2993>,<1443;2302;333;2822;863;574>,76,74,12,11
337,,,,,,10,,,13,<>,19,18,,<3;1303;1313;382;1893;1921>,<222;2473;1911;2822;464;503>,<482;1032;721;472;1172;631>,76,74,12,11
338,,,,,,10,,,13,<>,19,18,,<24;1503;3592;1841;701;731>,<883;641;863;3152;2993;2633>,<603;753;382;2483;803;2272>,76,74,12,11
