变量名,range,award,flag,version
8130,7000,{gold=10000},,9
8131,10000,{gold=10000},,9
8132,999999,{gold=10000},,9
9001,1,{3088=1;coin15=400000;gold=6000000;rmb=2000},1,10
9002,2,{3088=1;coin15=390000;gold=5800000;rmb=1800},1,10
9003,3,{3088=1;coin15=380000;gold=5600000;rmb=1700},1,10
9004,4,{3088=1;coin15=370000;gold=5400000;rmb=1600},1,10
9005,5,{3088=1;coin15=360000;gold=5200000;rmb=1500},1,10
9006,6,{3088=1;coin15=350000;gold=5000000;rmb=1400},1,10
9007,7,{3088=1;coin15=340000;gold=4800000;rmb=1300},1,10
9008,8,{3088=1;coin15=330000;gold=4600000;rmb=1200},1,10
9009,9,{3088=1;coin15=320000;gold=4400000;rmb=1100},1,10
9010,10,{3088=1;coin15=310000;gold=4200000;rmb=1000},1,10
9011,12,{3089=1;coin15=300000;gold=4000000;rmb=950},1,10
9012,15,{3089=1;coin15=290000;gold=3800000;rmb=900},1,10
9013,20,{3089=1;coin15=280000;gold=3600000;rmb=850},1,10
9014,30,{3089=1;coin15=270000;gold=3400000;rmb=800},1,10
9015,40,{3089=1;coin15=260000;gold=3200000;rmb=750},1,10
9016,50,{3089=1;coin15=250000;gold=3000000;rmb=700},1,10
9017,70,{3090=1;coin15=240000;gold=2800000;rmb=650},1,10
9018,100,{3090=1;coin15=230000;gold=2600000;rmb=600},1,10
9019,150,{3090=1;coin15=220000;gold=2500000;rmb=550},1,10
9020,200,{3090=1;coin15=210000;gold=2400000;rmb=500},1,10
9021,300,{coin15=200000;gold=2300000;rmb=480},1,10
9022,400,{coin15=190000;gold=2200000;rmb=460},1,10
9023,500,{coin15=180000;gold=2100000;rmb=440},1,10
9024,700,{coin15=170000;gold=2000000;rmb=420},1,10
9025,1000,{coin15=160000;gold=1900000;rmb=400},1,10
9026,2000,{coin15=150000;gold=1800000;rmb=380},1,10
9027,3000,{coin15=140000;gold=1700000;rmb=360},1,10
9028,4000,{coin15=130000;gold=1600000;rmb=340},1,10
9029,5000,{coin15=120000;gold=1500000;rmb=320},1,10
9030,7000,{coin15=110000;gold=1400000;rmb=300},1,10
9031,10000,{coin15=100000;gold=1300000;rmb=290},1,10
9032,999999,{coin15=90000;gold=1200000;rmb=260},1,10
9101,1,{gold=10000},,10
9102,2,{gold=10000},,10
9103,3,{gold=10000},,10
9104,4,{gold=10000},,10
9105,5,{gold=10000},,10
9106,6,{gold=10000},,10
9107,7,{gold=10000},,10
9108,8,{gold=10000},,10
9109,9,{gold=10000},,10
9110,10,{gold=10000},,10
9111,12,{gold=10000},,10
9112,15,{gold=10000},,10
9113,20,{gold=10000},,10
9114,30,{gold=10000},,10
9115,40,{gold=10000},,10
9116,50,{gold=10000},,10
9117,70,{gold=10000},,10
9118,100,{gold=10000},,10
9119,150,{gold=10000},,10
9120,200,{gold=10000},,10
9121,300,{gold=10000},,10
9122,400,{gold=10000},,10
9123,500,{gold=10000},,10
9124,700,{gold=10000},,10
9125,1000,{gold=10000},,10
9126,2000,{gold=10000},,10
9127,3000,{gold=10000},,10
9128,4000,{gold=10000},,10
9129,5000,{gold=10000},,10
9130,7000,{gold=10000},,10
9131,10000,{gold=10000},,10
9132,999999,{gold=10000},,10
10001,1,{3091=1;coin15=400000;gold=6000000;rmb=2000},1,11
10002,2,{3091=1;coin15=390000;gold=5800000;rmb=1800},1,11
10003,3,{3091=1;coin15=380000;gold=5600000;rmb=1700},1,11
10004,4,{3091=1;coin15=370000;gold=5400000;rmb=1600},1,11
10005,5,{3091=1;coin15=360000;gold=5200000;rmb=1500},1,11
10006,6,{3091=1;coin15=350000;gold=5000000;rmb=1400},1,11
10007,7,{3091=1;coin15=340000;gold=4800000;rmb=1300},1,11
10008,8,{3091=1;coin15=330000;gold=4600000;rmb=1200},1,11
10009,9,{3091=1;coin15=320000;gold=4400000;rmb=1100},1,11
10010,10,{3091=1;coin15=310000;gold=4200000;rmb=1000},1,11
10011,12,{3092=1;coin15=300000;gold=4000000;rmb=950},1,11
10012,15,{3092=1;coin15=290000;gold=3800000;rmb=900},1,11
10013,20,{3092=1;coin15=280000;gold=3600000;rmb=850},1,11
10014,30,{3092=1;coin15=270000;gold=3400000;rmb=800},1,11
10015,40,{3092=1;coin15=260000;gold=3200000;rmb=750},1,11
10016,50,{3092=1;coin15=250000;gold=3000000;rmb=700},1,11
10017,70,{3093=1;coin15=240000;gold=2800000;rmb=650},1,11
10018,100,{3093=1;coin15=230000;gold=2600000;rmb=600},1,11
10019,150,{3093=1;coin15=220000;gold=2500000;rmb=550},1,11
10020,200,{3093=1;coin15=210000;gold=2400000;rmb=500},1,11
10021,300,{coin15=200000;gold=2300000;rmb=480},1,11
10022,400,{coin15=190000;gold=2200000;rmb=460},1,11
10023,500,{coin15=180000;gold=2100000;rmb=440},1,11
10024,700,{coin15=170000;gold=2000000;rmb=420},1,11
10025,1000,{coin15=160000;gold=1900000;rmb=400},1,11
10026,2000,{coin15=150000;gold=1800000;rmb=380},1,11
10027,3000,{coin15=140000;gold=1700000;rmb=360},1,11
10028,4000,{coin15=130000;gold=1600000;rmb=340},1,11
10029,5000,{coin15=120000;gold=1500000;rmb=320},1,11
10030,7000,{coin15=110000;gold=1400000;rmb=300},1,11
10031,10000,{coin15=100000;gold=1300000;rmb=290},1,11
10032,999999,{coin15=90000;gold=1200000;rmb=260},1,11
10101,1,{gold=10000},,11
10102,2,{gold=10000},,11
10103,3,{gold=10000},,11
10104,4,{gold=10000},,11
10105,5,{gold=10000},,11
10106,6,{gold=10000},,11
10107,7,{gold=10000},,11
10108,8,{gold=10000},,11
10109,9,{gold=10000},,11
10110,10,{gold=10000},,11
10111,12,{gold=10000},,11
10112,15,{gold=10000},,11
10113,20,{gold=10000},,11
10114,30,{gold=10000},,11
10115,40,{gold=10000},,11
10116,50,{gold=10000},,11
10117,70,{gold=10000},,11
10118,100,{gold=10000},,11
10119,150,{gold=10000},,11
10120,200,{gold=10000},,11
10121,300,{gold=10000},,11
10122,400,{gold=10000},,11
10123,500,{gold=10000},,11
10124,700,{gold=10000},,11
10125,1000,{gold=10000},,11
10126,2000,{gold=10000},,11
10127,3000,{gold=10000},,11
10128,4000,{gold=10000},,11
10129,5000,{gold=10000},,11
10130,7000,{gold=10000},,11
10131,10000,{gold=10000},,11
10132,999999,{gold=10000},,11
11001,1,{3094=1;coin15=400000;gold=6000000;rmb=2000},1,12
11002,2,{3094=1;coin15=390000;gold=5800000;rmb=1800},1,12
11003,3,{3094=1;coin15=380000;gold=5600000;rmb=1700},1,12
11004,4,{3094=1;coin15=370000;gold=5400000;rmb=1600},1,12
11005,5,{3094=1;coin15=360000;gold=5200000;rmb=1500},1,12
11006,6,{3094=1;coin15=350000;gold=5000000;rmb=1400},1,12
11007,7,{3094=1;coin15=340000;gold=4800000;rmb=1300},1,12
11008,8,{3094=1;coin15=330000;gold=4600000;rmb=1200},1,12
11009,9,{3094=1;coin15=320000;gold=4400000;rmb=1100},1,12
11010,10,{3094=1;coin15=310000;gold=4200000;rmb=1000},1,12
11011,12,{3095=1;coin15=300000;gold=4000000;rmb=950},1,12
11012,15,{3095=1;coin15=290000;gold=3800000;rmb=900},1,12
11013,20,{3095=1;coin15=280000;gold=3600000;rmb=850},1,12
11014,30,{3095=1;coin15=270000;gold=3400000;rmb=800},1,12
11015,40,{3095=1;coin15=260000;gold=3200000;rmb=750},1,12
11016,50,{3095=1;coin15=250000;gold=3000000;rmb=700},1,12
11017,70,{3096=1;coin15=240000;gold=2800000;rmb=650},1,12
11018,100,{3096=1;coin15=230000;gold=2600000;rmb=600},1,12
11019,150,{3096=1;coin15=220000;gold=2500000;rmb=550},1,12
11020,200,{3096=1;coin15=210000;gold=2400000;rmb=500},1,12
11021,300,{coin15=200000;gold=2300000;rmb=480},1,12
11022,400,{coin15=190000;gold=2200000;rmb=460},1,12
11023,500,{coin15=180000;gold=2100000;rmb=440},1,12
11024,700,{coin15=170000;gold=2000000;rmb=420},1,12
11025,1000,{coin15=160000;gold=1900000;rmb=400},1,12
11026,2000,{coin15=150000;gold=1800000;rmb=380},1,12
11027,3000,{coin15=140000;gold=1700000;rmb=360},1,12
11028,4000,{coin15=130000;gold=1600000;rmb=340},1,12
11029,5000,{coin15=120000;gold=1500000;rmb=320},1,12
11030,7000,{coin15=110000;gold=1400000;rmb=300},1,12
11031,10000,{coin15=100000;gold=1300000;rmb=290},1,12
11032,999999,{coin15=90000;gold=1200000;rmb=260},1,12
11101,1,{gold=10000},,12
11102,2,{gold=10000},,12
11103,3,{gold=10000},,12
11104,4,{gold=10000},,12
11105,5,{gold=10000},,12
11106,6,{gold=10000},,12
11107,7,{gold=10000},,12
11108,8,{gold=10000},,12
11109,9,{gold=10000},,12
11110,10,{gold=10000},,12
11111,12,{gold=10000},,12
11112,15,{gold=10000},,12
11113,20,{gold=10000},,12
11114,30,{gold=10000},,12
11115,40,{gold=10000},,12
11116,50,{gold=10000},,12
11117,70,{gold=10000},,12
11118,100,{gold=10000},,12
11119,150,{gold=10000},,12
11120,200,{gold=10000},,12
11121,300,{gold=10000},,12
11122,400,{gold=10000},,12
11123,500,{gold=10000},,12
11124,700,{gold=10000},,12
11125,1000,{gold=10000},,12
11126,2000,{gold=10000},,12
11127,3000,{gold=10000},,12
11128,4000,{gold=10000},,12
11129,5000,{gold=10000},,12
11130,7000,{gold=10000},,12
11131,10000,{gold=10000},,12
11132,999999,{gold=10000},,12
12001,1,{3097=1;coin15=400000;gold=6000000;rmb=2000},1,13
12002,2,{3097=1;coin15=390000;gold=5800000;rmb=1800},1,13
12003,3,{3097=1;coin15=380000;gold=5600000;rmb=1700},1,13
12004,4,{3097=1;coin15=370000;gold=5400000;rmb=1600},1,13
12005,5,{3097=1;coin15=360000;gold=5200000;rmb=1500},1,13
12006,6,{3097=1;coin15=350000;gold=5000000;rmb=1400},1,13
12007,7,{3097=1;coin15=340000;gold=4800000;rmb=1300},1,13
12008,8,{3097=1;coin15=330000;gold=4600000;rmb=1200},1,13
12009,9,{3097=1;coin15=320000;gold=4400000;rmb=1100},1,13
12010,10,{3097=1;coin15=310000;gold=4200000;rmb=1000},1,13
12011,12,{3098=1;coin15=300000;gold=4000000;rmb=950},1,13
12012,15,{3098=1;coin15=290000;gold=3800000;rmb=900},1,13
12013,20,{3098=1;coin15=280000;gold=3600000;rmb=850},1,13
12014,30,{3098=1;coin15=270000;gold=3400000;rmb=800},1,13
12015,40,{3098=1;coin15=260000;gold=3200000;rmb=750},1,13
12016,50,{3098=1;coin15=250000;gold=3000000;rmb=700},1,13
12017,70,{3099=1;coin15=240000;gold=2800000;rmb=650},1,13
12018,100,{3099=1;coin15=230000;gold=2600000;rmb=600},1,13
12019,150,{3099=1;coin15=220000;gold=2500000;rmb=550},1,13
12020,200,{3099=1;coin15=210000;gold=2400000;rmb=500},1,13
12021,300,{coin15=200000;gold=2300000;rmb=480},1,13
12022,400,{coin15=190000;gold=2200000;rmb=460},1,13
12023,500,{coin15=180000;gold=2100000;rmb=440},1,13
12024,700,{coin15=170000;gold=2000000;rmb=420},1,13
12025,1000,{coin15=160000;gold=1900000;rmb=400},1,13
12026,2000,{coin15=150000;gold=1800000;rmb=380},1,13
12027,3000,{coin15=140000;gold=1700000;rmb=360},1,13
12028,4000,{coin15=130000;gold=1600000;rmb=340},1,13
12029,5000,{coin15=120000;gold=1500000;rmb=320},1,13
12030,7000,{coin15=110000;gold=1400000;rmb=300},1,13
12031,10000,{coin15=100000;gold=1300000;rmb=290},1,13
12032,999999,{coin15=90000;gold=1200000;rmb=260},1,13
12101,1,{gold=10000},,13
12102,2,{gold=10000},,13
12103,3,{gold=10000},,13
12104,4,{gold=10000},,13
12105,5,{gold=10000},,13
12106,6,{gold=10000},,13
12107,7,{gold=10000},,13
12108,8,{gold=10000},,13
12109,9,{gold=10000},,13
12110,10,{gold=10000},,13
12111,12,{gold=10000},,13
12112,15,{gold=10000},,13
12113,20,{gold=10000},,13
12114,30,{gold=10000},,13
12115,40,{gold=10000},,13
12116,50,{gold=10000},,13
12117,70,{gold=10000},,13
12118,100,{gold=10000},,13
12119,150,{gold=10000},,13
12120,200,{gold=10000},,13
12121,300,{gold=10000},,13
12122,400,{gold=10000},,13
12123,500,{gold=10000},,13
12124,700,{gold=10000},,13
12125,1000,{gold=10000},,13
12126,2000,{gold=10000},,13
12127,3000,{gold=10000},,13
12128,4000,{gold=10000},,13
12129,5000,{gold=10000},,13
12130,7000,{gold=10000},,13
12131,10000,{gold=10000},,13
12132,999999,{gold=10000},,13
13001,1,{3201=1;coin15=400000;gold=6000000;rmb=2000},1,14
13002,2,{3201=1;coin15=390000;gold=5800000;rmb=1800},1,14
13003,3,{3201=1;coin15=380000;gold=5600000;rmb=1700},1,14
13004,4,{3201=1;coin15=370000;gold=5400000;rmb=1600},1,14
13005,5,{3201=1;coin15=360000;gold=5200000;rmb=1500},1,14
13006,6,{3201=1;coin15=350000;gold=5000000;rmb=1400},1,14
13007,7,{3201=1;coin15=340000;gold=4800000;rmb=1300},1,14
13008,8,{3201=1;coin15=330000;gold=4600000;rmb=1200},1,14
13009,9,{3201=1;coin15=320000;gold=4400000;rmb=1100},1,14
13010,10,{3201=1;coin15=310000;gold=4200000;rmb=1000},1,14
13011,12,{3202=1;coin15=300000;gold=4000000;rmb=950},1,14
13012,15,{3202=1;coin15=290000;gold=3800000;rmb=900},1,14
13013,20,{3202=1;coin15=280000;gold=3600000;rmb=850},1,14
13014,30,{3202=1;coin15=270000;gold=3400000;rmb=800},1,14
13015,40,{3202=1;coin15=260000;gold=3200000;rmb=750},1,14
13016,50,{3202=1;coin15=250000;gold=3000000;rmb=700},1,14
13017,70,{3203=1;coin15=240000;gold=2800000;rmb=650},1,14
13018,100,{3203=1;coin15=230000;gold=2600000;rmb=600},1,14
13019,150,{3203=1;coin15=220000;gold=2500000;rmb=550},1,14
13020,200,{3203=1;coin15=210000;gold=2400000;rmb=500},1,14
13021,300,{coin15=200000;gold=2300000;rmb=480},1,14
13022,400,{coin15=190000;gold=2200000;rmb=460},1,14
13023,500,{coin15=180000;gold=2100000;rmb=440},1,14
13024,700,{coin15=170000;gold=2000000;rmb=420},1,14
13025,1000,{coin15=160000;gold=1900000;rmb=400},1,14
13026,2000,{coin15=150000;gold=1800000;rmb=380},1,14
13027,3000,{coin15=140000;gold=1700000;rmb=360},1,14
13028,4000,{coin15=130000;gold=1600000;rmb=340},1,14
13029,5000,{coin15=120000;gold=1500000;rmb=320},1,14
13030,7000,{coin15=110000;gold=1400000;rmb=300},1,14
13031,10000,{coin15=100000;gold=1300000;rmb=290},1,14
13032,999999,{coin15=90000;gold=1200000;rmb=260},1,14
13101,1,{gold=10000},,14
13102,2,{gold=10000},,14
13103,3,{gold=10000},,14
13104,4,{gold=10000},,14
13105,5,{gold=10000},,14
13106,6,{gold=10000},,14
13107,7,{gold=10000},,14
13108,8,{gold=10000},,14
13109,9,{gold=10000},,14
13110,10,{gold=10000},,14
13111,12,{gold=10000},,14
13112,15,{gold=10000},,14
13113,20,{gold=10000},,14
13114,30,{gold=10000},,14
13115,40,{gold=10000},,14
13116,50,{gold=10000},,14
13117,70,{gold=10000},,14
13118,100,{gold=10000},,14
13119,150,{gold=10000},,14
13120,200,{gold=10000},,14
13121,300,{gold=10000},,14
13122,400,{gold=10000},,14
13123,500,{gold=10000},,14
13124,700,{gold=10000},,14
13125,1000,{gold=10000},,14
13126,2000,{gold=10000},,14
13127,3000,{gold=10000},,14
13128,4000,{gold=10000},,14
13129,5000,{gold=10000},,14
13130,7000,{gold=10000},,14
13131,10000,{gold=10000},,14
13132,999999,{gold=10000},,14
14001,1,{3204=1;coin15=400000;gold=6000000;rmb=2000},1,15
14002,2,{3204=1;coin15=390000;gold=5800000;rmb=1800},1,15
14003,3,{3204=1;coin15=380000;gold=5600000;rmb=1700},1,15
14004,4,{3204=1;coin15=370000;gold=5400000;rmb=1600},1,15
14005,5,{3204=1;coin15=360000;gold=5200000;rmb=1500},1,15
14006,6,{3204=1;coin15=350000;gold=5000000;rmb=1400},1,15
14007,7,{3204=1;coin15=340000;gold=4800000;rmb=1300},1,15
14008,8,{3204=1;coin15=330000;gold=4600000;rmb=1200},1,15
14009,9,{3204=1;coin15=320000;gold=4400000;rmb=1100},1,15
14010,10,{3204=1;coin15=310000;gold=4200000;rmb=1000},1,15
14011,12,{3205=1;coin15=300000;gold=4000000;rmb=950},1,15
14012,15,{3205=1;coin15=290000;gold=3800000;rmb=900},1,15
14013,20,{3205=1;coin15=280000;gold=3600000;rmb=850},1,15
14014,30,{3205=1;coin15=270000;gold=3400000;rmb=800},1,15
14015,40,{3205=1;coin15=260000;gold=3200000;rmb=750},1,15
14016,50,{3205=1;coin15=250000;gold=3000000;rmb=700},1,15
14017,70,{3206=1;coin15=240000;gold=2800000;rmb=650},1,15
14018,100,{3206=1;coin15=230000;gold=2600000;rmb=600},1,15
14019,150,{3206=1;coin15=220000;gold=2500000;rmb=550},1,15
14020,200,{3206=1;coin15=210000;gold=2400000;rmb=500},1,15
14021,300,{coin15=200000;gold=2300000;rmb=480},1,15
14022,400,{coin15=190000;gold=2200000;rmb=460},1,15
14023,500,{coin15=180000;gold=2100000;rmb=440},1,15
14024,700,{coin15=170000;gold=2000000;rmb=420},1,15
14025,1000,{coin15=160000;gold=1900000;rmb=400},1,15
14026,2000,{coin15=150000;gold=1800000;rmb=380},1,15
14027,3000,{coin15=140000;gold=1700000;rmb=360},1,15
14028,4000,{coin15=130000;gold=1600000;rmb=340},1,15
14029,5000,{coin15=120000;gold=1500000;rmb=320},1,15
14030,7000,{coin15=110000;gold=1400000;rmb=300},1,15
14031,10000,{coin15=100000;gold=1300000;rmb=290},1,15
14032,999999,{coin15=90000;gold=1200000;rmb=260},1,15
14101,1,{gold=10000},,15
14102,2,{gold=10000},,15
14103,3,{gold=10000},,15
14104,4,{gold=10000},,15
14105,5,{gold=10000},,15
14106,6,{gold=10000},,15
14107,7,{gold=10000},,15
14108,8,{gold=10000},,15
14109,9,{gold=10000},,15
14110,10,{gold=10000},,15
14111,12,{gold=10000},,15
14112,15,{gold=10000},,15
14113,20,{gold=10000},,15
14114,30,{gold=10000},,15
14115,40,{gold=10000},,15
14116,50,{gold=10000},,15
14117,70,{gold=10000},,15
14118,100,{gold=10000},,15
14119,150,{gold=10000},,15
14120,200,{gold=10000},,15
14121,300,{gold=10000},,15
14122,400,{gold=10000},,15
14123,500,{gold=10000},,15
14124,700,{gold=10000},,15
14125,1000,{gold=10000},,15
14126,2000,{gold=10000},,15
14127,3000,{gold=10000},,15
14128,4000,{gold=10000},,15
14129,5000,{gold=10000},,15
14130,7000,{gold=10000},,15
14131,10000,{gold=10000},,15
14132,999999,{gold=10000},,15
15001,1,{3207=1;coin15=400000;gold=6000000;rmb=2000},1,16
15002,2,{3207=1;coin15=390000;gold=5800000;rmb=1800},1,16
15003,3,{3207=1;coin15=380000;gold=5600000;rmb=1700},1,16
15004,4,{3207=1;coin15=370000;gold=5400000;rmb=1600},1,16
15005,5,{3207=1;coin15=360000;gold=5200000;rmb=1500},1,16
15006,6,{3207=1;coin15=350000;gold=5000000;rmb=1400},1,16
15007,7,{3207=1;coin15=340000;gold=4800000;rmb=1300},1,16
15008,8,{3207=1;coin15=330000;gold=4600000;rmb=1200},1,16
15009,9,{3207=1;coin15=320000;gold=4400000;rmb=1100},1,16
15010,10,{3207=1;coin15=310000;gold=4200000;rmb=1000},1,16
15011,12,{3208=1;coin15=300000;gold=4000000;rmb=950},1,16
15012,15,{3208=1;coin15=290000;gold=3800000;rmb=900},1,16
15013,20,{3208=1;coin15=280000;gold=3600000;rmb=850},1,16
15014,30,{3208=1;coin15=270000;gold=3400000;rmb=800},1,16
15015,40,{3208=1;coin15=260000;gold=3200000;rmb=750},1,16
15016,50,{3208=1;coin15=250000;gold=3000000;rmb=700},1,16
15017,70,{3209=1;coin15=240000;gold=2800000;rmb=650},1,16
15018,100,{3209=1;coin15=230000;gold=2600000;rmb=600},1,16
15019,150,{3209=1;coin15=220000;gold=2500000;rmb=550},1,16
15020,200,{3209=1;coin15=210000;gold=2400000;rmb=500},1,16
15021,300,{coin15=200000;gold=2300000;rmb=480},1,16
15022,400,{coin15=190000;gold=2200000;rmb=460},1,16
15023,500,{coin15=180000;gold=2100000;rmb=440},1,16
15024,700,{coin15=170000;gold=2000000;rmb=420},1,16
15025,1000,{coin15=160000;gold=1900000;rmb=400},1,16
15026,2000,{coin15=150000;gold=1800000;rmb=380},1,16
15027,3000,{coin15=140000;gold=1700000;rmb=360},1,16
15028,4000,{coin15=130000;gold=1600000;rmb=340},1,16
15029,5000,{coin15=120000;gold=1500000;rmb=320},1,16
15030,7000,{coin15=110000;gold=1400000;rmb=300},1,16
15031,10000,{coin15=100000;gold=1300000;rmb=290},1,16
15032,999999,{coin15=90000;gold=1200000;rmb=260},1,16
15101,1,{gold=10000},,16
15102,2,{gold=10000},,16
15103,3,{gold=10000},,16
15104,4,{gold=10000},,16
15105,5,{gold=10000},,16
15106,6,{gold=10000},,16
15107,7,{gold=10000},,16
15108,8,{gold=10000},,16
15109,9,{gold=10000},,16
15110,10,{gold=10000},,16
15111,12,{gold=10000},,16
15112,15,{gold=10000},,16
15113,20,{gold=10000},,16
15114,30,{gold=10000},,16
15115,40,{gold=10000},,16
15116,50,{gold=10000},,16
15117,70,{gold=10000},,16
15118,100,{gold=10000},,16
15119,150,{gold=10000},,16
15120,200,{gold=10000},,16
15121,300,{gold=10000},,16
15122,400,{gold=10000},,16
15123,500,{gold=10000},,16
15124,700,{gold=10000},,16
15125,1000,{gold=10000},,16
15126,2000,{gold=10000},,16
15127,3000,{gold=10000},,16
15128,4000,{gold=10000},,16
15129,5000,{gold=10000},,16
15130,7000,{gold=10000},,16
15131,10000,{gold=10000},,16
15132,999999,{gold=10000},,16
16001,1,{3210=1;coin15=400000;gold=6000000;rmb=2000},1,17
16002,2,{3210=1;coin15=390000;gold=5800000;rmb=1800},1,17
16003,3,{3210=1;coin15=380000;gold=5600000;rmb=1700},1,17
16004,4,{3210=1;coin15=370000;gold=5400000;rmb=1600},1,17
16005,5,{3210=1;coin15=360000;gold=5200000;rmb=1500},1,17
16006,6,{3210=1;coin15=350000;gold=5000000;rmb=1400},1,17
16007,7,{3210=1;coin15=340000;gold=4800000;rmb=1300},1,17
16008,8,{3210=1;coin15=330000;gold=4600000;rmb=1200},1,17
16009,9,{3210=1;coin15=320000;gold=4400000;rmb=1100},1,17
16010,10,{3210=1;coin15=310000;gold=4200000;rmb=1000},1,17
16011,12,{3211=1;coin15=300000;gold=4000000;rmb=950},1,17
16012,15,{3211=1;coin15=290000;gold=3800000;rmb=900},1,17
16013,20,{3211=1;coin15=280000;gold=3600000;rmb=850},1,17
16014,30,{3211=1;coin15=270000;gold=3400000;rmb=800},1,17
16015,40,{3211=1;coin15=260000;gold=3200000;rmb=750},1,17
16016,50,{3211=1;coin15=250000;gold=3000000;rmb=700},1,17
16017,70,{3212=1;coin15=240000;gold=2800000;rmb=650},1,17
16018,100,{3212=1;coin15=230000;gold=2600000;rmb=600},1,17
16019,150,{3212=1;coin15=220000;gold=2500000;rmb=550},1,17
16020,200,{3212=1;coin15=210000;gold=2400000;rmb=500},1,17
16021,300,{coin15=200000;gold=2300000;rmb=480},1,17
16022,400,{coin15=190000;gold=2200000;rmb=460},1,17
16023,500,{coin15=180000;gold=2100000;rmb=440},1,17
16024,700,{coin15=170000;gold=2000000;rmb=420},1,17
16025,1000,{coin15=160000;gold=1900000;rmb=400},1,17
16026,2000,{coin15=150000;gold=1800000;rmb=380},1,17
16027,3000,{coin15=140000;gold=1700000;rmb=360},1,17
16028,4000,{coin15=130000;gold=1600000;rmb=340},1,17
16029,5000,{coin15=120000;gold=1500000;rmb=320},1,17
16030,7000,{coin15=110000;gold=1400000;rmb=300},1,17
16031,10000,{coin15=100000;gold=1300000;rmb=290},1,17
16032,999999,{coin15=90000;gold=1200000;rmb=260},1,17
16101,1,{gold=10000},,17
16102,2,{gold=10000},,17
16103,3,{gold=10000},,17
16104,4,{gold=10000},,17
16105,5,{gold=10000},,17
16106,6,{gold=10000},,17
16107,7,{gold=10000},,17
16108,8,{gold=10000},,17
16109,9,{gold=10000},,17
16110,10,{gold=10000},,17
16111,12,{gold=10000},,17
16112,15,{gold=10000},,17
16113,20,{gold=10000},,17
16114,30,{gold=10000},,17
16115,40,{gold=10000},,17
16116,50,{gold=10000},,17
16117,70,{gold=10000},,17
16118,100,{gold=10000},,17
16119,150,{gold=10000},,17
16120,200,{gold=10000},,17
16121,300,{gold=10000},,17
16122,400,{gold=10000},,17
16123,500,{gold=10000},,17
16124,700,{gold=10000},,17
16125,1000,{gold=10000},,17
16126,2000,{gold=10000},,17
16127,3000,{gold=10000},,17
16128,4000,{gold=10000},,17
16129,5000,{gold=10000},,17
16130,7000,{gold=10000},,17
16131,10000,{gold=10000},,17
16132,999999,{gold=10000},,17
17001,1,{3213=1;coin15=400000;gold=6000000;rmb=2000},1,18
17002,2,{3213=1;coin15=390000;gold=5800000;rmb=1800},1,18
17003,3,{3213=1;coin15=380000;gold=5600000;rmb=1700},1,18
17004,4,{3213=1;coin15=370000;gold=5400000;rmb=1600},1,18
17005,5,{3213=1;coin15=360000;gold=5200000;rmb=1500},1,18
17006,6,{3213=1;coin15=350000;gold=5000000;rmb=1400},1,18
17007,7,{3213=1;coin15=340000;gold=4800000;rmb=1300},1,18
17008,8,{3213=1;coin15=330000;gold=4600000;rmb=1200},1,18
17009,9,{3213=1;coin15=320000;gold=4400000;rmb=1100},1,18
17010,10,{3213=1;coin15=310000;gold=4200000;rmb=1000},1,18
17011,12,{3214=1;coin15=300000;gold=4000000;rmb=950},1,18
17012,15,{3214=1;coin15=290000;gold=3800000;rmb=900},1,18
17013,20,{3214=1;coin15=280000;gold=3600000;rmb=850},1,18
17014,30,{3214=1;coin15=270000;gold=3400000;rmb=800},1,18
17015,40,{3214=1;coin15=260000;gold=3200000;rmb=750},1,18
17016,50,{3214=1;coin15=250000;gold=3000000;rmb=700},1,18
17017,70,{3215=1;coin15=240000;gold=2800000;rmb=650},1,18
17018,100,{3215=1;coin15=230000;gold=2600000;rmb=600},1,18
17019,150,{3215=1;coin15=220000;gold=2500000;rmb=550},1,18
17020,200,{3215=1;coin15=210000;gold=2400000;rmb=500},1,18
17021,300,{coin15=200000;gold=2300000;rmb=480},1,18
17022,400,{coin15=190000;gold=2200000;rmb=460},1,18
17023,500,{coin15=180000;gold=2100000;rmb=440},1,18
17024,700,{coin15=170000;gold=2000000;rmb=420},1,18
17025,1000,{coin15=160000;gold=1900000;rmb=400},1,18
17026,2000,{coin15=150000;gold=1800000;rmb=380},1,18
17027,3000,{coin15=140000;gold=1700000;rmb=360},1,18
17028,4000,{coin15=130000;gold=1600000;rmb=340},1,18
17029,5000,{coin15=120000;gold=1500000;rmb=320},1,18
17030,7000,{coin15=110000;gold=1400000;rmb=300},1,18
17031,10000,{coin15=100000;gold=1300000;rmb=290},1,18
17032,999999,{coin15=90000;gold=1200000;rmb=260},1,18
17101,1,{gold=10000},,18
17102,2,{gold=10000},,18
17103,3,{gold=10000},,18
17104,4,{gold=10000},,18
17105,5,{gold=10000},,18
17106,6,{gold=10000},,18
17107,7,{gold=10000},,18
17108,8,{gold=10000},,18
17109,9,{gold=10000},,18
17110,10,{gold=10000},,18
17111,12,{gold=10000},,18
17112,15,{gold=10000},,18
17113,20,{gold=10000},,18
17114,30,{gold=10000},,18
17115,40,{gold=10000},,18
17116,50,{gold=10000},,18
17117,70,{gold=10000},,18
17118,100,{gold=10000},,18
17119,150,{gold=10000},,18
17120,200,{gold=10000},,18
17121,300,{gold=10000},,18
17122,400,{gold=10000},,18
