变量名,attrType1,symbolGroupType,attrNum2,extraAttrNum2,extraAttrsType2,starSeqID,attrType2,extraAttrsType1,extraAttrNum1,attrNum1,name,sort,power,totemGroup1,symbolPosition,nature
2188,1,3,,,,,,1,173,216,蒸汽爆炸,52,1,<8307;8335;8430>,<1;2;3>,<11;16;1>
2189,9,3,18,15,10,,10,9,18,21,死缠烂打,29,1,<8339;8321;8306>,<2;5;7>,<11;16;1>
2190,9,3,18,15,10,,10,9,18,21,破灭之光,86,1,<8325;8307;8341>,<3;5;7>,<14;8;3>
2191,1,3,,,,,,1,1929,1.30%,根源波动,,4,<8405;8429;8505;8602>,<1;2;3;4>,<14;8;3>
2192,13,3,,,,,,9,333,33,迎头一击,28,4,<8335;8420;8501;8601>,<4;5;6;7>,<11;16;1>
2193,9,3,1.13%,290,10,,10,9,297,1.13%,吸取力量,72,3,<8313;8427;8434;8604>,<1;2;4;7>,<13;17;6>
2194,13,3,,,,,,1,1641,29,猛扑,13,3,<8308;8406;8403;8601>,<4;5;6;7>,<13;17;6>
2195,1,3,,,,,,1,576,0.33%,觉醒之舞,24,2,<8315;8431;8423;8513>,<1;2;3;4>,<14;8;3>
2196,1,3,,,,,,1,1757,2196,暗影之骨,58,4,<8343;8314;8511;8612>,<4;5;6;7>,<11;16;1>
2197,7,3,583,466,8,,8,7,466,583,冲岩,93,3,<8336;8326;8408;8605>,<1;2;3;4>,<15;18;2>
2198,9,3,345,277,10,,10,9,282,351,棱镜镭射,59,3,<8301;8333;8427;8603>,<1;2;3;4>,<11;16;1>
2199,1,3,,,,,,1,288,360,暗影之光,6,2,<8331;8344;8401;8416>,<3;5;6;7>,<15;18;2>
2200,1,3,,,,,,1,1469,1836,紧咬不放,15,3,<8337;8328;8341;8607>,<3;5;6;7>,<12;4;9>
2201,1,3,,,,,,1,1958,1.33%,背水一战,16,4,<8320;8435;8403;8510;8603>,<1;2;3;4;6>,<15;18;2>
2202,9,3,192,155,10,,10,9,162,201,扑击,20,3,<8343;8416;8433;8505;8510>,<1;2;3;4;6>,<15;18;2>
2203,7,3,195,156,8,,8,7,156,195,光墙,79,2,<8301;8311;8317;8438;8508>,<3;4;5;6;7>,<14;8;3>
2204,1,3,,,,,,1,317,396,捕兽夹,107,2,<8327;8321;8328;8434;8421>,<1;2;3;5;7>,<13;17;6>
2205,1,3,,,,,,1,634,792,广域破坏,2,3,<8338;8314;8332;8429;8405;8512>,<1;3;4;5;6;7>,<13;17;6>
2206,7,3,1.18%,509,8,,8,7,509,1.18%,神奇蒸汽,19,4,<8308;8340;8336;8423;8433;8607>,<1;2;3;4;6;7>,<13;17;6>
2207,92,3,46,352,10,,93,9,360,46,假跪真撞,43,4,<8334;8336;8425;8429;8505;8611>,<1;2;3;4;6;7>,<15;18;2>
2208,1,3,,,,,,1,720,900,广域战力,61,3,<8333;8330;8414;8431;8428;8505>,<1;2;3;5;6;7>,<12;4;9>
2209,9,3,12,,,,10,,,14,铁滚轮,14,1,<8303;8326>,<3;6>,
2210,1,3,,,,,,,,180,鳞射,71,1,<8337;8419>,<1;4>,
2211,7,3,33,27,8,,8,7,27,33,流星光束,10,1,<8318;8329;8326>,<2;5;7>,<12;4;9>
2212,7,3,33,27,8,,8,7,27,33,薄雾炸裂,58,1,<8303;8308;8330>,<1;2;4>,<11;16;1>
2213,1,3,,,,,,1,87,108,大地波动,23,1,<8316;8325;8334>,<1;2;4>,<15;18;2>
2214,7,3,33,27,8,,8,7,27,33,爬击,2,1,<8309;8337;8325>,<1;2;3>,<14;8;3>
2215,1,3,,,,,,1,87,108,妒火,17,1,<8340;8321;8328>,<3;5;7>,<13;17;6>
2216,9,3,18,15,10,,10,9,18,21,腐蚀气体,90,1,<8344;8313;8304>,<3;5;7>,<13;17;6>
2217,9,3,18,15,10,,10,9,18,21,三旋击,81,1,<8302;8334;8335>,<3;5;7>,<10;7;5>
3101,9,4,71,,,,10,,,71,火焰球,74,1,<8506>,<4>,
3102,1,4,,,,,,,,396,旋风刀,48,1,<8507>,<2>,
3103,7,4,119,,,,8,,,119,角钻,56,1,<8508>,<1>,
3104,9,4,71,,,,10,,,71,飞弹针,60,1,<8509>,<4>,
3105,1,4,,,,,,,,144,定身法,44,1,<8423>,<4>,
3106,7,4,43,,,,8,,,43,光子喷涌,12,1,<8424>,<4>,
3107,9,4,22,,,,10,,,26,滔滔冲浪,71,1,<8425>,<6>,
3108,1,4,,,,,,,,144,魔法粉,39,1,<8426>,<1>,
3109,7,4,43,,,,8,,,43,龙箭,8,1,<8427>,<1>,
3110,9,4,22,,,,10,,,26,精神波,57,1,<8428>,<4>,
3111,1,4,,,,,,,,144,冰冻光束,68,1,<8429>,<6>,
3112,7,4,43,,,,8,,,43,烟幕,42,1,<8430>,<6>,
3113,9,4,22,,,,10,,,26,屏障,57,1,<8431>,<1>,
3114,1,4,,,,,,,,144,黑雾,89,1,<8432>,<6>,
3115,7,4,43,,,,8,,,43,攀瀑,57,1,<8433>,<2>,
3116,9,4,22,,,,10,,,26,高速星星,50,1,<8434>,<2>,
3117,1,4,,,,,,,,144,恶魔之吻,14,1,<8435>,<2>,
3118,7,4,43,,,,8,,,43,鬼面,92,1,<8436>,<6>,
3119,1,4,,,,,,,,1872,污泥炸弹,74,3,<8419;8606>,<5;7>,
3120,9,4,93,,,,10,,,97,晨光,32,2,<8419;8506>,<3;6>,
3121,1,4,,,,,,,,540,缠绕,55,2,<8437;8508>,<2;3>,
3122,7,4,162,,,,8,,,162,力量宝石,38,2,<8407;8513>,<2;3>,
3123,1,4,,,,,,,,288,岩石炮,22,1,<8402;8409>,<2;3>,
3124,7,4,86,,,,8,,,86,意念移物,63,1,<8414;8404>,<3;6>,
3125,9,4,44,,,,10,,,52,山岚摔,86,1,<8437;8440>,<2;3>,
3126,1,4,,,,,,,,288,蝶舞,64,1,<8401;8416>,<1;4>,
3127,7,4,86,,,,8,,,86,破壳,58,1,<8438;8432>,<3;6>,
3128,9,4,44,,,,10,,,52,火焰弹,74,1,<8440;8409>,<2;3>,
3129,1,4,,,,,,,,288,火之舞,75,1,<8401;8418>,<2;3>,
3130,9,4,28,,,,10,,,33,毒液陷阱,50,1,<8335;8401>,<1;4>,
3131,1,4,,,,,,,,180,集沙,81,1,<8305;8423>,<1;4>,
3132,7,4,54,,,,8,,,54,大地神力,57,1,<8306;8409>,<1;4>,
3133,9,4,28,,,,10,,,33,地狱突刺,17,1,<8303;8438>,<3;6>,
3134,1,4,,,,,,,,180,火焰鞭,47,1,<8319;8440>,<5;7>,
3135,7,4,54,,,,8,,,54,酸液炸弹,87,1,<8318;8439>,<3;6>,
3136,9,4,28,,,,10,,,33,贝壳刃,44,1,<8318;8424>,<5;7>,
3137,1,4,,,,,,1,4146,3%,极巨炮,35,6,<8608;8606;8605>,<1;2;4>,<12;4;9>
3138,13,4,,,,,,7,1242,72,极巨防壁,6,6,<8604;8603;8614>,<1;2;3>,<13;17;6>
3139,9,4,66,54,10,,10,9,63,78,磁场操控,44,2,<8402;8409;8424>,<2;5;7>,<14;8;3>
3140,1,4,,,,,,1,345,432,鳞片噪音,89,2,<8435;8416;8432>,<1;2;3>,<12;4;9>
3141,7,4,572,457,8,,8,7,457,572,龙锤,52,3,<8331;8431;8610>,<2;5;7>,<14;8;3>
3142,9,4,99,80,10,,10,9,84,104,净化,71,2,<8332;8404;8511>,<2;5;7>,<14;8;3>
3143,7,4,97,77,8,,8,7,77,97,聚气,41,1,<8336;8402;8420>,<1;2;3>,<14;8;3>
3144,9,4,50,41,10,,10,9,48,59,起死回生,87,1,<8318;8406;8432>,<2;5;7>,<13;17;6>
3145,7,4,97,77,8,,8,7,77,97,章鱼桶炮,63,1,<8306;8413;8420>,<1;2;3>,<15;18;2>
3146,1,4,,,,,,1,259,324,灭亡之歌,26,1,<8306;8420;8422>,<2;5;7>,<14;8;3>
3147,9,4,34,28,10,,10,9,33,40,神秘守护,32,1,<8323;8304;8440>,<2;5;7>,<14;8;3>
3148,9,4,34,28,10,,10,9,33,40,秘密之力,79,1,<8304;8301;8428>,<1;2;3>,<15;18;2>
3149,7,4,723,577,8,,8,7,577,723,魔法反射,90,4,<8433;8405;8505;8605>,<4;5;6;7>,<15;18;2>
3150,7,4,1.30%,577,8,,8,7,577,1.30%,萤火,30,4,<8433;8434;8508;8611>,<3;5;6;7>,<13;17;6>
3151,9,4,186,150,10,,10,9,156,194,薄雾球,31,3,<8426;8436;8503;8512>,<3;5;6;7>,<14;8;3>
3152,7,4,248,197,8,,8,7,197,248,尖刺臂,22,2,<8425;8438;8414;8509>,<1;2;3;4>,<14;8;3>
3153,13,4,,,,,,1,1843,33,剧毒牙,5,4,<8316;8417;8511;8607>,<1;2;3;4>,<12;4;9>
3154,7,4,615,491,8,,8,7,491,615,撕裂爪,78,3,<8331;8410;8430;8613>,<4;5;6;7>,<11;16;1>
3155,1,4,,,,,,1,1641,1.13%,封印,4,3,<8329;8401;8405;8609>,<4;5;6;7>,<10;7;5>
3156,9,4,361,290,10,,10,9,297,370,神通力,59,3,<8329;8404;8427;8609>,<3;5;6;7>,<10;7;5>
3157,9,4,121,98,10,,10,9,105,130,毒菱,90,2,<8323;8429;8415;8514>,<4;5;6;7>,<12;4;9>
3158,7,4,0.33%,172,8,,8,7,172,0.33%,意念头锤,16,2,<8317;8436;8439;8514>,<4;5;6;7>,<12;4;9>
3159,9,4,72,59,10,,10,9,69,85,清除浓雾,22,2,<8323;8440;8429;8418>,<3;5;6;7>,<13;17;6>
3160,7,4,140,111,8,,8,7,111,140,电磁飘浮,42,2,<8319;8408;8439;8407>,<1;2;3;4>,<10;7;5>
3161,7,4,108,86,8,,8,7,86,108,岩石打磨,36,2,<8306;8327;8402;8431>,<1;2;4;7>,<13;17;6>
3162,9,4,56,46,10,,10,9,54,66,祈愿,80,2,<8326;8310;8404;8428>,<4;5;6;7>,<12;4;9>
3163,9,4,0.40%,129,10,,10,9,141,0.40%,金属爆炸,87,3,<8404;8421;8435;8415;8510>,<1;2;3;5;7>,<12;4;9>
3164,24,4,45,586,8,,25,7,586,45,超极巨水炮轰灭,43,4,<8310;8409;8437;8507;8602>,<1;2;3;5;7>,<10;7;5>
3165,1,4,,,,,,1,893,1116,岩石爆击,81,3,<8333;8437;8413;8509;8508>,<1;2;3;5;7>,<15;18;2>
3166,7,4,1.30%,561,8,,8,7,561,1.30%,电击波,59,4,<8337;8325;8407;8501;8601>,<1;2;3;4;6>,<14;8;3>
3167,1,4,,,,,,1,1670,2088,彗星拳,88,4,<8344;8324;8439;8423;8610>,<1;3;5;6;7>,<12;4;9>
3168,7,4,626,500,8,,8,7,500,626,气象球,53,4,<8310;8311;8424;8435;8601>,<1;3;5;6;7>,<15;18;2>
3169,9,4,0.35%,103,10,,10,9,111,0.35%,空气利刃,7,2,<8338;8328;8434;8428;8511>,<1;2;3;5;7>,<11;16;1>
3170,1,4,,,,,,1,403,504,宇宙力量,77,2,<8326;8316;8434;8406;8412>,<1;2;3;5;7>,<15;18;2>
3171,17,4,43,1699,,,18,1,1786,43,毒尾,73,4,<8310;8317;8315;8512;8611>,<1;3;5;6;7>,<14;8;3>
3172,9,4,351,282,10,,10,9,288,358,冥想,94,3,<8309;8310;8328;8419;8611>,<1;2;3;5;7>,<14;8;3>
3173,9,4,111,90,10,,10,9,96,118,羽栖,29,2,<8311;8331;8305;8425;8513>,<1;2;3;5;7>,<15;18;2>
3174,1,4,,,,,,1,403,504,力量戏法,44,2,<8305;8306;8411;8420;8436>,<1;2;3;5;7>,<15;18;2>
3175,17,4,43,1699,,,18,1,1786,43,隐形岩,4,4,<8333;8323;8308;8501;8612>,<1;3;5;6;7>,<14;8;3>
3176,9,4,351,282,10,,10,9,288,358,流星群,28,3,<8328;8326;8310;8408;8613>,<1;2;3;5;7>,<14;8;3>
3177,9,4,111,90,10,,10,9,96,118,勇鸟猛攻,21,2,<8320;8344;8315;8407;8512>,<1;2;3;5;7>,<15;18;2>
3178,7,4,346,276,8,,8,7,276,346,龙之俯冲,68,3,<8338;8341;8405;8409;8508;8513>,<1;2;3;4;6;7>,<13;17;6>
3179,24,4,47,365,10,,25,9,375,47,超极巨异毒电场,47,5,<8332;8410;8428;8425;8507;8612>,<1;3;4;5;6;7>,<13;17;6>
3180,1,4,,,,,,1,806,1008,水流环,87,3,<8336;8402;8428;8424;8406;8504>,<1;2;3;4;6;7>,<11;16;1>
3181,7,4,0.60%,326,8,,8,7,326,0.60%,幸运咒语,6,4,<8419;8416;8410;8433;8507;8502>,<1;3;4;5;6;7>,<10;7;5>
3182,9,4,74,61,10,,10,9,72,87,虫之抵抗,47,2,<8310;8324;8341;8322;8329;8422;8433>,<1;2;3;4;5;6;7>,<15;18;2>
3183,1,4,,,,,,1,577,0.38%,虫鸣,68,3,<8334;8302;8309;8320;8305;8431;8506>,<1;2;3;4;5;6;7>,<15;18;2>
3184,7,4,1.18%,493,8,,8,7,493,1.18%,雪崩,23,4,<8341;8342;8336;8344;8310;8429;8604>,<1;2;3;4;5;6;7>,<14;8;3>
3185,9,4,1.50%,383,10,,10,9,387,1.50%,超极巨狂擂乱打,10,5,<8304;8320;8325;8331;8509;8508;8608>,<1;2;3;4;5;6;7>,<10;7;5>
3186,92,4,76,3081,,,93,1,3197,76,超极巨破阵火球,73,6,<8314;8337;8338;8308;8501;8605;8603>,<1;2;3;4;5;6;7>,<10;7;5>
3187,7,4,205,163,8,,8,7,163,205,暴风,34,3,<8329;8314;8331;8418;8436;8415;8409>,<1;2;3;4;5;6;7>,<10;7;5>
3188,9,4,0.43%,126,10,,10,9,138,0.43%,极寒冷焰,56,3,<8342;8335;8324;8424;8422;8417;8507>,<1;2;3;4;5;6;7>,<10;7;5>
3189,1,4,,,,,,1,1814,1.23%,超极巨狙击神射,65,4,<8324;8309;8301;8413;8408;8436;8602>,<1;2;3;4;5;6;7>,<10;7;5>
3190,14,4,47,604,8,,16,7,604,47,超极巨灰飞鞭灭,69,5,<8320;8310;8317;8435;8437;8510;8602>,<1;2;3;4;5;6;7>,<12;4;9>
3191,9,4,0.45%,139,10,,10,9,153,0.45%,魔法火焰,39,3,<8326;8308;8421;8416;8437;8433;8509>,<1;2;3;4;5;6;7>,<11;16;1>
3192,1,4,,,,,,1,1037,1296,魔法闪耀,14,4,<8329;8324;8439;8406;8427;8506;8507>,<1;2;3;4;5;6;7>,<13;17;6>
3193,17,4,48,1699,,,18,1,2102,48,超极巨幻影幽魂,43,5,<8341;8320;8437;8410;8411;8504;8606>,<1;2;3;4;5;6;7>,<13;17;6>
3194,9,4,187,152,10,,10,9,168,208,冰锤,42,3,<8343;8428;8403;8431;8418;8438;8504>,<1;2;3;4;5;6;7>,<13;17;6>
3195,1,4,,,,,,1,1123,1404,日光刃,81,4,<8309;8421;8439;8418;8426;8510;8504>,<1;2;3;4;5;6;7>,<10;7;5>
3196,9,4,40,33,10,,10,9,39,47,冰冻伏特,36,1,<8343;8309;8318;8401>,<3;5;6;7>,<10;7;5>
3197,1,4,,,,,,1,490,612,冰柱坠击,51,2,<8306;8329;8412;8508>,<1;2;3;4>,<12;4;9>
3198,7,4,659,527,8,,8,7,527,659,超极巨夺命一击,37,4,<8312;8320;8512;8606>,<3;5;6;7>,<12;4;9>
3199,1,4,,,,,,1,1641,2052,超极巨流水连击,93,3,<8314;8426;8414;8610>,<1;2;4;7>,<15;18;2>
3200,13,4,,,,,,7,552,33,超极巨地狱灭焰,11,4,<8336;8438;8502;8605>,<1;2;3;4>,<11;16;1>
3201,9,4,62,51,10,,10,9,60,73,心灵互换,31,2,<8324;8303;8339;8413;8432>,<3;4;5;6;7>,<11;16;1>
3202,9,4,78,64,10,,10,9,75,92,异次元洞,46,2,<8327;8311;8408;8424;8415>,<1;3;5;6;7>,<10;7;5>
3203,7,4,227,181,8,,8,7,181,227,水之誓约,46,2,<8322;8339;8413;8427;8513>,<1;2;3;5;7>,<11;16;1>
3204,13,4,,,,,,9,303,30,超极巨蝶影蛊惑,84,4,<8307;8323;8426;8402;8609>,<1;3;5;6;7>,<12;4;9>
3205,1,4,,,,,,1,1872,1.30%,超极巨万雷轰顶,64,4,<8344;8321;8430;8504;8610>,<1;2;3;5;7>,<11;16;1>
3206,9,4,22,,,,10,,,26,火之誓约,92,1,<8437>,<6>,
3207,1,4,,,,,,,,144,极光幕,52,1,<8438>,<6>,
3208,7,4,43,,,,8,,,43,尖刺防守,73,1,<8439>,<1>,
3209,9,4,22,,,,10,,,26,龙之舞,19,1,<8440>,<2>,
3210,1,4,,,,,,,,396,毒丝,0,1,<8510>,<4>,
3211,7,4,119,,,,8,,,119,精神之牙,74,1,<8511>,<4>,
3212,9,4,71,,,,10,,,71,陷阱甲壳,30,1,<8512>,<4>,
3213,1,4,,,,,,,,396,流星闪冲,12,1,<8513>,<6>,
3214,7,4,119,,,,8,,,119,自然之怒,83,1,<8514>,<1>,
4101,7,5,54,0,,,8,1,144,54,卡布奇岛,74,1,<8318;8417>,<2;3>,<12;4;9>
4102,9,5,28,43,8,,10,7,43,33,破碎岛,48,1,<8321;8404>,<2;3>,<14;8;3>
4103,1,5,,,,,,9,27,180,时光之岛,56,1,<8343;8436>,<3;6>,<12;4;9>
4104,7,5,54,0,,,8,1,144,54,苏芳岛,60,1,<8308;8424>,<3;6>,<14;8;3>
4105,9,5,28,43,8,,10,7,43,33,硒月岛,44,1,<8339;8439>,<2;3>,<11;16;1>
4106,1,5,,,,,,9,42,288,镍暗岛,12,1,<8434;8430>,<1;4>,<13;17;6>
4107,7,5,86,0,,,8,1,230,86,边境的小岛,71,1,<8428;8421>,<5;7>,<11;16;1>
4108,9,5,44,68,8,,10,7,68,52,夏漫岛,39,1,<8430;8411>,<5;7>,<10;7;5>
4109,1,5,,,,,,9,42,288,锅陆岛,8,1,<8418;8403>,<2;3>,<11;16;1>
4110,7,5,86,0,,,8,1,230,86,哆露宝岛,57,1,<8425;8409>,<2;3>,<11;16;1>
4111,9,5,44,68,8,,10,7,68,52,唻映虹岛,68,1,<8429;8405>,<3;6>,<13;17;6>
4112,1,5,,,,,,9,42,288,咪轮陀岛,42,1,<8413;8407>,<1;4>,<11;16;1>
4113,7,5,86,0,,,8,1,230,86,发地热岛,57,1,<8406;8435>,<1;4>,<12;4;9>
4114,9,5,44,68,8,,10,7,68,52,索慧原岛,89,1,<8426;8440>,<2;3>,<11;16;1>
4115,1,5,,,,,,9,42,288,拉雷云岛,57,1,<8437;8439>,<2;3>,<14;8;3>
4116,7,5,162,317,,,8,1,432,162,嘻可丽丽岛,50,2,<8402;8512>,<5;7>,<10;7;5>
4117,9,5,93,129,8,,10,7,129,97,小岛洞穴,14,2,<8431;8503>,<1;4>,<15;18;2>
4118,1,5,,,,,,9,78,540,幻之岛,92,2,<8420;8502>,<3;6>,<13;17;6>
4119,7,5,162,317,,,8,1,432,162,南方孤岛,74,2,<8426;8506>,<2;3>,<11;16;1>
4120,9,5,93,129,8,,10,7,129,97,弓形岛,32,2,<8436;8514>,<5;7>,<10;7;5>
4121,1,5,,,,,,9,78,540,秘密小岛,55,2,<8404;8508>,<1;4>,<13;17;6>
4122,7,5,561,1382,,,8,1,1497,561,钢铁岛,38,3,<8422;8610>,<1;4>,<13;17;6>
4123,9,5,333,448,8,,10,7,448,337,新月岛,22,3,<8428;8607>,<3;6>,<14;8;3>
4124,1,5,,,,,,9,270,1872,满月岛,63,3,<8412;8606>,<3;6>,<15;18;2>
4125,7,5,65,0,,,8,1,173,65,玫瑰岛,86,1,<8321;8338;8433>,<1;2;3>,<15;18;2>
4126,9,5,34,52,8,,10,7,52,40,吹火岛,64,1,<8339;8302;8413>,<3;5;7>,<14;8;3>
4127,1,5,,,,,,9,33,216,望岛滩,58,1,<8318;8328;8416>,<3;5;7>,<11;16;1>
4128,7,5,97,0,,,8,1,259,97,自由庭园岛,74,1,<8332;8425;8428>,<1;2;4>,<15;18;2>
4129,9,5,50,77,8,,10,7,77,59,美乐美乐岛,75,1,<8337;8402;8406>,<1;2;3>,<10;7;5>
4130,1,5,,,,,,9,48,324,阿卡拉岛,50,1,<8343;8409;8422>,<1;2;3>,<14;8;3>
4131,7,5,97,0,,,8,1,259,97,乌拉乌拉岛,81,1,<8317;8415;8414>,<1;2;3>,<11;16;1>
4132,9,5,99,138,8,,10,7,138,104,波尼岛,57,2,<8333;8434;8507>,<1;2;3>,<14;8;3>
4133,1,5,,,,,,9,84,576,阿卡拉岛郊外,17,2,<8307;8406;8503>,<1;2;4>,<13;17;6>
4134,7,5,572,1382,,,8,1,1526,572,椰蛋树岛,47,3,<8306;8423;8603>,<1;2;4>,<10;7;5>
4135,9,5,339,457,8,,10,7,457,344,铠岛,87,3,<8334;8430;8605>,<1;2;4>,<12;4;9>
4136,1,5,,,,,,9,63,432,列岛海域,44,2,<8403;8437;8402>,<1;2;3>,<11;16;1>
4137,7,5,129,0,,,8,1,345,129,离岛海域,35,2,<8437;8423;8429>,<1;2;3>,<13;17;6>
4138,9,5,66,102,8,,10,7,102,78,蜂巢岛,6,2,<8410;8421;8420>,<2;5;7>,<12;4;9>
4139,1,5,,,,,,9,99,684,诞生之岛,44,2,<8425;8414;8503>,<1;2;4>,<13;17;6>
4140,7,5,205,317,,,8,1,547,205,第５岛内陆,89,2,<8423;8408;8501>,<2;5;7>,<15;18;2>
4141,9,5,453,604,8,,10,7,604,453,外岛,52,4,<8505;8504;8609>,<1;2;3>,<10;7;5>
4142,1,5,,,,,,9,363,2520,粗暴草原,71,4,<8507;8509;8612>,<1;2;3>,<14;8;3>
4143,7,5,3%,4146,,,8,1,4146,3%,草绿草原,41,6,<8604;8606;8611>,<3;5;7>,<15;18;2>
4144,9,5,3%,1242,8,,10,7,1242,3%,清爽草原,87,6,<8613;8605;8614>,<1;2;3>,<13;17;6>
4145,13,5,,,,,,9,747,72,丰缘之原,63,6,<8602;8613;8612>,<3;5;7>,<12;4;9>
4146,7,5,108,0,,,8,1,288,108,神奥之原,26,2,<8306;8313;8408;8410>,<1;2;4;7>,<12;4;9>
4147,9,5,56,86,8,,10,7,86,66,交流之原,32,2,<8302;8312;8422;8435>,<1;2;4;7>,<12;4;9>
4148,1,5,,,,,,9,90,612,塌菜草原,79,2,<8315;8320;8416;8506>,<1;2;3;4>,<12;4;9>
4149,7,5,659,1699,,,8,1,1757,659,线绘高原,90,4,<8335;8310;8512;8605>,<1;2;4;7>,<15;18;2>
4150,9,5,72,111,8,,10,7,111,85,索慧原街道,30,2,<8325;8438;8412;8405>,<1;2;4;7>,<12;4;9>
4151,1,5,,,,,,9,69,468,原始森林,31,2,<8319;8427;8432;8437>,<4;5;6;7>,<12;4;9>
4152,7,5,0.33%,317,,,8,1,576,0.33%,无名平原,22,2,<8328;8438;8420;8514>,<1;2;3;4>,<14;8;3>
4153,9,5,121,172,8,,10,7,172,130,野原市,5,2,<8330;8439;8428;8508>,<1;2;3;4>,<11;16;1>
4154,1,5,,,,,,9,297,2052,黑曜原野,78,3,<8316;8423;8431;8614>,<4;5;6;7>,<10;7;5>
4155,9,5,1.13%,1382,,,10,1,1641,1.13%,原野基地,4,3,<8309;8432;8429;8604>,<3;5;6;7>,<11;16;1>
4156,9,5,361,491,8,,10,7,491,370,雪原基地,59,3,<8342;8411;8412;8608>,<1;2;4;7>,<13;17;6>
4157,1,5,,,,,,9,297,2052,蹄铁草原,90,3,<8341;8418;8436;8614>,<1;2;4;7>,<11;16;1>
4158,1,5,,,,,,1,1843,1.28%,真砂平原,16,4,<8308;8427;8514;8611>,<1;2;3;4>,<10;7;5>
4159,9,5,410,552,8,,10,7,552,415,羽音原野,22,4,<8309;8440;8507;8609>,<3;5;6;7>,<10;7;5>
4160,13,5,,,,,,9,333,33,羊胡草原,42,4,<8344;8431;8509;8603>,<1;2;4;7>,<15;18;2>
4161,7,5,248,317,,,8,1,662,248,鬼枯原,36,2,<8421;8414;8439;8502>,<3;5;6;7>,<13;17;6>
4162,9,5,0.50%,258,8,,10,7,258,0.50%,波尼原野,80,3,<8422;8433;8506;8513>,<1;2;3;4>,<14;8;3>
4163,1,5,,,,,,9,156,1080,煦丽草原,87,3,<8424;8435;8511;8503>,<1;2;3;4>,<11;16;1>
4164,13,5,,,,,,1,1929,34,巨石原野,43,4,<8419;8430;8501;8610>,<3;5;6;7>,<10;7;5>
4165,9,5,426,577,8,,10,7,577,434,揖礼原野,81,4,<8425;8409;8508;8607>,<1;2;3;4>,<13;17;6>
4166,1,5,,,,,,9,348,2412,清凉湿原,59,4,<8417;8435;8512;8602>,<1;2;3;4>,<12;4;9>
4167,7,5,119,0,,,8,1,317,119,锻炼平原,88,2,<8321;8330;8310;8415;8438>,<3;4;5;6;7>,<12;4;9>
4168,9,5,62,95,8,,10,7,95,73,王冠雪原,53,2,<8302;8317;8323;8417;8416>,<3;4;5;6;7>,<14;8;3>
4169,1,5,,,,,,9,60,396,起橇雪原,7,2,<8325;8319;8343;8426;8440>,<1;2;3;5;7>,<12;4;9>
4170,7,5,0.33%,317,,,8,1,519,0.33%,冰点雪原,77,2,<8340;8335;8305;8419;8506>,<1;2;3;4;6>,<11;16;1>
4171,9,5,111,156,8,,10,7,156,118,三岔平原,73,2,<8322;8327;8332;8426;8509>,<1;2;3;5;7>,<12;4;9>
4172,1,5,,,,,,9,288,1980,巨大森林,94,3,<8324;8327;8320;8418;8613>,<3;4;5;6;7>,<15;18;2>
4173,7,5,594,1382,,,8,1,1584,594,茜红森林,29,3,<8334;8331;8341;8426;8612>,<1;3;5;6;7>,<13;17;6>
4174,9,5,400,536,8,,10,7,536,403,神圣森林的洞窟,44,4,<8338;8302;8303;8511;8607>,<1;2;3;5;7>,<12;4;9>
4175,1,5,,,,,,9,324,2232,神圣森林的祠堂,4,4,<8331;8316;8336;8511;8601>,<1;2;3;4;6>,<11;16;1>
4176,7,5,151,0,,,8,1,403,151,喧闹森林,28,2,<8329;8324;8402;8401;8403>,<1;2;3;4;6>,<13;17;6>
4177,9,5,78,120,8,,10,7,120,92,大森林,21,2,<8304;8319;8427;8405;8437>,<3;4;5;6;7>,<11;16;1>
4178,1,5,,,,,,9,75,504,黄色森林,68,2,<8323;8331;8424;8432;8406>,<3;4;5;6;7>,<12;4;9>
4179,7,5,227,317,,,8,1,605,227,丁香森林,47,2,<8337;8340;8406;8438;8512>,<1;3;5;6;7>,<13;17;6>
4180,9,5,0.35%,181,8,,10,7,181,0.35%,风绕森林,87,2,<8324;8328;8418;8436;8510>,<1;2;3;4;6>,<10;7;5>
4181,1,5,,,,,,9,303,2088,森之神殿,6,4,<8315;8341;8407;8424;8603>,<1;3;5;6;7>,<15;18;2>
4182,92,5,38,1382,,,93,1,1670,38,柚木森林,47,4,<8305;8309;8409;8419;8612>,<3;4;5;6;7>,<15;18;2>
4183,9,5,367,500,8,,10,7,500,377,彷徨森林,68,4,<8307;8320;8415;8434;8611>,<3;4;5;6;7>,<15;18;2>
4184,1,5,,,,,,9,339,2340,橙华森林,23,4,<8311;8301;8426;8501;8608>,<1;3;5;6;7>,<14;8;3>
4185,24,5,44,1699,,,25,1,1872,44,百代森林,10,4,<8334;8332;8409;8502;8610>,<1;2;3;5;7>,<13;17;6>
4186,9,5,192,267,8,,10,7,267,201,森之洋馆,73,3,<8336;8433;8417;8507;8505>,<1;2;3;5;7>,<10;7;5>
4187,1,5,,,,,,9,354,1.33%,森林膳房,34,4,<8322;8412;8403;8510;8609>,<3;4;5;6;7>,<15;18;2>
4188,17,5,16,317,,,18,1,777,16,深幽森林,56,3,<8419;8425;8401;8410;8514>,<3;4;5;6;7>,<11;16;1>
4189,1,5,,,,,,7,129,540,矢车森林,65,2,<8321;8311;8327;8438;8420;8439>,<1;2;3;5;6;7>,<10;7;5>
