553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Confined,3641,,,,,,{advance=7;id=30414;level=60},,,,,,
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Giratina,2391,,,,,,{advance=7;id=30412;level=60},,,,,,
555,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mismagius,972,,,,,,{advance=7;id=30309;level=60},,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Marshadow,4121,,,,,,{advance=7;id=30432;level=60},,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lunala,4024,,,,,,{advance=7;id=30437;level=60},,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shiny Mega Gengar,7021,,,,,,{advance=7;id=30438;level=60},,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Victini,2461,,,,,,{advance=7;id=30427;level=60},,,,<8;8;8;8;8;8;8;8>,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Solgaleo,4023,,,,,,{advance=7;id=30434;level=60},,,,<8;8;8;8;8;8;8;8>,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Unbound,3642,,,,,,{advance=7;id=30414;level=60},,,,<8;8;8;8;8;8;8;8>,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,<8;8;8;8;8;8;8;8>,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mewtwo,761,,,,,,{advance=7;id=30401;level=60},,,,<8;8;8;8;8;8;8;8>,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Jirachi,1991,,,,,,{advance=7;id=30419;level=60},,,,<8;8;8;8;8;8;8;8>,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Genesect,3271,,,,,,{advance=7;id=30424;level=60},,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Solgaleo,4023,,,,,,{advance=7;id=30434;level=60},,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Melmetal,4172,,,,,,{advance=7;id=30420;level=60},,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Magearna,4111,,,,,,{advance=7;id=30435;level=60},,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Dialga,2351,,,,,,{advance=7;id=30410;level=60},,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Jirachi,1991,,,,,,{advance=7;id=30419;level=60},,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kyurem,3241,,,,,,{advance=7;id=30417;level=60},,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Giratina,2391,,,,,,{advance=7;id=30412;level=60},,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zygarde Complete Forme,3623,,,,,,{advance=7;id=30431;level=60},,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Palkia,2361,,,,,,{advance=7;id=30411;level=60},,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mega Rayquaza,1982,,,,,,{advance=7;id=30401;level=60},,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Dialga,2351,,,,,,{advance=7;id=30410;level=60},,,,,,
577,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regirock,1911,,,,,,{advance=7;id=30301;level=60},,,,,,
578,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Tyranitar,1253,,,,,,{advance=7;id=30306;level=60},,,,,,
579,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Terrakion,3171,,,,,,{advance=7;id=30306;level=60},,,,,,
580,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Aerodactyl,701,,,,,,{advance=7;id=30312;level=60},,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Diancie,3631,,,,,,{advance=7;id=30406;level=60},,,,,,
582,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Nihilego,4031,,,,,,{advance=7;id=30309;level=60},,,,,,
583,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Crobat,163,,,,,,{advance=7;id=30206;level=60},,,,,,
584,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Toxapex,3772,,,,,,{advance=7;id=30309;level=60},,,,,,
585,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Venusaur,4,,,,,,{advance=7;id=30301;level=60},,,,,,
586,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Nihilego,4031,,,,,,{advance=7;id=30309;level=60},,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shiny Mega Gengar,7021,,,,,,{advance=7;id=30438;level=60},,,,,,
588,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Naganadel,4132,,,,,,{advance=7;id=30309;level=60},,,,,,
589,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Virizion,3181,,,,,,{advance=7;id=30301;level=60},,,,,,
590,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Venusaur,4,,,,,,{advance=7;id=30301;level=60},,,,,,
591,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Serperior,2473,,,,,,{advance=7;id=30306;level=60},,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shaymin,2441,,,,,,{advance=7;id=30413;level=60},,,,,,
594,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Kartana,4081,,,,,,{advance=7;id=30304;level=60},,,,,,
595,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Magnezone,333,,,,,,{advance=7;id=30314;level=60},,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zeraora,4161,,,,,,{advance=7;id=30426;level=60},,,,,,
597,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Ash's Pikachu,7001,,,,,,{advance=7;id=30319;level=60},,,,,,
598,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zapdos,731,,,,,,{advance=7;id=30303;level=60},,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zekrom,3221,,,,,,{advance=7;id=30416;level=60},,,,,,
600,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Thundurus,3201,,,,,,{advance=7;id=30303;level=60},,,,,,
601,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Spinda,1641,,,,,,{advance=7;id=30209;level=60},,,,,,
602,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Emolga,2891,,,,,,{advance=7;id=30305;level=60},,,,,,
603,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Raichu,93,,,,,,{advance=7;id=31201;level=60},,,,,,
604,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Pikachu,92,,,,,,{advance=7;id=31201;level=60},,,,,,
605,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Ash's Pikachu,7001,,,,,,{advance=7;id=30319;level=60},,,,,,
606,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Pichu,91,,,,,,{advance=7;id=31201;level=60},,,,,,
607,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Shuppet,1801,,,,,,{advance=7;id=30309;level=60},,,,,,
608,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Banette,1802,,,,,,{advance=7;id=30309;level=60},,,,,,
609,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zorua,2821,,,,,,{advance=7;id=30308;level=60},,,,,,
610,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,2,120%,120%,120%,120%,3,Orange Ditto,9002,,,,,,{advance=7;id=30106;level=60},,,,,,
611,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mimikyu,3961,,,,,,{advance=7;id=30309;level=60},,,,,,
612,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mime Jr.,561,,,,,,{advance=7;id=30306;level=60},,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Pirouette Forme,3262,,,,,,{advance=7;id=30418;level=60},,,,,,
614,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cobalion,3161,,,,,,{advance=7;id=30304;level=60},,,,,,
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Zeraora,4161,,,,,,{advance=7;id=30426;level=60},,,,<8;8;8;8;8;8;8;8>,,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Marshadow,4121,,,,,,{advance=7;id=30432;level=60},,,,,,
617,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Keldeo,3251,,,,,,{advance=7;id=30426;level=60},,,,<8;8;8;8;8;8;8;8>,,
618,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Lucario,2243,,,,,,{advance=7;id=30313;level=60},,,,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Magearna,4111,,,,,,{advance=7;id=30435;level=60},,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Xerneas,3601,,,,,,{advance=7;id=30425;level=60},,,,,,
621,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Togekiss,863,,,,,,{advance=7;id=30305;level=60},,,,,,
622,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Gardevoir,1396,,,,,,{advance=7;id=30406;level=60},,,,,,
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Diancie,3631,,,,,,{advance=7;id=30406;level=60},,,,,,
624,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Florges,3353,,,,,,{advance=7;id=30317;level=60},,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Aria Forme,3261,,,,,,{advance=7;id=30418;level=60},,,,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Regigigas,2381,,,,,,{advance=7;id=30409;level=60},,,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,Red Ditto,9003,,,,,,{advance=7;id=30106;level=60},,,,,,
628,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Snorlax,712,,,,,,{advance=7;id=30301;level=60},,,,,,
629,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Slaking,1423,,,,,,{advance=7;id=30408;level=60},,,,,,
630,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Blissey,503,,,,,,{advance=7;id=30317;level=60},,,,,,
631,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Heracross,1072,,,,,,{advance=7;id=30306;level=60},,,,,,
632,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Volcarona,3152,,,,,,{advance=7;id=30307;level=60},,,,,,
633,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Pinsir,611,,,,,,{advance=7;id=30315;level=60},,,,,,
634,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Scizor,574,,,,,,{advance=7;id=30313;level=60},,,,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Genesect,3271,,,,,,{advance=7;id=30424;level=60},,,,,,
636,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Scolipede,2683,,,,,,{advance=7;id=30313;level=60},,,,,,
637,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
638,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
639,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
640,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mewtwo,761,,,,,,{advance=7;id=30401;level=60},,,,,,
642,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
643,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Registeel,1931,,,,,,{advance=7;id=30301;level=60},,,,,,
644,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regice,1921,,,,,,{advance=7;id=30301;level=60},,,,,,
645,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Regirock,1911,,,,,,{advance=7;id=30301;level=60},,,,,,
646,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latias,1941,,,,,,{advance=7;id=30419;level=60},,,,,,
647,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mew,771,,,,,,{advance=7;id=31301;level=60},,,,,,
648,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latios,1951,,,,,,{advance=7;id=30411;level=60},,,,,,
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Aria Forme,3261,,,,,,{advance=7;id=30418;level=60},,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Magearna,4111,,,,,,{advance=7;id=30435;level=60},,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Confined,3641,,,,,,{advance=7;id=30414;level=60},,,,,,
652,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mew,771,,,,,,{advance=7;id=31301;level=60},,,,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Jirachi,1991,,,,,,{advance=7;id=30419;level=60},,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shaymin,2441,,,,,,{advance=7;id=30413;level=60},,,,,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Pirouette Forme,3262,,,,,,{advance=7;id=30418;level=60},,,,,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Diancie,3631,,,,,,{advance=7;id=30406;level=60},,,,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Victini,2461,,,,,,{advance=7;id=30427;level=60},,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Manaphy,2421,,,,,,{advance=7;id=30433;level=60},,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Shaymin Sky Forme,2442,,,,,,{advance=7;id=30413;level=60},,,,,,
661,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latios,1951,,,,,,{advance=7;id=30411;level=60},,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Primal Kyogre,1962,,,,,,{advance=7;id=30404;level=60},,,,,,
663,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Phione,2411,,,,,,{advance=7;id=30425;level=60},,,,,,
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Dialga,2351,,,,,,{advance=7;id=30410;level=60},,,,,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Manaphy,2421,,,,,,{advance=7;id=30433;level=60},,,,,,
666,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Articuno,721,,,,,,{advance=7;id=30303;level=60},,,,,,
667,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Latias,1941,,,,,,{advance=7;id=30419;level=60},,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Primal Groudon,1972,,,,,,{advance=7;id=30403;level=60},,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Ho-Oh,1271,,,,,,{advance=7;id=31301;level=60},,,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Volcanion,3651,,,,,,{advance=7;id=30436;level=60},,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Victini,2461,,,,,,{advance=7;id=30427;level=60},,,,,,
672,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Scizor,574,,,,,,{advance=7;id=30313;level=60},,,,,,
673,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Venusaur,4,,,,,,{advance=7;id=30301;level=60},,,,,,
674,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Blastoise,24,,,,,,{advance=7;id=30316;level=60},,,,,,
675,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Aggron,1504,,,,,,{advance=7;id=30301;level=60},,,,,,
676,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Scizor,574,,,,,,{advance=7;id=30313;level=60},,,,,,
677,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Charizard X,14,,,,,,{advance=7;id=30310;level=60},,,,,,
678,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Houndoom,1173,,,,,,{advance=7;id=30303;level=60},,,,,,
679,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Abomasnow,2303,,,,,,{advance=7;id=30307;level=60},,,,,,
680,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Swampert,1314,,,,,,{advance=7;id=30316;level=60},,,,,,
681,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Heracross,1072,,,,,,{advance=7;id=30306;level=60},,,,,,
682,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Blaziken,1304,,,,,,{advance=7;id=30315;level=60},,,,,,
683,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Charizard Y,15,,,,,,{advance=7;id=30310;level=60},,,,,,
684,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Mega Lucario,2243,,,,,,{advance=7;id=30313;level=60},,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Meloetta Pirouette Forme,3262,,,,,,{advance=7;id=30418;level=60},,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lugia,1261,,,,,,{advance=7;id=30407;level=60},,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Hoppa Unbound,3642,,,,,,{advance=7;id=30414;level=60},,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Celebi,1281,,,,,,{advance=7;id=30423;level=60},,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mewtwo,761,,,,,,{advance=7;id=30401;level=60},,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Jirachi,1991,,,,,,{advance=7;id=30419;level=60},,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Reshiram,3211,,,,,,{advance=7;id=30415;level=60},,,,,,
692,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Blacephalon,4151,,,,,,{advance=7;id=30415;level=60},,,,,,
693,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Heatran,2371,,,,,,{advance=7;id=30301;level=60},,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Victini,2461,,,,,,{advance=7;id=30427;level=60},,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Ho-Oh,1271,,,,,,{advance=7;id=31301;level=60},,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Volcanion,3651,,,,,,{advance=7;id=30436;level=60},,,,,,
697,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Oddish,171,,,,,,{advance=7;id=30316;level=60},,,,,,
698,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Rattata,61,,,,,,{advance=7;id=30208;level=60},,,,,,
699,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Cubone,451,,,,,,{advance=7;id=31202;level=60},,,,,,
700,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Goldeen,541,,,,,,{advance=7;id=30103;level=60},,,,,,
701,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Torchic,1301,,,,,,{advance=7;id=30315;level=60},,,,,,
702,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Venonat,191,,,,,,{advance=7;id=30103;level=60},,,,,,
703,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Cubchoo,3011,,,,,,{advance=7;id=30105;level=60},,,,,,
704,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Spinda,1641,,,,,,{advance=7;id=30209;level=60},,,,,,
705,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,160%,,160%,160%,160%,160%,,Lombre,1352,,,,,,{advance=7;id=30207;level=60},,,,,,
706,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Litten,3671,,,,,,{advance=7;id=30313;level=60},,,,,,
707,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Meowth,211,,,,,,{advance=7;id=30001;level=60},<100;100;100;100;100;100;100>,,,,,
708,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Whismur,1441,,,,,,{advance=7;id=30204;level=60},,,,,,
709,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Entei,1231,,,,,,{advance=7;id=30301;level=60},,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Solgaleo,4023,,,,,,{advance=7;id=30434;level=60},,,,,,
711,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Heatran,2371,,,,,,{advance=7;id=30301;level=60},,,,,,
712,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Pyroar,3342,,,,,,{advance=7;id=30315;level=60},,,,,,
713,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Incineroar,3673,,,,,,{advance=7;id=30313;level=60},,,,,,
714,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Volcarona,3152,,,,,,{advance=7;id=30307;level=60},,,,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Darkrai,2431,,,,,,{advance=7;id=30405;level=60},,,,,,
716,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Dusknoir,1813,,,,,,{advance=7;id=30309;level=60},,,,,,
717,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zoroark,2822,,,,,,{advance=7;id=30308;level=60},,,,,,
718,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Cresselia,2401,,,,,,{advance=7;id=30413;level=60},,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lunala,4024,,,,,,{advance=7;id=30437;level=60},,,,,,
720,,,,,140%,,,,,,,,,,,,,,,,,,,,,,,,,140%,,140%,140%,140%,140%,2,Clefairy,132,,,,,,{advance=7;id=30305;level=60},,,,,,
721,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Articuno,721,,,,,,{advance=7;id=30303;level=60},,,,<8;8;8;8;8;8;8;8>,,
722,,,,,120%,,,,,,,,,,,,,,,,,,,,,,,,,120%,,120%,120%,120%,120%,3,Zapdos,731,,,,,,{advance=7;id=30303;level=60},,,,<8;8;8;8;8;8;8;8>,,
