变量名,attrNum4,attrType4,attrNum3,attrType3,attrNum2,exp,attrType2,attrNum1,attrType1,natureType,level,awakeSeqID,zawakeID,attrAddType,viceHeldItem,skillID,attrNum5,attrType5,costItemMap,extraScene,extraAttrs,nvalue,activeReq,__version
901202,129,9,184,8,184,60,7,928,1,,2,2,801,,,,129,10,{50801=5;59001=5;gold=180000},,,,,
901203,130,9,186,8,186,60,7,937,1,,3,2,801,,,,130,10,{50801=6;59001=6;gold=210000},,,,,
901204,131,9,188,8,188,60,7,946,1,,4,2,801,,,,131,10,{50801=6;59001=6;gold=240000},<0>,{7=3%;8=3%},,,
901205,133,9,190,8,190,60,7,955,1,,5,2,801,,,,133,10,{50801=7;59001=7;gold=270000},,,,,
901206,134,9,192,8,192,60,7,964,1,,6,2,801,,,,134,10,{50801=7;59001=7;gold=300000},,,,,
901207,135,9,194,8,194,60,7,974,1,,7,2,801,,,,135,10,{501=1;50801=8;59001=8;gold=330000},,,,,
901208,137,9,195,8,195,60,7,983,1,,8,2,801,,,79001,137,10,{501=1;50801=8;59001=8;gold=360000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
901301,139,9,199,8,199,70,7,1002,1,,1,3,801,,,,139,10,{50801=6;59001=6;gold=230000},,,,,
901302,141,9,201,8,201,70,7,1012,1,,2,3,801,,,,141,10,{50801=6;59001=6;gold=270000},,,,,
901303,142,9,203,8,203,70,7,1022,1,,3,3,801,,,,142,10,{50801=7;59001=7;gold=320000},,,,,
901304,143,9,205,8,205,70,7,1032,1,,4,3,801,,,,143,10,{50801=7;59001=7;gold=360000},<2;12>,{24=500;25=500},,,
901305,145,9,207,8,207,70,7,1042,1,,5,3,801,,,,145,10,{50801=8;59001=8;gold=410000},,,,,
901306,146,9,209,8,209,70,7,1052,1,,6,3,801,,,,146,10,{501=1;50801=8;59001=8;gold=450000},,,,,
901307,148,9,211,8,211,70,7,1062,1,,7,3,801,,,,148,10,{501=1;50801=9;59001=9;gold=500000},,,,,
901308,149,9,213,8,213,70,7,1072,1,,8,3,801,,,79002,149,10,{222=1;501=1;50801=9;59001=9;gold=540000},,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},
901401,151,9,216,8,216,80,7,1086,1,,1,4,801,,,,151,10,{50801=8;59001=8;gold=350000},,,,,
901402,152,9,218,8,218,80,7,1096,1,,2,4,801,,,,152,10,{50801=8;59001=8;gold=410000},,,,,
901403,154,9,220,8,220,80,7,1107,1,,3,4,801,,,,154,10,{50801=9;59001=9;gold=480000},,,,,
901404,155,9,222,8,222,80,7,1118,1,,4,4,801,,,,155,10,{50801=9;59001=9;gold=540000},<0>,{14=300;16=300},,,
901405,157,9,224,8,224,80,7,1129,1,,5,4,801,,,,157,10,{50801=10;59001=10;gold=620000},,,,,
901406,158,9,227,8,227,80,7,1140,1,,6,4,801,,,,158,10,{501=1;50801=10;59001=10;gold=680000},<0>,{91=300},,,
901407,160,9,229,8,229,80,7,1151,1,,7,4,801,,,,160,10,{501=1;50801=11;59001=11;gold=750000},,,,,
901408,161,9,231,8,231,80,7,1161,1,,8,4,801,,,79004,161,10,{232=1;501=1;50801=11;59001=11;gold=810000},,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},
901501,168,9,241,8,241,100,7,1211,1,,1,5,801,,,,168,10,{50801=9;59001=9;gold=530000},,,,,
901502,170,9,243,8,243,100,7,1223,1,,2,5,801,,,,170,10,{50801=9;59001=9;gold=620000},,,,,
901503,172,9,246,8,246,100,7,1235,1,,3,5,801,,,,172,10,{50801=10;59001=10;gold=720000},,,,,
901504,173,9,248,8,248,100,7,1247,1,,4,5,801,,,,173,10,{50801=10;59001=10;gold=810000},<6;10>,{14=500;16=500},,,
901505,175,9,250,8,250,100,7,1259,1,,5,5,801,,,,175,10,{501=1;502=1;50801=11;59001=11;gold=930000},,,,,
901506,177,9,253,8,253,100,7,1271,1,,6,5,801,,,,177,10,{501=1;502=1;50801=11;59001=11;gold=1020000},,,,,
901507,178,9,255,8,255,100,7,1283,1,,7,5,801,,,,178,10,{501=1;502=1;50801=12;59001=12;gold=1130000},,,,,
901508,180,9,258,8,258,100,7,1296,1,,8,5,801,,,,180,10,{202=1;501=1;502=1;50801=12;59001=12;gold=1220000},<0>,{22=300;23=300},,,
901601,191,9,274,8,274,125,7,1378,1,,1,6,801,,,,191,10,{50801=10;59001=10;gold=800000},,,,,
901602,193,9,277,8,277,125,7,1392,1,,2,6,801,,,,193,10,{50801=10;59001=10;gold=930000},,,,,
901603,195,9,279,8,279,125,7,1405,1,,3,6,801,,,,195,10,{501=1;502=1;50801=11;59001=11;gold=1080000},,,,,
901604,197,9,282,8,282,125,7,1419,1,,4,6,801,,,,197,10,{501=1;502=1;50801=11;59001=11;gold=1220000},<13>,{22=800;23=800},,,
901605,199,9,285,8,285,125,7,1433,1,,5,6,801,,,,199,10,{501=1;502=1;50801=12;59001=12;gold=1400000},,,,,
901606,201,9,288,8,288,125,7,1447,1,,6,6,801,,,,201,10,{501=1;502=1;50801=12;59001=12;gold=1530000},<0>,{13=3%},,,
901607,203,9,290,8,290,125,7,1460,1,,7,6,801,,,,203,10,{202=1;501=2;502=2;50801=13;59001=13;gold=1700000},,,,,
901608,205,9,293,8,293,125,7,1474,1,,8,6,801,,,79003,205,10,{501=2;502=2;2152=1;50801=13;59001=13;gold=1830000},,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},
901701,220,9,315,8,315,110,7,1587,1,,1,7,801,,,,220,10,{59001=20;gold=1200000},,,,,
901702,223,9,319,8,319,110,7,1602,1,,2,7,801,,,,223,10,{59001=20;gold=1400000},,,,,
901703,225,9,322,8,322,110,7,1618,1,,3,7,801,,,,225,10,{59001=22;gold=1620000},,,,,
901704,227,9,325,8,325,110,7,1634,1,,4,7,801,,,,227,10,{59001=22;gold=1830000},<0>,{24=300;25=300},,,
901705,229,9,328,8,328,110,7,1650,1,,5,7,801,,,,229,10,{501=1;502=1;59001=23;gold=2100000},,,,,
901706,231,9,331,8,331,110,7,1666,1,,6,7,801,,,,231,10,{501=1;502=1;59001=23;gold=2300000},,,,,
901707,234,9,334,8,334,110,7,1682,1,,7,7,801,,,,234,10,{501=1;502=1;59001=25;gold=2550000},,,,,
901708,236,9,337,8,337,110,7,1698,1,,8,7,801,,,,236,10,{212=1;501=1;502=1;59001=25;gold=2750000},<0>,{22=500;23=500},,,
901801,255,9,365,8,365,135,7,1837,1,,1,8,801,,,,255,10,{59001=21;gold=1800000},,,,,
901802,258,9,369,8,369,135,7,1855,1,,2,8,801,,,,258,10,{59001=21;gold=2100000},,,,,
901803,260,9,373,8,373,135,7,1874,1,,3,8,801,,,,260,10,{501=1;502=1;59001=23;gold=2430000},,,,,
901804,263,9,376,8,376,135,7,1892,1,,4,8,801,,,,263,10,{501=1;502=1;59001=23;gold=2750000},<0>,{14=300;16=300},,,
901805,265,9,380,8,380,135,7,1910,1,,5,8,801,,,,265,10,{501=1;502=1;59001=24;gold=3150000},,,,,
901806,268,9,383,8,383,135,7,1929,1,,6,8,801,,,,268,10,{501=1;502=1;59001=24;gold=3450000},,,,,
901807,271,9,387,8,387,135,7,1947,1,,7,8,801,,,,271,10,{222=1;501=2;502=2;59001=26;gold=3830000},,,,,
901808,273,9,391,8,391,135,7,1966,1,,8,8,801,,,,273,10,{19=60;501=2;502=2;2152=1;59001=26;gold=4130000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},
961101,135,9,194,8,194,75,7,974,1,,1,1,861,,,,135,10,{50861=4;59002=4;gold=150000},,,,,
961102,136,9,196,8,196,75,7,984,1,,2,1,861,,,,136,10,{50861=4;59002=4;gold=180000},,,,,
961103,138,9,198,8,198,75,7,993,1,,3,1,861,,,,138,10,{50861=5;59002=5;gold=210000},,,,,
961104,139,9,200,8,200,75,7,1003,1,,4,1,861,,,,139,10,{50861=5;59002=5;gold=240000},<0>,{1=3%},,,
961105,140,9,202,8,202,75,7,1013,1,,5,1,861,,,,140,10,{50861=6;59002=6;gold=270000},,,,,
961106,142,9,204,8,204,75,7,1023,1,,6,1,861,,,,142,10,{50861=6;59002=6;gold=300000},,,,,
961107,143,9,206,8,206,75,7,1032,1,,7,1,861,,,,143,10,{501=1;50861=7;59002=7;gold=330000},,,,,
961108,144,9,208,8,208,75,7,1042,1,,8,1,861,,,,144,10,{501=1;50861=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
961201,149,9,213,8,213,90,7,1071,1,,1,2,861,,,,149,10,{50861=6;59002=6;gold=230000},,,,,
961202,150,9,216,8,216,90,7,1082,1,,2,2,861,,,,150,10,{50861=6;59002=6;gold=270000},,,,,
961203,151,9,218,8,218,90,7,1093,1,,3,2,861,,,,151,10,{50861=7;59002=7;gold=320000},,,,,
961204,153,9,220,8,220,90,7,1104,1,,4,2,861,,,,153,10,{50861=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
961205,154,9,222,8,222,90,7,1114,1,,5,2,861,,,,154,10,{501=1;50861=8;59002=8;gold=410000},,,,,
961206,156,9,224,8,224,90,7,1125,1,,6,2,861,,,,156,10,{501=1;50861=8;59002=8;gold=450000},,,,,
961207,157,9,226,8,226,90,7,1136,1,,7,2,861,,,,157,10,{501=1;50861=9;59002=9;gold=500000},,,,,
961208,159,9,228,8,228,90,7,1146,1,,8,2,861,,,79001,159,10,{501=1;50861=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
961301,162,9,233,8,233,105,7,1169,1,,1,3,861,,,,162,10,{50861=7;59002=7;gold=350000},,,,,
961302,164,9,235,8,235,105,7,1180,1,,2,3,861,,,,164,10,{50861=7;59002=7;gold=410000},,,,,
961303,165,9,237,8,237,105,7,1192,1,,3,3,861,,,,165,10,{501=1;50861=8;59002=8;gold=480000},,,,,
961304,167,9,240,8,240,105,7,1204,1,,4,3,861,,,,167,10,{501=1;50861=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
961305,168,9,242,8,242,105,7,1216,1,,5,3,861,,,,168,10,{501=1;50861=9;59002=9;gold=620000},,,,,
961306,170,9,244,8,244,105,7,1227,1,,6,3,861,,,,170,10,{501=1;50861=9;59002=9;gold=680000},,,,,
961307,172,9,247,8,247,105,7,1239,1,,7,3,861,,,,172,10,{501=1;50861=10;59002=10;gold=750000},,,,,
961308,173,9,249,8,249,105,7,1251,1,,8,3,861,,,79002,173,10,{223=1;501=1;50861=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
961401,176,9,252,8,252,120,7,1266,1,,1,4,861,,,,176,10,{50861=9;59002=9;gold=530000},,,,,
961402,177,9,255,8,255,120,7,1279,1,,2,4,861,,,,177,10,{50861=9;59002=9;gold=620000},,,,,
961403,179,9,257,8,257,120,7,1292,1,,3,4,861,,,,179,10,{501=1;50861=10;59002=10;gold=720000},,,,,
961404,181,9,260,8,260,120,7,1304,1,,4,4,861,,,,181,10,{501=1;50861=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
961405,183,9,262,8,262,120,7,1317,1,,5,4,861,,,,183,10,{501=2;50861=11;59002=11;gold=930000},,,,,
961406,184,9,265,8,265,120,7,1330,1,,6,4,861,,,,184,10,{501=2;50861=11;59002=11;gold=1020000},<0>,{91=300},,,
961407,186,9,267,8,267,120,7,1342,1,,7,4,861,,,,186,10,{233=1;501=2;50861=12;59002=12;gold=1130000},,,,,
961408,188,9,270,8,270,120,7,1355,1,,8,4,861,,,79004,188,10,{501=2;2152=1;50861=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
961501,196,9,281,8,281,150,7,1412,1,,1,5,861,,,,196,10,{502=2;50861=10;59002=10;gold=800000},,,,,
961502,198,9,284,8,284,150,7,1426,1,,2,5,861,,,,198,10,{502=2;50861=10;59002=10;gold=930000},,,,,
961503,200,9,287,8,287,150,7,1441,1,,3,5,861,,,,200,10,{501=1;502=2;50861=11;59002=11;gold=1080000},,,,,
961504,202,9,290,8,290,150,7,1455,1,,4,5,861,,,,202,10,{501=2;502=2;50861=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
961505,204,9,293,8,293,150,7,1469,1,,5,5,861,,,,204,10,{501=2;502=2;50861=12;59002=12;gold=1400000},,,,,
961506,206,9,295,8,295,150,7,1483,1,,6,5,861,,,,206,10,{501=2;502=3;50861=12;59002=12;gold=1530000},,,,,
961507,207,9,298,8,298,150,7,1497,1,,7,5,861,,,,207,10,{501=2;502=3;50861=13;59002=13;gold=1700000},,,,,
961508,209,9,301,8,301,150,7,1511,1,,8,5,861,,,,209,10,{203=1;213=1;50861=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
961601,223,9,320,8,320,188,7,1607,1,,1,6,861,,,,223,10,{502=2;50861=11;59002=11;gold=1200000},,,,,
961602,225,9,323,8,323,188,7,1623,1,,2,6,861,,,,225,10,{502=2;50861=11;59002=11;gold=1400000},,,,,
961603,227,9,327,8,327,188,7,1639,1,,3,6,861,,,,227,10,{501=2;502=3;50861=12;59002=12;gold=1620000},,,,,
961604,229,9,330,8,330,188,7,1655,1,,4,6,861,,,,229,10,{501=2;502=3;50861=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
961605,232,9,333,8,333,188,7,1671,1,,5,6,861,,,,232,10,{501=3;502=3;50861=13;59002=13;gold=2100000},,,,,
961606,234,9,336,8,336,188,7,1687,1,,6,6,861,,,,234,10,{501=3;502=3;50861=13;59002=13;gold=2300000},<0>,{13=3%},,,
961607,236,9,339,8,339,188,7,1704,1,,7,6,861,,,,236,10,{501=3;502=4;2152=1;50861=14;59002=14;gold=2550000},,,,,
961608,238,9,343,8,343,188,7,1720,1,,8,6,861,,,79003,238,10,{501=3;502=4;2152=1;50861=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
961701,257,9,369,8,369,165,7,1851,1,,1,7,861,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
961702,259,9,372,8,372,165,7,1869,1,,2,7,861,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
961703,262,9,376,8,376,165,7,1888,1,,3,7,861,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
961704,264,9,380,8,380,165,7,1906,1,,4,7,861,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
961705,267,9,383,8,383,165,7,1925,1,,5,7,861,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
961706,269,9,387,8,387,165,7,1943,1,,6,7,861,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
961707,272,9,391,8,391,165,7,1962,1,,7,7,861,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
961708,274,9,394,8,394,165,7,1980,1,,8,7,861,,,,274,10,{223=1;233=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
961801,297,9,427,8,427,203,7,2143,1,,1,8,861,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
961802,300,9,431,8,431,203,7,2164,1,,2,8,861,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
961803,303,9,435,8,435,203,7,2186,1,,3,8,861,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
961804,306,9,440,8,440,203,7,2207,1,,4,8,861,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
961805,309,9,444,8,444,203,7,2229,1,,5,8,861,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
961806,312,9,448,8,448,203,7,2250,1,,6,8,861,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
961807,315,9,452,8,452,203,7,2271,1,,7,8,861,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
961808,318,9,457,8,457,203,7,2293,1,,8,8,861,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
981101,135,9,194,8,194,75,7,974,1,,1,1,881,,,,135,10,{50881=4;59002=4;gold=150000},,,,,
981102,136,9,196,8,196,75,7,984,1,,2,1,881,,,,136,10,{50881=4;59002=4;gold=180000},,,,,
981103,138,9,198,8,198,75,7,993,1,,3,1,881,,,,138,10,{50881=5;59002=5;gold=210000},,,,,
981104,139,9,200,8,200,75,7,1003,1,,4,1,881,,,,139,10,{50881=5;59002=5;gold=240000},<0>,{1=3%},,,
981105,140,9,202,8,202,75,7,1013,1,,5,1,881,,,,140,10,{50881=6;59002=6;gold=270000},,,,,
981106,142,9,204,8,204,75,7,1023,1,,6,1,881,,,,142,10,{50881=6;59002=6;gold=300000},,,,,
981107,143,9,206,8,206,75,7,1032,1,,7,1,881,,,,143,10,{501=1;50881=7;59002=7;gold=330000},,,,,
981108,144,9,208,8,208,75,7,1042,1,,8,1,881,,,,144,10,{501=1;50881=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
981201,149,9,213,8,213,90,7,1071,1,,1,2,881,,,,149,10,{50881=6;59002=6;gold=230000},,,,,
981202,150,9,216,8,216,90,7,1082,1,,2,2,881,,,,150,10,{50881=6;59002=6;gold=270000},,,,,
981203,151,9,218,8,218,90,7,1093,1,,3,2,881,,,,151,10,{50881=7;59002=7;gold=320000},,,,,
981204,153,9,220,8,220,90,7,1104,1,,4,2,881,,,,153,10,{50881=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
981205,154,9,222,8,222,90,7,1114,1,,5,2,881,,,,154,10,{501=1;50881=8;59002=8;gold=410000},,,,,
981206,156,9,224,8,224,90,7,1125,1,,6,2,881,,,,156,10,{501=1;50881=8;59002=8;gold=450000},,,,,
981207,157,9,226,8,226,90,7,1136,1,,7,2,881,,,,157,10,{501=1;50881=9;59002=9;gold=500000},,,,,
981208,159,9,228,8,228,90,7,1146,1,,8,2,881,,,79001,159,10,{501=1;50881=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
981301,162,9,233,8,233,105,7,1169,1,,1,3,881,,,,162,10,{50881=7;59002=7;gold=350000},,,,,
981302,164,9,235,8,235,105,7,1180,1,,2,3,881,,,,164,10,{50881=7;59002=7;gold=410000},,,,,
981303,165,9,237,8,237,105,7,1192,1,,3,3,881,,,,165,10,{501=1;50881=8;59002=8;gold=480000},,,,,
981304,167,9,240,8,240,105,7,1204,1,,4,3,881,,,,167,10,{501=1;50881=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
981305,168,9,242,8,242,105,7,1216,1,,5,3,881,,,,168,10,{501=1;50881=9;59002=9;gold=620000},,,,,
981306,170,9,244,8,244,105,7,1227,1,,6,3,881,,,,170,10,{501=1;50881=9;59002=9;gold=680000},,,,,
981307,172,9,247,8,247,105,7,1239,1,,7,3,881,,,,172,10,{501=1;50881=10;59002=10;gold=750000},,,,,
981308,173,9,249,8,249,105,7,1251,1,,8,3,881,,,79002,173,10,{225=1;501=1;50881=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
981401,176,9,252,8,252,120,7,1266,1,,1,4,881,,,,176,10,{50881=9;59002=9;gold=530000},,,,,
981402,177,9,255,8,255,120,7,1279,1,,2,4,881,,,,177,10,{50881=9;59002=9;gold=620000},,,,,
981403,179,9,257,8,257,120,7,1292,1,,3,4,881,,,,179,10,{501=1;50881=10;59002=10;gold=720000},,,,,
981404,181,9,260,8,260,120,7,1304,1,,4,4,881,,,,181,10,{501=1;50881=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
981405,183,9,262,8,262,120,7,1317,1,,5,4,881,,,,183,10,{501=2;50881=11;59002=11;gold=930000},,,,,
981406,184,9,265,8,265,120,7,1330,1,,6,4,881,,,,184,10,{501=2;50881=11;59002=11;gold=1020000},<0>,{91=300},,,
981407,186,9,267,8,267,120,7,1342,1,,7,4,881,,,,186,10,{235=1;501=2;50881=12;59002=12;gold=1130000},,,,,
981408,188,9,270,8,270,120,7,1355,1,,8,4,881,,,79004,188,10,{501=2;2152=1;50881=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
981501,196,9,281,8,281,150,7,1412,1,,1,5,881,,,,196,10,{502=2;50881=10;59002=10;gold=800000},,,,,
981502,198,9,284,8,284,150,7,1426,1,,2,5,881,,,,198,10,{502=2;50881=10;59002=10;gold=930000},,,,,
981503,200,9,287,8,287,150,7,1441,1,,3,5,881,,,,200,10,{501=1;502=2;50881=11;59002=11;gold=1080000},,,,,
981504,202,9,290,8,290,150,7,1455,1,,4,5,881,,,,202,10,{501=2;502=2;50881=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
981505,204,9,293,8,293,150,7,1469,1,,5,5,881,,,,204,10,{501=2;502=2;50881=12;59002=12;gold=1400000},,,,,
981506,206,9,295,8,295,150,7,1483,1,,6,5,881,,,,206,10,{501=2;502=3;50881=12;59002=12;gold=1530000},,,,,
981507,207,9,298,8,298,150,7,1497,1,,7,5,881,,,,207,10,{501=2;502=3;50881=13;59002=13;gold=1700000},,,,,
981508,209,9,301,8,301,150,7,1511,1,,8,5,881,,,,209,10,{205=1;215=1;50881=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
981601,223,9,320,8,320,188,7,1607,1,,1,6,881,,,,223,10,{502=2;50881=11;59002=11;gold=1200000},,,,,
981602,225,9,323,8,323,188,7,1623,1,,2,6,881,,,,225,10,{502=2;50881=11;59002=11;gold=1400000},,,,,
981603,227,9,327,8,327,188,7,1639,1,,3,6,881,,,,227,10,{501=2;502=3;50881=12;59002=12;gold=1620000},,,,,
981604,229,9,330,8,330,188,7,1655,1,,4,6,881,,,,229,10,{501=2;502=3;50881=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
981605,232,9,333,8,333,188,7,1671,1,,5,6,881,,,,232,10,{501=3;502=3;50881=13;59002=13;gold=2100000},,,,,
981606,234,9,336,8,336,188,7,1687,1,,6,6,881,,,,234,10,{501=3;502=3;50881=13;59002=13;gold=2300000},<0>,{13=3%},,,
981607,236,9,339,8,339,188,7,1704,1,,7,6,881,,,,236,10,{501=3;502=4;2152=1;50881=14;59002=14;gold=2550000},,,,,
981608,238,9,343,8,343,188,7,1720,1,,8,6,881,,,79003,238,10,{501=3;502=4;2152=1;50881=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
981701,257,9,369,8,369,165,7,1851,1,,1,7,881,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
981702,259,9,372,8,372,165,7,1869,1,,2,7,881,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
981703,262,9,376,8,376,165,7,1888,1,,3,7,881,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
981704,264,9,380,8,380,165,7,1906,1,,4,7,881,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
981705,267,9,383,8,383,165,7,1925,1,,5,7,881,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
981706,269,9,387,8,387,165,7,1943,1,,6,7,881,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
981707,272,9,391,8,391,165,7,1962,1,,7,7,881,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
981708,274,9,394,8,394,165,7,1980,1,,8,7,881,,,,274,10,{225=1;235=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
981801,297,9,427,8,427,203,7,2143,1,,1,8,881,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
981802,300,9,431,8,431,203,7,2164,1,,2,8,881,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
981803,303,9,435,8,435,203,7,2186,1,,3,8,881,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
981804,306,9,440,8,440,203,7,2207,1,,4,8,881,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
981805,309,9,444,8,444,203,7,2229,1,,5,8,881,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
981806,312,9,448,8,448,203,7,2250,1,,6,8,881,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
981807,315,9,452,8,452,203,7,2271,1,,7,8,881,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
981808,318,9,457,8,457,203,7,2293,1,,8,8,881,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
982101,135,9,194,8,194,75,7,974,1,,1,1,882,,,,135,10,{50881=5;59002=5;gold=300000},,,,,
982102,136,9,196,8,196,75,7,984,1,,2,1,882,,,,136,10,{50881=5;59002=5;gold=360000},,,,,
982103,138,9,198,8,198,75,7,993,1,,3,1,882,,,,138,10,{50881=6;59002=6;gold=420000},,,,,
982104,139,9,200,8,200,75,7,1003,1,,4,1,882,,,,139,10,{50881=6;59002=6;gold=480000},<0>,{1=3%},,,
982105,140,9,202,8,202,75,7,1013,1,,5,1,882,,,,140,10,{50881=7;59002=7;gold=540000},,,,,
982106,142,9,204,8,204,75,7,1023,1,,6,1,882,,,,142,10,{50881=7;59002=7;gold=600000},,,,,
982107,143,9,206,8,206,75,7,1032,1,,7,1,882,,,,143,10,{501=1;50881=8;59002=8;gold=660000},,,,,
982108,144,9,208,8,208,75,7,1042,1,,8,1,882,,,,144,10,{501=1;50881=8;59002=8;gold=720000},<0>,{24=300;25=300},,,
982201,149,9,213,8,213,90,7,1071,1,,1,2,882,,,,149,10,{50881=7;59002=7;gold=460000},,,,,
982202,150,9,216,8,216,90,7,1082,1,,2,2,882,,,,150,10,{50881=7;59002=7;gold=540000},,,,,
982203,151,9,218,8,218,90,7,1093,1,,3,2,882,,,,151,10,{50881=8;59002=8;gold=640000},,,,,
982204,153,9,220,8,220,90,7,1104,1,,4,2,882,,,,153,10,{50881=8;59002=8;gold=720000},<0>,{7=3%;8=3%},,,
982205,154,9,222,8,222,90,7,1114,1,,5,2,882,,,,154,10,{501=1;50881=10;59002=9;gold=820000},,,,,
982206,156,9,224,8,224,90,7,1125,1,,6,2,882,,,,156,10,{501=1;50881=10;59002=9;gold=900000},,,,,
982207,157,9,226,8,226,90,7,1136,1,,7,2,882,,,,157,10,{501=1;50881=11;59002=10;gold=1000000},,,,,
982208,159,9,228,8,228,90,7,1146,1,,8,2,882,,,79001,159,10,{501=1;50881=11;59002=10;gold=1080000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
982301,162,9,233,8,233,105,7,1169,1,,1,3,882,,,,162,10,{50881=8;59002=8;gold=700000},,,,,
982302,164,9,235,8,235,105,7,1180,1,,2,3,882,,,,164,10,{50881=8;59002=8;gold=820000},,,,,
982303,165,9,237,8,237,105,7,1192,1,,3,3,882,,,,165,10,{501=1;50881=10;59002=9;gold=960000},,,,,
982304,167,9,240,8,240,105,7,1204,1,,4,3,882,,,,167,10,{501=1;50881=10;59002=9;gold=1080000},<2;12>,{24=500;25=500},,,
982305,168,9,242,8,242,105,7,1216,1,,5,3,882,,,,168,10,{501=1;50881=11;59002=10;gold=1240000},,,,,
982306,170,9,244,8,244,105,7,1227,1,,6,3,882,,,,170,10,{501=1;50881=11;59002=10;gold=1360000},,,,,
982307,172,9,247,8,247,105,7,1239,1,,7,3,882,,,,172,10,{501=1;50881=12;59002=11;gold=1500000},,,,,
