变量名,zawakeID,level,awakeSeqID,costItemMap,__version
672806,572,6,8,{50571=18;59002=16;gold=26240000},
672807,572,7,8,{50571=19;59002=17;gold=29150000},
672808,572,8,8,{50571=19;59002=17;gold=31400000},
982101,882,1,1,{50881=5;59002=5;gold=800000},
982102,882,2,1,{50881=5;59002=5;gold=930000},
982103,882,3,1,{50881=6;59002=6;gold=1080000},
982104,882,4,1,{50881=6;59002=6;gold=1220000},
982105,882,5,1,{50881=7;59002=7;gold=1400000},
982106,882,6,1,{50881=7;59002=7;gold=1530000},
982107,882,7,1,{501=1;50881=8;59002=8;gold=1700000},
982108,882,8,1,{501=1;50881=8;59002=8;gold=1830000},
982201,882,1,2,{50881=7;59002=7;gold=1200000},
982202,882,2,2,{50881=7;59002=7;gold=1400000},
982203,882,3,2,{50881=8;59002=8;gold=1620000},
982204,882,4,2,{50881=8;59002=8;gold=1830000},
982205,882,5,2,{501=1;50881=10;59002=9;gold=2100000},
982206,882,6,2,{501=1;50881=10;59002=9;gold=2300000},
982207,882,7,2,{501=1;50881=11;59002=10;gold=2550000},
982208,882,8,2,{501=1;50881=11;59002=10;gold=2750000},
982301,882,1,3,{50881=8;59002=8;gold=1800000},
982302,882,2,3,{50881=8;59002=8;gold=2100000},
982303,882,3,3,{501=1;50881=10;59002=9;gold=2430000},
982304,882,4,3,{501=1;50881=10;59002=9;gold=2750000},
982305,882,5,3,{501=1;50881=11;59002=10;gold=3150000},
982306,882,6,3,{501=1;50881=11;59002=10;gold=3450000},
982307,882,7,3,{501=1;50881=12;59002=11;gold=3830000},
982308,882,8,3,{225=1;501=1;50881=12;59002=11;gold=4130000},
982401,882,1,4,{50881=11;59002=10;gold=2700000},
982402,882,2,4,{50881=11;59002=10;gold=3150000},
982403,882,3,4,{501=1;50881=12;59002=11;gold=3650000},
982404,882,4,4,{501=1;50881=12;59002=11;gold=4130000},
982405,882,5,4,{501=2;50881=13;59002=12;gold=4730000},
982406,882,6,4,{501=2;50881=13;59002=12;gold=5180000},
982407,882,7,4,{235=1;501=2;50881=14;59002=13;gold=5750000},
982408,882,8,4,{501=2;2152=1;50881=14;59002=13;gold=6200000},
982501,882,1,5,{502=2;50881=12;59002=11;gold=4050000},
982502,882,2,5,{502=2;50881=12;59002=11;gold=4730000},
982503,882,3,5,{501=1;502=2;50881=13;59002=12;gold=5480000},
982504,882,4,5,{501=2;502=2;50881=13;59002=12;gold=6200000},
982505,882,5,5,{501=2;502=2;50881=14;59002=13;gold=7100000},
982506,882,6,5,{501=2;502=3;50881=14;59002=13;gold=7770000},
982507,882,7,5,{501=2;502=3;50881=16;59002=14;gold=8630000},
982508,882,8,5,{205=1;215=1;50881=16;59002=14;gold=9300000},
982601,882,1,6,{502=2;50881=13;59002=12;gold=6080000},
982602,882,2,6,{502=2;50881=13;59002=12;gold=7100000},
982603,882,3,6,{501=2;502=3;50881=14;59002=13;gold=8220000},
982604,882,4,6,{501=2;502=3;50881=14;59002=13;gold=9300000},
982605,882,5,6,{501=3;502=3;50881=16;59002=14;gold=10650000},
982606,882,6,6,{501=3;502=3;50881=16;59002=14;gold=11660000},
982607,882,7,6,{501=3;502=4;2152=1;50881=17;59002=15;gold=12950000},
982608,882,8,6,{501=3;502=4;2152=1;50881=17;59002=15;gold=13950000},
982701,882,1,7,{50881=14;59002=13;gold=9120000},
982702,882,2,7,{50881=14;59002=13;gold=10650000},
982703,882,3,7,{50881=16;59002=14;gold=12330000},
982704,882,4,7,{50881=16;59002=14;gold=13950000},
982705,882,5,7,{50881=17;59002=15;gold=15980000},
982706,882,6,7,{50881=17;59002=15;gold=17490000},
982707,882,7,7,{50881=18;59002=16;gold=19430000},
982708,882,8,7,{50881=18;59002=16;gold=20930000},
982801,882,1,8,{50881=16;59002=14;gold=13680000},
982802,882,2,8,{50881=16;59002=14;gold=15980000},
982803,882,3,8,{50881=17;59002=15;gold=18500000},
982804,882,4,8,{50881=17;59002=15;gold=20930000},
982805,882,5,8,{50881=18;59002=16;gold=23970000},
982806,882,6,8,{50881=18;59002=16;gold=26240000},
982807,882,7,8,{50881=19;59002=17;gold=29150000},
982808,882,8,8,{50881=19;59002=17;gold=31400000},
1172101,1072,1,1,{51071=5;59002=5;gold=800000},
1172102,1072,2,1,{51071=5;59002=5;gold=930000},
1172103,1072,3,1,{51071=6;59002=6;gold=1080000},
1172104,1072,4,1,{51071=6;59002=6;gold=1220000},
1172105,1072,5,1,{51071=7;59002=7;gold=1400000},
1172106,1072,6,1,{51071=7;59002=7;gold=1530000},
1172107,1072,7,1,{501=1;51071=8;59002=8;gold=1700000},
1172108,1072,8,1,{501=1;51071=8;59002=8;gold=1830000},
1172201,1072,1,2,{51071=7;59002=7;gold=1200000},
1172202,1072,2,2,{51071=7;59002=7;gold=1400000},
1172203,1072,3,2,{51071=8;59002=8;gold=1620000},
1172204,1072,4,2,{51071=8;59002=8;gold=1830000},
1172205,1072,5,2,{501=1;51071=10;59002=9;gold=2100000},
1172206,1072,6,2,{501=1;51071=10;59002=9;gold=2300000},
1172207,1072,7,2,{501=1;51071=11;59002=10;gold=2550000},
1172208,1072,8,2,{501=1;51071=11;59002=10;gold=2750000},
1172301,1072,1,3,{51071=8;59002=8;gold=1800000},
1172302,1072,2,3,{51071=8;59002=8;gold=2100000},
1172303,1072,3,3,{501=1;51071=10;59002=9;gold=2430000},
1172304,1072,4,3,{501=1;51071=10;59002=9;gold=2750000},
1172305,1072,5,3,{501=1;51071=11;59002=10;gold=3150000},
1172306,1072,6,3,{501=1;51071=11;59002=10;gold=3450000},
1172307,1072,7,3,{501=1;51071=12;59002=11;gold=3830000},
1172308,1072,8,3,{220=1;501=1;51071=12;59002=11;gold=4130000},
1172401,1072,1,4,{51071=11;59002=10;gold=2700000},
1172402,1072,2,4,{51071=11;59002=10;gold=3150000},
1172403,1072,3,4,{501=1;51071=12;59002=11;gold=3650000},
1172404,1072,4,4,{501=1;51071=12;59002=11;gold=4130000},
1172405,1072,5,4,{501=2;51071=13;59002=12;gold=4730000},
1172406,1072,6,4,{501=2;51071=13;59002=12;gold=5180000},
1172407,1072,7,4,{230=1;501=2;51071=14;59002=13;gold=5750000},
1172408,1072,8,4,{501=2;2152=1;51071=14;59002=13;gold=6200000},
1172501,1072,1,5,{502=2;51071=12;59002=11;gold=4050000},
1172502,1072,2,5,{502=2;51071=12;59002=11;gold=4730000},
1172503,1072,3,5,{501=1;502=2;51071=13;59002=12;gold=5480000},
1172504,1072,4,5,{501=2;502=2;51071=13;59002=12;gold=6200000},
1172505,1072,5,5,{501=2;502=2;51071=14;59002=13;gold=7100000},
1172506,1072,6,5,{501=2;502=3;51071=14;59002=13;gold=7770000},
1172507,1072,7,5,{501=2;502=3;51071=16;59002=14;gold=8630000},
1172508,1072,8,5,{200=1;210=1;51071=16;59002=14;gold=9300000},
1172601,1072,1,6,{502=2;51071=13;59002=12;gold=6080000},
1172602,1072,2,6,{502=2;51071=13;59002=12;gold=7100000},
1172603,1072,3,6,{501=2;502=3;51071=14;59002=13;gold=8220000},
1172604,1072,4,6,{501=2;502=3;51071=14;59002=13;gold=9300000},
1172605,1072,5,6,{501=3;502=3;51071=16;59002=14;gold=10650000},
1172606,1072,6,6,{501=3;502=3;51071=16;59002=14;gold=11660000},
1172607,1072,7,6,{501=3;502=4;2152=1;51071=17;59002=15;gold=12950000},
1172608,1072,8,6,{501=3;502=4;2152=1;51071=17;59002=15;gold=13950000},
1172701,1072,1,7,{51071=14;59002=13;gold=9120000},
1172702,1072,2,7,{51071=14;59002=13;gold=10650000},
1172703,1072,3,7,{51071=16;59002=14;gold=12330000},
1172704,1072,4,7,{51071=16;59002=14;gold=13950000},
1172705,1072,5,7,{51071=17;59002=15;gold=15980000},
1172706,1072,6,7,{51071=17;59002=15;gold=17490000},
1172707,1072,7,7,{51071=18;59002=16;gold=19430000},
1172708,1072,8,7,{51071=18;59002=16;gold=20930000},
1172801,1072,1,8,{51071=16;59002=14;gold=13680000},
1172802,1072,2,8,{51071=16;59002=14;gold=15980000},
1172803,1072,3,8,{51071=17;59002=15;gold=18500000},
1172804,1072,4,8,{51071=17;59002=15;gold=20930000},
1172805,1072,5,8,{51071=18;59002=16;gold=23970000},
1172806,1072,6,8,{51071=18;59002=16;gold=26240000},
1172807,1072,7,8,{51071=19;59002=17;gold=29150000},
1172808,1072,8,8,{51071=19;59002=17;gold=31400000},
1272101,1172,1,1,{51171=5;59002=5;gold=800000},
1272102,1172,2,1,{51171=5;59002=5;gold=930000},
1272103,1172,3,1,{51171=6;59002=6;gold=1080000},
1272104,1172,4,1,{51171=6;59002=6;gold=1220000},
1272105,1172,5,1,{51171=7;59002=7;gold=1400000},
1272106,1172,6,1,{51171=7;59002=7;gold=1530000},
1272107,1172,7,1,{501=1;51171=8;59002=8;gold=1700000},
1272108,1172,8,1,{501=1;51171=8;59002=8;gold=1830000},
1272201,1172,1,2,{51171=7;59002=7;gold=1200000},
1272202,1172,2,2,{51171=7;59002=7;gold=1400000},
1272203,1172,3,2,{51171=8;59002=8;gold=1620000},
1272204,1172,4,2,{51171=8;59002=8;gold=1830000},
1272205,1172,5,2,{501=1;51171=10;59002=9;gold=2100000},
1272206,1172,6,2,{501=1;51171=10;59002=9;gold=2300000},
1272207,1172,7,2,{501=1;51171=11;59002=10;gold=2550000},
1272208,1172,8,2,{501=1;51171=11;59002=10;gold=2750000},
1272301,1172,1,3,{51171=8;59002=8;gold=1800000},
1272302,1172,2,3,{51171=8;59002=8;gold=2100000},
1272303,1172,3,3,{501=1;51171=10;59002=9;gold=2430000},
1272304,1172,4,3,{501=1;51171=10;59002=9;gold=2750000},
1272305,1172,5,3,{501=1;51171=11;59002=10;gold=3150000},
1272306,1172,6,3,{501=1;51171=11;59002=10;gold=3450000},
1272307,1172,7,3,{501=1;51171=12;59002=11;gold=3830000},
1272308,1172,8,3,{221=1;501=1;51171=12;59002=11;gold=4130000},
1272401,1172,1,4,{51171=11;59002=10;gold=2700000},
1272402,1172,2,4,{51171=11;59002=10;gold=3150000},
1272403,1172,3,4,{501=1;51171=12;59002=11;gold=3650000},
1272404,1172,4,4,{501=1;51171=12;59002=11;gold=4130000},
1272405,1172,5,4,{501=2;51171=13;59002=12;gold=4730000},
1272406,1172,6,4,{501=2;51171=13;59002=12;gold=5180000},
1272407,1172,7,4,{231=1;501=2;51171=14;59002=13;gold=5750000},
1272408,1172,8,4,{501=2;2152=1;51171=14;59002=13;gold=6200000},
1272501,1172,1,5,{502=2;51171=12;59002=11;gold=4050000},
1272502,1172,2,5,{502=2;51171=12;59002=11;gold=4730000},
1272503,1172,3,5,{501=1;502=2;51171=13;59002=12;gold=5480000},
1272504,1172,4,5,{501=2;502=2;51171=13;59002=12;gold=6200000},
1272505,1172,5,5,{501=2;502=2;51171=14;59002=13;gold=7100000},
1272506,1172,6,5,{501=2;502=3;51171=14;59002=13;gold=7770000},
1272507,1172,7,5,{501=2;502=3;51171=16;59002=14;gold=8630000},
1272508,1172,8,5,{201=1;211=1;51171=16;59002=14;gold=9300000},
1272601,1172,1,6,{502=2;51171=13;59002=12;gold=6080000},
1272602,1172,2,6,{502=2;51171=13;59002=12;gold=7100000},
1272603,1172,3,6,{501=2;502=3;51171=14;59002=13;gold=8220000},
1272604,1172,4,6,{501=2;502=3;51171=14;59002=13;gold=9300000},
1272605,1172,5,6,{501=3;502=3;51171=16;59002=14;gold=10650000},
1272606,1172,6,6,{501=3;502=3;51171=16;59002=14;gold=11660000},
1272607,1172,7,6,{501=3;502=4;2152=1;51171=17;59002=15;gold=12950000},
1272608,1172,8,6,{501=3;502=4;2152=1;51171=17;59002=15;gold=13950000},
1272701,1172,1,7,{51171=14;59002=13;gold=9120000},
1272702,1172,2,7,{51171=14;59002=13;gold=10650000},
1272703,1172,3,7,{51171=16;59002=14;gold=12330000},
1272704,1172,4,7,{51171=16;59002=14;gold=13950000},
1272705,1172,5,7,{51171=17;59002=15;gold=15980000},
1272706,1172,6,7,{51171=17;59002=15;gold=17490000},
1272707,1172,7,7,{51171=18;59002=16;gold=19430000},
1272708,1172,8,7,{51171=18;59002=16;gold=20930000},
1272801,1172,1,8,{51171=16;59002=14;gold=13680000},
1272802,1172,2,8,{51171=16;59002=14;gold=15980000},
1272803,1172,3,8,{51171=17;59002=15;gold=18500000},
1272804,1172,4,8,{51171=17;59002=15;gold=20930000},
1272805,1172,5,8,{51171=18;59002=16;gold=23970000},
1272806,1172,6,8,{51171=18;59002=16;gold=26240000},
1272807,1172,7,8,{51171=19;59002=17;gold=29150000},
1272808,1172,8,8,{51171=19;59002=17;gold=31400000},
1402101,1302,1,1,{51301=5;59002=5;gold=800000},
1402102,1302,2,1,{51301=5;59002=5;gold=930000},
1402103,1302,3,1,{51301=6;59002=6;gold=1080000},
1402104,1302,4,1,{51301=6;59002=6;gold=1220000},
1402105,1302,5,1,{51301=7;59002=7;gold=1400000},
1402106,1302,6,1,{51301=7;59002=7;gold=1530000},
1402107,1302,7,1,{501=1;51301=8;59002=8;gold=1700000},
1402108,1302,8,1,{501=1;51301=8;59002=8;gold=1830000},
1402201,1302,1,2,{51301=7;59002=7;gold=1200000},
1402202,1302,2,2,{51301=7;59002=7;gold=1400000},
1402203,1302,3,2,{51301=8;59002=8;gold=1620000},
1402204,1302,4,2,{51301=8;59002=8;gold=1830000},
1402205,1302,5,2,{501=1;51301=10;59002=9;gold=2100000},
1402206,1302,6,2,{501=1;51301=10;59002=9;gold=2300000},
1402207,1302,7,2,{501=1;51301=11;59002=10;gold=2550000},
1402208,1302,8,2,{501=1;51301=11;59002=10;gold=2750000},
1402301,1302,1,3,{51301=8;59002=8;gold=1800000},
1402302,1302,2,3,{51301=8;59002=8;gold=2100000},
1402303,1302,3,3,{501=1;51301=10;59002=9;gold=2430000},
1402304,1302,4,3,{501=1;51301=10;59002=9;gold=2750000},
1402305,1302,5,3,{501=1;51301=11;59002=10;gold=3150000},
1402306,1302,6,3,{501=1;51301=11;59002=10;gold=3450000},
1402307,1302,7,3,{501=1;51301=12;59002=11;gold=3830000},
1402308,1302,8,3,{223=1;501=1;51301=12;59002=11;gold=4130000},
1402401,1302,1,4,{51301=11;59002=10;gold=2700000},
1402402,1302,2,4,{51301=11;59002=10;gold=3150000},
1402403,1302,3,4,{501=1;51301=12;59002=11;gold=3650000},
1402404,1302,4,4,{501=1;51301=12;59002=11;gold=4130000},
1402405,1302,5,4,{501=2;51301=13;59002=12;gold=4730000},
1402406,1302,6,4,{501=2;51301=13;59002=12;gold=5180000},
1402407,1302,7,4,{233=1;501=2;51301=14;59002=13;gold=5750000},
1402408,1302,8,4,{501=2;2152=1;51301=14;59002=13;gold=6200000},
1402501,1302,1,5,{502=2;51301=12;59002=11;gold=4050000},
1402502,1302,2,5,{502=2;51301=12;59002=11;gold=4730000},
1402503,1302,3,5,{501=1;502=2;51301=13;59002=12;gold=5480000},
1402504,1302,4,5,{501=2;502=2;51301=13;59002=12;gold=6200000},
1402505,1302,5,5,{501=2;502=2;51301=14;59002=13;gold=7100000},
1402506,1302,6,5,{501=2;502=3;51301=14;59002=13;gold=7770000},
1402507,1302,7,5,{501=2;502=3;51301=16;59002=14;gold=8630000},
1402508,1302,8,5,{203=1;213=1;51301=16;59002=14;gold=9300000},
1402601,1302,1,6,{502=2;51301=13;59002=12;gold=6080000},
1402602,1302,2,6,{502=2;51301=13;59002=12;gold=7100000},
1402603,1302,3,6,{501=2;502=3;51301=14;59002=13;gold=8220000},
1402604,1302,4,6,{501=2;502=3;51301=14;59002=13;gold=9300000},
1402605,1302,5,6,{501=3;502=3;51301=16;59002=14;gold=10650000},
1402606,1302,6,6,{501=3;502=3;51301=16;59002=14;gold=11660000},
1402607,1302,7,6,{501=3;502=4;2152=1;51301=17;59002=15;gold=12950000},
1402608,1302,8,6,{501=3;502=4;2152=1;51301=17;59002=15;gold=13950000},
1402701,1302,1,7,{51301=14;59002=13;gold=9120000},
1402702,1302,2,7,{51301=14;59002=13;gold=10650000},
1402703,1302,3,7,{51301=16;59002=14;gold=12330000},
1402704,1302,4,7,{51301=16;59002=14;gold=13950000},
1402705,1302,5,7,{51301=17;59002=15;gold=15980000},
1402706,1302,6,7,{51301=17;59002=15;gold=17490000},
1402707,1302,7,7,{51301=18;59002=16;gold=19430000},
1402708,1302,8,7,{51301=18;59002=16;gold=20930000},
1402801,1302,1,8,{51301=16;59002=14;gold=13680000},
1402802,1302,2,8,{51301=16;59002=14;gold=15980000},
1402803,1302,3,8,{51301=17;59002=15;gold=18500000},
1402804,1302,4,8,{51301=17;59002=15;gold=20930000},
1402805,1302,5,8,{51301=18;59002=16;gold=23970000},
1402806,1302,6,8,{51301=18;59002=16;gold=26240000},
1402807,1302,7,8,{51301=19;59002=17;gold=29150000},
1402808,1302,8,8,{51301=19;59002=17;gold=31400000},
1412101,1312,1,1,{51311=5;59002=5;gold=800000},
1412102,1312,2,1,{51311=5;59002=5;gold=930000},
1412103,1312,3,1,{51311=6;59002=6;gold=1080000},
1412104,1312,4,1,{51311=6;59002=6;gold=1220000},
1412105,1312,5,1,{51311=7;59002=7;gold=1400000},
1412106,1312,6,1,{51311=7;59002=7;gold=1530000},
1412107,1312,7,1,{501=1;51311=8;59002=8;gold=1700000},
1412108,1312,8,1,{501=1;51311=8;59002=8;gold=1830000},
1412201,1312,1,2,{51311=7;59002=7;gold=1200000},
1412202,1312,2,2,{51311=7;59002=7;gold=1400000},
1412203,1312,3,2,{51311=8;59002=8;gold=1620000},
1412204,1312,4,2,{51311=8;59002=8;gold=1830000},
1412205,1312,5,2,{501=1;51311=10;59002=9;gold=2100000},
1412206,1312,6,2,{501=1;51311=10;59002=9;gold=2300000},
1412207,1312,7,2,{501=1;51311=11;59002=10;gold=2550000},
1412208,1312,8,2,{501=1;51311=11;59002=10;gold=2750000},
1412301,1312,1,3,{51311=8;59002=8;gold=1800000},
1412302,1312,2,3,{51311=8;59002=8;gold=2100000},
1412303,1312,3,3,{501=1;51311=10;59002=9;gold=2430000},
1412304,1312,4,3,{501=1;51311=10;59002=9;gold=2750000},
1412305,1312,5,3,{501=1;51311=11;59002=10;gold=3150000},
1412306,1312,6,3,{501=1;51311=11;59002=10;gold=3450000},
1412307,1312,7,3,{501=1;51311=12;59002=11;gold=3830000},
1412308,1312,8,3,{222=1;501=1;51311=12;59002=11;gold=4130000},
1412401,1312,1,4,{51311=11;59002=10;gold=2700000},
1412402,1312,2,4,{51311=11;59002=10;gold=3150000},
1412403,1312,3,4,{501=1;51311=12;59002=11;gold=3650000},
1412404,1312,4,4,{501=1;51311=12;59002=11;gold=4130000},
1412405,1312,5,4,{501=2;51311=13;59002=12;gold=4730000},
1412406,1312,6,4,{501=2;51311=13;59002=12;gold=5180000},
1412407,1312,7,4,{232=1;501=2;51311=14;59002=13;gold=5750000},
1412408,1312,8,4,{501=2;2152=1;51311=14;59002=13;gold=6200000},
1412501,1312,1,5,{502=2;51311=12;59002=11;gold=4050000},
1412502,1312,2,5,{502=2;51311=12;59002=11;gold=4730000},
1412503,1312,3,5,{501=1;502=2;51311=13;59002=12;gold=5480000},
1412504,1312,4,5,{501=2;502=2;51311=13;59002=12;gold=6200000},
1412505,1312,5,5,{501=2;502=2;51311=14;59002=13;gold=7100000},
1412506,1312,6,5,{501=2;502=3;51311=14;59002=13;gold=7770000},
1412507,1312,7,5,{501=2;502=3;51311=16;59002=14;gold=8630000},
1412508,1312,8,5,{202=1;212=1;51311=16;59002=14;gold=9300000},
1412601,1312,1,6,{502=2;51311=13;59002=12;gold=6080000},
1412602,1312,2,6,{502=2;51311=13;59002=12;gold=7100000},
1412603,1312,3,6,{501=2;502=3;51311=14;59002=13;gold=8220000},
1412604,1312,4,6,{501=2;502=3;51311=14;59002=13;gold=9300000},
1412605,1312,5,6,{501=3;502=3;51311=16;59002=14;gold=10650000},
1412606,1312,6,6,{501=3;502=3;51311=16;59002=14;gold=11660000},
1412607,1312,7,6,{501=3;502=4;2152=1;51311=17;59002=15;gold=12950000},
1412608,1312,8,6,{501=3;502=4;2152=1;51311=17;59002=15;gold=13950000},
1412701,1312,1,7,{51311=14;59002=13;gold=9120000},
1412702,1312,2,7,{51311=14;59002=13;gold=10650000},
1412703,1312,3,7,{51311=16;59002=14;gold=12330000},
1412704,1312,4,7,{51311=16;59002=14;gold=13950000},
1412705,1312,5,7,{51311=17;59002=15;gold=15980000},
1412706,1312,6,7,{51311=17;59002=15;gold=17490000},
1412707,1312,7,7,{51311=18;59002=16;gold=19430000},
1412708,1312,8,7,{51311=18;59002=16;gold=20930000},
1412801,1312,1,8,{51311=16;59002=14;gold=13680000},
1412802,1312,2,8,{51311=16;59002=14;gold=15980000},
1412803,1312,3,8,{51311=17;59002=15;gold=18500000},
1412804,1312,4,8,{51311=17;59002=15;gold=20930000},
1412805,1312,5,8,{51311=18;59002=16;gold=23970000},
1412806,1312,6,8,{51311=18;59002=16;gold=26240000},
1412807,1312,7,8,{51311=19;59002=17;gold=29150000},
1412808,1312,8,8,{51311=19;59002=17;gold=31400000},
1493101,1393,1,1,{51391=5;59002=5;gold=800000},
1493102,1393,2,1,{51391=5;59002=5;gold=930000},
1493103,1393,3,1,{51391=6;59002=6;gold=1080000},
1493104,1393,4,1,{51391=6;59002=6;gold=1220000},
1493105,1393,5,1,{51391=7;59002=7;gold=1400000},
1493106,1393,6,1,{51391=7;59002=7;gold=1530000},
1493107,1393,7,1,{501=1;51391=8;59002=8;gold=1700000},
1493108,1393,8,1,{501=1;51391=8;59002=8;gold=1830000},
1493201,1393,1,2,{51391=7;59002=7;gold=1200000},
1493202,1393,2,2,{51391=7;59002=7;gold=1400000},
1493203,1393,3,2,{51391=8;59002=8;gold=1620000},
1493204,1393,4,2,{51391=8;59002=8;gold=1830000},
1493205,1393,5,2,{501=1;51391=10;59002=9;gold=2100000},
1493206,1393,6,2,{501=1;51391=10;59002=9;gold=2300000},
1493207,1393,7,2,{501=1;51391=11;59002=10;gold=2550000},
1493208,1393,8,2,{501=1;51391=11;59002=10;gold=2750000},
1493301,1393,1,3,{51391=8;59002=8;gold=1800000},
1493302,1393,2,3,{51391=8;59002=8;gold=2100000},
1493303,1393,3,3,{501=1;51391=10;59002=9;gold=2430000},
1493304,1393,4,3,{501=1;51391=10;59002=9;gold=2750000},
1493305,1393,5,3,{501=1;51391=11;59002=10;gold=3150000},
1493306,1393,6,3,{501=1;51391=11;59002=10;gold=3450000},
1493307,1393,7,3,{501=1;51391=12;59002=11;gold=3830000},
1493308,1393,8,3,{221=1;501=1;51391=12;59002=11;gold=4130000},
1493401,1393,1,4,{51391=11;59002=10;gold=2700000},
1493402,1393,2,4,{51391=11;59002=10;gold=3150000},
1493403,1393,3,4,{501=1;51391=12;59002=11;gold=3650000},
1493404,1393,4,4,{501=1;51391=12;59002=11;gold=4130000},
1493405,1393,5,4,{501=2;51391=13;59002=12;gold=4730000},
1493406,1393,6,4,{501=2;51391=13;59002=12;gold=5180000},
1493407,1393,7,4,{231=1;501=2;51391=14;59002=13;gold=5750000},
1493408,1393,8,4,{501=2;2152=1;51391=14;59002=13;gold=6200000},
1493501,1393,1,5,{502=2;51391=12;59002=11;gold=4050000},
1493502,1393,2,5,{502=2;51391=12;59002=11;gold=4730000},
1493503,1393,3,5,{501=1;502=2;51391=13;59002=12;gold=5480000},
1493504,1393,4,5,{501=2;502=2;51391=13;59002=12;gold=6200000},
1493505,1393,5,5,{501=2;502=2;51391=14;59002=13;gold=7100000},
1493506,1393,6,5,{501=2;502=3;51391=14;59002=13;gold=7770000},
1493507,1393,7,5,{501=2;502=3;51391=16;59002=14;gold=8630000},
1493508,1393,8,5,{201=1;211=1;51391=16;59002=14;gold=9300000},
1493601,1393,1,6,{502=2;51391=13;59002=12;gold=6080000},
1493602,1393,2,6,{502=2;51391=13;59002=12;gold=7100000},
1493603,1393,3,6,{501=2;502=3;51391=14;59002=13;gold=8220000},
1493604,1393,4,6,{501=2;502=3;51391=14;59002=13;gold=9300000},
1493605,1393,5,6,{501=3;502=3;51391=16;59002=14;gold=10650000},
1493606,1393,6,6,{501=3;502=3;51391=16;59002=14;gold=11660000},
1493607,1393,7,6,{501=3;502=4;2152=1;51391=17;59002=15;gold=12950000},
1493608,1393,8,6,{501=3;502=4;2152=1;51391=17;59002=15;gold=13950000},
1493701,1393,1,7,{51391=14;59002=13;gold=9120000},
1493702,1393,2,7,{51391=14;59002=13;gold=10650000},
1493703,1393,3,7,{51391=16;59002=14;gold=12330000},
1493704,1393,4,7,{51391=16;59002=14;gold=13950000},
1493705,1393,5,7,{51391=17;59002=15;gold=15980000},
1493706,1393,6,7,{51391=17;59002=15;gold=17490000},
1493707,1393,7,7,{51391=18;59002=16;gold=19430000},
1493708,1393,8,7,{51391=18;59002=16;gold=20930000},
1493801,1393,1,8,{51391=16;59002=14;gold=13680000},
1493802,1393,2,8,{51391=16;59002=14;gold=15980000},
1493803,1393,3,8,{51391=17;59002=15;gold=18500000},
1493804,1393,4,8,{51391=17;59002=15;gold=20930000},
1493805,1393,5,8,{51391=18;59002=16;gold=23970000},
1493806,1393,6,8,{51391=18;59002=16;gold=26240000},
1493807,1393,7,8,{51391=19;59002=17;gold=29150000},
1493808,1393,8,8,{51391=19;59002=17;gold=31400000},
1602101,1502,1,1,{51501=5;59002=5;gold=800000},
1602102,1502,2,1,{51501=5;59002=5;gold=930000},
1602103,1502,3,1,{51501=6;59002=6;gold=1080000},
1602104,1502,4,1,{51501=6;59002=6;gold=1220000},
1602105,1502,5,1,{51501=7;59002=7;gold=1400000},
1602106,1502,6,1,{51501=7;59002=7;gold=1530000},
1602107,1502,7,1,{501=1;51501=8;59002=8;gold=1700000},
1602108,1502,8,1,{501=1;51501=8;59002=8;gold=1830000},
1602201,1502,1,2,{51501=7;59002=7;gold=1200000},
1602202,1502,2,2,{51501=7;59002=7;gold=1400000},
1602203,1502,3,2,{51501=8;59002=8;gold=1620000},
1602204,1502,4,2,{51501=8;59002=8;gold=1830000},
1602205,1502,5,2,{501=1;51501=10;59002=9;gold=2100000},
1602206,1502,6,2,{501=1;51501=10;59002=9;gold=2300000},
1602207,1502,7,2,{501=1;51501=11;59002=10;gold=2550000},
1602208,1502,8,2,{501=1;51501=11;59002=10;gold=2750000},
1602301,1502,1,3,{51501=8;59002=8;gold=1800000},
1602302,1502,2,3,{51501=8;59002=8;gold=2100000},
1602303,1502,3,3,{501=1;51501=10;59002=9;gold=2430000},
1602304,1502,4,3,{501=1;51501=10;59002=9;gold=2750000},
1602305,1502,5,3,{501=1;51501=11;59002=10;gold=3150000},
1602306,1502,6,3,{501=1;51501=11;59002=10;gold=3450000},
1602307,1502,7,3,{501=1;51501=12;59002=11;gold=3830000},
1602308,1502,8,3,{224=1;501=1;51501=12;59002=11;gold=4130000},
1602401,1502,1,4,{51501=11;59002=10;gold=2700000},
1602402,1502,2,4,{51501=11;59002=10;gold=3150000},
1602403,1502,3,4,{501=1;51501=12;59002=11;gold=3650000},
1602404,1502,4,4,{501=1;51501=12;59002=11;gold=4130000},
1602405,1502,5,4,{501=2;51501=13;59002=12;gold=4730000},
1602406,1502,6,4,{501=2;51501=13;59002=12;gold=5180000},
1602407,1502,7,4,{234=1;501=2;51501=14;59002=13;gold=5750000},
1602408,1502,8,4,{501=2;2152=1;51501=14;59002=13;gold=6200000},
1602501,1502,1,5,{502=2;51501=12;59002=11;gold=4050000},
1602502,1502,2,5,{502=2;51501=12;59002=11;gold=4730000},
1602503,1502,3,5,{501=1;502=2;51501=13;59002=12;gold=5480000},
1602504,1502,4,5,{501=2;502=2;51501=13;59002=12;gold=6200000},
1602505,1502,5,5,{501=2;502=2;51501=14;59002=13;gold=7100000},
1602506,1502,6,5,{501=2;502=3;51501=14;59002=13;gold=7770000},
