变量名,name,languages,cardID,icon,desc,desc1,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,sortType,sortValue,__version
51971,固拉多·Z觉醒碎片,,1971,config/portrait/jinglingtouxiang/img_383_gld@.png,用于提升固拉多的Z觉醒养成,用于提升固拉多的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
51981,裂空座·Z觉醒碎片,,1981,config/portrait/jinglingtouxiang/img_384_lkz@.png,用于提升裂空座的Z觉醒养成,用于提升裂空座的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
51991,基拉祈·Z觉醒碎片,,1991,config/portrait/jinglingtouxiang/img_385_jlq@.png,用于提升基拉祈的Z觉醒养成,用于提升基拉祈的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52011,草苗龟·Z觉醒碎片,,2011,config/portrait/jinglingtouxiang/img_387_cmg@.png,用于提升草苗龟的Z觉醒养成,用于提升草苗龟的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52021,小火焰猴·Z觉醒碎片,,2021,config/portrait/jinglingtouxiang/img_390_xhyh@.png,用于提升小火焰猴的Z觉醒养成,用于提升小火焰猴的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52031,波加曼·Z觉醒碎片,,2031,config/portrait/jinglingtouxiang/img_393_bjm@.png,用于提升波加曼的Z觉醒养成,用于提升波加曼的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52041,姆克儿·Z觉醒碎片,,2041,config/portrait/jinglingtouxiang/img_397_mkn@.png,用于提升姆克儿的Z觉醒养成,用于提升姆克儿的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52071,小猫怪·Z觉醒碎片,,2071,config/portrait/jinglingtouxiang/img_403_xmg@.png,用于提升小猫怪的Z觉醒养成,用于提升小猫怪的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52121,帕奇利兹·Z觉醒碎片,,2121,config/portrait/jinglingtouxiang/img_417_pqlz@.png,用于提升帕奇利兹的Z觉醒养成,用于提升帕奇利兹的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52131,泳圈鼬·Z觉醒碎片,,2131,config/portrait/jinglingtouxiang/img_418_yqy@.png,用于提升泳圈鼬的Z觉醒养成,用于提升泳圈鼬的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52231,圆陆鲨·Z觉醒碎片,,2231,config/portrait/jinglingtouxiang/img_443_yls@.png,用于提升圆陆鲨的Z觉醒养成,用于提升圆陆鲨的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52241,利欧路·Z觉醒碎片,,2241,config/portrait/jinglingtouxiang/img_447_lol@.png,用于提升利欧路的Z觉醒养成,用于提升利欧路的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52271,不良蛙·Z觉醒碎片,,2271,config/portrait/jinglingtouxiang/img_453_blw@.png,用于提升不良蛙的Z觉醒养成,用于提升不良蛙的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52301,雪笠怪·Z觉醒碎片,,2301,config/portrait/jinglingtouxiang/img_459_xzg@.png,用于提升雪笠怪的Z觉醒养成,用于提升雪笠怪的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52351,帝牙卢卡·Z觉醒碎片,,2351,config/portrait/jinglingtouxiang/img_483_dylk@.png,用于提升帝牙卢卡的Z觉醒养成,用于提升帝牙卢卡的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52352,帝牙卢卡·起源·Z觉醒碎片,,2352,config/portrait/jinglingtouxiang/img_483_dylkqy@.png,用于提升帝牙卢卡·起源的Z觉醒养成,用于提升帝牙卢卡·起源的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52361,帕路奇亚·Z觉醒碎片,,2361,config/portrait/jinglingtouxiang/img_484_plqy@.png,用于提升帕路奇亚的Z觉醒养成,用于提升帕路奇亚的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52362,帕路奇亚·起源·Z觉醒碎片,,2362,config/portrait/jinglingtouxiang/img_484_plqyqy@.png,用于提升帕路奇亚·起源的Z觉醒养成,用于提升帕路奇亚·起源的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52371,席多蓝恩·Z觉醒碎片,,2371,config/portrait/jinglingtouxiang/img_485_xdle@.png,用于提升席多蓝恩的Z觉醒养成,用于提升席多蓝恩的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52381,雷吉奇卡斯·Z觉醒碎片,,2381,config/portrait/jinglingtouxiang/img_486_ljqks@.png,用于提升雷吉奇卡斯的Z觉醒养成,用于提升雷吉奇卡斯的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52391,骑拉帝纳·Z觉醒碎片,,2391,config/portrait/jinglingtouxiang/img_487_qldn@.png,用于提升骑拉帝纳的Z觉醒养成,用于提升骑拉帝纳的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52401,克雷色利亚·Z觉醒碎片,,2401,config/portrait/jinglingtouxiang/img_488_klsly@.png,用于提升克雷色利亚的Z觉醒养成,用于提升克雷色利亚的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52411,霏欧纳·Z觉醒碎片,,2411,config/portrait/jinglingtouxiang/img_489_fon@.png,用于提升霏欧纳的Z觉醒养成,用于提升霏欧纳的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52421,玛纳霏·Z觉醒碎片,,2421,config/portrait/jinglingtouxiang/img_490_mnf@.png,用于提升玛纳霏的Z觉醒养成,用于提升玛纳霏的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52431,达克莱伊·Z觉醒碎片,,2431,config/portrait/jinglingtouxiang/img_491_dkly@.png,用于提升达克莱伊的Z觉醒养成,用于提升达克莱伊的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52441,谢米·Z觉醒碎片,,2441,config/portrait/jinglingtouxiang/img_492_xm@.png,用于提升谢米的Z觉醒养成,用于提升谢米的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52461,比克提尼·Z觉醒碎片,,2461,config/portrait/jinglingtouxiang/img_494_bktn@.png,用于提升比克提尼的Z觉醒养成,用于提升比克提尼的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
52471,藤藤蛇·Z觉醒碎片,,2471,config/portrait/jinglingtouxiang/img_495_tts@.png,用于提升藤藤蛇的Z觉醒养成,用于提升藤藤蛇的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52481,暖暖猪·Z觉醒碎片,,2481,config/portrait/jinglingtouxiang/img_498_nnz@.png,用于提升暖暖猪的Z觉醒养成,用于提升暖暖猪的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52491,水水獭·Z觉醒碎片,,2491,config/portrait/jinglingtouxiang/img_501_sst@.png,用于提升水水獭的Z觉醒养成,用于提升水水獭的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52591,石丸子·Z觉醒碎片,,2591,config/portrait/jinglingtouxiang/img_524_swz@.png,用于提升石丸子的Z觉醒养成,用于提升石丸子的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52611,螺钉地鼠·Z觉醒碎片,,2611,config/portrait/jinglingtouxiang/img_529_ldds@.png,用于提升螺钉地鼠的Z觉醒养成,用于提升螺钉地鼠的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52631,搬运小匠·Z觉醒碎片,,2631,config/portrait/jinglingtouxiang/img_532_byxj@.png,用于提升搬运小匠的Z觉醒养成,用于提升搬运小匠的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52681,百足蜈蚣·Z觉醒碎片,,2681,config/portrait/jinglingtouxiang/img_543_bzwg@.png,用于提升百足蜈蚣的Z觉醒养成,用于提升百足蜈蚣的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52721,黑眼鳄·Z觉醒碎片,,2721,config/portrait/jinglingtouxiang/img_551_hye@.png,用于提升黑眼鳄的Z觉醒养成,用于提升黑眼鳄的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52801,始祖小鸟·Z觉醒碎片,,2801,config/portrait/jinglingtouxiang/img_566_szxn@.png,用于提升始祖小鸟的Z觉醒养成,用于提升始祖小鸟的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52821,索罗亚·Z觉醒碎片,,2821,config/portrait/jinglingtouxiang/img_570_sly@.png,用于提升索罗亚的Z觉醒养成,用于提升索罗亚的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
52831,泡沫栗鼠·Z觉醒碎片,,2831,config/portrait/jinglingtouxiang/img_572_pmls@.png,用于提升泡沫栗鼠的Z觉醒养成,用于提升泡沫栗鼠的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52841,哥德宝宝·Z觉醒碎片,,2841,config/portrait/jinglingtouxiang/img_574_gdbb@.png,用于提升哥德宝宝的Z觉醒养成,用于提升哥德宝宝的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52871,迷你冰·Z觉醒碎片,,2871,config/portrait/jinglingtouxiang/img_582_mnb@.png,用于提升迷你冰的Z觉醒养成,用于提升迷你冰的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52891,电飞鼠·Z觉醒碎片,,2891,config/portrait/jinglingtouxiang/img_587_dfs@.png,用于提升电飞鼠的Z觉醒养成,用于提升电飞鼠的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52921,轻飘飘·雌·Z觉醒碎片,,2921,config/portrait/jinglingtouxiang/img_592_hqpp@.png,用于提升轻飘飘·雌的Z觉醒养成,用于提升轻飘飘·雌的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52922,轻飘飘·雄·Z觉醒碎片,,2922,config/portrait/jinglingtouxiang/img_592_lqpp@.png,用于提升轻飘飘·雄的Z觉醒养成,用于提升轻飘飘·雄的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52961,齿轮儿·Z觉醒碎片,,2961,config/portrait/jinglingtouxiang/img_599_cle@.png,用于提升齿轮儿的Z觉醒养成,用于提升齿轮儿的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
52991,烛光灵·Z觉醒碎片,,2991,config/portrait/jinglingtouxiang/img_607_zgl@.png,用于提升烛光灵的Z觉醒养成,用于提升烛光灵的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53001,牙牙·Z觉醒碎片,,3001,config/portrait/jinglingtouxiang/img_610_yy@.png,用于提升牙牙的Z觉醒养成,用于提升牙牙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53011,喷嚏熊·Z觉醒碎片,,3011,config/portrait/jinglingtouxiang/img_613_ptx@.png,用于提升喷嚏熊的Z觉醒养成,用于提升喷嚏熊的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53021,几何雪花·Z觉醒碎片,,3021,config/portrait/jinglingtouxiang/img_615_jhxh@.png,用于提升几何雪花的Z觉醒养成,用于提升几何雪花的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53051,功夫鼬·Z觉醒碎片,,3051,config/portrait/jinglingtouxiang/img_619_gfy@.png,用于提升功夫鼬的Z觉醒养成,用于提升功夫鼬的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53141,单首龙·Z觉醒碎片,,3141,config/portrait/jinglingtouxiang/img_633_dsl@.png,用于提升单首龙的Z觉醒养成,用于提升单首龙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53151,燃烧虫·Z觉醒碎片,,3151,config/portrait/jinglingtouxiang/img_636_rsc@.png,用于提升燃烧虫的Z觉醒养成,用于提升燃烧虫的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53161,勾帕路翁·Z觉醒碎片,,3161,config/portrait/jinglingtouxiang/img_638_gplw@.png,用于提升勾帕路翁的Z觉醒养成,用于提升勾帕路翁的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53171,代拉基翁·Z觉醒碎片,,3171,config/portrait/jinglingtouxiang/img_639_dljw@.png,用于提升代拉基翁的Z觉醒养成,用于提升代拉基翁的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53181,毕力吉翁·Z觉醒碎片,,3181,config/portrait/jinglingtouxiang/img_640_bljw@.png,用于提升毕力吉翁的Z觉醒养成,用于提升毕力吉翁的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53191,龙卷云·Z觉醒碎片,,3191,config/portrait/jinglingtouxiang/img_641_ljy@.png,用于提升龙卷云·化身形态的Z觉醒养成,用于提升龙卷云·化身形态的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53201,雷电云·化身形态·Z觉醒碎片,,3201,config/portrait/jinglingtouxiang/img_642_ldy@.png,用于提升雷电云·化身形态的Z觉醒养成,用于提升雷电云·化身形态的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53211,莱希拉姆·Z觉醒碎片,,3211,config/portrait/jinglingtouxiang/img_643_lxlm@.png,用于提升莱希拉姆的Z觉醒养成,用于提升莱希拉姆的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53221,捷克罗姆·Z觉醒碎片,,3221,config/portrait/jinglingtouxiang/img_644_jklm@.png,用于提升捷克罗姆的Z觉醒养成,用于提升捷克罗姆的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53231,土地云·Z觉醒碎片,,3231,config/portrait/jinglingtouxiang/img_645_tdy@.png,用于提升土地云·化身形态的Z觉醒养成,用于提升土地云·化身形态的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53241,酋雷姆·Z觉醒碎片,,3241,config/portrait/jinglingtouxiang/img_646_qlm@.png,用于提升酋雷姆的Z觉醒养成,用于提升酋雷姆的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53251,凯路迪欧·Z觉醒碎片,,3251,config/portrait/jinglingtouxiang/img_647_kldo@.png,用于提升凯路迪欧的Z觉醒养成,用于提升凯路迪欧的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53261,美洛耶塔·歌声形态·Z觉醒碎片,,3261,config/portrait/jinglingtouxiang/img_648_mlytgsxt@.png,用于提升美洛耶塔·歌声形态的Z觉醒养成,用于提升美洛耶塔·歌声形态的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53271,盖诺赛克特·Z觉醒碎片,,3271,config/portrait/jinglingtouxiang/img_649_gnskt@.png,用于提升盖诺赛克特的Z觉醒养成,用于提升盖诺赛克特的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53281,哈力栗·Z觉醒碎片,,3281,config/portrait/jinglingtouxiang/img_650_hll@.png,用于提升哈力栗的Z觉醒养成,用于提升哈力栗的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53291,火狐狸·Z觉醒碎片,,3291,config/portrait/jinglingtouxiang/img_653_hhl@.png,用于提升火狐狸的Z觉醒养成,用于提升火狐狸的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53301,呱呱泡蛙·Z觉醒碎片,,3301,config/portrait/jinglingtouxiang/img_656_ggpw@.png,用于提升呱呱泡蛙的Z觉醒养成,用于提升呱呱泡蛙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53341,小狮狮·Z觉醒碎片,,3341,config/portrait/jinglingtouxiang/img_667_xss@.png,用于提升小狮狮的Z觉醒养成,用于提升小狮狮的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53351,花蓓蓓·Z觉醒碎片,,3351,config/portrait/jinglingtouxiang/img_669_hbb@.png,用于提升花蓓蓓的Z觉醒养成,用于提升花蓓蓓的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53411,独剑鞘·Z觉醒碎片,,3411,config/portrait/jinglingtouxiang/img_679_djq@.png,用于提升独剑鞘的Z觉醒养成,用于提升独剑鞘的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53431,绵绵泡芙·Z觉醒碎片,,3431,config/portrait/jinglingtouxiang/img_684_mmpf@.png,用于提升绵绵泡芙的Z觉醒养成,用于提升绵绵泡芙的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53471,铁臂枪虾·Z觉醒碎片,,3471,config/portrait/jinglingtouxiang/img_692_tbqx@.png,用于提升铁臂枪虾的Z觉醒养成,用于提升铁臂枪虾的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53501,冰雪龙·Z觉醒碎片,,3501,config/portrait/jinglingtouxiang/img_698_bxl@.png,用于提升冰雪龙的Z觉醒养成,用于提升冰雪龙的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53511,摔角鹰人·Z觉醒碎片,,3511,config/portrait/jinglingtouxiang/img_701_sjyr@.png,用于提升摔角鹰人的Z觉醒养成,用于提升摔角鹰人的Z觉醒养成,,,,,,zawakeFragExclusive,,,,,,,,,,,
53541,黏黏宝·Z觉醒碎片,,3541,config/portrait/jinglingtouxiang/img_704_nnb@.png,用于提升黏黏宝的Z觉醒养成,用于提升黏黏宝的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53561,小木灵·Z觉醒碎片,,3561,config/portrait/jinglingtouxiang/img_708_xml@.png,用于提升小木灵的Z觉醒养成,用于提升小木灵的Z觉醒养成,3,,,,,zawakeFragExclusive,,,,,,,,,,,
53571,南瓜精·Z觉醒碎片,,3571,config/portrait/jinglingtouxiang/img_710_ngj@.png,用于提升南瓜精的Z觉醒养成,用于提升南瓜精的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53591,嗡蝠·Z觉醒碎片,,3591,config/portrait/jinglingtouxiang/img_714_wf@.png,用于提升嗡蝠的Z觉醒养成,用于提升嗡蝠的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53601,哲尔尼亚斯·Z觉醒碎片,,3601,config/portrait/jinglingtouxiang/img_716_zenys@.png,用于提升哲尔尼亚斯的Z觉醒养成,用于提升哲尔尼亚斯的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53611,伊裴尔塔尔·Z觉醒碎片,,3611,config/portrait/jinglingtouxiang/img_717_ypete@.png,用于提升伊裴尔塔尔的Z觉醒养成,用于提升伊裴尔塔尔的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53621,基格尔德·100%,,3621,config/portrait/jinglingtouxiang/img_718_jged100@.png,用于提升基格尔德·100％的Z觉醒养成,用于提升基格尔德·100％的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53631,蒂安希·Z觉醒碎片,,3631,config/portrait/jinglingtouxiang/img_719_dax@.png,用于提升蒂安希的Z觉醒养成,用于提升蒂安希的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53641,惩戒胡帕·Z觉醒碎片,,3641,config/portrait/jinglingtouxiang/img_720_cjhp@.png,用于提升惩戒胡帕的Z觉醒养成,用于提升惩戒胡帕的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53651,波尔凯尼恩·Z觉醒碎片,,3651,config/portrait/jinglingtouxiang/img_721_bekne@.png,用于提升波尔凯尼恩的Z觉醒养成,用于提升波尔凯尼恩的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
53661,木木枭·Z觉醒碎片,,3661,config/portrait/jinglingtouxiang/img_722_mmx@.png,用于提升木木枭的Z觉醒养成,用于提升木木枭的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53671,火斑喵·Z觉醒碎片,,3671,config/portrait/jinglingtouxiang/img_725_hbm@.png,用于提升火斑喵的Z觉醒养成,用于提升火斑喵的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53681,球球海狮·Z觉醒碎片,,3681,config/portrait/jinglingtouxiang/img_728_qqhs@.png,用于提升球球海狮的Z觉醒养成,用于提升球球海狮的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53771,好坏星·Z觉醒碎片,,3771,config/portrait/jinglingtouxiang/img_747_hhx@.png,用于提升好坏星的Z觉醒养成,用于提升好坏星的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53841,甜竹竹·Z觉醒碎片,,3841,config/portrait/jinglingtouxiang/img_761_tzz@.png,用于提升甜竹竹的Z觉醒养成,用于提升甜竹竹的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53881,胆小虫·Z觉醒碎片,,3881,config/portrait/jinglingtouxiang/img_767_dxc@.png,用于提升胆小虫的Z觉醒养成,用于提升胆小虫的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53941,爆焰龟兽·Z觉醒碎片,,3941,config/portrait/jinglingtouxiang/img_776_bygs@.png,用于提升爆焰龟兽的Z觉醒养成,用于提升爆焰龟兽的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53961,谜拟Ｑ·Z觉醒碎片,,3961,config/portrait/jinglingtouxiang/img_778_mnq@.png,用于提升谜拟Ｑ的Z觉醒养成,用于提升谜拟Ｑ的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
53981,老翁龙·Z觉醒碎片,,3981,config/portrait/jinglingtouxiang/img_780_lwl@.png,用于提升老翁龙的Z觉醒养成,用于提升老翁龙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54001,心鳞宝·Z觉醒碎片,,4001,config/portrait/jinglingtouxiang/img_782_xlb@.png,用于提升心鳞宝的Z觉醒养成,用于提升心鳞宝的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54011,卡璞·鸣鸣·Z觉醒碎片,,4011,config/portrait/jinglingtouxiang/img_785_kpmm@.png,用于提升卡璞·鸣鸣的Z觉醒养成,用于提升卡璞·鸣鸣的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54012,卡璞·蝶蝶·Z觉醒碎片,,4012,config/portrait/jinglingtouxiang/img_786_kpdd@.png,用于提升卡璞·蝶蝶的Z觉醒养成,用于提升卡璞·蝶蝶的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54013,卡璞·哞哞·Z觉醒碎片,,4013,config/portrait/jinglingtouxiang/img_786_kpmm@.png,用于提升卡璞·哞哞的Z觉醒养成,用于提升卡璞·哞哞的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54014,卡璞·鳍鳍·Z觉醒碎片,,4014,config/portrait/jinglingtouxiang/img_787_kpqq@.png,用于提升卡璞·鳍鳍的Z觉醒养成,用于提升卡璞·鳍鳍的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54023,索尔迦雷欧·Z觉醒碎片,,4023,config/portrait/jinglingtouxiang/img_791_sejlo@.png,用于提升索尔迦雷欧的Z觉醒养成,用于提升索尔迦雷欧的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54024,露奈雅拉·Z觉醒碎片,,4024,config/portrait/jinglingtouxiang/img_792_lnyl@.png,用于提升露奈雅拉的Z觉醒养成,用于提升露奈雅拉的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54031,虚吾伊德·Z觉醒碎片,,4031,config/portrait/jinglingtouxiang/img_793_xwyd@.png,用于提升虚吾伊德的Z觉醒养成,用于提升虚吾伊德的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54041,爆肌蚊·Z觉醒碎片,,4041,config/portrait/jinglingtouxiang/img_794_bjw@.png,用于提升爆肌蚊的Z觉醒养成,用于提升爆肌蚊的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54051,费洛美螂·Z觉醒碎片,,4051,config/portrait/jinglingtouxiang/img_795_flml@.png,用于提升费洛美螂的Z觉醒养成,用于提升费洛美螂的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54061,电束木·Z觉醒碎片,,4061,config/portrait/jinglingtouxiang/img_796_dsm@.png,用于提升电束木的Z觉醒养成,用于提升电束木的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54071,铁火辉夜·Z觉醒碎片,,4071,config/portrait/jinglingtouxiang/img_797_thhy@.png,用于提升铁火辉夜的Z觉醒养成,用于提升铁火辉夜的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54081,纸御剑·Z觉醒碎片,,4081,config/portrait/jinglingtouxiang/img_798_zyj@.png,用于提升纸御剑的Z觉醒养成,用于提升纸御剑的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54091,恶食大王·Z觉醒碎片,,4091,config/portrait/jinglingtouxiang/img_799_esdw@.png,用于提升恶食大王的Z觉醒养成,用于提升恶食大王的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54101,奈克洛兹玛·Z觉醒碎片,,4101,config/portrait/jinglingtouxiang/img_800_nklzm@.png,用于提升奈克洛兹玛的Z觉醒养成,用于提升奈克洛兹玛的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54111,玛机雅娜·Z觉醒碎片,,4111,config/portrait/jinglingtouxiang/img_801_mjyn@.png,用于提升玛机雅娜的Z觉醒养成,用于提升玛机雅娜的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54121,玛夏多·Z觉醒碎片,,4121,config/portrait/jinglingtouxiang/img_802_mxd@.png,用于提升玛夏多的Z觉醒养成,用于提升玛夏多的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54131,毒贝比·Z觉醒碎片,,4131,config/portrait/jinglingtouxiang/img_803_dbb@.png,用于提升毒贝比的Z觉醒养成,用于提升毒贝比的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54141,垒磊石·Z觉醒碎片,,4141,config/portrait/jinglingtouxiang/img_805_lls@.png,用于提升垒磊石的Z觉醒养成,用于提升垒磊石的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54151,砰头小丑·Z觉醒碎片,,4151,config/portrait/jinglingtouxiang/img_806_ptxc@.png,用于提升砰头小丑的Z觉醒养成,用于提升砰头小丑的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54161,捷拉奥拉·Z觉醒碎片,,4161,config/portrait/jinglingtouxiang/img_807_jlal@.png,用于提升捷拉奥拉的Z觉醒养成,用于提升捷拉奥拉的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54171,美录坦·Z觉醒碎片,,4171,config/portrait/jinglingtouxiang/img_808_mlt@.png,用于提升美录坦的Z觉醒养成,用于提升美录坦的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54181,敲音猴·Z觉醒碎片,,4181,config/portrait/jinglingtouxiang/img_810_qyh@.png,用于提升敲音猴的Z觉醒养成,用于提升敲音猴的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
