变量名,seq,attrType3,attrNum2,attrType2,attrNum3,attrNum1,attrType1,level
12020,12,,,,,4712,1,20
12021,12,,,,,4909,1,21
12022,12,,,,,5010,1,22
12023,12,,,,,5111,1,23
12024,12,,,,,5212,1,24
12025,12,,,,,5313,1,25
12026,12,,,,,5540,1,26
12027,12,,,,,5647,1,27
12028,12,,,,,5753,1,28
12029,12,,,,,5859,1,29
12030,12,,,,,5965,1,30
12031,12,,,,,6223,1,31
12032,12,,,,,6334,1,32
12033,12,,,,,6445,1,33
12034,12,,,,,6556,1,34
12035,12,,,,,6667,1,35
12036,12,,,,,6955,1,36
12037,12,,,,,7071,1,37
12038,12,,,,,7188,1,38
12039,12,,,,,7304,1,39
12040,12,,,,,7420,1,40
12041,12,,,,,7739,1,41
12042,12,,,,,7860,1,42
12043,12,,,,,7981,1,43
12044,12,,,,,8102,1,44
12045,12,,,,,8224,1,45
12046,12,,,,,8572,1,46
12047,12,,,,,8699,1,47
12048,12,,,,,8825,1,48
12049,12,,,,,8951,1,49
12050,12,,,,,9078,1,50
12051,12,,,,,9457,1,51
12052,12,,,,,9588,1,52
12053,12,,,,,9719,1,53
12054,12,,,,,9851,1,54
12055,12,,,,,9982,1,55
12056,12,,,,,10391,1,56
12057,12,,,,,10528,1,57
12058,12,,,,,10664,1,58
12059,12,,,,,10801,1,59
12060,12,,,,,10937,1,60
12061,12,,,,,11377,1,61
12062,12,,,,,11518,1,62
12063,12,,,,,11660,1,63
12064,12,,,,,11801,1,64
12065,12,,,,,11943,1,65
12066,12,,,,,12413,1,66
12067,12,,,,,12559,1,67
12068,12,,,,,12706,1,68
12069,12,,,,,12852,1,69
12070,12,,,,,12999,1,70
12071,12,,,,,13499,1,71
12072,12,,,,,13651,1,72
12073,12,,,,,13802,1,73
12074,12,,,,,13954,1,74
12075,12,,,,,14105,1,75
12076,12,,,,,14636,1,76
12077,12,,,,,14793,1,77
12078,12,,,,,14949,1,78
12079,12,,,,,15106,1,79
12080,12,,,,,15263,1,80
12081,12,,,,,15824,1,81
12082,12,,,,,15985,1,82
12083,12,,,,,16147,1,83
12084,12,,,,,16309,1,84
12085,12,,,,,16470,1,85
12086,12,,,,,17062,1,86
12087,12,,,,,17228,1,87
12088,12,,,,,17395,1,88
12089,12,,,,,17562,1,89
12090,12,,,,,17729,1,90
12091,12,,,,,18350,1,91
12092,12,,,,,18522,1,92
12093,12,,,,,18694,1,93
12094,12,,,,,18865,1,94
12095,12,,,,,19037,1,95
12096,12,,,,,19689,1,96
12097,12,,,,,19866,1,97
12098,12,,,,,20043,1,98
12099,12,,,,,20220,1,99
12100,12,,,,,20397,1,100
13001,13,10,405,9,405,1444,1,1
13002,13,10,416,9,416,1484,1,2
13003,13,10,428,9,428,1525,1,3
13004,13,10,439,9,439,1565,1,4
13005,13,10,450,9,450,1606,1,5
13006,13,10,465,9,465,1659,1,6
13007,13,10,477,9,477,1702,1,7
13008,13,10,489,9,489,1745,1,8
13009,13,10,501,9,501,1788,1,9
13010,13,10,513,9,513,1831,1,10
13011,13,10,533,9,533,1899,1,11
13012,13,10,545,9,545,1944,1,12
13013,13,10,558,9,558,1990,1,13
13014,13,10,571,9,571,2035,1,14
13015,13,10,584,9,584,2081,1,15
13016,13,10,607,9,607,2164,1,16
13017,13,10,620,9,620,2212,1,17
13018,13,10,634,9,634,2260,1,18
13019,13,10,647,9,647,2308,1,19
13020,13,10,661,9,661,2356,1,20
13021,13,10,689,9,689,2455,1,21
13022,13,10,703,9,703,2505,1,22
13023,13,10,717,9,717,2556,1,23
13024,13,10,731,9,731,2606,1,24
13025,13,10,745,9,745,2657,1,25
13026,13,10,777,9,777,2770,1,26
13027,13,10,792,9,792,2824,1,27
13028,13,10,807,9,807,2877,1,28
13029,13,10,822,9,822,2930,1,29
13030,13,10,837,9,837,2983,1,30
13031,13,10,873,9,873,3112,1,31
13032,13,10,888,9,888,3167,1,32
13033,13,10,904,9,904,3223,1,33
13034,13,10,920,9,920,3278,1,34
13035,13,10,935,9,935,3334,1,35
13036,13,10,976,9,976,3478,1,36
13037,13,10,992,9,992,3536,1,37
13038,13,10,1008,9,1008,3594,1,38
13039,13,10,1024,9,1024,3652,1,39
13040,13,10,1041,9,1041,3710,1,40
13041,13,10,1085,9,1085,3870,1,41
13042,13,10,1102,9,1102,3930,1,42
13043,13,10,1119,9,1119,3991,1,43
13044,13,10,1136,9,1136,4051,1,44
13045,13,10,1153,9,1153,4112,1,45
13046,13,10,1202,9,1202,4286,1,46
13047,13,10,1220,9,1220,4350,1,47
13048,13,10,1238,9,1238,4413,1,48
13049,13,10,1256,9,1256,4476,1,49
13050,13,10,1273,9,1273,4539,1,50
13051,13,10,1326,9,1326,4729,1,51
13052,13,10,1345,9,1345,4794,1,52
13053,13,10,1363,9,1363,4860,1,53
13054,13,10,1382,9,1382,4926,1,54
13055,13,10,1400,9,1400,4991,1,55
13056,13,10,1457,9,1457,5196,1,56
13057,13,10,1477,9,1477,5264,1,57
13058,13,10,1496,9,1496,5332,1,58
13059,13,10,1515,9,1515,5401,1,59
13060,13,10,1534,9,1534,5469,1,60
13061,13,10,1596,9,1596,5689,1,61
13062,13,10,1616,9,1616,5759,1,62
13063,13,10,1635,9,1635,5830,1,63
13064,13,10,1655,9,1655,5901,1,64
13065,13,10,1675,9,1675,5972,1,65
13066,13,10,1741,9,1741,6207,1,66
13067,13,10,1762,9,1762,6280,1,67
13068,13,10,1782,9,1782,6353,1,68
13069,13,10,1803,9,1803,6426,1,69
13070,13,10,1823,9,1823,6500,1,70
13071,13,10,1893,9,1893,6750,1,71
13072,13,10,1915,9,1915,6826,1,72
13073,13,10,1936,9,1936,6901,1,73
13074,13,10,1957,9,1957,6977,1,74
13075,13,10,1978,9,1978,7053,1,75
13076,13,10,2053,9,2053,7318,1,76
13077,13,10,2075,9,2075,7397,1,77
13078,13,10,2097,9,2097,7475,1,78
13079,13,10,2119,9,2119,7553,1,79
13080,13,10,2141,9,2141,7632,1,80
13081,13,10,2219,9,2219,7912,1,81
13082,13,10,2242,9,2242,7993,1,82
13083,13,10,2265,9,2265,8074,1,83
13084,13,10,2287,9,2287,8155,1,84
13085,13,10,2310,9,2310,8235,1,85
13086,13,10,2393,9,2393,8531,1,86
13087,13,10,2416,9,2416,8614,1,87
13088,13,10,2440,9,2440,8698,1,88
13089,13,10,2463,9,2463,8781,1,89
13090,13,10,2487,9,2487,8865,1,90
13091,13,10,2574,9,2574,9175,1,91
13092,13,10,2598,9,2598,9261,1,92
13093,13,10,2622,9,2622,9347,1,93
13094,13,10,2646,9,2646,9433,1,94
13095,13,10,2670,9,2670,9519,1,95
13096,13,10,2762,9,2762,9845,1,96
13097,13,10,2786,9,2786,9933,1,97
13098,13,10,2811,9,2811,10022,1,98
13099,13,10,2836,9,2836,10110,1,99
13100,13,10,2861,9,2861,10199,1,100
14001,14,8,434,7,434,722,1,1
14002,14,8,446,7,446,742,1,2
14003,14,8,458,7,458,762,1,3
14004,14,8,470,7,470,783,1,4
14005,14,8,482,7,482,803,1,5
14006,14,8,497,7,497,829,1,6
14007,14,8,511,7,511,851,1,7
14008,14,8,524,7,524,872,1,8
14009,14,8,536,7,536,894,1,9
14010,14,8,549,7,549,915,1,10
14011,14,8,569,7,569,949,1,11
14012,14,8,584,7,584,972,1,12
14013,14,8,597,7,597,995,1,13
14014,14,8,611,7,611,1018,1,14
14015,14,8,624,7,624,1040,1,15
14016,14,8,650,7,650,1082,1,16
14017,14,8,664,7,664,1106,1,17
14018,14,8,678,7,678,1130,1,18
14019,14,8,692,7,692,1154,1,19
14020,14,8,707,7,707,1178,1,20
14021,14,8,737,7,737,1227,1,21
14022,14,8,752,7,752,1253,1,22
14023,14,8,767,7,767,1278,1,23
14024,14,8,782,7,782,1303,1,24
14025,14,8,797,7,797,1328,1,25
14026,14,8,831,7,831,1385,1,26
14027,14,8,847,7,847,1412,1,27
14028,14,8,863,7,863,1438,1,28
14029,14,8,879,7,879,1465,1,29
14030,14,8,895,7,895,1491,1,30
14031,14,8,934,7,934,1556,1,31
14032,14,8,950,7,950,1584,1,32
14033,14,8,967,7,967,1611,1,33
14034,14,8,983,7,983,1639,1,34
14035,14,8,1000,7,1000,1667,1,35
14036,14,8,1043,7,1043,1739,1,36
14037,14,8,1061,7,1061,1768,1,37
14038,14,8,1079,7,1079,1797,1,38
14039,14,8,1096,7,1096,1826,1,39
14040,14,8,1113,7,1113,1855,1,40
14041,14,8,1161,7,1161,1935,1,41
14042,14,8,1179,7,1179,1965,1,42
14043,14,8,1197,7,1197,1995,1,43
14044,14,8,1215,7,1215,2026,1,44
14045,14,8,1234,7,1234,2056,1,45
14046,14,8,1286,7,1286,2143,1,46
14047,14,8,1305,7,1305,2175,1,47
14048,14,8,1324,7,1324,2206,1,48
14049,14,8,1343,7,1343,2238,1,49
14050,14,8,1362,7,1362,2270,1,50
14051,14,8,1418,7,1418,2364,1,51
14052,14,8,1439,7,1439,2397,1,52
14053,14,8,1458,7,1458,2430,1,53
14054,14,8,1478,7,1478,2463,1,54
14055,14,8,1497,7,1497,2496,1,55
14056,14,8,1559,7,1559,2598,1,56
14057,14,8,1580,7,1580,2632,1,57
14058,14,8,1600,7,1600,2666,1,58
14059,14,8,1620,7,1620,2700,1,59
14060,14,8,1640,7,1640,2734,1,60
14061,14,8,1706,7,1706,2844,1,61
14062,14,8,1728,7,1728,2880,1,62
14063,14,8,1749,7,1749,2915,1,63
14064,14,8,1770,7,1770,2950,1,64
14065,14,8,1792,7,1792,2986,1,65
14066,14,8,1862,7,1862,3103,1,66
14067,14,8,1884,7,1884,3140,1,67
14068,14,8,1906,7,1906,3177,1,68
14069,14,8,1928,7,1928,3213,1,69
14070,14,8,1950,7,1950,3250,1,70
14071,14,8,2025,7,2025,3375,1,71
14072,14,8,2048,7,2048,3413,1,72
14073,14,8,2070,7,2070,3451,1,73
14074,14,8,2093,7,2093,3489,1,74
14075,14,8,2116,7,2116,3526,1,75
14076,14,8,2195,7,2195,3659,1,76
14077,14,8,2219,7,2219,3698,1,77
14078,14,8,2243,7,2243,3737,1,78
14079,14,8,2266,7,2266,3777,1,79
14080,14,8,2290,7,2290,3816,1,80
14081,14,8,2374,7,2374,3956,1,81
14082,14,8,2398,7,2398,3996,1,82
14083,14,8,2422,7,2422,4037,1,83
14084,14,8,2447,7,2447,4077,1,84
14085,14,8,2471,7,2471,4118,1,85
14086,14,8,2559,7,2559,4266,1,86
14087,14,8,2585,7,2585,4307,1,87
14088,14,8,2609,7,2609,4349,1,88
14089,14,8,2634,7,2634,4391,1,89
14090,14,8,2660,7,2660,4432,1,90
14091,14,8,2753,7,2753,4588,1,91
14092,14,8,2778,7,2778,4631,1,92
14093,14,8,2804,7,2804,4674,1,93
14094,14,8,2830,7,2830,4716,1,94
14095,14,8,2855,7,2855,4759,1,95
14096,14,8,2954,7,2954,4922,1,96
14097,14,8,2980,7,2980,4967,1,97
14098,14,8,3007,7,3007,5011,1,98
14099,14,8,3033,7,3033,5055,1,99
14100,14,8,3059,7,3059,5099,1,100
15001,15,8,0%,7,0%,0%,22,1
15002,15,8,0%,7,0%,0%,22,2
15003,15,8,0%,7,0%,0%,22,3
15004,15,8,0%,7,0%,0%,22,4
15005,15,8,0%,7,0%,0%,22,5
15006,15,8,0%,7,0%,0%,22,6
15007,15,8,0%,7,0%,0%,22,7
15008,15,8,0%,7,0%,0%,22,8
15009,15,8,0%,7,0%,0%,22,9
15010,15,8,0%,7,0%,0%,22,10
15011,15,8,0%,7,0%,0%,22,11
15012,15,8,0%,7,0%,0%,22,12
15013,15,8,0%,7,0%,0%,22,13
15014,15,8,0%,7,0%,0%,22,14
15015,15,8,0%,7,0%,0%,22,15
15016,15,8,0%,7,0%,0%,22,16
15017,15,8,0%,7,0%,0%,22,17
15018,15,8,0%,7,0%,0%,22,18
15019,15,8,0%,7,0%,0%,22,19
15020,15,8,0%,7,0%,0%,22,20
15021,15,8,0%,7,0%,0%,22,21
15022,15,8,0%,7,0%,0%,22,22
15023,15,8,0%,7,0%,0%,22,23
15024,15,8,0%,7,0%,0%,22,24
15025,15,8,0%,7,0%,0%,22,25
15026,15,8,0%,7,0%,0%,22,26
15027,15,8,0%,7,0%,0%,22,27
15028,15,8,0%,7,0%,0%,22,28
15029,15,8,0%,7,0%,0%,22,29
15030,15,8,0%,7,0%,0%,22,30
15031,15,8,0%,7,0%,0%,22,31
15032,15,8,0%,7,0%,0%,22,32
15033,15,8,0%,7,0%,0%,22,33
15034,15,8,0%,7,0%,0%,22,34
15035,15,8,0%,7,0%,0%,22,35
15036,15,8,0%,7,0%,0%,22,36
15037,15,8,0%,7,0%,0%,22,37
15038,15,8,0%,7,0%,0%,22,38
15039,15,8,0%,7,0%,0%,22,39
15040,15,8,0%,7,0%,0%,22,40
15041,15,8,0%,7,0%,0%,22,41
15042,15,8,0%,7,0%,0%,22,42
15043,15,8,0%,7,0%,0%,22,43
15044,15,8,0%,7,0%,0%,22,44
15045,15,8,0%,7,0%,0%,22,45
15046,15,8,0%,7,0%,0%,22,46
15047,15,8,0%,7,0%,0%,22,47
15048,15,8,0%,7,0%,0%,22,48
15049,15,8,0%,7,0%,0%,22,49
15050,15,8,0%,7,0%,0%,22,50
15051,15,8,0%,7,0%,0%,22,51
15052,15,8,0%,7,0%,0%,22,52
15053,15,8,0%,7,0%,0%,22,53
15054,15,8,0%,7,0%,0%,22,54
15055,15,8,0%,7,0%,0%,22,55
15056,15,8,0%,7,0%,0%,22,56
15057,15,8,0%,7,0%,0%,22,57
15058,15,8,0%,7,0%,0%,22,58
15059,15,8,0%,7,0%,0%,22,59
15060,15,8,0%,7,0%,0%,22,60
15061,15,8,0%,7,0%,0%,22,61
15062,15,8,0%,7,0%,0%,22,62
15063,15,8,0%,7,0%,0%,22,63
15064,15,8,0%,7,0%,0%,22,64
15065,15,8,0%,7,0%,0%,22,65
15066,15,8,0%,7,0%,0%,22,66
15067,15,8,0%,7,0%,0%,22,67
15068,15,8,0%,7,0%,0%,22,68
15069,15,8,0%,7,0%,0%,22,69
15070,15,8,0%,7,0%,0%,22,70
15071,15,8,0%,7,0%,0%,22,71
15072,15,8,0%,7,0%,0%,22,72
15073,15,8,0%,7,0%,0%,22,73
15074,15,8,0%,7,0%,0%,22,74
15075,15,8,0%,7,0%,0%,22,75
15076,15,8,0%,7,0%,0%,22,76
15077,15,8,0%,7,0%,0%,22,77
15078,15,8,0%,7,0%,0%,22,78
15079,15,8,0%,7,0%,0%,22,79
15080,15,8,0%,7,0%,0%,22,80
15081,15,8,0%,7,0%,0%,22,81
15082,15,8,0%,7,0%,0%,22,82
15083,15,8,0%,7,0%,0%,22,83
15084,15,8,0%,7,0%,0%,22,84
15085,15,8,0%,7,0%,0%,22,85
15086,15,8,0%,7,0%,0%,22,86
15087,15,8,0%,7,0%,0%,22,87
15088,15,8,0%,7,0%,0%,22,88
15089,15,8,0%,7,0%,0%,22,89
15090,15,8,0%,7,0%,0%,22,90
15091,15,8,0%,7,0%,0%,22,91
15092,15,8,0%,7,0%,0%,22,92
15093,15,8,0%,7,0%,0%,22,93
15094,15,8,0%,7,0%,0%,22,94
15095,15,8,0%,7,0%,0%,22,95
15096,15,8,0%,7,0%,0%,22,96
15097,15,8,0%,7,0%,0%,22,97
15098,15,8,0%,7,0%,0%,22,98
15099,15,8,0%,7,0%,0%,22,99
15100,15,8,0%,7,0%,0%,22,100
16001,16,,0%,1,,0%,23,1
16002,16,,0%,1,,0%,23,2
16003,16,,0%,1,,0%,23,3
16004,16,,0%,1,,0%,23,4
16005,16,,0%,1,,0%,23,5
16006,16,,0%,1,,0%,23,6
16007,16,,0%,1,,0%,23,7
16008,16,,0%,1,,0%,23,8
16009,16,,0%,1,,0%,23,9
16010,16,,0%,1,,0%,23,10
16011,16,,0%,1,,0%,23,11
16012,16,,0%,1,,0%,23,12
16013,16,,0%,1,,0%,23,13
16014,16,,0%,1,,0%,23,14
16015,16,,0%,1,,0%,23,15
16016,16,,0%,1,,0%,23,16
16017,16,,0%,1,,0%,23,17
16018,16,,0%,1,,0%,23,18
16019,16,,0%,1,,0%,23,19
16020,16,,0%,1,,0%,23,20
16021,16,,0%,1,,0%,23,21
16022,16,,0%,1,,0%,23,22
16023,16,,0%,1,,0%,23,23
16024,16,,0%,1,,0%,23,24
16025,16,,0%,1,,0%,23,25
16026,16,,0%,1,,0%,23,26
16027,16,,0%,1,,0%,23,27
16028,16,,0%,1,,0%,23,28
16029,16,,0%,1,,0%,23,29
16030,16,,0%,1,,0%,23,30
16031,16,,0%,1,,0%,23,31
16032,16,,0%,1,,0%,23,32
16033,16,,0%,1,,0%,23,33
16034,16,,0%,1,,0%,23,34
16035,16,,0%,1,,0%,23,35
16036,16,,0%,1,,0%,23,36
16037,16,,0%,1,,0%,23,37
16038,16,,0%,1,,0%,23,38
16039,16,,0%,1,,0%,23,39
16040,16,,0%,1,,0%,23,40
16041,16,,0%,1,,0%,23,41
16042,16,,0%,1,,0%,23,42
16043,16,,0%,1,,0%,23,43
16044,16,,0%,1,,0%,23,44
16045,16,,0%,1,,0%,23,45
16046,16,,0%,1,,0%,23,46
16047,16,,0%,1,,0%,23,47
16048,16,,0%,1,,0%,23,48
16049,16,,0%,1,,0%,23,49
16050,16,,0%,1,,0%,23,50
16051,16,,0%,1,,0%,23,51
16052,16,,0%,1,,0%,23,52
16053,16,,0%,1,,0%,23,53
16054,16,,0%,1,,0%,23,54
16055,16,,0%,1,,0%,23,55
16056,16,,0%,1,,0%,23,56
16057,16,,0%,1,,0%,23,57
16058,16,,0%,1,,0%,23,58
16059,16,,0%,1,,0%,23,59
16060,16,,0%,1,,0%,23,60
16061,16,,0%,1,,0%,23,61
16062,16,,0%,1,,0%,23,62
16063,16,,0%,1,,0%,23,63
16064,16,,0%,1,,0%,23,64
16065,16,,0%,1,,0%,23,65
16066,16,,0%,1,,0%,23,66
16067,16,,0%,1,,0%,23,67
16068,16,,0%,1,,0%,23,68
16069,16,,0%,1,,0%,23,69
16070,16,,0%,1,,0%,23,70
16071,16,,0%,1,,0%,23,71
16072,16,,0%,1,,0%,23,72
16073,16,,0%,1,,0%,23,73
16074,16,,0%,1,,0%,23,74
16075,16,,0%,1,,0%,23,75
16076,16,,0%,1,,0%,23,76
16077,16,,0%,1,,0%,23,77
16078,16,,0%,1,,0%,23,78
16079,16,,0%,1,,0%,23,79
16080,16,,0%,1,,0%,23,80
16081,16,,0%,1,,0%,23,81
16082,16,,0%,1,,0%,23,82
16083,16,,0%,1,,0%,23,83
16084,16,,0%,1,,0%,23,84
16085,16,,0%,1,,0%,23,85
16086,16,,0%,1,,0%,23,86
16087,16,,0%,1,,0%,23,87
16088,16,,0%,1,,0%,23,88
16089,16,,0%,1,,0%,23,89
16090,16,,0%,1,,0%,23,90
16091,16,,0%,1,,0%,23,91
16092,16,,0%,1,,0%,23,92
16093,16,,0%,1,,0%,23,93
16094,16,,0%,1,,0%,23,94
16095,16,,0%,1,,0%,23,95
16096,16,,0%,1,,0%,23,96
16097,16,,0%,1,,0%,23,97
16098,16,,0%,1,,0%,23,98
16099,16,,0%,1,,0%,23,99
16100,16,,0%,1,,0%,23,100
21001,21,,1155,8,,1155,7,1
21002,21,,1187,8,,1187,7,2
21003,21,,1220,8,,1220,7,3
21004,21,,1252,8,,1252,7,4
21005,21,,1284,8,,1284,7,5
21006,21,,1327,8,,1327,7,6
21007,21,,1361,8,,1361,7,7
21008,21,,1396,8,,1396,7,8
21009,21,,1430,8,,1430,7,9
21010,21,,1464,8,,1464,7,10
21011,21,,1519,8,,1519,7,11
21012,21,,1555,8,,1555,7,12
21013,21,,1592,8,,1592,7,13
21014,21,,1628,8,,1628,7,14
21015,21,,1664,8,,1664,7,15
21016,21,,1731,8,,1731,7,16
21017,21,,1769,8,,1769,7,17
21018,21,,1808,8,,1808,7,18
21019,21,,1846,8,,1846,7,19
21020,21,,1885,8,,1885,7,20
21021,21,,1964,8,,1964,7,21
21022,21,,2004,8,,2004,7,22
21023,21,,2044,8,,2044,7,23
21024,21,,2085,8,,2085,7,24
21025,21,,2125,8,,2125,7,25
21026,21,,2216,8,,2216,7,26
21027,21,,2259,8,,2259,7,27
21028,21,,2301,8,,2301,7,28
21029,21,,2343,8,,2343,7,29
21030,21,,2386,8,,2386,7,30
21031,21,,2489,8,,2489,7,31
21032,21,,2533,8,,2533,7,32
21033,21,,2578,8,,2578,7,33
21034,21,,2622,8,,2622,7,34
21035,21,,2667,8,,2667,7,35
21036,21,,2782,8,,2782,7,36
21037,21,,2829,8,,2829,7,37
21038,21,,2875,8,,2875,7,38
21039,21,,2922,8,,2922,7,39
21040,21,,2968,8,,2968,7,40
21041,21,,3095,8,,3095,7,41
21042,21,,3144,8,,3144,7,42
21043,21,,3192,8,,3192,7,43
21044,21,,3241,8,,3241,7,44
21045,21,,3289,8,,3289,7,45
21046,21,,3429,8,,3429,7,46
21047,21,,3479,8,,3479,7,47
21048,21,,3530,8,,3530,7,48
21049,21,,3581,8,,3581,7,49
21050,21,,3631,8,,3631,7,50
21051,21,,3783,8,,3783,7,51
21052,21,,3835,8,,3835,7,52
21053,21,,3888,8,,3888,7,53
21054,21,,3940,8,,3940,7,54
21055,21,,3993,8,,3993,7,55
21056,21,,4157,8,,4157,7,56
21057,21,,4211,8,,4211,7,57
21058,21,,4266,8,,4266,7,58
21059,21,,4320,8,,4320,7,59
21060,21,,4375,8,,4375,7,60
21061,21,,4551,8,,4551,7,61
21062,21,,4607,8,,4607,7,62
21063,21,,4664,8,,4664,7,63
21064,21,,4720,8,,4720,7,64
21065,21,,4777,8,,4777,7,65
21066,21,,4965,8,,4965,7,66
21067,21,,5024,8,,5024,7,67
21068,21,,5082,8,,5082,7,68
21069,21,,5141,8,,5141,7,69
21070,21,,5200,8,,5200,7,70
21071,21,,5400,8,,5400,7,71
21072,21,,5460,8,,5460,7,72
21073,21,,5521,8,,5521,7,73
21074,21,,5582,8,,5582,7,74
21075,21,,5642,8,,5642,7,75
21076,21,,5854,8,,5854,7,76
21077,21,,5917,8,,5917,7,77
21078,21,,5980,8,,5980,7,78
21079,21,,6042,8,,6042,7,79
21080,21,,6105,8,,6105,7,80
21081,21,,6329,8,,6329,7,81
21082,21,,6394,8,,6394,7,82
21083,21,,6459,8,,6459,7,83
21084,21,,6523,8,,6523,7,84
21085,21,,6588,8,,6588,7,85
21086,21,,6825,8,,6825,7,86
21087,21,,6891,8,,6891,7,87
21088,21,,6958,8,,6958,7,88
21089,21,,7025,8,,7025,7,89
21090,21,,7091,8,,7091,7,90
21091,21,,7340,8,,7340,7,91
21092,21,,7409,8,,7409,7,92
21093,21,,7477,8,,7477,7,93
21094,21,,7546,8,,7546,7,94
21095,21,,7615,8,,7615,7,95
21096,21,,7876,8,,7876,7,96
21097,21,,7946,8,,7946,7,97
21098,21,,8017,8,,8017,7,98
21099,21,,8088,8,,8088,7,99
21100,21,,8159,8,,8159,7,100
22001,22,,,,,5775,1,1
22002,22,,,,,5937,1,2
22003,22,,,,,6098,1,3
22004,22,,,,,6260,1,4
22005,22,,,,,6422,1,5
22006,22,,,,,6634,1,6
22007,22,,,,,6806,1,7
22008,22,,,,,6978,1,8
22009,22,,,,,7149,1,9
22010,22,,,,,7321,1,10
22011,22,,,,,7594,1,11
22012,22,,,,,7776,1,12
22013,22,,,,,7958,1,13
22014,22,,,,,8140,1,14
22015,22,,,,,8322,1,15
22016,22,,,,,8655,1,16
22017,22,,,,,8847,1,17
22018,22,,,,,9039,1,18
22019,22,,,,,9231,1,19
22020,22,,,,,9423,1,20
22021,22,,,,,9818,1,21
22022,22,,,,,10020,1,22
22023,22,,,,,10222,1,23
22024,22,,,,,10424,1,24
22025,22,,,,,10626,1,25
22026,22,,,,,11081,1,26
22027,22,,,,,11293,1,27
22028,22,,,,,11505,1,28
22029,22,,,,,11717,1,29
22030,22,,,,,11930,1,30
22031,22,,,,,12445,1,31
22032,22,,,,,12667,1,32
22033,22,,,,,12890,1,33
22034,22,,,,,13112,1,34
22035,22,,,,,13334,1,35
22036,22,,,,,13911,1,36
22037,22,,,,,14143,1,37
22038,22,,,,,14375,1,38
22039,22,,,,,14608,1,39
22040,22,,,,,14840,1,40
22041,22,,,,,15477,1,41
22042,22,,,,,15720,1,42
22043,22,,,,,15962,1,43
22044,22,,,,,16205,1,44
22045,22,,,,,16447,1,45
22046,22,,,,,17145,1,46
22047,22,,,,,17397,1,47
22048,22,,,,,17650,1,48
22049,22,,,,,17903,1,49
22050,22,,,,,18155,1,50
22051,22,,,,,18913,1,51
22052,22,,,,,19176,1,52
22053,22,,,,,19439,1,53
22054,22,,,,,19701,1,54
22055,22,,,,,19964,1,55
22056,22,,,,,20783,1,56
22057,22,,,,,21056,1,57
22058,22,,,,,21329,1,58
22059,22,,,,,21601,1,59
22060,22,,,,,21874,1,60
22061,22,,,,,22754,1,61
22062,22,,,,,23036,1,62
22063,22,,,,,23319,1,63
22064,22,,,,,23602,1,64
22065,22,,,,,23885,1,65
22066,22,,,,,24825,1,66
22067,22,,,,,25118,1,67
22068,22,,,,,25411,1,68
22069,22,,,,,25705,1,69
22070,22,,,,,25998,1,70
22071,22,,,,,26998,1,71
22072,22,,,,,27301,1,72
22073,22,,,,,27605,1,73
22074,22,,,,,27908,1,74
22075,22,,,,,28211,1,75
22076,22,,,,,29272,1,76
22077,22,,,,,29585,1,77
22078,22,,,,,29899,1,78
22079,22,,,,,30212,1,79
22080,22,,,,,30525,1,80
22081,22,,,,,31647,1,81
22082,22,,,,,31970,1,82
22083,22,,,,,32294,1,83
22084,22,,,,,32617,1,84
22085,22,,,,,32941,1,85
22086,22,,,,,34123,1,86
22087,22,,,,,34457,1,87
22088,22,,,,,34790,1,88
22089,22,,,,,35124,1,89
22090,22,,,,,35457,1,90
22091,22,,,,,36700,1,91
22092,22,,,,,37044,1,92
22093,22,,,,,37387,1,93
22094,22,,,,,37731,1,94
22095,22,,,,,38075,1,95
22096,22,,,,,39378,1,96
22097,22,,,,,39732,1,97
22098,22,,,,,40086,1,98
22099,22,,,,,40439,1,99
22100,22,,,,,40793,1,100
23001,23,10,808,9,808,2888,1,1
23002,23,10,830,9,830,2969,1,2
23003,23,10,853,9,853,3049,1,3
23004,23,10,875,9,875,3130,1,4
23005,23,10,898,9,898,3211,1,5
23006,23,10,928,9,928,3317,1,6
23007,23,10,952,9,952,3403,1,7
23008,23,10,976,9,976,3489,1,8
23009,23,10,1000,9,1000,3575,1,9
23010,23,10,1024,9,1024,3661,1,10
23011,23,10,1062,9,1062,3797,1,11
23012,23,10,1087,9,1087,3888,1,12
23013,23,10,1113,9,1113,3979,1,13
23014,23,10,1138,9,1138,4070,1,14
23015,23,10,1164,9,1164,4161,1,15
23016,23,10,1210,9,1210,4328,1,16
23017,23,10,1237,9,1237,4424,1,17
23018,23,10,1264,9,1264,4520,1,18
23019,23,10,1291,9,1291,4616,1,19
23020,23,10,1318,9,1318,4712,1,20
23021,23,10,1373,9,1373,4909,1,21
23022,23,10,1401,9,1401,5010,1,22
23023,23,10,1429,9,1429,5111,1,23
23024,23,10,1458,9,1458,5212,1,24
23025,23,10,1486,9,1486,5313,1,25
23026,23,10,1549,9,1549,5541,1,26
23027,23,10,1579,9,1579,5647,1,27
23028,23,10,1609,9,1609,5753,1,28
23029,23,10,1638,9,1638,5859,1,29
23030,23,10,1668,9,1668,5965,1,30
23031,23,10,1740,9,1740,6223,1,31
23032,23,10,1771,9,1771,6334,1,32
23033,23,10,1802,9,1802,6445,1,33
23034,23,10,1833,9,1833,6556,1,34
23035,23,10,1865,9,1865,6667,1,35
23036,23,10,1945,9,1945,6956,1,36
23037,23,10,1978,9,1978,7072,1,37
